,ECN FP Equity_DX_SI_QTY,ECN FP Equity_DX_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECN FP Equity_DX_SI_MV,ECN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SUPPLY_SI_QTY,ECN FP Equity_DX_BROKER_SI_QTY,ECN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECN FP Equity_DX_BROKER_SI_MV_INC_x,ECN FP Equity_DX_BROKER_SI_QTY_ADD,ECN FP Equity_DX_SUPPLY_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_QTY_INC,ECN FP Equity_DX_SUPPLY_SI_QTY_DEC,ECN FP Equity_DX_BROKER_SI_MV_INC_y,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECN FP Equity_DX_BROKER_SI_MV_ADD,ECN FP Equity_DX_SUPPLY_SI_QTY_ADD,ECN FP Equity_DX_BROKER_SI_QTY_DEC,ECN FP Equity_DX_SUPPLY_SI_MV,ECN FP Equity_DX_BROKER_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_MV_RMV,ECN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECN FP Equity_DX_UTILIZATION_QUANTITY,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECN FP Equity_DX_ACTIVE_UTILIZATION_MV,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECN FP Equity_DX_BROKER_SI_CON_RATIO,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECN FP Equity_DX_DEMAND_SUPPLY_RATIO,ECN FP Equity_PX_LAST
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.89
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16
2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.81
2013-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.62
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.49
2013-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.69
2013-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16
2013-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.73
2013-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.07
2013-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.92
2013-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.71
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.51
2013-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.15
2013-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.79
2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.46
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.65
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.67
2013-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.91
2013-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.61
2013-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.13
2013-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.87
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.73
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.8
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.02
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.02
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.73
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81
2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.08
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.35
2013-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.82
2013-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.62
2013-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.57
2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.25
2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.61
2013-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.59
2013-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.18
2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.62
2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.58
2013-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.86
2013-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.98
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.39
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.34
2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.37
2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.28
2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76
2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.35
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2
2013-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.56
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.52
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.14
2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.83
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.26
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.51
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.47
2013-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.66
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.19
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.7
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.64
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.98
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.86
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.87
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.72
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.01
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.95
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.24
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.53
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.45
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.24
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.28
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.99
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.16
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.45
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.82
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.77
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.94
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.45
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.98
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.51
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.46
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.66
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.34
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.03
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.54
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.56
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.97
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.63
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.26
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.14
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.66
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.72
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.86
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.72
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.58
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.69
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.97
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.36
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.47
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.79
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.81
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.56
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.28
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.75
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.62
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.57
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.72
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.92
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.17
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.08
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.03
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.67
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.71
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.86
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.98
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.56
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.41
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.13
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.08
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.07
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.79
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.44
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.02
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.71
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.18
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.29
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.67
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.59
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.76
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.03
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.91
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.77
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.36
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.37
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.69
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.17
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.02
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.03
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.79
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.87
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.46
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.03
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.05
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.76
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.13
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.31
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.32
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.45
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.82
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.81
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.77
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.49
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.71
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.76
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.26
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.51
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.63
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.44
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.99
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.41
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.49
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.64
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.03
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.28
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.45
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.09
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.49
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.48
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.9
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.16
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.46
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.28
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.69
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.35
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.72
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.89
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.36
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.23
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.32
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.06
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.72
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.34
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.62
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.06
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.58
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.31
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.97
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.13
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.73
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.83
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.43
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.59
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.14
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.69
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.23
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.14
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.24
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.54
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.65
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.33
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.01
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.24
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.47
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.55
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.59
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.57
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.69
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.56
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.03
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.3
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.21
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.19
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.88
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.31
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.56
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.85
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.15
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.78
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.61
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.39
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.19
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.36
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.55
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.52
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.89
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.95
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.89
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.95
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.08
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.76
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.49
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.68
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.67
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.24
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.57
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.64
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.88
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.33
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.66
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.85
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.75
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.81
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.84
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.68
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.86
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.08
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.24
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.57
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.12
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.14
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.29
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.29
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.84
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.38
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.93
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.55
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.03
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.29
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.92
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.63
