,ECN FP Equity_DX_SI_QTY,ECN FP Equity_DX_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECN FP Equity_DX_SI_MV,ECN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SUPPLY_SI_QTY,ECN FP Equity_DX_BROKER_SI_QTY,ECN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECN FP Equity_DX_BROKER_SI_MV_INC_x,ECN FP Equity_DX_BROKER_SI_QTY_ADD,ECN FP Equity_DX_SUPPLY_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_QTY_INC,ECN FP Equity_DX_SUPPLY_SI_QTY_DEC,ECN FP Equity_DX_BROKER_SI_MV_INC_y,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECN FP Equity_DX_BROKER_SI_MV_ADD,ECN FP Equity_DX_SUPPLY_SI_QTY_ADD,ECN FP Equity_DX_BROKER_SI_QTY_DEC,ECN FP Equity_DX_SUPPLY_SI_MV,ECN FP Equity_DX_BROKER_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_MV_RMV,ECN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECN FP Equity_DX_UTILIZATION_QUANTITY,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECN FP Equity_DX_ACTIVE_UTILIZATION_MV,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECN FP Equity_DX_BROKER_SI_CON_RATIO,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECN FP Equity_DX_DEMAND_SUPPLY_RATIO,ECN FP Equity_PX_LAST
2010-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.74
2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25
2010-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.69
2010-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.14
2010-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.84
2010-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.27
2010-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22
2010-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.47
2010-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.99
2010-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.75
2010-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.64
2010-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.53
2010-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1
2010-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.43
2010-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.12
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.07
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.09
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.87
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.49
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.81
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.12
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.33
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.17
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.81
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.54
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.85
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.99
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.66
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.01
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.77
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.55
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.42
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.38
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.54
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.71
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.92
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.71
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.38
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.77
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.06
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.47
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.16
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.32
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.03
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.35
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.24
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.43
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.29
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.93
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.32
2010-06-08,7800.0,589212.0,4.5,1.16,0.6,589212.0,0.0,7800.0,0.0,,,7800.0,,,,,,0.6,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,75.54
2010-06-09,7800.0,599352.0,5.08,1.16,0.59,599352.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,76.84
2010-06-10,7800.0,606528.0,5.09,1.16,0.6,606528.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,77.76
2010-06-11,7800.0,611286.0,5.09,1.16,0.61,611286.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,78.37
2010-06-14,7800.0,615654.0,4.65,1.16,0.61,615654.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,78.93
2010-06-15,7800.0,620412.0,4.95,1.16,0.62,620412.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,79.54
2010-06-16,7800.0,620880.0,4.95,1.16,0.62,620880.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,79.6
2010-06-17,7800.0,622674.0,4.95,1.16,0.62,622674.0,0.0,7800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,79.83
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.03
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.45
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.92
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.47
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.84
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.52
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.46
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.94
2010-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.03
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.64
2010-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99
2010-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.37
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.38
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.67
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.31
2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.63
2010-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.52
2010-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.25
2010-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.86
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.58
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.66
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.26
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.15
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.77
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.93
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.14
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.09
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.32
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6
2010-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17
2010-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.34
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.54
2010-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.51
2010-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.17
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.99
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.73
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.34
2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.78
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.61
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.11
2010-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.58
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9
2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.15
2010-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.23
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88
2010-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.01
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.01
2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.62
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.63
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.97
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.91
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.57
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.11
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.93
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.79
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.75
2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.28
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.25
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.73
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.38
2010-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.81
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.47
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.28
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.51
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.63
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.59
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.82
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.89
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.23
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.88
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.07
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.74
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.34
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.53
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4
2010-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.68
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.99
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.97
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.06
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.54
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.58
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.16
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.98
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.42
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.46
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.08
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.32
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.04
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.58
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.16
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.58
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.63
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.29
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.92
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.74
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.42
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.98
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.62
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.71
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.97
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.59
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.48
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.57
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.64
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.19
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.02
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.06
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.04
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.64
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.89
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.76
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.36
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.83
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.21
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.04
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.09
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.28
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.54
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.45
2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.89
2011-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.76
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99
2011-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.51
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.01
2011-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.75
2011-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.51
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.46
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.52
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.92
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.55
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.49
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.88
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.36
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.76
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43
2011-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57
2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.58
2011-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.73
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.09
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.88
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.58
2011-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51
2011-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.69
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.85
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.93
2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8
2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.82
2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.84
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95
2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17
2011-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.46
2011-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.57
2011-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.31
2011-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.45
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.36
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04
2011-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.66
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.39
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.65
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43
