,ALENT FP Equity_DX_SI_QTY,ALENT FP Equity_DX_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENT FP Equity_DX_SI_MV,ALENT FP Equity_DX_DSS,ALENT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SUPPLY_SI_QTY,ALENT FP Equity_DX_BROKER_SI_QTY,ALENT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENT FP Equity_DX_BROKER_SI_MV_NEW_x,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENT FP Equity_DX_BROKER_SI_MV_INC_x,ALENT FP Equity_DX_BROKER_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_NEW,ALENT FP Equity_DX_SUPPLY_SI_MV_DEC,ALENT FP Equity_DX_BROKER_SI_QTY_INC,ALENT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENT FP Equity_DX_BROKER_SI_MV_NEW_y,ALENT FP Equity_DX_BROKER_SI_MV_INC_y,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENT FP Equity_DX_BROKER_SI_MV_ADD,ALENT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_DEC,ALENT FP Equity_DX_SUPPLY_SI_MV,ALENT FP Equity_DX_BROKER_SI_MV_DEC,ALENT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENT FP Equity_DX_UTILIZATION_QUANTITY,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENT FP Equity_DX_BROKER_SI_CON_RATIO,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENT FP Equity_PX_LAST
2007-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,21092.28,0.04,0.0,,0.0,,0.0,18.4
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,20977.64,0.04,0.0,,0.0,,0.0,18.3
2007-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2007-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1368.0,14583.93,0.03,0.0,,0.0,,0.0,18.6
2007-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1368.0,14678.02,0.03,0.0,,0.0,,0.0,18.72
2007-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,868.0,10099.3,0.02,0.0,,0.0,,0.0,20.3
2007-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,868.0,10149.05,0.02,0.0,,0.0,,0.0,20.4
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5903.54,0.01,0.0,,0.0,,0.0,20.6
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5731.6,0.01,0.0,,0.0,,0.0,20.0
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5705.8,0.01,0.0,,0.0,,0.0,19.91
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5903.54,0.01,0.0,,0.0,,0.0,20.6
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5906.41,0.01,0.0,,0.0,,0.0,20.61
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6247.44,0.01,0.0,,0.0,,0.0,21.8
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6161.47,0.01,0.0,,0.0,,0.0,21.5
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6089.82,0.01,0.0,,0.0,,0.0,21.25
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6023.91,0.01,0.0,,0.0,,0.0,21.02
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6089.82,0.01,0.0,,0.0,,0.0,21.25
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6023.91,0.01,0.0,,0.0,,0.0,21.02
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6089.82,0.01,0.0,,0.0,,0.0,21.25
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6155.73,0.01,0.0,,0.0,,0.0,21.48
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6175.8,0.01,0.0,,0.0,,0.0,21.55
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6158.6,0.01,0.0,,0.0,,0.0,21.49
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6075.49,0.01,0.0,,0.0,,0.0,21.2
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6046.83,0.01,0.0,,0.0,,0.0,21.1
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6021.04,0.01,0.0,,0.0,,0.0,21.01
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5975.19,0.01,0.0,,0.0,,0.0,20.85
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6061.16,0.01,0.0,,0.0,,0.0,21.15
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6021.04,0.01,0.0,,0.0,,0.0,21.01
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,6018.18,0.01,0.0,,0.0,,0.0,21.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5771.72,0.01,0.0,,0.0,,0.0,20.14
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5585.44,0.01,0.0,,0.0,,0.0,19.49
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5447.88,0.01,0.0,,0.0,,0.0,19.01
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5447.88,0.01,0.0,,0.0,,0.0,19.01
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5788.91,0.01,0.0,,0.0,,0.0,20.2
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5674.28,0.01,0.0,,0.0,,0.0,19.8
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5786.05,0.01,0.0,,0.0,,0.0,20.19
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5702.94,0.01,0.0,,0.0,,0.0,19.9
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,500.0,5728.73,0.01,0.0,,0.0,,0.0,19.99
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2652.81,0.0,0.0,,0.0,,0.0,19.95
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2579.68,0.0,0.0,,0.0,,0.0,19.4
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2553.08,0.0,0.0,,0.0,,0.0,19.2
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2579.68,0.0,0.0,,0.0,,0.0,19.4
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2577.02,0.0,0.0,,0.0,,0.0,19.38
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2586.33,0.0,0.0,,0.0,,0.0,19.45
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2659.46,0.0,0.0,,0.0,,0.0,20.0
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2765.84,0.0,0.0,,0.0,,0.0,20.8
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2819.03,0.0,0.0,,0.0,,0.0,21.2
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2819.03,0.0,0.0,,0.0,,0.0,21.2
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2780.47,0.0,0.0,,0.0,,0.0,20.91
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2767.17,0.0,0.0,,0.0,,0.0,20.81
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2788.44,0.0,0.0,,0.0,,0.0,20.97
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2765.84,0.0,0.0,,0.0,,0.0,20.8
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2739.24,0.0,0.0,,0.0,,0.0,20.6
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2699.35,0.0,0.0,,0.0,,0.0,20.3
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2699.35,0.0,0.0,,0.0,,0.0,
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2699.35,0.0,0.0,,0.0,,0.0,
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2706.0,0.0,0.0,,0.0,,0.0,20.35
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2675.42,0.0,0.0,,0.0,,0.0,20.12
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2792.43,0.0,0.0,,0.0,,0.0,21.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2792.43,0.0,0.0,,0.0,,0.0,
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2792.43,0.0,0.0,,0.0,,0.0,21.0
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2858.92,0.0,0.0,,0.0,,0.0,21.5
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2819.03,0.01,0.0,,0.0,,0.0,21.2
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2699.35,0.0,0.0,,0.0,,0.0,20.3
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2659.46,0.0,0.0,,0.0,,0.0,20.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2638.19,0.0,0.0,,0.0,,0.0,19.84
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2632.87,0.0,0.0,,0.0,,0.0,19.8
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2618.24,0.0,0.0,,0.0,,0.0,19.69
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2619.57,0.0,0.0,,0.0,,0.0,19.7
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2632.87,0.0,0.0,,0.0,,0.0,19.8
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2526.49,0.0,0.0,,0.0,,0.0,19.0
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2579.68,0.0,0.0,,0.0,,0.0,19.4
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2433.41,0.0,0.0,,0.0,,0.0,18.3
2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2273.84,0.0,0.0,,0.0,,0.0,17.1
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2127.57,0.0,0.0,,0.0,,0.0,16.0
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2220.65,0.0,0.0,,0.0,,0.0,16.7
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2300.43,0.0,0.0,,0.0,,0.0,17.3
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2287.14,0.0,0.0,,0.0,,0.0,17.2
2008-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2327.03,0.0,0.0,,0.0,,0.0,17.5
2008-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,232.0,2273.84,0.0,0.0,,0.0,,0.0,17.1
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.58
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55
2008-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2008-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56
2008-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2008-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48
2008-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.21
2008-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2008-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7
2008-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2008-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98
2008-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74
2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9
2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.83
2008-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82
2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2008-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
2008-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2008-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2008-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2008-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7
2008-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7
2008-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35
2008-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66
2008-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2008-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2008-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2008-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2008-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2008-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2008-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2008-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2008-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19
2008-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2008-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2008-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2008-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7
2008-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2008-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.86
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69
2008-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2008-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55
