,ALNMG FP Equity_DX_SI_QTY,ALNMG FP Equity_DX_SHORT_INTEREST_VALUE,ALNMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNMG FP Equity_DX_SI_MV,ALNMG FP Equity_DX_DSS,ALNMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNMG FP Equity_DX_SUPPLY_SI_QTY,ALNMG FP Equity_DX_BROKER_SI_QTY,ALNMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNMG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNMG FP Equity_DX_BROKER_SI_MV_INC_x,ALNMG FP Equity_DX_BROKER_SI_QTY_ADD,ALNMG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNMG FP Equity_DX_BROKER_SI_QTY_INC,ALNMG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNMG FP Equity_DX_BROKER_SI_MV_INC_y,ALNMG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNMG FP Equity_DX_BROKER_SI_MV_ADD,ALNMG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNMG FP Equity_DX_BROKER_SI_QTY_DEC,ALNMG FP Equity_DX_SUPPLY_SI_MV,ALNMG FP Equity_DX_BROKER_SI_MV_DEC,ALNMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNMG FP Equity_DX_UTILIZATION_QUANTITY,ALNMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNMG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNMG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNMG FP Equity_DX_BROKER_SI_CON_RATIO,ALNMG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNMG FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-05-06,68800.0,18644.8,0.2,0.05,0.16,0.02,0.0,18373.8,1000.0,67800.0,271.0,,0.0,,,3364.0,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.14,0.441,51.62,34.4
2021-05-07,68800.0,19814.4,0.2,0.05,0.16,0.02,0.0,19526.4,1000.0,67800.0,288.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.1,0.4372,51.23,34.4
2021-05-10,68800.0,21637.6,0.2,0.05,0.16,0.02,0.0,21323.1,1000.0,67800.0,314.5,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.01,0.4355,51.09,34.4
2021-05-11,68800.0,20571.2,0.2,0.04,0.16,0.02,0.0,20272.2,1000.0,67800.0,299.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.58,0.4425,51.46,34.4
2021-05-12,58800.0,16993.2,0.17,0.03,0.14,0.02,0.0,16704.2,1000.0,57800.0,289.0,,,,,,,,,,,10000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,43.2,0.4291,48.55,29.4
2021-05-13,38432.0,10799.39,0.11,0.02,0.09,0.01,0.0,10518.39,1000.0,37432.0,281.0,,,,,,,,,,,20368.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,13.07,0.5844,74.24,19.216
2021-05-14,42032.0,12084.2,0.12,0.03,0.1,0.01,0.0,11796.7,4600.0,41032.0,1322.5,3600.0,0.0,,,3600.0,,0.0,3600.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.1,0.6075,76.08,4.5687
2021-05-17,42032.0,11705.91,0.12,0.03,0.1,0.01,0.0,11427.41,4600.0,41032.0,1281.1,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.95,0.6127,76.49,4.5687
2021-05-18,63232.0,17704.96,0.18,0.04,0.15,0.02,0.0,17424.96,4600.0,62232.0,1288.0,,0.01,,,21200.0,,0.01,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.96,0.434,50.17,6.873
2021-05-19,63232.0,17072.64,0.18,0.04,0.15,0.02,0.0,16802.64,4600.0,62232.0,1242.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,42.05,0.4361,50.35,6.873
2021-05-20,47453.0,13358.02,0.14,0.03,0.11,0.01,0.0,13076.52,4600.0,46453.0,1294.9,,0.0,,,6221.0,,0.0,,,,22000.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,10.87,0.6653,80.36,5.1579
2021-05-21,46253.0,13089.6,0.13,0.03,0.11,0.01,0.0,13089.6,3600.0,46253.0,1018.8,,,,0.0,,1000.0,,,,,200.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,10.87,0.6998,82.69,6.424
2021-05-24,46253.0,14939.72,0.13,0.03,0.11,0.01,0.0,14939.72,3600.0,46253.0,1162.8,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.17,0.6837,81.54,6.424
2021-05-25,45653.0,13878.51,0.13,0.02,0.11,0.01,0.0,13878.51,3600.0,45653.0,1094.4,,0.0,,,2400.0,,0.0,,,,3000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,10.44,0.8131,89.56,6.3407
2021-05-26,45544.0,15689.91,0.13,0.02,0.11,0.01,0.0,15689.91,3491.0,45544.0,1202.65,,,,0.0,,109.0,,,,,109.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,6.5231
2021-05-27,45606.0,14411.5,0.13,0.02,0.11,0.02,0.0,14348.3,200.0,45406.0,63.2,,0.0,,0.0,200.0,3291.0,0.0,,,,338.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,11.09,0.8027,88.91,114.015
2021-05-28,47606.0,14377.01,0.14,0.02,0.11,0.02,0.0,14014.61,1200.0,46406.0,362.4,1000.0,0.0,,,1000.0,,0.0,1000.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,15.05,0.7443,84.95,19.8358
2021-05-31,47606.0,13900.95,0.14,0.02,0.11,0.01,0.0,13550.55,1200.0,46406.0,350.4,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,14.58,0.751,85.42,19.8358
2021-06-01,44606.0,13024.95,0.13,0.02,0.1,0.01,0.0,12674.55,1200.0,43406.0,350.4,,,,,,,,,,,3000.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,9.88,0.822,90.13,18.5858
2021-06-02,47264.0,13493.87,0.13,0.02,0.11,0.01,0.0,13151.27,2700.0,46064.0,770.85,1500.0,0.0,,,3000.0,,0.0,1500.0,,,342.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,15.41,0.7394,84.59,8.7526
2021-06-03,45606.0,12952.1,0.13,0.02,0.11,0.01,0.0,12611.3,2700.0,44406.0,766.8,,,,,,,,,,,1658.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,16.17,0.7288,83.83,8.4456
2021-06-04,45606.0,12974.91,0.13,0.02,0.11,0.01,0.0,12633.51,2700.0,44406.0,768.15,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,16.25,0.7279,83.75,8.4456
2021-06-07,45606.0,13476.57,0.13,0.02,0.11,0.01,0.0,13121.97,2700.0,44406.0,797.85,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,16.66,0.7223,83.34,8.4456
2021-06-08,54746.0,16150.07,0.16,0.02,0.13,0.02,0.0,14439.07,7240.0,48946.0,2135.8,4540.0,0.0,,,4600.0,,0.0,4540.0,,,60.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,30.3,0.5776,69.7,3.7808
2021-06-09,102546.0,29738.34,0.25,0.04,0.21,0.03,0.0,21125.34,31140.0,72846.0,9030.6,23900.0,,23900.0,,,,,23900.0,0.01,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,37.26,0.3826,46.7,1.6465
2021-06-10,106454.0,29860.35,0.26,0.04,0.22,0.03,0.0,21024.6,35048.0,74954.0,9830.96,3908.0,0.0,,,2108.0,,0.0,3908.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,37.82,0.3743,44.87,1.5187
2021-06-11,110254.0,31146.76,0.27,0.04,0.23,0.03,0.0,22248.01,37048.0,78754.0,10466.06,2000.0,0.0,,,3800.0,,0.0,2000.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,38.29,0.3681,43.32,1.488
2021-06-14,110254.0,30650.61,0.27,0.04,0.23,0.03,0.0,21893.61,37048.0,78754.0,10299.34,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,38.39,0.3691,43.43,1.488
2021-06-15,110254.0,29768.58,0.27,0.04,0.23,0.03,0.0,21263.58,37048.0,78754.0,10002.96,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,38.45,0.3696,43.5,1.488
2021-06-16,105254.0,27471.29,0.26,0.04,0.22,0.03,0.0,19249.79,37048.0,73754.0,9669.53,,,,,,,,,,,5000.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,40.24,0.3894,45.52,1.4205
2021-06-17,105254.0,28208.07,0.26,0.04,0.22,0.03,0.0,19766.07,37048.0,73754.0,9928.86,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,40.07,0.3873,45.33,1.4205
2021-06-18,107154.0,27324.27,0.26,0.04,0.22,0.03,0.0,19291.77,37048.0,75654.0,9447.24,,0.0,,,1900.0,,0.0,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,39.96,0.382,44.52,1.4462
2021-06-21,107154.0,27002.81,0.26,0.04,0.22,0.03,0.0,19064.81,37048.0,75654.0,9336.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,39.2,0.3804,44.87,1.4462
2021-06-22,110756.0,27135.22,0.27,0.05,0.23,0.03,0.0,19417.72,37048.0,79256.0,9076.76,,0.0,,,3602.0,,0.0,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.86,0.383,42.99,1.4948
2021-06-23,107154.0,27324.27,0.26,0.05,0.22,0.03,0.0,19291.77,37048.0,75654.0,9447.24,,,,,,,,,,,3602.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,38.92,0.3782,44.72,1.4462
2021-06-24,93954.0,24193.16,0.23,0.04,0.19,0.02,0.0,17781.41,30448.0,69054.0,7840.36,,,,0.0,,6600.0,,,,,6600.0,0.01,0.0,100.0,41.32,0.0,0.0,0.0,100.0,45.33,0.4624,50.52,1.2749
2021-06-25,93954.0,24240.13,0.23,0.04,0.19,0.02,0.0,17815.93,30448.0,69054.0,7855.58,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.32,0.4626,50.55,1.5429
2021-06-28,93954.0,22361.05,0.23,0.05,0.19,0.02,0.0,16434.85,30448.0,69054.0,7246.62,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.42,0.4647,50.68,1.5429
2021-06-29,93954.0,22173.14,0.23,0.04,0.19,0.02,0.0,16296.74,30448.0,69054.0,7185.73,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.65,0.4632,51.2,1.5429
2021-06-30,93954.0,21515.47,0.32,0.05,0.19,0.02,0.0,15813.37,30448.0,69054.0,6972.59,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.69,0.4638,51.22,1.5429
2021-07-01,99154.0,22706.27,0.34,0.05,0.2,0.02,0.0,17004.17,30448.0,74254.0,6972.59,,0.0,,,7200.0,,0.0,,,,2000.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,40.63,0.4511,53.12,1.6283
2021-07-02,99154.0,24838.08,0.34,0.05,0.2,0.02,0.0,18600.63,30448.0,74254.0,7627.22,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,40.41,0.4474,52.88,1.6283
2021-07-05,99154.0,23598.65,0.34,0.05,0.2,0.02,0.0,17672.45,30448.0,74254.0,7246.62,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,41.56,0.4501,52.31,1.6283
2021-07-06,96854.0,24600.92,0.33,0.06,0.2,0.02,0.0,18276.32,30448.0,71954.0,7733.79,,,,,,,,,,,2300.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,41.81,0.4435,51.39,1.5905
2021-07-07,84450.0,22463.7,0.29,0.06,0.17,0.02,0.0,17490.03,24246.0,65752.0,6449.44,,,,0.0,,6202.0,,,,,6202.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,43.71,0.4325,48.52,1.7415
2021-07-08,84450.0,21239.18,0.28,0.06,0.17,0.02,0.0,16536.63,24246.0,65752.0,6097.87,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,43.46,0.4371,49.29,1.7415
2021-07-09,84450.0,21028.05,0.28,0.07,0.17,0.02,0.0,16372.25,24246.0,65752.0,6037.25,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,43.97,0.4351,48.6,1.7415
2021-07-12,84450.0,20014.65,0.28,0.08,0.17,0.02,0.0,15583.22,24246.0,65752.0,5746.3,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.21,0.4369,48.6,1.7415
2021-07-13,84450.0,21281.4,0.28,0.08,0.17,0.02,0.0,16569.5,24246.0,65752.0,6109.99,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.43,0.432,47.81,1.7415
2021-07-14,84450.0,21450.3,0.28,0.09,0.17,0.02,0.0,16701.01,24246.0,65752.0,6158.48,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,43.91,0.4343,48.56,1.7415
2021-07-15,84450.0,22421.48,0.28,0.09,0.17,0.02,0.0,17457.16,24246.0,65752.0,6437.31,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,43.71,0.4326,48.53,1.7415
2021-07-16,84450.0,21154.73,0.28,0.09,0.17,0.02,0.0,16470.88,24246.0,65752.0,6073.62,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,43.5,0.4372,49.27,1.7415
2021-07-19,54109.0,14717.65,0.18,0.06,0.11,0.01,0.0,14445.65,6548.0,53109.0,1781.06,,,,0.0,,17698.0,,,,,12643.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,13.4,0.5854,74.32,4.1317
2021-07-20,54109.0,13824.85,0.18,0.05,0.11,0.01,0.0,13569.35,6548.0,53109.0,1673.01,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,14.22,0.5922,74.84,4.1317
2021-07-21,59164.0,14258.52,0.2,0.05,0.12,0.02,0.0,12799.27,11603.0,53109.0,2796.32,5055.0,,,,,,,5055.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,22.29,0.5188,67.77,2.5495
2021-07-22,51454.0,12606.23,0.17,0.04,0.11,0.01,0.0,11748.73,10048.0,47954.0,2461.76,,,,0.0,,1555.0,,,,,5155.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,12.15,0.6315,77.9,2.5604
2021-07-23,51454.0,12400.41,0.17,0.04,0.11,0.01,0.0,11556.91,10048.0,47954.0,2421.57,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.9,0.6377,78.36,2.5604
2021-07-26,51454.0,12426.14,0.17,0.04,0.11,0.01,0.0,11580.89,10048.0,47954.0,2426.59,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.07,0.6358,78.22,2.5604
2021-07-27,51454.0,12246.05,0.17,0.05,0.11,0.01,0.0,11413.05,10048.0,47954.0,2391.42,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.92,0.6375,78.35,2.5604
2021-07-28,51454.0,12246.05,0.17,0.05,0.11,0.01,0.0,11413.05,10048.0,47954.0,2391.42,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.05,0.636,78.23,2.5604
2021-07-29,51454.0,12348.96,0.17,0.05,0.11,0.01,0.0,11508.96,10048.0,47954.0,2411.52,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.12,0.6351,78.17,2.5604
2021-07-30,51454.0,12220.33,0.17,0.05,0.11,0.01,0.0,11389.08,10048.0,47954.0,2386.4,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.96,0.6371,78.32,2.5604
2021-08-02,51454.0,12040.24,0.17,0.05,0.11,0.01,0.0,11221.24,10048.0,47954.0,2351.23,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,11.92,0.6375,78.35,2.5604
2021-08-03,51454.0,12040.24,0.17,0.05,0.11,0.01,0.0,11221.24,10048.0,47954.0,2351.23,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.05,0.636,78.23,2.5604
2021-08-04,48954.0,11577.62,0.16,0.05,0.1,0.01,0.0,10749.87,10048.0,45454.0,2376.35,,,,,,,,,,,2500.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,12.76,0.6935,82.13,2.436
2021-08-05,46454.0,11009.6,0.16,0.05,0.1,0.01,0.0,10772.6,7548.0,45454.0,1788.88,,,,0.0,,2500.0,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,13.37,0.7684,86.63,3.0772
2021-08-06,49854.0,11840.33,0.17,0.05,0.1,0.01,0.0,11199.08,9248.0,47154.0,2196.4,1700.0,,1700.0,,,,,1700.0,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.46,0.6718,80.73,2.6954
2021-08-09,49854.0,12189.3,0.17,0.06,0.1,0.01,0.0,11529.15,9248.0,47154.0,2261.14,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.7,0.6687,80.5,2.6954
2021-08-10,55054.0,13708.45,0.19,0.06,0.11,0.01,0.0,12388.75,11848.0,49754.0,2950.15,2600.0,0.0,,,2600.0,,0.0,2600.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.91,0.5794,72.93,2.3233
2021-08-11,55054.0,13708.45,0.19,0.06,0.11,0.01,0.0,12388.75,11848.0,49754.0,2950.15,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.71,0.5813,73.12,2.3233
2021-08-12,61654.0,14920.27,0.21,0.07,0.13,0.02,0.0,12839.07,15148.0,53054.0,3665.82,3300.0,0.0,,,3300.0,,0.0,3300.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.2,0.4889,65.52,2.0351
2021-08-13,61654.0,14735.31,0.21,0.07,0.13,0.01,0.0,12679.91,15148.0,53054.0,3620.37,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.36,0.4877,65.39,2.0351
2021-08-16,61654.0,14642.83,0.21,0.08,0.13,0.01,0.0,12600.33,15148.0,53054.0,3597.65,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.43,0.4873,65.34,2.0351
2021-08-17,61654.0,14396.21,0.21,0.08,0.13,0.01,0.0,12388.11,15148.0,53054.0,3537.06,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.32,0.4881,65.43,2.0351
2021-08-18,61654.0,14396.21,0.21,0.08,0.13,0.01,0.0,12388.11,15148.0,53054.0,3537.06,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.49,0.4868,65.29,2.0351
2021-08-19,61654.0,14488.69,0.21,0.09,0.13,0.01,0.0,12467.69,15148.0,53054.0,3559.78,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.56,0.4863,65.24,2.0351
2021-08-20,61654.0,14642.83,0.21,0.1,0.13,0.01,0.0,12600.33,15148.0,53054.0,3597.65,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.6,0.486,65.2,2.0351
2021-08-23,61654.0,15382.67,0.21,0.1,0.13,0.01,0.0,13236.97,15148.0,53054.0,3779.43,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.01,0.483,64.88,2.0351
2021-08-24,57546.0,14213.86,0.19,0.09,0.12,0.01,0.0,12089.66,11040.0,48946.0,2726.88,,,,0.0,,4108.0,,,,,4108.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,19.7,0.4647,62.9,2.6063
2021-08-25,55846.0,14017.35,0.19,0.09,0.11,0.01,0.0,11858.75,11040.0,47246.0,2771.04,,,,,,,,,,,1700.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,20.59,0.4814,64.58,2.5293
2021-08-26,50846.0,12864.04,0.17,0.07,0.1,0.01,0.0,11118.34,9340.0,43946.0,2363.02,,,,0.0,,1700.0,,,,,3300.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,22.52,0.559,71.0,2.7219
2021-08-27,47546.0,12314.41,0.16,0.08,0.1,0.01,0.0,11382.01,6040.0,43946.0,1564.36,,,,0.0,,3300.0,,,,,,0.0,,100.0,75.12,0.0,0.0,0.0,100.0,24.27,0.6324,75.73,5.9137
2021-08-30,47546.0,11886.5,0.16,0.07,0.1,0.01,0.0,10986.5,6040.0,43946.0,1510.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.95,0.6357,76.05,3.9359
2021-08-31,52222.0,13577.72,0.18,0.1,0.11,0.01,0.0,12033.84,8378.0,46284.0,2178.28,2338.0,0.0,,,2338.0,,0.0,2338.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,31.32,0.5698,68.68,3.1166
2021-09-01,50922.0,13316.1,0.17,0.11,0.1,0.01,0.0,11632.57,8878.0,44484.0,2321.6,500.0,,500.0,,,,,500.0,0.0,,2300.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,27.12,0.5769,70.92,2.8679
2021-09-02,50922.0,13341.56,0.17,0.12,0.1,0.01,0.0,11654.81,8878.0,44484.0,2326.04,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,27.07,0.5773,70.96,2.8679
2021-09-03,50922.0,13086.95,0.17,0.13,0.1,0.01,0.0,11432.39,8878.0,44484.0,2281.65,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,26.84,0.5792,71.19,2.8679
2021-09-06,17216.0,4441.73,0.06,0.04,0.04,0.0,0.0,2780.72,8878.0,10778.0,2290.52,,,,,,,,,,,33706.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,14.15,0.6642,80.05,0.9696
2021-09-07,15316.0,3905.58,0.05,0.04,0.03,0.0,0.0,2263.89,8878.0,8878.0,2263.89,,,,,,,,,,,1900.0,0.0,0.0,100.0,93.67,0.0,0.0,0.0,100.0,16.0,0.6296,77.44,1.616
2021-09-08,14816.0,3718.82,0.05,0.04,0.03,0.0,0.0,2102.88,8878.0,8378.0,2228.38,,,,,,,,,,,500.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,16.57,0.6691,80.03,0.8344
2021-09-09,14316.0,3672.05,0.05,0.04,0.03,0.0,0.0,2148.96,8378.0,8378.0,2148.96,,,,0.0,,500.0,,,,,,0.0,,100.0,59.94,0.0,0.0,0.0,100.0,16.89,0.7193,83.11,1.0242
2021-09-10,14316.0,3586.16,0.05,0.04,0.03,0.0,0.0,2098.69,8378.0,8378.0,2098.69,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.21,0.715,82.79,0.8544
2021-09-13,34316.0,8579.0,0.12,0.09,0.07,0.01,0.0,4594.5,18378.0,18378.0,4594.5,10000.0,,10000.0,,,,,10000.0,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.59,0.4646,58.3,0.9336
2021-09-14,50516.0,12856.32,0.17,0.12,0.1,0.01,0.0,6738.65,26478.0,26478.0,6738.65,8100.0,0.0,,,8100.0,,0.0,8100.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,23.67,0.5697,71.51,0.9539
2021-09-15,50516.0,12654.26,0.17,0.12,0.1,0.01,0.0,6632.74,26478.0,26478.0,6632.74,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,23.37,0.5724,71.79,0.9539
2021-09-16,86276.0,21612.14,0.29,0.21,0.18,0.02,0.0,10806.07,43138.0,43138.0,10806.07,16660.0,0.0,,,19100.0,,0.0,16660.0,,,2440.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,13.77,0.7626,86.23,1.0
2021-09-17,86276.0,21957.24,0.29,0.21,0.18,0.02,0.0,10978.62,43138.0,43138.0,10978.62,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.86,0.7612,86.14,1.0
2021-09-20,86276.0,20965.07,0.29,0.2,0.18,0.02,0.0,10482.53,43138.0,43138.0,10482.53,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.5,0.7665,86.5,1.0
2021-09-21,86276.0,21051.34,0.29,0.19,0.18,0.02,0.0,10525.67,43138.0,43138.0,10525.67,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.79,0.7622,86.21,1.0
2021-09-22,66276.0,16569.0,0.22,0.15,0.14,0.02,0.0,8284.5,33138.0,33138.0,8284.5,,,,0.0,,10000.0,,,,,10000.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,18.1,0.7035,81.9,1.0
2021-09-23,50076.0,12318.7,0.17,0.11,0.1,0.01,0.0,6159.35,25038.0,25038.0,6159.35,,,,0.0,,8100.0,,,,,8100.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,23.57,0.6397,76.43,1.0
2021-09-24,50076.0,12418.85,0.17,0.11,0.1,0.01,0.0,6209.42,25038.0,25038.0,6209.42,,,,,,,,,,,,0.01,,100.0,98.82,0.0,0.0,0.0,100.0,23.64,0.6389,76.36,1.9763
2021-09-27,50076.0,12193.51,0.17,0.12,0.1,0.01,0.0,6096.75,25038.0,25038.0,6096.75,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,23.48,0.6407,76.52,1.0
2021-09-28,50400.0,12247.2,0.17,0.11,0.1,0.01,0.0,6123.6,25200.0,25200.0,6123.6,162.0,0.0,,,162.0,,0.0,162.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,23.95,0.6358,76.05,1.0
2021-09-29,50400.0,12448.8,0.17,0.12,0.1,0.01,0.0,6224.4,25200.0,25200.0,6224.4,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,24.09,0.6342,75.91,1.0
2021-09-30,49400.0,12448.8,0.17,0.11,0.1,0.01,0.0,6224.4,24700.0,24700.0,6224.4,,,,0.0,,500.0,,,,,500.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,22.74,0.6486,77.26,1.0
2021-10-01,45000.0,10912.5,0.15,0.1,0.09,0.01,0.0,5456.25,22500.0,22500.0,5456.25,,,,0.0,,2200.0,,,,,2200.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,14.92,0.7461,85.08,1.0
