,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_x,AI FP Equity_y,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity,AI FP Equity
2012-06-06,9461211.0,719528620.83,3.05,9.8,3.03,824.88,1.0,521011443.58,7217911.0,6850873.0,548924820.21,,,7363.0,25.26,,,,109.78,272412.0,1288798.0,,,25.26,7363.0,,862491.0,167329.0,614.16,16.02,,,13.96,13.96,44485000.0,3383100820.56,,3764.81,14.03,20.45,0.1197,21.31,0.183
2012-06-07,9753822.0,748514281.85,3.14,10.06,3.13,855.92,1.0,516352209.16,7154589.0,6728539.0,549047547.44,,,130430.0,9.95,,,,24.6,137948.0,305396.0,,,9.95,130430.0,,111644.0,260282.0,619.23,19.41,,,13.79,13.79,44746268.0,3433856047.13,,3849.03,13.86,19.49,0.114,20.31,0.1879
2012-06-08,9969770.0,763586440.63,3.21,10.33,3.2,881.93,1.0,509829936.89,7513533.0,6656597.0,575462816.1,,,423364.0,18.74,,,,21.45,200773.0,246650.0,,,18.74,423364.0,,182230.0,272715.0,654.18,22.45,,,14.49,14.49,44330472.0,3395278659.99,,3847.34,14.53,17.03,0.1073,19.64,0.1923
2012-06-11,8777450.0,676849193.96,2.83,9.09,2.81,779.72,1.0,465082136.0,6801467.0,6031233.0,524476636.92,,,100315.0,16.05,,,,70.56,184600.0,812381.0,,,16.05,100315.0,,,809964.0,592.75,69.95,,,13.08,13.08,45200432.0,3485508429.65,,3923.86,13.12,14.0,0.1123,21.86,0.1688
2012-06-12,8248042.0,637850057.99,2.66,8.54,2.64,730.85,1.0,439366715.82,6627731.0,5681453.0,512545717.24,,,270620.0,0.96,,,,41.28,9785.0,476622.0,,,0.96,270620.0,,32266.0,359565.0,579.18,36.08,,,12.57,12.57,46079736.0,3563507833.7,,4019.36,12.59,12.43,0.1102,22.65,0.1565
2012-06-13,8005364.0,618587026.14,2.58,8.23,2.57,708.89,1.0,422172205.49,6565949.0,5463487.0,507361172.54,,,24948.0,24.47,,,,13.95,280100.0,160159.0,,,24.47,24948.0,,73429.0,498066.0,574.02,44.41,,,12.64,12.64,45377492.0,3506389944.27,,3953.67,12.68,10.83,0.1084,22.46,0.1541
2012-06-14,7634730.0,591501471.84,2.46,7.8,2.45,676.91,1.0,421189276.12,6194516.0,5436447.0,479920747.86,,,220148.0,23.76,,,,54.5,264000.0,621398.0,,,23.76,220148.0,,29817.0,291040.0,541.54,25.84,,,11.81,11.81,46243196.0,3582696244.2,,4034.47,11.83,10.18,0.1094,23.07,0.1456
2012-06-15,7838553.0,609512366.88,2.53,7.95,2.51,700.75,1.0,440952408.59,6007624.0,5670810.0,467142484.53,,,94320.0,30.43,,165999.0,,25.8,303865.0,301603.0,,,30.43,94320.0,14.53,20391.0,235501.0,527.53,19.68,,,11.19,11.19,47657768.0,3705785873.22,,4174.64,11.22,9.99,0.1017,20.78,0.1461
2012-06-18,7268306.0,565685495.22,2.34,7.17,2.33,649.98,1.0,403737365.79,6099002.0,5187488.0,474679652.55,,,284703.0,10.68,,5054.0,,22.42,115945.0,254643.0,,,10.68,284703.0,0.33,61318.0,604321.0,537.45,51.69,,,10.83,10.83,50209920.0,3907791369.83,,4419.81,10.84,11.01,0.0984,19.31,0.1291
2012-06-19,7296047.0,574559256.77,2.35,7.09,2.34,650.28,1.0,409479349.99,5918567.0,5199778.0,466083545.88,,,193510.0,31.44,,12000.0,,41.95,385642.0,472312.0,,,31.44,193510.0,1.07,97293.0,385352.0,522.17,33.87,,,10.54,10.54,50255568.0,3957595366.19,,4416.98,10.57,11.82,0.0977,19.06,0.1299
2012-06-20,7039318.0,552722396.35,2.27,6.85,2.26,630.89,1.0,387663577.24,6160419.0,4937175.0,483711852.8,,,217141.0,18.42,,,,43.35,182322.0,500292.0,,,18.42,217141.0,,525003.0,444925.0,547.78,40.44,,,10.88,10.88,50465012.0,3962477950.93,,4484.78,10.88,12.66,0.0979,16.99,0.1243
2012-06-21,6780840.0,532546892.56,2.19,6.63,2.17,609.62,1.0,359674526.76,6427324.0,4579682.0,504782803.26,,,104581.0,3.64,,,,9.57,35437.0,109763.0,,,3.64,104581.0,,154994.0,392930.0,572.97,34.34,,,11.43,11.43,49790280.0,3910379671.79,,4439.19,11.43,13.16,0.0927,13.5,0.1206
2012-06-22,6436640.0,500445069.65,2.07,6.31,2.06,576.89,1.0,329388167.3,6112438.0,4236535.0,475238550.03,,,62887.0,0.46,,,,35.45,6800.0,385481.0,,,0.46,62887.0,,7479.0,349947.0,540.9,31.58,,,10.83,10.83,50345336.0,3914321009.29,,4459.93,10.82,13.0,0.0901,13.91,0.114
2012-06-25,6612805.0,504954424.06,2.13,6.59,2.12,587.59,1.0,315500597.21,6287028.0,4131747.0,480078061.09,,,17600.0,3.03,,,,14.82,40445.0,147106.0,,,3.03,17600.0,,365000.0,145233.0,550.47,13.62,5.4,,11.14,11.14,50141860.0,3828837238.9,60904.0,4395.44,11.13,11.11,0.0967,18.3,0.1172
2012-06-26,6641117.0,506704949.21,2.14,7.05,2.13,581.36,1.0,297530744.58,5878339.0,3899580.0,448506398.01,,,2536.0,2.2,,10000.0,,40.56,26000.0,446379.0,,,2.2,2536.0,0.88,35154.0,268167.0,508.16,26.93,,,10.43,10.43,50474256.0,3851092417.54,,4356.74,10.45,10.07,0.0907,15.33,0.1178
2012-06-27,6542451.0,495703172.49,2.11,6.94,2.1,568.01,1.0,306147511.49,5724806.0,4040634.0,433752502.86,,,40157.0,14.36,,,,25.05,207335.0,288304.0,,,14.36,40157.0,,92324.0,66281.0,493.09,5.9,,,10.08,10.08,51096928.0,3871470999.81,,4399.68,10.08,10.24,0.0874,14.69,0.1151
2012-06-28,6586753.0,498593508.76,2.12,6.93,2.11,568.97,1.0,312290657.43,5703273.0,4125568.0,431717250.74,,,48133.0,16.66,,,,8.84,202785.0,97834.0,,,16.66,48133.0,,28168.0,117851.0,489.05,10.37,,,9.96,9.96,51549700.0,3902126859.51,,4417.24,9.97,12.31,0.089,13.52,0.115
2012-06-29,6704273.0,534246153.49,2.16,6.99,2.15,587.68,1.0,328480828.79,5525952.0,4122117.0,440348804.47,,,7774.0,7.18,,12000.0,,14.96,35249.0,185095.0,,,7.18,7774.0,1.08,,50700.0,480.8,4.04,,,9.7,9.7,51452016.0,4100077911.1,,4434.26,9.78,12.45,0.0891,12.75,0.1177
2012-07-02,6968135.0,565816955.02,2.25,7.14,2.23,633.23,1.0,373148889.94,5204685.0,4595394.0,422623703.26,101.8,,228027.0,4.39,,,1115453.0,46.46,19235.0,582502.0,101.8,,4.39,228027.0,,33208.0,661411.0,470.89,54.85,,,9.08,9.08,52146396.0,4234320230.61,,4722.54,9.07,12.1,0.0904,12.81,0.1215
2012-07-03,6860523.0,557868028.21,2.21,6.88,2.2,631.79,1.0,361740322.89,5017577.0,4448593.0,408007638.39,,,9050.0,13.48,,,,33.02,101183.0,385223.0,,,13.48,9050.0,,189065.0,247984.0,460.91,22.97,,,8.74,8.74,52369484.0,4258459708.89,,4805.18,8.75,12.34,0.0953,13.78,0.1195
2012-07-04,6708502.0,544615861.44,2.16,6.73,2.15,620.42,1.0,363970361.46,4797430.0,4483336.0,389469433.29,,,48852.0,6.21,,4500.0,,26.18,62709.0,287766.0,,,6.21,48852.0,0.41,18767.0,32466.0,441.48,1.66,,,8.29,8.29,53050480.0,4306793508.47,,4884.11,8.29,12.23,0.0947,13.71,0.116
2012-07-05,6679402.0,537583935.0,2.15,6.72,2.14,618.58,1.0,372699907.32,4798767.0,4630742.0,386223204.87,,,166542.0,13.73,,38077.0,,20.02,133000.0,217523.0,,,13.73,166542.0,3.73,52318.0,23671.0,441.89,2.64,,,8.32,8.32,52857952.0,4254211055.48,,4858.93,8.34,12.27,0.0913,12.4,0.1158
2012-07-06,7078636.0,560445019.46,2.28,7.1,2.27,648.67,1.0,396302825.26,4918742.0,5005457.0,389437238.46,,,123484.0,44.8,,,,6.38,503951.0,67018.0,,,44.8,123484.0,,63509.0,129236.0,447.6,13.08,,,8.53,8.53,52739216.0,4175582829.44,,4804.76,8.52,12.41,0.0927,15.15,0.1228
2012-07-09,6949009.0,545569902.48,2.24,6.94,2.23,626.81,1.0,379821678.4,4899765.0,4837848.0,384682810.63,,,6286.0,2.53,,,,13.07,52115.0,123675.0,,,2.53,6286.0,,98412.0,219724.0,437.5,22.47,,,8.5,8.5,52765728.0,4142661648.49,,4713.45,8.49,12.45,0.0903,12.85,0.1205
2012-07-10,7308988.0,566135219.76,2.36,7.24,2.34,653.2,1.0,395299124.83,5336917.0,5103439.0,413383724.07,,,456826.0,36.49,,8000.0,,27.54,433088.0,303605.0,,,36.49,456826.0,0.71,283931.0,175497.0,472.76,16.56,,,9.27,9.27,52251100.0,4047234443.57,,4629.96,9.26,11.58,0.0918,13.88,0.1269
2012-07-11,6957882.0,540848192.37,2.24,6.73,2.23,617.05,1.0,371872007.83,5171427.0,4784044.0,401983957.89,,,84505.0,9.12,,2138.0,,22.98,110252.0,252597.0,,,9.12,84505.0,0.2,2602.0,431785.0,453.92,39.53,,,8.99,8.99,52360124.0,4070042926.49,,4589.83,9.0,11.22,0.0947,16.27,0.1209
2012-07-12,6805477.0,528037915.49,2.19,6.66,2.18,602.71,1.0,359748392.66,5040466.0,4636522.0,391090464.31,,,,3.9,,,,11.34,42149.0,130961.0,,,3.9,,,,189671.0,443.06,18.3,,,8.76,8.76,52489664.0,4072680396.03,,4615.67,8.76,11.3,0.0942,16.02,0.1183
2012-07-13,6618660.0,519458339.75,2.13,6.57,2.12,587.1,1.0,347414537.53,4804740.0,4426570.0,377094799.14,,,999.0,1.42,,,,23.24,16603.0,262010.0,,,1.42,999.0,,25285.0,226555.0,422.77,19.38,,,8.35,8.35,52754412.0,4140372714.68,,4633.5,8.36,11.74,0.0966,16.43,0.115
2012-07-16,6868013.0,537569898.29,2.21,7.04,2.2,611.72,1.0,360673809.89,4991101.0,4607982.0,390661120.9,,,204250.0,16.24,,,,6.4,190394.0,76687.0,,,16.24,204250.0,,58798.0,8982.0,442.97,0.19,,,8.66,8.66,52624612.0,4119008994.4,,4663.56,8.67,11.23,0.0968,16.92,0.1192
2012-07-17,7771540.0,610697368.57,2.5,8.09,2.49,691.48,1.0,424867944.62,5379329.0,5406734.0,422714425.32,,,455003.0,85.45,,17265.0,,12.25,947625.0,138569.0,,,85.45,455003.0,1.6,71794.0,166138.0,475.85,15.59,,,9.31,9.31,52397848.0,4117488669.22,,4633.7,9.31,15.31,0.1032,15.46,0.1345
2012-07-18,8177653.0,655636121.09,2.64,8.51,2.62,732.44,1.0,450978695.28,5547022.0,5624991.0,444727599.43,,,51604.0,23.24,,1600.0,,9.75,261429.0,112990.0,,,23.24,51604.0,0.14,229079.0,44772.0,495.8,3.88,,,9.61,9.61,52167736.0,4182502250.62,,4647.58,9.64,15.1,0.1004,15.61,0.1417
2012-07-19,9419363.0,762024170.91,3.04,9.96,3.02,857.56,1.0,559053073.51,5830586.0,6910442.0,471692986.3,,,353571.0,83.89,,435000.0,,6.15,850451.0,74554.0,,,83.89,353571.0,39.41,4547.0,,529.73,,,,10.19,10.19,51386912.0,4157188656.21,,4665.54,10.2,13.63,0.0888,14.92,0.1646
2012-07-20,10264563.0,818047277.19,3.31,10.91,3.29,942.92,1.0,633769282.22,6088245.0,7952309.0,485210353.82,,,255731.0,78.11,,455166.0,,57.17,788948.0,630915.0,,,78.11,255731.0,41.01,632843.0,202247.0,555.22,19.63,,,10.58,10.58,51454292.0,4100714611.05,,4701.18,10.56,12.17,0.0837,12.44,0.1784
2012-07-23,10278491.0,803239839.97,3.31,10.81,3.3,932.22,1.0,636910241.4,6071373.0,8150089.0,474463486.61,,,22129.0,21.37,,300000.0,,31.76,284288.0,327233.0,,,21.37,22129.0,27.02,300000.0,386508.0,543.74,35.38,1.08,,10.53,10.53,51590744.0,4031695017.72,11768.0,4632.03,10.51,11.87,0.0833,14.2,0.1783
2012-07-24,10181100.0,783916612.65,3.28,10.69,3.26,908.31,1.0,621403232.43,5587478.0,8070461.0,430220391.42,,,103236.0,37.51,,,,54.83,500372.0,601501.0,,,37.51,103236.0,,14370.0,580000.0,491.87,53.27,,,9.77,9.77,51581152.0,3971606403.3,,4550.4,9.75,12.61,0.0984,18.39,0.1781
2012-07-25,10879786.0,834632616.18,3.51,11.34,3.49,957.21,1.0,667965478.54,5968292.0,8707210.0,457851943.6,,,540198.0,20.22,,694567.0,,45.12,239300.0,505276.0,,,20.22,540198.0,60.47,345892.0,297118.0,517.99,30.23,,,10.48,10.48,50987372.0,3911448596.92,,4424.73,10.48,15.61,0.0983,17.16,0.191
2012-07-26,11160971.0,899166721.21,3.6,11.69,3.58,990.47,1.0,725109311.58,6008776.0,9000471.0,484087935.93,,,131687.0,46.68,,1.0,,8.31,514984.0,95685.0,,,46.68,131687.0,0.0,4375.0,221724.0,527.39,20.51,0.03,,10.52,10.52,51130492.0,4119250632.01,400.0,4463.01,10.57,15.63,0.1031,19.34,0.1953
2012-07-27,10297290.0,835599700.7,3.32,10.48,3.3,939.14,1.0,697963824.78,5835475.0,8601171.0,473534411.81,,400.0,128813.0,17.61,0.04,,,44.41,57301.0,552114.0,,400.0,17.61,128813.0,,250281.0,456601.0,532.9,41.59,,,10.21,10.21,51303500.0,4163152561.96,,4676.84,10.23,16.74,0.1157,21.8,0.1802
2012-07-30,11558560.0,935902962.63,3.72,11.95,3.71,1061.35,1.0,775470991.36,6054775.0,9577198.0,490258463.04,,,118667.0,119.27,,2500.0,,6.39,1282504.0,75737.0,,,119.27,118667.0,0.23,176370.0,308977.0,555.51,27.79,,,10.6,10.6,51042248.0,4132918903.62,,4693.42,10.58,12.51,0.117,24.88,0.2024
2012-07-31,11855607.0,954499539.57,3.82,12.28,3.8,1084.56,1.0,779188166.02,6437283.0,9678107.0,518268162.87,,,183840.0,59.88,,,,32.18,670416.0,344432.0,,,59.88,183840.0,,543100.0,569507.0,588.12,53.15,,,11.27,11.27,50668136.0,4079311374.16,,4623.05,11.29,14.81,0.1154,23.02,0.2076
2012-08-01,11081986.0,900844921.37,3.57,11.45,3.55,1013.73,1.0,720588811.41,6100710.0,8864517.0,495921364.66,,,114148.0,1.81,,19279.0,,44.92,23160.0,477003.0,,,1.81,114148.0,1.85,26282.0,855629.0,557.59,78.77,,,10.68,10.68,51013872.0,4146872908.01,,4659.24,10.69,16.02,0.1176,22.19,0.194
2012-08-02,11339638.0,900515623.57,3.65,11.77,3.64,1036.71,1.0,714546222.59,5901043.0,8997840.0,468620022.69,,,133007.0,20.93,,,,23.88,214646.0,268497.0,,,20.93,133007.0,,199823.0,81323.0,538.29,7.42,,,10.3,10.3,51369236.0,4079389446.9,,4709.97,10.26,15.38,0.1148,21.8,0.198
2012-08-03,12317285.0,1020990043.16,3.97,12.7,3.95,1117.86,1.0,833394074.17,5887016.0,10054116.0,487979674.09,,,2845.0,117.36,,,,36.83,1323743.0,401311.0,,,117.36,2845.0,,384158.0,267467.0,534.79,22.09,,,10.29,10.29,51338460.0,4255487836.11,,4626.92,10.36,13.58,0.1063,19.6,0.2152
2012-08-06,11704566.0,965540310.05,3.77,11.88,3.75,1083.4,1.0,800822924.48,5446378.0,9707813.0,449285988.29,,,,12.79,,1.0,,39.56,125779.0,460080.0,,,12.79,,0.0,19442.0,472083.0,509.09,36.31,,,9.55,9.55,51612272.0,4257631518.28,,4807.33,9.58,13.38,0.1083,19.94,0.2051
2012-08-07,11468962.0,965692598.21,3.7,11.74,3.68,1067.15,1.0,800555164.56,5123408.0,9507722.0,431393632.94,,,86625.0,7.31,,,,44.38,71506.0,483995.0,,,7.31,86625.0,,74400.0,271597.0,481.15,23.49,,,8.92,8.92,52292056.0,4403018461.84,,4888.22,8.96,12.06,0.107,20.02,0.1998
2012-08-08,11543889.0,979663089.51,3.72,11.72,3.7,1086.33,1.0,811862348.19,5029963.0,9566604.0,426863866.47,,,44549.0,23.07,,,,31.51,236363.0,345699.0,,,23.07,44549.0,,207705.0,177481.0,479.39,14.59,,,8.73,8.73,52588900.0,4462915768.49,,5003.03,8.74,11.56,0.1049,19.74,0.2003
2012-08-09,11228588.0,956681167.4,3.62,11.58,3.6,1065.09,1.0,814524069.42,4686461.0,9560087.0,399288760.12,,,364049.0,39.81,,,,79.35,380538.0,837853.0,,,39.81,364049.0,,130302.0,387055.0,450.56,35.26,,,8.14,8.14,52915556.0,4508431148.04,,5087.46,8.14,12.01,0.104,20.43,0.1949
2012-08-10,11168033.0,938081161.01,3.6,11.66,3.58,1060.04,1.0,816220427.22,4162350.0,9717258.0,349624873.11,,,15427.0,21.47,,12000.0,,65.15,218382.0,679538.0,,,21.47,15427.0,1.21,140000.0,73211.0,399.2,6.85,,,7.22,7.22,53497968.0,4493668306.08,,5137.15,7.21,12.05,0.1022,20.51,0.1937
2012-08-13,10824638.0,904447523.26,3.49,11.78,3.47,1018.64,1.0,782854127.36,4179535.0,9369380.0,349219075.88,,,6973.0,0.02,,,,1.8,5866.0,17943.0,,,0.02,6973.0,,28155.0,353744.0,396.01,35.62,,,7.25,7.25,53488452.0,4469202382.04,,5069.53,7.25,12.38,0.1039,21.28,0.1877
2012-08-14,10515722.0,888779313.19,3.39,11.86,3.37,990.46,1.0,756073768.19,4360929.0,8945597.0,368581775.13,,,150494.0,9.09,,,,1.94,93793.0,20410.0,,,9.09,150494.0,,51310.0,517576.0,413.84,48.6,,,7.55,7.55,53423544.0,4515309623.5,,5064.05,7.55,12.81,0.1084,22.15,0.182
2012-08-15,10531463.0,890202923.72,3.39,12.16,3.38,1007.74,1.0,752834954.51,4305395.0,8906344.0,363926191.15,,,2527.0,19.03,,,,29.36,189552.0,311055.0,,,19.03,2527.0,,252994.0,228805.0,411.77,11.09,,,7.45,7.45,53466696.0,4519429931.16,,5111.33,7.46,12.73,0.1059,21.67,0.1823
2012-08-16,10205964.0,868559639.12,3.29,11.94,3.27,976.97,1.0,727787632.67,4089841.0,8551830.0,348058333.64,,,81473.0,1.41,,1.0,,28.42,14617.0,297027.0,,,1.41,81473.0,0.0,,369132.0,390.52,35.36,,,7.03,7.03,54049200.0,4599756931.03,,5162.49,7.03,13.15,0.1111,22.37,0.1755
2012-08-17,10428164.0,886823588.73,3.36,12.44,3.34,1004.93,1.0,740308655.11,3925901.0,8705294.0,333863335.27,,,150759.0,38.87,,,,30.13,377124.0,314699.0,,,38.87,150759.0,,,223660.0,378.02,20.05,,,6.78,6.78,53973192.0,4589945058.87,,5194.13,6.78,12.2,0.1121,23.18,0.1801
2012-08-20,10062982.0,858439565.37,3.24,12.01,3.23,969.68,1.0,737431274.84,3640367.0,8644473.0,310547615.53,,,30108.0,15.63,,,,30.3,160977.0,315642.0,,,15.63,30108.0,,,221798.0,349.93,21.1,,,6.27,6.27,54441960.0,4644262752.34,,5230.47,6.27,12.45,0.1134,23.75,0.1733
2012-08-21,9917319.0,857510195.74,3.19,11.87,3.18,959.32,1.0,731114993.16,3484326.0,8455527.0,301275482.85,,,50966.0,6.13,,,,22.01,54090.0,229321.0,,,6.13,50966.0,,22314.0,243036.0,335.78,22.56,,,5.98,5.98,54739392.0,4733092355.74,,5277.75,5.98,12.63,0.1177,24.2,0.1703
2012-08-22,10421724.0,880004668.17,3.36,12.82,3.34,1015.57,1.0,748584793.16,3806321.0,8865344.0,321403661.1,,,247226.0,43.89,,,,10.16,438148.0,105565.0,,,43.89,247226.0,,181515.0,28331.0,369.54,1.47,,,6.54,6.54,54410136.0,4594362091.69,,5280.58,6.54,12.07,0.113,23.12,0.179
2012-08-23,10448669.0,880338170.74,3.37,12.9,3.35,1001.94,1.0,753659485.33,3901062.0,8945129.0,328678589.11,,,54638.0,17.7,,2790.0,,6.6,219430.0,66340.0,,,17.7,54638.0,0.28,106443.0,142435.0,371.32,19.57,,,6.78,6.78,53669560.0,4521854628.07,,5107.91,6.78,11.95,0.1082,21.6,0.1815
2012-08-24,10279854.0,873756283.74,3.31,12.94,3.3,985.15,1.0,757873730.76,3923809.0,8916481.0,333511815.44,,,36141.0,18.85,,,,12.15,197331.0,128932.0,,,18.85,36141.0,,115538.0,225979.0,375.51,22.68,,,6.8,6.8,53739848.0,4567723420.72,,5139.74,6.81,12.15,0.1056,20.77,0.1783
2012-08-27,10308435.0,884851654.61,3.32,13.12,3.3,995.33,1.0,769259007.74,3979422.0,8961792.0,341584162.98,,,1517.0,18.46,,,,2.59,159471.0,30369.0,,,18.46,1517.0,,84465.0,114160.0,383.54,9.51,,,6.9,6.9,53696960.0,4609219915.87,,5172.75,6.9,12.12,0.1044,20.78,0.1787
2012-08-28,10366749.0,870133551.55,3.34,13.22,3.32,1004.86,1.0,751356900.45,4044517.0,8951647.0,339476719.42,,,74699.0,2.74,,,,1.46,18415.0,18152.0,,,2.74,74699.0,,8548.0,28560.0,389.64,1.31,,,6.99,6.99,53776356.0,4513720900.91,,5179.87,7.0,12.2,0.1049,20.92,0.1793
2012-08-29,10491074.0,884746487.76,3.38,13.39,3.36,1004.13,1.0,768420981.75,4331761.0,9111719.0,365311533.46,,,405467.0,37.23,,,,12.3,385463.0,120877.0,,,37.23,405467.0,,2654.0,225391.0,412.39,27.64,,,7.51,7.51,53335988.0,4497997826.92,,5070.86,7.52,11.85,0.0992,19.15,0.1819
2012-08-30,10343193.0,856440614.16,3.33,13.25,3.32,989.39,1.0,743873478.57,4223941.0,8983725.0,349752211.36,,,13057.0,0.68,,,,11.67,4371.0,120877.0,,,0.68,13057.0,,,132365.0,401.63,13.68,,,7.28,7.28,53758200.0,4451304913.71,,5107.68,7.29,12.09,0.1012,19.54,0.1784
2012-08-31,10315241.0,853943558.98,3.32,13.29,3.31,972.95,1.0,737818475.12,4196117.0,8912504.0,347374054.07,,,5640.0,5.35,,,,13.47,61700.0,131547.0,,,5.35,5640.0,,98083.0,132921.0,392.77,19.61,,,7.44,7.44,52209644.0,4322156817.3,,4900.0,7.42,12.04,0.1004,19.14,0.1829
2012-09-03,10357627.0,866159896.45,3.34,13.33,3.32,974.55,1.0,729144572.45,4084395.0,8719184.0,341558848.4,,,2967.0,,,,,11.92,,128593.0,,,,2967.0,,13904.0,193320.0,383.31,17.54,,,7.28,7.28,52039140.0,4351789856.28,,4883.9,7.28,12.02,0.0988,19.12,0.1846
2012-09-04,10098792.0,832450239.91,3.25,13.21,3.24,953.25,1.0,712421697.78,3907976.0,8642677.0,322137099.05,,,1470.0,4.69,,,,16.47,46145.0,177889.0,,,4.69,1470.0,,,122652.0,368.13,10.01,,,6.96,6.96,52254228.0,4307351278.75,,4935.84,6.94,12.28,0.0991,19.24,0.1798
2012-09-05,9931488.0,829293479.46,3.2,13.28,3.18,934.2,1.0,705848969.04,3641630.0,8453136.0,304081323.32,,,109074.0,29.67,,,,39.74,326827.0,419989.0,,,29.67,109074.0,,44569.0,516368.0,339.93,45.4,,,6.5,6.5,52378864.0,4373710201.0,,4892.07,6.5,12.39,0.1117,22.92,0.1773
2012-09-06,9490554.0,816578322.42,3.06,12.79,3.04,904.73,1.0,692711654.46,3457108.0,8050933.0,297453599.76,,,28069.0,,,,,19.63,,212591.0,,,,28069.0,,,402203.0,328.01,32.23,,,6.19,6.19,52362644.0,4505342890.94,,4975.99,6.18,12.98,0.1139,22.88,0.17
2012-09-07,9300523.0,794384351.72,3.0,12.87,2.98,891.18,1.0,671238468.9,3465025.0,7858751.0,295957726.07,,,46922.0,1.33,,,,2.55,5836.0,43312.0,,,1.33,46922.0,,4307.0,198018.0,333.9,26.47,,,6.23,6.23,52139068.0,4453347379.79,,5028.3,6.23,13.59,0.1169,23.96,0.1673
2012-09-10,9170327.0,778313761.69,2.95,12.76,2.94,890.48,1.0,654655997.22,3454744.0,7713354.0,293214712.88,,,17391.0,5.56,,,,2.76,56154.0,28482.0,,,5.56,17391.0,,810.0,201551.0,333.59,6.21,,,6.22,6.22,52096556.0,4421594395.89,,5023.14,6.23,13.52,0.1157,23.84,0.1651
2012-09-11,9250265.0,790009813.94,2.98,13.08,2.97,891.17,1.0,670229224.5,3495423.0,7847748.0,298523174.62,,,62198.0,13.04,,,,8.05,153222.0,81930.0,,,13.04,62198.0,,60411.0,18828.0,334.86,2.06,,,6.15,6.15,53355432.0,4556768363.61,,5116.31,6.14,13.34,0.1134,23.58,0.1627
2012-09-12,9426836.0,807592297.25,3.04,13.43,3.02,913.37,1.0,687687042.02,3589007.0,8027210.0,307468423.97,,,80547.0,18.8,,,,0.05,186559.0,2000.0,,,18.8,80547.0,,15037.0,7097.0,346.04,0.0,,,6.32,6.32,53217608.0,4559125702.3,,5130.83,6.32,13.09,0.1108,23.08,0.1659
2012-09-13,9596057.0,816399881.52,3.09,13.53,3.08,930.39,1.0,698074073.2,3578261.0,8205242.0,304426271.8,,,10000.0,24.93,,1596.0,,2.01,259830.0,21569.0,,,24.93,10000.0,0.16,823.0,38237.0,344.52,1.28,,,6.28,6.28,53411716.0,4544087078.08,,5147.91,6.27,12.9,0.1109,22.75,0.1684
2012-09-14,9643519.0,835542580.88,3.11,13.91,3.09,931.34,1.0,714956786.4,3639821.0,8251763.0,315364695.43,,,61000.0,5.42,,2671.0,,2.23,58955.0,21772.0,,,5.42,61000.0,0.27,22332.0,15105.0,350.16,1.48,,,6.39,6.39,53290996.0,4617287147.5,,5108.2,6.42,12.81,0.1109,22.59,0.1694
2012-09-17,9434632.0,819948682.46,3.04,13.66,3.02,927.63,1.0,700888967.38,3446860.0,8064687.0,299561055.02,,,,5.9,,,,18.13,56000.0,195632.0,,,5.9,,,2671.0,243076.0,338.1,19.6,,,6.04,6.04,53574052.0,4656034634.03,,5245.36,6.06,13.09,0.1138,23.08,0.1655
2012-09-18,9138879.0,789312064.82,2.94,13.25,2.93,900.51,1.0,684674189.88,3239351.0,7927352.0,279778168.25,,,1062.0,,,,,21.02,,214936.0,,,,1062.0,,6365.0,137335.0,318.83,13.25,,,5.7,5.7,53555392.0,4625503526.42,,5263.58,5.71,13.54,0.1193,23.86,0.1609
2012-09-19,9290225.0,817921566.18,2.99,13.48,2.98,912.46,1.0,711911285.71,3287935.0,8086125.0,289473392.16,,,43745.0,19.76,,,,4.77,214426.0,49721.0,,,19.76,43745.0,,54560.0,55653.0,321.95,7.47,,,5.79,5.79,53521164.0,4712061794.25,,5248.66,5.78,13.27,0.1163,23.42,0.1635
2012-09-20,9375968.0,825719384.23,3.02,13.43,3.0,935.76,1.0,707580078.41,3520058.0,8034507.0,310003204.38,,,18382.0,16.97,,,,0.0,170000.0,3933.0,,,16.97,18382.0,,217674.0,221618.0,351.73,13.58,,,6.19,6.19,53302920.0,4694262424.94,,5314.17,6.21,13.2,0.1135,23.18,0.165
2012-09-21,8978716.0,790495973.24,2.89,12.81,2.88,894.28,1.0,690434717.49,3321364.0,7842187.0,292416517.87,,,101695.0,11.5,,,,30.06,115000.0,301389.0,,,11.5,101695.0,,1000.0,307320.0,330.39,32.18,,,5.87,5.87,53256224.0,4688736186.98,,5297.7,5.87,13.84,0.1212,24.29,0.1587
