,SEFER FP Equity_DX_SI_QTY,SEFER FP Equity_DX_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SEFER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SEFER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SEFER FP Equity_DX_SI_MV,SEFER FP Equity_DX_DSS,SEFER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY,SEFER FP Equity_DX_BROKER_SI_QTY,SEFER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_x,SEFER FP Equity_DX_BROKER_SI_MV_INC_x,SEFER FP Equity_DX_SUPPLY_SI_MV_NEW,SEFER FP Equity_DX_BROKER_SI_QTY_ADD,SEFER FP Equity_DX_SUPPLY_SI_MV_DEC,SEFER FP Equity_DX_BROKER_SI_QTY_INC,SEFER FP Equity_DX_SUPPLY_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SEFER FP Equity_DX_BROKER_SI_MV_INC_y,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_y,SEFER FP Equity_DX_BROKER_SI_MV_ADD,SEFER FP Equity_DX_SUPPLY_SI_QTY_ADD,SEFER FP Equity_DX_BROKER_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV,SEFER FP Equity_DX_BROKER_SI_MV_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV_RMV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SEFER FP Equity_DX_UTILIZATION_QUANTITY,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SEFER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_MV,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SEFER FP Equity_DX_BROKER_SI_CON_RATIO,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SEFER FP Equity_DX_DEMAND_SUPPLY_RATIO,SEFER FP Equity_PX_LAST
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,833587.23,,0.83,0.0,,0.0,,0.0,10.5
2014-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,834381.12,,0.86,0.0,,0.0,,0.0,10.51
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,829617.77,,0.86,0.0,,0.0,,0.0,10.45
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,828029.98,,0.86,0.0,,0.0,,0.0,10.43
2014-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,831999.44,,0.86,0.0,,0.0,,0.0,10.48
2014-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,82059.0,823266.63,,0.86,0.0,,0.0,,0.0,10.37
2014-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,76677.0,763336.49,,0.8,0.0,,0.0,,0.0,10.29
2014-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,61242.0,621527.55,,0.63,0.0,,0.0,,0.0,10.49
2014-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,749311.78,,0.74,0.0,,0.0,,0.0,11.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,749311.78,,0.77,0.0,,0.0,,0.0,11.0
2014-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,748630.59,,0.77,0.0,,0.0,,0.0,10.99
2014-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,742499.86,,0.77,0.0,,0.0,,0.0,10.9
2014-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,737731.51,,0.77,0.0,,0.0,,0.0,10.83
2014-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,722064.08,,0.76,0.0,,0.0,,0.0,10.6
2014-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,722064.08,,0.75,0.0,,0.0,,0.0,10.6
2014-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,723426.47,,0.75,0.0,,0.0,,0.0,10.62
2014-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,723426.47,,0.75,0.0,,0.0,,0.0,10.62
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,713208.58,,0.75,0.0,,0.0,,0.0,10.47
2014-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,713208.58,,0.74,0.0,,0.0,,0.0,10.47
2014-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,722064.08,,0.74,0.0,,0.0,,0.0,10.6
2014-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.75,0.0,,0.0,,0.0,11.6
2014-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,
2014-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,
2014-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,11.6
2014-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,11.6
2014-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,11.6
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,762935.64,,0.81,0.0,,0.0,,0.0,11.2
2015-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,766341.6,,0.79,0.0,,0.0,,0.0,11.25
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,766341.6,,0.79,0.0,,0.0,,0.0,11.25
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,767022.79,,0.79,0.0,,0.0,,0.0,11.26
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,786777.37,,0.79,0.0,,0.0,,0.0,11.55
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,787458.57,,0.81,0.0,,0.0,,0.0,11.56
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.81,0.0,,0.0,,0.0,11.6
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,790183.34,,0.82,0.0,,0.0,,0.0,11.6
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,786777.37,,0.82,0.0,,0.0,,0.0,11.55
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,776559.49,,0.81,0.0,,0.0,,0.0,11.4
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,775878.29,,0.8,0.0,,0.0,,0.0,11.39
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,769747.56,,0.8,0.0,,0.0,,0.0,11.3
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,758848.48,,0.8,0.0,,0.0,,0.0,11.14
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,749311.78,,0.78,0.0,,0.0,,0.0,11.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,749311.78,,0.77,0.0,,0.0,,0.0,11.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,749311.78,,0.77,0.0,,0.0,,0.0,11.0
2015-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,739093.9,,0.77,0.0,,0.0,,0.0,10.85
2015-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,738412.7,,0.76,0.0,,0.0,,0.0,10.84
2015-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70090.0,728953.89,,0.76,0.0,,0.0,,0.0,10.75
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70410.0,729557.2,,0.76,0.0,,0.0,,0.0,10.71
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70090.0,705220.51,,0.75,0.0,,0.0,,0.0,10.4
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,69977.0,704083.54,,0.73,0.0,,0.0,,0.0,10.4
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,69875.0,703057.25,,0.73,0.0,,0.0,,0.0,10.4
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68477.0,688991.08,,0.71,0.0,,0.0,,0.0,10.4
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,69762.0,707319.68,,0.73,0.0,,0.0,,0.0,10.48
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,694092.35,,0.72,0.0,,0.0,,0.0,10.51
2015-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,698715.23,,0.72,0.0,,0.0,,0.0,10.58
2015-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,703338.11,,0.72,0.0,,0.0,,0.0,10.65
2015-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,708621.4,,0.73,0.0,,0.0,,0.0,10.73
2015-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,709281.81,,0.73,0.0,,0.0,,0.0,10.74
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,703338.11,,0.73,0.0,,0.0,,0.0,10.65
2015-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,717206.75,,0.73,0.0,,0.0,,0.0,10.86
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.74,0.0,,0.0,,0.0,11.0
2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.75,0.0,,0.0,,0.0,11.0
2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,722490.04,,0.75,0.0,,0.0,,0.0,10.94
2015-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725792.1,,0.75,0.0,,0.0,,0.0,10.99
2015-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725792.1,,0.75,0.0,,0.0,,0.0,10.99
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.75,0.0,,0.0,,0.0,11.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,724471.27,,0.75,0.0,,0.0,,0.0,10.97
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,721829.63,,0.75,0.0,,0.0,,0.0,10.93
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,719848.39,,0.75,0.0,,0.0,,0.0,10.9
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,716546.34,,0.74,0.0,,0.0,,0.0,10.85
2015-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.74,0.0,,0.0,,0.0,11.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725131.68,,0.75,0.0,,0.0,,0.0,10.98
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725131.68,,0.75,0.0,,0.0,,0.0,10.98
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,736358.68,,0.75,0.0,,0.0,,0.0,11.15
2015-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.76,0.0,,0.0,,0.0,11.0
2015-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.75,0.0,,0.0,,0.0,11.0
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,730414.98,,0.75,0.0,,0.0,,0.0,11.06
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,726452.51,,0.76,0.0,,0.0,,0.0,11.0
2015-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725792.1,,0.75,0.0,,0.0,,0.0,10.99
2015-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725792.1,,0.75,0.0,,0.0,,0.0,10.99
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,725792.1,,0.75,0.0,,0.0,,0.0,10.99
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,68262.0,723150.45,,0.75,0.0,,0.0,,0.0,10.95
2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66935.0,701969.24,,0.73,0.0,,0.0,,0.0,10.84
2015-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,64418.0,672456.53,,0.7,0.0,,0.0,,0.0,10.79
2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66394.0,691156.89,,0.72,0.0,,0.0,,0.0,10.76
2015-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,62707.0,641855.44,,0.67,0.0,,0.0,,0.0,10.58
2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,61998.0,632199.03,,0.66,0.0,,0.0,,0.0,10.54
2015-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,62166.0,624890.62,,0.66,0.0,,0.0,,0.0,10.39
2015-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60671.0,604580.19,,0.63,0.0,,0.0,,0.0,10.3
2015-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60062.0,580498.11,,0.62,0.0,,0.0,,0.0,9.99
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,57068.0,543831.57,,0.57,0.0,,0.0,,0.0,9.85
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.81
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2015-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87
2015-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86
2015-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84
2015-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52
