,URW FP Equity_DX_SI_QTY,URW FP Equity_DX_SHORT_INTEREST_VALUE,URW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,URW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,URW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,URW FP Equity_DX_SI_MV,URW FP Equity_DX_DSS,URW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY,URW FP Equity_DX_BROKER_SI_QTY,URW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,URW FP Equity_DX_BROKER_SI_MV_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_INC_x,URW FP Equity_DX_BROKER_SI_MV_INC_x,URW FP Equity_DX_SUPPLY_SI_MV_NEW,URW FP Equity_DX_BROKER_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_NEW,URW FP Equity_DX_SUPPLY_SI_MV_DEC,URW FP Equity_DX_BROKER_SI_QTY_INC,URW FP Equity_DX_SUPPLY_SI_QTY_DEC,URW FP Equity_DX_BROKER_SI_MV_NEW_y,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,URW FP Equity_DX_BROKER_SI_MV_INC_y,URW FP Equity_DX_SUPPLY_SI_QTY_INC_y,URW FP Equity_DX_BROKER_SI_MV_ADD,URW FP Equity_DX_SUPPLY_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_DEC,URW FP Equity_DX_SUPPLY_SI_MV,URW FP Equity_DX_BROKER_SI_MV_DEC,URW FP Equity_DX_SUPPLY_SI_MV_RMV,URW FP Equity_DX_BROKER_SI_MV_RMV,URW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,URW FP Equity_DX_UTILIZATION_QUANTITY,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,URW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,URW FP Equity_DX_ACTIVE_UTILIZATION_MV,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,URW FP Equity_DX_BROKER_SI_CON_RATIO,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,URW FP Equity_DX_DEMAND_SUPPLY_RATIO,URW FP Equity_PX_LAST
2013-05-08,20766836.0,3302389108.61,22.52,55.07,21.76,4038.9,5.0,2675355448.35,7763896.0,16823780.0,1234632256.49,,,4855.0,15.33,,,,41.45,85000.0,225010.0,,,15.33,4855.0,,3053.0,481923.0,1493.26,92.72,,,30.31,30.31,17849496.0,2838467120.58,,3437.57,30.28,13.05,0.0897,13.1,0.8108,194.5
2013-05-09,15053587.0,2393239977.13,16.33,39.86,15.77,2941.23,4.0,2042766169.35,6121699.0,12849091.0,973236131.35,,,17775.0,17.64,,100428.0,,328.82,77000.0,1698776.0,,,17.64,17775.0,19.31,38804.0,4152116.0,1181.57,794.72,,,23.92,23.92,19467656.0,3094994741.14,,3753.44,23.94,14.08,0.107,17.64,0.5883,194.45
2013-05-10,13868271.0,2197426698.1,15.04,37.43,14.53,2732.58,3.0,1873086802.61,5711441.0,11821316.0,904977479.75,,,22379.0,29.16,,14225.0,,89.8,136260.0,474847.0,,,29.16,22379.0,2.77,42210.0,1178260.0,1101.52,206.63,,,22.43,22.43,19754004.0,3130020734.67,,3799.84,22.47,16.23,0.1156,19.31,0.5446,193.8
2013-05-13,11604376.0,1875240246.52,12.51,31.37,12.09,2286.36,3.0,1673510589.92,4883431.0,10356031.0,789151123.01,,,53265.0,8.1,,,,174.22,42093.0,897537.0,,,8.1,53265.0,,16262.0,1507378.0,940.44,300.92,,,18.95,18.95,20892944.0,3376251291.5,,4011.21,18.99,16.26,0.1171,18.34,0.4502,197.65
2013-05-14,8953774.0,1477289444.07,9.65,24.43,9.33,1769.47,2.0,1200868809.24,4084201.0,7278403.0,673855183.83,,,2151.0,21.55,,,,155.39,110800.0,809535.0,,,21.55,2151.0,,8154.0,3188428.0,793.43,638.5,,,15.8,15.8,21758016.0,3589870300.57,,4238.3,15.77,12.99,0.1097,20.67,0.3465,201.8
2013-05-15,8336121.0,1379471786.19,8.99,22.94,8.68,1678.33,2.0,1163339363.4,2860707.0,7030037.0,473393391.85,,,7371.0,38.74,,,,233.71,193437.0,1238920.0,,,38.74,7371.0,,8055.0,441803.0,565.53,86.12,,,10.78,10.78,23686720.0,3919708212.9,,4694.86,10.75,13.99,0.1175,22.13,0.314,202.4
2013-05-16,6447324.0,1071128324.02,6.95,18.04,6.72,1302.66,2.0,902624897.3,2228098.0,5433070.0,370165804.68,,,5440.0,36.15,,140000.0,,156.54,183446.0,801951.0,,,36.15,5440.0,29.7,163902.0,1920413.0,442.61,394.38,,,8.37,8.37,24401058.0,4053877912.72,,4866.71,8.34,15.85,0.1102,19.05,0.2421,203.2
2013-05-17,5866204.0,994967523.56,6.32,16.82,6.11,1201.93,2.0,823033412.75,2263831.0,4852502.0,383968631.81,,,2081.0,1.23,,,,2.16,6004.0,11348.0,,,1.23,2081.0,,45000.0,586572.0,457.71,116.34,,,8.5,8.5,24366844.0,4132863165.27,,4908.21,8.53,13.3,0.1105,21.21,0.2203,207.45
2013-05-20,5255403.0,890939817.7,5.67,14.94,5.48,1086.0,2.0,717034072.56,1986521.0,4229582.0,336771634.37,,,12674.0,,,,,59.62,,294534.0,,,,12674.0,,4550.0,622920.0,403.63,127.09,,,7.71,7.71,23792492.0,4033501995.03,,4837.76,7.7,13.56,0.1201,23.86,0.2039,207.35
2013-05-21,4796592.0,816687847.6,5.17,13.96,5.0,992.58,2.0,660649742.24,1811109.0,3880145.0,308367005.36,,,295.0,,,,,38.48,,185913.0,,,,295.0,,10206.0,349437.0,367.68,70.73,,,7.05,7.05,23880288.0,4065957873.15,,4856.22,7.04,14.89,0.1241,23.54,0.1867,208.25
2013-05-22,4443698.0,746248170.97,4.79,12.91,4.63,923.7,1.0,642235702.43,1588766.0,3824333.0,266807897.75,,,2550.0,29.66,,,,55.03,142400.0,276416.0,,,29.66,2550.0,,51523.0,198212.0,324.32,42.07,,,6.3,6.3,23629578.0,3968210567.71,,4807.53,6.32,16.19,0.1145,20.27,0.1762,205.4
2013-05-23,3536880.0,571696191.39,3.81,10.25,3.68,727.77,1.0,441468367.54,1429699.0,2731207.0,231094488.12,,,11.0,,,,,36.44,,172857.0,,,,11.0,,13779.0,1093126.0,285.08,225.71,,,5.6,5.6,24119176.0,3898588885.87,,4830.92,5.57,20.2,0.1244,20.33,0.1384,197.7
2013-05-24,3087823.0,494819462.92,3.33,8.73,3.22,614.94,1.0,369461111.57,1313292.0,2305549.0,210453268.24,,,4694.0,0.06,,1000.0,,43.15,500.0,216407.0,,,0.06,4694.0,0.21,95306.0,427158.0,254.77,98.53,,,5.11,5.11,24406568.0,3911119539.41,,4782.21,5.06,16.65,0.1166,22.48,0.1201,196.0
2013-05-27,2851320.0,459251402.17,3.07,7.96,2.97,570.26,1.0,329694708.74,1296786.0,2046951.0,208868449.99,,,21920.0,,,,,7.61,,38601.0,,,,21920.0,,175.0,258598.0,252.27,49.14,,,4.95,4.95,24894398.0,4009647176.63,,4821.57,4.97,18.03,0.1166,21.8,0.1089,197.0
2013-05-28,2846228.0,460758315.05,3.07,8.17,2.97,571.37,1.0,335237633.46,1265194.0,2070853.0,204814461.69,,,1114.0,12.23,,,,6.36,60000.0,32706.0,,,12.23,1114.0,,,36098.0,247.51,6.99,,,4.82,4.82,24964706.0,4041382444.55,,4863.23,4.84,17.99,0.1154,21.83,0.1085,198.0
2013-05-29,2501266.0,395916441.28,2.7,7.09,2.61,501.67,1.0,273869222.07,1110803.0,1730213.0,175825030.49,,,5920.0,50.02,,,,30.75,259360.0,161212.0,,,50.02,5920.0,,901.0,600000.0,216.56,118.04,,,4.22,4.22,25193912.0,3987854143.02,,4893.56,4.24,10.51,0.1694,35.31,0.0951,193.6
2013-05-30,2270744.0,358406837.0,2.45,6.43,2.37,444.66,1.0,235226149.88,1258181.0,1490313.0,198587191.07,,,147013.0,0.0,,,,2.09,1100.0,10000.0,,,0.0,147013.0,,10365.0,241000.0,241.52,53.68,,,4.78,4.78,25058580.0,3955164649.84,,4787.62,4.8,11.74,0.13,27.15,0.0863,193.05
2013-05-31,2297926.0,355557817.41,2.48,6.59,2.39,446.9,1.0,236351131.65,1261568.0,1527508.0,195202267.0,,,26.0,3.63,,10365.0,,17.12,27100.0,99248.0,,,3.63,26.0,2.11,102609.0,270.0,242.4,0.18,,,4.79,4.79,25091282.0,3882371087.6,,4780.57,4.83,11.65,0.1301,27.05,0.0872,189.25
2013-06-03,2723313.0,422825166.33,2.92,7.56,2.82,517.23,1.0,298791867.56,1223971.0,1924445.0,190035350.93,,,3046.0,3.46,,343447.0,,16.77,54113.0,82847.0,,,3.46,3046.0,64.99,42204.0,623.0,230.98,0.17,,,4.54,4.54,25713980.0,3992386431.68,,4815.86,4.58,20.66,0.1346,23.49,0.1011,189.9
2013-06-04,2590315.0,405140682.08,2.77,7.22,2.68,494.35,1.0,291711801.58,1186749.0,1865094.0,185614606.46,,,100.0,3.58,,6011.0,,9.43,15961.0,49900.0,,,3.58,100.0,1.02,12578.0,81323.0,224.92,14.79,,,4.5,4.5,25207404.0,3942588005.75,,4742.12,4.53,21.79,0.1434,24.88,0.0981,191.3
2013-06-05,2599663.0,397356962.37,2.78,7.19,2.69,497.38,1.0,279478425.47,1226866.0,1828456.0,187525747.37,,,48148.0,8.25,,,,2.76,41843.0,15032.0,,,8.25,48148.0,,7001.0,78481.0,232.16,15.53,,,4.63,4.63,25291136.0,3865735280.24,,4771.74,4.64,21.48,0.1401,25.03,0.098,186.95
2013-06-06,2521225.0,379080669.12,2.7,7.09,2.61,472.56,1.0,271070663.38,1142609.0,1802862.0,171797830.13,,,761.0,,,,,16.29,,85885.0,,,,761.0,,867.0,25594.0,211.5,4.79,,,4.31,4.31,25379060.0,3815887533.38,,4686.89,4.32,22.29,0.1474,25.61,0.0951,183.9
2013-06-07,2358094.0,354649384.01,2.52,6.64,2.44,439.31,1.0,255317826.08,944398.0,1697630.0,142034273.85,,,31601.0,0.75,,,,42.38,4100.0,230028.0,,,0.75,31601.0,,216.0,109332.0,174.49,21.4,,,3.54,3.54,25724836.0,3868928567.33,,4711.55,3.57,15.92,0.1384,27.34,0.0884,183.95
2013-06-10,2183092.0,326187810.96,2.34,6.23,2.26,405.22,1.0,225098653.87,900875.0,1506528.0,134604700.21,,,16692.0,0.0,,7780.0,,15.96,1163.0,86418.0,,,0.0,16692.0,1.47,26203.0,200045.0,167.6,37.61,,,3.56,3.56,24405732.0,3646594965.3,,4456.05,3.62,17.34,0.1545,29.77,0.0863,182.75
2013-06-11,2199408.0,323500732.35,2.35,6.37,2.28,402.82,1.0,224816305.97,889049.0,1528475.0,130766098.24,,,4046.0,3.34,,,,3.22,23921.0,17108.0,,,3.34,4046.0,,1236.0,1974.0,161.04,0.48,,,3.34,3.34,25736844.0,3785513139.18,,4653.99,3.34,17.3,0.1532,29.7,0.0826,179.9
2013-06-12,2036418.0,295864364.38,2.18,5.8,2.11,368.89,1.0,201129037.1,870169.0,1384360.0,126423945.42,,,6103.0,,,,,5.36,,26381.0,,,,6103.0,,1398.0,144115.0,156.08,27.66,,,3.34,3.34,25204568.0,3661887437.1,,4506.46,3.35,18.63,0.1396,25.3,0.0781,177.7
2013-06-13,2039256.0,292858752.01,2.18,5.79,2.11,365.78,1.0,197455797.42,876359.0,1374939.0,125854430.76,,,12401.0,0.0,,,,1.26,7872.0,6611.0,,,0.0,12401.0,,400.0,17293.0,155.82,3.09,,,3.27,3.27,25903716.0,3720047870.52,,4587.91,3.28,18.56,0.1406,25.51,0.0761,175.65
2013-06-14,1800872.0,265618110.72,1.93,5.08,1.86,319.09,1.0,184564757.63,746489.0,1251336.0,110102771.24,,,386.0,,,,,22.96,,130303.0,,,,386.0,,47.0,123603.0,132.15,23.5,,,2.84,2.84,25528216.0,3765262886.02,,4515.11,2.84,15.7,0.1449,28.93,0.0685,180.4
2013-06-17,1767592.0,260131435.08,1.89,4.98,1.83,318.9,1.0,179763173.08,743055.0,1221490.0,109353269.02,,,,,,,,0.61,,3434.0,,,,,,,29846.0,133.78,4.93,,,2.82,2.82,25651320.0,3775031049.74,,4606.84,2.82,15.7,0.1484,29.74,0.067,180.0
2013-06-18,1757554.0,257504597.37,1.87,4.88,1.81,315.85,1.0,177343498.29,742259.0,1210428.0,108750630.1,,,1810.0,,,,,0.49,,2686.0,,,,1810.0,,80.0,11062.0,133.1,2.41,,,2.81,2.81,25649496.0,3757985894.16,,4592.55,2.82,15.75,0.1468,29.37,0.0666,179.2
2013-06-19,1796247.0,264348509.08,1.91,4.99,1.85,323.02,1.0,186862368.09,737328.0,1269729.0,108510442.89,,,24889.0,0.59,,97963.0,,5.08,3600.0,29820.0,,,0.59,24889.0,18.04,,42262.0,132.59,7.55,,,2.84,2.84,25226932.0,3712575087.35,,4519.81,2.85,15.32,0.1312,26.79,0.0692,180.0
2013-06-20,1786970.0,252756113.67,1.9,4.92,1.84,323.43,1.0,179244858.64,730530.0,1267250.0,103329056.29,,,,,,,,3.31,,19535.0,,,,,,12737.0,2479.0,132.1,0.0,,,2.82,2.82,25191758.0,3563222017.43,,4516.52,2.84,15.41,0.1318,26.79,0.0689,173.0
2013-06-21,1528588.0,210148174.6,1.63,4.01,1.57,267.94,1.0,159319577.81,575692.0,1158868.0,79145343.89,,,204.0,0.0,,,,28.24,143.0,155042.0,,,0.0,204.0,,,108525.0,99.71,22.08,,,2.24,2.24,25157112.0,3458565136.59,,4348.82,2.24,16.95,0.1171,21.79,0.0594,168.15
2013-06-24,1388381.0,187013255.07,1.48,3.42,1.43,239.42,1.0,136619066.4,577383.0,1014256.0,77772797.42,,,2881.0,0.93,,,,0.27,7404.0,1190.0,,,0.93,2881.0,,,152016.0,98.65,27.14,,,2.21,2.21,25577156.0,3445212228.42,,4323.05,2.23,18.94,0.1298,23.67,0.0531,164.75
2013-06-25,1063465.0,148246991.64,1.13,2.55,1.09,179.26,1.0,103330647.74,523993.0,741253.0,73044609.74,,,2574.0,,,,,11.06,,55972.0,,,,2574.0,,8.0,273003.0,87.08,48.77,,,1.96,1.96,26253600.0,3659751115.27,,4399.51,1.94,15.59,0.1148,19.86,0.0397,170.5
2013-06-26,993685.0,143272388.96,1.06,2.32,1.02,172.14,1.0,102951928.22,494532.0,714037.0,71303059.88,,,,0.17,,,,4.58,151.0,29461.0,,,0.17,,,,27367.0,84.31,3.65,,,1.82,1.82,26732020.0,3854300273.36,,4606.7,1.8,16.3,0.1248,21.61,0.0365,176.35
2013-06-27,1032328.0,148717444.97,1.1,2.35,1.06,183.3,1.0,107143381.29,483751.0,743740.0,69689297.12,,,11095.0,7.48,,,,4.04,37048.0,24776.0,,,7.48,11095.0,,2900.0,7345.0,85.03,0.64,,,1.78,1.78,26648712.0,3839020505.36,,4689.2,1.78,16.23,0.124,20.26,0.038,176.2
2013-06-28,920507.0,134715767.86,0.98,2.07,0.95,164.62,0.0,95230371.66,326965.0,650705.0,47851174.45,,,15000.0,2.92,,,,30.06,15000.0,171786.0,,,2.92,15000.0,,,108035.0,57.84,18.94,,,1.21,1.21,26803420.0,3922667949.84,,4735.93,1.21,18.11,0.13,22.65,0.0339,179.0
2013-07-01,818811.0,117857711.04,0.87,1.85,0.84,147.32,0.0,77914444.22,334649.0,541307.0,48168582.42,,,10469.0,,,,,2.14,,11979.0,,,,10469.0,,9194.0,109398.0,59.47,19.03,,,1.23,1.23,26907464.0,3872996475.18,,4785.85,1.23,20.47,0.1498,25.24,0.0301,176.05
2013-07-02,908760.0,132402201.7,0.97,2.0,0.93,162.99,0.0,92443911.91,371144.0,634501.0,54073993.96,,,,10.48,,75000.0,,6.09,58970.0,33543.0,,,10.48,,13.2,70038.0,40776.0,65.78,7.41,,,1.39,1.39,26328718.0,3835974549.08,,4654.08,1.39,18.4,0.1349,23.07,0.034,178.2
2013-07-03,1025180.0,149196430.14,1.09,2.23,1.05,183.86,1.0,104591764.95,484379.0,718686.0,70492613.62,,,33292.0,0.6,,81000.0,,,6000.0,,,,0.6,33292.0,14.09,81213.0,2815.0,86.14,0.4,0.22,,1.83,1.83,25989956.0,3782368612.98,1270.0,4624.1,1.83,16.42,0.116,20.44,0.0387,178.0
2013-07-04,993770.0,146737776.0,1.06,2.13,1.02,179.12,1.0,105001298.19,451262.0,711113.0,66632301.51,,,120.0,1.13,,,,5.92,3507.0,33237.0,,,1.13,120.0,,,11080.0,80.31,2.02,,,1.7,1.7,26040178.0,3845032358.01,,4645.01,1.7,16.91,0.1203,21.17,0.0375,180.6
2013-07-05,1011558.0,148909436.17,1.08,2.18,1.04,183.39,1.0,100311804.35,512981.0,681429.0,75514910.15,,,61819.0,1.9,,,,0.02,12787.0,100.0,,,1.9,61819.0,,,42471.0,92.29,7.53,,,1.94,1.94,25908492.0,3813937446.81,,4670.79,1.94,16.78,0.1114,18.3,0.0383,180.05
2013-07-08,1198453.0,178136612.83,1.28,2.57,1.23,216.73,1.0,129013571.19,653957.0,867967.0,97203382.13,,,2976.0,6.02,,154778.0,,,33143.0,,,,6.02,2976.0,28.08,138000.0,1383.0,117.59,0.39,,,2.48,2.48,25766320.0,3829874821.96,,4634.47,2.47,14.07,0.0995,17.47,0.0454,181.8
2013-07-09,1157198.0,175552467.25,1.23,2.44,1.19,211.71,1.0,104488335.52,651923.0,688761.0,98899834.86,,,,,,,,0.19,,2179.0,,,,,,145.0,179206.0,118.78,31.91,,,2.48,2.48,25653384.0,3891740959.11,,4674.47,2.48,14.53,0.1022,17.95,0.044,185.55
2013-07-10,1152875.0,173859803.98,1.23,2.45,1.19,211.27,1.0,124028111.86,653923.0,822438.0,98615135.72,,,2000.0,1.15,,138000.0,,,4377.0,,,,1.15,2000.0,25.46,,8700.0,118.56,1.4,,,2.53,2.53,25215052.0,3802566625.23,,4621.69,2.5,14.25,0.1015,17.9,0.0446,184.45
2013-07-11,1017984.0,156555399.98,1.08,2.15,1.05,186.61,1.0,108296516.34,566277.0,704186.0,87087539.91,,,3469.0,0.17,,,,16.87,1191.0,91390.0,,,0.17,3469.0,,275.0,119443.0,103.16,22.13,,,2.19,2.19,25245612.0,3882513756.89,,4623.83,2.18,16.08,0.1168,20.39,0.0394,188.1
2013-07-12,1025593.0,157515955.43,1.09,2.15,1.06,191.33,1.0,107844643.15,573952.0,702181.0,88150560.36,,,39198.0,0.53,,,,5.48,1997.0,31523.0,,,0.53,39198.0,,,4002.0,105.38,0.66,,,2.23,2.23,25215260.0,3872691964.98,,4673.9,2.2,15.94,0.1169,20.4,0.0398,187.85
2013-07-15,1025128.0,158743654.79,1.09,2.21,1.05,192.92,1.0,108702907.89,573487.0,701977.0,88805907.51,,,,,,,,0.05,,465.0,,,,,,,204.0,106.94,0.04,,,2.23,2.23,25194640.0,3901453510.98,,4705.03,2.22,16.48,0.1178,20.34,0.0398,189.4
2013-07-16,1023731.0,155555984.71,1.09,2.26,1.05,192.0,1.0,106583696.65,572628.0,701439.0,87010857.75,,,55.0,0.66,,,,0.01,2107.0,914.0,,,0.66,55.0,,,2645.0,106.07,0.45,,,2.22,2.22,25256504.0,3837727244.8,,4714.5,2.2,16.53,0.1172,20.16,0.0396,185.85
2013-07-17,1009480.0,152895336.87,1.07,2.24,1.04,188.25,1.0,108381086.66,544238.0,715578.0,82430015.8,,,40.0,3.03,,,,5.65,16618.0,28430.0,,,3.03,40.0,,,2479.0,100.2,0.58,,,2.1,2.1,25363310.0,3841514271.2,,4687.06,2.09,16.73,0.1179,20.5,0.039,185.25
2013-07-18,967269.0,147767414.98,1.03,2.14,1.0,180.31,1.0,105768990.11,535253.0,692352.0,81769344.59,,,160.0,2.19,,,,3.68,10198.0,19605.0,,,2.19,160.0,,10460.0,33424.0,99.39,6.39,,,2.07,2.07,25359848.0,3874164460.21,,4695.57,2.07,17.37,0.1268,22.63,0.0374,186.85
2013-07-19,956825.0,146875975.54,1.02,2.14,0.98,179.3,1.0,104861917.19,525246.0,683124.0,80627093.41,,,431.0,0.23,,,,1.86,1172.0,10438.0,,,0.23,431.0,,,10400.0,97.95,1.92,,,2.03,2.03,25364764.0,3893579763.13,,4718.07,2.03,17.55,0.1287,22.88,0.037,187.75
2013-07-22,957233.0,148112548.55,1.02,2.17,0.98,180.4,1.0,105455995.93,527229.0,681549.0,81578080.63,,,1983.0,,,,,,,,,,,1983.0,,,1575.0,99.17,0.28,,,2.06,2.06,25111380.0,3885480848.76,,4700.82,2.07,17.58,0.1289,22.89,0.0373,189.25
2013-07-23,970641.0,147846072.25,1.03,2.2,1.0,182.69,1.0,103952905.83,539213.0,682473.0,82131832.63,,,12484.0,0.55,,,,0.09,5000.0,500.0,,,0.55,12484.0,,,4076.0,101.23,0.69,,,2.1,2.1,25096040.0,3822578010.93,,4706.28,2.11,17.53,0.1279,22.86,0.0379,186.3
2013-07-24,1007310.0,153060812.81,1.07,2.33,1.04,187.84,1.0,103579036.21,584947.0,681665.0,88882730.51,,,11996.0,2.66,,3100.0,,2.09,14363.0,10266.0,,,2.66,11996.0,0.58,44004.0,18271.0,108.68,3.56,,,2.27,2.27,25136636.0,3819513295.26,,4673.91,2.27,16.82,0.118,21.69,0.0392,185.85
2013-07-25,988730.0,149833390.31,1.05,2.3,1.02,183.65,1.0,81983518.75,570784.0,540998.0,86497326.73,,,16699.0,0.03,,,,6.5,227.0,34700.0,,,0.03,16699.0,,3838.0,140894.0,103.79,26.22,,,2.22,2.22,25124668.0,3807423853.67,,4597.61,2.21,17.06,0.1219,22.1,0.0385,185.35
2013-07-26,959694.0,145394006.22,1.02,2.29,0.99,178.29,1.0,81961402.88,541748.0,540998.0,82075028.17,,30.0,,,0.01,,,5.29,,29066.0,,30.0,,,,,,98.47,,,,2.11,2.11,25135114.0,3807979336.32,,4587.45,2.1,17.58,0.1275,22.79,0.0374,185.3
2013-07-29,988546.0,150047975.84,1.05,2.4,1.02,183.73,1.0,102636387.92,573409.0,676189.0,87035767.46,,1270.0,15569.0,,0.24,138000.0,,1.74,,10080.0,,1270.0,,15569.0,25.63,24902.0,2809.0,104.64,0.52,,,2.25,2.25,24948692.0,3786875607.69,,4551.93,2.25,17.11,0.1225,22.01,0.0387,185.65
2013-07-30,972555.0,146030444.8,1.03,2.4,1.0,179.91,1.0,100366867.13,563419.0,668438.0,84598122.66,,,,0.42,,,,1.84,2249.0,9990.0,,,0.42,,,,10000.0,104.23,1.99,,,2.2,2.2,25003864.0,3754363898.94,,4639.71,2.2,17.29,0.1209,21.33,0.038,183.65
2013-07-31,1000272.0,148965463.43,1.06,2.45,1.03,183.49,1.0,106479705.26,528198.0,714989.0,78661863.83,,,6118.0,,,65000.0,,8.3,,41339.0,,,,6118.0,11.94,,18449.0,94.95,3.43,,,2.08,2.08,24825406.0,3697122492.41,,4475.63,2.08,16.88,0.1176,20.75,0.0395,182.15
2013-08-01,997530.0,151126174.62,1.06,2.41,1.03,183.18,1.0,103927594.56,554456.0,685989.0,84000295.0,,,26268.0,,,,,0.0,,10.0,,,,26268.0,,,29000.0,100.29,5.33,,,2.19,2.19,24816828.0,3759758886.19,,4472.02,2.19,16.9,0.1211,20.93,0.0393,185.3
2013-08-02,976608.0,148435565.63,1.04,2.42,1.0,181.21,1.0,103747342.14,536934.0,682589.0,81609102.11,,,50.0,,,,,3.01,,17572.0,,,,50.0,,,3400.0,97.82,0.51,,,2.11,2.11,24850518.0,3777053531.75,,4521.97,2.12,17.14,0.1233,21.38,0.0385,185.9
2013-08-05,979006.0,151001223.92,1.04,2.59,1.01,183.08,1.0,105651932.03,536934.0,684987.0,82816337.35,,,,0.45,,,,,2400.0,,,,0.45,,,,2.0,100.57,0.0,,,2.11,2.11,24870676.0,3836036261.0,,4624.31,2.13,17.22,0.1228,21.23,0.0385,188.65
2013-08-06,974417.0,151249433.99,1.04,2.66,1.0,184.83,1.0,105762084.5,535965.0,681367.0,83192722.3,,,145.0,0.12,,,,0.08,600.0,1114.0,,,0.12,145.0,,,4220.0,101.16,0.88,,,2.1,2.1,24975404.0,3876693159.85,,4688.54,2.11,17.2,0.1232,21.16,0.0382,189.85
2013-08-07,996103.0,151398628.96,1.06,2.8,1.02,189.13,1.0,106137399.63,540704.0,698314.0,82182107.95,,,1231.0,0.78,,12652.0,,0.01,4870.0,30.0,,,0.78,1231.0,2.4,3988.0,575.0,102.01,0.1,0.09,,2.1,2.1,25155114.0,3823349363.39,450.0,4732.82,2.11,16.99,0.1188,20.82,0.0388,185.9
2013-08-08,1032933.0,157798750.15,1.1,2.98,1.06,192.8,1.0,114646318.43,525386.0,750462.0,80261986.16,,,,11.51,,,,3.09,64800.0,15318.0,,,11.51,,,,12652.0,97.69,2.4,,,2.04,2.04,25194442.0,3848895773.8,,4671.18,2.05,16.24,0.1208,20.05,0.0402,186.85
2013-08-09,1132095.0,169569073.03,1.2,3.3,1.16,211.55,1.0,103044409.88,687054.0,687956.0,102909305.23,,,1568.0,0.49,,,,,2494.0,,,,0.49,1568.0,,160100.0,65000.0,127.76,12.08,,,2.67,2.67,25037130.0,3750147227.52,,4649.48,2.67,15.0,0.1177,18.37,0.044,183.2
2013-08-12,1128457.0,168286064.14,1.2,3.34,1.16,208.06,1.0,102039374.84,687871.0,684234.0,102581758.3,,,4728.0,0.13,,,,0.79,733.0,3911.0,,,0.13,4728.0,,,4455.0,125.96,1.24,,,2.66,2.66,25185932.0,3755961784.98,,4623.06,2.65,14.91,0.118,18.42,0.0436,182.4
2013-08-13,1134189.0,170392738.62,1.21,3.45,1.17,209.06,1.0,103662947.84,692823.0,690014.0,104084952.64,,,17209.0,1.53,,,,4.9,7037.0,26511.0,,,1.53,17209.0,,14254.0,1257.0,126.77,0.32,,,2.69,2.69,25092300.0,3769694217.87,,4602.31,2.68,14.8,0.117,18.32,0.044,183.75
2013-08-14,1155017.0,173805094.68,1.23,3.64,1.19,213.57,1.0,108429910.09,683505.0,720568.0,102852729.65,,,479.0,4.57,,13355.0,,1.74,24822.0,9797.0,,,4.57,479.0,2.45,,7623.0,127.96,1.35,,,2.64,2.64,25179176.0,3788921780.99,,4615.09,2.7,14.52,0.1129,17.96,0.0447,184.05
2013-08-15,1140077.0,169133431.89,1.21,3.7,1.17,209.51,1.0,104681182.71,682868.0,705624.0,101305270.06,,,4.0,0.0,,,,0.1,219.0,641.0,,,0.0,4.0,,,15163.0,124.67,2.78,,,2.64,2.64,25192340.0,3737350127.73,,4594.81,2.64,14.76,0.1157,18.24,0.0441,181.45
2013-08-16,1140504.0,169243401.99,1.21,3.84,1.17,208.04,1.0,104961852.25,681598.0,707321.0,101144725.76,,,116.0,3.66,,,,0.26,19826.0,1386.0,,,3.66,116.0,,,18129.0,123.31,3.57,,,2.59,2.59,25606546.0,3799845470.4,,4640.18,2.59,14.64,0.1143,18.2,0.0434,181.5
2013-08-19,1106719.0,163913230.13,1.18,3.78,1.14,201.77,1.0,123341144.06,597352.0,832782.0,88472228.13,,74.0,345.0,23.29,0.01,,,28.86,132233.0,160000.0,,74.0,23.29,345.0,,75335.0,6772.0,110.12,1.16,,,2.27,2.27,25742004.0,3812580271.57,,4666.1,2.31,15.22,0.1217,18.86,0.042,181.15
2013-08-20,1124894.0,164121870.15,1.2,3.93,1.16,204.1,1.0,123405597.95,601752.0,845824.0,87795528.83,,,2750.0,4.52,,,,,25000.0,,,,4.52,2750.0,,1650.0,11958.0,107.58,2.44,,,2.29,2.29,25715004.0,3751815324.21,,4629.08,2.27,15.01,0.1187,18.59,0.0427,178.45
