,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2006-09-01,5792306.0,222987461.02,10.5,13.13,5.09,245.29,2.0,133785447.03,3584356.0,3475201.0,137987606.98,,,6178.0,5.13,,,,2.95,120175.0,66219.0,,,5.13,6178.0,,12720.0,271894.0,154.18,11.92,,,36.47,36.47,6244328.0,240389034.44,,267.4,36.57,19.29,0.1455,22.38,0.5893
2006-09-04,5806137.0,224992170.94,10.53,13.22,5.1,244.42,2.0,134124836.69,3612424.0,3461219.0,139984144.04,,,4549.0,0.0,,,,0.83,3957.0,16629.0,,,0.0,4549.0,,40148.0,17940.0,153.79,0.97,,,36.82,36.82,6198891.0,240211683.52,,264.42,36.77,19.27,0.1448,22.45,0.5918
2006-09-05,5793957.0,222946079.38,10.5,13.11,5.09,244.41,2.0,132448500.44,3590634.0,3442092.0,138164258.52,,,20566.0,0.69,,,,2.83,14914.0,67651.0,,,0.69,20566.0,,25295.0,34041.0,153.55,1.32,,,37.08,37.08,6093120.0,234457593.52,,259.88,37.14,19.31,0.1435,21.92,0.5983
2006-09-06,5777955.0,221126854.65,10.48,13.13,5.07,242.17,2.0,130102632.34,3619148.0,3399529.0,138507623.16,,4191.0,3267.0,1.35,0.18,,,1.89,32410.0,40981.0,,4191.0,1.35,3267.0,,62037.0,74973.0,153.36,3.69,,,37.82,37.82,5950515.0,227730860.74,,251.73,37.86,19.19,0.1439,21.77,0.6038
2006-09-07,5804118.0,217082155.64,10.52,13.52,5.1,242.28,2.0,128237778.62,3540612.0,3428689.0,132423855.83,,,1231.0,4.6,,,,3.25,114018.0,75576.0,,,4.6,1231.0,,,84859.0,149.54,3.79,0.18,,37.02,37.02,6023411.0,225284021.48,4191.0,252.36,37.21,21.17,0.1493,21.72,0.6069
2006-09-08,5863043.0,221781540.22,10.63,16.08,5.15,242.44,2.0,133113794.56,3490844.0,3519012.0,132048282.61,,,1129.0,3.74,,,,2.48,101046.0,52247.0,,,3.74,1129.0,,1350.0,10723.0,145.49,0.59,,,36.53,36.53,6065765.0,229449912.67,,251.67,36.63,21.92,0.152,22.5,0.6135
2006-09-11,5820473.0,217061331.07,10.55,16.48,5.11,240.55,2.0,129606223.32,3494422.0,3475375.0,130316537.96,,,3539.0,0.56,,,,0.02,14864.0,311.0,,,0.56,3539.0,,350.0,58501.0,145.58,2.48,,,37.24,37.24,5889658.0,219641428.63,,244.3,37.34,21.88,0.1545,22.94,0.6203
2006-09-12,5630734.0,219062038.52,10.21,16.11,4.94,233.44,1.0,128295808.33,3430965.0,3297694.0,133480677.12,,,250.0,0.21,,,,2.6,4973.0,63706.0,,,0.21,250.0,,,182654.0,143.75,7.62,,,36.62,36.62,5937647.0,231002397.88,,250.01,36.51,21.76,0.1527,22.07,0.601
2006-09-13,5586350.0,218448275.48,10.13,15.89,4.91,235.72,1.0,131559328.65,3324822.0,3364350.0,130013628.25,,4191.0,8192.0,4.24,0.18,,,4.89,77246.0,118526.0,,4191.0,4.24,8192.0,,,10590.0,142.72,0.42,,,36.1,36.1,5884139.0,230092997.62,,252.89,36.08,21.41,0.1515,22.05,0.6066
2006-09-14,5564642.0,217901768.61,10.09,15.82,4.89,235.44,1.0,130911000.24,3324187.0,3343125.0,130169420.87,,,578.0,0.25,,,,0.17,2627.0,4022.0,,,0.25,578.0,,7000.0,23852.0,143.19,0.92,0.18,,36.11,36.11,5881128.0,230294813.69,4191.0,253.51,36.09,21.32,0.1518,22.19,0.6045
2006-09-15,5437831.0,214265688.2,9.64,15.68,4.72,230.59,1.0,127489958.28,3279658.0,3235557.0,129227660.52,,,8249.0,,,,,2.23,,52778.0,,,,8249.0,,,107568.0,141.81,4.41,,,35.3,35.3,6009870.0,236805618.18,,260.22,35.27,21.62,0.156,22.58,0.5854
2006-09-18,5387636.0,215508044.45,9.55,15.69,4.68,229.31,1.0,127671022.92,3273744.0,3191737.0,130951342.57,,,2756.0,0.3,,,,0.34,3200.0,8669.0,,,0.3,2756.0,,,47020.0,142.15,1.89,,,35.29,35.29,6002565.0,240105501.71,,262.14,35.16,21.21,0.1563,22.83,0.5808
2006-09-19,5487896.0,221754927.64,9.73,15.23,4.77,235.88,1.0,132881319.54,3278425.0,3288490.0,132474612.98,,,8287.0,4.63,,,,0.13,100426.0,4032.0,,,4.63,8287.0,,426.0,3673.0,144.29,0.0,,,36.02,36.02,5822943.0,235293508.41,,256.93,35.96,20.61,0.1518,22.37,0.603
2006-09-20,5561343.0,225075320.18,9.86,15.21,4.83,241.16,1.0,135610787.97,3379774.0,3350781.0,136784175.19,,4191.0,34139.0,6.17,0.19,,,1.84,136408.0,46472.0,,4191.0,6.17,34139.0,,109491.0,74117.0,150.38,2.78,,,37.29,37.29,5683997.0,230039298.9,,253.22,37.26,20.7,0.1531,22.74,0.6136
2006-09-21,5606474.0,226191021.26,9.94,15.48,4.87,243.03,1.0,137203837.3,3429051.0,3400797.0,138343733.98,,,54280.0,3.7,,,,0.04,82917.0,812.0,,,3.7,54280.0,,,32901.0,152.38,1.41,0.19,,38.42,38.42,5496668.0,221760940.74,4191.0,244.28,38.42,20.29,0.1492,22.19,0.6281
2006-09-22,5644769.0,226815872.67,10.01,15.6,4.9,244.74,1.0,139734220.1,3411833.0,3477567.0,137092922.54,,,25305.0,3.76,,,,1.94,80262.0,42523.0,,,3.76,25305.0,,,3493.0,151.4,0.14,,,38.29,38.29,5499099.0,220962618.41,,243.67,38.32,20.07,0.146,22.09,0.6335
2006-09-25,5665049.0,227015121.37,10.04,15.67,4.92,245.4,1.0,140186094.9,3429442.0,3498274.0,137427794.86,,,69960.0,1.24,,,,2.45,29508.0,52352.0,,,1.24,69960.0,,,8801.0,151.98,0.42,,,38.74,38.74,5422934.0,217312863.53,,240.01,38.77,19.84,0.1449,22.03,0.6399
2006-09-26,5650122.0,225751772.97,10.02,15.69,4.91,244.42,1.0,139175040.56,3461468.0,3483277.0,138303657.53,,,12609.0,0.07,,,,0.58,1499.0,12539.0,,,0.07,12609.0,,31956.0,16496.0,153.14,0.77,,,38.93,38.93,5431081.0,216999945.29,,239.82,38.97,19.87,0.1449,21.94,0.6354
2006-09-27,5711279.0,233057135.52,10.24,15.76,4.96,247.51,1.0,142491623.12,3511994.0,3491888.0,143312078.01,,4191.0,5385.0,1.26,0.19,,,4.01,24089.0,90697.0,,4191.0,1.26,5385.0,,131646.0,15477.0,155.42,0.64,,,40.24,40.24,5215296.0,212817820.08,,232.83,40.03,19.52,0.1434,21.86,0.6544
2006-09-28,5721021.0,234646296.09,10.26,16.09,4.97,250.22,1.0,143796267.63,3531581.0,3505964.0,144846942.7,,,27101.0,3.13,,,,0.06,58554.0,3323.0,,,3.13,27101.0,,,44478.0,158.41,1.71,0.19,,40.54,40.54,5179585.0,212439429.17,4191.0,233.0,40.47,19.72,0.141,21.09,0.6567
2006-09-29,5726249.0,230089869.76,10.27,16.93,4.97,250.01,1.0,141838892.34,3498087.0,3529946.0,140558746.62,,,2481.0,1.04,,,,1.59,23982.0,35975.0,,,1.04,2481.0,,,,156.85,,,,40.35,40.35,5170353.0,207753076.82,,230.06,40.54,19.85,0.1417,21.45,0.6606
2006-10-02,5614343.0,222746062.38,10.07,17.03,4.88,242.44,1.0,137897534.52,3438360.0,3475725.0,136415098.09,,,1199.0,,,,,2.96,,60925.0,,,,1199.0,,,54221.0,151.7,3.16,,,39.65,39.65,5234083.0,207659449.81,,230.05,39.74,20.05,0.1409,21.54,0.6474
2006-10-03,5583249.0,216961838.31,10.01,17.28,4.85,239.18,1.0,133913304.45,3432944.0,3446096.0,133402225.31,,,42953.0,,,,,3.07,,58996.0,,,,42953.0,,10626.0,29629.0,149.88,1.66,,,39.69,39.69,5216906.0,202725960.47,,225.8,39.9,19.83,0.1413,21.84,0.6455
2006-10-04,5488618.0,218702386.77,9.84,16.78,4.77,233.47,1.0,135258252.23,3382571.0,3394480.0,134783719.89,,4191.0,4724.0,,0.18,,,2.97,,59645.0,,4191.0,,4724.0,,357.0,51616.0,145.78,2.9,,,39.19,39.19,5249155.0,209160616.94,,228.53,38.95,19.93,0.1421,22.32,0.6359
2006-10-05,5487873.0,217827829.3,9.84,16.44,4.77,233.99,1.0,134801632.59,3369410.0,3396142.0,133740570.59,,,9513.0,1.06,,,,0.71,21160.0,18483.0,,,1.06,9513.0,,,19497.0,145.84,0.6,0.18,,39.04,39.04,5260974.0,208821622.96,4191.0,229.0,38.91,20.37,0.1426,22.16,0.6359
2006-10-06,5376002.0,211391286.27,9.64,15.8,4.67,230.31,1.0,129556268.41,3342473.0,3294813.0,131430320.67,,,1269.0,,,,,0.5,,28206.0,,,,1269.0,,,101330.0,145.83,4.05,,,39.06,39.06,5215902.0,205095949.15,,226.75,39.14,20.32,0.1454,22.59,0.6282
2006-10-09,5343113.0,209856111.7,9.58,15.41,4.64,227.72,1.0,128160694.17,3340776.0,3263079.0,131212321.62,,,340.0,0.15,,,,0.18,3580.0,2037.0,,,0.15,340.0,,,35314.0,144.56,1.83,,,39.07,39.07,5210995.0,204667045.0,,225.44,39.07,20.35,0.145,22.34,0.6248
2006-10-10,5160688.0,205074689.76,9.25,14.57,4.48,220.41,1.0,114445231.31,3417809.0,2880005.0,135816410.59,,,88406.0,,,,,0.59,,14261.0,,,,88406.0,,2888.0,102217.0,148.32,4.24,,12.21,40.2,40.2,5084046.0,202029100.81,,221.61,40.09,21.06,0.1533,22.08,0.607
2006-10-11,5291457.0,210175330.6,9.49,14.68,4.6,230.19,1.0,119134017.43,3500042.0,2999365.0,139020780.94,9.98,,63289.0,,,,227634.0,2.37,,64707.0,9.98,,,63289.0,,83651.0,108273.0,153.43,1.77,,,40.73,40.73,5093921.0,202329250.76,,223.34,40.72,20.91,0.1509,21.68,0.6157
2006-10-12,5108155.0,205068823.0,9.16,14.14,4.44,222.58,1.0,114174183.02,3421768.0,2844018.0,137368176.25,,,1130.0,,,,,3.46,,79404.0,,,,1130.0,,,155347.0,150.15,6.69,,,39.9,39.9,5153354.0,206883354.03,,227.37,39.77,18.56,0.1473,22.37,0.5957
2006-10-13,5081088.0,204304309.39,9.11,14.09,4.41,222.54,1.0,118536867.45,3280977.0,2948035.0,131924056.45,,,3222.0,6.67,,,,8.27,147049.0,194013.0,,,6.67,3222.0,,50000.0,43033.0,145.11,1.74,,,38.44,38.44,5255259.0,211307511.44,,232.62,38.42,21.81,0.1494,21.91,0.5952
2006-10-16,5095710.0,204292332.34,9.14,14.37,4.43,223.1,1.0,118769757.08,3272354.0,2962501.0,131192087.25,,,8650.0,0.88,,,,0.77,18983.0,17273.0,,,0.88,8650.0,,,4517.0,144.62,0.2,,,38.97,38.97,5124767.0,205457257.8,,226.57,38.96,21.78,0.1489,21.85,0.6068
2006-10-17,5156697.0,203001428.71,9.25,14.82,4.48,224.88,1.0,118565626.61,3298767.0,3011836.0,129861113.42,,,17181.0,2.38,,,,0.03,51218.0,768.0,,,2.38,17181.0,,10000.0,1883.0,145.03,0.24,,,39.31,39.31,5092565.0,200476772.4,,222.76,39.43,21.48,0.1474,22.07,0.6145
2006-10-18,4973377.0,196460336.44,8.92,14.32,4.32,215.55,1.0,118861581.37,3120787.0,3008971.0,123278581.93,,,4652.0,1.29,,,,8.47,30537.0,182632.0,,,1.29,4652.0,,,33402.0,135.76,1.76,,,37.18,37.18,5273680.0,208323026.2,,229.66,37.15,20.91,0.1451,22.37,0.5925
2006-10-19,4975247.0,196984765.78,8.92,14.3,4.32,215.57,1.0,119660621.49,3114950.0,3022270.0,123330097.21,,,26006.0,0.85,,,,1.36,21323.0,31844.0,,,0.85,26006.0,,,8025.0,135.49,0.38,,,36.85,36.85,5337669.0,211334126.28,,232.69,36.8,21.08,0.1468,22.52,0.5886
2006-10-20,5041386.0,201840496.83,9.04,14.51,4.38,219.56,1.0,120844916.29,3034196.0,3018353.0,121479217.84,,,15040.0,0.55,,,,4.09,11489.0,95794.0,,,0.55,15040.0,,,15406.0,132.88,0.45,,,36.03,36.03,5386585.0,215661128.24,,236.68,35.96,20.72,0.1434,22.1,0.5987
2006-10-23,4822430.0,192943203.29,8.65,13.54,4.19,207.87,1.0,114948126.99,2964018.0,2873018.0,118588995.08,,,86586.0,,,,,7.1,,163764.0,,,,86586.0,,7000.0,145335.0,130.51,8.87,,,35.48,35.48,5389556.0,215633653.36,,236.98,35.51,20.3,0.1526,23.42,0.5773
2006-10-24,4676318.0,185318676.72,8.39,13.13,4.06,200.73,1.0,114401851.73,2809788.0,2886808.0,111349611.81,,,2154.0,0.47,,,,7.29,14888.0,161312.0,,,0.47,2154.0,,4929.0,1098.0,123.15,0.07,,,33.69,33.69,5530487.0,219168699.06,,241.75,33.75,21.01,0.1555,24.48,0.5607
2006-10-25,4798524.0,189118667.22,8.61,13.71,4.17,205.31,1.0,112319452.32,3001993.0,2849891.0,118314072.23,,,228960.0,0.92,,,,2.35,22889.0,51656.0,,,0.92,228960.0,,14900.0,59806.0,130.74,2.78,,,36.05,36.05,5325633.0,209893003.57,,231.74,36.07,20.31,0.1502,22.69,0.5762
2006-10-26,4854741.0,187597285.0,8.71,13.62,4.22,206.41,1.0,112625121.33,2965116.0,2914572.0,114578246.57,,,18986.0,2.65,,,,2.68,65106.0,59715.0,,,2.65,18986.0,,3852.0,425.0,127.94,0.03,,,35.64,35.64,5353790.0,206881575.86,,229.75,35.77,20.08,0.1489,22.64,0.5836
2006-10-27,4782481.0,181513426.32,8.58,12.22,4.15,200.66,1.0,106532996.78,3001285.0,2806911.0,113910232.72,,,52497.0,0.08,,,,0.96,1889.0,16329.0,,,0.08,52497.0,,,109550.0,127.24,5.44,,,35.86,35.86,5369244.0,203783324.01,,226.72,35.95,19.57,0.1508,23.09,0.5713
2006-10-30,4720431.0,184245447.01,8.47,11.51,4.1,198.38,1.0,107392641.85,2991840.0,2751436.0,116775967.74,,,1209.0,,,,,0.92,,19954.0,,,,1209.0,,9300.0,55475.0,126.56,2.39,,,35.61,35.61,5409019.0,211122061.43,,230.96,35.4,18.64,0.1475,23.18,0.5619
2006-10-31,4889219.0,189328078.81,8.77,11.84,4.25,207.37,1.0,116664591.51,2830651.0,3012753.0,109612949.56,,,15023.0,11.99,,,,6.94,261317.0,177212.0,,,11.99,15023.0,,1000.0,,121.51,,,,34.09,34.09,5472277.0,211906173.8,,234.59,34.12,18.32,0.1447,24.01,0.5889
2006-11-01,4944658.0,191564433.48,8.87,11.93,4.29,209.29,1.0,117029402.17,2812283.0,3020761.0,108952611.02,,,47476.0,4.69,,,,2.9,109848.0,65844.0,,,4.69,47476.0,,,101840.0,120.29,4.49,,,34.23,34.23,5403421.0,209337689.83,,230.81,34.26,17.86,0.1532,26.27,0.6019
2006-11-02,5175157.0,197541773.83,9.28,12.6,4.49,218.32,1.0,124357992.45,2804025.0,3257904.0,107032902.07,,,977.0,10.34,,,,0.1,244196.0,2235.0,,,10.34,977.0,,,7053.0,119.37,0.31,0.31,,34.5,34.5,5322704.0,203173814.77,7000.0,225.37,34.63,17.09,0.1666,30.08,0.6368
2006-11-03,5306778.0,201989200.72,9.52,12.89,4.61,222.77,1.0,128056195.54,2827757.0,3364367.0,107631481.15,,,6281.0,4.63,,,,0.58,113815.0,7549.0,,,4.63,6281.0,,25000.0,7352.0,119.35,0.49,,,34.74,34.74,5311844.0,202182025.31,,223.58,34.8,16.49,0.1688,31.11,0.652
2006-11-06,5367576.0,204789413.45,9.63,12.95,4.66,224.9,1.0,130292677.17,2837847.0,3415000.0,108272527.97,,,12345.0,1.97,,,,0.14,51000.0,2255.0,,,1.97,12345.0,,,368.0,119.41,0.09,,,34.67,34.67,5347317.0,204016470.74,,225.04,34.67,16.27,0.1685,31.27,0.6558
2006-11-07,5487449.0,212791855.01,9.84,13.25,4.77,230.96,1.0,136698990.78,2847215.0,3525176.0,110409073.77,,,40102.0,4.54,,3458.0,,1.18,108018.0,30734.0,,,4.54,40102.0,0.15,,1300.0,120.52,0.0,,,34.9,34.9,5310523.0,205931032.84,,225.85,34.8,15.85,0.171,32.02,0.6727
2006-11-08,5531071.0,214232977.69,9.92,13.44,4.8,234.26,1.0,136740586.35,2897147.0,3530371.0,112214149.6,,8762.0,7193.0,1.04,0.37,,,0.06,13944.0,4635.0,,8762.0,1.04,7193.0,,38611.0,8749.0,124.01,0.21,,,33.92,33.92,5642718.0,218557360.67,,241.16,33.96,15.96,0.1696,31.53,0.6477
2006-11-09,5302163.0,204406435.79,9.51,13.11,4.6,223.77,1.0,133244573.03,2695407.0,3456273.0,103912033.23,,,307.0,0.18,,,,8.6,7189.0,202047.0,,,0.18,307.0,,,81287.0,114.84,3.55,,,31.64,31.64,5823593.0,224508354.16,,247.62,31.68,16.23,0.1674,30.91,0.6224
2006-11-10,5088723.0,194611156.33,9.13,12.51,4.42,214.25,1.0,126368907.96,2660031.0,3304314.0,101729197.84,,,25682.0,0.05,,,,2.69,1088.0,61058.0,,,0.05,25682.0,,,153047.0,112.98,6.57,,,31.29,31.29,5841512.0,223400528.0,,247.3,31.36,14.58,0.1704,32.31,0.5986
2006-11-13,5318920.0,204570760.61,9.54,13.12,4.62,223.79,1.0,131700398.18,2647541.0,3424262.0,101826964.14,,,5667.0,5.35,,,,1.22,127948.0,26574.0,,,5.35,5667.0,,8417.0,8000.0,112.22,0.34,,,31.18,31.18,5842961.0,224725879.69,,247.06,31.23,17.28,0.1689,30.98,0.6265
2006-11-14,5304659.0,205367365.08,9.51,13.08,4.61,223.56,1.0,132282467.8,2639437.0,3416869.0,102184555.5,,56961.0,26084.0,3.37,2.42,,,2.28,78690.0,55013.0,,56961.0,3.37,26084.0,,20825.0,86083.0,112.22,3.58,2.42,,31.62,31.62,5708811.0,221013918.67,56961.0,242.71,31.62,15.66,0.1711,32.19,0.6354
2006-11-15,4702867.0,184326505.41,8.43,11.39,4.08,199.39,1.0,110793200.51,2628059.0,2826754.0,103005449.97,,18962.0,9187.0,0.88,0.82,,,1.24,19188.0,29528.0,,18962.0,0.88,9187.0,,,609303.0,112.66,25.69,0.42,,31.31,31.31,5765796.0,225987472.67,10000.0,247.93,31.24,14.82,0.1894,36.22,0.5603
2006-11-16,4692840.0,186058427.13,8.42,11.75,4.08,200.43,1.0,111701941.27,2620107.0,2817391.0,103880163.68,,,10717.0,,,,,0.7,,18669.0,,,,10717.0,,,9363.0,113.66,0.24,,,31.27,31.27,5759312.0,228341160.59,,249.93,31.26,14.9,0.188,35.94,0.56
2006-11-17,4788716.0,187561213.5,8.59,12.19,4.16,204.89,1.0,113525562.15,2569459.0,2898476.0,100638845.17,,,23145.0,8.62,,1800.0,,3.34,196860.0,78215.0,,,8.62,23145.0,0.08,4422.0,117574.0,111.76,5.06,,,30.75,30.75,5785779.0,226613507.73,,250.52,30.85,14.65,0.2089,39.42,0.5731
2006-11-20,4763739.0,186151525.51,8.54,12.07,4.14,203.12,1.0,112256574.98,2565050.0,2872719.0,100233864.73,,,887.0,0.01,,,,0.25,575.0,5296.0,,,0.01,887.0,,,26333.0,110.86,1.22,,,30.67,30.67,5797499.0,226547525.59,,250.13,30.71,14.66,0.2081,39.31,0.5697
2006-11-21,4750549.0,185894229.62,8.52,12.27,4.13,202.2,1.0,110537387.63,2599293.0,2824796.0,101713206.15,,10000.0,22324.0,0.42,0.43,4947.0,,0.7,10676.0,16081.0,,10000.0,0.42,22324.0,0.21,18000.0,63546.0,112.01,2.8,,,32.0,32.0,5523683.0,216147817.01,,238.08,32.0,14.52,0.2028,38.58,0.5848
2006-11-22,4909021.0,189650320.81,8.8,12.82,4.26,208.53,1.0,110588303.0,2695723.0,2862533.0,104143928.44,,,121385.0,1.7,,,,1.07,39157.0,24956.0,,,1.7,121385.0,,,1420.0,115.71,0.07,,,33.44,33.44,5365297.0,207277641.97,,229.7,33.5,16.56,0.204,38.22,0.609
2006-11-23,4968996.0,192507328.86,8.91,13.09,4.32,210.39,1.0,113891479.82,2641195.0,2939765.0,102324371.86,,,13499.0,6.42,,,,3.23,150775.0,76023.0,,,6.42,13499.0,,7996.0,73542.0,112.72,3.32,,,31.9,31.9,5638286.0,218436758.09,,240.77,31.89,16.28,0.2216,40.98,0.6002
2006-11-24,4811318.0,183435757.99,8.63,12.93,4.18,202.85,1.0,112086709.44,2609723.0,2939911.0,99497999.64,,132991.0,53377.0,0.0,5.6,,,2.23,146.0,52349.0,,132991.0,0.0,53377.0,,2313.0,,110.59,,7.11,,30.58,30.58,5925663.0,225921147.59,167804.0,250.19,30.65,13.47,0.2278,42.53,0.5637
2006-11-27,5052389.0,188966436.46,9.06,13.18,4.39,199.06,1.0,113687024.64,2939728.0,3039646.0,109949951.27,,,337532.0,0.0,,,,0.34,151652.0,7528.0,,,0.0,337532.0,,,51917.0,108.88,2.45,,,28.79,28.79,7271615.0,271968602.16,,231.82,31.96,13.51,0.2344,43.35,0.4948
2006-11-28,4788543.0,177710539.91,8.59,12.28,4.16,198.8,1.0,107981573.14,2586182.0,2909644.0,95977377.57,,,41113.0,0.84,,,,2.98,20000.0,402947.0,,,0.84,41113.0,,8288.0,150002.0,106.59,0.0,,,31.7,31.7,5572674.0,206810903.71,,229.0,31.76,12.95,0.237,43.84,0.5869
2006-11-29,4873859.0,184496054.61,8.74,12.54,4.23,202.5,1.0,114439846.41,2560255.0,3023174.0,96916415.99,,,4450.0,4.49,,,,1.24,113613.0,30377.0,,,4.49,4450.0,,,83.0,106.04,0.0,,,31.56,31.56,5552379.0,210180889.36,,229.12,31.64,12.25,0.2411,44.55,0.6008
2006-11-30,5434577.0,202620999.84,9.75,13.65,4.72,214.33,1.0,107825728.83,2872929.0,2892036.0,107113349.66,,,358068.0,,,,,1.88,,45393.0,,,,358068.0,,,42018.0,105.87,1.78,,3.7,29.21,29.21,6962023.0,259569799.3,,220.19,32.47,11.54,0.2184,41.21,0.5526
2006-12-01,6724042.0,246373581.33,12.06,16.58,5.84,223.02,2.0,174216544.99,2859093.0,4754728.0,104759158.52,28.75,,2831.0,0.6,,,1884221.0,1.46,15121.0,33167.0,28.75,,0.6,2831.0,,16500.0,36650.0,103.69,1.66,,0.2,28.93,28.93,7022817.0,257320905.39,,219.05,32.13,15.84,0.2111,39.2,0.6804
2006-12-04,6718826.0,245756542.24,12.05,16.75,5.84,221.88,2.0,174569536.83,2829642.0,4772619.0,103500676.12,0.03,,7803.0,0.91,,,732.0,1.69,24000.0,41054.0,0.03,,0.91,7803.0,,3800.0,6109.0,101.63,0.33,,,28.75,28.75,7011535.0,256463048.37,,216.77,31.92,15.82,0.2135,39.62,0.6827
2006-12-05,6700653.0,248247251.16,12.02,16.61,5.82,221.2,2.0,176185170.42,2828393.0,4755564.0,104786919.64,,,13847.0,0.01,,,,1.13,2945.0,27793.0,,,0.01,13847.0,,12697.0,20000.0,101.89,0.82,,,28.88,28.88,6966577.0,258099261.41,,216.2,32.03,15.87,0.2115,39.37,0.6841
2006-12-06,7099161.0,260439653.78,12.73,17.62,6.17,226.2,2.0,173943109.2,3341399.0,4741406.0,122582485.27,,,4970.0,0.37,,,,0.07,30686.0,1762.0,,,0.37,4970.0,,509798.0,44844.0,110.02,1.73,,,34.04,34.04,6474441.0,237521190.53,,209.39,34.44,16.15,0.208,38.75,0.7232
2006-12-07,7042736.0,259326335.96,12.63,17.78,6.12,223.41,2.0,172805228.9,3344784.0,4693012.0,123161024.25,,,1075.0,0.55,,,,0.13,12697.0,3411.0,,,0.55,1075.0,,5721.0,61092.0,109.65,2.56,,,34.15,34.15,6449252.0,237473176.73,,207.66,34.56,16.2,0.2115,39.18,0.7191
2006-12-08,6950211.0,254219981.77,12.46,19.36,6.04,217.67,2.0,167540915.22,3276457.0,4580461.0,119843964.28,,,22234.0,0.06,,,,2.4,39410.0,90560.0,,,0.06,22234.0,,,151961.0,107.97,6.11,,,33.18,33.18,6598366.0,241350440.18,,210.03,33.95,16.7,0.2095,38.55,0.7038
2006-12-11,6875200.0,253904500.22,12.33,19.94,5.97,215.57,2.0,166518985.48,3261574.0,4508984.0,120451523.79,,,1954.0,,,,,0.34,,16837.0,,,,1954.0,,,71477.0,107.35,1.89,,,33.13,33.13,6584618.0,243173164.77,,209.13,33.92,16.44,0.2109,38.79,0.6983
2006-12-12,5276986.0,195933023.08,9.46,15.91,4.58,217.79,1.0,121898510.97,2666933.0,3283044.0,99022480.83,,,50000.0,0.17,,,,0.72,4100.0,644642.0,,,0.17,50000.0,,,1230040.0,109.3,0.17,,,33.93,33.93,5192224.0,192785833.58,,212.44,33.97,16.33,0.2076,38.5,0.6714
2006-12-13,5249092.0,192187778.41,9.41,16.17,4.56,216.52,1.0,119430949.39,2660723.0,3261935.0,97418456.82,,,2460.0,0.08,,,,0.97,1794.0,24305.0,,,0.08,2460.0,,15636.0,22904.0,109.14,0.84,,,35.19,35.19,4900802.0,179435652.65,,199.84,35.32,16.05,0.2093,38.75,0.6942
2006-12-14,5911940.0,216778214.64,10.6,18.04,5.13,243.08,2.0,143955725.81,2640419.0,3925937.0,96818526.02,,,471.0,27.76,,,,0.92,680572.0,20775.0,,,27.76,471.0,,,16570.0,107.6,0.7,,,34.65,34.65,4980227.0,182614288.63,,202.49,34.7,26.05,0.2096,34.03,0.7758
2006-12-15,5943760.0,218375601.02,10.66,18.28,5.16,244.55,2.0,145401404.09,2670998.0,3957544.0,98133301.75,,,6810.0,1.35,,,,0.0,31607.0,49.0,,,1.35,6810.0,,23817.0,,108.97,,,,33.71,33.71,5253278.0,193007076.43,,213.91,33.75,25.93,0.2075,33.82,0.7501
2006-12-18,6014492.0,225222775.46,10.79,18.05,5.22,248.25,2.0,146870346.97,2797258.0,3922119.0,104748033.66,,,138707.0,,,,,0.46,,12446.0,,,,138707.0,,,35425.0,114.69,1.36,,,35.85,35.85,5006015.0,187458656.91,,205.29,35.84,25.47,0.204,33.19,0.7708
2006-12-19,5390181.0,195303371.65,9.67,15.67,4.68,221.56,1.0,118941339.29,2792009.0,3282664.0,101163350.8,,,6051.0,,,16975.0,,0.46,,11300.0,,,,6051.0,0.46,,656430.0,114.08,27.19,,,35.73,35.73,5021305.0,181937822.97,,204.24,35.84,16.32,0.2029,37.39,0.6899
2006-12-20,5996645.0,219395413.94,10.75,16.62,5.21,244.87,2.0,143923460.32,2755181.0,3933801.0,100802044.47,,,66138.0,26.53,,20000.0,,4.88,654948.0,119604.0,,,26.53,66138.0,0.8,16639.0,23811.0,111.32,1.2,,,35.64,35.64,4974363.0,181993836.46,,200.23,35.73,25.59,0.2058,33.58,0.7758
2006-12-21,5302536.0,192031675.17,9.51,14.4,4.61,216.62,1.0,116891286.34,2757738.0,3227698.0,99871655.34,,,34070.0,1.64,,,,1.27,37342.0,31513.0,,,1.64,34070.0,,,743445.0,111.5,30.36,,,35.25,35.25,5064957.0,183427736.73,,203.66,35.38,16.15,0.2092,38.38,0.6778
