,ALI2S FP Equity_DX_SI_QTY,ALI2S FP Equity_DX_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALI2S FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALI2S FP Equity_DX_SI_MV,ALI2S FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SUPPLY_SI_QTY,ALI2S FP Equity_DX_BROKER_SI_QTY,ALI2S FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALI2S FP Equity_DX_SUPPLY_SI_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALI2S FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_MV,ALI2S FP Equity_DX_BROKER_SI_CON_RATIO,ALI2S FP Equity_DX_DEMAND_SUPPLY_RATIO,ALI2S FP Equity_PX_LAST
2023-01-03,,,,,,,,,,,,,,,,,,,,5.85
2023-01-04,,,,,,,,,,,,,,,,,,,,6.05
2023-01-05,,,,,,,,,,,,,,,,,,,,6.15
2023-01-06,,,,,,,,,,,,,,,,,,,,6.15
2023-01-09,,,,,,,,,,,,,,,,,,,,6.0
2023-01-10,,,,,,,,,,,,,,,,,,,,6.25
2023-01-11,,,,,,,,,,,,,,,,,,,,6.25
2023-01-12,,,,,,,,,,,,,,,,,,,,6.25
2023-01-13,,,,,,,,,,,,,,,,,,,,6.25
2023-01-16,,,,,,,,,,,,,,,,,,,,6.25
2023-01-17,,,,,,,,,,,,,,,,,,,,6.25
2023-01-18,,,,,,,,,,,,,,,,,,,,6.25
2023-01-19,,,,,,,,,,,,,,,,,,,,6.25
2023-01-20,,,,,,,,,,,,,,,,,,,,6.25
2023-01-23,,,,,,,,,,,,,,,,,,,,6.25
2023-01-24,,,,,,,,,,,,,,,,,,,,6.25
2023-01-25,,,,,,,,,,,,,,,,,,,,6.25
2023-01-26,,,,,,,,,,,,,,,,,,,,6.25
2023-01-27,,,,,,,,,,,,,,,,,,,,6.25
2023-01-30,,,,,,,,,,,,,,,,,,,,6.25
2023-01-31,,,,,,,,,,,,,,,,,,,,6.25
2023-02-01,,,,,,,,,,,,,,,,,,,,6.25
2023-02-02,,,,,,,,,,,,,,,,,,,,6.3
2023-02-03,,,,,,,,,,,,,,,,,,,,6.3
2023-02-06,,,,,,,,,,,,,,,,,,,,6.15
2023-02-07,,,,,,,,,,,,,,,,,,,,6.15
2023-02-08,,,,,,,,,,,,,,,,,,,,6.15
2023-02-09,,,,,,,,,,,,,,,,,,,,6.15
2023-02-10,,,,,,,,,,,,,,,,,,,,6.15
2023-02-13,,,,,,,,,,,,,,,,,,,,6.15
2023-02-14,,,,,,,,,,,,,,,,,,,,6.15
2023-02-15,,,,,,,,,,,,,,,,,,,,6.15
2023-02-16,,,,,,,,,,,,,,,,,,,,6.15
2023-02-17,,,,,,,,,,,,,,,,,,,,6.15
2023-02-20,,,,,,,,,,,,,,,,,,,,6.15
2023-02-21,,,,,,,,,,,,,,,,,,,,6.15
2023-02-22,,,,,,,,,,,,,,,,,,,,6.15
2023-02-23,,,,,,,,,,,,,,,,,,,,6.15
2023-02-24,,,,,,,,,,,,,,,,,,,,6.15
2023-02-27,,,,,,,,,,,,,,,,,,,,6.15
2023-02-28,,,,,,,,,,,,,,,,,,,,6.15
2023-03-01,,,,,,,,,,,,,,,,,,,,6.15
2023-03-02,,,,,,,,,,,,,,,,,,,,6.15
2023-03-03,,,,,,,,,,,,,,,,,,,,6.15
2023-03-06,,,,,,,,,,,,,,,,,,,,6.15
2023-03-07,,,,,,,,,,,,,,,,,,,,6.15
2023-03-08,,,,,,,,,,,,,,,,,,,,6.15
2023-03-09,,,,,,,,,,,,,,,,,,,,6.15
2023-03-10,,,,,,,,,,,,,,,,,,,,6.15
2023-03-13,,,,,,,,,,,,,,,,,,,,5.9
2023-03-14,,,,,,,,,,,,,,,,,,,,5.95
2023-03-15,,,,,,,,,,,,,,,,,,,,5.95
2023-03-16,,,,,,,,,,,,,,,,,,,,5.95
2023-03-17,,,,,,,,,,,,,,,,,,,,6.35
2023-03-20,,,,,,,,,,,,,,,,,,,,6.35
2023-03-21,,,,,,,,,,,,,,,,,,,,6.35
2023-03-22,,,,,,,,,,,,,,,,,,,,6.45
2023-03-23,,,,,,,,,,,,,,,,,,,,6.45
2023-03-24,,,,,,,,,,,,,,,,,,,,6.45
2023-03-27,,,,,,,,,,,,,,,,,,,,6.4
2023-03-28,,,,,,,,,,,,,,,,,,,,6.4
2023-03-29,,,,,,,,,,,,,,,,,,,,6.4
2023-03-30,,,,,,,,,,,,,,,,,,,,6.4
2023-03-31,,,,,,,,,,,,,,,,,,,,6.4
2023-04-03,,,,,,,,,,,,,,,,,,,,6.4
2023-04-04,,,,,,,,,,,,,,,,,,,,6.45
2023-04-05,,,,,,,,,,,,,,,,,,,,6.45
2023-04-06,,,,,,,,,,,,,,,,,,,,6.45
2023-04-11,,,,,,,,,,,,,,,,,,,,6.45
2023-04-12,,,,,,,,,,,,,,,,,,,,6.45
2023-04-13,,,,,,,,,,,,,,,,,,,,6.45
2023-04-14,,,,,,,,,,,,,,,,,,,,6.45
2023-04-17,,,,,,,,,,,,,,,,,,,,6.45
2023-04-18,,,,,,,,,,,,,,,,,,,,6.45
2023-04-19,,,,,,,,,,,,,,,,,,,,6.45
2023-04-20,,,,,,,,,,,,,,,,,,,,6.45
2023-04-21,,,,,,,,,,,,,,,,,,,,6.45
2023-04-24,,,,,,,,,,,,,,,,,,,,6.45
2023-04-25,,,,,,,,,,,,,,,,,,,,6.15
2023-04-26,,,,,,,,,,,,,,,,,,,,6.15
2023-04-27,,,,,,,,,,,,,,,,,,,,6.15
2023-04-28,,,,,,,,,,,,,,,,,,,,6.15
2023-05-02,,,,,,,,,,,,,,,,,,,,6.15
2023-05-03,,,,,,,,,,,,,,,,,,,,6.15
2023-05-04,,,,,,,,,,,,,,,,,,,,6.15
2023-05-05,,,,,,,,,,,,,,,,,,,,6.0
2023-05-08,,,,,,,,,,,,,,,,,,,,6.25
2023-05-09,,,,,,,,,,,,,,,,,,,,6.25
2023-05-10,,,,,,,,,,,,,,,,,,,,6.25
2023-05-11,,,,,,,,,,,,,,,,,,,,6.25
2023-05-12,,,,,,,,,,,,,,,,,,,,6.0
2023-05-15,,,,,,,,,,,,,,,,,,,,6.4
2023-05-16,,,,,,,,,,,,,,,,,,,,6.4
2023-05-17,,,,,,,,,,,,,,,,,,,,6.4
2023-05-18,,,,,,,,,,,,,,,,,,,,6.4
2023-05-19,,,,,,,,,,,,,,,,,,,,6.4
2023-05-22,,,,,,,,,,,,,,,,,,,,6.4
2023-05-23,,,,,,,,,,,,,,,,,,,,6.4
2023-05-24,,,,,,,,,,,,,,,,,,,,6.4
2023-05-25,,,,,,,,,,,,,,,,,,,,6.4
2023-05-26,,,,,,,,,,,,,,,,,,,,6.4
2023-05-29,,,,,,,,,,,,,,,,,,,,6.4
2023-05-30,,,,,,,,,,,,,,,,,,,,6.4
2023-05-31,,,,,,,,,,,,,,,,,,,,6.4
2023-06-01,,,,,,,,,,,,,,,,,,,,6.4
2023-06-02,,,,,,,,,,,,,,,,,,,,6.4
2023-06-05,,,,,,,,,,,,,,,,,,,,6.2
2023-06-06,,,,,,,,,,,,,,,,,,,,6.2
2023-06-07,,,,,,,,,,,,,,,,,,,,6.2
2023-06-08,,,,,,,,,,,,,,,,,,,,6.2
2023-06-09,,,,,,,,,,,,,,,,,,,,6.2
2023-06-12,,,,,,,,,,,,,,,,,,,,6.2
2023-06-13,,,,,,,,,,,,,,,,,,,,6.2
2023-06-14,,,,,,,,,,,,,,,,,,,,6.2
2023-06-15,,,,,,,,,,,,,,,,,,,,6.2
2023-06-16,,,,,,,,,,,,,,,,,,,,6.2
2023-06-19,,,,,,,,,,,,,,,,,,,,6.2
2023-06-20,,,,,,,,,,,,,,,,,,,,6.2
2023-06-21,,,,,,,,,,,,,,,,,,,,6.2
2023-06-22,,,,,,,,,,,,,,,,,,,,6.05
2023-06-23,,,,,,,,,,,,,,,,,,,,6.05
2023-06-26,,,,,,,,,,,,,,,,,,,,6.05
2023-06-27,,,,,,,,,,,,,,,,,,,,6.05
2023-06-28,,,,,,,,,,,,,,,,,,,,6.05
2023-06-29,,,,,,,,,,,,,,,,,,,,6.05
2023-06-30,,,,,,,,,,,,,,,,,,,,6.05
2023-07-03,,,,,,,,,,,,,,,,,,,,6.05
2023-07-04,,,,,,,,,,,,,,,,,,,,6.05
2023-07-05,,,,,,,,,,,,,,,,,,,,6.05
2023-07-06,,,,,,,,,,,,,,,,,,,,6.05
2023-07-07,,,,,,,,,,,,,,,,,,,,6.0
2023-07-10,,,,,,,,,,,,,,,,,,,,5.6
2023-07-11,,,,,,,,,,,,,,,,,,,,5.95
2023-07-12,,,,,,,,,,,,,,,,,,,,5.95
2023-07-13,,,,,,,,,,,,,,,,,,,,5.95
2023-07-14,,,,,,,,,,,,,,,,,,,,5.95
2023-07-17,,,,,,,,,,,,,,,,,,,,5.95
2023-07-18,,,,,,,,,,,,,,,,,,,,5.95
2023-07-19,,,,,,,,,,,,,,,,,,,,5.95
2023-07-20,,,,,,,,,,,,,,,,,,,,5.95
2023-07-21,,,,,,,,,,,,,,,,,,,,5.95
2023-07-24,,,,,,,,,,,,,,,,,,,,5.95
2023-07-25,,,,,,,,,,,,,,,,,,,,5.95
2023-07-26,,,,,,,,,,,,,,,,,,,,5.95
2023-07-27,,,,,,,,,,,,,,,,,,,,5.95
2023-07-28,,,,,,,,,,,,,,,,,,,,5.95
2023-07-31,,,,,,,,,,,,,,,,,,,,5.95
2023-08-01,,,,,,,,,,,,,,,,,,,,6.2
2023-08-02,,,,,,,,,,,,,,,,,,,,6.2
2023-08-03,,,,,,,,,,,,,,,,,,,,6.2
2023-08-04,,,,,,,,,,,,,,,,,,,,6.2
2023-08-07,,,,,,,,,,,,,,,,,,,,6.2
2023-08-08,,,,,,,,,,,,,,,,,,,,6.2
2023-08-09,,,,,,,,,,,,,,,,,,,,6.2
2023-08-10,,,,,,,,,,,,,,,,,,,,6.2
2023-08-11,,,,,,,,,,,,,,,,,,,,6.2
2023-08-14,,,,,,,,,,,,,,,,,,,,6.2
2023-08-15,,,,,,,,,,,,,,,,,,,,6.2
2023-08-16,,,,,,,,,,,,,,,,,,,,6.2
2023-08-17,,,,,,,,,,,,,,,,,,,,6.2
2023-08-18,,,,,,,,,,,,,,,,,,,,5.65
2023-08-21,,,,,,,,,,,,,,,,,,,,5.65
2023-08-22,,,,,,,,,,,,,,,,,,,,5.7
2023-08-23,,,,,,,,,,,,,,,,,,,,5.65
2023-08-24,,,,,,,,,,,,,,,,,,,,5.7
2023-08-25,,,,,,,,,,,,,,,,,,,,5.7
2023-08-28,,,,,,,,,,,,,,,,,,,,5.7
2023-08-29,,,,,,,,,,,,,,,,,,,,5.7
2023-08-30,,,,,,,,,,,,,,,,,,,,5.7
2023-08-31,,,,,,,,,,,,,,,,,,,,5.7
2023-09-01,,,,,,,,,,,,,,,,,,,,5.6
2023-09-04,,,,,,,,,,,,,,,,,,,,5.6
2023-09-05,,,,,,,,,,,,,,,,,,,,5.6
2023-09-06,,,,,,,,,,,,,,,,,,,,5.6
2023-09-07,,,,,,,,,,,,,,,,,,,,5.7
2023-09-08,,,,,,,,,,,,,,,,,,,,5.7
2023-09-11,,,,,,,,,,,,,,,,,,,,5.6
2023-09-12,,,,,,,,,,,,,,,,,,,,5.6
2023-09-13,,,,,,,,,,,,,,,,,,,,5.6
2023-09-14,,,,,,,,,,,,,,,,,,,,5.6
2023-09-15,,,,,,,,,,,,,,,,,,,,5.25
2023-09-18,,,,,,,,,,,,,,,,,,,,5.15
2023-09-19,,,,,,,,,,,,,,,,,,,,5.15
2023-09-20,,,,,,,,,,,,,,,,,,,,5.15
2023-09-21,,,,,,,,,,,,,,,,,,,,5.15
2023-09-22,,,,,,,,,,,,,,,,,,,,5.15
2023-09-25,,,,,,,,,,,,,,,,,,,,4.84
2023-09-26,,,,,,,,,,,,,,,,,,,,5.15
2023-09-27,,,,,,,,,,,,,,,,,,,,5.15
2023-09-28,,,,,,,,,,,,,,,,,,,,4.84
2023-09-29,,,,,,,,,,,,,,,,,,,,5.15
2023-10-02,,,,,,,,,,,,,,,,,,,,5.15
2023-10-03,,,,,,,,,,,,,,,,,,,,5.15
2023-10-04,,,,,,,,,,,,,,,,,,,,5.15
2023-10-05,,,,,,,,,,,,,,,,,,,,5.15
2023-10-06,,,,,,,,,,,,,,,,,,,,5.5
2023-10-09,,,,,,,,,,,,,,,,,,,,5.1
2023-10-10,,,,,,,,,,,,,,,,,,,,5.5
2023-10-11,,,,,,,,,,,,,,,,,,,,5.5
2023-10-12,,,,,,,,,,,,,,,,,,,,5.5
2023-10-13,,,,,,,,,,,,,,,,,,,,5.5
2023-10-16,,,,,,,,,,,,,,,,,,,,5.5
2023-10-17,,,,,,,,,,,,,,,,,,,,5.5
2023-10-18,,,,,,,,,,,,,,,,,,,,5.5
2023-10-19,,,,,,,,,,,,,,,,,,,,5.5
2023-10-20,,,,,,,,,,,,,,,,,,,,5.5
2023-10-23,,,,,,,,,,,,,,,,,,,,5.5
2023-10-24,,,,,,,,,,,,,,,,,,,,5.5
2023-10-25,,,,,,,,,,,,,,,,,,,,5.5
2023-10-26,,,,,,,,,,,,,,,,,,,,5.2
2023-10-27,,,,,,,,,,,,,,,,,,,,5.2
2023-10-30,,,,,,,,,,,,,,,,,,,,5.2
2023-10-31,,,,,,,,,,,,,,,,,,,,5.2
2023-11-01,,,,,,,,,,,,,,,,,,,,4.9
2023-11-02,,,,,,,,,,,,,,,,,,,,5.5
2023-11-03,,,,,,,,,,,,,,,,,,,,5.5
2023-11-06,,,,,,,,,,,,,,,,,,,,5.3
2023-11-07,,,,,,,,,,,,,,,,,,,,5.3
2023-11-08,,,,,,,,,,,,,,,,,,,,5.3
2023-11-09,,,,,,,,,,,,,,,,,,,,5.3
2023-11-10,,,,,,,,,,,,,,,,,,,,5.3
2023-11-13,,,,,,,,,,,,,,,,,,,,5.3
2023-11-14,,,,,,,,,,,,,,,,,,,,5.3
2023-11-15,,,,,,,,,,,,,,,,,,,,5.3
2023-11-16,,,,,,,,,,,,,,,,,,,,5.3
2023-11-17,,,,,,,,,,,,,,,,,,,,5.3
2023-11-20,,,,,,,,,,,,,,,,,,,,5.3
2023-11-21,,,,,,,,,,,,,,,,,,,,5.3
2023-11-22,,,,,,,,,,,,,,,,,,,,5.3
2023-11-23,,,,,,,,,,,,,,,,,,,,5.3
2023-11-24,,,,,,,,,,,,,,,,,,,,6.0
2023-11-27,,,,,,,,,,,,,,,,,,,,6.0
2023-11-28,,,,,,,,,,,,,,,,,,,,6.0
2023-11-29,,,,,,,,,,,,,,,,,,,,6.0
2023-11-30,,,,,,,,,,,,,,,,,,,,6.0
2023-12-01,,,,,,,,,,,,,,,,,,,,5.0
2023-12-04,,,,,,,,,,,,,,,,,,,,5.2
2023-12-05,,,,,,,,,,,,,,,,,,,,5.2
2023-12-06,,,,,,,,,,,,,,,,,,,,5.2
2023-12-07,,,,,,,,,,,,,,,,,,,,5.25
2023-12-08,,,,,,,,,,,,,,,,,,,,5.25
2023-12-11,,,,,,,,,,,,,,,,,,,,5.25
2023-12-12,,,,,,,,,,,,,,,,,,,,5.05
2023-12-13,,,,,,,,,,,,,,,,,,,,5.05
2023-12-14,,,,,,,,,,,,,,,,,,,,5.05
2023-12-15,,,,,,,,,,,,,,,,,,,,5.05
2023-12-18,,,,,,,,,,,,,,,,,,,,5.85
2023-12-19,,,,,,,,,,,,,,,,,,,,5.85
2023-12-20,,,,,,,,,,,,,,,,,,,,5.8
2023-12-21,,,,,,,,,,,,,,,,,,,,5.8
2023-12-22,,,,,,,,,,,,,,,,,,,,5.8
2023-12-27,,,,,,,,,,,,,,,,,,,,5.8
2023-12-28,,,,,,,,,,,,,,,,,,,,5.8
2023-12-29,,,,,,,,,,,,,,,,,,,,5.8
2024-01-02,,,,,,,,,,,,,,,,,,,,5.1
2024-01-03,,,,,,,,,,,,,,,,,,,,5.5
2024-01-04,,,,,,,,,,,,,,,,,,,,5.5
2024-01-05,,,,,,,,,,,,,,,,,,,,5.5
2024-01-08,,,,,,,,,,,,,,,,,,,,5.5
2024-01-09,,,,,,,,,,,,,,,,,,,,5.5
2024-01-10,,,,,,,,,,,,,,,,,,,,5.5
2024-01-11,,,,,,,,,,,,,,,,,,,,5.55
2024-01-12,,,,,,,,,,,,,,,,,,,,5.55
2024-01-15,,,,,,,,,,,,,,,,,,,,5.55
2024-01-16,,,,,,,,,,,,,,,,,,,,5.65
2024-01-17,,,,,,,,,,,,,,,,,,,,5.55
2024-01-18,,,,,,,,,,,,,,,,,,,,5.8
2024-01-19,,,,,,,,,,,,,,,,,,,,5.85
2024-01-22,,,,,,,,,,,,,,,,,,,,5.9
2024-01-23,,,,,,,,,,,,,,,,,,,,5.9
2024-01-24,,,,,,,,,,,,,,,,,,,,6.0
2024-01-25,,,,,,,,,,,,,,,,,,,,6.0
2024-01-26,,,,,,,,,,,,,,,,,,,,6.0
2024-01-29,,,,,,,,,,,,,,,,,,,,6.0
2024-01-30,,,,,,,,,,,,,,,,,,,,6.3
2024-01-31,,,,,,,,,,,,,,,,,,,,6.3
2024-02-01,,,,,,,,,,,,,,,,,,,,6.3
2024-02-02,,,,,,,,,,,,,,,,,,,,6.3
2024-02-05,,,,,,,,,,,,,,,,,,,,6.8
2024-02-06,,,,,,,,,,,,,,,,,,,,6.35
2024-02-07,,,,,,,,,,,,,,,,,,,,6.35
2024-02-08,,,,,,,,,,,,,,,,,,,,6.35
2024-02-09,,,,,,,,,,,,,,,,,,,,6.35
2024-02-12,,,,,,,,,,,,,,,,,,,,6.35
2024-02-13,,,,,,,,,,,,,,,,,,,,6.35
2024-02-14,,,,,,,,,,,,,,,,,,,,6.35
2024-02-15,,,,,,,,,,,,,,,,,,,,6.3
2024-02-16,,,,,,,,,,,,,,,,,,,,6.55
2024-02-19,,,,,,,,,,,,,,,,,,,,6.55
2024-02-20,,,,,,,,,,,,,,,,,,,,6.55
2024-02-21,,,,,,,,,,,,,,,,,,,,6.8
2024-02-22,,,,,,,,,,,,,,,,,,,,6.8
2024-02-23,,,,,,,,,,,,,,,,,,,,6.4
2024-02-26,,,,,,,,,,,,,,,,,,,,6.4
2024-02-27,,,,,,,,,,,,,,,,,,,,6.3
2024-02-28,,,,,,,,,,,,,,,,,,,,6.3
2024-02-29,,,,,,,,,,,,,,,,,,,,6.3
2024-03-01,,,,,,,,,,,,,,,,,,,,6.3
2024-03-04,,,,,,,,,,,,,,,,,,,,6.8
2024-03-05,,,,,,,,,,,,,,,,,,,,6.8
2024-03-06,,,,,,,,,,,,,,,,,,,,6.25
2024-03-07,,,,,,,,,,,,,,,,,,,,6.8
2024-03-08,,,,,,,,,,,,,,,,,,,,6.8
2024-03-11,,,,,,,,,,,,,,,,,,,,6.8
2024-03-12,,,,,,,,,,,,,,,,,,,,6.6
2024-03-13,,,,,,,,,,,,,,,,,,,,6.8
2024-03-14,,,,,,,,,,,,,,,,,,,,6.8
2024-03-15,,,,,,,,,,,,,,,,,,,,6.8
2024-03-18,,,,,,,,,,,,,,,,,,,,6.8
2024-03-19,,,,,,,,,,,,,,,,,,,,6.8
2024-03-20,,,,,,,,,,,,,,,,,,,,6.75
2024-03-21,,,,,,,,,,,,,,,,,,,,6.75
2024-03-22,,,,,,,,,,,,,,,,,,,,7.2
2024-03-25,,,,,,,,,,,,,,,,,,,,7.2
2024-03-26,,,,,,,,,,,,,,,,,,,,7.35
2024-03-27,,,,,,,,,,,,,,,,,,,,6.75
2024-03-28,,,,,,,,,,,,,,,,,,,,6.75
2024-04-02,,,,,,,,,,,,,,,,,,,,6.8
2024-04-03,,,,,,,,,,,,,,,,,,,,6.8
2024-04-04,,,,,,,,,,,,,,,,,,,,6.75
2024-04-05,,,,,,,,,,,,,,,,,,,,6.75
2024-04-08,,,,,,,,,,,,,,,,,,,,6.75
2024-04-09,,,,,,,,,,,,,,,,,,,,7.0
2024-04-10,,,,,,,,,,,,,,,,,,,,6.7
2024-04-11,,,,,,,,,,,,,,,,,,,,6.7
2024-04-12,,,,,,,,,,,,,,,,,,,,7.0
2024-04-15,,,,,,,,,,,,,,,,,,,,6.95
2024-04-16,,,,,,,,,,,,,,,,,,,,6.95
2024-04-17,,,,,,,,,,,,,,,,,,,,6.95
2024-04-18,,,,,,,,,,,,,,,,,,,,6.95
2024-04-19,,,,,,,,,,,,,,,,,,,,7.1
2024-04-22,,,,,,,,,,,,,,,,,,,,7.1
2024-04-23,,,,,,,,,,,,,,,,,,,,7.1
2024-04-24,,,,,,,,,,,,,,,,,,,,7.1
2024-04-25,,,,,,,,,,,,,,,,,,,,7.3
2024-04-26,,,,,,,,,,,,,,,,,,,,7.1
2024-04-29,,,,,,,,,,,,,,,,,,,,7.4
2024-04-30,,,,,,,,,,,,,,,,,,,,7.5
2024-05-02,,,,,,,,,,,,,,,,,,,,7.45
2024-05-03,,,,,,,,,,,,,,,,,,,,7.4
2024-05-06,,,,,,,,,,,,,,,,,,,,7.45
2024-05-07,,,,,,,,,,,,,,,,,,,,7.45
2024-05-08,,,,,,,,,,,,,,,,,,,,7.3
2024-05-09,,,,,,,,,,,,,,,,,,,,7.3
2024-05-10,,,,,,,,,,,,,,,,,,,,7.3
2024-05-13,,,,,,,,,,,,,,,,,,,,7.3
2024-05-14,,,,,,,,,,,,,,,,,,,,7.55
2024-05-15,,,,,,,,,,,,,,,,,,,,7.2
2024-05-16,,,,,,,,,,,,,,,,,,,,7.2
2024-05-17,,,,,,,,,,,,,,,,,,,,7.2
2024-05-20,,,,,,,,,,,,,,,,,,,,7.55
2024-05-21,,,,,,,,,,,,,,,,,,,,7.55
2024-05-22,,,,,,,,,,,,,,,,,,,,7.55
2024-05-23,,,,,,,,,,,,,,,,,,,,7.55
2024-05-24,,,,,,,,,,,,,,,,,,,,7.6
2024-05-27,,,,,,,,,,,,,,,,,,,,7.75
2024-05-28,,,,,,,,,,,,,,,,,,,,7.75
2024-05-29,,,,,,,,,,,,,,,,,,,,7.6
2024-05-30,,,,,,,,,,,,,,,,,,,,7.6
2024-05-31,,,,,,,,,,,,,,,,,,,,7.7
2024-06-03,,,,,,,,,,,,,,,,,,,,7.8
2024-06-04,,,,,,,,,,,,,,,,,,,,8.0
2024-06-05,,,,,,,,,,,,,,,,,,,,7.9
2024-06-06,,,,,,,,,,,,,,,,,,,,7.9
2024-06-07,,,,,,,,,,,,,,,,,,,,7.4
2024-06-10,,,,,,,,,,,,,,,,,,,,7.4
2024-06-11,,,,,,,,,,,,,,,,,,,,7.4
2024-06-12,,,,,,,,,,,,,,,,,,,,7.4
2024-06-13,,,,,,,,,,,,,,,,,,,,7.15
2024-06-14,,,,,,,,,,,,,,,,,,,,7.1
2024-06-17,,,,,,,,,,,,,,,,,,,,7.85
2024-06-18,,,,,,,,,,,,,,,,,,,,7.85
2024-06-19,,,,,,,,,,,,,,,,,,,,7.85
2024-06-20,,,,,,,,,,,,,,,,,,,,7.85
2024-06-21,,,,,,,,,,,,,,,,,,,,7.85
2024-06-24,,,,,,,,,,,,,,,,,,,,7.85
2024-06-25,,,,,,,,,,,,,,,,,,,,7.45
2024-06-26,,,,,,,,,,,,,,,,,,,,7.0
2024-06-27,,,,,,,,,,,,,,,,,,,,6.8
2024-06-28,,,,,,,,,,,,,,,,,,,,7.6
2024-07-01,,,,,,,,,,,,,,,,,,,,7.3
2024-07-02,,,,,,,,,,,,,,,,,,,,7.3
2024-07-03,,,,,,,,,,,,,,,,,,,,6.65
2024-07-04,,,,,,,,,,,,,,,,,,,,6.65
2024-07-05,,,,,,,,,,,,,,,,,,,,6.65
2024-07-08,,,,,,,,,,,,,,,,,,,,7.6
2024-07-09,,,,,,,,,,,,,,,,,,,,7.6
2024-07-10,,,,,,,,,,,,,,,,,,,,6.65
2024-07-11,,,,,,,,,,,,,,,,,,,,7.0
2024-07-12,,,,,,,,,,,,,,,,,,,,7.0
2024-07-15,,,,,,,,,,,,,,,,,,,,7.05
2024-07-16,,,,,,,,,,,,,,,,,,,,7.05
2024-07-17,,,,,,,,,,,,,,,,,,,,7.25
2024-07-18,,,,,,,,,,,,,,,,,,,,7.25
2024-07-19,,,,,,,,,,,,,,,,,,,,7.65
2024-07-22,,,,,,,,,,,,,,,,,,,,7.65
2024-07-23,,,,,,,,,,,,,,,,,,,,7.65
2024-07-24,,,,,,,,,,,,,,,,,,,,7.65
2024-07-25,,,,,,,,,,,,,,,,,,,,7.9
2024-07-26,,,,,,,,,,,,,,,,,,,,7.9
2024-07-29,,,,,,,,,,,,,,,,,,,,8.0
2024-07-30,,,,,,,,,,,,,,,,,,,,8.2
2024-07-31,,,,,,,,,,,,,,,,,,,,8.2
2024-08-01,,,,,,,,,,,,,,,,,,,,8.4
2024-08-02,,,,,,,,,,,,,,,,,,,,8.4
2024-08-05,,,,,,,,,,,,,,,,,,,,7.2
2024-08-06,,,,,,,,,,,,,,,,,,,,7.2
2024-08-07,,,,,,,,,,,,,,,,,,,,7.3
2024-08-08,,,,,,,,,,,,,,,,,,,,7.3
2024-08-09,,,,,,,,,,,,,,,,,,,,7.3
2024-08-12,,,,,,,,,,,,,,,,,,,,7.4
2024-08-13,,,,,,,,,,,,,,,,,,,,8.5
2024-08-14,,,,,,,,,,,,,,,,,,,,7.7
2024-08-15,,,,,,,,,,,,,,,,,,,,7.4
2024-08-16,,,,,,,,,,,,,,,,,,,,7.4
2024-08-19,,,,,,,,,,,,,,,,,,,,7.55
2024-08-20,,,,,,,,,,,,,,,,,,,,7.55
2024-08-21,,,,,,,,,,,,,,,,,,,,7.8
2024-08-22,,,,,,,,,,,,,,,,,,,,7.5
2024-08-23,,,,,,,,,,,,,,,,,,,,7.5
2024-08-26,,,,,,,,,,,,,,,,,,,,7.5
2024-08-27,,,,,,,,,,,,,,,,,,,,7.5
2024-08-28,,,,,,,,,,,,,,,,,,,,7.6
2024-08-29,,,,,,,,,,,,,,,,,,,,7.6
2024-08-30,,,,,,,,,,,,,,,,,,,,7.5
2024-09-02,,,,,,,,,,,,,,,,,,,,7.5
2024-09-03,,,,,,,,,,,,,,,,,,,,8.25
2024-09-04,,,,,,,,,,,,,,,,,,,,7.5
2024-09-05,,,,,,,,,,,,,,,,,,,,8.3
2024-09-06,,,,,,,,,,,,,,,,,,,,7.95
2024-09-09,,,,,,,,,,,,,,,,,,,,7.95
2024-09-10,,,,,,,,,,,,,,,,,,,,7.95
2024-09-11,,,,,,,,,,,,,,,,,,,,7.95
2024-09-12,,,,,,,,,,,,,,,,,,,,7.5
2024-09-13,,,,,,,,,,,,,,,,,,,,7.5
2024-09-16,,,,,,,,,,,,,,,,,,,,7.5
2024-09-17,,,,,,,,,,,,,,,,,,,,7.5
2024-09-18,,,,,,,,,,,,,,,,,,,,7.5
2024-09-19,,,,,,,,,,,,,,,,,,,,7.5
2024-09-20,,,,,,,,,,,,,,,,,,,,7.5
2024-09-23,,,,,,,,,,,,,,,,,,,,7.75
2024-09-24,,,,,,,,,,,,,,,,,,,,7.75
2024-09-25,,,,,,,,,,,,,,,,,,,,7.5
2024-09-26,,,,,,,,,,,,,,,,,,,,7.75
2024-09-27,,,,,,,,,,,,,,,,,,,,7.75
