,USHY FP Equity_DX_DSS,USHY FP Equity_PX_LAST
2021-05-12,,88.64
2021-05-13,,88.56
2021-05-14,,88.45
2021-05-17,,88.4
2021-05-18,,87.95
2021-05-19,,87.51
2021-05-20,,87.73
2021-05-21,,87.93
2021-05-24,,87.91
2021-05-25,,87.81
2021-05-26,,88.1
2021-05-27,,88.2
2021-05-28,,88.21
2021-05-31,,87.86
2021-06-01,,87.94
2021-06-02,,88.09
2021-06-03,,89.03
2021-06-04,,88.54
2021-06-07,,88.37
2021-06-08,,88.62
2021-06-09,,88.63
2021-06-10,,89.06
2021-06-11,,89.55
2021-06-14,,89.37
2021-06-15,,89.14
2021-06-16,,89.45
2021-06-17,,90.83
2021-06-18,,91.18
2021-06-21,,91.0
2021-06-22,,91.11
2021-06-23,,90.46
2021-06-24,,91.0
2021-06-25,,91.01
2021-06-28,,91.13
2021-06-29,,91.56
2021-06-30,,91.81
2021-07-01,,92.07
2021-07-02,,92.11
2021-07-05,,92.03
2021-07-06,,92.33
2021-07-07,,88.29
2021-07-08,,87.89
2021-07-09,,87.75
2021-07-12,,87.82
2021-07-13,,88.06
2021-07-14,,87.89
2021-07-15,,87.79
2021-07-16,,88.01
2021-07-19,,87.64
2021-07-20,,88.36
2021-07-21,,88.14
2021-07-22,,88.32
2021-07-23,,88.64
2021-07-26,,88.31
2021-07-27,,87.88
2021-07-28,,88.24
2021-07-29,,87.79
2021-07-30,,88.12
2021-08-02,,87.85
2021-08-03,,87.79
2021-08-04,,87.98
2021-08-05,,88.03
2021-08-06,,88.61
2021-08-09,,88.55
2021-08-10,,88.68
2021-08-11,,88.43
2021-08-12,,88.56
2021-08-13,,88.21
2021-08-16,,88.43
2021-08-17,,88.86
2021-08-18,,88.96
2021-08-19,,88.89
2021-08-20,,89.11
2021-08-23,,88.95
2021-08-24,,88.91
2021-08-25,,88.84
2021-08-26,,88.79
2021-08-27,,88.77
2021-08-30,,88.87
2021-08-31,,88.81
2021-09-01,,88.51
2021-09-02,,88.57
2021-09-03,,88.41
2021-09-06,,88.89
2021-09-07,,88.56
2021-09-08,,88.69
2021-09-09,,88.78
2021-09-10,,88.71
2021-09-13,,89.1
2021-09-14,,88.96
2021-09-15,,89.03
2021-09-16,,89.44
2021-09-17,,89.73
2021-09-20,,89.31
2021-09-21,,89.48
2021-09-22,,89.56
2021-09-23,,89.6
2021-09-24,,89.6
2021-09-27,,89.61
2021-09-28,,89.25
2021-09-29,,89.98
2021-09-30,,90.09
2021-10-01,,90.46
2021-10-04,,89.79
2021-10-05,,89.9
2021-10-06,,90.0
2021-10-07,,90.15
2021-10-08,,89.56
2021-10-11,,89.45
2021-10-12,,89.8
2021-10-13,,89.55
2021-10-14,,89.96
2021-10-15,,89.86
2021-10-18,,89.77
2021-10-19,,89.63
2021-10-20,,89.55
2021-10-21,,89.52
2021-10-22,,89.35
2021-10-25,,89.64
2021-10-26,,89.96
2021-10-27,,89.85
2021-10-28,,89.14
2021-10-29,,90.33
2021-11-01,,89.82
2021-11-02,,90.05
2021-11-03,,89.97
2021-11-04,,90.54
2021-11-05,,90.88
2021-11-08,,90.74
2021-11-09,,90.62
2021-11-10,,90.95
2021-11-11,,91.29
2021-11-12,,91.4
2021-11-15,,91.33
2021-11-16,,91.96
2021-11-17,,92.17
2021-11-18,,91.7
2021-11-19,,92.07
2021-11-22,,92.42
2021-11-23,,91.97
2021-11-24,,92.17
2021-11-25,,92.55
2021-11-26,,90.87
2021-11-29,,91.74
2021-11-30,,91.21
2021-12-01,,91.59
2021-12-02,,91.44
2021-12-03,,92.15
2021-12-06,,92.32
2021-12-07,,93.26
2021-12-08,,90.62
2021-12-09,,90.91
2021-12-10,,90.46
2021-12-13,,90.67
2021-12-14,,90.73
2021-12-15,,90.71
2021-12-16,,90.85
2021-12-17,,90.95
2021-12-20,,90.8
2021-12-21,,91.03
2021-12-22,,90.9
2021-12-23,,91.14
2021-12-24,,91.16
2021-12-27,,91.24
2021-12-28,,91.05
2021-12-29,,91.01
2021-12-30,,91.07
2021-12-31,,91.22
2022-01-03,,91.29
2022-01-04,,91.1
2022-01-05,,90.54
2022-01-06,,90.09
2022-01-07,,89.56
2022-01-10,,89.68
2022-01-11,,89.84
2022-01-12,,89.38
2022-01-13,,88.95
2022-01-14,,89.15
2022-01-17,,89.47
2022-01-18,,89.48
2022-01-19,,89.16
2022-01-20,,89.51
2022-01-21,,89.1
2022-01-24,,88.4
2022-01-25,,89.12
2022-01-26,,89.44
2022-01-27,,89.87
2022-01-28,,88.98
2022-01-31,,88.96
2022-02-01,,89.31
2022-02-02,,88.92
2022-02-03,,87.1
2022-02-04,,86.19
2022-02-07,,86.91
2022-02-08,,87.03
2022-02-09,,86.97
2022-02-10,,86.07
2022-02-11,,86.24
2022-02-14,,87.27
2022-02-15,,86.36
2022-02-16,,86.05
2022-02-17,,86.57
2022-02-18,,86.34
2022-02-21,,86.22
2022-02-22,,86.44
2022-02-23,,86.55
2022-02-24,,87.28
2022-02-25,,88.23
2022-02-28,,88.0
2022-03-01,,87.88
2022-03-02,,87.69
2022-03-03,,89.59
2022-03-04,,90.32
2022-03-07,,89.68
2022-03-08,,89.46
2022-03-09,,89.55
2022-03-10,,88.31
2022-03-11,,87.63
2022-03-14,,87.0
2022-03-15,,86.61
2022-03-16,,87.88
2022-03-17,,87.46
2022-03-18,,87.94
2022-03-21,,88.4
2022-03-22,,87.93
2022-03-23,,87.91
2022-03-24,,88.03
2022-03-25,,88.12
2022-03-28,,87.94
2022-03-29,,87.73
2022-03-30,,87.42
2022-03-31,,87.97
2022-04-01,,88.14
2022-04-04,,89.0
2022-04-05,,88.73
2022-04-06,,88.51
2022-04-07,,88.52
2022-04-08,,88.02
2022-04-11,,87.16
2022-04-12,,88.02
2022-04-13,,88.08
2022-04-14,,88.38
2022-04-19,,88.17
2022-04-20,,87.85
2022-04-21,,87.59
2022-04-22,,87.46
2022-04-25,,88.75
2022-04-26,,88.85
2022-04-27,,90.11
2022-04-28,,89.22
2022-04-29,,89.39
2022-05-02,,89.46
2022-05-03,,89.18
2022-05-04,,88.71
2022-05-05,,88.02
2022-05-06,,88.53
2022-05-09,,87.46
2022-05-10,,86.91
2022-05-11,,87.43
2022-05-12,,88.52
2022-05-13,,88.99
2022-05-16,,88.03
2022-05-17,,87.14
2022-05-18,,86.5
2022-05-19,,86.07
2022-05-20,,86.59
2022-05-23,,85.9
2022-05-24,,85.43
2022-05-25,,87.25
2022-05-26,,87.78
2022-05-27,,88.64
2022-05-30,,88.77
2022-05-31,,88.75
2022-06-01,,88.79
2022-06-02,,87.9
2022-06-03,,87.68
2022-06-06,,87.82
2022-06-07,,87.71
2022-06-08,,87.12
2022-06-09,,86.93
2022-06-10,,86.34
2022-06-13,,84.23
2022-06-14,,85.64
2022-06-15,,86.28
2022-06-16,,83.51
2022-06-17,,84.7
2022-06-20,,84.68
2022-06-21,,84.54
2022-06-22,,84.56
2022-06-23,,85.21
2022-06-24,,85.14
2022-06-27,,84.53
2022-06-28,,84.29
2022-06-29,,84.47
2022-06-30,,83.95
2022-07-01,,85.23
2022-07-04,,86.14
2022-07-05,,86.14
2022-07-06,,84.61
2022-07-07,,85.47
2022-07-08,,85.45
2022-07-11,,85.96
2022-07-12,,86.87
2022-07-13,,86.74
2022-07-14,,86.26
2022-07-15,,87.08
2022-07-18,,86.31
2022-07-19,,86.32
2022-07-20,,86.67
2022-07-21,,86.86
2022-07-22,,87.08
2022-07-25,,87.37
2022-07-26,,87.98
2022-07-27,,88.87
2022-07-28,,89.21
2022-07-29,,88.8
2022-08-01,,89.1
2022-08-02,,88.67
2022-08-03,,89.53
2022-08-04,,88.98
2022-08-05,,89.52
2022-08-08,,90.01
2022-08-09,,88.69
2022-08-10,,88.69
2022-08-11,,88.3
2022-08-12,,89.2
2022-08-15,,89.84
2022-08-16,,89.64
2022-08-17,,88.95
2022-08-18,,89.4
2022-08-19,,89.1
2022-08-22,,89.5
2022-08-23,,89.13
2022-08-24,,89.56
2022-08-25,,89.72
2022-08-26,,88.98
2022-08-29,,88.47
2022-08-30,,87.34
2022-08-31,,86.7
2022-09-01,,87.2
2022-09-02,,87.38
2022-09-05,,87.81
2022-09-06,,87.9
2022-09-07,,88.04
2022-09-08,,88.72
2022-09-09,,88.05
2022-09-12,,87.63
2022-09-13,,86.86
2022-09-14,,87.42
2022-09-15,,86.86
2022-09-16,,85.81
2022-09-19,,86.82
2022-09-20,,86.5
2022-09-21,,87.33
2022-09-22,,86.83
2022-09-23,,87.34
2022-09-26,,87.91
2022-09-27,,86.77
2022-09-28,,87.37
2022-09-29,,85.97
2022-09-30,,85.72
2022-10-03,,86.24
2022-10-04,,86.54
2022-10-05,,86.61
2022-10-06,,88.12
2022-10-07,,87.14
2022-10-10,,86.62
2022-10-11,,86.24
2022-10-12,,87.5
2022-10-13,,85.67
2022-10-14,,86.95
2022-10-17,,86.49
2022-10-18,,86.64
2022-10-19,,86.62
2022-10-20,,86.6
2022-10-21,,86.65
2022-10-24,,86.04
2022-10-25,,85.89
2022-10-26,,85.54
2022-10-27,,86.28
2022-10-28,,87.82
2022-10-31,,87.32
2022-11-01,,87.35
2022-11-02,,87.47
2022-11-03,,86.4
2022-11-04,,86.14
2022-11-07,,85.73
2022-11-08,,85.38
2022-11-09,,84.71
2022-11-10,,87.24
2022-11-11,,84.18
2022-11-14,,84.61
2022-11-15,,84.01
2022-11-16,,83.75
2022-11-17,,83.83
2022-11-18,,84.09
2022-11-21,,84.98
2022-11-22,,84.86
2022-11-23,,84.87
2022-11-24,,84.82
2022-11-25,,84.78
2022-11-28,,84.42
2022-11-29,,84.35
2022-11-30,,84.72
2022-12-01,,84.64
2022-12-02,,84.99
2022-12-05,,84.26
2022-12-06,,83.72
2022-12-07,,82.04
2022-12-08,,81.98
2022-12-09,,82.56
2022-12-12,,82.41
2022-12-13,,82.83
2022-12-14,,82.46
2022-12-15,,82.07
2022-12-16,,81.9
2022-12-19,,81.18
2022-12-20,,80.83
2022-12-21,,81.5
2022-12-22,,81.82
2022-12-23,,81.06
2022-12-27,,82.07
2022-12-28,,81.54
2022-12-29,,79.82
2022-12-30,,79.91
2023-01-02,,79.91
2023-01-03,,81.93
2023-01-04,,80.51
2023-01-05,,81.0
2023-01-06,,82.4
2023-01-09,,81.97
2023-01-10,,81.68
2023-01-11,,81.95
2023-01-12,,81.98
2023-01-13,,81.92
2023-01-16,,82.8
2023-01-17,,82.1
2023-01-18,,82.44
2023-01-19,,80.86
2023-01-20,,81.35
2023-01-23,,81.36
2023-01-24,,81.38
2023-01-25,,81.0
2023-01-26,,81.43
2023-01-27,,81.36
2023-01-30,,81.21
2023-01-31,,80.98
2023-02-01,,81.01
2023-02-02,,83.1
2023-02-03,,83.22
2023-02-06,,82.57
2023-02-07,,82.46
2023-02-08,,83.03
2023-02-09,,83.09
2023-02-10,,81.68
2023-02-13,,81.6
2023-02-14,,81.0
2023-02-15,,81.23
2023-02-16,,81.29
2023-02-17,,80.93
2023-02-20,,81.64
2023-02-21,,80.48
2023-02-22,,80.86
2023-02-23,,81.68
2023-02-24,,81.32
2023-02-27,,82.03
2023-02-28,,81.83
2023-03-01,,81.42
2023-03-02,,81.49
2023-03-03,,82.2
2023-03-06,,81.88
2023-03-07,,81.78
2023-03-08,,82.16
2023-03-09,,81.87
2023-03-10,,80.62
2023-03-13,,80.79
2023-03-14,,80.95
2023-03-15,,81.5
2023-03-16,,80.3
2023-03-17,,80.73
2023-03-20,,79.59
2023-03-21,,80.5
2023-03-22,,80.28
2023-03-23,,79.99
2023-03-24,,80.29
2023-03-27,,80.04
2023-03-28,,79.06
2023-03-29,,79.58
2023-03-30,,80.3
2023-03-31,,80.2
2023-04-03,,81.48
2023-04-04,,80.71
2023-04-05,,80.62
2023-04-06,,80.71
2023-04-11,,80.92
2023-04-12,,80.32
2023-04-13,,80.46
2023-04-14,,80.73
2023-04-17,,80.81
2023-04-18,,80.81
2023-04-19,,80.52
2023-04-20,,80.3
2023-04-21,,80.58
2023-04-24,,80.39
2023-04-25,,80.88
2023-04-26,,80.1
2023-04-27,,79.73
2023-04-28,,80.23
2023-05-02,,80.63
2023-05-03,,80.09
2023-05-04,,80.44
2023-05-05,,79.8
2023-05-08,,79.85
2023-05-09,,80.47
2023-05-10,,80.64
2023-05-11,,80.89
2023-05-12,,81.15
2023-05-15,,80.99
2023-05-16,,80.56
2023-05-17,,80.96
2023-05-18,,81.09
2023-05-19,,81.06
2023-05-22,,81.39
2023-05-23,,81.72
2023-05-24,,80.98
2023-05-25,,81.11
2023-05-26,,81.57
2023-05-29,,81.8
2023-05-30,,81.91
2023-05-31,,82.25
2023-06-01,,82.61
2023-06-02,,82.33
2023-06-05,,82.81
2023-06-06,,82.81
2023-06-07,,82.54
2023-06-08,,82.28
2023-06-09,,82.6
2023-06-12,,82.75
2023-06-13,,82.59
2023-06-14,,82.21
2023-06-15,,81.84
2023-06-16,,81.64
2023-06-19,,81.64
2023-06-20,,81.64
2023-06-21,,80.91
2023-06-22,,80.67
2023-06-23,,81.45
2023-06-26,,80.97
2023-06-27,,80.61
2023-06-28,,80.99
2023-06-29,,81.33
2023-06-30,,81.46
2023-07-03,,81.95
2023-07-04,,81.81
2023-07-05,,81.72
2023-07-06,,80.91
2023-07-07,,80.65
2023-07-10,,80.68
2023-07-11,,80.77
2023-07-12,,80.53
2023-07-13,,80.71
2023-07-14,,80.07
2023-07-17,,79.97
2023-07-18,,80.44
2023-07-19,,80.5
2023-07-20,,80.54
2023-07-21,,80.95
2023-07-24,,81.42
2023-07-25,,81.09
2023-07-26,,81.24
2023-07-27,,81.9
2023-07-28,,81.86
2023-07-31,,82.07
2023-08-01,,81.95
2023-08-02,,81.65
2023-08-03,,81.51
2023-08-04,,81.18
2023-08-07,,81.43
2023-08-08,,81.53
2023-08-09,,81.59
2023-08-10,,81.63
2023-08-11,,81.46
2023-08-14,,81.7
2023-08-15,,81.68
2023-08-16,,81.93
2023-08-17,,81.59
2023-08-18,,81.84
2023-08-21,,81.06
2023-08-22,,81.75
2023-08-23,,82.4
2023-08-24,,82.04
2023-08-25,,82.31
2023-08-28,,82.74
2023-08-29,,82.88
2023-08-30,,82.33
2023-08-31,,82.91
2023-09-01,,83.42
2023-09-04,,83.6
2023-09-05,,84.02
2023-09-06,,83.36
2023-09-07,,83.37
2023-09-08,,83.67
2023-09-11,,83.41
2023-09-12,,83.59
2023-09-13,,83.34
2023-09-14,,84.23
2023-09-15,,84.12
2023-09-18,,83.82
2023-09-19,,83.74
2023-09-20,,83.39
2023-09-21,,83.35
2023-09-22,,83.57
2023-09-25,,83.63
2023-09-26,,83.52
2023-09-27,,84.1
2023-09-28,,83.49
2023-09-29,,83.88
2023-10-02,,83.51
2023-10-03,,83.62
2023-10-04,,82.63
2023-10-05,,83.1
2023-10-06,,82.51
2023-10-09,,83.64
2023-10-10,,83.35
2023-10-11,,83.07
2023-10-12,,83.35
2023-10-13,,83.82
2023-10-16,,83.12
2023-10-17,,82.45
2023-10-18,,82.64
2023-10-19,,82.03
2023-10-20,,82.05
2023-10-23,,81.82
2023-10-24,,82.24
2023-10-25,,82.45
2023-10-26,,82.9
2023-10-27,,82.68
2023-10-30,,82.34
2023-10-31,,83.05
2023-11-01,,83.29
2023-11-02,,83.89
2023-11-03,,83.58
2023-11-06,,83.84
2023-11-07,,84.23
2023-11-08,,84.01
2023-11-09,,83.89
2023-11-10,,84.18
2023-11-13,,83.8
2023-11-14,,83.68
2023-11-15,,83.14
2023-11-16,,83.01
2023-11-17,,83.18
2023-11-20,,82.99
2023-11-21,,83.05
2023-11-22,,83.64
2023-11-23,,83.47
2023-11-24,,83.32
2023-11-27,,83.23
2023-11-28,,83.09
2023-11-29,,83.82
2023-11-30,,84.01
2023-12-01,,84.98
2023-12-04,,85.36
2023-12-05,,85.8
2023-12-06,,85.91
2023-12-07,,85.85
2023-12-08,,86.02
2023-12-11,,86.1
2023-12-12,,80.92
2023-12-13,,81.32
2023-12-14,,80.9
2023-12-15,,81.7
2023-12-18,,81.47
2023-12-19,,81.55
2023-12-20,,81.57
2023-12-21,,81.58
2023-12-22,,81.48
2023-12-27,,81.03
2023-12-28,,80.9
2023-12-29,,81.35
2024-01-02,,81.37
2024-01-03,,81.48
2024-01-04,,80.8
2024-01-05,,81.14
2024-01-08,,80.89
2024-01-09,,81.58
2024-01-10,,81.6
2024-01-11,,81.6
2024-01-12,,81.99
2024-01-15,,81.97
2024-01-16,,82.21
2024-01-17,,82.15
2024-01-18,,82.11
2024-01-19,,81.81
2024-01-22,,82.24
2024-01-23,,82.24
2024-01-24,,82.09
2024-01-25,,82.72
2024-01-26,,82.61
2024-01-29,,83.07
2024-01-30,,82.85
2024-01-31,,82.7
2024-02-01,,82.77
2024-02-02,,82.81
2024-02-05,,83.02
2024-02-06,,83.35
2024-02-07,,83.19
2024-02-08,,83.15
2024-02-09,,83.28
2024-02-12,,83.52
2024-02-13,,83.28
2024-02-14,,83.23
2024-02-15,,82.87
2024-02-16,,82.87
2024-02-19,,82.64
2024-02-20,,82.43
2024-02-21,,82.45
2024-02-22,,82.92
2024-02-23,,83.03
2024-02-26,,82.55
2024-02-27,,82.54
2024-02-28,,82.63
2024-02-29,,83.0
2024-03-01,,82.64
2024-03-04,,82.85
2024-03-05,,82.84
2024-03-06,,82.44
2024-03-07,,82.31
2024-03-08,,82.52
2024-03-11,,82.54
2024-03-12,,82.47
2024-03-13,,82.45
2024-03-14,,82.7
2024-03-15,,82.79
2024-03-18,,82.84
2024-03-19,,83.03
2024-03-20,,83.1
2024-03-21,,83.43
2024-03-22,,83.82
2024-03-25,,83.48
2024-03-26,,83.33
2024-03-27,,83.8
2024-03-28,,84.08
2024-04-02,,83.67
2024-04-03,,83.43
2024-04-04,,83.04
2024-04-05,,83.51
2024-04-08,,83.4
2024-04-09,,83.17
2024-04-10,,83.66
2024-04-11,,83.51
2024-04-12,,83.9
2024-04-15,,84.09
2024-04-16,,83.76
2024-04-17,,83.57
2024-04-18,,83.56
2024-04-19,,83.72
2024-04-22,,83.83
2024-04-23,,83.84
2024-04-24,,83.86
2024-04-25,,83.12
2024-04-26,,84.03
2024-04-29,,83.84
2024-04-30,,84.07
2024-05-02,,84.31
2024-05-03,,84.0
2024-05-06,,84.39
2024-05-07,,84.51
2024-05-08,,84.39
2024-05-09,,84.15
2024-05-10,,84.25
2024-05-13,,84.03
2024-05-14,,83.82
2024-05-15,,84.01
2024-05-16,,83.95
2024-05-17,,84.08
2024-05-20,,83.9
2024-05-21,,84.27
2024-05-22,,83.93
2024-05-23,,83.75
2024-05-24,,83.79
2024-05-27,,83.92
2024-05-28,,83.62
2024-05-29,,83.86
2024-05-30,,84.07
2024-05-31,,83.89
2024-06-03,,83.87
2024-06-04,,83.84
2024-06-05,,84.28
2024-06-06,,84.15
2024-06-07,,84.54
2024-06-10,,85.07
2024-06-11,,85.28
2024-06-12,,84.88
2024-06-13,,85.23
2024-06-14,,85.37
2024-06-17,,85.45
2024-06-18,,85.35
2024-06-19,,85.07
2024-06-20,,85.35
2024-06-21,,85.89
2024-06-24,,85.82
2024-06-25,,85.79
2024-06-26,,86.03
2024-06-27,,85.7
2024-06-28,,85.48
2024-07-01,,85.56
2024-07-02,,85.5
2024-07-03,,85.42
2024-07-04,,85.16
2024-07-05,,85.49
2024-07-08,,85.28
2024-07-09,,85.41
2024-07-10,,85.06
2024-07-11,,85.57
2024-07-12,,85.11
2024-07-15,,85.36
2024-07-16,,85.81
2024-07-17,,85.43
2024-07-18,,85.6
2024-07-19,,85.39
2024-07-22,,85.74
2024-07-23,,86.2
2024-07-24,,86.06
2024-07-25,,86.23
2024-07-26,,86.11
2024-07-29,,86.52
2024-07-30,,86.63
2024-07-31,,86.61
2024-08-01,,87.04
2024-08-02,,85.23
2024-08-05,,84.81
2024-08-06,,85.26
2024-08-07,,85.91
2024-08-08,,86.04
2024-08-09,,85.81
2024-08-12,,85.48
2024-08-13,,85.69
2024-08-14,,85.37
2024-08-15,,85.89
2024-08-16,,85.73
2024-08-19,,85.87
2024-08-20,,85.3
2024-08-21,,85.29
2024-08-22,,85.55
2024-08-23,,85.15
2024-08-26,,85.19
2024-08-27,,85.15
2024-08-28,,85.74
2024-08-29,,85.87
2024-08-30,,86.26
2024-09-02,,86.39
2024-09-03,,86.45
2024-09-04,,86.1
2024-09-05,,86.28
2024-09-06,,86.2
2024-09-09,,86.61
2024-09-10,,86.78
2024-09-11,,86.48
2024-09-12,,86.75
2024-09-13,,86.85
2024-09-16,,86.62
2024-09-17,,86.39
2024-09-18,,86.45
2024-09-19,,87.21
2024-09-20,,86.8
2024-09-23,,86.67
2024-09-24,,86.3
2024-09-25,,86.68
2024-09-26,,86.37
2024-09-27,,86.93
2024-09-30,,86.79
2024-10-01,,87.43
2024-10-02,,87.4
2024-10-03,,87.67
2024-10-04,,88.06
2024-10-07,,87.91
2024-10-08,,87.75
2024-10-09,,88.13
2024-10-10,,88.1
2024-10-11,,87.98
2024-10-14,,88.39
2024-10-15,,88.59
2024-10-16,,89.12
2024-10-17,,89.24
2024-10-18,,88.85
2024-10-21,,89.21
2024-10-22,,88.7
2024-10-23,,88.67
2024-10-24,,89.15
2024-10-25,,88.81
2024-10-28,,88.82
2024-10-29,,89.05
2024-10-30,,88.66
2024-10-31,,88.19
2024-11-01,,88.54
2024-11-04,,88.58
2024-11-05,,88.26
2024-11-06,,89.57
2024-11-07,,90.06
2024-11-08,,90.62
2024-11-11,,91.22
2024-11-12,,90.98
2024-11-13,,91.28
2024-11-14,,91.8
2024-11-15,,91.41
2024-11-18,,91.51
2024-11-19,,91.34
2024-11-20,,92.1
2024-11-21,,92.08
2024-11-22,,92.78
2024-11-25,,92.81
2024-11-26,,92.35
2024-11-27,,92.11
2024-11-28,,92.34
2024-11-29,,92.56
2024-12-02,,93.23
2024-12-03,,93.06
2024-12-04,,92.93
2024-12-05,,92.27
2024-12-06,,92.81
2024-12-09,,92.24
2024-12-10,,89.96
2024-12-11,,90.25
2024-12-12,,90.14
2024-12-13,,90.1
2024-12-16,,89.8
2024-12-17,,89.74
2024-12-18,,90.03
2024-12-19,,89.52
2024-12-20,,89.52
2024-12-23,,89.63
2024-12-24,,89.71
2024-12-27,,89.92
2024-12-30,,90.19
2024-12-31,,90.1
2025-01-02,,91.71
2025-01-03,,91.07
2025-01-06,,90.62
2025-01-07,,90.43
2025-01-08,,90.94
2025-01-09,,91.42
2025-01-10,,91.28
2025-01-13,,91.42
2025-01-14,,90.53
2025-01-15,,91.56
2025-01-16,,91.46
2025-01-17,,91.73
2025-01-20,,90.93
2025-01-21,,90.73
2025-01-22,,90.8
2025-01-23,,90.88
2025-01-24,,90.23
2025-01-27,,90.0
2025-01-28,,90.92
2025-01-29,,90.88
2025-01-30,,91.1
2025-01-31,,91.44
2025-02-03,,92.0
2025-02-04,,91.53
2025-02-05,,91.45
2025-02-06,,91.87
2025-02-07,,91.5
2025-02-10,,92.23
2025-02-11,,91.87
2025-02-12,,91.5
2025-02-13,,91.11
2025-02-14,,90.47
2025-02-17,,91.07
2025-02-18,,90.73
2025-02-19,,91.33
2025-02-20,,90.82
2025-02-21,,91.05
2025-02-24,,91.0
2025-02-25,,90.74
2025-02-26,,90.78
2025-02-27,,91.95
2025-02-28,,91.8
2025-03-03,,91.18
2025-03-04,,90.59
2025-03-05,,88.69
2025-03-06,,88.11
2025-03-07,,87.82
2025-03-10,,87.87
2025-03-11,,87.19
2025-03-12,,86.89
2025-03-13,,87.13
2025-03-14,,87.2
2025-03-17,,86.97
2025-03-18,,86.66
2025-03-19,,87.47
2025-03-20,,87.96
2025-03-21,,87.74
2025-03-24,,88.21
2025-03-25,,88.34
2025-03-26,,88.06
2025-03-27,,87.89
2025-03-28,,87.2
2025-03-31,,87.85
2025-04-01,,87.61
2025-04-02,,87.21
2025-04-03,,84.79
2025-04-04,,84.01
2025-04-07,,83.43
2025-04-08,,84.44
2025-04-09,,82.42
2025-04-10,,82.61
2025-04-11,,81.0
2025-04-14,,82.29
2025-04-15,,82.33
2025-04-16,,82.36
2025-04-17,,82.22
2025-04-22,,81.44
2025-04-23,,82.85
2025-04-24,,83.09
2025-04-25,,83.43
2025-04-28,,83.38
2025-04-29,,83.42
2025-04-30,,83.71
2025-05-02,,83.95
2025-05-05,,83.97
2025-05-06,,83.66
2025-05-07,,83.74
2025-05-08,,84.53
2025-05-09,,84.47
2025-05-12,,86.5
2025-05-13,,86.18
2025-05-14,,85.7
2025-05-15,,86.05
2025-05-16,,86.22
2025-05-19,,85.26
2025-05-20,,85.73
2025-05-21,,84.64
2025-05-22,,84.78
2025-05-23,,84.54
2025-05-26,,84.84
2025-05-27,,84.77
2025-05-28,,84.97
2025-05-29,,84.9
2025-05-30,,84.75
2025-06-02,,84.38
2025-06-03,,85.05
2025-06-04,,84.67
2025-06-05,,84.68
2025-06-06,,84.98
2025-06-09,,84.8
2025-06-10,,84.76
2025-06-11,,84.64
2025-06-12,,83.87
2025-06-13,,83.77
2025-06-16,,83.84
2025-06-17,,83.89
2025-06-18,,84.31
2025-06-19,,84.37
2025-06-20,,84.13
2025-06-23,,84.29
2025-06-24,,84.1
2025-06-25,,83.91
2025-06-26,,83.71
2025-06-27,,83.67
2025-06-30,,83.5
2025-07-01,,83.58
2025-07-02,,83.45
2025-07-03,,83.5
2025-07-04,,83.57
2025-07-07,,83.93
2025-07-08,,83.47
2025-07-09,,83.77
2025-07-10,,83.94
2025-07-11,,83.47
2025-07-14,,83.77
2025-07-15,,84.39
2025-07-16,,83.63
2025-07-17,,84.6
2025-07-18,,84.34
2025-07-21,,83.87
2025-07-22,,83.9
2025-07-23,,83.9
2025-07-24,,83.8
2025-07-25,,83.82
2025-07-28,,84.87
2025-07-29,,85.38
2025-07-30,,85.83
2025-07-31,,86.17
2025-08-01,,85.23
2025-08-04,,84.92
2025-08-05,,85.22
2025-08-06,,84.6
2025-08-07,,84.9
2025-08-08,,84.38
2025-08-11,,85.14
2025-08-12,,84.78
2025-08-13,,84.83
2025-08-14,,84.82
2025-08-15,,84.55
2025-08-18,,84.77
2025-08-19,,84.72
2025-08-20,,84.9
2025-08-21,,84.9
2025-08-22,,85.06
2025-08-25,,85.05
2025-08-26,,85.48
2025-08-27,,85.86
2025-08-28,,85.55
2025-08-29,,84.97
