,CU9 FP Equity_DX_SI_QTY,CU9 FP Equity_DX_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU9 FP Equity_DX_SI_MV,CU9 FP Equity_DX_DSS,CU9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SUPPLY_SI_QTY,CU9 FP Equity_DX_BROKER_SI_QTY,CU9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU9 FP Equity_DX_BROKER_SI_MV_INC_x,CU9 FP Equity_DX_BROKER_SI_QTY_ADD,CU9 FP Equity_DX_SUPPLY_SI_MV_DEC,CU9 FP Equity_DX_BROKER_SI_QTY_INC,CU9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU9 FP Equity_DX_BROKER_SI_MV_INC_y,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU9 FP Equity_DX_BROKER_SI_MV_ADD,CU9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU9 FP Equity_DX_BROKER_SI_QTY_DEC,CU9 FP Equity_DX_SUPPLY_SI_MV,CU9 FP Equity_DX_BROKER_SI_MV_DEC,CU9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU9 FP Equity_DX_UTILIZATION_QUANTITY,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU9 FP Equity_DX_BROKER_SI_CON_RATIO,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU9 FP Equity_PX_LAST
2012-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4062605.82,4.17,0.0,,0.0,,0.0,140.39
2012-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4075338.54,4.12,0.0,,0.0,,0.0,140.83
2012-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4121349.96,4.05,0.0,,0.0,,0.0,142.42
2012-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4097331.42,4.07,0.0,,0.0,,0.0,141.59
2012-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4149419.82,4.1,0.0,,0.0,,0.0,143.39
2012-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4210479.0,4.12,0.0,,0.0,,0.0,145.5
2012-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4251860.34,4.13,0.0,,0.0,,0.0,146.93
2012-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4255043.52,4.21,0.0,,0.0,,0.0,147.04
2012-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4281955.86,4.28,0.0,,0.0,,0.0,147.97
2012-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4265461.2,4.28,0.0,,0.0,,0.0,147.4
2012-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4251570.96,4.28,0.0,,0.0,,0.0,146.92
2012-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4291505.4,4.28,0.0,,0.0,,0.0,148.3
2012-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4291794.78,4.24,0.0,,0.0,,0.0,148.31
2012-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4246940.88,4.28,0.0,,0.0,,0.0,146.76
2012-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4299318.66,4.33,0.0,,0.0,,0.0,148.57
2012-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4309446.96,4.26,0.0,,0.0,,0.0,148.92
2012-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4298450.52,4.31,0.0,,0.0,,0.0,148.54
2012-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4342725.66,4.32,0.0,,0.0,,0.0,150.07
2012-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4388158.32,4.32,0.0,,0.0,,0.0,151.64
2012-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28938.0,4355169.0,4.35,0.0,,0.0,,0.0,150.5
2012-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4221012.57,4.33,0.0,,0.0,,0.0,147.13
2012-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4217856.78,4.34,0.0,,0.0,,0.0,147.02
2012-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4206094.29,4.2,0.0,,0.0,,0.0,146.61
2012-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4266341.19,4.23,0.0,,0.0,,0.0,148.71
2012-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4300767.99,4.19,0.0,,0.0,,0.0,149.91
2012-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4371342.93,4.28,0.0,,0.0,,0.0,152.37
2012-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4322571.63,4.27,0.0,,0.0,,0.0,150.67
2012-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4350973.74,4.33,0.0,,0.0,,0.0,151.66
2012-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4335194.79,4.33,0.0,,0.0,,0.0,151.11
2012-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4392285.9,4.31,0.0,,0.0,,0.0,153.1
2012-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4393146.57,4.32,0.0,,0.0,,0.0,153.13
2012-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4406343.51,4.39,0.0,,0.0,,0.0,153.59
2012-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4439909.64,4.41,0.0,,0.0,,0.0,154.76
2012-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4461426.39,4.43,0.0,,0.0,,0.0,155.51
2012-08-10,30000.0,4674600.0,133.75,4.86,4.67,,4674600.0,0.0,30000.0,0.0,,,30000.0,,,,,,4.67,,,0.0,,0.0,0.0,28689.0,4470319.98,4.46,0.0,,1.0,100.0,1.0457,155.82
2012-08-13,30000.0,4650000.0,133.75,4.86,4.67,,4650000.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4446795.0,4.44,0.0,,1.0,100.0,1.0457,155.0
2012-08-14,30000.0,4679100.0,133.75,4.86,4.64,,4679100.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4474623.33,4.46,0.0,,1.0,100.0,1.0457,155.97
2012-08-15,30000.0,4682400.0,133.69,4.86,4.65,,4682400.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4477779.12,4.46,0.0,,1.0,100.0,1.0457,156.08
2012-08-16,30000.0,4675200.0,118.78,4.86,4.68,,4675200.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4470893.76,4.46,0.0,,1.0,100.0,1.0457,155.84
2012-08-17,30000.0,4698300.0,118.78,4.86,4.68,,4698300.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4492984.29,4.48,0.0,,1.0,100.0,1.0457,156.61
2012-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,30000.0,0.0,4.68,0.0,0.0,28689.0,4465155.96,4.47,0.0,,0.0,,0.0,155.64
2012-08-21,4000.0,622600.0,16.49,0.61,0.62,,622600.0,0.0,4000.0,0.0,,,4000.0,,,,,,0.62,,,0.0,,0.0,0.0,28689.0,4465442.85,4.46,0.0,,1.0,100.0,0.1394,155.65
2012-08-22,4000.0,614920.0,13.3,0.6,0.63,,614920.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4410359.97,4.49,0.0,,1.0,100.0,0.1394,153.73
2012-08-23,4000.0,612440.0,10.73,0.6,0.61,,612440.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4392572.79,4.44,0.0,,1.0,100.0,0.1394,153.11
2012-08-24,4000.0,613200.0,10.73,0.57,0.61,,613200.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4398023.7,4.4,0.0,,1.0,100.0,0.1394,153.3
2012-08-27,4000.0,616200.0,6.17,0.57,0.61,,616200.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28689.0,4419540.45,4.39,0.0,,1.0,100.0,0.1394,154.05
2012-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,4000.0,0.0,0.61,0.0,0.0,29074.0,4435529.44,4.44,0.0,,0.0,,0.0,152.56
2012-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29074.0,4432040.56,4.48,0.0,,0.0,,0.0,152.44
2012-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,29074.0,4410816.54,4.43,0.0,,0.0,,0.0,151.71
2012-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28660.0,4337977.6,4.36,0.0,,0.0,,0.0,151.36
2012-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28660.0,4370936.6,4.35,0.0,,0.0,,0.0,152.51
2012-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28660.0,4317629.0,4.34,0.0,,0.0,,0.0,150.65
2012-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28660.0,4316482.6,4.37,0.0,,0.0,,0.0,150.61
2012-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28660.0,4394724.4,4.31,0.0,,0.0,,0.0,153.34
2012-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28887.0,4423177.44,4.32,0.0,,0.0,,0.0,153.12
2012-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28887.0,4412200.38,4.43,0.0,,0.0,,0.0,152.74
2012-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28887.0,4408445.07,4.41,0.0,,0.0,,0.0,152.61
2012-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28887.0,4404400.89,4.41,0.0,,0.0,,0.0,152.47
2012-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4396186.26,4.4,0.0,,0.0,,0.0,152.98
2012-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4426647.48,4.35,0.0,,0.0,,0.0,154.04
2012-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4421187.45,4.41,0.0,,0.0,,0.0,153.85
2012-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4419175.86,4.45,0.0,,0.0,,0.0,153.78
2012-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4435555.95,4.41,0.0,,0.0,,0.0,154.35
2012-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4440441.24,4.45,0.0,,0.0,,0.0,154.52
2012-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4442165.46,4.43,0.0,,0.0,,0.0,154.58
2012-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28737.0,4441303.35,4.46,0.0,,0.0,,0.0,154.55
2012-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28988.0,4497488.2,4.46,0.0,,0.0,,0.0,155.15
2012-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28988.0,4434874.12,4.49,0.0,,0.0,,0.0,152.99
2012-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28988.0,4455745.48,4.51,0.0,,0.0,,0.0,153.71
2012-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,28988.0,4410814.08,4.43,0.0,,0.0,,0.0,152.16
2012-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24854.0,3828510.16,3.8,0.0,,0.0,,0.0,154.04
2012-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24854.0,3817574.4,3.77,0.0,,0.0,,0.0,153.6
2012-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24854.0,3807881.34,3.82,0.0,,0.0,,0.0,153.21
2012-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24854.0,3808378.42,3.81,0.0,,0.0,,0.0,153.23
2012-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24854.0,3832486.8,3.78,0.0,,0.0,,0.0,154.2
2012-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33523.0,5130024.69,5.13,0.0,,0.0,,0.0,153.03
2012-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33523.0,5116280.26,5.2,0.0,,0.0,,0.0,152.62
2012-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33523.0,5096166.46,5.13,0.0,,0.0,,0.0,152.02
2012-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33523.0,5125331.47,5.11,0.0,,0.0,,0.0,152.89
2012-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5084849.8,5.08,0.0,,0.0,,0.0,152.2
2012-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5109238.37,5.11,0.0,,0.0,,0.0,152.93
2012-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5145988.27,5.06,0.0,,0.0,,0.0,154.03
2012-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5166033.67,5.09,0.0,,0.0,,0.0,154.63
2012-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5178729.09,5.12,0.0,,0.0,,0.0,155.01
2012-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5150665.53,5.17,0.0,,0.0,,0.0,154.17
2012-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5125942.87,5.16,0.0,,0.0,,0.0,153.43
2012-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5052108.98,5.16,0.0,,0.0,,0.0,151.22
2012-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5079504.36,5.17,0.0,,0.0,,0.0,152.04
2012-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5101554.3,5.15,0.0,,0.0,,0.0,152.7
2012-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5092867.96,5.12,0.0,,0.0,,0.0,152.44
2012-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5084849.8,5.12,0.0,,0.0,,0.0,152.2
2012-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5120263.34,5.09,0.0,,0.0,,0.0,153.26
2012-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5082845.26,5.1,0.0,,0.0,,0.0,152.14
2012-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5151333.71,5.1,0.0,,0.0,,0.0,154.19
2012-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5170376.84,5.1,0.0,,0.0,,0.0,154.76
2012-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5156010.97,5.09,0.0,,0.0,,0.0,154.33
2012-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5182069.99,5.17,0.0,,0.0,,0.0,155.11
2012-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5133292.85,5.18,0.0,,0.0,,0.0,153.65
2012-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5130954.22,5.2,0.0,,0.0,,0.0,153.58
2012-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5124606.51,5.12,0.0,,0.0,,0.0,153.39
2012-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5108236.1,5.12,0.0,,0.0,,0.0,152.9
2012-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5126276.96,5.12,0.0,,0.0,,0.0,153.44
2012-11-14,1054.0,159965.58,0.54,0.15,0.16,,159965.58,0.0,1054.0,0.0,,,1054.0,,,,,,0.16,,,0.0,,0.0,0.0,33409.0,5070483.93,5.08,0.0,,1.0,100.0,0.0315,151.77
2012-11-15,1054.0,158026.22,0.53,0.15,0.16,,158026.22,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0315,149.93
2012-11-16,1054.0,156793.04,0.51,0.15,0.16,,156793.04,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0315,148.76
2012-11-19,1054.0,159965.58,0.5,0.15,0.16,,159965.58,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5070483.93,5.0,0.0,,1.0,100.0,0.0315,151.77
2012-11-20,1054.0,160081.52,0.49,0.15,0.16,,160081.52,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5074158.92,4.98,0.0,,1.0,100.0,0.0315,151.88
2012-11-21,1054.0,160450.42,0.5,0.15,0.16,,160450.42,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5085852.07,5.07,0.0,,1.0,100.0,0.0315,152.23
2012-11-22,1054.0,161209.3,0.48,0.15,0.16,,161209.3,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33409.0,5109906.55,5.06,0.0,,1.0,100.0,0.0315,152.95
2012-11-23,1054.0,161978.72,0.5,0.15,0.16,,161978.72,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0315,153.68
2012-11-26,1054.0,161124.98,0.5,0.15,0.16,,161124.98,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5099437.46,5.1,0.0,,1.0,100.0,0.0316,152.87
2012-11-27,1054.0,161725.76,0.5,0.15,0.16,,161725.76,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0316,153.44
2012-11-28,1054.0,161915.48,0.5,0.15,0.16,,161915.48,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0316,153.62
2012-11-29,1054.0,163559.72,0.5,0.15,0.16,,163559.72,0.0,1054.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5176494.44,5.12,0.0,,1.0,100.0,0.0316,155.18
2012-11-30,4254.0,657796.02,2.02,0.62,0.65,,657796.02,0.0,4254.0,0.0,,0.49,,,3200.0,,0.49,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1275,154.63
2012-12-03,4254.0,659114.76,1.97,0.62,0.66,,659114.76,0.0,4254.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1275,154.94
2012-12-04,4254.0,658051.26,1.93,0.62,0.66,,658051.26,0.0,4254.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5160149.02,5.15,0.0,,1.0,100.0,0.1275,154.69
2012-12-05,3554.0,552149.44,1.61,0.52,0.55,,552149.44,0.0,3554.0,0.0,,,,,,,,,,,700.0,0.0,0.11,0.0,0.0,33358.0,5182498.88,5.17,0.0,,1.0,100.0,0.1065,155.36
2012-12-06,3554.0,556734.1,1.63,0.52,0.55,,556734.1,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1065,156.65
2012-12-07,3554.0,557729.22,1.62,0.52,0.55,,557729.22,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1065,156.93
2012-12-10,3554.0,559932.7,4.88,0.52,0.55,2.0,559932.7,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5255552.9,5.23,0.0,,1.0,100.0,0.1065,157.55
2012-12-11,3554.0,559648.38,4.88,0.52,0.55,2.0,559648.38,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5252884.26,5.22,0.0,,1.0,100.0,0.1065,157.47
2012-12-12,3554.0,559648.38,4.88,0.52,0.55,2.0,559648.38,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33358.0,5252884.26,5.24,0.0,,1.0,100.0,0.1065,157.47
2012-12-13,3554.0,556023.3,4.88,0.52,0.55,2.0,556023.3,0.0,3554.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1065,156.45
2012-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,3554.0,0.0,0.54,0.0,0.0,33358.0,5202513.68,5.23,0.0,,0.0,,0.0,155.96
