,TPXH FP Equity_DX_SI_QTY,TPXH FP Equity_DX_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TPXH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TPXH FP Equity_DX_SI_MV,TPXH FP Equity_DX_DSS,TPXH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY,TPXH FP Equity_DX_BROKER_SI_QTY,TPXH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TPXH FP Equity_DX_BROKER_SI_MV_NEW_x,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_x,TPXH FP Equity_DX_BROKER_SI_MV_INC_x,TPXH FP Equity_DX_BROKER_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_NEW,TPXH FP Equity_DX_SUPPLY_SI_MV_DEC,TPXH FP Equity_DX_BROKER_SI_QTY_INC,TPXH FP Equity_DX_SUPPLY_SI_QTY_DEC,TPXH FP Equity_DX_BROKER_SI_MV_NEW_y,TPXH FP Equity_DX_BROKER_SI_MV_INC_y,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_y,TPXH FP Equity_DX_BROKER_SI_MV_ADD,TPXH FP Equity_DX_SUPPLY_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV,TPXH FP Equity_DX_BROKER_SI_MV_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV_RMV,TPXH FP Equity_DX_BROKER_SI_MV_RMV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TPXH FP Equity_DX_UTILIZATION_QUANTITY,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TPXH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_MV,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TPXH FP Equity_DX_BROKER_SI_CON_RATIO,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TPXH FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239726.0,44169515.5,,43.27,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239726.0,44342118.22,,44.16,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239726.0,44394857.94,,44.26,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239726.0,46401364.56,,44.42,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239726.0,46144857.74,,46.41,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239026.0,46284994.64,,45.99,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239026.0,46423629.72,,46.27,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239026.0,46849096.0,,46.29,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239026.0,46765436.9,,46.76,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242903.0,47132898.12,,47.48,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,242903.0,46260876.35,,47.25,0.0,,0.0,,0.0
2015-10-15,3000.0,579720.0,0.09,0.06,0.58,,579720.0,0.0,3000.0,0.0,,,,3000.0,,,,,,,,0.58,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0124
2015-10-16,3000.0,586740.0,0.08,0.06,0.59,,586740.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0124
2015-10-19,3000.0,585720.0,0.09,0.06,0.59,,585720.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0124
2015-10-20,3000.0,584790.0,0.09,0.06,0.58,,584790.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0124
2015-10-21,17000.0,3372460.0,0.51,0.34,3.35,,1983800.0,7000.0,10000.0,1388660.0,,,,7000.0,,,,,,,,1.39,7000.0,,1.36,,,,100.0,2.88,0.0,0.0,,0.0,100.0,17.76,0.7079,82.24,0.07
2015-10-22,17000.0,3422100.0,0.51,0.34,3.4,,2013000.0,7000.0,10000.0,1409100.0,,,,,,,,,,,,,,,1.39,,,,100.0,2.88,0.0,0.0,,0.0,100.0,17.71,0.7085,82.29,0.07
2015-10-23,17000.0,3459500.0,0.51,0.34,3.46,,2035000.0,7000.0,10000.0,1424500.0,,,,,,,,,,,,,,,1.41,,,,100.0,2.85,0.0,0.0,,0.0,100.0,17.66,0.7092,82.34,0.0691
2015-10-26,24000.0,4874880.0,0.69,0.48,4.92,,2437440.0,17000.0,12000.0,3453040.0,,,1.04,,,,5000.0,,,1.04,,,10000.0,3000.0,3.46,0.61,,,12.93,6.84,114452.0,23247490.24,,23.31,12.93,20.71,0.6716,79.29,0.0966
2015-10-27,29000.0,5800000.0,0.9,0.58,5.98,,4400000.0,17000.0,22000.0,3400000.0,,,1.01,5000.0,,,5000.0,,,1.01,,1.07,,,3.46,,,,12.93,6.84,114452.0,22890400.0,,23.27,12.93,17.86,0.7066,82.14,0.1167
2015-10-28,29000.0,5861770.0,0.9,0.58,5.81,,4446860.0,17000.0,22000.0,3436210.0,,,,,,,,,,,,,,,3.36,,,,12.93,6.84,114452.0,23134182.76,,22.6,12.93,17.83,0.707,82.17,0.1167
2015-10-29,29000.0,5837700.0,0.9,0.58,5.96,,4428600.0,17000.0,22000.0,3422100.0,,,,,,,,,,,,,,,3.44,,,,12.93,7.09,114452.0,23039187.6,,23.16,12.93,17.83,0.7069,82.17,0.1209
2015-10-30,15000.0,3017700.0,0.46,0.3,3.06,,3017700.0,10000.0,15000.0,2011800.0,,,,,,1.41,,7000.0,,,,,,7000.0,2.01,1.45,,,8.04,4.17,114452.0,23025453.36,,23.02,8.04,34.46,0.5483,65.54,0.0625
2015-11-02,15000.0,3007200.0,0.47,0.3,3.07,,3007200.0,10000.0,15000.0,2004800.0,,,,,,,,,,,,,,,2.01,,,,8.04,4.17,114452.0,22945336.96,,23.02,8.04,34.39,0.5488,65.61,0.0625
2015-11-03,15000.0,3027600.0,0.48,0.3,3.06,,2018400.0,10000.0,10000.0,2018400.0,,,,,,,,,,,,,,5000.0,2.01,1.02,,,8.04,4.17,114452.0,23100991.68,,22.96,8.04,32.75,0.5595,67.25,0.0625
2015-11-04,5000.0,1007050.0,0.16,0.1,1.01,,1007050.0,5000.0,5000.0,1007050.0,,,,,,1.01,,5000.0,,,,,,5000.0,1.01,1.07,,,33.09,2.09,10110.0,2036255.1,,2.04,33.09,48.69,1.0,100.0,0.0209
2015-11-05,10000.0,2028000.0,0.32,0.2,2.02,,1014000.0,5000.0,5000.0,1014000.0,,,,,,,,,,,,,,,1.01,,,,33.09,2.09,10110.0,2050308.0,,2.04,33.09,,1.0,100.0,0.0418
2015-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,1.02,,5000.0,,,,,,5000.0,0.0,1.02,,,0.0,0.0,239305.0,48988126.55,,48.57,0.0,,0.0,,0.0
2015-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,48856508.8,,48.97,0.0,,0.0,,0.0
2015-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,49323153.55,,48.95,0.0,,0.0,,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,49696469.35,,49.38,0.0,,0.0,,0.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,49136495.65,,49.86,0.0,,0.0,,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,48803861.7,,49.25,0.0,,0.0,,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,49122137.35,,48.77,0.0,,0.0,,0.0
2015-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,239305.0,49787405.25,,49.11,0.0,,0.0,,0.0
2015-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50252184.8,,50.38,0.0,,0.0,,0.0
2015-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50170010.2,,50.29,0.0,,0.0,,0.0
2015-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50474539.6,,50.14,0.0,,0.0,,0.0
2015-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50281187.6,,50.56,0.0,,0.0,,0.0
2015-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50150675.0,,50.26,0.0,,0.0,,0.0
2015-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50133756.7,,50.16,0.0,,0.0,,0.0
2015-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,50433452.3,,50.12,0.0,,0.0,,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241690.0,49940404.7,,50.39,0.0,,0.0,,0.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240890.0,49519757.3,,49.8,0.0,,0.0,,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240890.0,49950950.4,,49.6,0.0,,0.0,,0.0
2015-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,240719.0,50144174.89,,50.06,0.0,,0.0,,0.0
2015-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,49568478.72,,50.52,0.0,,0.0,,0.0
2015-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,49389653.28,,49.62,0.0,,0.0,,0.0
2015-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,49674807.36,,49.51,0.0,,0.0,,0.0
2015-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48843510.72,,49.19,0.0,,0.0,,0.0
2015-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48481026.72,,49.23,0.0,,0.0,,0.0
2015-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48377114.64,,49.39,0.0,,0.0,,0.0
2015-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47371825.68,,49.36,0.0,,0.0,,0.0
2015-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47074588.8,,49.01,0.0,,0.0,,0.0
2015-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47840638.32,,49.06,0.0,,0.0,,0.0
2015-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48543857.28,,48.96,0.0,,0.0,,0.0
2015-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,49140747.6,,49.58,0.0,,0.0,,0.0
2015-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47944550.4,,49.49,0.0,,0.0,,0.0
2015-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47596565.76,,49.08,0.0,,0.0,,0.0
2015-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47801973.36,,48.64,0.0,,0.0,,0.0
2015-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48606687.84,,49.18,0.0,,0.0,,0.0
2015-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48606687.84,,49.05,0.0,,0.0,,0.0
2015-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48606687.84,,48.97,0.0,,0.0,,0.0
2015-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47910718.56,,48.79,0.0,,0.0,,0.0
2015-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48768597.36,,48.78,0.0,,0.0,,0.0
2015-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48493109.52,,48.9,0.0,,0.0,,0.0
2015-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48493109.52,,48.85,0.0,,0.0,,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,48493109.52,,49.56,0.0,,0.0,,0.0
2016-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,46588860.24,,49.67,0.0,,0.0,,0.0
2016-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,47357326.32,,49.8,0.0,,0.0,,0.0
2016-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,46315788.96,,49.64,0.0,,0.0,,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,45515907.6,,49.1,0.0,,0.0,,0.0
2016-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,44380124.4,,48.64,0.0,,0.0,,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,44165050.56,,48.7,0.0,,0.0,,0.0
2016-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,44070804.72,,48.57,0.0,,0.0,,0.0
2016-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,44774023.68,,48.4,0.0,,0.0,,0.0
2016-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,241656.0,44138468.4,,48.4,0.0,,0.0,,0.0
2016-01-15,50000.0,8877000.0,2.11,0.99,9.06,,8877000.0,0.0,50000.0,0.0,,,,50000.0,,,,,,,,9.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2069
2016-01-18,50000.0,8884000.0,2.13,0.99,9.1,,8884000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2069
2016-01-19,50000.0,9016000.0,2.12,1.0,8.86,,9016000.0,0.0,50000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2069
2016-01-20,50000.0,8465000.0,2.17,1.0,8.87,,8465000.0,0.0,50000.0,0.0,,,,,,,,,,,,,50000.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2069
2016-01-21,50000.0,8680000.0,2.08,1.01,8.93,,8680000.0,50000.0,50000.0,8680000.0,,,,,,,,,,,,,50000.0,,8.49,,,,44.75,12.63,61727.0,10715807.2,,10.48,44.75,,1.0,100.0,0.1263
2016-01-22,3194.0,574025.68,0.14,0.07,0.57,,574025.68,3194.0,3194.0,574025.68,,,,2000.0,,8.31,,48806.0,,,,0.36,2000.0,48806.0,0.55,8.74,,,0.81,0.81,392660.0,70568855.2,,68.02,0.81,37.36,0.532,62.64,0.0081
2016-01-25,4388.0,787251.08,0.26,0.09,0.79,,573035.54,3194.0,3194.0,573035.54,,,,,,,,,,,,,,,0.58,,,,0.81,0.81,392660.0,70447130.6,,70.7,0.81,45.62,0.5038,54.38,0.0111
2016-01-26,2000.0,357640.0,0.11,0.04,0.36,,357640.0,2000.0,2000.0,357640.0,,,,,,0.21,,1194.0,,,,,,1194.0,0.36,0.21,,,0.51,0.51,393854.0,70428972.28,,70.85,0.51,37.26,1.0,100.0,0.0051
2016-01-27,2000.0,364860.0,0.12,0.04,0.37,,364860.0,2000.0,2000.0,364860.0,,,,,,,,,,,,,,,0.36,,,,0.51,0.51,393854.0,71850785.22,,70.57,0.51,,1.0,100.0,0.0051
2016-01-28,2000.0,359900.0,0.12,0.04,0.36,,359900.0,2000.0,2000.0,359900.0,,,,,,,,,,,,,,,0.36,,,,0.51,0.51,393854.0,70874027.3,,71.85,0.51,,1.0,100.0,0.0051
2016-01-29,2000.0,375660.0,0.12,0.04,0.36,,375660.0,0.0,2000.0,0.0,,,,,,0.37,,2000.0,,,,,,,0.0,,,,0.0,0.0,402376.0,75578284.08,,72.34,0.0,,1.0,100.0,0.005
2016-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.36,,,0.0,0.0,402376.0,75574260.32,,75.55,0.0,,0.0,100.0,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,74907718.2,,75.96,0.0,,0.0,,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,71707776.84,,75.16,0.0,,0.0,,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,71307784.17,,71.8,0.0,,0.0,,0.0
2016-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,70358306.62,,71.42,0.0,,0.0,,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,68782577.92,,70.55,0.0,,0.0,,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,67776535.75,,68.66,0.0,,0.0,,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,66289694.31,,68.17,0.0,,0.0,,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,63190761.2,,66.27,0.0,,0.0,,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,63522068.26,,63.25,0.0,,0.0,,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404033.0,66883622.82,,63.53,0.0,,0.0,,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,404329.0,66653635.65,,66.98,0.0,,0.0,,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,68349652.47,,66.48,0.0,,0.0,,0.0
2016-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,67885348.02,,68.3,0.0,,0.0,,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,66657969.3,,68.13,0.0,,0.0,,0.0
2016-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,68349652.47,,66.66,0.0,,0.0,,0.0
2016-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,66375349.2,,68.36,0.0,,0.0,,0.0
2016-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,65200457.07,,66.38,0.0,,0.0,,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,67756150.26,,65.1,0.0,,0.0,,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,69431683.71,,67.9,0.0,,0.0,,0.0
2016-02-29,12000.0,2021280.0,0.8,0.29,2.06,,2021280.0,0.0,12000.0,0.0,,,,12000.0,,,,,,,,2.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2016-03-01,12000.0,2056440.0,0.79,0.29,2.02,,2056440.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2016-03-02,12000.0,2091960.0,0.79,0.29,2.06,,2091960.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2016-03-03,12000.0,2095920.0,0.87,0.29,2.09,,2095920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2016-03-04,12000.0,2138880.0,0.9,0.28,2.1,,2138880.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,12000.0,0.0,2.09,,,0.0,0.0,403743.0,70727698.74,,71.94,0.0,,0.0,,0.0
2016-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,69682004.37,,70.69,0.0,,0.0,,0.0
2016-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,69706228.95,,69.52,0.0,,0.0,,0.0
2016-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403743.0,69395346.84,,69.6,0.0,,0.0,,0.0
2016-03-11,3300.0,585321.0,0.24,0.08,0.57,,585321.0,0.0,3300.0,0.0,,,,3300.0,,,,,,,,0.57,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.009
2016-03-14,3300.0,587169.0,0.2,0.08,0.59,,587169.0,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.009
