,TKTT FP Equity_DX_SI_QTY,TKTT FP Equity_DX_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKTT FP Equity_DX_SI_MV,TKTT FP Equity_DX_DSS,TKTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY,TKTT FP Equity_DX_BROKER_SI_QTY,TKTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKTT FP Equity_DX_BROKER_SI_MV_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKTT FP Equity_DX_BROKER_SI_MV_INC_x,TKTT FP Equity_DX_SUPPLY_SI_MV_NEW,TKTT FP Equity_DX_BROKER_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_NEW,TKTT FP Equity_DX_SUPPLY_SI_MV_DEC,TKTT FP Equity_DX_BROKER_SI_QTY_INC,TKTT FP Equity_DX_SUPPLY_SI_QTY_DEC,TKTT FP Equity_DX_BROKER_SI_MV_NEW_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKTT FP Equity_DX_BROKER_SI_MV_INC_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKTT FP Equity_DX_BROKER_SI_MV_ADD,TKTT FP Equity_DX_SUPPLY_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV,TKTT FP Equity_DX_BROKER_SI_MV_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV_RMV,TKTT FP Equity_DX_BROKER_SI_MV_RMV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKTT FP Equity_DX_UTILIZATION_QUANTITY,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_MV,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKTT FP Equity_DX_BROKER_SI_CON_RATIO,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKTT FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-03-28,136020.0,3138832.85,0.21,1.3,0.21,3.55,0.0,3068588.72,107788.0,132976.0,2487343.89,,,,,,,,,,,,,,,,3044.0,,2.71,,,,11.23,11.23,852209.0,19665796.25,,21.36,11.24,23.11,0.6124,74.73,0.1417
2014-03-31,136020.0,3250483.46,0.21,1.06,0.21,3.51,0.0,3177740.69,107788.0,132976.0,2575820.55,,,,,,,,,,,,,,,,,,2.69,,,,10.88,10.88,883104.0,21103624.05,,22.19,10.81,23.11,0.6124,74.73,0.1373
2014-04-01,147978.0,3719473.66,0.23,1.04,0.23,3.94,0.0,3342393.66,119746.0,132976.0,3009853.44,,,11958.0,,,,,,,,,,,11958.0,,,,3.1,,,,12.04,12.04,875021.0,21993928.54,,22.87,11.93,21.3,0.5464,70.28,0.1488
2014-04-02,175176.0,4516837.27,0.28,1.21,0.27,4.89,0.0,3542077.51,142548.0,137372.0,3675538.42,,,22802.0,,,4396.0,,,,,,,,22802.0,0.12,,,3.88,,,,11.0,11.0,1153320.0,29737856.54,,31.44,10.98,20.97,0.4198,58.54,0.1352
2014-04-03,222749.0,5641219.35,0.35,1.54,0.35,6.32,0.0,3367677.45,194517.0,132976.0,4926231.16,,,51969.0,,,,,,,,,,,51969.0,,,4396.0,5.41,0.12,,,18.27,18.27,869921.0,22031143.47,,24.08,18.35,39.52,0.3918,46.48,0.2093
2014-04-04,266299.0,6591007.19,0.42,1.86,0.42,7.41,0.0,3291209.4,238067.0,132976.0,5892253.86,,,43550.0,,,,,,,,,,,43550.0,,,,6.5,,,,23.8,23.8,762157.0,18863691.82,,20.66,23.92,38.87,0.4068,49.12,0.2662
2014-04-07,312620.0,7825907.06,0.49,2.23,0.49,8.47,0.0,3328826.75,284388.0,132976.0,7119167.23,,,46321.0,,,,,,,,,,,46321.0,,,,7.58,,,,28.3,28.3,720394.0,18033831.79,,19.29,28.21,33.17,0.4404,56.56,0.3111
2014-04-08,332620.0,8190830.29,0.53,2.43,0.52,9.1,0.0,3767062.88,284388.0,152976.0,7003108.18,,,,,,20000.0,,,,,,,,,0.54,,,7.65,,,,28.34,28.34,719115.0,17708342.62,,19.28,28.41,31.19,0.3933,53.21,0.3315
2014-04-09,341281.0,8294903.11,0.54,2.49,0.54,9.19,0.0,3718112.34,293049.0,152976.0,7122614.68,,,8661.0,,,,,,,,,,,8661.0,,,,7.76,,,,26.55,26.55,810726.0,19704857.93,,21.46,26.55,30.4,0.3997,54.32,0.3092
2014-04-10,341964.0,8278200.46,0.54,2.51,0.54,9.1,0.0,3719748.29,293049.0,153659.0,7094075.3,,,,0.02,,,,,683.0,,,,0.02,,,,,7.66,,,,26.61,26.61,808142.0,19563350.16,,21.17,26.57,30.27,0.3973,54.12,0.3105
2014-04-11,342647.0,8501308.24,0.54,2.56,0.54,9.09,0.0,3829331.4,293049.0,154342.0,7270747.67,,,,0.02,,,,,683.0,,,,0.02,,,,,7.65,,,,26.65,26.65,806728.0,20015477.71,,21.31,26.43,30.48,0.3974,54.04,0.3116
2014-04-14,342647.0,8396432.29,0.54,2.53,0.54,9.32,0.0,3782091.05,293049.0,154342.0,7181052.47,,,,,,,,,,,,,,,,,,7.85,,,,29.23,29.23,709484.0,17385631.17,,18.91,29.35,30.55,0.3985,54.12,0.3418
2014-04-15,342647.0,8096105.7,0.54,2.65,0.54,9.2,0.0,3646811.87,293049.0,154342.0,6924198.02,,,,,,,,,,,,,,,,,,7.73,,,,27.32,27.32,779550.0,18419303.82,,20.43,27.45,30.49,0.3979,54.08,0.3195
2014-04-16,342647.0,8018243.25,0.54,2.76,0.54,8.89,0.0,3611739.48,293049.0,154342.0,6857606.12,,,,,,,,,,,,,,,,,,7.46,,,,26.07,26.07,830935.0,19444614.87,,21.25,26.0,30.43,0.3964,53.96,0.3049
2014-04-17,344714.0,8360758.09,0.54,2.8,0.54,8.86,0.0,3793573.26,293049.0,156409.0,7107665.48,,,,0.05,,,,,2067.0,,,,0.05,,,,,7.4,,,,26.07,26.07,830935.0,20153653.54,,21.29,25.8,30.22,0.3921,53.61,0.3067
2014-04-18,344714.0,8360758.09,0.54,2.8,0.54,9.04,0.0,3793573.26,293049.0,156409.0,7107665.48,,,,,,,,,,,,,,,,,,7.67,,,,26.07,26.07,830935.0,20153653.54,,21.56,26.24,29.65,0.3978,54.5,0.3067
2014-04-21,344714.0,8360758.09,0.54,2.8,0.54,9.17,0.0,3793573.26,293049.0,156409.0,7107665.48,,,,,,,,,,,,,,,,,,7.68,,,,25.5,25.5,856196.0,20766338.58,,22.4,25.52,30.32,0.3938,53.75,0.2999
2014-04-22,351714.0,8220632.61,0.56,2.85,0.55,9.35,0.0,3819368.45,293049.0,163409.0,6849452.01,,,,0.18,,,,,7000.0,,,,0.18,,,,,7.65,,,,26.33,26.33,820025.0,19166493.96,,21.21,26.51,29.71,0.3814,52.69,0.316
2014-04-23,360974.0,8303145.45,0.57,2.91,0.57,9.29,0.0,3971742.62,342246.0,172669.0,7872362.88,,,46260.0,0.08,,6260.0,,,3000.0,,,,0.08,46260.0,0.16,2937.0,,8.61,,,,30.75,30.75,770828.0,17730631.57,,19.46,30.68,28.78,0.3607,51.04,0.3243
2014-04-24,404574.0,9306035.25,0.64,3.21,0.63,10.22,0.0,4959382.05,342909.0,215606.0,7887613.24,,,663.0,1.02,,,,,42937.0,,,,1.02,663.0,,,,8.5,,,,30.81,30.81,770165.0,17715381.2,,19.16,30.74,25.94,0.3173,45.71,0.3635
2014-04-25,406411.0,9178663.8,0.64,3.2,0.64,10.26,0.0,4925854.98,342246.0,218106.0,7729517.58,,,,0.06,,,,0.02,2500.0,663.0,,,0.06,,,,,8.48,,,,29.77,29.77,807202.0,18230401.68,,19.9,29.87,25.65,0.3139,45.51,0.3536
2014-04-28,413844.0,9645931.97,0.65,3.28,0.65,10.27,0.0,5256893.54,342246.0,225539.0,7977116.09,,,,0.18,,,,,7433.0,,,,0.18,,,,,8.34,,,,30.75,30.75,770645.0,17962297.97,,19.02,30.49,25.16,0.3038,44.64,0.3719
2014-04-29,418844.0,9869304.32,0.66,3.29,0.66,10.67,0.0,5432236.22,340996.0,230539.0,8034956.44,,,,0.13,,,,0.0,6250.0,1250.0,,,0.13,,,,1250.0,8.58,0.0,,,30.66,30.66,771240.0,18172881.22,,19.34,30.74,24.72,0.2999,44.37,0.3766
2014-04-30,416525.0,9928628.0,0.66,3.26,0.65,10.7,0.0,5440037.17,340996.0,228220.0,8128257.45,,,,0.32,,,,,12000.0,,,,0.32,,,,14319.0,8.65,0.37,,,30.73,30.73,768653.0,18322236.84,,19.55,30.68,21.28,0.2901,44.64,0.3754
2014-05-01,494450.0,11786111.56,0.78,3.9,0.78,12.8,0.0,5509759.85,415996.0,231145.0,9916018.33,,,,,,2925.0,,,,,,,,,0.07,75000.0,,10.67,,,,37.49,37.49,693653.0,16534475.96,,17.77,37.51,18.04,0.3427,52.71,0.4456
2014-05-02,518869.0,12320057.44,0.82,4.09,0.81,13.44,0.0,6068103.58,428606.0,255563.0,10176847.22,,,1.0,0.7,,,,0.96,24418.0,37391.0,,,0.7,1.0,,50000.0,,10.99,,,,38.59,38.59,682000.0,16193449.93,,17.47,38.6,18.23,0.3243,50.14,0.4672
2014-05-05,492077.0,11448859.2,0.78,3.95,0.77,12.76,0.0,5753082.17,403847.0,247270.0,9396064.93,,,,,,,,0.64,,24759.0,,,,,,,8293.0,10.32,0.19,,,39.12,39.12,628398.0,14620557.81,,15.95,39.3,19.15,0.3192,49.06,0.4767
2014-05-06,420496.0,9695674.7,0.66,3.65,0.66,10.71,0.0,5780337.25,337266.0,250690.0,7776581.52,,,1420.0,0.05,,1000.0,,2.0,2420.0,75001.0,,,0.05,1420.0,0.02,7000.0,,8.44,,,,32.86,32.86,689044.0,15887776.53,,17.3,32.8,22.34,0.2656,39.73,0.4097
2014-05-07,420366.0,9825239.96,0.66,3.68,0.66,10.65,0.0,5856354.04,337266.0,250560.0,7882938.63,,,,,,,,,,,,,,,,,130.0,8.4,0.0,,,32.73,32.73,693189.0,16201948.45,,17.32,32.64,22.29,0.2648,39.64,0.4079
2014-05-08,374045.0,8888286.03,0.59,3.29,0.59,9.64,0.0,5953959.95,290945.0,250560.0,6913613.01,,,,,,,,1.15,,46321.0,,,,,,,,7.35,,,,27.97,27.97,749116.0,17800952.5,,18.97,27.93,24.94,0.2398,32.29,0.3596
2014-05-09,451045.0,11067325.46,0.71,4.01,0.71,11.74,0.0,6197083.92,370435.0,252560.0,9089391.76,,,14000.0,0.05,,,,0.24,2000.0,9510.0,,,0.05,14000.0,,75000.0,,9.49,,,,56.89,35.6,280764.0,6889127.62,,7.19,56.91,20.69,0.2793,43.03,0.4335
2014-05-12,468437.0,12104513.69,0.74,4.19,0.74,12.52,0.0,6975618.24,372984.0,269952.0,9637987.46,,,2549.0,0.53,,,,,17392.0,,,,0.53,2549.0,,,,9.8,,,,57.28,35.85,278215.0,7189135.95,,7.27,57.41,22.29,0.2713,41.22,0.4502
2014-05-13,469679.0,12090866.26,0.74,4.13,0.74,13.09,0.0,6981300.81,374226.0,271194.0,9633635.98,,,1242.0,0.08,,,,,1242.0,,,,0.08,1242.0,,,,10.33,,,,57.47,35.58,276973.0,7130068.62,,7.62,57.53,22.48,0.273,41.45,0.4466
2014-05-14,465024.0,12057295.56,0.73,4.22,0.73,13.03,0.0,7071848.2,369951.0,272746.0,9592211.48,,,6432.0,0.05,,,,0.19,1932.0,10707.0,,,0.05,6432.0,,,380.0,10.28,0.0,,,34.18,34.18,712378.0,18470771.61,,19.83,34.14,22.42,0.2621,40.06,0.4297
2014-05-15,470024.0,11504677.98,0.74,5.23,0.74,13.17,0.0,6798330.07,374951.0,277746.0,9177596.28,,,5000.0,0.13,,,,,5000.0,,,,0.13,5000.0,,,,10.46,,,,31.87,31.87,801419.0,19616163.27,,21.98,32.24,22.37,0.259,39.84,0.3996
2014-05-16,484325.0,11881673.29,0.76,6.28,0.76,13.05,0.0,6811995.8,389935.0,277673.0,9566056.42,,,14984.0,0.02,,,,,2966.0,,,,0.02,14984.0,,,3039.0,10.4,0.16,,,35.41,35.41,711238.0,17448402.51,,18.93,35.46,23.61,0.255,38.75,0.4398
2014-05-19,465765.0,11460911.08,0.74,6.61,0.73,12.53,0.0,7148966.75,351375.0,290530.0,8646157.68,,,,0.58,,,,1.11,20000.0,38560.0,,,0.58,,,,7143.0,9.29,0.19,,,32.96,32.96,714746.0,17587496.6,,18.92,32.94,24.36,0.2448,34.9,0.4369
2014-05-20,463151.0,11383702.12,0.73,6.95,0.73,12.5,0.0,7076633.71,346632.0,287916.0,8519803.33,,,2129.0,0.06,,,,0.11,2129.0,4743.0,,,0.06,2129.0,,,4743.0,9.2,0.13,,,33.33,33.33,693493.0,17045235.21,,18.39,33.34,24.53,0.2438,35.1,0.4453
2014-05-21,432426.0,10770900.1,0.68,6.51,0.68,11.68,0.0,7116636.13,320236.0,285716.0,7976462.95,,,2129.0,,,,,0.76,,28525.0,,,,2129.0,,,2200.0,8.5,0.06,,,28.98,28.98,784937.0,19551271.23,,20.89,28.92,26.26,0.2338,31.13,0.3913
2014-05-22,373085.0,9438165.54,0.59,5.76,0.59,10.16,0.0,5942159.84,310892.0,234890.0,7864830.17,,,35376.0,0.12,,4000.0,,1.13,2879.0,44720.0,,,0.12,35376.0,0.11,,57705.0,8.35,1.56,,,28.0,28.0,799288.0,20220090.49,,21.53,27.93,31.11,0.2527,34.2,0.3361
2014-05-23,369155.0,9484262.53,0.58,5.31,0.58,10.19,0.0,6034750.78,281465.0,234890.0,7231347.14,,,,,,,,0.75,,29427.0,,,,,,,,7.67,,,,25.16,25.16,837031.0,21504846.88,,22.88,25.1,31.53,0.2551,34.55,0.33
2014-05-26,358090.0,9366047.25,0.57,5.08,0.56,9.93,0.0,6118624.27,270400.0,233932.0,7072465.51,,,,,,,,0.26,,11065.0,,,,,,,958.0,7.46,0.02,,,24.11,24.11,851209.0,22263854.65,,23.59,24.02,32.14,0.2504,32.99,0.3193
2014-05-27,342802.0,8977309.17,0.54,4.95,0.54,9.78,0.0,6126218.31,255112.0,233932.0,6680880.79,,,,,,,,0.39,,15288.0,,,,,,,,7.18,,,,22.59,22.59,874431.0,22899625.53,,24.61,22.59,29.94,0.2445,33.55,0.3035
2014-05-28,367627.0,9782570.61,0.58,5.23,0.58,10.51,0.0,6885535.13,249923.0,258757.0,6650462.0,,,,0.85,,,,0.14,30014.0,5189.0,,,0.85,,,,5189.0,7.05,0.12,,,21.64,21.64,905174.0,24086719.88,,25.59,21.6,27.85,0.2204,30.72,0.3183
2014-05-29,387329.0,10328396.61,0.61,5.59,0.61,11.25,0.0,6675943.16,278025.0,250357.0,7413729.59,,,28102.0,,,,,,,,,,,28102.0,,,8400.0,7.99,0.22,,,24.71,24.71,847018.0,22586322.84,,24.23,24.8,29.15,0.2411,33.89,0.3443
2014-05-30,335510.0,9544084.77,0.53,4.93,0.53,9.78,0.0,7246517.96,226821.0,254742.0,6452263.27,,,5000.0,,,5000.0,,1.63,,56204.0,,,,5000.0,0.14,,615.0,6.55,0.02,,,19.18,19.18,955942.0,27193202.82,,27.87,19.02,22.42,0.2178,33.54,0.2837
2014-06-02,396990.0,10884263.31,0.63,5.49,0.62,11.7,0.0,6655250.37,300301.0,242742.0,8233343.81,,,73480.0,,,,,,,,,,,73480.0,,,12000.0,8.67,0.33,,,26.17,26.17,847030.0,23222996.94,,25.09,25.69,30.03,0.2502,34.89,0.346
2014-06-03,321990.0,8854868.68,0.51,4.46,0.51,9.59,0.0,6675513.31,225301.0,242742.0,6195878.03,,,,,,,,1.93,,75000.0,,,,,,,,6.66,,,,20.11,20.11,895146.0,24616914.42,,26.62,20.0,23.04,0.2311,35.2,0.2874
2014-06-04,399161.0,10903061.05,0.63,5.58,0.63,11.95,0.0,8738406.23,300395.0,319913.0,8205273.12,,,75094.0,1.21,,38171.0,,,39000.0,,,,1.21,75094.0,1.13,,,8.91,,,,25.46,25.46,879614.0,24026608.67,,26.03,25.5,18.55,0.202,34.92,0.3383
2014-06-05,464886.0,12676776.72,0.73,6.57,0.73,13.52,0.0,8702791.58,366197.0,319151.0,9985668.75,,,4000.0,1.2,,2775.0,,0.49,41094.0,15973.0,,,1.2,4000.0,0.09,77775.0,44631.0,10.49,1.36,,,30.16,30.16,847844.0,23119493.98,,24.64,29.85,28.69,0.2074,28.96,0.3829
2014-06-06,390784.0,10880842.02,0.62,5.72,0.61,11.61,0.0,8911323.41,291095.0,320049.0,8105139.17,,,2171.0,0.11,,,,2.0,3420.0,77522.0,,,0.11,2171.0,,249.0,2522.0,8.56,0.08,,,21.95,21.95,1035102.0,28820988.92,,30.59,21.86,16.77,0.1979,33.66,0.2947
2014-06-09,400023.0,11271657.27,0.63,5.93,0.63,12.13,0.0,9324674.96,295534.0,330926.0,8327416.07,,,,0.09,,9377.0,,0.11,1500.0,5457.0,,,0.09,,0.28,9896.0,,8.9,,,,22.7,22.7,1006243.0,28353435.24,,30.25,22.73,17.11,0.1932,33.0,0.3073
2014-06-10,548800.0,15097335.01,0.87,8.22,0.86,16.67,0.0,13129839.75,453106.0,477280.0,12464819.75,,,155000.0,4.61,,,,,155149.0,,,,4.61,155000.0,,2572.0,8795.0,13.77,0.26,,,33.73,33.73,890269.0,24491052.01,,26.83,33.91,24.32,0.1941,29.92,0.4085
2014-06-11,547912.0,14813729.64,0.86,8.29,0.86,16.29,0.0,12839510.17,445923.0,474892.0,12056284.15,,,112.0,0.0,,,,0.43,112.0,8795.0,,,0.0,112.0,,1500.0,2500.0,13.22,0.12,,,32.49,32.49,926406.0,25046956.48,,27.45,32.51,24.32,0.1947,30.11,0.3993
2014-06-12,557742.0,14826019.9,0.88,8.52,0.88,16.34,0.0,12949873.47,440081.0,487163.0,11698329.45,,,,0.35,,,,0.29,13841.0,5842.0,,,0.35,,,,1570.0,12.88,0.08,,,32.76,32.76,903198.0,24009006.89,,26.34,32.84,24.6,0.1904,29.58,0.4152
2014-06-13,548571.0,14373625.99,0.87,8.51,0.86,15.83,0.0,12524319.07,443306.0,477992.0,11615478.48,,,10000.0,,,,,0.41,,6775.0,,,,10000.0,,,9171.0,12.7,0.35,,,32.31,32.31,928723.0,24334346.97,,26.66,32.27,24.85,0.1941,29.98,0.3998
2014-06-16,559440.0,14526100.01,0.88,8.69,0.88,15.95,0.0,12438868.94,454656.0,479055.0,11805338.42,,,4804.0,0.13,,,,0.2,6519.0,6956.0,,,0.13,4804.0,,13502.0,5456.0,12.82,0.16,,,33.16,33.16,916502.0,23797368.28,,26.0,33.02,25.41,0.1963,29.34,0.408
2014-06-17,543504.0,14213135.18,0.86,8.5,0.85,15.45,0.0,11976890.68,449784.0,457991.0,11762270.0,,,5143.0,,,,,0.29,,10015.0,,,,5143.0,,,21064.0,12.6,0.64,,,33.19,33.19,905254.0,23673234.18,,25.45,33.13,22.66,0.1947,30.61,0.4011
2014-06-18,544073.0,14104380.95,0.86,8.61,0.85,15.46,0.0,11780762.65,450938.0,454440.0,11689977.88,,,14.0,,,,,0.08,,2980.0,,,,14.0,,4120.0,3551.0,12.69,0.09,,,33.38,33.38,899961.0,23330311.89,,25.25,33.45,22.67,0.1947,30.39,0.4027
2014-06-19,545429.0,14352005.89,0.86,8.69,0.86,15.5,0.0,11924030.32,452294.0,453157.0,11901321.99,,,2885.0,,,,,0.04,,1529.0,,,,2885.0,,,1283.0,12.64,0.04,,,34.75,34.75,849366.0,22349574.07,,23.88,34.61,22.42,0.1967,30.8,0.419
2014-06-20,440249.0,11827336.52,0.69,6.78,0.69,12.71,0.0,9348439.36,350114.0,347977.0,9405850.1,,,155.0,,,,,2.76,,102335.0,,,,155.0,,,105180.0,9.96,2.96,,,26.98,26.98,947404.0,25452109.89,,26.98,26.95,20.35,0.1781,27.89,0.3393
2014-06-23,415567.0,11089091.27,0.66,6.02,0.65,12.16,0.0,8831871.06,325432.0,330977.0,8683906.92,,,,,,,,0.63,,24682.0,,,,,,,17000.0,9.4,0.5,,,26.34,26.34,910096.0,24285223.82,,26.12,26.47,19.85,0.1829,29.65,0.3363
2014-06-24,399402.0,10835554.69,0.63,6.21,0.63,11.67,0.0,8681096.93,310513.0,319988.0,8424045.43,,,,,,,,0.44,,14984.0,,,,,,65.0,10989.0,8.94,0.31,,,23.85,23.85,991496.0,26898736.45,,28.64,23.78,19.29,0.1807,29.32,0.3068
2014-06-25,374823.0,9688984.12,0.59,5.88,0.59,11.02,0.0,7636172.56,278256.0,295409.0,7192776.23,,,,0.31,,,,0.88,10000.0,32257.0,,,0.31,,,,34579.0,8.11,0.97,,,22.49,22.49,958728.0,24782631.7,,27.67,22.66,20.76,0.1636,22.18,0.303
2014-06-26,380823.0,9688666.8,0.6,6.33,0.6,10.78,0.0,7668264.18,284256.0,301409.0,7231868.01,,,6000.0,0.27,,,,,10000.0,,,,0.27,6000.0,,,4000.0,7.92,0.13,,,22.78,22.78,963344.0,24508811.25,,26.97,22.7,20.21,0.1572,21.69,0.3052
2014-06-27,443326.0,11371346.89,0.7,7.61,0.7,12.38,0.0,7690047.56,348362.0,299806.0,8935512.79,,,384.0,,,,,0.01,,384.0,,,,384.0,,64106.0,1603.0,9.57,0.09,,,26.26,26.26,978092.0,25088136.99,,26.87,26.26,18.13,0.1854,31.81,0.3342
2014-06-30,513747.0,13199093.67,0.81,8.81,0.81,14.4,0.0,7702175.37,418798.0,299791.0,10759681.38,,,38210.0,,,,,,,,,,,38210.0,,32226.0,15.0,11.58,0.0,,,33.37,33.37,836392.0,21488429.81,,23.14,33.36,15.71,0.2313,41.01,0.4093
2014-07-01,483474.0,12676926.58,0.76,8.33,0.76,13.59,0.0,6991537.11,421169.0,266644.0,11043258.77,,,,,,2205.0,,0.05,,2003.0,,,,,0.06,4374.0,35352.0,11.68,0.98,,,32.18,32.18,887579.0,23272758.86,,24.71,32.09,16.58,0.2578,44.17,0.3694
2014-07-02,496563.0,13253217.81,0.78,9.02,0.78,14.15,0.0,6801627.94,427576.0,254839.0,11411961.54,,,94000.0,0.88,,,,3.43,30476.0,125128.0,,,0.88,94000.0,,37535.0,42281.0,12.1,1.17,,,32.67,32.67,881172.0,23518394.34,,24.81,32.77,21.18,0.2087,34.33,0.3794
2014-07-03,442953.0,11803469.81,0.7,8.06,0.7,12.55,0.0,5362195.15,414782.0,201229.0,11052790.74,,,,,,,,0.98,,34281.0,,,,,,21487.0,53610.0,11.7,1.56,,,31.69,31.69,894180.0,23827418.79,,25.2,31.7,18.77,0.2287,38.56,0.3384
2014-07-04,322315.0,8573518.89,0.51,6.46,0.51,9.12,0.0,3760389.04,274691.0,141369.0,7306729.38,,,,,,,,3.95,,140091.0,,,,,,,59860.0,7.72,1.71,,,20.91,20.91,1039242.0,27643643.4,,29.21,20.91,21.59,0.2156,34.21,0.2453
2014-07-07,364807.0,9629419.68,0.58,7.73,0.57,10.29,0.0,4783918.99,277315.0,181237.0,7319987.06,,,,1.12,,,,,39868.0,,,,1.12,,,2624.0,,7.77,,,,21.1,21.1,1037226.0,27378543.88,,29.04,21.11,19.05,0.1955,30.94,0.2775
2014-07-08,369407.0,9880455.15,0.58,7.91,0.58,10.36,0.0,4989321.33,296613.0,186539.0,7933448.59,,,21319.0,0.15,,,,0.06,5302.0,2021.0,,,0.15,21319.0,,,,8.26,,,,22.57,22.57,1017452.0,27213585.16,,28.37,22.54,18.78,0.1909,30.32,0.2811
2014-07-09,301778.0,8024376.76,0.48,6.71,0.47,8.54,0.0,5023179.34,203286.0,188910.0,5405441.93,,,,0.31,,,,2.62,11000.0,95073.0,,,0.31,,,1746.0,8629.0,5.72,0.24,,,15.49,15.49,1109374.0,29498621.33,,31.23,15.49,18.67,0.2275,37.22,0.2299
2014-07-10,325781.0,8611649.68,0.51,7.32,0.51,9.2,0.0,6083039.4,186076.0,230123.0,4918707.12,,,,1.16,,,,0.48,41248.0,17210.0,,,1.16,,,,35.0,5.22,0.0,,,14.16,14.16,1127560.0,29805764.34,,31.61,14.17,18.25,0.1901,29.19,0.248
2014-07-11,365057.0,9582360.22,0.58,8.23,0.57,10.24,0.0,7116692.05,184317.0,271123.0,4838126.34,,,,1.2,,,,0.09,43000.0,2659.0,,,1.2,,,900.0,2000.0,5.13,0.06,,,14.02,14.02,1130119.0,29664428.69,,31.46,14.02,25.31,0.1965,26.58,0.2777
2014-07-14,364596.0,9566801.99,0.58,9.75,0.57,10.2,0.0,7102024.6,184046.0,270662.0,4829267.57,,,,,,,,0.02,,271.0,,,,,,,461.0,5.09,0.01,,,14.0,14.0,1130390.0,29660822.67,,31.31,13.99,25.24,0.1968,26.7,0.2774
2014-07-15,361701.0,9535428.89,0.57,10.41,0.57,10.13,0.0,7145725.73,181151.0,271054.0,4775636.45,,,392.0,0.01,,,,0.09,392.0,3287.0,,,0.01,392.0,,,,5.02,,,,13.78,13.78,1133285.0,29876496.14,,31.44,13.78,24.55,0.1957,26.89,0.2752
2014-07-16,369080.0,9490210.53,0.58,11.14,0.58,10.36,0.0,7229330.12,183931.0,281153.0,4729445.96,,,,0.29,,,,0.08,10099.0,2720.0,,,0.29,,,5500.0,,5.11,,,,13.99,13.99,1130505.0,29068848.11,,31.33,14.02,23.37,0.1909,26.28,0.2808
2014-07-17,363206.0,9092905.29,0.57,10.73,0.57,10.01,0.0,6891642.41,177937.0,275279.0,4454673.9,,,6000.0,0.08,,,,0.37,3787.0,11994.0,,,0.08,6000.0,,,9661.0,4.82,0.34,,,13.47,13.47,1143215.0,28620523.12,,30.95,13.46,23.58,0.1905,26.64,0.2749
2014-07-18,363206.0,9092905.29,0.57,10.88,0.57,9.81,0.0,6891642.41,177937.0,275279.0,4454673.9,,,,,,,,,,,,,,,,,,4.7,,,,13.53,13.53,1137270.0,28471689.34,,30.12,13.49,23.42,0.1917,27.17,0.2762
2014-07-21,360832.0,8828165.74,0.57,11.49,0.57,9.75,0.0,6735014.18,175563.0,275279.0,4295348.7,,,2000.0,,,,,0.12,,4374.0,,,,2000.0,,,,4.62,,,,13.34,13.34,1140916.0,27913809.03,,30.0,13.36,22.38,0.1887,27.35,0.2741
2014-07-22,347324.0,8395573.26,0.55,11.2,0.55,9.25,0.0,6902724.48,151769.0,285565.0,3668585.41,,,,0.21,,,,0.87,10286.0,32542.0,,,0.21,,,8748.0,,3.92,,,,11.53,11.53,1164710.0,28153563.06,,30.04,11.53,19.64,0.1885,28.82,0.2638
2014-07-23,401067.0,9656624.78,0.63,13.44,0.63,10.53,0.0,6862112.89,205521.0,285003.0,4948398.1,,,53752.0,,,,,,,,,,,53752.0,,,562.0,5.24,0.03,,,15.54,15.54,1117195.0,26899079.01,,28.46,15.54,25.32,0.1959,26.95,0.3032
2014-07-24,398665.0,9791598.56,0.63,13.41,0.63,10.44,0.0,6991869.18,203110.0,284674.0,4988578.34,,,,,,,,0.04,,1118.0,,,,,,,329.0,5.17,0.01,0.03,,15.14,15.14,1138512.0,27962957.52,1293.0,29.0,15.12,25.53,0.1961,26.8,0.2972
