,TKTT FP Equity_DX_SI_QTY,TKTT FP Equity_DX_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKTT FP Equity_DX_SI_MV,TKTT FP Equity_DX_DSS,TKTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY,TKTT FP Equity_DX_BROKER_SI_QTY,TKTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKTT FP Equity_DX_BROKER_SI_MV_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKTT FP Equity_DX_BROKER_SI_MV_INC_x,TKTT FP Equity_DX_SUPPLY_SI_MV_NEW,TKTT FP Equity_DX_BROKER_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_NEW,TKTT FP Equity_DX_SUPPLY_SI_MV_DEC,TKTT FP Equity_DX_BROKER_SI_QTY_INC,TKTT FP Equity_DX_SUPPLY_SI_QTY_DEC,TKTT FP Equity_DX_BROKER_SI_MV_NEW_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKTT FP Equity_DX_BROKER_SI_MV_INC_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKTT FP Equity_DX_BROKER_SI_MV_ADD,TKTT FP Equity_DX_SUPPLY_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV,TKTT FP Equity_DX_BROKER_SI_MV_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV_RMV,TKTT FP Equity_DX_BROKER_SI_MV_RMV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKTT FP Equity_DX_UTILIZATION_QUANTITY,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_MV,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKTT FP Equity_DX_BROKER_SI_CON_RATIO,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKTT FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-01-15,11429.0,273025.1,0.02,0.26,0.02,0.3,0.0,225247.5,7429.0,9429.0,177469.9,,,,,,,,,,,,,,,,,,0.2,,,,100.0,0.36,0.0,0.0,,0.0,100.0,17.69,0.4889,65.62,0.0056
2016-01-18,52102.0,1167020.93,0.08,1.15,0.08,1.28,0.0,883161.26,48102.0,39429.0,1077425.83,,,30000.0,,,30000.0,,,,,,,,30000.0,0.74,10673.0,,1.17,,,,14.55,2.36,282538.0,6328504.84,,6.89,14.52,19.32,0.3983,57.84,0.0256
2016-01-19,58102.0,1304505.48,0.09,1.26,0.09,1.35,0.0,1019971.42,54102.0,45429.0,1214697.53,,,,,,6000.0,,,,,,,,,0.15,6000.0,,1.31,,,,12.39,2.67,382429.0,8586291.83,,9.2,12.44,18.31,0.3266,51.26,0.0286
2016-01-20,61462.0,1335938.19,0.1,1.35,0.1,1.42,0.0,1060477.83,54102.0,48789.0,1175961.21,,,,,,3360.0,,,,,,,,,0.08,,,1.25,,,,12.57,2.67,376337.0,8180062.01,,8.68,12.55,16.93,0.2983,48.99,0.0303
2016-01-21,61462.0,1406109.88,0.1,1.39,0.1,1.4,0.0,1116180.65,54102.0,48789.0,1237729.93,,,,,,,,,,,,,,,,,,1.25,,,,12.87,2.68,366237.0,8378664.31,,8.47,12.91,18.01,0.2935,48.2,0.0304
2016-01-22,61462.0,1429599.56,0.1,1.38,0.1,1.46,0.0,1134826.93,54102.0,48789.0,1258406.75,,,,,,,,,,,,,,,,,,1.28,,,,13.11,2.7,358425.0,8336927.25,,8.47,13.12,17.64,0.2952,48.48,0.0307
2016-01-25,85462.0,1992384.88,0.13,1.94,0.13,2.06,0.0,1696937.86,54102.0,72789.0,1261285.8,,,,,,24000.0,,,,,,,,,0.58,,,1.3,,,,13.76,2.73,338953.0,7902048.07,,8.15,13.77,28.07,0.2321,35.01,0.0431
2016-01-26,104462.0,2406023.01,0.16,2.47,0.16,2.51,0.0,1998969.3,59102.0,86789.0,1361267.95,,,5000.0,0.33,,,,,14000.0,,,,0.33,5000.0,,,,1.42,,,,15.18,2.99,330303.0,7607710.16,,7.94,15.18,28.81,0.2252,34.16,0.0528
2016-01-27,109462.0,2524362.91,0.17,2.59,0.17,2.63,0.0,2116796.21,59102.0,91789.0,1362983.47,,,,0.12,,,,,5000.0,,,,0.12,,,,,1.41,,,,15.32,2.99,326783.0,7536121.06,,7.78,15.32,27.51,0.2145,32.66,0.0554
2016-01-28,110485.0,2576283.29,0.17,2.69,0.17,2.66,0.0,2164185.23,68079.0,92812.0,1587462.46,,,8977.0,0.25,,,,,10000.0,,,,0.25,8977.0,,,8977.0,1.64,0.22,,,17.81,3.44,314130.0,7324866.46,,7.47,17.96,18.83,0.2408,41.67,0.0558
2016-01-29,114485.0,2713863.05,0.18,2.77,0.18,2.78,0.0,2247515.25,52125.0,94812.0,1235621.36,,,,0.05,,,,0.44,2000.0,17954.0,,,0.05,,,2000.0,,1.25,,,,14.04,2.65,319226.0,7567241.51,,7.66,14.07,20.32,0.238,40.71,0.0583
2016-02-01,114485.0,2722724.64,0.18,2.81,0.18,2.82,0.0,2254854.07,52125.0,94812.0,1239656.04,,,,,,,,,,,,,,,,,,1.28,,,,14.24,2.66,314016.0,7468044.73,,7.69,14.24,20.35,0.2384,40.79,0.0584
2016-02-02,113125.0,2589135.62,0.18,2.83,0.18,2.74,0.0,2138872.06,52125.0,93452.0,1193005.03,,,,,,,,,,,,,,,,,1360.0,1.27,0.03,,,15.39,2.66,286515.0,6557579.59,,6.99,15.38,21.06,0.2397,40.49,0.0578
2016-02-03,113125.0,2550279.43,0.18,2.93,0.18,2.78,0.0,2106773.16,52125.0,93452.0,1175101.13,,,,,,,,,,,,,,,,,,1.25,,,,15.39,2.68,286515.0,6459167.39,,6.97,15.26,19.9,0.256,43.35,0.0582
2016-02-04,116125.0,2553867.83,0.18,2.99,0.18,2.68,0.0,2121211.28,52125.0,96452.0,1146354.02,,,,0.07,,,,,3000.0,,,,0.07,,,,,1.22,,,,15.42,2.67,285968.0,6289123.58,,6.71,15.35,20.34,0.2351,39.64,0.0595
2016-02-05,121125.0,2656212.21,0.19,3.13,0.19,2.77,0.0,2224792.91,52125.0,101452.0,1143075.84,,,,0.11,,,,,5000.0,,,,0.11,,,,,1.2,,,,15.39,2.67,286515.0,6283134.28,,6.64,15.33,19.2,0.2304,38.24,0.062
2016-02-08,121125.0,2511477.06,0.19,3.12,0.19,2.69,0.0,2103565.5,52125.0,101452.0,1080790.44,,,,,,,,,,,,,,,,,,1.18,,,,15.39,2.67,286515.0,5940770.69,,6.52,15.32,19.71,0.2262,37.23,0.062
2016-02-09,121125.0,2477490.67,0.19,3.04,0.19,2.6,0.0,2075099.14,52125.0,101452.0,1066164.72,,,,,,,,,,,,,,,,,,1.15,,,,15.42,2.67,285968.0,5849189.28,,6.4,15.25,19.27,0.2288,37.99,0.0621
2016-02-10,128237.0,2682515.83,0.2,3.13,0.2,2.77,0.0,2243542.72,53437.0,107252.0,1117817.78,,,1312.0,0.08,,2000.0,,,3800.0,,,,0.08,1312.0,0.04,,,1.14,,,,15.81,2.76,284656.0,5954554.66,,6.1,15.77,19.95,0.2192,36.45,0.0663
2016-02-11,116946.0,2432747.79,0.18,2.94,0.18,2.53,0.0,1996211.16,63528.0,95961.0,1321529.61,,,10091.0,,,3000.0,,,,,,,,10091.0,0.06,,14291.0,1.36,0.3,,,18.79,3.29,274565.0,5711588.22,,5.82,18.97,18.48,0.2219,39.71,0.0606
2016-02-12,119658.0,2527948.32,0.19,3.02,0.19,2.62,0.0,1982357.84,45986.0,93833.0,971520.76,,,,,,,,0.46,,21882.0,,,,,,4340.0,2128.0,1.0,0.05,,,13.52,2.39,294247.0,6216393.45,,6.37,13.52,18.45,0.2158,39.03,0.0621
2016-02-15,121202.0,2676077.47,0.19,3.0,0.19,2.73,0.0,2071784.1,43730.0,93833.0,965535.78,,,,,,,,0.09,,4256.0,,,,,,2000.0,,0.97,,,,12.94,2.27,294247.0,6496821.55,,6.48,12.97,17.77,0.2165,39.11,0.063
2016-02-16,126902.0,2782899.0,0.2,3.3,0.2,2.92,0.0,2267884.4,43730.0,103417.0,958977.58,,,,0.16,,3884.0,,,5700.0,,,,0.16,,0.1,,,0.97,,,,11.94,2.27,322372.0,7069460.81,,7.11,12.04,22.27,0.2118,36.47,0.066
2016-02-17,126880.0,2902723.99,0.2,3.33,0.2,2.98,0.0,2365440.95,43730.0,103395.0,1000442.31,,,,,,,,,,,,,,,,,22.0,1.01,0.0,,,15.41,2.28,239970.0,5489964.35,,5.48,15.51,21.71,0.2134,37.03,0.066
2016-02-18,116355.0,2735112.59,0.18,3.07,0.18,2.8,0.0,2183059.65,43205.0,92870.0,1015603.45,,,,,,,,0.01,,525.0,,,,,,,10525.0,1.03,0.25,,,13.88,2.25,268080.0,6301654.27,,6.34,13.98,24.22,0.189,30.98,0.0605
2016-02-19,116355.0,2790839.31,0.18,3.11,0.18,2.87,0.0,2227538.54,43205.0,92870.0,1036295.93,,,,,,,,,,,,,,,,,,1.04,,,,15.26,2.25,239970.0,5755813.76,,5.67,15.48,24.11,0.1916,31.64,0.0605
2016-02-22,109944.0,2691319.82,0.17,2.63,0.17,2.77,0.0,2300634.88,38794.0,93984.0,949638.55,,,,0.08,,,,0.18,3114.0,7525.0,,,0.08,,,3114.0,2000.0,0.93,0.03,,,10.57,2.02,328262.0,8035527.41,,7.86,10.62,25.74,0.2029,31.65,0.0571
2016-02-23,127027.0,3162958.32,0.2,3.03,0.2,3.26,0.0,2815355.85,48794.0,113067.0,1214965.23,,,,0.52,,,,,19400.0,,,,0.52,,,10000.0,317.0,1.22,0.01,,,10.53,2.53,414791.0,10328250.24,,10.4,10.53,22.13,0.2186,34.69,0.0657
2016-02-24,90988.0,2266911.72,0.14,2.2,0.14,2.4,0.0,1919106.65,48794.0,77028.0,1215673.39,,,,,,,,,,,,,,,,,36039.0,1.25,0.92,,,10.53,2.54,414791.0,10334270.2,,10.57,10.54,29.3,0.2074,30.86,0.0473
2016-02-25,90703.0,2235677.21,0.14,2.23,0.14,2.39,0.0,1891586.56,48794.0,76743.0,1202690.47,,,,,,,,,,,,,,,,,285.0,1.26,0.01,,,10.53,2.54,414791.0,10223904.21,,10.66,10.53,29.41,0.2087,30.97,0.0471
2016-02-26,90703.0,2308956.52,0.14,2.33,0.14,2.4,0.0,1953587.53,48794.0,76743.0,1242111.33,,,,,,,,,,,,,,,,,,1.26,,,,10.53,2.53,414791.0,10559015.5,,10.7,10.51,29.13,0.2064,30.72,0.0471
2016-02-29,95703.0,2500129.88,0.15,2.5,0.15,2.59,0.0,2135441.07,39290.0,81743.0,1026405.68,,,,0.15,,,,0.27,5000.0,10932.0,,,0.15,,,1428.0,,1.04,,,,8.46,2.03,425363.0,11112115.04,,11.24,8.45,27.32,0.2181,34.48,0.0495
2016-03-01,69998.0,1828616.57,0.11,1.89,0.11,1.93,0.0,1463927.76,22517.0,56038.0,588230.51,,,,,,,,0.44,,16773.0,,,,,,,25705.0,0.6,0.69,,,6.2,1.16,340493.0,8894984.73,,9.02,6.23,13.55,0.2722,47.77,0.0361
2016-03-02,69989.0,1821609.67,0.11,1.89,0.11,1.93,0.0,1458271.56,22517.0,56029.0,586051.88,,,,,,,,,,,,,,,,,9.0,0.61,0.0,,,6.2,1.15,340493.0,8862040.34,,9.18,6.2,13.52,0.2716,47.7,0.0359
2016-03-03,60589.0,1576075.73,0.1,1.66,0.1,1.66,0.0,1212940.22,22517.0,46629.0,585725.08,,,,,,,,,,,,,,,,,9400.0,0.61,0.25,,,6.2,1.15,340493.0,8857098.68,,9.18,6.2,12.36,0.3367,54.93,0.031
2016-03-04,60589.0,1647302.51,0.1,1.71,0.1,1.68,0.0,1267756.0,22517.0,46629.0,612195.46,,,,,,,,,,,,,,,,,,0.61,,,,6.2,1.15,340493.0,9257372.99,,9.23,6.21,12.8,0.3332,54.52,0.031
2016-03-07,59716.0,1564633.5,0.09,1.67,0.09,1.7,0.0,1198864.13,21644.0,45756.0,567099.73,,,,,,,,0.02,,873.0,,,,,,,873.0,0.6,0.02,,,5.97,1.11,340946.0,8933209.4,,9.51,5.98,12.17,0.3526,56.43,0.0306
2016-03-08,66716.0,1714798.42,0.1,1.78,0.1,1.87,0.0,1334728.81,26644.0,51929.0,684829.56,,,,0.18,,,,,7000.0,,,,0.18,,,5000.0,827.0,0.73,0.03,,,5.4,1.36,466946.0,12001892.55,,12.81,5.39,10.82,0.2998,51.01,0.0342
2016-03-09,60889.0,1572391.44,0.1,1.65,0.1,1.66,0.0,1211889.79,24389.0,46929.0,629819.09,,,,,,,,0.06,,2255.0,,,,,,,5000.0,0.66,0.18,,,5.27,1.25,438284.0,11318202.11,,11.8,5.26,12.29,0.2668,46.62,0.0312
2016-03-10,60889.0,1549415.32,0.1,1.7,0.1,1.65,0.0,1194181.4,24389.0,46929.0,620616.04,,,,,,,,0.04,,1428.0,,,,,,,,0.65,,,,5.27,1.25,438284.0,11152818.12,,11.59,5.27,12.22,0.267,46.65,0.0312
2016-03-11,60889.0,1567383.82,0.1,1.69,0.1,1.64,0.0,1259513.59,19389.0,48929.0,499105.01,,,,,,5000.0,,0.13,,5000.0,,,,,0.13,,3000.0,0.52,0.08,,,4.21,0.99,441284.0,11359381.86,,11.76,4.21,12.38,0.2621,46.43,0.0311
2016-03-14,65449.0,1684765.78,0.1,1.85,0.1,1.78,0.0,1364024.72,22449.0,52989.0,577874.48,,,3060.0,0.12,,,,,4060.0,,,,0.12,3060.0,,,,0.6,,,,4.87,1.15,438224.0,11280612.38,,11.66,4.88,11.39,0.27,47.51,0.0336
2016-03-15,67949.0,1784292.98,0.11,1.94,0.11,1.86,0.0,1457102.14,22449.0,55489.0,589494.96,,,,0.07,,,,,2500.0,,,,0.07,,,,,0.6,,,,4.87,1.15,438224.0,11507454.24,,11.76,4.87,11.76,0.2613,46.24,0.0348
2016-03-16,70509.0,1833097.13,0.11,2.05,0.11,1.93,0.0,1442606.28,25009.0,55489.0,650185.45,,,,,,,,0.03,,1000.0,,,,,,3560.0,,0.67,,,,10.47,1.28,213811.0,5558670.94,,5.73,10.46,11.41,0.2355,43.51,0.0362
2016-03-17,80308.0,2117767.36,0.13,2.32,0.13,2.2,0.0,1551855.03,32808.0,58848.0,865165.51,,,10000.0,0.04,,1359.0,,0.06,2000.0,2201.0,,,0.04,10000.0,0.04,,,0.89,,,,6.7,1.68,456634.0,12041696.75,,12.41,6.7,20.6,0.2305,40.01,0.0412
2016-03-18,104175.0,2688692.85,0.16,2.96,0.16,2.86,0.0,2134823.41,46675.0,82715.0,1204653.12,,,13867.0,0.67,,,,,23867.0,,,,0.67,13867.0,,,,1.25,,,,9.54,2.39,442767.0,11427544.67,,11.88,9.52,17.34,0.2062,35.41,0.0534
2016-03-21,106226.0,2758072.53,0.17,2.86,0.17,2.89,0.0,2112343.01,48726.0,81356.0,1265131.34,,,3410.0,,,,,0.04,,1359.0,,,,3410.0,,,1359.0,1.3,0.04,,,10.58,2.43,411947.0,10695872.04,,11.02,10.58,16.96,0.1977,34.41,0.053
2016-03-22,98157.0,2556640.04,0.15,2.69,0.15,2.68,0.0,1997683.52,44675.0,76697.0,1163624.54,,,,,,1359.0,,0.11,,4051.0,,,,,0.04,,6018.0,1.2,0.16,,,9.7,2.22,415998.0,10835265.38,,11.14,9.7,16.55,0.2119,37.29,0.0488
2016-03-23,96157.0,2526875.97,0.15,2.69,0.15,2.64,0.0,1962936.18,44675.0,74697.0,1173998.61,,,,,,,,,,,,,,,,,2000.0,1.21,0.05,,,11.2,2.21,354196.0,9307792.06,,9.54,11.22,16.91,0.2148,37.99,0.0475
2016-03-24,96157.0,2490126.49,0.15,2.73,0.15,2.64,0.0,1934388.32,44675.0,74697.0,1156924.62,,,,,,,,,,,,,,,,,,1.2,,,,11.2,2.2,354196.0,9172424.69,,9.52,11.2,16.98,0.2159,38.15,0.0475
2016-03-25,96157.0,2490126.49,0.15,2.66,0.15,2.64,0.0,1934388.32,44675.0,74697.0,1156924.62,,,,,,,,,,,,,,,,,,1.2,,,,11.2,2.2,354196.0,9172424.69,,9.58,11.17,17.14,0.216,38.12,0.0475
2016-03-28,96157.0,2490126.49,0.15,2.66,0.15,2.63,0.0,1934388.32,44675.0,74697.0,1156924.62,,,,,,,,,,,,,,,,,,1.21,,,,11.2,2.2,354196.0,9172424.69,,9.62,11.16,17.31,0.2146,37.83,0.0475
2016-03-29,87157.0,2284043.48,0.14,2.41,0.14,2.37,0.0,1721660.96,44675.0,65697.0,1170756.71,,,,,,,,,,,,,,,,,9000.0,1.2,0.26,,,11.2,2.23,354196.0,9282089.4,,9.52,11.22,18.84,0.1833,30.97,0.0435
2016-03-30,88298.0,2377164.82,0.14,2.35,0.14,2.44,0.0,1834738.98,42816.0,68150.0,1152695.29,,,,0.09,,,,0.04,3000.0,1859.0,,,0.09,,,,547.0,1.17,0.02,,,10.73,2.06,356055.0,9585737.16,,9.65,10.8,16.81,0.1948,33.99,0.0426
2016-03-31,89556.0,2387204.07,0.14,2.38,0.14,2.5,0.0,1757642.83,45474.0,65938.0,1212154.6,,,,,,,,0.03,,812.0,,,,,,3470.0,2212.0,1.24,0.04,,,10.76,2.15,377237.0,10055626.65,,10.29,10.8,16.59,0.1835,32.57,0.0424
2016-04-01,83158.0,2188498.2,0.13,2.14,0.13,2.33,0.0,1273628.16,57977.0,48395.0,1525801.01,,,,,,1358.0,,0.06,,2112.0,,,,,0.04,14615.0,18901.0,1.6,0.52,,,13.3,2.71,377860.0,9944273.92,,10.44,13.26,20.25,0.2107,34.77,0.0389
2016-04-04,83158.0,2196544.15,0.13,2.15,0.13,2.3,0.0,1278310.62,57977.0,48395.0,1531410.57,,,,,,,,,,,,,,,,,,1.58,,,,13.33,2.66,376938.0,9956479.95,,10.26,13.32,20.15,0.2095,34.7,0.0382
2016-04-05,83158.0,2148268.46,0.13,2.18,0.13,2.3,0.0,1250215.88,48977.0,48395.0,1265251.02,,,,,,,,0.25,,9000.0,,,,,,,,1.33,,,,11.26,2.23,385938.0,9970158.39,,10.44,11.29,20.34,0.2113,34.91,0.0379
2016-04-06,83158.0,2175624.68,0.13,2.55,0.13,2.26,0.0,1266136.23,48977.0,48395.0,1281362.83,,,,,,,,,,,,,,,,,,1.31,,,,11.29,2.24,384852.0,10068706.69,,10.31,11.27,20.15,0.2089,34.6,0.038
2016-04-07,83158.0,2181659.15,0.13,2.61,0.13,2.29,0.0,1269648.07,48977.0,48395.0,1284916.91,,,,,,,,,,,,,,,,,,1.33,,,,11.31,2.22,383979.0,10073730.7,,10.39,11.31,20.2,0.2097,34.7,0.0377
2016-04-08,83158.0,2153900.62,0.13,2.73,0.13,2.29,0.0,1253493.6,48977.0,48395.0,1268568.16,,,,,,,,,,,,,,,,,,1.32,,,,11.32,2.21,383748.0,9939573.53,,10.37,11.32,20.27,0.2105,34.79,0.0375
2016-04-11,83158.0,2131371.96,0.13,2.77,0.13,2.26,0.0,1240382.72,48977.0,48395.0,1255299.61,,,,,,,,,,,,,,,,,,1.31,,,,11.32,2.2,383748.0,9835610.86,,10.24,11.33,20.26,0.2103,34.77,0.0373
2016-04-12,78158.0,2059180.1,0.12,2.69,0.12,2.12,0.0,1143301.01,48977.0,43395.0,1290366.49,,,,,,,,,,,,,,,,,5000.0,1.31,0.13,,,11.34,2.18,382961.0,10089634.74,,10.23,11.33,21.46,0.2322,36.8,0.0348
2016-04-13,74386.0,2018458.87,0.12,2.61,0.12,2.1,0.0,1471744.31,59820.0,54238.0,1623211.49,,,,0.31,,,,,10843.0,,,,0.31,,,10843.0,,1.65,,,,11.23,2.65,472639.0,12825025.98,,12.98,11.25,19.98,0.2352,38.39,0.033
2016-04-14,74386.0,2057683.69,0.12,2.61,0.12,2.15,0.0,1500344.8,59820.0,54238.0,1654755.44,,,,,,,,,,,,,,,,,,1.68,,,,11.23,2.65,472639.0,13074255.41,,13.27,11.23,20.07,0.2356,38.44,0.0329
2016-04-15,74383.0,2002184.39,0.12,2.54,0.12,2.17,0.0,1459856.02,59817.0,54235.0,1610108.0,,,,,,,,0.0,,3.0,,,,,,,3.0,1.69,0.0,,,11.23,2.64,472642.0,12722213.85,,13.27,11.28,19.9,0.2377,38.77,0.0328
2016-04-18,75270.0,2039168.91,0.12,2.62,0.12,2.15,0.0,1493331.59,59804.0,55122.0,1620173.48,,,,0.02,,,,0.0,900.0,13.0,,,0.02,,,,13.0,1.66,0.0,,,33.94,2.62,116388.0,3153112.68,,3.23,33.98,19.9,0.2352,38.05,0.0329
2016-04-19,75270.0,2098523.29,0.12,2.63,0.12,2.17,0.0,1536798.21,59804.0,55122.0,1667332.1,,,,,,,,,,,,,,,,,,1.68,,,,33.94,2.62,116388.0,3244890.78,,3.25,34.03,19.71,0.2337,37.9,0.0329
2016-04-20,72934.0,2022104.99,0.11,2.62,0.11,2.15,0.0,1463498.97,57567.0,52786.0,1596052.84,,,,,,,,0.06,,2237.0,,,,,,,2336.0,1.65,0.06,,,32.67,2.51,118625.0,3288894.12,,3.44,32.38,20.08,0.2404,39.66,0.0318
2016-04-21,65281.0,1848769.53,0.1,2.42,0.1,1.93,0.0,1278174.59,49914.0,45133.0,1413573.36,,,,,,,,0.22,,7653.0,,,,,,,7653.0,1.44,0.23,,,65.45,2.13,26350.0,746236.69,,0.76,65.63,23.09,0.2703,44.01,0.0278
2016-04-22,69803.0,2026136.02,0.11,2.45,0.11,2.09,0.0,1282390.29,39821.0,44180.0,1155863.82,,,,,,,,0.29,,10093.0,,,,,,,953.0,1.16,0.03,,,60.18,1.68,26350.0,764847.99,,0.77,60.13,21.14,0.2484,41.4,0.0295
2016-04-25,60428.0,1734133.87,0.09,1.97,0.09,1.85,0.0,1155936.2,34346.0,40280.0,985645.1,,,,,,,,0.16,,5475.0,,,,,,,3900.0,1.03,0.1,,,56.59,1.44,26350.0,756179.71,,0.79,56.5,25.14,0.2699,42.78,0.0253
2016-04-26,56423.0,1626843.19,0.09,1.88,0.09,1.71,0.0,1045916.32,33341.0,36275.0,961320.36,,,,,,,,0.03,,1005.0,,,,,,,4005.0,1.0,0.13,,,55.85,1.39,26355.0,759893.17,,0.78,56.06,27.18,0.26,40.04,0.0236
2016-04-27,56423.0,1550414.31,0.09,1.85,0.09,1.7,0.0,996779.31,33341.0,36275.0,916157.66,,,,,,,,,,,,,,,,,,0.98,,,,55.85,1.39,26355.0,724193.49,,0.79,55.44,27.17,0.2641,40.74,0.0235
2016-04-28,56423.0,1556419.44,0.09,1.14,0.09,1.66,0.0,1000640.08,33341.0,36275.0,919706.16,,,,,,,,,,,,,,,,,,0.98,,,,55.85,1.37,26355.0,726998.46,,0.75,56.6,27.92,0.2606,39.67,0.0232
2016-04-29,174065.0,4799871.04,0.27,3.34,0.27,5.13,0.0,4244286.62,117964.0,153917.0,3252876.72,,,84623.0,3.5,,,,,117642.0,,,,3.5,84623.0,,,,3.36,,,,3.3,3.3,3455545.0,95287222.39,,97.75,3.32,8.39,0.672,81.39,0.0487
2016-05-02,175988.0,4898021.52,0.28,3.18,0.28,5.18,0.0,4246540.24,119887.0,152580.0,3336642.87,,,,,,,,0.04,,1337.0,,,,,,3260.0,1337.0,3.41,0.04,,,3.33,3.33,3484629.0,96982679.64,,98.71,3.33,8.28,0.6583,80.54,0.0488
2016-05-03,169883.0,4717425.75,0.27,3.09,0.27,5.06,0.0,4157942.49,117964.0,149735.0,3275703.93,,,,,,1337.0,,0.05,,1923.0,,,,,0.04,,4182.0,3.38,0.08,,,3.23,3.23,3528561.0,97983462.2,,101.5,3.22,8.55,0.6866,82.27,0.0466
2016-05-04,159883.0,4432004.26,0.25,3.03,0.25,4.75,0.0,3873495.72,117964.0,139735.0,3269997.13,,,,,,,,,,,,,,,,,10000.0,3.38,0.31,,,3.24,3.24,3526143.0,97745731.62,,101.37,3.23,9.19,0.6682,81.06,0.0439
2016-05-05,159883.0,4438192.05,0.25,2.95,0.25,4.75,0.0,3878903.74,117964.0,139735.0,3274562.57,,,,,,,,,,,,,,,,,,3.38,,,,3.24,3.24,3525662.0,97868848.28,,101.52,3.23,9.18,0.6682,81.05,0.0439
2016-05-06,151346.0,4226107.39,0.24,2.65,0.24,4.49,0.0,3663505.06,116627.0,131198.0,3256632.0,,,,,,,,0.04,,1337.0,,,,,,,8537.0,3.36,0.26,,,3.35,3.35,3367457.0,94031126.73,,96.62,3.36,9.69,0.6658,80.83,0.0434
2016-05-09,143327.0,4031310.94,0.22,2.47,0.22,4.28,0.0,3464614.83,116627.0,123179.0,3280328.9,,,,,,,,,,,,,,,,,8019.0,3.39,0.22,,,3.18,3.18,3546136.0,99740989.82,,102.67,3.19,10.25,0.6494,79.72,0.0391
2016-05-10,123327.0,3502188.58,0.19,2.14,0.19,3.72,0.0,2930034.1,116627.0,103179.0,3311924.78,,,,,,,,,,,,,,,,,20000.0,3.41,0.56,,,3.18,3.18,3553927.0,100922932.91,,103.56,3.19,11.82,0.6039,76.5,0.0336
2016-05-11,123327.0,3509944.7,0.23,2.19,0.19,3.75,0.0,2936523.1,116627.0,103179.0,3319259.54,,,,,,,,,,,,,,,,,,3.42,,,,3.17,3.17,3558223.0,101268708.15,,104.22,3.18,11.81,0.605,76.58,0.0336
2016-05-12,123327.0,3471164.08,0.23,2.14,0.19,3.76,0.0,2904078.09,116627.0,103179.0,3282585.75,,,,,,,,,,,,,,,,,,3.4,,,,3.16,3.16,3569013.0,100453507.54,,105.16,3.13,11.9,0.6056,76.61,0.0335
2016-05-13,123327.0,3541565.83,0.23,2.12,0.19,3.73,0.0,2962978.26,116627.0,103179.0,3349162.78,,,,,,,,,,,,,,,,,,3.46,,,,3.13,3.13,3605510.0,103538973.64,,105.81,3.16,12.01,0.6006,76.26,0.0331
2016-05-16,123327.0,3614950.7,0.23,2.08,0.19,3.8,0.0,3024374.21,116627.0,103179.0,3418560.86,,,,,,,,,,,,,,,,,,3.52,,,,3.13,3.13,3608704.0,105778029.48,,107.3,3.18,11.89,0.6018,76.35,0.0331
2016-05-17,123327.0,3484289.83,0.23,2.05,0.19,3.85,0.0,2915059.48,116627.0,103179.0,3294998.42,,,,,,,,,,,,,,,,,,3.42,,,,3.1,3.1,3641854.0,102891295.91,,109.72,3.02,11.74,0.6106,76.97,0.0328
2016-05-18,123327.0,3567220.7,0.23,2.04,0.19,3.76,0.0,2984441.89,116627.0,103179.0,3373423.89,,,,,,,,,,,,,,,,,,3.49,,,,3.11,3.11,3633819.0,105107838.15,,107.49,3.15,12.27,0.5971,75.98,0.0329
2016-05-19,123327.0,3526053.58,0.23,2.04,0.19,3.81,0.0,2950000.26,116627.0,103179.0,3334493.26,,,,,,,,,,,,,,,,,,3.44,,,,3.11,3.11,3637298.0,103994320.97,,108.86,3.06,11.68,0.6082,76.81,0.0329
2016-05-20,123327.0,3537986.08,0.23,2.02,0.19,3.79,0.0,2959983.34,116627.0,103179.0,3345777.5,,,,,,,,,,,,,,,,,,3.46,,,,3.13,3.13,3615219.0,103712848.64,,106.83,3.14,12.03,0.6025,76.38,0.033
