,ALTXC FP Equity_DX_SI_QTY,ALTXC FP Equity_DX_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTXC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTXC FP Equity_DX_SI_MV,ALTXC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SUPPLY_SI_QTY,ALTXC FP Equity_DX_BROKER_SI_QTY,ALTXC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTXC FP Equity_DX_SUPPLY_SI_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTXC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTXC FP Equity_DX_BROKER_SI_CON_RATIO,ALTXC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTXC FP Equity_PX_LAST
2012-08-07,,,,,,,,,,,,,,,,,,,,7.31
2012-08-08,,,,,,,,,,,,,,,,,,,,7.31
2012-08-09,,,,,,,,,,,,,,,,,,,,7.31
2012-08-10,,,,,,,,,,,,,,,,,,,,7.31
2012-08-13,,,,,,,,,,,,,,,,,,,,7.31
2012-08-14,,,,,,,,,,,,,,,,,,,,7.31
2012-08-15,,,,,,,,,,,,,,,,,,,,7.31
2012-08-16,,,,,,,,,,,,,,,,,,,,7.31
2012-08-17,,,,,,,,,,,,,,,,,,,,7.31
2012-08-20,,,,,,,,,,,,,,,,,,,,7.31
2012-08-21,,,,,,,,,,,,,,,,,,,,7.31
2012-08-22,,,,,,,,,,,,,,,,,,,,7.31
2012-08-23,,,,,,,,,,,,,,,,,,,,7.31
2012-08-24,,,,,,,,,,,,,,,,,,,,7.31
2012-08-27,,,,,,,,,,,,,,,,,,,,7.31
2012-08-28,,,,,,,,,,,,,,,,,,,,7.31
2012-08-29,,,,,,,,,,,,,,,,,,,,7.31
2012-08-30,,,,,,,,,,,,,,,,,,,,7.31
2012-08-31,,,,,,,,,,,,,,,,,,,,7.31
2012-09-03,,,,,,,,,,,,,,,,,,,,7.36
2012-09-04,,,,,,,,,,,,,,,,,,,,7.36
2012-09-05,,,,,,,,,,,,,,,,,,,,7.36
2012-09-06,,,,,,,,,,,,,,,,,,,,7.36
2012-09-07,,,,,,,,,,,,,,,,,,,,7.36
2012-09-10,,,,,,,,,,,,,,,,,,,,7.36
2012-09-11,,,,,,,,,,,,,,,,,,,,7.36
2012-09-12,,,,,,,,,,,,,,,,,,,,7.36
2012-09-13,,,,,,,,,,,,,,,,,,,,7.36
2012-09-14,,,,,,,,,,,,,,,,,,,,7.36
2012-09-17,,,,,,,,,,,,,,,,,,,,7.36
2012-09-18,,,,,,,,,,,,,,,,,,,,7.36
2012-09-19,,,,,,,,,,,,,,,,,,,,7.36
2012-09-20,,,,,,,,,,,,,,,,,,,,7.36
2012-09-21,,,,,,,,,,,,,,,,,,,,7.36
2012-09-24,,,,,,,,,,,,,,,,,,,,7.36
2012-09-25,,,,,,,,,,,,,,,,,,,,7.36
2012-09-26,,,,,,,,,,,,,,,,,,,,7.36
2012-09-27,,,,,,,,,,,,,,,,,,,,7.36
2012-09-28,,,,,,,,,,,,,,,,,,,,7.36
2012-10-01,,,,,,,,,,,,,,,,,,,,7.46
2012-10-02,,,,,,,,,,,,,,,,,,,,7.46
2012-10-03,,,,,,,,,,,,,,,,,,,,7.46
2012-10-04,,,,,,,,,,,,,,,,,,,,7.46
2012-10-05,,,,,,,,,,,,,,,,,,,,7.46
2012-10-08,,,,,,,,,,,,,,,,,,,,7.46
2012-10-09,,,,,,,,,,,,,,,,,,,,7.46
2012-10-10,,,,,,,,,,,,,,,,,,,,7.46
2012-10-11,,,,,,,,,,,,,,,,,,,,7.46
2012-10-12,,,,,,,,,,,,,,,,,,,,7.46
2012-10-15,,,,,,,,,,,,,,,,,,,,7.46
2012-10-16,,,,,,,,,,,,,,,,,,,,7.46
2012-10-17,,,,,,,,,,,,,,,,,,,,7.46
2012-10-18,,,,,,,,,,,,,,,,,,,,7.46
2012-10-19,,,,,,,,,,,,,,,,,,,,7.46
2012-10-22,,,,,,,,,,,,,,,,,,,,7.46
2012-10-23,,,,,,,,,,,,,,,,,,,,7.46
2012-10-24,,,,,,,,,,,,,,,,,,,,7.46
2012-10-25,,,,,,,,,,,,,,,,,,,,7.46
2012-10-26,,,,,,,,,,,,,,,,,,,,7.46
2012-10-29,,,,,,,,,,,,,,,,,,,,7.46
2012-10-30,,,,,,,,,,,,,,,,,,,,7.46
2012-10-31,,,,,,,,,,,,,,,,,,,,7.46
2012-11-01,,,,,,,,,,,,,,,,,,,,7.46
2012-11-02,,,,,,,,,,,,,,,,,,,,7.46
2012-11-05,,,,,,,,,,,,,,,,,,,,7.46
2012-11-06,,,,,,,,,,,,,,,,,,,,7.46
2012-11-07,,,,,,,,,,,,,,,,,,,,7.46
2012-11-08,,,,,,,,,,,,,,,,,,,,7.46
2012-11-09,,,,,,,,,,,,,,,,,,,,7.46
2012-11-12,,,,,,,,,,,,,,,,,,,,7.46
2012-11-13,,,,,,,,,,,,,,,,,,,,7.46
2012-11-14,,,,,,,,,,,,,,,,,,,,7.46
2012-11-15,,,,,,,,,,,,,,,,,,,,7.46
2012-11-16,,,,,,,,,,,,,,,,,,,,7.46
2012-11-19,,,,,,,,,,,,,,,,,,,,7.46
2012-11-20,,,,,,,,,,,,,,,,,,,,7.46
2012-11-21,,,,,,,,,,,,,,,,,,,,7.46
2012-11-22,,,,,,,,,,,,,,,,,,,,7.46
2012-11-23,,,,,,,,,,,,,,,,,,,,7.46
2012-11-26,,,,,,,,,,,,,,,,,,,,7.46
2012-11-27,,,,,,,,,,,,,,,,,,,,7.46
2012-11-28,,,,,,,,,,,,,,,,,,,,7.46
2012-11-29,,,,,,,,,,,,,,,,,,,,7.46
2012-11-30,,,,,,,,,,,,,,,,,,,,7.46
2012-12-03,,,,,,,,,,,,,,,,,,,,7.46
2012-12-04,,,,,,,,,,,,,,,,,,,,7.46
2012-12-05,,,,,,,,,,,,,,,,,,,,7.46
2012-12-06,,,,,,,,,,,,,,,,,,,,7.46
2012-12-07,,,,,,,,,,,,,,,,,,,,7.46
2012-12-11,,,,,,,,,,,,,,,,,,,,7.46
2012-12-12,,,,,,,,,,,,,,,,,,,,7.46
2012-12-13,,,,,,,,,,,,,,,,,,,,7.46
2012-12-14,,,,,,,,,,,,,,,,,,,,7.46
2012-12-17,,,,,,,,,,,,,,,,,,,,7.46
2012-12-18,,,,,,,,,,,,,,,,,,,,7.46
2012-12-19,,,,,,,,,,,,,,,,,,,,7.46
2012-12-20,,,,,,,,,,,,,,,,,,,,7.46
2012-12-21,,,,,,,,,,,,,,,,,,,,7.46
2012-12-24,,,,,,,,,,,,,,,,,,,,7.46
2012-12-27,,,,,,,,,,,,,,,,,,,,7.46
2012-12-28,,,,,,,,,,,,,,,,,,,,7.46
2012-12-31,,,,,,,,,,,,,,,,,,,,7.46
2013-01-02,,,,,,,,,,,,,,,,,,,,7.46
2013-01-03,,,,,,,,,,,,,,,,,,,,7.46
2013-01-04,,,,,,,,,,,,,,,,,,,,7.46
2013-01-07,,,,,,,,,,,,,,,,,,,,7.46
2013-01-08,,,,,,,,,,,,,,,,,,,,7.46
2013-01-09,,,,,,,,,,,,,,,,,,,,7.46
2013-01-10,,,,,,,,,,,,,,,,,,,,7.46
2013-01-11,,,,,,,,,,,,,,,,,,,,7.46
2013-01-14,,,,,,,,,,,,,,,,,,,,7.46
2013-01-15,,,,,,,,,,,,,,,,,,,,7.46
2013-01-16,,,,,,,,,,,,,,,,,,,,7.46
2013-01-17,,,,,,,,,,,,,,,,,,,,7.46
2013-01-21,,,,,,,,,,,,,,,,,,,,7.46
2013-01-23,,,,,,,,,,,,,,,,,,,,7.46
2013-01-24,,,,,,,,,,,,,,,,,,,,7.46
2013-01-25,,,,,,,,,,,,,,,,,,,,7.46
2013-01-28,,,,,,,,,,,,,,,,,,,,7.46
2013-01-29,,,,,,,,,,,,,,,,,,,,7.46
2013-01-30,,,,,,,,,,,,,,,,,,,,7.46
2013-01-31,,,,,,,,,,,,,,,,,,,,7.46
2013-02-01,,,,,,,,,,,,,,,,,,,,7.46
2013-02-04,,,,,,,,,,,,,,,,,,,,7.46
2013-02-05,,,,,,,,,,,,,,,,,,,,7.46
2013-02-06,,,,,,,,,,,,,,,,,,,,7.46
2013-02-07,,,,,,,,,,,,,,,,,,,,7.46
2013-02-08,,,,,,,,,,,,,,,,,,,,7.46
2013-02-11,,,,,,,,,,,,,,,,,,,,7.46
2013-02-12,,,,,,,,,,,,,,,,,,,,7.46
2013-02-13,,,,,,,,,,,,,,,,,,,,7.46
2013-02-14,,,,,,,,,,,,,,,,,,,,7.5
2013-02-15,,,,,,,,,,,,,,,,,,,,7.5
2013-02-18,,,,,,,,,,,,,,,,,,,,7.5
2013-02-19,,,,,,,,,,,,,,,,,,,,7.5
2013-02-20,,,,,,,,,,,,,,,,,,,,7.5
2013-02-21,,,,,,,,,,,,,,,,,,,,7.5
2013-02-22,,,,,,,,,,,,,,,,,,,,7.5
2013-02-26,,,,,,,,,,,,,,,,,,,,7.5
2013-02-27,,,,,,,,,,,,,,,,,,,,7.5
2013-02-28,,,,,,,,,,,,,,,,,,,,7.5
2013-03-01,,,,,,,,,,,,,,,,,,,,7.51
2013-03-04,,,,,,,,,,,,,,,,,,,,7.51
2013-03-05,,,,,,,,,,,,,,,,,,,,7.51
2013-03-06,,,,,,,,,,,,,,,,,,,,7.51
2013-03-07,,,,,,,,,,,,,,,,,,,,7.51
2013-03-08,,,,,,,,,,,,,,,,,,,,7.51
2013-03-11,,,,,,,,,,,,,,,,,,,,7.51
2013-03-12,,,,,,,,,,,,,,,,,,,,7.51
2013-03-13,,,,,,,,,,,,,,,,,,,,7.51
2013-03-14,,,,,,,,,,,,,,,,,,,,7.51
2013-03-15,,,,,,,,,,,,,,,,,,,,7.51
2013-03-18,,,,,,,,,,,,,,,,,,,,7.51
2013-03-19,,,,,,,,,,,,,,,,,,,,7.51
2013-03-20,,,,,,,,,,,,,,,,,,,,7.51
2013-03-21,,,,,,,,,,,,,,,,,,,,7.51
2013-03-22,,,,,,,,,,,,,,,,,,,,7.51
2013-03-25,,,,,,,,,,,,,,,,,,,,7.51
2013-03-26,,,,,,,,,,,,,,,,,,,,7.51
2013-03-27,,,,,,,,,,,,,,,,,,,,7.51
2013-03-28,,,,,,,,,,,,,,,,,,,,7.51
2013-04-02,,,,,,,,,,,,,,,,,,,,7.51
2013-04-03,,,,,,,,,,,,,,,,,,,,7.51
2013-04-04,,,,,,,,,,,,,,,,,,,,7.51
2013-04-05,,,,,,,,,,,,,,,,,,,,7.51
2013-04-08,,,,,,,,,,,,,,,,,,,,7.51
2013-04-09,,,,,,,,,,,,,,,,,,,,7.51
2013-04-10,,,,,,,,,,,,,,,,,,,,7.51
2013-04-11,,,,,,,,,,,,,,,,,,,,7.51
2013-04-12,,,,,,,,,,,,,,,,,,,,7.51
2013-04-15,,,,,,,,,,,,,,,,,,,,7.51
2013-04-16,,,,,,,,,,,,,,,,,,,,7.51
2013-04-17,,,,,,,,,,,,,,,,,,,,7.51
2013-04-18,,,,,,,,,,,,,,,,,,,,7.51
2013-04-19,,,,,,,,,,,,,,,,,,,,7.51
2013-04-22,,,,,,,,,,,,,,,,,,,,7.51
2013-04-23,,,,,,,,,,,,,,,,,,,,7.51
2013-04-24,,,,,,,,,,,,,,,,,,,,7.51
2013-04-25,,,,,,,,,,,,,,,,,,,,7.51
2013-04-26,,,,,,,,,,,,,,,,,,,,7.51
2013-04-29,,,,,,,,,,,,,,,,,,,,7.51
2013-04-30,,,,,,,,,,,,,,,,,,,,7.51
2013-05-02,,,,,,,,,,,,,,,,,,,,7.61
2013-05-03,,,,,,,,,,,,,,,,,,,,7.61
2013-05-06,,,,,,,,,,,,,,,,,,,,7.61
2013-05-07,,,,,,,,,,,,,,,,,,,,7.61
2013-05-08,,,,,,,,,,,,,,,,,,,,7.61
2013-05-09,,,,,,,,,,,,,,,,,,,,7.61
2013-05-10,,,,,,,,,,,,,,,,,,,,7.61
2013-05-13,,,,,,,,,,,,,,,,,,,,7.61
2013-05-14,,,,,,,,,,,,,,,,,,,,7.61
2013-05-15,,,,,,,,,,,,,,,,,,,,7.61
2013-05-16,,,,,,,,,,,,,,,,,,,,7.61
2013-05-17,,,,,,,,,,,,,,,,,,,,7.61
2013-05-20,,,,,,,,,,,,,,,,,,,,7.61
2013-05-21,,,,,,,,,,,,,,,,,,,,7.61
2013-05-22,,,,,,,,,,,,,,,,,,,,7.61
2013-05-23,,,,,,,,,,,,,,,,,,,,7.61
2013-05-24,,,,,,,,,,,,,,,,,,,,7.61
2013-05-27,,,,,,,,,,,,,,,,,,,,7.61
2013-05-28,,,,,,,,,,,,,,,,,,,,7.61
2013-05-29,,,,,,,,,,,,,,,,,,,,7.61
2013-05-30,,,,,,,,,,,,,,,,,,,,7.61
2013-05-31,,,,,,,,,,,,,,,,,,,,7.61
2013-06-03,,,,,,,,,,,,,,,,,,,,7.61
2013-06-04,,,,,,,,,,,,,,,,,,,,7.61
2013-06-05,,,,,,,,,,,,,,,,,,,,7.61
2013-06-06,,,,,,,,,,,,,,,,,,,,7.61
2013-06-07,,,,,,,,,,,,,,,,,,,,7.61
2013-06-10,,,,,,,,,,,,,,,,,,,,7.61
2013-06-11,,,,,,,,,,,,,,,,,,,,7.61
2013-06-12,,,,,,,,,,,,,,,,,,,,7.61
2013-06-13,,,,,,,,,,,,,,,,,,,,7.61
2013-06-14,,,,,,,,,,,,,,,,,,,,7.61
2013-06-17,,,,,,,,,,,,,,,,,,,,7.61
2013-06-18,,,,,,,,,,,,,,,,,,,,7.61
2013-06-19,,,,,,,,,,,,,,,,,,,,7.61
2013-06-20,,,,,,,,,,,,,,,,,,,,7.61
2013-06-21,,,,,,,,,,,,,,,,,,,,7.61
2013-06-24,,,,,,,,,,,,,,,,,,,,7.61
2013-06-25,,,,,,,,,,,,,,,,,,,,7.61
2013-06-26,,,,,,,,,,,,,,,,,,,,7.61
2013-06-27,,,,,,,,,,,,,,,,,,,,7.61
2013-06-28,,,,,,,,,,,,,,,,,,,,7.61
2013-07-01,,,,,,,,,,,,,,,,,,,,7.61
2013-07-02,,,,,,,,,,,,,,,,,,,,7.61
2013-07-03,,,,,,,,,,,,,,,,,,,,7.61
2013-07-04,,,,,,,,,,,,,,,,,,,,7.61
2013-07-05,,,,,,,,,,,,,,,,,,,,7.61
2013-07-08,,,,,,,,,,,,,,,,,,,,7.61
2013-07-09,,,,,,,,,,,,,,,,,,,,7.61
2013-07-10,,,,,,,,,,,,,,,,,,,,7.61
2013-07-11,,,,,,,,,,,,,,,,,,,,7.61
2013-07-12,,,,,,,,,,,,,,,,,,,,7.61
2013-07-15,,,,,,,,,,,,,,,,,,,,7.61
2013-07-16,,,,,,,,,,,,,,,,,,,,7.61
2013-07-17,,,,,,,,,,,,,,,,,,,,7.61
2013-07-18,,,,,,,,,,,,,,,,,,,,7.61
2013-07-19,,,,,,,,,,,,,,,,,,,,7.61
2013-07-22,,,,,,,,,,,,,,,,,,,,7.61
2013-07-23,,,,,,,,,,,,,,,,,,,,7.61
2013-07-24,,,,,,,,,,,,,,,,,,,,7.61
2013-07-25,,,,,,,,,,,,,,,,,,,,7.61
2013-07-26,,,,,,,,,,,,,,,,,,,,7.61
2013-07-29,,,,,,,,,,,,,,,,,,,,7.61
2013-07-30,,,,,,,,,,,,,,,,,,,,7.61
2013-07-31,,,,,,,,,,,,,,,,,,,,7.61
2013-08-01,,,,,,,,,,,,,,,,,,,,7.61
2013-08-02,,,,,,,,,,,,,,,,,,,,7.61
2013-08-05,,,,,,,,,,,,,,,,,,,,7.61
2013-08-06,,,,,,,,,,,,,,,,,,,,7.61
2013-08-07,,,,,,,,,,,,,,,,,,,,7.61
2013-08-08,,,,,,,,,,,,,,,,,,,,7.61
2013-08-09,,,,,,,,,,,,,,,,,,,,7.61
2013-08-12,,,,,,,,,,,,,,,,,,,,7.61
2013-08-13,,,,,,,,,,,,,,,,,,,,7.61
2013-08-14,,,,,,,,,,,,,,,,,,,,7.61
2013-08-15,,,,,,,,,,,,,,,,,,,,7.61
2013-08-16,,,,,,,,,,,,,,,,,,,,7.61
2013-08-19,,,,,,,,,,,,,,,,,,,,7.61
2013-08-20,,,,,,,,,,,,,,,,,,,,7.61
2013-08-21,,,,,,,,,,,,,,,,,,,,7.61
2013-08-22,,,,,,,,,,,,,,,,,,,,7.61
2013-08-23,,,,,,,,,,,,,,,,,,,,7.61
2013-08-26,,,,,,,,,,,,,,,,,,,,7.61
2013-08-27,,,,,,,,,,,,,,,,,,,,7.61
2013-08-28,,,,,,,,,,,,,,,,,,,,7.61
2013-08-29,,,,,,,,,,,,,,,,,,,,7.61
2013-08-30,,,,,,,,,,,,,,,,,,,,7.61
2013-09-02,,,,,,,,,,,,,,,,,,,,7.61
2013-09-03,,,,,,,,,,,,,,,,,,,,7.61
2013-09-04,,,,,,,,,,,,,,,,,,,,7.61
2013-09-05,,,,,,,,,,,,,,,,,,,,7.61
2013-09-06,,,,,,,,,,,,,,,,,,,,7.61
2013-09-09,,,,,,,,,,,,,,,,,,,,7.61
2013-09-10,,,,,,,,,,,,,,,,,,,,7.61
2013-09-11,,,,,,,,,,,,,,,,,,,,7.61
2013-09-12,,,,,,,,,,,,,,,,,,,,7.61
2013-09-13,,,,,,,,,,,,,,,,,,,,7.61
2013-09-16,,,,,,,,,,,,,,,,,,,,7.61
2013-09-17,,,,,,,,,,,,,,,,,,,,7.61
2013-09-18,,,,,,,,,,,,,,,,,,,,7.61
2013-09-19,,,,,,,,,,,,,,,,,,,,7.61
2013-09-20,,,,,,,,,,,,,,,,,,,,7.61
2013-09-23,,,,,,,,,,,,,,,,,,,,7.61
2013-09-24,,,,,,,,,,,,,,,,,,,,7.53
2013-09-25,,,,,,,,,,,,,,,,,,,,7.53
2013-09-26,,,,,,,,,,,,,,,,,,,,7.53
2013-09-27,,,,,,,,,,,,,,,,,,,,7.53
2013-09-30,,,,,,,,,,,,,,,,,,,,7.53
2013-10-01,,,,,,,,,,,,,,,,,,,,7.53
2013-10-02,,,,,,,,,,,,,,,,,,,,7.53
2013-10-03,,,,,,,,,,,,,,,,,,,,7.53
2013-10-04,,,,,,,,,,,,,,,,,,,,7.53
2013-10-07,,,,,,,,,,,,,,,,,,,,7.53
2013-10-08,,,,,,,,,,,,,,,,,,,,7.53
2013-10-09,,,,,,,,,,,,,,,,,,,,7.53
2013-10-10,,,,,,,,,,,,,,,,,,,,7.53
2013-10-11,,,,,,,,,,,,,,,,,,,,7.53
2013-10-14,,,,,,,,,,,,,,,,,,,,7.53
2013-10-15,,,,,,,,,,,,,,,,,,,,7.53
2013-10-16,,,,,,,,,,,,,,,,,,,,7.53
2013-10-17,,,,,,,,,,,,,,,,,,,,7.53
2013-10-18,,,,,,,,,,,,,,,,,,,,7.53
2013-10-21,,,,,,,,,,,,,,,,,,,,7.53
2013-10-22,,,,,,,,,,,,,,,,,,,,7.53
2013-10-23,,,,,,,,,,,,,,,,,,,,7.53
2013-10-24,,,,,,,,,,,,,,,,,,,,7.53
2013-10-25,,,,,,,,,,,,,,,,,,,,7.53
2013-10-28,,,,,,,,,,,,,,,,,,,,7.53
2013-10-29,,,,,,,,,,,,,,,,,,,,7.53
2013-10-30,,,,,,,,,,,,,,,,,,,,7.53
2013-10-31,,,,,,,,,,,,,,,,,,,,7.53
2013-11-01,,,,,,,,,,,,,,,,,,,,7.53
2013-11-04,,,,,,,,,,,,,,,,,,,,7.53
2013-11-05,,,,,,,,,,,,,,,,,,,,7.53
2013-11-06,,,,,,,,,,,,,,,,,,,,7.53
2013-11-07,,,,,,,,,,,,,,,,,,,,7.53
2013-11-08,,,,,,,,,,,,,,,,,,,,7.53
2013-11-11,,,,,,,,,,,,,,,,,,,,7.53
2013-11-12,,,,,,,,,,,,,,,,,,,,7.53
2013-11-13,,,,,,,,,,,,,,,,,,,,7.53
2013-11-14,,,,,,,,,,,,,,,,,,,,7.53
2013-11-15,,,,,,,,,,,,,,,,,,,,7.53
2013-11-18,,,,,,,,,,,,,,,,,,,,7.53
2013-11-19,,,,,,,,,,,,,,,,,,,,7.53
2013-11-20,,,,,,,,,,,,,,,,,,,,7.53
2013-11-21,,,,,,,,,,,,,,,,,,,,7.53
2013-11-22,,,,,,,,,,,,,,,,,,,,7.53
2013-11-25,,,,,,,,,,,,,,,,,,,,7.53
2013-11-26,,,,,,,,,,,,,,,,,,,,7.53
2013-11-27,,,,,,,,,,,,,,,,,,,,7.53
2013-11-28,,,,,,,,,,,,,,,,,,,,7.53
2013-11-29,,,,,,,,,,,,,,,,,,,,7.53
2013-12-02,,,,,,,,,,,,,,,,,,,,7.53
2013-12-03,,,,,,,,,,,,,,,,,,,,7.53
2013-12-04,,,,,,,,,,,,,,,,,,,,7.53
2013-12-05,,,,,,,,,,,,,,,,,,,,7.53
2013-12-06,,,,,,,,,,,,,,,,,,,,7.53
2013-12-09,,,,,,,,,,,,,,,,,,,,7.53
2013-12-10,,,,,,,,,,,,,,,,,,,,7.53
2013-12-11,,,,,,,,,,,,,,,,,,,,7.53
2013-12-12,,,,,,,,,,,,,,,,,,,,7.53
2013-12-13,,,,,,,,,,,,,,,,,,,,7.53
2013-12-16,,,,,,,,,,,,,,,,,,,,7.53
2013-12-17,,,,,,,,,,,,,,,,,,,,7.53
2013-12-19,,,,,,,,,,,,,,,,,,,,7.53
2013-12-20,,,,,,,,,,,,,,,,,,,,7.53
2013-12-23,,,,,,,,,,,,,,,,,,,,7.53
2013-12-24,,,,,,,,,,,,,,,,,,,,7.53
2013-12-27,,,,,,,,,,,,,,,,,,,,7.53
2013-12-31,,,,,,,,,,,,,,,,,,,,7.53
2014-01-02,,,,,,,,,,,,,,,,,,,,7.53
2014-01-03,,,,,,,,,,,,,,,,,,,,7.53
2014-01-06,,,,,,,,,,,,,,,,,,,,7.53
2014-01-07,,,,,,,,,,,,,,,,,,,,7.53
2014-01-08,,,,,,,,,,,,,,,,,,,,7.53
2014-01-09,,,,,,,,,,,,,,,,,,,,7.53
2014-01-10,,,,,,,,,,,,,,,,,,,,7.53
2014-01-13,,,,,,,,,,,,,,,,,,,,7.53
2014-01-14,,,,,,,,,,,,,,,,,,,,7.53
2014-01-15,,,,,,,,,,,,,,,,,,,,7.53
2014-01-16,,,,,,,,,,,,,,,,,,,,7.53
2014-01-17,,,,,,,,,,,,,,,,,,,,7.53
2014-01-20,,,,,,,,,,,,,,,,,,,,7.53
2014-01-21,,,,,,,,,,,,,,,,,,,,7.53
2014-01-22,,,,,,,,,,,,,,,,,,,,7.53
2014-01-23,,,,,,,,,,,,,,,,,,,,7.53
2014-01-24,,,,,,,,,,,,,,,,,,,,7.53
2014-01-27,,,,,,,,,,,,,,,,,,,,7.53
2014-01-29,,,,,,,,,,,,,,,,,,,,7.53
2014-01-30,,,,,,,,,,,,,,,,,,,,7.53
2014-01-31,,,,,,,,,,,,,,,,,,,,7.53
2014-02-03,,,,,,,,,,,,,,,,,,,,7.53
2014-02-04,,,,,,,,,,,,,,,,,,,,7.53
2014-02-05,,,,,,,,,,,,,,,,,,,,7.53
2014-02-06,,,,,,,,,,,,,,,,,,,,7.53
2014-02-07,,,,,,,,,,,,,,,,,,,,7.53
2014-02-10,,,,,,,,,,,,,,,,,,,,7.53
2014-02-11,,,,,,,,,,,,,,,,,,,,7.53
2014-02-12,,,,,,,,,,,,,,,,,,,,7.5
2014-02-13,,,,,,,,,,,,,,,,,,,,7.51
2014-02-14,,,,,,,,,,,,,,,,,,,,7.51
2014-02-17,,,,,,,,,,,,,,,,,,,,7.51
2014-02-18,,,,,,,,,,,,,,,,,,,,7.51
2014-02-19,,,,,,,,,,,,,,,,,,,,7.51
2014-02-20,,,,,,,,,,,,,,,,,,,,7.51
2014-02-21,,,,,,,,,,,,,,,,,,,,7.51
2014-02-24,,,,,,,,,,,,,,,,,,,,7.51
2014-02-25,,,,,,,,,,,,,,,,,,,,7.51
2014-02-26,,,,,,,,,,,,,,,,,,,,7.51
2014-02-27,,,,,,,,,,,,,,,,,,,,7.51
2014-02-28,,,,,,,,,,,,,,,,,,,,7.51
2014-03-03,,,,,,,,,,,,,,,,,,,,7.51
2014-03-04,,,,,,,,,,,,,,,,,,,,7.51
2014-03-05,,,,,,,,,,,,,,,,,,,,7.51
2014-03-06,,,,,,,,,,,,,,,,,,,,7.51
2014-03-07,,,,,,,,,,,,,,,,,,,,7.51
2014-03-10,,,,,,,,,,,,,,,,,,,,7.51
2014-03-11,,,,,,,,,,,,,,,,,,,,7.51
2014-03-12,,,,,,,,,,,,,,,,,,,,7.51
2014-03-13,,,,,,,,,,,,,,,,,,,,7.51
2014-03-14,,,,,,,,,,,,,,,,,,,,7.51
2014-03-17,,,,,,,,,,,,,,,,,,,,7.51
2014-03-18,,,,,,,,,,,,,,,,,,,,7.51
2014-03-20,,,,,,,,,,,,,,,,,,,,7.51
2014-03-21,,,,,,,,,,,,,,,,,,,,7.51
2014-03-24,,,,,,,,,,,,,,,,,,,,7.51
2014-03-25,,,,,,,,,,,,,,,,,,,,7.51
2014-03-26,,,,,,,,,,,,,,,,,,,,7.51
2014-03-27,,,,,,,,,,,,,,,,,,,,7.51
2014-03-28,,,,,,,,,,,,,,,,,,,,7.51
2014-03-31,,,,,,,,,,,,,,,,,,,,7.51
2014-04-01,,,,,,,,,,,,,,,,,,,,7.51
2014-04-02,,,,,,,,,,,,,,,,,,,,7.51
2014-04-03,,,,,,,,,,,,,,,,,,,,7.51
2014-04-04,,,,,,,,,,,,,,,,,,,,7.51
2014-04-07,,,,,,,,,,,,,,,,,,,,7.51
2014-04-08,,,,,,,,,,,,,,,,,,,,7.51
2014-04-09,,,,,,,,,,,,,,,,,,,,7.51
2014-04-10,,,,,,,,,,,,,,,,,,,,7.51
2014-04-11,,,,,,,,,,,,,,,,,,,,7.51
2014-04-14,,,,,,,,,,,,,,,,,,,,7.51
2014-04-15,,,,,,,,,,,,,,,,,,,,7.51
2014-04-16,,,,,,,,,,,,,,,,,,,,7.51
2014-04-17,,,,,,,,,,,,,,,,,,,,7.51
2014-04-22,,,,,,,,,,,,,,,,,,,,7.51
2014-04-23,,,,,,,,,,,,,,,,,,,,7.51
2014-04-24,,,,,,,,,,,,,,,,,,,,7.51
2014-04-25,,,,,,,,,,,,,,,,,,,,7.51
2014-04-28,,,,,,,,,,,,,,,,,,,,7.51
2014-04-29,,,,,,,,,,,,,,,,,,,,7.51
2014-04-30,,,,,,,,,,,,,,,,,,,,7.51
2014-05-02,,,,,,,,,,,,,,,,,,,,7.51
2014-05-05,,,,,,,,,,,,,,,,,,,,7.51
2014-05-06,,,,,,,,,,,,,,,,,,,,7.51
2014-05-07,,,,,,,,,,,,,,,,,,,,7.51
2014-05-08,,,,,,,,,,,,,,,,,,,,7.51
2014-05-09,,,,,,,,,,,,,,,,,,,,7.51
2014-05-12,,,,,,,,,,,,,,,,,,,,7.51
2014-05-13,,,,,,,,,,,,,,,,,,,,7.51
2014-05-14,,,,,,,,,,,,,,,,,,,,7.51
2014-05-15,,,,,,,,,,,,,,,,,,,,7.51
2014-05-16,,,,,,,,,,,,,,,,,,,,7.51
2014-05-19,,,,,,,,,,,,,,,,,,,,7.51
