,ALCHI FP Equity_DX_SI_QTY,ALCHI FP Equity_DX_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCHI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCHI FP Equity_DX_SI_MV,ALCHI FP Equity_DX_DSS,ALCHI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SUPPLY_SI_QTY,ALCHI FP Equity_DX_BROKER_SI_QTY,ALCHI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCHI FP Equity_DX_BROKER_SI_MV_INC_x,ALCHI FP Equity_DX_BROKER_SI_QTY_ADD,ALCHI FP Equity_DX_SUPPLY_SI_MV_DEC,ALCHI FP Equity_DX_BROKER_SI_QTY_INC,ALCHI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCHI FP Equity_DX_BROKER_SI_MV_INC_y,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCHI FP Equity_DX_BROKER_SI_MV_ADD,ALCHI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCHI FP Equity_DX_BROKER_SI_QTY_DEC,ALCHI FP Equity_DX_SUPPLY_SI_MV,ALCHI FP Equity_DX_BROKER_SI_MV_DEC,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCHI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCHI FP Equity_DX_BROKER_SI_CON_RATIO,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCHI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCHI FP Equity_PX_LAST
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,3170456.64,3.17,0.0,,0.0,,0.0,17.46
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,3134139.84,3.17,0.0,,0.0,,0.0,17.26
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,3210405.12,3.13,0.0,,0.0,,0.0,17.68
2021-06-01,16969.0,295260.6,0.39,8.13,0.39,0.3,0.0,0.0,16969.0,0.0,295260.6,,,,,,,,,,16969.0,,0.3,,9.42,9.34,163216.0,2839958.4,2.89,9.42,,1.0,100.0,0.0935,17.4
2021-06-02,16969.0,294242.46,0.39,8.26,0.39,0.3,0.0,0.0,16969.0,0.0,294242.46,,,,,,,,,,,,0.3,,9.42,9.34,163216.0,2830165.44,2.84,9.42,,1.0,100.0,0.0935,17.34
2021-06-03,17651.0,303597.2,0.4,8.74,0.4,0.31,0.0,5865.2,17310.0,341.0,297732.0,,,341.0,,,,,,0.01,341.0,,0.3,,9.59,9.53,163216.0,2807315.2,2.83,9.59,1.97,0.9614,98.03,0.0972,17.2
2021-06-04,17651.0,300067.0,0.4,8.77,0.4,0.3,0.0,5797.0,17310.0,341.0,294270.0,,,,,,,,,,,,0.3,,9.59,9.53,163216.0,2774672.0,2.81,9.59,1.97,0.9614,98.03,0.0972,17.0
2021-06-07,17651.0,300067.0,0.4,8.91,0.4,0.3,0.0,5797.0,17310.0,341.0,294270.0,,,,,,,,,,,,0.29,,9.59,9.53,163216.0,2774672.0,2.77,9.59,1.97,0.9614,98.03,0.0972,17.0
2021-06-08,682.0,11607.64,0.02,0.34,0.02,0.01,0.0,5803.82,341.0,341.0,5803.82,,,,0.29,,16969.0,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,17.02
2021-06-09,682.0,11607.64,0.02,0.38,0.02,0.01,0.0,5803.82,341.0,341.0,5803.82,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,17.02
2021-06-10,682.0,11853.16,0.02,0.39,0.02,0.01,0.0,5926.58,341.0,341.0,5926.58,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,17.38
2021-06-11,682.0,11866.8,0.02,0.39,0.02,0.01,0.0,5933.4,341.0,341.0,5933.4,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,17.4
2021-06-14,682.0,11784.96,0.02,0.4,0.02,0.01,0.0,5892.48,341.0,341.0,5892.48,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,17.28
2021-06-15,682.0,11580.36,0.02,0.46,0.02,0.01,0.0,5790.18,341.0,341.0,5790.18,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.98
2021-06-16,682.0,11539.44,0.02,0.44,0.02,0.01,0.0,5769.72,341.0,341.0,5769.72,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.92
2021-06-17,682.0,11525.8,0.02,0.44,0.02,0.01,0.0,5762.9,341.0,341.0,5762.9,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.9
2021-06-18,682.0,11512.16,0.02,0.44,0.02,0.01,0.0,5756.08,341.0,341.0,5756.08,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.88
2021-06-21,682.0,11498.52,0.02,0.44,0.02,0.01,0.0,5749.26,341.0,341.0,5749.26,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.86
2021-06-22,682.0,11403.04,0.02,0.47,0.02,0.01,0.0,5701.52,341.0,341.0,5701.52,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.72
2021-06-23,682.0,11198.44,0.02,0.51,0.02,0.01,0.0,5599.22,341.0,341.0,5599.22,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.42
2021-06-24,682.0,11048.4,0.02,0.51,0.02,0.01,0.0,5524.2,341.0,341.0,5524.2,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.2
2021-06-25,682.0,10980.2,0.02,0.54,0.02,0.01,0.0,5490.1,341.0,341.0,5490.1,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.1
2021-06-28,682.0,11048.4,0.02,0.52,0.02,0.01,0.0,5524.2,341.0,341.0,5524.2,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.2
2021-06-29,682.0,11116.6,0.02,0.53,0.02,0.01,0.0,5558.3,341.0,341.0,5558.3,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.3
2021-06-30,682.0,11143.88,0.02,0.53,0.02,0.01,0.0,5571.94,341.0,341.0,5571.94,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.34
2021-07-01,682.0,11212.08,0.02,0.57,0.02,0.01,0.0,5606.04,341.0,341.0,5606.04,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.44
2021-07-02,682.0,11184.8,0.02,0.63,0.02,0.01,0.0,5592.4,341.0,341.0,5592.4,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.4
2021-07-05,682.0,11102.96,0.02,0.65,0.02,0.01,0.0,5551.48,341.0,341.0,5551.48,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.28
2021-07-06,682.0,10925.64,0.02,0.68,0.02,0.01,0.0,5462.82,341.0,341.0,5462.82,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.02
2021-07-07,682.0,10912.0,0.02,0.67,0.02,0.01,0.0,5456.0,341.0,341.0,5456.0,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,16.0
2021-07-08,682.0,10775.6,0.02,0.77,0.02,0.01,0.0,5387.8,341.0,341.0,5387.8,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.8
2021-07-09,682.0,10843.8,0.02,0.76,0.02,0.01,0.0,5421.9,341.0,341.0,5421.9,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.9
2021-07-12,682.0,10843.8,0.02,0.77,0.02,0.01,0.0,5421.9,341.0,341.0,5421.9,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.9
2021-07-13,682.0,10830.16,0.02,0.84,0.02,0.01,0.0,5415.08,341.0,341.0,5415.08,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.88
2021-07-14,682.0,10748.32,0.02,0.85,0.02,0.01,0.0,5374.16,341.0,341.0,5374.16,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.76
2021-07-15,682.0,10611.92,0.02,0.84,0.02,0.01,0.0,5305.96,341.0,341.0,5305.96,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.56
2021-07-16,682.0,10516.44,0.02,0.87,0.02,0.01,0.0,5258.22,341.0,341.0,5258.22,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,15.42
2021-07-19,682.0,10161.8,0.02,0.89,0.02,0.01,0.0,5080.9,341.0,341.0,5080.9,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,14.9
2021-07-20,682.0,10161.8,0.02,0.98,0.02,0.01,0.0,5080.9,341.0,341.0,5080.9,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,14.9
2021-07-21,682.0,9234.28,0.02,0.96,0.02,0.01,0.0,4617.14,341.0,341.0,4617.14,,,,,,,,,,,,0.01,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.54
2021-07-22,682.0,9179.72,0.02,0.59,0.02,0.01,0.0,4589.86,341.0,341.0,4589.86,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.46
2021-07-23,682.0,9179.72,0.02,0.57,0.02,0.01,0.0,4589.86,341.0,341.0,4589.86,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.46
2021-07-26,682.0,9207.0,0.02,0.56,0.02,0.01,0.0,4603.5,341.0,341.0,4603.5,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.5
2021-07-27,682.0,9329.76,0.02,0.56,0.02,0.01,0.0,4664.88,341.0,341.0,4664.88,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.68
2021-07-28,682.0,9466.16,0.02,0.61,0.02,0.01,0.0,4733.08,341.0,341.0,4733.08,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.88
2021-07-29,682.0,9425.24,0.02,0.59,0.02,0.01,0.0,4712.62,341.0,341.0,4712.62,,,,,,,,,,,,0.0,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038,13.82
2021-07-30,341.0,4753.54,0.01,0.3,0.01,0.0,0.0,4753.54,0.0,341.0,0.0,,,,0.0,,341.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0019,13.94
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,341.0,0.0,0.0,0.0,0.0,181584.0,2534912.64,2.53,0.0,,0.0,,0.0,13.96
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2538544.32,2.53,0.0,,0.0,,0.0,13.98
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2538544.32,2.54,0.0,,0.0,,0.0,13.98
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2534912.64,2.54,0.0,,0.0,,0.0,13.96
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2560334.4,2.54,0.0,,0.0,,0.0,14.1
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2651126.4,2.56,0.0,,0.0,,0.0,14.6
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2792761.92,2.65,0.0,,0.0,,0.0,15.38
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2894448.96,2.79,0.0,,0.0,,0.0,15.94
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2876290.56,2.89,0.0,,0.0,,0.0,15.84
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2890817.28,2.88,0.0,,0.0,,0.0,15.92
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2876290.56,2.89,0.0,,0.0,,0.0,15.84
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2876290.56,2.88,0.0,,0.0,,0.0,15.84
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2876290.56,2.88,0.0,,0.0,,0.0,15.84
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2876290.56,2.88,0.0,,0.0,,0.0,15.84
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2814552.0,2.88,0.0,,0.0,,0.0,15.5
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2756445.12,2.81,0.0,,0.0,,0.0,15.18
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2705601.6,2.76,0.0,,0.0,,0.0,14.9
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2705601.6,2.71,0.0,,0.0,,0.0,14.9
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2658389.76,2.71,0.0,,0.0,,0.0,14.64
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2665653.12,2.66,0.0,,0.0,,0.0,14.68
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2832710.4,2.67,0.0,,0.0,,0.0,15.6
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2731023.36,2.83,0.0,,0.0,,0.0,15.04
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2705601.6,2.73,0.0,,0.0,,0.0,14.9
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2691074.88,2.71,0.0,,0.0,,0.0,14.82
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2669284.8,2.69,0.0,,0.0,,0.0,14.7
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2701969.92,2.67,0.0,,0.0,,0.0,14.88
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2676548.16,2.7,0.0,,0.0,,0.0,14.74
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2669284.8,2.68,0.0,,0.0,,0.0,14.7
2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2705601.6,2.67,0.0,,0.0,,0.0,14.9
2021-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2676548.16,2.67,0.0,,0.0,,0.0,14.74
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2662021.44,2.68,0.0,,0.0,,0.0,14.66
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2574861.12,2.66,0.0,,0.0,,0.0,14.18
2021-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2498595.84,2.57,0.0,,0.0,,0.0,13.76
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2494964.16,2.5,0.0,,0.0,,0.0,13.74
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2451384.0,2.49,0.0,,0.0,,0.0,13.5
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2415067.2,2.45,0.0,,0.0,,0.0,13.3
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2400540.48,2.42,0.0,,0.0,,0.0,13.22
2021-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2400540.48,2.4,0.0,,0.0,,0.0,13.22
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2371487.04,2.41,0.0,,0.0,,0.0,13.06
2021-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2364223.68,2.37,0.0,,0.0,,0.0,13.02
2021-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2440488.96,2.36,0.0,,0.0,,0.0,13.44
2021-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2386013.76,2.44,0.0,,0.0,,0.0,13.14
2021-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2418698.88,2.39,0.0,,0.0,,0.0,13.32
2021-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2418698.88,2.42,0.0,,0.0,,0.0,13.32
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2418698.88,2.42,0.0,,0.0,,0.0,13.32
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2422330.56,2.42,0.0,,0.0,,0.0,13.34
2021-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2429593.92,2.42,0.0,,0.0,,0.0,13.38
2021-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2436857.28,2.43,0.0,,0.0,,0.0,13.42
2021-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2418698.88,2.44,0.0,,0.0,,0.0,13.32
2021-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2378750.4,2.42,0.0,,0.0,,0.0,13.1
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2386013.76,2.38,0.0,,0.0,,0.0,13.14
2021-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2386013.76,2.39,0.0,,0.0,,0.0,13.14
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2386013.76,2.39,0.0,,0.0,,0.0,13.14
2021-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2360592.0,2.39,0.0,,0.0,,0.0,13.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2429593.92,2.36,0.0,,0.0,,0.0,13.38
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2396908.8,2.43,0.0,,0.0,,0.0,13.2
2021-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,2327906.88,2.4,0.0,,0.0,,0.0,12.82
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1903000.32,2.33,0.0,,0.0,,0.0,10.48
2021-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1694178.72,1.9,0.0,,0.0,,0.0,9.33
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1646966.88,1.69,0.0,,0.0,,0.0,9.07
2021-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1561622.4,1.65,0.0,,0.0,,0.0,8.6
2021-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1514410.56,1.56,0.0,,0.0,,0.0,8.34
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1650598.56,1.51,0.0,,0.0,,0.0,9.09
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1614281.76,1.65,0.0,,0.0,,0.0,8.89
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1612465.92,1.61,0.0,,0.0,,0.0,8.88
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,181584.0,1567069.92,1.61,0.0,,0.0,,0.0,8.63
2021-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1506346.6,1.56,0.0,,0.0,,0.0,8.36
2021-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1261295.0,1.51,0.0,,0.0,,0.0,7.0
2021-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1201833.95,1.26,0.0,,0.0,,0.0,6.67
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1227059.85,1.2,0.0,,0.0,,0.0,6.81
2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1234267.25,1.23,0.0,,0.0,,0.0,6.85
2021-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,180185.0,1362198.6,1.23,0.0,,0.0,,0.0,7.56
