,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-09-13,98263.0,5119502.3,0.52,3.72,0.14,5.2,0.0,4087192.9,50751.0,78449.0,2644127.1,,,7945.0,0.59,,,,,11165.0,,,,0.59,7945.0,,859.0,1000.0,2.67,0.06,,,1.8,1.8,2774546.0,144553846.6,,145.35,1.8,16.69,0.2387,41.05,0.0348
2023-09-14,84606.0,4391051.4,0.44,3.14,0.12,4.45,0.0,3570304.8,41368.0,68792.0,2146999.2,,,,,,,,0.5,,9383.0,,,,,,,9657.0,2.16,0.53,,,1.46,1.46,2783951.0,144487056.9,,145.31,1.47,17.5,0.2546,43.57,0.0299
2023-09-15,82185.0,4355805.0,0.43,2.95,0.12,4.29,0.0,3532185.0,38947.0,66645.0,2064191.0,,,,,,274.0,,0.13,,2421.0,,,,,0.0,,2421.0,2.02,0.14,,,1.37,1.37,2799877.0,148393481.0,,146.45,1.36,18.57,0.2689,45.3,0.029
2023-09-18,74189.0,3887503.6,0.39,2.56,0.11,3.92,0.0,3294650.0,34038.0,62875.0,1783591.2,,,,,,,,0.24,,4909.0,,,,,,,3770.0,1.8,0.2,,,1.2,1.2,2796522.0,146537752.8,,147.24,1.21,19.78,0.3122,49.72,0.0262
2023-09-19,72067.0,3761897.4,0.38,2.44,0.1,3.78,0.0,3185609.4,32190.0,61027.0,1680318.0,,,,,,,,0.1,,1848.0,,,,,,,1848.0,1.68,0.1,,,1.15,1.15,2774804.0,144844768.8,,145.1,1.15,20.56,0.3294,51.21,0.0257
2023-09-20,69841.0,3785382.2,0.37,2.33,0.1,3.68,0.0,3172163.4,32190.0,58527.0,1744698.0,,,,,,,,,,,,,,,,,2500.0,1.68,0.13,,,1.15,1.15,2776491.0,150485812.2,,147.1,1.13,22.02,0.3505,52.68,0.0249
2023-09-21,69567.0,3728791.2,0.37,2.25,0.1,3.78,0.0,3122360.8,32190.0,58253.0,1725384.0,,,,,,,,,,,,,,,,,274.0,1.73,0.0,,,1.15,1.15,2778354.0,148919774.4,,149.69,1.14,21.19,0.3528,53.18,0.0248
2023-09-22,69567.0,3742704.6,0.37,2.21,0.1,3.75,0.0,3134011.4,32190.0,58253.0,1731822.0,,,,,,,,,,,,,,,,,,1.72,,,,1.14,1.14,2783085.0,149729973.0,,148.92,1.14,21.4,0.352,53.04,0.0247
2023-09-25,72567.0,3780740.7,0.38,2.28,0.1,3.9,0.0,3087081.3,34190.0,59253.0,1781299.0,,,,0.06,,,,,1000.0,,,,0.06,,,2000.0,,1.84,,,,1.22,1.22,2779512.0,144812575.2,,148.01,1.22,19.83,0.3371,52.34,0.0258
2023-09-26,73567.0,3825484.0,0.39,2.28,0.11,3.85,0.0,3147404.0,36190.0,60527.0,1881880.0,,,2614.0,0.0,,274.0,,0.04,1000.0,614.0,,,0.0,2614.0,0.0,,,1.89,,,,1.29,1.29,2778339.0,144473628.0,,144.68,1.29,20.06,0.3438,52.95,0.0261
2023-09-27,83841.0,4368116.1,0.44,2.58,0.12,4.38,0.0,3361856.7,40190.0,64527.0,2093899.0,,,4000.0,,,4000.0,,,,,,,,4000.0,0.21,,,2.1,,,,1.43,1.43,2778137.0,144740937.7,,144.94,1.43,18.36,0.2906,48.31,0.0297
2023-09-28,83567.0,4370554.1,0.44,2.54,0.12,4.38,0.0,3360431.9,40190.0,64253.0,2101937.0,,,,,,,,,,,,,,,,,274.0,2.1,0.0,,,1.43,1.43,2768699.0,144802957.7,,144.19,1.43,18.4,0.2912,48.38,0.0298
2023-09-29,83567.0,4395624.2,0.44,2.51,0.12,4.4,0.0,3379707.8,40190.0,64253.0,2113994.0,,,,,,,,,,,,,,,,,,2.11,,,,1.43,1.43,2764520.0,145413752.0,,144.88,1.43,18.46,0.2914,48.38,0.0298
2023-10-02,79567.0,4137484.0,0.42,2.32,0.11,4.21,0.0,3237156.0,38190.0,62253.0,1985880.0,,,,,,,,0.1,,2000.0,,,,,,,2000.0,2.02,0.1,,,1.35,1.35,2781476.0,144636752.0,,146.5,1.36,18.9,0.3054,49.73,0.0282
2023-10-03,77567.0,3994700.5,0.41,2.18,0.11,4.04,0.0,3220140.5,38190.0,62527.0,1966785.0,,,,,,274.0,,,,,,,,,0.0,,,1.99,,,,1.35,1.35,2780669.0,143204453.5,,144.23,1.36,19.39,0.3257,51.52,0.0275
2023-10-04,79263.0,4058265.6,0.42,2.19,0.11,4.09,0.0,3096934.4,39652.0,60487.0,2030182.4,,,4000.0,,,,,0.13,,2538.0,,,,4000.0,,,2040.0,2.05,0.12,,,1.4,1.4,2789511.0,142822963.2,,143.28,1.41,20.11,0.2975,48.22,0.028
2023-10-05,79487.0,4069734.4,0.42,2.17,0.11,4.1,0.0,3134105.6,39150.0,61213.0,2004480.0,,,1000.0,0.04,,,,0.08,1000.0,1502.0,,,0.04,1000.0,,,274.0,2.01,0.0,,,1.39,1.39,2787156.0,142702387.2,,142.4,1.39,20.0,0.2968,48.12,0.0281
2023-10-06,81487.0,4155837.0,0.43,2.22,0.12,4.19,0.0,3186837.0,40150.0,62487.0,2047650.0,,,1000.0,0.05,,274.0,,,1000.0,,,,0.05,1000.0,0.0,,,2.06,,,,1.4,1.4,2818542.0,143745642.0,,143.68,1.42,19.47,0.2973,48.35,0.0285
2023-10-09,81761.0,4075785.85,0.43,2.2,0.12,4.17,0.0,3114976.95,40150.0,62487.0,2001477.5,,,,,,,,,,,,,,,,,,2.06,,,,1.4,1.4,2819408.0,140547488.8,,143.08,1.42,19.05,0.2955,48.33,0.0286
2023-10-10,77487.0,3959585.7,0.41,2.04,0.11,3.91,0.0,3076884.3,38150.0,60213.0,1949465.0,,,,,,,,0.12,,2000.0,,,,,,,2274.0,1.91,0.1,,,1.34,1.34,2812515.0,143719516.5,,141.22,1.33,20.38,0.3109,49.36,0.0272
2023-10-11,77487.0,3889847.4,0.41,1.99,0.11,3.96,0.0,3036447.4,38150.0,60487.0,1915130.0,,,,,,274.0,,,,,,,,,0.0,,,1.96,,,,1.34,1.34,2805752.0,140848750.4,,142.35,1.36,19.85,0.316,50.03,0.0272
2023-10-12,77761.0,3837505.35,0.41,1.87,0.11,3.91,0.0,2985033.45,38150.0,60487.0,1882702.5,,,,,,,,,,,,,,,,,,1.93,,,,1.34,1.34,2808994.0,138623853.9,,140.61,1.35,19.78,0.3125,49.72,0.0273
2023-10-13,83487.0,4019899.05,0.44,2.01,0.12,4.12,0.0,3056899.05,41150.0,63487.0,1981372.5,,,3000.0,0.12,,,,,3000.0,,,,0.12,3000.0,,,,2.04,,,,1.45,1.45,2806085.0,135112992.75,,137.47,1.46,18.83,0.332,52.19,0.0293
2023-10-16,83761.0,4058220.45,0.44,1.97,0.12,4.05,0.0,3075945.15,41150.0,63487.0,1993717.5,,,,,,,,,,,,,,,,,,1.99,,,,1.45,1.45,2798918.0,135607577.1,,134.82,1.45,19.23,0.3287,51.76,0.0295
2023-10-17,87287.0,4185411.65,0.46,2.02,0.13,4.24,0.0,3021473.35,45150.0,63013.0,2164942.5,,,4000.0,0.2,,,,,4000.0,,,,0.2,4000.0,,,4474.0,2.2,0.21,,,1.59,1.59,2803312.0,134418810.4,,135.19,1.6,19.12,0.3889,58.14,0.0306
2023-10-18,74162.0,3574608.4,0.39,1.72,0.11,3.56,0.0,2549201.6,37950.0,52888.0,1829190.0,,,,,,274.0,,0.36,,7200.0,,,,,0.0,,10399.0,1.83,0.52,,,1.33,1.33,2816189.0,135740309.8,,135.46,1.33,22.8,0.3256,50.38,0.026
2023-10-19,76089.0,3648467.55,0.4,1.98,0.11,3.68,0.0,2628379.25,40151.0,54815.0,1925240.45,,,2201.0,0.1,,,,,2201.0,,,,0.1,2201.0,,,274.0,1.94,0.0,,,1.41,1.41,2814031.0,134932786.45,,135.16,1.42,25.46,0.3205,48.72,0.0267
2023-10-20,71621.0,3376930.15,0.38,1.92,0.1,3.45,0.0,2528230.15,38683.0,53621.0,1823903.45,,,,0.2,,,,0.27,4007.0,5475.0,,,0.2,,,4007.0,5201.0,1.86,0.27,,,1.35,1.35,2829119.0,133392960.85,,134.68,1.36,22.08,0.2785,44.74,0.025
2023-10-23,70976.0,3318128.0,0.37,1.93,0.1,3.36,0.0,2506781.75,38683.0,53621.0,1808430.25,,,,,,,,,,,,,,,,,,1.83,,,,1.35,1.35,2829119.0,132261313.25,,132.58,1.36,21.35,0.2802,45.25,0.0247
2023-10-24,66559.0,2921940.1,0.35,1.85,0.1,3.1,0.0,2178054.6,38030.0,49614.0,1669517.0,,,5809.0,,,,,0.31,,6462.0,,,,5809.0,,,4007.0,1.79,0.19,,,1.33,1.33,2812474.0,123467608.6,,128.7,1.37,22.97,0.3117,48.57,0.0234
2023-10-25,52750.0,2294625.0,0.28,1.45,0.08,2.34,0.0,1731517.5,28221.0,39805.0,1227613.5,,,,,,,,0.49,,9809.0,,,,,,,9809.0,1.25,0.51,,,0.99,0.99,2813438.0,122384553.0,,123.25,1.0,16.23,0.3037,49.4,0.0186
2023-10-26,52750.0,2252425.0,0.28,1.43,0.08,2.31,0.0,1699673.5,28221.0,39805.0,1205036.7,,,,,,,,,,,,,,,,,,1.24,,,,0.98,0.98,2837783.0,121173334.1,,122.67,1.0,16.06,0.3039,49.46,0.0184
2023-10-27,52750.0,2228687.5,0.28,1.44,0.08,2.26,0.0,1681761.25,28221.0,39805.0,1192337.25,,,,,,,,,,,,,,,,,,1.21,,,,0.99,0.99,2823009.0,119272130.25,,119.97,1.0,16.27,0.3062,49.66,0.0185
2023-10-30,49842.0,2188063.8,0.26,1.37,0.07,2.13,0.0,1619778.3,25313.0,36897.0,1111240.7,,,,,,,,0.13,,2908.0,,,,,,,2908.0,1.08,0.12,,,0.9,0.9,2793718.0,122644220.2,,119.62,0.89,14.17,0.3281,52.78,0.0177
2023-10-31,73523.0,3275449.65,0.39,1.99,0.11,3.26,0.0,2381464.8,40530.0,53456.0,1805611.5,,,14947.0,0.74,,,,0.04,16559.0,990.0,,,0.74,14947.0,,1260.0,,1.79,,,,1.44,1.44,2777005.0,123715572.75,,122.72,1.44,33.66,0.2889,39.58,0.0261
2023-11-01,84115.0,3806203.75,0.44,2.26,0.12,3.78,0.0,2615042.75,46787.0,57791.0,2117111.75,,,6257.0,0.29,,,,,6257.0,,,,0.29,6257.0,,,1922.0,2.1,0.08,,,1.66,1.66,2776601.0,125641195.25,,124.36,1.66,29.03,0.3504,50.44,0.0298
2023-11-02,114110.0,5226238.0,0.6,3.05,0.16,5.2,0.0,2680582.4,76782.0,58528.0,3516615.6,,,13376.0,0.05,,,,,737.0,,,,0.05,13376.0,,16619.0,,3.48,,,,2.72,2.72,2749770.0,125939466.0,,124.64,2.72,27.53,0.2618,36.94,0.0404
2023-11-03,167448.0,7727725.2,0.88,4.42,0.24,7.69,0.0,4611123.4,88912.0,99916.0,4103288.8,,,11950.0,0.57,,29258.0,,,12130.0,,,,0.57,11950.0,1.32,180.0,,4.08,,,,3.13,3.13,2750523.0,126936636.45,,125.9,3.14,36.46,0.3135,39.82,0.059
2023-11-06,110174.0,4946812.6,0.58,2.91,0.16,5.07,0.0,3051897.9,53408.0,67971.0,2398019.2,,,,0.16,,,,1.62,3559.0,35504.0,,,0.16,,,,35504.0,2.46,1.65,,,1.89,1.89,2779427.0,124796272.3,,127.08,1.9,21.88,0.385,57.2,0.0389
2023-11-07,109529.0,4978093.05,0.58,2.87,0.16,4.94,0.0,3089281.95,52403.0,67971.0,2381716.35,,,,,,,,,,,,,,,,95.0,,2.37,,0.05,,1.86,1.86,2765888.0,125709609.6,1100.0,124.91,1.86,21.84,0.3899,57.69,0.0389
2023-11-08,105366.0,4904787.3,0.55,2.75,0.15,4.79,0.0,2940237.65,54803.0,63163.0,2551079.65,,,2400.0,,,,,,,,,,,2400.0,,,4808.0,2.51,0.22,,,1.94,1.94,2764051.0,128666574.05,,126.67,1.94,22.86,0.4209,60.13,0.0374
2023-11-09,110130.0,5082499.5,0.58,2.73,0.16,5.13,0.0,3134831.05,58404.0,67927.0,2695344.6,,,4099.0,0.23,,,,0.08,4764.0,1800.0,,,0.23,4099.0,,1302.0,,2.73,,,,2.07,2.07,2761497.0,127443086.55,,128.36,2.08,21.78,0.3864,57.37,0.0391
2023-11-10,105500.0,4773875.0,0.55,2.64,0.15,4.86,0.0,3667331.5,41628.0,81046.0,1883667.0,,,7769.0,0.57,,350.0,,1.39,12769.0,29895.0,,,0.57,7769.0,0.02,5350.0,,1.93,,,,1.48,1.48,2777010.0,125659702.5,,127.3,1.49,29.59,0.2388,30.15,0.0374
2023-11-13,76062.0,3380955.9,0.4,1.95,0.11,3.46,0.0,2293975.6,37358.0,51608.0,1660563.1,,,,,,,,0.2,,4270.0,,,,,,,29438.0,1.7,1.35,,,1.33,1.33,2780635.0,123599225.75,,124.88,1.34,32.57,0.3047,42.69,0.027
2023-11-14,104735.0,4791626.25,0.55,2.76,0.15,4.67,0.0,2923699.5,53733.0,63906.0,2458284.75,,,20115.0,,,27884.0,,0.17,,3740.0,,,,20115.0,1.24,,15586.0,2.39,0.71,,,1.91,1.91,2762498.0,126384283.5,,123.35,1.9,22.95,0.3927,57.6,0.0372
2023-11-15,105510.0,4864011.0,0.55,2.78,0.15,4.83,0.0,2981794.1,54234.0,64681.0,2500187.4,,,347.0,0.02,,274.0,,0.04,501.0,1638.0,,,0.02,347.0,0.0,1792.0,,2.49,,,,1.87,1.87,2847634.0,131275927.4,,130.68,1.87,22.83,0.3893,57.33,0.0364
2023-11-16,108012.0,4860540.0,0.57,2.86,0.16,5.0,0.0,3023235.0,57010.0,67183.0,2565450.0,,,2776.0,0.14,,,,,2776.0,,,,0.14,2776.0,,,274.0,2.64,0.0,,,1.97,1.97,2840834.0,127837530.0,,129.82,1.99,22.18,0.3703,55.72,0.0373
2023-11-17,108012.0,4898344.2,0.57,2.85,0.16,4.89,0.0,3046749.05,57010.0,67183.0,2585403.5,,,,,,,,,,,,,,,,,,2.58,,,,1.97,1.97,2843126.0,128935764.1,,128.17,1.97,22.15,0.3691,55.62,0.0372
2023-11-20,111533.0,5113788.05,0.59,2.97,0.16,5.08,0.0,3160761.45,58777.0,68937.0,2694925.45,,,,0.08,,,,,1767.0,,,,0.08,,,1767.0,13.0,2.67,0.0,,,2.03,2.03,2838921.0,130164527.85,,129.1,2.03,21.42,0.35,53.78,0.0385
2023-11-21,111533.0,5124941.35,0.59,2.95,0.16,5.14,0.0,3167655.15,58777.0,68937.0,2700803.15,,,,,,,,,,,,,,,,,,2.71,,,,2.03,2.03,2838870.0,130446076.5,,130.42,2.03,21.4,0.3496,53.74,0.0385
2023-11-22,117281.0,5676400.4,0.62,3.15,0.17,5.42,0.0,3473910.0,61615.0,71775.0,2982166.0,,,2910.0,0.13,,,,0.0,2838.0,72.0,,,0.13,2910.0,,,,2.85,,,,2.13,2.13,2830717.0,137006702.8,,132.97,2.1,20.25,0.3251,50.87,0.0405
2023-11-23,121051.0,5810448.0,0.64,3.2,0.17,5.8,0.0,3567168.0,64156.0,74316.0,3079488.0,,,1229.0,0.14,,,,,2541.0,,,,0.14,1229.0,,1312.0,,3.11,,,,2.22,2.22,2831955.0,135933840.0,,136.03,2.24,19.9,0.311,48.74,0.0418
2023-11-24,183761.0,8967536.8,0.96,4.7,0.27,8.85,0.0,5156744.8,95511.0,105671.0,4660936.8,,,,1.51,,,,,31355.0,,,,1.51,,,31355.0,,4.6,,,,3.3,3.3,2801745.0,136725156.0,,135.29,3.29,31.66,0.3341,46.44,0.0634
2023-11-27,224150.0,11050595.0,1.18,5.66,0.32,10.97,0.0,6489506.9,116873.0,131633.0,5761838.9,,,20392.0,1.32,,,,,25962.0,,,,1.32,20392.0,,970.0,,5.72,,,,4.03,4.03,2784085.0,137255390.5,,136.34,4.02,25.76,0.3461,51.07,0.0773
2023-11-28,237856.0,11547908.8,1.25,5.84,0.34,11.75,0.0,6793650.05,124171.0,139931.0,6028502.05,,,5408.0,0.46,,,,,8298.0,,,,0.46,5408.0,,1890.0,,6.13,,,,4.28,4.28,2777954.0,134869666.7,,135.83,4.32,24.24,0.3594,53.18,0.082
2023-11-29,256792.0,12582808.0,1.35,6.15,0.37,12.53,0.0,8207745.0,119617.0,167505.0,5861233.0,,,19095.0,1.29,,,,1.29,27574.0,26128.0,,,1.29,19095.0,,2479.0,,5.83,,,,4.12,4.12,2783230.0,136378270.0,,135.67,4.12,14.02,0.382,58.19,0.0885
2023-11-30,300428.0,14811100.4,1.58,7.22,0.43,14.82,0.0,9911222.7,130649.0,201039.0,6440995.7,,,11032.0,0.59,,48630.0,,,11032.0,,,,0.59,11032.0,2.39,,26128.0,6.45,1.27,,,4.51,4.51,2768196.0,136472062.8,,136.2,4.52,15.94,0.3454,54.43,0.1036
2023-12-01,289220.0,14461000.0,1.52,6.81,0.42,14.36,0.0,9491550.0,123278.0,189831.0,6163900.0,,,3837.0,,,,,0.55,,11208.0,,,,3837.0,,,11208.0,6.12,0.52,,,4.25,4.25,2778183.0,138909150.0,,137.77,4.26,16.59,0.3535,55.16,0.0997
2023-12-04,291380.0,14321327.0,1.53,6.71,0.42,14.62,0.0,9522665.05,125438.0,193747.0,6165277.7,,,,0.24,,,,0.09,3916.0,1756.0,,,0.24,,,3916.0,,6.3,,,,4.29,4.29,2795621.0,137404772.15,,138.75,4.35,16.53,0.3647,56.24,0.0998
2023-12-05,290074.0,14431181.5,1.52,6.67,0.42,14.35,0.0,9786571.25,130162.0,196715.0,6475559.5,,,1789.0,0.19,,,,0.37,4724.0,6063.0,,,0.19,1789.0,,8998.0,1756.0,6.43,0.09,,,4.45,4.45,2792301.0,138916974.75,,137.95,4.45,16.55,0.369,56.58,0.0993
2023-12-06,306160.0,15154920.0,1.61,7.51,0.44,15.25,0.0,10310206.5,141734.0,208287.0,7015833.0,,,11299.0,0.37,,5083.0,,,6489.0,,,,0.37,11299.0,0.25,273.0,,7.04,,,,4.84,4.84,2787186.0,137965707.0,,138.54,4.84,15.93,0.3525,55.08,0.1045
2023-12-07,308984.0,15232911.2,1.62,7.69,0.45,15.34,0.0,10407772.3,144558.0,211111.0,7126709.4,,,3747.0,0.17,,,,0.05,3749.0,923.0,,,0.17,3747.0,,,925.0,7.16,0.05,,,4.93,4.93,2787243.0,137411079.9,,137.72,4.94,15.74,0.361,55.97,0.1054
2023-12-08,285734.0,14486713.8,1.5,7.2,0.41,14.14,0.0,10141470.3,133476.0,200029.0,6767233.2,,,3134.0,0.05,,,,0.78,1086.0,15213.0,,,0.05,3134.0,,997.0,12168.0,6.59,0.62,,,4.56,4.56,2796462.0,141780623.4,,139.48,4.51,16.59,0.3661,56.2,0.0975
2023-12-11,283323.0,14336143.8,1.49,7.1,0.41,14.4,0.0,10223527.6,135219.0,202046.0,6842081.4,,,4958.0,0.45,,274.0,,0.24,6171.0,5282.0,,,0.45,4958.0,0.0,2067.0,4428.0,6.86,0.22,,,4.61,4.61,2796673.0,141511653.8,,141.67,4.62,16.49,0.3723,56.81,0.0966
2023-12-12,295092.0,14680827.0,1.55,7.45,0.43,14.91,0.0,10637296.25,149988.0,213815.0,7461903.0,,,4642.0,0.72,,,,,14769.0,,,,0.72,4642.0,,10127.0,3000.0,7.57,0.16,,,5.12,5.12,2781814.0,138395246.5,,139.57,5.14,15.86,0.3584,55.56,0.1007
2023-12-13,276704.0,13683012.8,1.45,7.02,0.4,13.75,0.0,9663865.15,131874.0,195427.0,6521169.3,,,351.0,0.02,,,,0.94,351.0,18465.0,,,0.02,351.0,,,18739.0,6.53,0.97,,,4.5,4.5,2801838.0,138550889.1,,138.55,4.5,16.96,0.4014,59.45,0.0943
2023-12-14,274847.0,13824804.1,1.44,6.98,0.4,13.59,0.0,9736571.0,130017.0,193570.0,6539855.1,,,905.0,0.09,,,,0.19,2000.0,3804.0,,,0.09,905.0,,1042.0,3857.0,6.4,0.23,,,4.43,4.43,2805963.0,141139938.9,,138.86,4.41,17.06,0.3943,58.71,0.0936
2023-12-15,282915.0,14202333.0,1.49,7.19,0.41,14.3,0.0,10100039.2,136643.0,201196.0,6859478.6,,,7184.0,0.51,,,,0.16,7626.0,3241.0,,,0.51,7184.0,,2683.0,,6.91,,,,4.65,4.65,2799549.0,140537359.8,,141.15,4.67,16.47,0.379,57.56,0.0964
2023-12-18,285238.0,14261900.0,1.5,7.15,0.41,14.32,0.0,10516700.0,145781.0,210334.0,7289050.0,,,17070.0,0.8,,,,0.48,15953.0,8929.0,,,0.8,17070.0,,997.0,6815.0,7.31,0.39,,,4.96,4.96,2795943.0,139797150.0,,140.09,4.96,16.41,0.3247,51.88,0.097
2023-12-19,305442.0,15394276.8,1.6,7.64,0.44,15.29,0.0,11619115.2,168985.0,230538.0,8516844.0,,,21030.0,1.04,,2174.0,,,21030.0,,,,1.04,21030.0,0.11,2174.0,3000.0,8.43,0.16,,,5.72,5.72,2786727.0,140451040.8,,139.54,5.7,16.25,0.2992,48.54,0.1033
2023-12-20,305987.0,15452343.5,1.61,7.64,0.44,15.45,0.0,11692113.5,169974.0,231527.0,8583687.0,,,1989.0,0.13,,,,0.14,2279.0,3016.0,,,0.13,1989.0,,2016.0,1290.0,8.58,0.03,,,5.73,5.73,2794975.0,141146237.5,,141.23,5.73,16.96,0.2953,47.92,0.1032
2023-12-21,179823.0,9027114.6,0.94,4.72,0.26,9.11,0.0,7574878.8,101235.0,150894.0,5081997.0,,,5000.0,,,,,3.72,,73739.0,,,,5000.0,,,80633.0,5.11,4.05,,,3.41,3.41,2871776.0,144163155.2,,144.48,3.41,27.47,0.2144,30.31,0.0605
2023-12-22,184741.0,9329420.5,0.97,4.84,0.27,9.32,0.0,7873051.0,100743.0,155902.0,5087521.5,,,1680.0,0.05,,5500.0,,0.13,1057.0,2482.0,,,0.05,1680.0,0.28,310.0,1549.0,5.07,0.08,,,3.38,3.38,2879211.0,145400155.5,,144.82,3.38,26.59,0.2073,30.13,0.062
2023-12-25,184741.0,9329420.5,0.97,4.8,0.27,9.37,0.0,7873051.0,100743.0,155902.0,5087521.5,,,,,,,,,,,,,,,,,,5.09,,,,3.38,3.38,2879910.0,145435455.0,,145.04,3.39,26.63,0.2072,30.06,0.062
2023-12-26,184741.0,9329420.5,0.97,4.8,0.27,9.36,0.0,7873051.0,100743.0,155902.0,5087521.5,,,,,,,,,,,,,,,,,,5.09,,,,3.38,3.38,2880589.0,145469744.5,,145.24,3.39,26.66,0.2072,30.02,0.062
2023-12-27,185878.0,9368251.2,0.98,4.83,0.27,9.42,0.0,7914765.6,100380.0,157039.0,5059152.0,,,90.0,0.13,,,,0.15,2522.0,2885.0,,,0.13,90.0,,2432.0,1385.0,5.07,0.07,,,3.37,3.37,2882166.0,145261166.4,,145.11,3.38,26.47,0.2011,29.03,0.0623
2023-12-28,190161.0,9622146.6,1.0,4.92,0.27,9.63,0.0,8158339.2,106073.0,161232.0,5367293.8,,,2500.0,0.26,,,,0.04,4955.0,762.0,,,0.26,2500.0,,2455.0,762.0,5.36,0.04,,,3.55,3.55,2878259.0,145639905.4,,145.55,3.55,25.78,0.1908,27.82,0.0637
2023-12-29,194797.0,9817768.8,1.02,5.13,0.28,9.9,0.0,8364283.2,116299.0,165958.0,5861469.6,,,15278.0,0.58,,,,0.25,11138.0,5052.0,,,0.58,15278.0,,,6412.0,5.9,0.33,,,3.89,3.89,2872145.0,144756108.0,,145.38,3.9,25.11,0.194,28.95,0.0652
2024-01-01,194412.0,9798364.8,1.02,5.14,0.28,9.84,0.0,8344879.2,116299.0,165573.0,5861469.6,,,,,,,,,,,,,,,,,385.0,5.88,0.02,,,3.89,3.89,2872588.0,144778435.2,,145.19,3.89,25.17,0.1947,29.0,0.065
2024-01-02,190833.0,9455775.15,1.0,5.04,0.28,9.67,0.0,8026802.7,112720.0,161994.0,5585276.0,,,,,,,,0.18,,3579.0,,,,,,,3579.0,5.71,0.18,,,3.78,3.78,2872680.0,142341294.0,,144.26,3.81,25.68,0.1993,29.43,0.0639
2024-01-03,193480.0,9287040.0,1.02,5.13,0.28,9.64,0.0,7902768.0,115367.0,164641.0,5537616.0,,,3674.0,0.14,,,,0.06,2653.0,1027.0,,,0.14,3674.0,,,6.0,5.74,0.04,,,3.85,3.85,2879417.0,138212016.0,,140.92,3.92,25.28,0.1937,28.99,0.0646
2024-01-04,153134.0,7258551.6,0.8,3.97,0.22,7.39,0.0,5805315.0,72816.0,122475.0,3451478.4,,,,0.07,,,,2.26,1820.0,44371.0,,,0.07,,,1820.0,43986.0,3.51,2.2,,,2.43,2.43,2922024.0,138503937.6,,139.41,2.45,24.01,0.1896,32.78,0.0511
2024-01-05,164148.0,7649296.8,0.86,4.3,0.24,7.83,0.0,6313787.4,83330.0,135489.0,3883178.0,,,12078.0,0.71,,,,0.22,15014.0,4363.0,,,0.71,12078.0,,2799.0,2000.0,3.96,0.11,,,2.78,2.78,2917494.0,135955220.4,,137.41,2.8,20.56,0.1677,29.89,0.0547
2024-01-08,160888.0,7642180.0,0.84,4.17,0.23,7.55,0.0,6280877.5,80070.0,132229.0,3803325.0,,,2417.0,0.11,,,,0.29,2417.0,5677.0,,,0.11,2417.0,,,5677.0,3.75,0.3,,,2.67,2.67,2922391.0,138813572.5,,137.38,2.66,21.0,0.1717,30.53,0.0536
