,QCEU FP Equity_DX_SI_QTY,QCEU FP Equity_DX_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QCEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QCEU FP Equity_DX_SI_MV,QCEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY,QCEU FP Equity_DX_BROKER_SI_QTY,QCEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,QCEU FP Equity_DX_BROKER_SI_MV_INC_x,QCEU FP Equity_DX_SUPPLY_SI_MV_NEW,QCEU FP Equity_DX_BROKER_SI_QTY_ADD,QCEU FP Equity_DX_SUPPLY_SI_MV_DEC,QCEU FP Equity_DX_BROKER_SI_QTY_INC,QCEU FP Equity_DX_SUPPLY_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QCEU FP Equity_DX_BROKER_SI_MV_INC_y,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,QCEU FP Equity_DX_BROKER_SI_MV_ADD,QCEU FP Equity_DX_SUPPLY_SI_QTY_ADD,QCEU FP Equity_DX_BROKER_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV,QCEU FP Equity_DX_BROKER_SI_MV_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV_RMV,QCEU FP Equity_DX_BROKER_SI_MV_RMV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QCEU FP Equity_DX_UTILIZATION_QUANTITY,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QCEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_MV,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QCEU FP Equity_DX_BROKER_SI_CON_RATIO,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QCEU FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-08-13,2800.0,212408.0,0.35,0.04,0.21,212408.0,2800.0,2800.0,212408.0,,,,,2800.0,,,,,,,0.21,2800.0,,0.21,,,,2.78,2.76,97811.0,7419942.46,,7.42,2.79,50.0,0.5,50.0,0.0276
2020-08-14,10200.0,763266.0,1.25,0.13,0.77,763266.0,2800.0,10200.0,209524.0,,,0.56,,,,7400.0,,,0.56,,,,,0.21,,,,2.78,2.76,97811.0,7319197.13,,7.32,2.8,13.72,0.7633,86.28,0.1007
2020-08-17,10200.0,769692.0,1.25,0.13,0.76,769692.0,2800.0,10200.0,211288.0,,,,,,,,,,,,,,,0.21,,,,2.78,2.76,97811.0,7380818.06,,7.38,2.77,13.74,0.7629,86.26,0.1007
2020-08-18,10200.0,767346.0,1.25,0.13,0.77,767346.0,2800.0,10200.0,210644.0,,,,,,,,,,,,,,,0.21,,,,2.78,2.77,97811.0,7358321.53,,7.36,2.79,13.73,0.7631,86.27,0.1008
2020-08-19,10200.0,770304.0,1.78,0.13,0.76,770304.0,2800.0,10200.0,211456.0,,,,,,,,,,,,,,,0.21,,,,2.78,2.77,97811.0,7386686.72,,7.36,2.78,13.74,0.763,86.26,0.1008
2020-08-20,10200.0,764286.0,1.78,0.13,0.77,764286.0,2800.0,10200.0,209804.0,,,,,,,,,,,,,,,0.21,,,,2.78,2.77,97811.0,7328978.23,,7.33,2.79,13.73,0.7631,86.27,0.1009
2020-08-21,2800.0,210252.0,0.49,0.04,0.21,105126.0,1400.0,1400.0,105126.0,,,,,,0.11,,1400.0,,,,,,8800.0,0.11,0.67,,,100.0,1.38,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0277
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,1400.0,,,,,,1400.0,0.0,0.1,,,0.0,0.0,99711.0,7567067.79,,7.56,0.0,,0.0,,0.0
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99611.0,7539556.59,,7.56,0.0,,0.0,,0.0
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99611.0,7612272.62,,7.61,0.0,,0.0,,0.0
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99511.0,7580747.98,,7.6,0.0,,0.0,,0.0
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99411.0,7508512.83,,7.52,0.0,,0.0,,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99311.0,7462228.54,,7.46,0.0,,0.0,,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99311.0,7469180.31,,7.45,0.0,,0.0,,0.0
2020-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7618412.69,,7.63,0.0,,0.0,,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7500351.6,,7.51,0.0,,0.0,,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7385266.84,,7.39,0.0,,0.0,,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7500351.6,,7.5,0.0,,0.0,,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7455706.65,,7.45,0.0,,0.0,,0.0
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7560870.31,,7.56,0.0,,0.0,,0.0
2020-09-10,2600.0,197210.0,0.79,0.03,0.2,197210.0,0.0,2600.0,0.0,,,,,2600.0,,,,,,,0.2,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0262
2020-09-11,4100.0,312707.0,0.77,0.06,0.31,312707.0,0.0,4100.0,0.0,,,0.11,,,,1500.0,,,0.11,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0413
2020-09-14,10300.0,787744.0,1.93,0.14,0.79,787744.0,6200.0,10300.0,474176.0,,,0.24,,3100.0,,3100.0,,,0.24,,0.24,6200.0,,0.47,,,,6.06,5.88,96111.0,7350569.28,,7.35,6.05,30.06,0.5795,69.94,0.0977
2020-09-15,10300.0,795778.0,1.0,0.14,0.79,795778.0,6200.0,10300.0,479012.0,,,,,,,,,,,,,,,0.48,,,,6.06,5.88,96111.0,7425535.86,,7.42,6.03,30.12,0.5791,69.88,0.0977
2020-09-16,10300.0,802679.0,0.7,0.14,0.8,802679.0,6200.0,10300.0,483166.0,,,,,,,,,,,,,,,0.48,,,,6.06,5.88,96111.0,7489930.23,,7.48,6.04,30.08,0.5794,69.92,0.0977
2020-09-17,10300.0,798662.0,0.69,0.14,0.8,798662.0,6200.0,10300.0,480748.0,,,,,,,,,,,,,,,0.48,,,,6.06,5.88,96111.0,7452446.94,,7.47,6.07,30.15,0.5788,69.85,0.0977
2020-09-18,10300.0,796705.0,0.76,0.14,0.8,796705.0,6200.0,10300.0,479570.0,,,,,,,,,,,,,,,0.48,,,,6.06,5.88,96111.0,7434185.85,,7.42,6.07,30.13,0.579,69.87,0.0977
2020-09-21,10300.0,774354.0,0.59,0.14,0.8,774354.0,6200.0,10300.0,466116.0,,,,,,,,,,,,,,,0.47,,,,6.06,5.88,96111.0,7225624.98,,7.24,6.14,30.1,0.5792,69.9,0.0977
2020-09-22,10300.0,774766.0,0.59,0.14,0.78,774766.0,6200.0,10300.0,466364.0,,,,,,,,,,,,,,,0.47,,,,6.06,5.88,96111.0,7229469.42,,7.23,6.06,30.07,0.5794,69.93,0.0977
2020-09-23,19000.0,1443620.0,1.1,0.25,1.43,1063720.0,14000.0,14000.0,1063720.0,,7800.0,0.28,,,,3700.0,,,0.28,7800.0,,,,1.06,,,,13.5,13.11,89711.0,6816241.78,,6.8,13.46,26.49,0.3749,49.9,0.1779
2020-09-24,45600.0,3421824.0,2.63,0.61,3.45,3046624.0,27300.0,40600.0,2048592.0,,13300.0,1.02,,13300.0,,13300.0,,,1.02,13300.0,1.0,,,2.05,,,,26.32,25.56,76411.0,5733881.44,,5.74,26.36,28.95,0.358,50.25,0.4269
2020-09-25,48300.0,3640854.0,2.79,0.59,3.64,3263954.0,30000.0,43300.0,2261400.0,,2900.0,0.21,,,0.01,2900.0,200.0,,0.21,2900.0,,,200.0,2.26,0.04,,,28.14,26.64,76611.0,5774937.18,,5.78,28.12,27.61,0.3287,46.72,0.4289
2020-09-28,45200.0,3474072.0,2.61,0.54,3.44,3089772.0,26900.0,40200.0,2067534.0,,,,,,0.23,,3100.0,,,,,,3100.0,2.06,0.23,,,25.99,25.28,76611.0,5888321.46,,5.89,25.93,29.77,0.3561,49.6,0.4248
2020-09-29,45200.0,3461416.0,1.15,0.54,3.47,3078516.0,26900.0,40200.0,2060002.0,,,,,,,,,,,,,,,2.06,,,,25.99,25.28,76611.0,5866870.38,,5.87,26.0,29.44,0.358,50.01,0.4248
2020-09-30,45200.0,3441076.0,0.94,0.53,3.45,3060426.0,26900.0,40200.0,2047897.0,,,,,,,,,,,,,,,2.05,,,,25.99,25.28,76611.0,5832395.43,,5.83,26.01,29.32,0.3584,50.11,0.4248
2020-10-01,45200.0,3469100.0,0.94,0.52,3.45,3085350.0,26900.0,40200.0,2064575.0,,,,,,,,,,,,,,,2.06,,,,25.99,25.28,76611.0,5879894.25,,5.88,25.96,29.56,0.3572,49.85,0.4248
2020-10-02,21200.0,1631128.0,0.41,0.24,1.63,1146406.0,14900.0,14900.0,1146406.0,,,,,,0.92,,12000.0,,,,,,25300.0,1.15,1.94,,,14.39,14.0,88611.0,6817730.34,,6.82,14.39,23.63,0.3503,49.96,0.1992
2020-10-05,19900.0,1537474.0,0.39,0.22,1.53,1151174.0,10700.0,14900.0,826682.0,,,,,,0.32,,4200.0,,,,,,,0.83,,,,10.34,10.06,92811.0,7170577.86,,7.17,10.32,25.21,0.3932,53.2,0.187
2020-10-06,12800.0,982528.0,0.24,0.14,0.98,598728.0,7800.0,7800.0,598728.0,,,,,,0.22,,2900.0,,,,,,7100.0,0.6,0.55,,,7.75,7.65,92811.0,7124172.36,,7.09,7.76,38.91,0.4147,50.13,0.1255
2020-10-07,12800.0,981760.0,0.24,0.15,0.98,598260.0,7800.0,7800.0,598260.0,,,,,,,,,,,,,,,0.6,,,,7.75,7.65,92811.0,7118603.7,,7.11,7.75,39.05,0.4145,50.01,0.1255
2020-10-08,12800.0,985984.0,0.24,0.15,0.98,600834.0,7800.0,7800.0,600834.0,,,,,,,,,,,,,,,0.6,,,,7.75,7.65,92811.0,7149231.33,,7.15,7.75,39.17,0.4144,49.91,0.1255
2020-10-09,4200.0,327054.0,0.07,0.05,0.32,218036.0,2800.0,2800.0,218036.0,,,,,,0.38,,5000.0,,,,,,5000.0,0.22,0.38,,,2.78,2.74,97811.0,7616542.57,,7.63,2.77,33.33,0.5556,66.67,0.0412
2020-10-12,4200.0,329910.0,0.07,0.05,0.33,219940.0,2800.0,2800.0,219940.0,,,,,,,,,,,,,,,0.22,,,,2.78,2.74,97811.0,7683054.05,,7.69,2.77,33.32,0.5556,66.68,0.0412
2020-10-13,2800.0,219744.0,0.05,0.03,0.22,219744.0,2800.0,2800.0,219744.0,,,,,,,,,,,,,,,0.22,,,,2.78,2.74,97811.0,7676207.28,,7.68,2.78,49.98,0.5,50.02,0.0274
2020-10-14,2800.0,218876.0,0.05,0.03,0.22,218876.0,2800.0,2800.0,218876.0,,,,,,,,,,,,,,,0.22,,,,2.78,2.74,97811.0,7645885.87,,7.64,2.79,49.99,0.5,50.01,0.0274
2020-10-15,2800.0,214228.0,0.05,0.03,0.22,214228.0,2800.0,2800.0,214228.0,,,,,,,,,,,,,,,0.22,,,,2.78,2.74,97811.0,7483519.61,,7.5,2.81,49.92,0.5,50.08,0.0274
2020-10-16,22800.0,1769052.0,0.4,0.26,1.76,993152.0,12800.0,12800.0,993152.0,,10000.0,0.76,,,,10000.0,,,0.76,10000.0,,,,0.99,,,,12.72,12.55,87811.0,6813255.49,,6.81,12.71,44.19,0.4461,49.7,0.2235
2020-10-19,22800.0,1769964.0,0.4,0.26,1.76,993664.0,12800.0,12800.0,993664.0,,,,,,,,,,,,,,,0.99,,,,12.72,12.55,87811.0,6816767.93,,6.79,12.73,43.79,0.4462,50.07,0.2235
2020-10-20,60800.0,4685248.0,1.07,0.71,4.69,2450508.0,31800.0,31800.0,2450508.0,,19000.0,1.47,,,,19000.0,,,1.47,19000.0,,,,2.45,,,,31.61,31.17,68811.0,5302575.66,,5.3,31.61,47.6,0.478,50.1,0.596
2020-10-21,60800.0,4624448.0,1.08,0.71,4.65,2418708.0,31800.0,31800.0,2418708.0,,,,,,,,,,,,,,,2.42,,,,31.61,31.17,68811.0,5233764.66,,5.23,31.62,47.37,0.4781,50.31,0.596
2020-10-22,50800.0,3856736.0,0.78,0.59,3.86,2414256.0,20400.0,31800.0,1548768.0,,,,,,0.88,,11400.0,,,,,,,1.55,,,,20.28,20.0,80211.0,6089619.12,,6.09,20.28,37.36,0.4989,59.88,0.498
2020-10-23,38000.0,2897120.0,0.6,0.45,2.9,1448560.0,19000.0,19000.0,1448560.0,,,,,,0.11,,1400.0,,,,,,12800.0,1.45,0.97,,,19.15,19.15,80211.0,6115286.64,,6.13,19.15,49.89,0.5,50.11,0.383
2020-10-26,19000.0,1425950.0,0.3,0.22,1.45,1425950.0,0.0,19000.0,0.0,,,,,,1.45,,19000.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.61,1.0,100.0,0.1915
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,19000.0,0.0,1.45,,,0.0,0.0,99211.0,7409077.48,,7.39,0.0,,0.0,,0.0
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7226529.24,,7.22,0.0,,0.0,,0.0
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7220576.58,,7.23,0.0,,0.0,,0.0
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7189821.17,,7.19,0.0,,0.0,,0.0
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7292008.5,,7.3,0.0,,0.0,,0.0
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7442809.22,,7.3,0.0,,0.0,,0.0
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7637262.78,,7.64,0.0,,0.0,,0.0
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7717623.69,,7.73,0.0,,0.0,,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7725560.57,,7.72,0.0,,0.0,,0.0
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7941840.55,,7.94,0.0,,0.0,,0.0
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7936880.0,,7.93,0.0,,0.0,,0.0
2020-11-11,17800.0,1443758.0,0.32,0.23,1.43,1443758.0,8900.0,17800.0,721879.0,,,,,17800.0,,,,,,,1.43,8900.0,,0.72,,,,8.97,8.97,90311.0,7325125.21,,7.33,8.97,49.66,0.5,50.34,0.1794
2020-11-12,77600.0,6254560.0,1.36,1.0,6.29,6254560.0,68700.0,77600.0,5537220.0,,30000.0,2.43,,30000.0,,29800.0,,,2.43,30000.0,2.43,29800.0,,5.56,,,,43.26,43.26,90111.0,7262946.6,,7.52,42.47,38.7,0.4117,49.9,0.4886
2020-11-13,77600.0,6225072.0,1.44,1.0,6.25,6225072.0,68700.0,77600.0,5511114.0,,,,,,,,,,,,,,,5.53,,,,43.26,43.26,90111.0,7228704.42,,7.49,42.47,38.69,0.4116,49.89,0.4886
2020-11-16,77600.0,6256888.0,1.41,1.11,6.24,6256888.0,68700.0,77600.0,5539281.0,,,,,,,,,,,,,,,5.53,,,,43.26,43.26,90111.0,7265649.93,,7.5,42.45,38.59,0.4112,49.91,0.4886
2020-11-17,77600.0,6238264.0,1.47,1.11,6.25,6238264.0,68700.0,77600.0,5522793.0,,,,,,,,,,,,,,,5.53,,,,43.26,43.26,90111.0,7244023.29,,7.49,42.47,38.68,0.4115,49.88,0.4886
2020-11-18,68700.0,5533785.0,0.89,0.98,5.52,5533785.0,29800.0,68700.0,2400390.0,,,,,,3.13,,38900.0,,,,,,8900.0,2.39,0.71,,,50.0,18.76,29800.0,2400390.0,,2.63,47.62,43.65,0.5081,56.35,0.4326
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.4,,29800.0,,,,,,68700.0,0.0,5.53,,,0.0,0.0,99211.0,7958706.42,,7.98,0.0,,0.0,,0.0
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,8002359.26,,8.01,0.0,,0.0,,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7929935.23,,7.93,0.0,,0.0,,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7930927.34,,7.95,0.0,,0.0,,0.0
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7944816.88,,7.95,0.0,,0.0,,0.0
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7945808.99,,7.95,0.0,,0.0,,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7957714.31,,7.96,0.0,,0.0,,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7897195.6,,7.88,0.0,,0.0,,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7898187.71,,7.91,0.0,,0.0,,0.0
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7926958.9,,7.94,0.0,,0.0,,0.0
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7889258.72,,7.89,0.0,,0.0,,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7922990.46,,7.91,0.0,,0.0,,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7927951.01,,7.91,0.0,,0.0,,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7953745.87,,7.95,0.0,,0.0,,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7985493.39,,7.99,0.0,,0.0,,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7954737.98,,7.97,0.0,,0.0,,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,99211.0,7935887.89,,7.93,0.0,,0.0,,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,91116.0,7313881.32,,7.3,0.0,,0.0,,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8439705.54,,8.44,0.0,,0.0,,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8533339.77,,8.55,0.0,,0.0,,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8548068.75,,8.56,0.0,,0.0,,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8555433.24,,8.58,0.0,,0.0,,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8398674.81,,8.41,0.0,,0.0,,0.0
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8492309.04,,8.49,0.0,,0.0,,0.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8493361.11,,8.49,0.0,,0.0,,0.0
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8517558.72,,8.53,0.0,,0.0,,0.0
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8517558.72,,8.51,0.0,,0.0,,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8581734.99,,8.59,0.0,,0.0,,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8691150.27,,8.7,0.0,,0.0,,0.0
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8664848.52,,8.67,0.0,,0.0,,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8638546.77,,8.64,0.0,,0.0,,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8638546.77,,8.64,0.0,,0.0,,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8714295.81,,8.71,0.0,,0.0,,0.0
2021-01-05,58600.0,4835086.0,1.69,1.3,4.84,2417543.0,29300.0,29300.0,2417543.0,,,,,29300.0,,,,,,,2.43,29300.0,,2.42,,,,27.85,27.85,75907.0,6263086.57,,6.26,27.85,49.9,0.5,50.1,0.557
2021-01-06,70600.0,5835796.0,2.03,1.57,5.84,2917898.0,35300.0,35300.0,2917898.0,,6000.0,0.49,,,,6000.0,,,0.49,6000.0,,,,2.92,,,,33.55,33.55,69907.0,5778512.62,,5.79,33.55,49.95,0.5,50.05,0.6711
2021-01-07,70600.0,5840738.0,2.1,1.59,5.84,2920369.0,35300.0,35300.0,2920369.0,,,,,,,,,,,,,,,2.92,,,,33.55,33.55,69907.0,5783406.11,,5.79,33.55,49.98,0.5,50.02,0.6711
2021-01-08,70600.0,5905690.0,3.03,1.59,5.87,2952845.0,35300.0,35300.0,2952845.0,,,,,,,,,,,,,,,2.95,,,,33.55,33.55,69907.0,5847720.55,,5.84,33.55,49.72,0.5,50.28,0.6711
2021-01-11,41300.0,3442768.0,1.84,0.93,3.45,2942608.0,6000.0,35300.0,500160.0,,,,,,2.47,,29300.0,,,,,,,0.5,,,,5.7,5.7,99207.0,8269895.52,,8.26,5.7,14.48,0.7523,85.52,0.3926
2021-01-12,6000.0,497760.0,0.27,0.14,0.5,497760.0,0.0,6000.0,0.0,,,,,,0.5,,6000.0,,,,,,29300.0,0.0,2.45,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.88,1.0,100.0,0.057
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,6000.0,0.0,0.5,,,0.0,0.0,105207.0,8740597.56,,8.74,0.0,,0.0,,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8810034.18,,8.8,0.0,,0.0,,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8760586.89,,8.75,0.0,,0.0,,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,105207.0,8762691.03,,8.76,0.0,,0.0,,0.0
2021-01-19,21400.0,1783476.0,1.17,0.49,1.78,891738.0,10700.0,10700.0,891738.0,,,,,10700.0,,,,,,,0.89,10700.0,,0.89,,,,10.17,10.17,94507.0,7876213.38,,7.88,10.17,49.99,0.5,50.02,0.2034
