,SFPI FP Equity_DX_SI_QTY,SFPI FP Equity_DX_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SFPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SFPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SFPI FP Equity_DX_SI_MV,SFPI FP Equity_DX_DSS,SFPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SUPPLY_SI_QTY,SFPI FP Equity_DX_BROKER_SI_QTY,SFPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SFPI FP Equity_DX_BROKER_SI_MV_NEW_x,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,SFPI FP Equity_DX_BROKER_SI_MV_INC_x,SFPI FP Equity_DX_BROKER_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_NEW,SFPI FP Equity_DX_SUPPLY_SI_MV_DEC,SFPI FP Equity_DX_BROKER_SI_QTY_INC,SFPI FP Equity_DX_SUPPLY_SI_QTY_DEC,SFPI FP Equity_DX_BROKER_SI_MV_NEW_y,SFPI FP Equity_DX_BROKER_SI_MV_INC_y,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,SFPI FP Equity_DX_BROKER_SI_MV_ADD,SFPI FP Equity_DX_SUPPLY_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_DEC,SFPI FP Equity_DX_SUPPLY_SI_MV,SFPI FP Equity_DX_BROKER_SI_MV_DEC,SFPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SFPI FP Equity_DX_UTILIZATION_QUANTITY,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SFPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SFPI FP Equity_DX_ACTIVE_UTILIZATION_MV,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SFPI FP Equity_DX_BROKER_SI_CON_RATIO,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SFPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-11,17390.0,33736.6,0.09,1.16,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-12,17390.0,32693.2,0.09,1.17,0.02,0.03,0.0,16346.6,8695.0,8695.0,16346.6,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-13,17390.0,32780.15,0.09,1.17,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-16,17390.0,32780.15,0.09,1.19,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-17,17390.0,33736.6,0.09,1.22,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-18,17390.0,33736.6,0.09,1.25,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-19,17390.0,33041.0,0.09,1.26,0.02,0.03,0.0,16520.5,8695.0,8695.0,16520.5,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-20,17390.0,33214.9,0.09,1.25,0.02,0.03,0.0,16607.45,8695.0,8695.0,16607.45,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-23,17390.0,32780.15,0.09,1.26,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-24,17390.0,31302.0,0.09,1.26,0.02,0.03,0.0,15651.0,8695.0,8695.0,15651.0,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-25,17390.0,32432.35,0.09,1.26,0.02,0.03,0.0,16216.18,8695.0,8695.0,16216.18,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-26,17390.0,33127.95,0.09,1.28,0.02,0.03,0.0,16563.97,8695.0,8695.0,16563.97,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-27,17390.0,33388.8,0.09,1.26,0.02,0.03,0.0,16694.4,8695.0,8695.0,16694.4,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-09-30,17390.0,33214.9,0.09,1.26,0.02,0.03,0.0,16607.45,8695.0,8695.0,16607.45,,,,,,,,,,,,,,,0.02,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0577
2024-10-01,17390.0,33388.8,0.09,1.24,0.02,0.03,0.0,16694.4,8695.0,8695.0,16694.4,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-02,17390.0,34084.4,0.09,1.23,0.02,0.03,0.0,17042.2,8695.0,8695.0,17042.2,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-03,17390.0,33997.45,0.09,1.17,0.02,0.03,0.0,16998.72,8695.0,8695.0,16998.72,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-04,17390.0,33910.5,0.09,1.19,0.02,0.03,0.0,16955.25,8695.0,8695.0,16955.25,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-07,17390.0,33475.75,0.09,1.27,0.02,0.03,0.0,16737.88,8695.0,8695.0,16737.88,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-08,17390.0,33736.6,0.09,1.29,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-09,17390.0,33823.55,0.09,1.3,0.02,0.03,0.0,16911.78,8695.0,8695.0,16911.78,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-10,17390.0,33823.55,0.09,1.3,0.02,0.03,0.0,16911.78,8695.0,8695.0,16911.78,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-11,17390.0,34084.4,0.09,3.7,0.02,0.03,0.0,17042.2,8695.0,8695.0,17042.2,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-14,17390.0,34084.4,0.09,3.62,0.02,0.03,0.0,17042.2,8695.0,8695.0,17042.2,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-15,17390.0,34432.2,0.09,3.8,0.02,0.03,0.0,17216.1,8695.0,8695.0,17216.1,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-16,17390.0,34693.05,0.09,4.07,0.02,0.03,0.0,17346.53,8695.0,8695.0,17346.53,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-17,17390.0,34953.9,0.09,4.28,0.02,0.03,0.0,17476.95,8695.0,8695.0,17476.95,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-18,17390.0,35127.8,0.09,4.17,0.02,0.04,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-21,17390.0,35127.8,0.09,4.12,0.02,0.04,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-22,17390.0,35127.8,0.09,3.91,0.02,0.04,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-23,17390.0,35127.8,0.09,3.65,0.02,0.04,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-24,17390.0,35301.7,0.09,2.06,0.02,0.04,0.0,17650.85,8695.0,8695.0,17650.85,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-25,17390.0,35649.5,0.09,2.02,0.02,0.04,0.0,17824.75,8695.0,8695.0,17824.75,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-28,17390.0,35649.5,0.09,1.99,0.02,0.04,0.0,17824.75,8695.0,8695.0,17824.75,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-29,17390.0,35649.5,0.09,1.93,0.02,0.04,0.0,17824.75,8695.0,8695.0,17824.75,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-30,17390.0,35823.4,0.09,1.95,0.02,0.04,0.0,17911.7,8695.0,8695.0,17911.7,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-10-31,17390.0,35997.3,0.09,1.93,0.02,0.04,0.0,17998.65,8695.0,8695.0,17998.65,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-01,17390.0,36171.2,0.09,1.94,0.02,0.04,0.0,18085.6,8695.0,8695.0,18085.6,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-04,17390.0,35823.4,0.09,1.88,0.02,0.04,0.0,17911.7,8695.0,8695.0,17911.7,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-05,17390.0,37040.7,0.09,1.8,0.02,0.04,0.0,18520.35,8695.0,8695.0,18520.35,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-06,17390.0,37910.2,0.09,1.75,0.02,0.04,0.0,18955.1,8695.0,8695.0,18955.1,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-07,17390.0,39997.0,0.09,1.71,0.02,0.04,0.0,19998.5,8695.0,8695.0,19998.5,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-08,17390.0,39649.2,0.09,1.53,0.02,0.04,0.0,19824.6,8695.0,8695.0,19824.6,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-11,17390.0,38779.7,0.09,1.51,0.02,0.04,0.0,19389.85,8695.0,8695.0,19389.85,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-12,17390.0,38431.9,0.09,1.44,0.02,0.04,0.0,19215.95,8695.0,8695.0,19215.95,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-13,17390.0,37736.3,0.09,1.37,0.02,0.04,0.0,18868.15,8695.0,8695.0,18868.15,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-14,17390.0,37214.6,0.09,1.23,0.02,0.04,0.0,18607.3,8695.0,8695.0,18607.3,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-15,17390.0,35823.4,0.09,1.2,0.02,0.04,0.0,17911.7,8695.0,8695.0,17911.7,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-18,17390.0,35475.6,0.09,1.13,0.02,0.04,0.0,17737.8,8695.0,8695.0,17737.8,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-19,17390.0,34780.0,0.09,1.13,0.02,0.04,0.0,17390.0,8695.0,8695.0,17390.0,,,,,,,,,,,,,,,0.02,,100.0,2.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0546
2024-11-20,17390.0,34780.0,0.09,1.12,0.02,0.03,0.0,17390.0,8695.0,8695.0,17390.0,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-21,17390.0,34519.15,0.09,1.13,0.02,0.03,0.0,17259.58,8695.0,8695.0,17259.58,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-22,17390.0,34693.05,0.09,1.14,0.02,0.03,0.0,17346.53,8695.0,8695.0,17346.53,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-25,17390.0,34258.3,0.09,1.15,0.02,0.03,0.0,17129.15,8695.0,8695.0,17129.15,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-26,17390.0,34258.3,0.09,1.14,0.02,0.03,0.0,17129.15,8695.0,8695.0,17129.15,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-27,17390.0,33736.6,0.09,1.16,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-28,17390.0,33736.6,0.09,1.16,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-11-29,17390.0,33562.7,0.09,1.17,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-12-02,17390.0,33041.0,0.09,1.16,0.02,0.03,0.0,16520.5,8695.0,8695.0,16520.5,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-12-03,17390.0,32780.15,0.09,1.17,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-12-04,17390.0,32780.15,0.09,1.18,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-12-05,17390.0,32780.15,0.09,1.57,0.02,0.03,0.0,16390.08,8695.0,8695.0,16390.08,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2024-12-06,17390.0,32345.4,0.09,1.56,0.02,0.03,0.0,16172.7,8695.0,8695.0,16172.7,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-09,17390.0,32693.2,0.09,1.52,0.02,0.03,0.0,16346.6,8695.0,8695.0,16346.6,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-10,17390.0,33214.9,0.09,1.52,0.02,0.03,0.0,16607.45,8695.0,8695.0,16607.45,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-11,17390.0,33562.7,0.09,1.52,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-12,17390.0,35127.8,0.09,1.51,0.02,0.03,0.0,17563.9,8695.0,8695.0,17563.9,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-13,17390.0,35475.6,0.09,1.49,0.02,0.04,0.0,17737.8,8695.0,8695.0,17737.8,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-16,17390.0,36171.2,0.09,1.49,0.02,0.04,0.0,18085.6,8695.0,8695.0,18085.6,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-17,17390.0,36519.0,0.09,1.43,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-18,17390.0,35823.4,0.09,1.44,0.02,0.04,0.0,17911.7,8695.0,8695.0,17911.7,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-19,17390.0,35823.4,0.09,1.45,0.02,0.04,0.0,17911.7,8695.0,8695.0,17911.7,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-20,17390.0,35649.5,0.09,1.62,0.02,0.04,0.0,17824.75,8695.0,8695.0,17824.75,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-23,17390.0,36519.0,0.09,1.65,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-24,17390.0,36519.0,0.09,1.77,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-25,17390.0,36519.0,0.09,2.54,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-26,17390.0,36519.0,0.09,2.54,0.02,0.04,0.0,18259.5,8695.0,8695.0,18259.5,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-27,17390.0,36345.1,0.09,2.54,0.02,0.04,0.0,18172.55,8695.0,8695.0,18172.55,,,,,,,,,,,,,,,0.02,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.054
2024-12-30,19390.0,40525.1,0.1,2.84,0.02,0.04,0.0,20262.55,9695.0,9695.0,20262.55,,1000.0,,1000.0,,,,,,,1000.0,0.0,,,0.02,,100.0,3.0,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,0.06
2024-12-31,19390.0,41106.8,0.1,2.79,0.02,0.04,0.0,20553.4,9695.0,9695.0,20553.4,,,,,,,,,,,,,,,0.02,,100.0,3.0,0.0,0.0,0.0,100.0,10.49,0.8122,89.51,0.06
2025-01-01,19390.0,41106.8,0.1,3.15,0.02,0.04,0.0,20553.4,9695.0,9695.0,20553.4,,,,,,,,,,,,,,,0.02,,100.0,3.0,0.0,0.0,0.0,100.0,10.49,0.8122,89.51,0.06
2025-01-02,19390.0,41494.6,0.1,3.15,0.02,0.04,0.0,20747.3,9695.0,9695.0,20747.3,,,,,,,,,,,,,,,0.02,,100.0,3.0,0.0,0.0,0.0,100.0,10.5,0.812,89.5,0.06
2025-01-03,19390.0,41300.7,0.1,3.13,0.02,0.04,0.0,20650.35,9695.0,9695.0,20650.35,,,,,,,,,,,,,,,0.02,,100.0,3.0,0.0,0.0,0.0,100.0,10.57,0.811,89.43,0.06
2025-01-06,19390.0,42076.3,0.1,3.29,0.02,0.04,0.0,21038.15,9695.0,9695.0,21038.15,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.46,0.8127,89.54,0.0601
2025-01-07,19390.0,41494.6,0.1,3.02,0.02,0.04,0.0,20747.3,9695.0,9695.0,20747.3,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.61,0.8103,89.39,0.0601
2025-01-08,19390.0,39749.5,0.1,3.06,0.02,0.04,0.0,19874.75,9695.0,9695.0,19874.75,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.75,0.8082,89.25,0.0601
2025-01-09,19390.0,38101.35,0.1,3.0,0.02,0.04,0.0,19050.68,9695.0,9695.0,19050.68,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.74,0.8082,89.26,0.0601
2025-01-10,19390.0,38198.3,0.1,2.87,0.02,0.04,0.0,19099.15,9695.0,9695.0,19099.15,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.53,0.8115,89.47,0.0601
2025-01-13,19390.0,38392.2,0.1,2.87,0.02,0.04,0.0,19196.1,9695.0,9695.0,19196.1,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.52,0.8117,89.48,0.0601
2025-01-14,19390.0,38780.0,0.1,2.99,0.02,0.04,0.0,19390.0,9695.0,9695.0,19390.0,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.5,0.8121,89.5,0.0601
2025-01-15,19390.0,38780.0,0.1,3.01,0.02,0.04,0.0,19390.0,9695.0,9695.0,19390.0,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,0.0601
2025-01-16,19390.0,39943.4,0.1,3.08,0.02,0.04,0.0,19971.7,9695.0,9695.0,19971.7,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.41,0.8135,89.59,0.0601
2025-01-17,19390.0,39555.6,0.1,2.75,0.02,0.04,0.0,19777.8,9695.0,9695.0,19777.8,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.43,0.8131,89.57,0.0601
2025-01-20,19390.0,37228.8,0.1,2.8,0.02,0.04,0.0,18614.4,9695.0,9695.0,18614.4,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.72,0.8087,89.28,0.0601
2025-01-21,19390.0,38004.4,0.1,2.63,0.02,0.04,0.0,19002.2,9695.0,9695.0,19002.2,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.45,0.8129,89.55,0.0601
2025-01-22,19390.0,38004.4,0.1,2.62,0.02,0.04,0.0,19002.2,9695.0,9695.0,19002.2,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,0.0601
2025-01-23,19390.0,37228.8,0.1,2.78,0.02,0.04,0.0,18614.4,9695.0,9695.0,18614.4,,,,,,,,,,,,,,,0.02,,100.0,3.01,0.0,0.0,0.0,100.0,10.64,0.8098,89.36,0.0601
2025-01-24,19390.0,36744.05,0.1,2.76,0.02,0.04,0.0,18372.03,9695.0,9695.0,18372.03,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.61,0.8104,89.39,0.0605
2025-01-27,19390.0,36162.35,0.1,2.57,0.02,0.04,0.0,18081.18,9695.0,9695.0,18081.18,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.62,0.8101,89.38,0.0605
2025-01-28,19390.0,36065.4,0.1,2.49,0.02,0.04,0.0,18032.7,9695.0,9695.0,18032.7,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.56,0.8111,89.44,0.0605
2025-01-29,19390.0,36647.1,0.1,2.28,0.02,0.04,0.0,18323.55,9695.0,9695.0,18323.55,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.47,0.8125,89.53,0.0605
2025-01-30,19390.0,37228.8,0.1,1.19,0.02,0.04,0.0,18614.4,9695.0,9695.0,18614.4,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.47,0.8125,89.53,0.0605
2025-01-31,19390.0,37228.8,0.1,1.24,0.02,0.04,0.0,18614.4,9695.0,9695.0,18614.4,,,,,,,,,,,,,,,0.02,,100.0,3.03,0.0,0.0,0.0,100.0,10.55,0.8113,89.45,0.0605
2025-02-03,18390.0,35676.6,0.09,1.18,0.02,0.04,0.0,16868.3,9695.0,8695.0,18808.3,,,,,,,,,,,,,,1000.0,0.02,0.0,100.0,3.03,0.0,0.0,0.0,100.0,5.41,0.8976,94.59,0.0574
2025-02-04,17390.0,33475.75,0.09,1.11,0.02,0.03,0.0,16737.88,8695.0,8695.0,16737.88,,,,,,0.0,,1000.0,,,,,,,0.02,,100.0,2.72,0.0,0.0,0.0,100.0,,1.0,100.0,0.0544
2025-02-05,17390.0,33736.6,0.09,1.12,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2025-02-06,17390.0,33562.7,0.09,1.06,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0548
2025-02-07,17390.0,33736.6,0.09,1.06,0.02,0.03,0.0,16868.3,8695.0,8695.0,16868.3,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-10,17390.0,33562.7,0.09,1.05,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-11,17390.0,33475.75,0.09,1.05,0.02,0.03,0.0,16737.88,8695.0,8695.0,16737.88,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-12,17390.0,33562.7,0.09,1.08,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
2025-02-13,17390.0,33562.7,0.09,1.08,0.02,0.03,0.0,16781.35,8695.0,8695.0,16781.35,,,,,,,,,,,,,,,0.02,,100.0,2.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549
