,NK FP Equity_DX_SI_QTY,NK FP Equity_DX_SHORT_INTEREST_VALUE,NK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NK FP Equity_DX_SI_MV,NK FP Equity_DX_DSS,NK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY,NK FP Equity_DX_BROKER_SI_QTY,NK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NK FP Equity_DX_BROKER_SI_MV_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_INC_x,NK FP Equity_DX_BROKER_SI_MV_INC_x,NK FP Equity_DX_SUPPLY_SI_MV_NEW,NK FP Equity_DX_BROKER_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_NEW,NK FP Equity_DX_SUPPLY_SI_MV_DEC,NK FP Equity_DX_BROKER_SI_QTY_INC,NK FP Equity_DX_SUPPLY_SI_QTY_DEC,NK FP Equity_DX_BROKER_SI_MV_NEW_y,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NK FP Equity_DX_BROKER_SI_MV_INC_y,NK FP Equity_DX_SUPPLY_SI_QTY_INC_y,NK FP Equity_DX_BROKER_SI_MV_ADD,NK FP Equity_DX_SUPPLY_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_DEC,NK FP Equity_DX_SUPPLY_SI_MV,NK FP Equity_DX_BROKER_SI_MV_DEC,NK FP Equity_DX_SUPPLY_SI_MV_RMV,NK FP Equity_DX_BROKER_SI_MV_RMV,NK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NK FP Equity_DX_UTILIZATION_QUANTITY,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NK FP Equity_DX_ACTIVE_UTILIZATION_MV,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NK FP Equity_DX_BROKER_SI_CON_RATIO,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NK FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-22,1437201.0,61655922.9,4.24,13.77,1.69,63.24,1.0,47796091.2,933590.0,1114128.0,40051011.0,,,38721.0,1.2,,,,0.14,26749.0,3976.0,,,1.2,38721.0,,9337.0,2509.0,41.09,0.0,,,13.68,13.68,5888575.0,252619867.5,,258.17,13.73,16.6,0.1972,37.08,0.2107
2021-01-25,1482904.0,59434792.32,4.38,13.74,1.74,63.48,1.0,45689396.4,973833.0,1139955.0,39031226.64,,,33110.0,0.22,,,,0.12,27882.0,2295.0,,,0.22,33110.0,,9428.0,2055.0,41.72,0.29,,,14.69,14.69,5654122.0,226617209.76,,242.21,14.69,16.17,0.1949,36.88,0.2237
2021-01-26,1482935.0,59880915.3,4.38,13.2,1.74,60.26,1.0,46186926.66,975469.0,1143807.0,39389438.22,,,53619.0,1.75,,,,3.35,78035.0,74568.0,,,1.75,53619.0,,22585.0,74183.0,39.45,3.94,,,13.92,13.92,6031712.0,243560530.56,,245.21,13.86,15.98,0.2218,40.57,0.2116
2021-01-27,1454276.0,56891277.12,4.29,12.57,1.71,59.1,1.0,43978312.8,944098.0,1124190.0,36933113.76,,,25419.0,0.12,,2500.0,,2.32,7844.0,59290.0,,,0.12,25419.0,0.1,2500.0,29961.0,38.15,0.88,,,13.38,13.38,6112951.0,239138643.12,,244.88,13.48,16.15,0.2208,40.3,0.2061
2021-01-28,1439125.0,56874220.0,4.25,12.06,1.69,56.97,1.0,44469524.32,908897.0,1125241.0,35919609.44,,,3073.0,0.71,,30046.0,,2.4,16554.0,43317.0,,,0.71,3073.0,1.22,5043.0,45549.0,35.52,2.79,,,12.8,12.8,6191343.0,244681875.36,,242.85,12.76,16.13,0.2085,38.62,0.2027
2021-01-29,1338999.0,52274520.96,3.95,11.21,1.58,53.15,1.0,41988222.72,883082.0,1075518.0,34475521.28,,,5026.0,0.35,,,,2.3,11625.0,60151.0,,,0.35,5026.0,,29310.0,61348.0,34.8,2.32,,,12.38,12.38,6247648.0,243908177.92,,247.84,12.31,15.35,0.1981,37.18,0.1878
2021-02-01,1281630.0,50829445.8,3.78,11.0,1.51,50.72,1.0,40995074.58,839362.0,1033663.0,33289096.92,,,3265.0,0.21,,,,1.97,5500.0,48307.0,,,0.21,3265.0,,1322.0,47355.0,32.99,2.11,,,11.72,11.72,6320057.0,250653460.62,,249.61,11.68,15.39,0.1864,35.05,0.179
2021-02-02,1252749.0,50385564.78,3.7,10.81,1.47,50.09,1.0,40793094.78,834372.0,1014249.0,33558441.84,,,5500.0,,,,,0.4,,14710.0,,,,5500.0,,4220.0,19414.0,33.2,0.54,,,11.67,11.67,6317630.0,254095078.6,,251.37,11.67,15.39,0.1868,35.11,0.1752
2021-02-03,1240538.0,50092924.44,3.66,10.91,1.46,50.06,1.0,40463828.88,822687.0,1002076.0,33220101.06,,,1992.0,0.45,,,,0.65,6032.0,20277.0,,,0.45,1992.0,,6600.0,18205.0,33.07,0.6,,,11.51,11.51,6323077.0,255325849.26,,254.49,11.5,15.41,0.1899,35.77,0.1736
2021-02-04,1214579.0,49117574.76,3.58,11.05,1.43,49.36,1.0,40306831.08,819294.0,996707.0,33132249.36,,,21726.0,0.19,,,,1.25,2661.0,34075.0,,,0.19,21726.0,,8956.0,8030.0,33.19,0.25,,,11.47,11.47,6325440.0,255800793.6,,255.92,11.48,15.7,0.1859,35.04,0.17
2021-02-05,1186905.0,48188343.0,3.5,10.72,1.4,48.05,1.0,39901680.0,797729.0,982800.0,32387797.4,,,4130.0,,,,,1.32,,29661.0,,,,4130.0,,3966.0,13907.0,32.14,0.67,,,11.19,11.19,6331628.0,257064096.8,,255.82,11.16,16.16,0.1838,34.64,0.1665
2021-02-08,1191647.0,48881359.94,3.52,10.79,1.4,48.49,1.0,40388579.14,797602.0,984607.0,32717634.04,,,9992.0,0.23,,,,0.43,5064.0,10765.0,,,0.23,9992.0,,646.0,3257.0,32.36,0.1,,,11.22,11.22,6313590.0,258983461.8,,256.85,11.19,16.0,0.1826,34.53,0.1676
2021-02-09,1201278.0,49132270.2,3.54,10.81,1.41,49.19,1.0,40560979.9,804935.0,991711.0,32921841.5,,,4691.0,1.01,,,,0.03,20068.0,3434.0,,,1.01,4691.0,,6076.0,12964.0,32.88,0.48,,,11.27,11.27,6336411.0,259159209.9,,259.11,11.26,16.39,0.1866,35.03,0.1682
2021-02-10,1192469.0,48652735.2,3.52,10.62,1.4,48.89,1.0,39953032.8,782935.0,979241.0,31943748.0,,,2225.0,0.18,,,,1.08,4137.0,26813.0,,,0.18,2225.0,,2588.0,16607.0,31.99,0.67,,,10.96,10.96,6361221.0,259537816.8,,259.84,10.96,16.54,0.1899,35.59,0.1669
2021-02-11,1219259.0,49428759.86,3.6,11.01,1.43,49.86,1.0,39700416.6,796195.0,979290.0,32277745.3,,,14637.0,0.54,,,,0.06,14011.0,1377.0,,,0.54,14637.0,,,13962.0,32.46,0.61,,,11.14,11.14,6350346.0,257443026.84,,258.59,11.15,16.13,0.1953,36.66,0.1706
2021-02-12,1214839.0,49152385.94,3.58,10.97,1.43,49.49,1.0,39906871.34,780828.0,986329.0,31592300.88,,,4253.0,0.19,,,,0.94,7677.0,21035.0,,,0.19,4253.0,,1415.0,638.0,31.67,0.04,,,10.92,10.92,6372396.0,257827142.16,,258.27,10.92,15.09,0.1946,36.83,0.1698
2021-02-15,1185306.0,49095374.52,3.5,10.53,1.39,48.44,1.0,39737063.98,763836.0,959369.0,31638087.12,,,,,,,,0.73,,16992.0,,,,,,,26960.0,30.97,0.98,,,10.67,10.67,6396380.0,264938059.6,,260.55,10.62,14.49,0.1952,37.2,0.1655
2021-02-16,1293317.0,53000130.66,3.82,11.71,1.52,53.51,1.0,38140946.58,747783.0,930721.0,30644147.34,,,136659.0,0.27,,,,6.22,5483.0,158195.0,,,0.27,136659.0,,5483.0,34131.0,30.98,1.29,,,10.44,10.44,6413980.0,262844900.4,,265.07,10.47,13.0,0.2338,43.45,0.1806
2021-02-17,1268242.0,51515990.04,3.74,11.8,1.49,52.35,1.0,37043652.72,741114.0,911956.0,30104050.68,,3433.0,,0.09,0.14,,,0.47,2300.0,10102.0,,3433.0,0.09,,,,21065.0,30.48,0.9,,,10.34,10.34,6427828.0,261098373.36,,263.44,10.37,12.35,0.2381,44.09,0.1769
2021-02-18,1241918.0,50695092.76,3.66,11.88,1.46,50.52,1.0,36238363.2,711994.0,887760.0,29063595.08,,,2600.0,,,,,1.4,,31720.0,,,,2600.0,,,24196.0,28.86,1.43,,,9.93,9.93,6458595.0,263639847.9,,262.28,9.91,12.47,0.241,44.49,0.1732
2021-02-19,1247644.0,52999917.12,3.68,11.67,1.47,51.2,1.0,37476365.76,724646.0,882212.0,30782962.08,,,19176.0,0.32,,,,0.33,6351.0,9052.0,,,0.32,19176.0,,2528.0,11899.0,29.64,0.44,,,10.22,10.22,6367316.0,270483583.68,,262.56,10.14,12.63,0.2423,44.79,0.1759
2021-02-22,1245771.0,53518322.16,3.68,11.54,1.47,52.87,1.0,37975866.72,730625.0,883982.0,31387650.0,,,10695.0,0.93,,,,0.17,17135.0,4716.0,,,0.93,10695.0,,,15365.0,31.02,0.0,,,10.18,10.18,6446258.0,276931243.68,,274.47,10.15,12.32,0.2434,45.08,0.1736
2021-02-23,1239267.0,53362837.02,3.66,11.51,1.46,53.18,1.0,37132920.18,740236.0,862353.0,31874562.16,,,33904.0,1.01,,,,1.17,16745.0,29569.0,,,1.01,33904.0,,5276.0,38374.0,31.8,1.61,,,10.32,10.32,6434674.0,277077062.44,,276.52,10.32,10.55,0.2486,45.96,0.1727
2021-02-24,1269893.0,55011764.76,3.75,11.65,1.49,54.65,1.0,38697062.88,796187.0,893284.0,34490820.84,,,26770.0,1.7,,,,0.59,37369.0,13687.0,,,1.7,26770.0,,42868.0,6438.0,34.27,0.28,,,11.09,11.09,6380943.0,276422450.76,,275.12,11.08,11.28,0.2479,45.79,0.1769
2021-02-25,1352716.0,57923299.12,3.99,12.58,1.59,58.17,1.0,41330120.92,829169.0,965206.0,35505016.58,,,38784.0,3.16,,,,0.25,72148.0,5802.0,,,3.16,38784.0,,,226.0,35.65,0.02,,,11.61,11.61,6313929.0,270362439.78,,271.92,11.59,11.58,0.2454,45.22,0.1894
2021-02-26,1329370.0,56817273.8,3.92,12.53,1.56,57.29,1.0,41098142.9,803438.0,961585.0,34338940.12,,,5874.0,0.34,,,,1.24,7427.0,31605.0,,,0.34,5874.0,,,11048.0,34.64,0.55,,,11.26,11.26,6328996.0,270501289.04,,272.08,11.29,11.83,0.2428,44.81,0.1864
2021-03-01,1303491.0,56988626.52,3.85,12.1,1.53,56.06,1.0,40768856.28,789497.0,932499.0,34516808.84,,,17783.0,0.09,,,,1.51,2200.0,34224.0,,,0.09,17783.0,,2500.0,31286.0,33.96,1.5,,,11.05,11.05,6357184.0,277936084.48,,274.67,11.0,11.46,0.2342,43.75,0.1824
2021-03-02,1324778.0,58316727.56,3.91,12.43,1.56,57.72,1.0,42018762.76,788190.0,954538.0,34696123.8,,,18159.0,1.88,,,,0.8,34642.0,19466.0,,,1.88,18159.0,,,12603.0,34.41,0.5,,,11.02,11.02,6364867.0,280181445.34,,278.0,11.01,11.7,0.247,45.48,0.1852
2021-03-03,1279452.0,57472983.84,3.78,12.29,1.5,56.56,1.0,41970283.28,779760.0,934334.0,35026819.2,,,18572.0,0.32,,,,1.37,6189.0,33495.0,,,0.32,18572.0,,6493.0,26393.0,34.42,0.86,,,10.96,10.96,6333988.0,284522740.96,,279.48,10.96,11.31,0.2428,45.03,0.1799
2021-03-04,1288345.0,55295767.4,3.8,11.62,1.52,57.92,1.0,39802935.0,788051.0,927375.0,33823148.92,,,13041.0,0.26,,,,0.8,1869.0,18762.0,,,0.26,13041.0,,14012.0,8828.0,35.43,0.0,,,11.08,11.08,6325191.0,271477197.72,,278.81,11.27,10.97,0.2387,44.66,0.1811
2021-03-05,1222335.0,51875897.4,3.61,10.58,1.44,52.85,1.0,36371674.16,755023.0,857014.0,32043176.12,,,4359.0,,,,,2.01,,40465.0,,,,4359.0,,3078.0,70361.0,32.54,4.39,,,10.61,10.61,6359756.0,269908044.64,,273.34,10.64,10.53,0.2334,44.28,0.1718
2021-03-08,1222701.0,52649505.06,3.61,10.88,1.44,52.34,1.0,36641777.82,739317.0,850947.0,31834990.02,,,22766.0,0.66,,,,1.69,19043.0,38472.0,,,0.66,22766.0,,,25110.0,31.53,1.26,,,10.39,10.39,6377764.0,274626517.84,,273.89,10.32,10.89,0.2501,46.32,0.1718
2021-03-09,1168996.0,50149928.4,3.45,10.64,1.38,50.33,1.0,34693015.5,671555.0,808695.0,28809709.5,,,,0.64,,,,2.86,15362.0,67762.0,,,0.64,,,,57614.0,28.83,2.31,,,9.46,9.46,6429266.0,275815511.4,,277.36,9.42,12.6,0.2477,45.53,0.1646
2021-03-10,1052021.0,45026498.8,3.1,10.0,1.24,45.11,1.0,31264929.2,618579.0,730489.0,26475181.2,,,2008.0,0.46,,,,2.39,10885.0,54984.0,,,0.46,2008.0,,,89091.0,26.47,3.97,,,8.68,8.68,6509254.0,278596071.2,,280.28,8.63,11.03,0.2335,44.13,0.1476
2021-03-11,1032322.0,44658249.72,3.05,10.31,1.21,44.14,1.0,31589057.64,604859.0,730214.0,26166200.34,,,10795.0,0.26,,,,1.18,6235.0,26757.0,,,0.26,10795.0,,2242.0,6510.0,25.78,0.34,,,8.47,8.47,6539228.0,282887003.28,,280.86,8.41,11.64,0.2379,44.47,0.1445
2021-03-12,1005205.0,43183606.8,2.97,10.27,1.18,43.51,1.0,30342690.96,586838.0,706301.0,25210560.48,,,,0.11,,,,0.78,2949.0,22604.0,,,0.11,,,4583.0,26862.0,25.38,0.86,,,8.07,8.07,6686685.0,287259987.6,,288.15,8.1,11.7,0.2343,44.21,0.1382
2021-03-15,1022471.0,43250523.3,3.02,10.24,1.2,43.97,1.0,30187310.4,598158.0,713648.0,25302083.4,,,7472.0,0.19,,,,0.34,7845.0,7784.0,,,0.19,7472.0,,11632.0,498.0,25.69,0.03,,,8.09,8.09,6799446.0,287616565.8,,289.87,8.14,11.88,0.2285,43.4,0.1382
2021-03-16,932498.0,39127616.08,2.75,9.21,1.1,39.61,1.0,28288341.04,546680.0,674174.0,22938692.8,,,6000.0,,,,,2.57,,57478.0,,,,6000.0,,,39474.0,23.14,1.99,,,7.37,7.37,6873975.0,288431991.0,,289.66,7.4,11.23,0.2386,44.73,0.1257
2021-03-17,895755.0,37621710.0,2.64,8.84,1.05,37.61,1.0,27215454.0,533595.0,647987.0,22410990.0,,,1792.0,,,,,0.85,,17405.0,,,,1792.0,,2528.0,26187.0,22.28,1.36,,,7.19,7.19,6888136.0,289301712.0,,288.26,7.18,10.77,0.2478,46.07,0.1207
2021-03-18,869254.0,36456512.76,2.56,8.62,1.02,36.69,1.0,27531219.42,513336.0,656443.0,21529311.84,,,15921.0,0.79,,,,1.8,16958.0,43834.0,,,0.79,15921.0,,7654.0,8502.0,21.56,0.32,,,6.91,6.91,6916589.0,290081742.66,,290.3,6.91,11.29,0.2553,46.58,0.117
2021-03-19,860477.0,35950729.06,2.54,8.43,1.01,36.24,1.0,27148351.54,515147.0,649793.0,21522841.66,,,6272.0,0.06,,,,0.19,1420.0,4461.0,,,0.06,6272.0,,,8070.0,21.61,0.39,,,6.94,6.94,6907481.0,288594556.18,,289.56,6.95,11.42,0.2522,46.2,0.1159
2021-03-22,814197.0,34066002.48,2.4,7.59,0.96,34.16,1.0,26160208.96,490449.0,625244.0,20520386.16,,,11600.0,0.19,,2000.0,,1.54,4350.0,36298.0,,,0.19,11600.0,0.08,,30899.0,20.47,1.38,,,6.65,6.65,6885590.0,288093085.6,,287.75,6.64,11.53,0.2398,44.78,0.1104
2021-03-23,878619.0,36216675.18,2.59,8.18,1.03,37.04,1.0,24609988.8,485742.0,597040.0,20022285.24,,,3000.0,0.12,,,,0.36,3000.0,9555.0,,,0.12,3000.0,,1848.0,31204.0,20.39,1.2,,,6.57,6.57,6908367.0,284762887.74,,287.55,6.62,20.63,0.2264,40.62,0.1188
2021-03-24,911357.0,37693725.52,2.69,8.54,1.07,37.87,1.0,26262979.6,488058.0,634985.0,20186078.88,,,,1.61,,,,0.27,43881.0,5936.0,,,1.61,,,8252.0,5936.0,20.17,0.29,,,6.58,6.58,6933409.0,286765796.24,,286.68,6.57,19.88,0.2274,40.92,0.1228
2021-03-25,912309.0,37879069.68,2.69,8.37,1.07,38.07,1.0,26542698.0,486135.0,639275.0,20184325.2,,,4987.0,0.35,,,,0.32,7043.0,8325.0,,,0.35,4987.0,,1415.0,2753.0,20.18,0.1,,,6.55,6.55,6934515.0,287921062.8,,287.75,6.55,19.26,0.2255,40.97,0.1229
2021-03-26,743423.0,31134555.24,2.19,6.68,0.87,31.02,0.0,23991167.4,458930.0,572855.0,19219988.4,,,4400.0,0.0,,,,1.32,207.0,31605.0,,,0.0,4400.0,,,66627.0,19.04,2.78,,,6.7,6.7,6388335.0,267543469.8,,266.08,6.68,11.96,0.257,46.59,0.1086
2021-03-29,707898.0,29363609.04,2.09,6.31,0.83,29.76,0.0,22388705.56,450919.0,539747.0,18704120.12,,,,,,,,0.27,,8020.0,,,,,,9.0,33108.0,18.83,1.25,,,6.72,6.72,6263964.0,259829226.72,,262.35,6.7,11.96,0.255,46.46,0.1054
2021-03-30,608751.0,25263166.5,1.8,5.45,0.72,25.43,0.0,21069218.0,456484.0,507692.0,18944086.0,,9961.0,1925.0,,0.41,100000.0,,4.58,,108411.0,,9961.0,,1925.0,4.15,100000.0,132055.0,18.96,5.64,,,6.09,6.09,7036248.0,292004292.0,,292.26,6.09,17.24,0.1346,24.02,0.0812
2021-03-31,595440.0,24722668.8,1.76,5.32,0.7,24.85,0.0,20526699.12,436948.0,494381.0,18142080.96,,,4106.0,0.01,,,,0.57,92.0,13681.0,,,0.01,4106.0,,,13403.0,18.14,0.56,0.41,,5.83,5.83,7059249.0,293100018.48,9961.0,293.15,5.83,17.68,0.1407,24.66,0.0794
2021-04-01,575833.0,23954652.8,1.7,5.11,0.68,23.88,0.0,20194803.2,427870.0,485452.0,17799392.0,0.44,,,,,,10678.0,0.38,,9078.0,0.44,,,,,,19607.0,17.75,0.97,,,5.69,5.69,7089227.0,294911843.2,,294.4,5.69,18.45,0.1437,25.5,0.0766
2021-04-02,575833.0,23954652.8,1.7,5.31,0.68,23.92,0.0,20194803.2,427870.0,485452.0,17799392.0,,,,,,,,,,,,,,,,,,17.79,,,,5.69,5.69,7089563.0,294925820.8,,294.8,5.69,18.45,0.1437,25.48,0.0766
2021-04-05,575833.0,23954652.8,1.7,5.31,0.68,23.91,0.0,20194803.2,427870.0,485452.0,17799392.0,,,,,,,,,,,,,,,,,,17.78,,,,5.69,5.69,7089190.0,294910304.0,,294.33,5.7,18.46,0.1438,25.51,0.0766
2021-04-06,540155.0,22535266.6,1.59,4.98,0.64,22.55,0.0,18862529.84,434093.0,452122.0,18110359.96,,,,0.37,,,,0.13,5806.0,3361.0,,,0.37,,,9584.0,39136.0,18.05,1.63,,,5.77,5.77,7093517.0,295941529.24,,294.34,5.78,19.59,0.158,26.29,0.0718
2021-04-07,591989.0,24828018.66,1.75,5.32,0.7,24.75,0.0,21056102.82,432769.0,502053.0,18150331.86,,,8229.0,2.1,,,,0.44,49971.0,10968.0,,,2.1,8229.0,,1415.0,40.0,18.05,0.0,,,5.75,5.75,7093517.0,297502102.98,,296.04,5.75,17.77,0.1439,25.72,0.0787
2021-04-08,498707.0,20985590.56,1.47,4.37,0.59,20.95,0.0,18260279.36,399916.0,433942.0,16828465.28,,,5173.0,,,,,2.02,,48336.0,,,,5173.0,,10310.0,68111.0,16.76,2.78,,,5.72,5.72,6592972.0,277432261.76,,276.6,5.71,19.68,0.1355,20.26,0.0713
2021-04-09,516612.0,21646042.8,1.52,4.52,0.61,21.79,0.0,16837975.9,354699.0,401861.0,14861888.1,,,,0.54,,,,1.88,12800.0,45217.0,,,0.54,,,,44881.0,14.92,1.84,,,5.47,5.47,6130489.0,256867489.1,,257.59,5.47,19.53,0.1326,19.54,0.0797
2021-04-12,490813.0,20584697.22,1.45,4.17,0.58,20.64,0.0,16211277.9,340159.0,386535.0,14266268.46,,,2652.0,,,,,0.74,,17192.0,,,,2652.0,,,15326.0,14.24,0.67,,,5.24,5.24,6151526.0,257995000.44,,257.62,5.24,18.14,0.1313,20.55,0.0756
2021-04-13,431705.0,18148878.2,1.27,3.51,0.51,18.14,0.0,14223014.84,310631.0,338321.0,13058927.24,,,,,,,,1.24,,29528.0,,,,,,,48214.0,13.01,2.03,,,4.46,4.46,6654921.0,279772878.84,,278.83,4.46,15.77,0.1317,23.44,0.062
2021-04-14,325020.0,13631338.8,0.96,2.67,0.38,13.64,0.0,10801940.58,259648.0,257557.0,10889637.12,,,,,,,,2.13,,50983.0,,,,,,,80764.0,10.9,3.44,,,3.73,3.73,6710611.0,281443025.34,,281.4,3.73,13.41,0.1635,31.4,0.0466
2021-04-15,268866.0,11485955.52,0.79,2.19,0.32,11.27,0.0,9028487.52,247170.0,211341.0,10559102.4,,,1689.0,,,,,0.52,,12478.0,,,,1689.0,,3021.0,46216.0,10.37,1.95,,,3.55,3.55,6723610.0,287232619.2,,283.4,3.53,16.17,0.2087,37.66,0.0386
2021-04-16,284468.0,12897779.12,0.84,2.29,0.33,12.1,0.0,10806879.68,255038.0,238352.0,11563422.92,,,32403.0,1.63,,,,1.03,38775.0,24535.0,,,1.63,32403.0,,,11764.0,11.12,0.49,,,3.65,3.65,6722760.0,304809938.4,,291.88,3.67,15.17,0.2038,35.71,0.0408
2021-04-19,263970.0,11725547.4,0.78,2.16,0.31,11.8,0.0,9847025.6,234540.0,221680.0,10418266.8,,,7452.0,0.48,,,,1.26,7490.0,29950.0,,,0.48,7452.0,,2000.0,24162.0,10.62,1.02,,,3.47,3.47,6522653.0,289736246.26,,293.33,3.49,19.25,0.2378,39.23,0.0391
2021-04-20,290128.0,12458096.32,0.86,2.47,0.34,12.77,0.0,10234963.7,258452.0,238355.0,11097928.88,,,,0.82,,,,,19429.0,,,,0.82,,,23912.0,2754.0,11.45,0.1,,,3.82,3.82,6506625.0,279394477.5,,286.08,3.85,22.52,0.2245,35.43,0.0429
2021-04-21,296484.0,12790319.76,0.88,2.56,0.35,12.71,0.0,10500189.72,269808.0,243398.0,11639517.12,,,1778.0,0.29,,,,0.14,7020.0,2442.0,,,0.29,1778.0,,12020.0,1977.0,11.59,0.19,,,3.82,3.82,6796573.0,293204159.22,,292.26,3.81,21.34,0.2144,34.4,0.042
2021-04-22,295572.0,12810090.48,0.87,2.6,0.35,12.68,0.0,10949417.6,270296.0,252640.0,11714628.64,,,5789.0,0.46,,,,0.45,10642.0,10744.0,,,0.46,5789.0,,5443.0,1400.0,11.67,0.06,,,3.82,3.82,6805443.0,294947899.62,,294.1,3.82,23.11,0.2177,34.64,0.0418
2021-04-23,318046.0,13949497.56,0.94,2.77,0.37,13.68,0.0,12066500.04,287169.0,275114.0,12595232.34,,,4274.0,0.87,,2448.0,,,20026.0,,,,0.87,4274.0,0.11,12599.0,,12.44,,,,4.06,4.06,6792977.0,297939971.22,,294.62,4.05,23.72,0.2065,32.23,0.0449
2021-04-26,319018.0,14228202.8,0.94,2.76,0.38,13.89,0.0,12313435.6,285142.0,276086.0,12717333.2,,,,0.13,,,,0.09,2999.0,2027.0,,,0.13,,,,2027.0,12.52,0.04,,,4.02,4.02,6802332.0,303384007.2,,299.35,4.02,23.03,0.2024,32.11,0.045
2021-04-27,348001.0,15395564.24,1.03,2.99,0.41,15.34,0.0,13169628.64,298291.0,297686.0,13196393.84,,,4568.0,1.02,,,,,21600.0,,,,1.02,4568.0,,8581.0,,13.29,,,,4.21,4.21,6785693.0,300199058.32,,301.88,4.22,28.24,0.2074,29.52,0.0491
2021-04-28,364325.0,16343619.5,1.08,3.19,0.43,15.98,0.0,14086488.6,296882.0,314010.0,13318126.52,,,,0.76,,,,0.07,17733.0,1409.0,,,0.76,,,,1409.0,13.14,0.08,,,4.19,4.19,6789555.0,304579437.3,,301.06,4.18,28.09,0.1959,28.09,0.0514
2021-04-29,369256.0,16195568.16,1.09,3.26,0.43,16.37,0.0,13988752.26,329147.0,318941.0,14436387.42,,,31803.0,0.28,,,,0.02,5052.0,621.0,,,0.28,31803.0,,1083.0,121.0,14.73,0.0,,,4.64,4.64,6757343.0,296377063.98,,301.01,4.67,27.81,0.1951,28.43,0.0521
2021-04-30,365221.0,15792156.04,1.08,3.2,0.43,15.96,0.0,13616535.44,330071.0,314906.0,14272270.04,,,6200.0,0.09,,,,0.36,2424.0,7903.0,,,0.09,6200.0,,2627.0,6459.0,14.48,0.34,,,4.66,4.66,6757527.0,292195467.48,,296.14,4.66,27.01,0.1905,27.89,0.0515
2021-05-03,394438.0,17378938.28,1.17,3.38,0.46,17.05,0.0,15345833.64,317156.0,348294.0,13973893.36,,,7632.0,1.76,,,,1.42,41255.0,32422.0,,,1.76,7632.0,,11875.0,7867.0,13.72,0.39,,,4.47,4.47,6774988.0,298505971.28,,294.24,4.46,22.86,0.1625,25.7,0.0556
2021-05-04,550329.0,24368568.12,1.63,4.75,0.65,24.43,0.0,20805046.56,473047.0,469852.0,20946521.16,,,109557.0,5.87,,,,0.17,124636.0,3944.0,,,5.87,109557.0,,50278.0,3078.0,20.9,0.13,,,6.67,6.67,6615158.0,292919196.24,,292.44,6.67,18.21,0.1837,30.66,0.0776
2021-05-05,446668.0,20082193.28,1.32,4.01,0.53,19.94,0.0,16756726.88,377995.0,372703.0,16994655.2,,,13510.0,0.75,,,,4.95,15951.0,112364.0,,,0.75,13510.0,,3802.0,113100.0,16.83,4.97,,,5.33,5.33,6717808.0,302032647.68,,299.46,5.32,18.19,0.2326,39.84,0.0629
2021-05-06,430863.0,19492242.12,1.27,3.87,0.51,19.37,0.0,16212115.92,383198.0,358358.0,17335877.52,,,,0.35,,,,0.13,6209.0,2893.0,,,0.35,,,8096.0,20554.0,17.17,0.89,,,5.41,5.41,6703858.0,303282535.92,,301.33,5.39,16.51,0.2525,42.85,0.0608
2021-05-07,618795.0,28551201.3,1.83,5.53,0.73,28.04,0.0,16070100.6,571645.0,348290.0,26375700.3,,,200000.0,0.31,,,,0.93,5900.0,20775.0,,,0.31,200000.0,,9222.0,15968.0,25.8,0.63,,,7.43,7.43,7117613.0,328406663.82,,322.55,7.41,29.22,0.222,32.44,0.0805
2021-05-10,630453.0,28786483.98,1.86,5.63,0.74,29.65,0.0,24592339.02,566845.0,538597.0,25882142.7,,,,0.1,,200000.0,,0.17,1896.0,4800.0,,,0.1,,9.7,,11589.0,26.17,0.43,,,7.38,7.38,7111532.0,324712551.12,,327.48,7.4,28.16,0.217,32.73,0.0821
2021-05-11,635558.0,27781543.42,1.88,5.63,0.75,29.63,0.0,22892088.29,581128.0,523702.0,25402296.51,,,5735.0,,,,,0.89,,19222.0,,,,5735.0,,27770.0,14895.0,26.51,0.74,,,7.53,7.53,7141290.0,312160429.43,,324.9,7.54,27.27,0.2141,32.39,0.0823
