,SRP FP Equity_DX_SI_QTY,SRP FP Equity_DX_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRP FP Equity_DX_SI_MV,SRP FP Equity_DX_DSS,SRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY,SRP FP Equity_DX_BROKER_SI_QTY,SRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRP FP Equity_DX_BROKER_SI_MV_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRP FP Equity_DX_BROKER_SI_MV_INC_x,SRP FP Equity_DX_SUPPLY_SI_MV_NEW,SRP FP Equity_DX_BROKER_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_NEW,SRP FP Equity_DX_SUPPLY_SI_MV_DEC,SRP FP Equity_DX_BROKER_SI_QTY_INC,SRP FP Equity_DX_SUPPLY_SI_QTY_DEC,SRP FP Equity_DX_BROKER_SI_MV_NEW_y,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SRP FP Equity_DX_BROKER_SI_MV_INC_y,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRP FP Equity_DX_BROKER_SI_MV_ADD,SRP FP Equity_DX_SUPPLY_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_DEC,SRP FP Equity_DX_SUPPLY_SI_MV,SRP FP Equity_DX_BROKER_SI_MV_DEC,SRP FP Equity_DX_SUPPLY_SI_MV_RMV,SRP FP Equity_DX_BROKER_SI_MV_RMV,SRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRP FP Equity_DX_UTILIZATION_QUANTITY,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRP FP Equity_DX_ACTIVE_UTILIZATION_MV,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRP FP Equity_DX_BROKER_SI_CON_RATIO,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRP FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-11-23,540486.0,9166642.56,4.74,32.28,1.63,9.27,1.0,8899403.84,254193.0,524729.0,4311113.28,,,,,,,,,,,,,,,,,15714.0,4.34,0.27,,,100.0,72.19,0.0,0.0,,0.0,100.0,24.65,0.2034,30.42,1.5349
2016-11-24,504993.0,8589930.93,4.43,29.19,1.53,8.88,1.0,8321904.36,250965.0,489236.0,4268914.65,,,,0.11,,,,0.07,7150.0,3228.0,,,0.11,,,,42643.0,4.26,0.5,,,100.0,71.27,0.0,0.0,,0.0,100.0,20.12,0.1987,31.81,1.4341
2016-11-25,498903.0,8536230.33,4.37,28.23,1.51,8.55,1.0,8266628.06,237343.0,483146.0,4060938.73,,,,0.05,,,,0.25,2814.0,15035.0,,,0.05,,,1413.0,8904.0,4.04,0.42,,,100.0,67.4,0.0,0.0,,0.0,100.0,18.04,0.2052,33.26,1.4167
2016-11-28,499953.0,8564194.89,4.38,28.0,1.51,8.58,1.0,8294277.48,238393.0,484196.0,4083672.09,,,1050.0,0.02,,,,,1050.0,,,,0.02,1050.0,,,,4.08,,,,100.0,67.7,0.0,0.0,,0.0,100.0,18.07,0.2047,33.16,1.4197
2016-11-29,508552.0,8599614.32,4.46,28.74,1.54,8.67,1.0,8333163.45,237747.0,492795.0,4020301.77,,,,0.17,,,,0.01,10000.0,646.0,,,0.17,,,,1401.0,4.07,0.02,,,100.0,67.48,0.0,0.0,,0.0,100.0,17.61,0.2011,32.37,1.4433
2016-11-30,507797.0,8632549.0,4.45,27.62,1.53,8.65,1.0,8377515.0,236992.0,492795.0,4028864.0,,,,,,,,0.01,,755.0,,,,,,,,4.01,,,,100.0,67.26,0.0,0.0,,0.0,100.0,17.41,0.202,32.61,1.4412
2016-12-01,497283.0,8578131.75,4.36,25.67,1.5,8.55,1.0,8333923.5,234734.0,483126.0,4049161.5,,,,,,,,0.04,,2258.0,,,,,,,9669.0,3.99,0.16,,,100.0,67.1,0.0,0.0,,0.0,100.0,17.76,0.2054,33.4,1.4214
2016-12-02,497283.0,8980930.98,4.36,22.78,1.5,8.81,1.0,8725255.56,234734.0,483126.0,4239296.04,,,,,,,,,,,,,,,,,,4.05,,,,100.0,67.05,0.0,0.0,,0.0,100.0,18.04,0.2079,33.94,1.4205
2016-12-05,502289.0,9543491.0,4.4,23.05,1.52,9.29,1.0,9156062.0,240968.0,481898.0,4578392.0,,,6234.0,,,,,,,,,,,6234.0,,,1228.0,4.35,0.0,,,100.0,67.77,0.0,0.0,,0.0,100.0,18.01,0.2053,33.87,1.4126
2016-12-06,507347.0,9639593.0,4.45,21.18,1.53,9.55,1.0,9133718.0,247202.0,480722.0,4696838.0,,,6234.0,,,,,,,,,,,6234.0,,,1176.0,4.7,0.0,,,100.0,67.98,0.0,0.0,,0.0,100.0,17.51,0.1993,32.94,1.3952
2016-12-07,516260.0,10134183.8,4.53,21.86,1.56,9.86,1.0,9496424.73,256115.0,483771.0,5027537.45,,,8913.0,0.06,,,,,3049.0,,,,0.06,8913.0,,,,4.87,,,,100.0,70.71,0.0,0.0,,0.0,100.0,17.24,0.1976,32.98,1.4253
2016-12-08,518973.0,10192629.72,4.55,19.59,1.57,10.07,1.0,9554545.76,258828.0,486484.0,5083381.92,,,2713.0,0.1,,,,,2713.0,,,,0.1,2713.0,,,,5.08,,,,100.0,71.46,0.0,0.0,,0.0,100.0,17.16,0.1951,32.32,1.4328
2016-12-09,538973.0,10671665.4,4.72,19.7,1.63,10.49,1.0,10028383.2,258828.0,506484.0,5124794.4,,,,,,20000.0,,,,,,,,,0.38,,,5.08,,,,100.0,71.46,0.0,0.0,,0.0,100.0,16.54,0.183,31.26,1.488
2016-12-12,559996.0,10987121.52,4.91,16.63,1.69,10.92,1.0,10349687.34,258828.0,527507.0,5078205.36,,,,0.42,,,,,21023.0,,,,0.42,,,,,5.12,,,,100.0,71.46,0.0,0.0,,0.0,100.0,15.97,0.1757,29.75,1.5461
2016-12-13,564212.0,11227818.8,4.95,15.66,1.7,11.03,1.0,10634699.3,256144.0,534407.0,5097265.6,,,,0.12,,,,0.05,6900.0,2684.0,,,0.12,,,,,5.03,,,,100.0,64.73,0.0,0.0,,0.0,100.0,15.8,0.1774,29.88,1.4258
2016-12-14,564212.0,11114976.4,5.01,15.07,1.7,11.04,1.0,10527817.9,256144.0,534407.0,5046036.8,,,,,,,,,,,,,,,,,,5.1,,,,100.0,63.52,0.0,0.0,,0.0,100.0,15.8,0.1763,29.57,1.3992
2016-12-15,545006.0,10872869.7,4.84,14.11,1.64,10.69,1.0,10278259.95,240786.0,515201.0,4803680.7,,,,,,,,0.35,,16358.0,,,,,,1000.0,19206.0,4.74,0.4,,,100.0,61.32,0.0,0.0,,0.0,100.0,16.42,0.1864,30.9,1.388
2016-12-16,529571.0,10533167.19,4.7,13.41,1.59,10.4,1.0,10064340.0,221486.0,506000.0,4405356.54,,,,,,,,0.35,,19300.0,,,,,,,9201.0,4.42,0.19,,,100.0,57.11,0.0,0.0,,0.0,100.0,16.81,0.1937,31.68,1.3656
2016-12-19,523026.0,10413447.66,4.64,13.29,1.57,10.28,1.0,9944149.05,214941.0,499455.0,4279475.31,,,3455.0,0.07,,,,0.21,3455.0,10000.0,,,0.07,3455.0,,,10000.0,4.28,0.2,,,100.0,54.98,0.0,0.0,,0.0,100.0,17.04,0.1889,30.15,1.3378
2016-12-20,521590.0,10744754.0,4.63,13.2,1.57,10.37,1.0,10259191.4,211332.0,498019.0,4353439.2,,,,,,,,0.07,,3609.0,,,,,,,1436.0,4.21,0.03,,,100.0,54.05,0.0,0.0,,0.0,100.0,16.9,0.1911,30.9,1.3341
2016-12-21,520644.0,10506595.92,4.62,12.67,1.57,10.48,1.0,10030933.14,204333.0,497073.0,4123439.94,,,3609.0,0.25,,,,0.2,9662.0,10608.0,,,0.25,3609.0,,,10608.0,4.21,0.22,,,100.0,52.16,0.0,0.0,,0.0,100.0,18.57,0.1839,27.92,1.3289
2016-12-22,543597.0,11045891.04,4.82,12.55,1.64,10.84,1.0,10566928.32,214623.0,520026.0,4361139.36,,,10953.0,0.19,,12000.0,,0.01,10953.0,663.0,,,0.19,10953.0,0.24,,,4.33,,,,100.0,54.03,0.0,0.0,,0.0,100.0,20.13,0.1851,27.81,1.3685
2016-12-23,535392.0,10814918.4,4.75,12.77,1.61,10.69,1.0,10338784.2,209946.0,511821.0,4240909.2,,,,,,,,0.08,,4677.0,,,,,,,8205.0,4.27,0.16,,,87.07,52.85,31185.0,629937.0,,0.63,87.07,18.91,0.1844,28.05,1.3478
2016-12-26,535392.0,10814918.4,4.75,12.62,1.61,10.67,1.0,10338784.2,209946.0,511821.0,4240909.2,,,,,,,,,,,,,,,,,,4.24,,,,87.07,52.85,31185.0,629937.0,,0.63,87.07,18.92,0.1844,28.09,1.3478
2016-12-27,535264.0,10812332.8,4.75,12.62,1.61,10.67,1.0,10336198.6,209818.0,511693.0,4238323.6,,,,,,,,0.0,,128.0,,,,,,,128.0,4.24,0.0,,,87.06,51.94,31185.0,629937.0,,0.63,87.06,18.88,0.1845,28.08,1.3251
2016-12-28,539141.0,11295003.95,4.78,12.67,1.62,10.88,1.0,10790716.5,227092.0,515070.0,4757577.4,,,,0.08,,,,0.17,3377.0,8226.0,,,0.08,,,25500.0,,4.61,,,,74.86,55.9,76254.0,1597521.3,,1.57,74.53,19.25,0.1862,28.58,1.3272
2016-12-29,530838.0,11306849.4,4.71,12.14,1.6,10.96,1.0,10794137.1,225092.0,506767.0,4794459.6,,,,,,,,0.03,,2000.0,,,,,,,8303.0,4.72,0.12,,,74.02,55.18,78985.0,1682380.5,,1.67,73.87,19.38,0.1905,28.84,1.3013
2016-12-30,534713.0,11400081.16,4.74,12.12,1.61,11.15,1.0,10886887.44,225092.0,510642.0,4798961.44,,,,0.12,,,,,3875.0,,,,0.12,,,,,4.8,,,,73.29,54.77,82044.0,1749178.08,,1.75,73.28,20.15,0.1901,28.38,1.301
2017-01-02,522966.0,10903841.1,4.64,11.71,1.57,10.82,1.0,10401960.75,225092.0,498895.0,4693168.2,,,,0.01,,,,,253.0,,,,0.01,,,,12000.0,4.8,0.26,,,72.85,54.52,83874.0,1748772.9,,1.79,72.85,20.35,0.1891,27.95,1.2668
2017-01-03,540930.0,11197251.0,4.8,11.28,1.63,11.25,1.0,9104708.7,225092.0,439841.0,4659404.4,,,,,,,,,,,,,,,,,,4.69,,,1.03,72.54,54.35,85209.0,1763826.3,,1.77,72.61,21.14,0.1891,26.67,1.3061
2017-01-04,525579.0,10685021.07,4.66,10.56,1.58,10.81,1.0,8854406.22,224048.0,435534.0,4554895.84,,,,0.44,,,,0.24,21737.0,11044.0,,,0.44,,,10000.0,26044.0,4.63,0.55,,,63.47,52.38,128952.0,2621594.16,,2.64,63.63,24.03,0.1912,27.26,1.2287
2017-01-05,510332.0,10369946.24,4.53,10.11,1.54,10.38,1.0,8767775.2,212850.0,431485.0,4325112.0,,,,,,,,0.23,,11198.0,,,,,,,4049.0,4.32,0.13,,,59.29,49.07,146140.0,2969564.8,,2.97,59.28,23.75,0.1943,28.37,1.1766
2017-01-06,521523.0,10899830.7,4.63,10.37,1.57,10.78,1.0,9018036.5,224041.0,431485.0,4682456.9,,,42969.0,,,,,0.66,,32435.0,,,,42969.0,,657.0,,4.58,,,,66.25,51.19,114125.0,2385212.5,,2.35,66.11,22.9,0.1889,28.12,1.1916
2017-01-09,504264.0,10665183.6,4.47,9.88,1.52,10.63,1.0,8802672.3,225717.0,416202.0,4773914.55,,,4000.0,,,4224.0,,0.03,,2324.0,,,,4000.0,0.09,,19507.0,4.73,0.34,,,66.42,51.8,114125.0,2413743.75,,2.4,66.35,20.73,0.1884,28.86,1.1571
2017-01-10,500721.0,11116006.2,4.68,9.62,1.51,10.82,1.0,9161029.8,222174.0,412659.0,4932262.8,,,,,,,,0.07,,3543.0,,,,,,,3543.0,4.75,0.05,,,65.87,50.86,115135.0,2555997.0,,2.49,65.61,19.94,0.19,29.76,1.1463
2017-01-11,522946.0,11400222.8,4.48,9.17,1.53,11.5,1.0,8968738.0,244399.0,411410.0,5327898.2,,,23474.0,,,,,0.02,,1249.0,,,,23474.0,,,1249.0,5.41,0.0,,,67.68,56.22,116734.0,2544801.2,,2.57,67.77,19.42,0.1823,27.48,1.2029
2017-01-12,522946.0,11442058.48,4.48,9.18,1.53,11.43,1.0,9001650.8,244399.0,411410.0,5347450.12,,,,,,,,,,,,,,,,,,5.33,,,,65.7,54.85,127603.0,2791953.64,,2.79,65.67,19.16,0.1831,27.75,1.1736
2017-01-13,527959.0,11704851.03,4.52,9.41,1.54,11.65,1.0,9116725.23,249412.0,411219.0,5529464.04,,,5013.0,,,,,,,,,,,5013.0,,,191.0,5.47,0.0,,,70.96,55.77,102048.0,2262404.16,,2.25,70.85,18.89,0.1812,27.59,1.1805
2017-01-16,527158.0,11760894.98,4.52,9.51,1.54,11.73,1.0,9156425.58,249412.0,410418.0,5564381.72,,,,,,,,,,,,,,,,,801.0,5.54,0.0,,,70.96,55.81,102048.0,2276690.88,,2.27,70.91,18.82,0.181,27.57,1.1796
2017-01-17,514734.0,11468273.52,4.41,9.44,1.51,11.5,1.0,9006199.84,242328.0,404228.0,5399067.84,,,,,,,,0.15,,7084.0,,,,,,,6190.0,5.4,0.11,,,63.81,53.38,137457.0,3062541.96,,3.06,63.81,19.17,0.1868,28.09,1.134
2017-01-18,514734.0,11684461.8,4.41,10.0,1.51,11.62,1.0,9175975.6,242328.0,404228.0,5500845.6,,,,,,,,,,,,,,,,,,5.42,,,,63.81,53.38,137457.0,3120273.9,,3.09,63.67,18.89,0.1875,28.33,1.134
2017-01-19,517928.0,11964136.8,4.44,9.08,1.51,11.88,1.0,9411448.2,242328.0,407422.0,5597776.8,,,,0.12,,,,,3194.0,,,,0.12,,,,,5.52,,,,63.47,53.11,139466.0,3221664.6,,3.2,63.34,19.45,0.1876,28.18,1.135
2017-01-20,524966.0,12074218.0,4.5,9.64,1.54,12.09,1.0,9413210.0,247518.0,409270.0,5692914.0,,,5190.0,0.05,,,,,1848.0,,,,0.05,5190.0,,,,5.71,,,,65.55,52.04,130070.0,2991610.0,,3.0,65.6,19.73,0.1845,27.58,1.1037
2017-01-23,531017.0,12006294.37,4.55,9.83,1.55,12.12,1.0,9280251.89,252390.0,410449.0,5706537.9,,,4872.0,0.02,,,,,1179.0,,,,0.02,4872.0,,,,5.79,,,,65.99,53.05,130070.0,2940882.7,,2.96,66.19,19.88,0.1819,27.05,1.1161
2017-01-24,531712.0,12006056.96,4.56,11.12,1.56,12.04,1.0,9283631.52,250634.0,411144.0,5659315.72,,,,0.0,,,,0.05,865.0,1756.0,,,0.0,,,,170.0,5.67,0.0,,,65.65,52.56,131150.0,2961367.0,,2.96,65.66,19.81,0.1826,27.2,1.1151
2017-01-25,537180.0,12134896.2,4.6,9.93,1.57,12.14,1.0,9299715.66,255572.0,411674.0,5773371.48,,,4938.0,0.01,,,,,530.0,,,,0.01,4938.0,,,,5.77,,,,65.1,51.67,136985.0,3094491.15,,3.09,65.1,19.74,0.1808,26.99,1.0861
2017-01-26,543136.0,12437814.4,4.65,10.22,1.59,12.37,1.0,9450234.6,261528.0,412674.0,5988991.2,,,4956.0,0.02,,,,,1000.0,,,,0.02,4956.0,,1000.0,,5.92,,,,63.09,49.68,152978.0,3503196.2,,3.49,62.92,19.53,0.1795,26.84,1.0318
2017-01-27,547425.0,12590775.0,4.69,10.48,1.6,12.58,1.0,9476414.0,265817.0,412018.0,6113791.0,,,4945.0,,,,,0.01,,656.0,,,,4945.0,,,656.0,6.09,0.0,,,63.47,50.56,152978.0,3518494.0,,3.51,63.42,19.31,0.1776,26.52,1.0412
2017-01-30,547424.0,12065224.96,4.69,10.47,1.6,12.32,1.0,9080854.68,265817.0,412017.0,5858606.68,,,,,,,,,,,,,,,,,1.0,6.07,0.0,,,63.2,50.37,154755.0,3410800.2,,3.45,63.73,19.79,0.1761,25.93,1.0373
2017-01-31,545334.0,12002801.34,4.67,9.88,1.59,12.01,1.0,9022493.27,264271.0,409927.0,5816604.71,,,,,,,,0.08,,1546.0,,,,,,,2090.0,5.82,0.15,,,63.07,50.08,154755.0,3406157.55,,3.41,63.08,19.07,0.1773,26.57,1.0334
2017-02-01,547804.0,12495409.24,4.69,9.7,1.6,12.31,1.0,9406775.57,264271.0,412397.0,6028021.51,,,,0.06,,,,,2470.0,,,,0.06,,,,,5.86,,,,63.07,50.09,154755.0,3529961.55,,3.5,62.62,19.08,0.1786,26.87,1.0383
2017-02-02,549666.0,12449934.9,4.71,9.64,1.61,12.5,1.0,9382966.35,266133.0,414259.0,6027912.45,,,,,,1862.0,,,,,,,,,0.04,1862.0,,6.06,,,,63.1,50.28,155655.0,3525585.75,,3.53,63.18,19.39,0.1759,26.28,1.0385
2017-02-03,552666.0,12528938.22,4.74,9.95,1.62,12.53,1.0,9459261.53,266133.0,417259.0,6033235.11,,,,0.11,,,,,5000.0,,,,0.11,,,,2000.0,6.03,0.06,,,70.36,50.06,112118.0,2541715.06,,2.54,70.34,18.87,0.1732,26.23,1.0396
2017-02-06,556141.0,12596593.65,4.77,9.95,1.63,12.61,1.0,9366046.8,274456.0,413512.0,6216428.4,,,13893.0,,,1101.0,,0.15,,6578.0,,,,13893.0,0.03,1008.0,4848.0,6.22,0.11,,,100.0,51.27,0.0,0.0,,0.0,100.0,18.78,0.1743,26.04,1.039
2017-02-07,562989.0,12751700.85,4.82,9.97,1.65,12.77,1.0,9521154.0,274456.0,420360.0,6216428.4,,,,0.16,,,,,7000.0,,,,0.16,,,,152.0,6.22,0.0,,,100.0,51.32,0.0,0.0,,0.0,100.0,18.57,0.1731,25.72,1.0526
2017-02-08,564715.0,13039269.35,4.84,9.96,1.65,12.93,1.0,9775382.4,276129.0,423360.0,6375818.61,,,9473.0,0.07,,,,0.18,3000.0,7800.0,,,0.07,9473.0,,,,6.28,,,,100.0,51.63,0.0,0.0,,0.0,100.0,18.32,0.1741,25.89,1.0559
2017-02-09,569046.0,13088058.0,4.88,9.85,1.66,13.13,1.0,9685599.0,282707.0,421113.0,6502261.0,,,6578.0,,,,,,,,,,,6578.0,,,2247.0,6.52,0.01,,,100.0,52.39,0.0,0.0,,0.0,100.0,17.99,0.173,25.41,1.0546
2017-02-10,572719.0,12903359.07,4.91,9.88,1.68,13.06,1.0,9570428.58,300838.0,424786.0,6777880.14,,,10131.0,0.11,,,,0.02,5000.0,1000.0,,,0.11,10131.0,,9000.0,1327.0,6.9,0.04,,,100.0,55.8,0.0,0.0,,0.0,100.0,17.96,0.1698,25.02,1.0623
2017-02-13,574820.0,13077155.0,4.93,10.01,1.68,13.04,1.0,9506929.25,302147.0,417887.0,6873844.25,,,26855.0,0.05,,,,0.66,3798.0,25546.0,,,0.05,26855.0,,,10697.0,6.82,0.28,,,77.99,58.49,85263.0,1939733.25,,1.94,77.87,19.9,0.1743,25.3,1.1127
2017-02-14,550112.0,12482041.28,4.71,10.13,1.61,12.51,1.0,9091519.96,294642.0,400684.0,6685426.98,,,,,,,,0.16,,7505.0,,,,,,,17203.0,6.7,0.39,,,77.56,54.51,85263.0,1934617.47,,1.93,77.59,17.5,0.1732,26.31,1.0177
2017-02-15,550112.0,12487542.4,4.71,10.51,1.61,12.5,1.0,9277603.5,294642.0,408705.0,6688373.4,,,,0.18,,,,,8021.0,,,,0.18,,,,,6.69,,,,77.56,54.39,85263.0,1935470.1,,1.94,77.55,17.52,0.1734,26.33,1.0155
2017-02-16,544334.0,12405371.86,4.67,10.59,1.59,12.38,1.0,9182706.33,288917.0,402927.0,6584418.43,,,,,,,,0.13,,5725.0,,,,,,,5778.0,6.56,0.14,,,77.21,53.33,85263.0,1943143.77,,1.94,77.16,16.76,0.1738,26.68,1.0049
2017-02-17,543632.0,12345882.72,4.63,10.58,1.59,12.38,1.0,9134529.75,288215.0,402225.0,6545362.65,,,,,,,,0.01,,702.0,,,,,,,702.0,6.56,0.01,,,77.17,55.32,85263.0,1936322.73,,1.94,77.22,16.73,0.1735,26.61,1.0435
2017-02-20,542954.0,12178458.22,4.63,10.75,1.58,12.27,1.0,9006699.21,287537.0,401547.0,6449454.91,,,,,,,,0.02,,678.0,,,,,,,678.0,6.51,0.02,,,77.13,55.19,85263.0,1912449.09,,1.91,77.29,16.71,0.1731,26.52,1.0422
2017-02-21,541912.0,12133409.68,4.62,10.93,1.58,12.16,1.0,8967306.95,286974.0,400505.0,6425347.86,,,1500.0,0.04,,,,0.05,1500.0,2063.0,,,0.04,1500.0,,,2542.0,6.43,0.08,,,77.09,54.87,85263.0,1909038.57,,1.91,77.12,16.22,0.1733,26.7,1.0362
2017-02-22,541091.0,12093383.85,4.61,12.03,1.58,12.11,1.0,8932937.4,291099.0,399684.0,6506062.65,,,5000.0,,,5000.0,,0.02,,875.0,,,,5000.0,0.11,,5821.0,6.51,0.14,,,77.35,55.66,85263.0,1905628.05,,1.91,77.37,16.26,0.1732,26.76,1.0346
2017-02-23,529155.0,11614952.25,4.51,11.92,1.54,11.72,1.0,9013635.8,269163.0,410644.0,5908127.85,,,3075.0,0.29,,,,0.59,13075.0,25011.0,,,0.29,3075.0,,,2115.0,5.99,0.05,,,75.49,51.47,87378.0,1917947.1,,1.92,75.73,16.27,0.1674,27.15,1.0118
2017-02-24,530154.0,11552055.66,4.52,11.74,1.55,11.6,1.0,8969700.97,274163.0,411643.0,5974011.77,,,5000.0,0.09,,,,,5000.0,,,,0.09,5000.0,,,4001.0,6.01,0.13,,,75.83,52.0,87378.0,1903966.62,,1.9,75.93,16.32,0.1672,27.24,1.0055
2017-02-27,577308.0,12643045.2,4.92,12.87,1.69,12.62,1.0,8904123.9,321317.0,406581.0,7036842.3,,,56242.0,0.01,,,,0.21,1000.0,9088.0,,,0.01,56242.0,,,6062.0,7.02,0.15,,,89.17,60.94,39018.0,854494.2,,0.85,89.14,19.15,0.1651,25.16,1.0949
2017-02-28,579077.0,12554389.36,4.93,12.85,1.69,12.62,1.0,9012029.12,318533.0,415684.0,6905795.44,,,5000.0,,,11882.0,,0.16,,7784.0,,,,5000.0,0.27,,2779.0,6.95,0.05,,,90.35,60.41,34018.0,737510.24,,0.74,90.4,18.99,0.1615,24.91,1.0983
2017-03-01,573304.0,12652819.28,4.88,12.06,1.67,12.58,1.0,9106898.59,312760.0,412637.0,6902613.2,,,,,,,,0.13,,5773.0,,,,,,,3047.0,6.83,0.07,,,90.19,59.32,34018.0,750777.26,,0.75,90.1,18.88,0.1641,25.44,1.0873
2017-03-02,576861.0,13163968.02,4.91,13.07,1.68,13.01,1.0,9520504.0,311754.0,417200.0,7114226.28,,,,0.18,,,,0.02,6485.0,1006.0,,,0.18,,,,1922.0,6.98,0.04,,,90.16,59.16,34018.0,776290.76,,0.78,89.99,18.68,0.1652,25.44,1.0947
2017-03-03,549056.0,12869872.64,4.68,12.03,1.6,12.75,1.0,9503466.72,290930.0,405438.0,6819399.2,,,1799.0,,,,,0.39,,22623.0,,,,1799.0,,,11762.0,6.72,0.15,,,90.03,55.09,32219.0,755213.36,,0.76,89.9,19.4,0.1741,26.65,1.0398
2017-03-06,548032.0,12939035.52,4.67,11.76,1.6,12.91,1.0,9623931.81,289906.0,407621.0,6844680.66,,,2183.0,0.1,,,,0.07,2183.0,3207.0,,,0.1,2183.0,,,,6.82,,,,90.61,54.9,30036.0,709149.96,,0.71,90.58,18.74,0.173,26.51,1.0378
2017-03-07,551594.0,12962459.0,4.7,11.48,1.61,13.01,1.0,9814093.5,293468.0,417621.0,6896498.0,,,4405.0,0.25,,,,0.03,10000.0,1500.0,,,0.25,4405.0,,657.0,,6.92,,,,90.72,55.54,30036.0,705846.0,,0.71,90.72,18.3,0.1685,26.19,1.0439
2017-03-08,542110.0,12815480.4,4.62,13.31,1.58,12.81,1.0,9828826.44,284223.0,415771.0,6719031.72,,,1439.0,,,,,0.34,,14684.0,,,,1439.0,,4000.0,1850.0,6.7,0.05,,,86.44,53.79,44570.0,1053634.8,,1.05,86.4,16.7,0.1673,26.77,1.0259
2017-03-09,529289.0,12464755.95,4.51,12.74,1.54,12.5,1.0,9867661.95,273285.0,419009.0,6435861.75,,,,,,5091.0,,0.25,,10938.0,,,,,0.13,,1853.0,6.45,0.03,,,83.69,51.53,53253.0,1254108.15,,1.25,83.72,16.37,0.1688,27.31,0.998
2017-03-10,514146.0,12288089.4,4.38,12.37,1.5,12.22,1.0,9794482.9,258936.0,409811.0,6188570.4,,,,,,,,0.3,,14349.0,,,,,,,9198.0,6.14,0.24,,,75.78,48.76,82745.0,1977605.5,,1.97,75.72,16.9,0.1774,28.36,0.9681
2017-03-13,505476.0,12080876.4,4.3,12.28,1.47,12.1,1.0,9587269.9,250266.0,401141.0,5981357.4,,,,,,,,0.17,,8670.0,,,,,,,8670.0,5.98,0.17,,,78.56,48.79,68297.0,1632298.3,,1.63,78.56,17.17,0.1805,28.65,0.9854
2017-03-14,503343.0,12175867.17,4.28,12.44,1.47,12.14,1.0,9673822.9,248133.0,399910.0,6002337.27,,,,,,,,0.02,,2133.0,,,,,,,1231.0,5.96,0.03,,,77.89,48.37,70430.0,1703701.7,,1.7,77.86,17.31,0.1811,28.89,0.9813
2017-03-15,501331.0,11931677.8,4.27,12.55,1.46,12.01,1.0,9491392.4,246121.0,398798.0,5857679.8,,,,,,,,0.08,,2012.0,,,,,,,1112.0,5.91,0.0,,,77.26,47.98,72442.0,1724119.6,,1.74,77.31,17.23,0.1805,28.74,0.9774
2017-03-16,493798.0,11752392.4,4.2,12.4,1.44,11.76,1.0,9491392.4,237284.0,398798.0,5647359.2,,,,,,,,0.22,,8837.0,,,,,,,,5.65,,,,74.55,46.26,81008.0,1927990.4,,1.93,74.55,17.59,0.1847,29.34,0.9627
2017-03-17,505815.0,11573047.2,4.3,12.85,1.48,11.75,1.0,9490967.2,249301.0,414815.0,5704006.88,,,16017.0,0.48,,,,0.09,20000.0,4000.0,,,0.48,16017.0,,,3983.0,5.83,0.09,,,79.32,48.55,64991.0,1486994.08,,1.52,79.31,16.93,0.1716,28.24,0.9851
2017-03-20,504855.0,11490499.8,4.3,12.22,1.47,11.51,1.0,9276816.68,248341.0,407593.0,5652241.16,,,6262.0,,,,,0.19,,7222.0,,,,6262.0,,,7222.0,5.75,0.27,,,77.63,48.28,71556.0,1628614.56,,1.63,77.87,17.15,0.1734,28.67,0.9814
2017-03-21,514482.0,11673596.58,4.38,12.4,1.5,11.71,1.0,9367679.95,257968.0,412855.0,5853293.92,,,10627.0,,,6262.0,,0.12,,1000.0,,,,10627.0,0.16,,1000.0,5.86,0.03,,,85.95,50.14,42181.0,957086.89,,0.96,85.93,16.84,0.1725,28.1,1.0001
2017-03-22,519275.0,11688880.25,4.42,12.42,1.51,11.74,1.0,9293366.05,262761.0,412855.0,5914750.11,,,,,,,,,,,,,,,,4793.0,,5.94,,,,86.17,50.93,42181.0,949494.31,,0.96,86.12,16.82,0.1723,28.06,1.0065
2017-03-23,542292.0,12396795.12,4.61,13.52,1.58,12.36,1.0,9552165.3,281818.0,417855.0,6442359.48,,,22810.0,,,5000.0,,0.11,,4793.0,,,,22810.0,0.11,1040.0,,6.39,,,,100.0,54.76,0.0,0.0,,0.0,100.0,19.2,0.1736,27.33,1.0537
