,CG9 FP Equity_DX_SI_QTY,CG9 FP Equity_DX_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CG9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CG9 FP Equity_DX_SI_MV,CG9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SUPPLY_SI_QTY,CG9 FP Equity_DX_BROKER_SI_QTY,CG9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CG9 FP Equity_DX_BROKER_SI_MV_INC_x,CG9 FP Equity_DX_BROKER_SI_QTY_ADD,CG9 FP Equity_DX_SUPPLY_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_QTY_INC,CG9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CG9 FP Equity_DX_BROKER_SI_MV_INC_y,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CG9 FP Equity_DX_BROKER_SI_MV_ADD,CG9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CG9 FP Equity_DX_BROKER_SI_QTY_DEC,CG9 FP Equity_DX_SUPPLY_SI_MV,CG9 FP Equity_DX_BROKER_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_MV_RMV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CG9 FP Equity_DX_UTILIZATION_QUANTITY,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CG9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CG9 FP Equity_DX_BROKER_SI_CON_RATIO,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CG9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CG9 FP Equity_PX_LAST
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.25
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.35
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.3
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.7
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.85
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.75
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.9
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.25
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.6
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.35
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.25
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.2
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.1
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.45
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.65
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.25
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.25
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.65
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.4
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.25
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.65
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.75
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.15
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.3
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.5
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.15
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7
2021-01-27,1600.0,393280.0,5.5,1.86,0.4,393280.0,0.0,1600.0,0.0,,,1600.0,,,,,,0.4,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.8
2021-01-28,1600.0,393280.0,5.59,1.86,0.39,393280.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.8
2021-01-29,1600.0,385760.0,5.59,1.86,0.39,385760.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,241.1
2021-02-01,1600.0,392640.0,5.57,1.86,0.39,392640.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,245.4
2021-02-02,1600.0,397680.0,5.56,1.86,0.39,397680.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.55
2021-02-03,1600.0,397520.0,4.75,1.86,0.4,397520.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,248.45
2021-02-04,1600.0,399840.0,3.13,1.86,0.4,399840.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.9
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.65
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.5
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.45
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.3
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.75
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.05
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.25
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.05
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.25
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.65
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.75
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.6
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.6
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.05
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.95
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.3
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.5
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.95
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.4
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.1
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.3
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.9
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.65
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.55
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.6
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.35
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.4
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.55
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.25
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.2
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.3
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.6
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.15
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.7
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,130825.0,0.13,0.0,,0.0,,0.0,261.65
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131750.0,0.13,0.0,,0.0,,0.0,263.5
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,130550.0,0.13,0.0,,0.0,,0.0,261.1
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131100.0,0.13,0.0,,0.0,,0.0,262.2
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131475.0,0.13,0.0,,0.0,,0.0,262.95
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132400.0,0.13,0.0,,0.0,,0.0,264.8
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133300.0,0.13,0.0,,0.0,,0.0,266.6
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133050.0,0.13,0.0,,0.0,,0.0,266.1
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131050.0,0.13,0.0,,0.0,,0.0,262.1
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132650.0,0.13,0.0,,0.0,,0.0,265.3
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,134150.0,0.13,0.0,,0.0,,0.0,268.3
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133925.0,0.13,0.0,,0.0,,0.0,267.85
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133750.0,0.13,0.0,,0.0,,0.0,267.5
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133775.0,0.13,0.0,,0.0,,0.0,267.55
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133525.0,0.13,0.0,,0.0,,0.0,267.05
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133075.0,0.13,0.0,,0.0,,0.0,266.15
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132550.0,0.13,0.0,,0.0,,0.0,265.1
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133400.0,0.13,0.0,,0.0,,0.0,266.8
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,130775.0,0.13,0.0,,0.0,,0.0,261.55
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133300.0,0.13,0.0,,0.0,,0.0,266.6
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132600.0,0.13,0.0,,0.0,,0.0,265.2
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,134250.0,0.13,0.0,,0.0,,0.0,268.5
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133425.0,0.13,0.0,,0.0,,0.0,266.85
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,130825.0,0.13,0.0,,0.0,,0.0,261.65
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,130725.0,0.13,0.0,,0.0,,0.0,261.45
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131100.0,0.13,0.0,,0.0,,0.0,262.2
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132700.0,0.13,0.0,,0.0,,0.0,265.4
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,132525.0,0.13,0.0,,0.0,,0.0,265.05
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133000.0,0.13,0.0,,0.0,,0.0,266.0
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,131275.0,0.13,0.0,,0.0,,0.0,262.55
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,133800.0,0.13,0.0,,0.0,,0.0,267.6
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,134575.0,0.13,0.0,,0.0,,0.0,269.15
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,135275.0,0.13,0.0,,0.0,,0.0,270.55
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,135575.0,0.14,0.0,,0.0,,0.0,271.15
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,135600.0,0.14,0.0,,0.0,,0.0,271.2
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,135675.0,0.14,0.0,,0.0,,0.0,271.35
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,136825.0,0.14,0.0,,0.0,,0.0,273.65
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,136025.0,0.14,0.0,,0.0,,0.0,272.05
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,136900.0,0.14,0.0,,0.0,,0.0,273.8
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,137150.0,0.14,0.0,,0.0,,0.0,274.3
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,136850.0,0.14,0.0,,0.0,,0.0,273.7
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,137825.0,0.14,0.0,,0.0,,0.0,275.65
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,138275.0,0.14,0.0,,0.0,,0.0,276.55
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,138650.0,0.14,0.0,,0.0,,0.0,277.3
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,139250.0,0.14,0.0,,0.0,,0.0,278.5
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,139300.0,0.14,0.0,,0.0,,0.0,278.6
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140275.0,0.14,0.0,,0.0,,0.0,280.55
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140325.0,0.14,0.0,,0.0,,0.0,280.65
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140725.0,0.14,0.0,,0.0,,0.0,281.45
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141425.0,0.14,0.0,,0.0,,0.0,282.85
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141475.0,0.14,0.0,,0.0,,0.0,282.95
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,139750.0,0.14,0.0,,0.0,,0.0,279.5
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140750.0,0.14,0.0,,0.0,,0.0,281.5
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141225.0,0.14,0.0,,0.0,,0.0,282.45
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,139900.0,0.14,0.0,,0.0,,0.0,279.8
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141525.0,0.14,0.0,,0.0,,0.0,283.05
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141575.0,0.14,0.0,,0.0,,0.0,283.15
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141125.0,0.14,0.0,,0.0,,0.0,282.25
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141900.0,0.14,0.0,,0.0,,0.0,283.8
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140775.0,0.14,0.0,,0.0,,0.0,281.55
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141175.0,0.14,0.0,,0.0,,0.0,282.35
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141775.0,0.14,0.0,,0.0,,0.0,283.55
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142175.0,0.14,0.0,,0.0,,0.0,284.35
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142025.0,0.14,0.0,,0.0,,0.0,284.05
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,143425.0,0.14,0.0,,0.0,,0.0,286.85
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,141175.0,0.14,0.0,,0.0,,0.0,282.35
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142675.0,0.14,0.0,,0.0,,0.0,285.35
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,143675.0,0.14,0.0,,0.0,,0.0,287.35
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,144150.0,0.14,0.0,,0.0,,0.0,288.3
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,144075.0,0.14,0.0,,0.0,,0.0,288.15
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142725.0,0.14,0.0,,0.0,,0.0,285.45
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142475.0,0.14,0.0,,0.0,,0.0,284.95
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140350.0,0.14,0.0,,0.0,,0.0,280.7
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,140625.0,0.14,0.0,,0.0,,0.0,281.25
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,142525.0,0.14,0.0,,0.0,,0.0,285.05
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,143350.0,0.14,0.0,,0.0,,0.0,286.7
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,145325.0,0.15,0.0,,0.0,,0.0,290.65
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,144200.0,0.14,0.0,,0.0,,0.0,288.4
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,143300.0,0.14,0.0,,0.0,,0.0,286.6
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,144700.0,0.14,0.0,,0.0,,0.0,289.4
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,145275.0,0.15,0.0,,0.0,,0.0,290.55
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,145125.0,0.15,0.0,,0.0,,0.0,290.25
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,146225.0,0.15,0.0,,0.0,,0.0,292.45
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,146275.0,0.15,0.0,,0.0,,0.0,292.55
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,147525.0,0.15,0.0,,0.0,,0.0,295.05
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,500.0,148200.0,0.15,0.0,,0.0,,0.0,296.4
