,CG9 FP Equity_DX_SI_QTY,CG9 FP Equity_DX_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CG9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CG9 FP Equity_DX_SI_MV,CG9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SUPPLY_SI_QTY,CG9 FP Equity_DX_BROKER_SI_QTY,CG9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CG9 FP Equity_DX_BROKER_SI_MV_INC_x,CG9 FP Equity_DX_BROKER_SI_QTY_ADD,CG9 FP Equity_DX_SUPPLY_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_QTY_INC,CG9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CG9 FP Equity_DX_BROKER_SI_MV_INC_y,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CG9 FP Equity_DX_BROKER_SI_MV_ADD,CG9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CG9 FP Equity_DX_BROKER_SI_QTY_DEC,CG9 FP Equity_DX_SUPPLY_SI_MV,CG9 FP Equity_DX_BROKER_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_MV_RMV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CG9 FP Equity_DX_UTILIZATION_QUANTITY,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CG9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CG9 FP Equity_DX_BROKER_SI_CON_RATIO,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CG9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CG9 FP Equity_PX_LAST
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.15
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.25
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.05
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.1
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.9
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.35
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.65
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.4
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.5
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.5
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.9
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.65
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.7
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.65
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.75
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.15
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.65
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.2
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.75
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.05
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.35
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.35
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9973.9,0.01,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9994.3,0.01,0.0,,0.0,,0.0,293.95
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9990.9,0.01,0.0,,0.0,,0.0,293.85
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9996.0,0.01,0.0,,0.0,,0.0,294.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9996.0,0.01,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9943.3,0.01,0.0,,0.0,,0.0,292.45
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9822.6,0.01,0.0,,0.0,,0.0,288.9
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9882.1,0.01,0.0,,0.0,,0.0,290.65
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9837.9,0.01,0.0,,0.0,,0.0,289.35
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9894.0,0.01,0.0,,0.0,,0.0,291.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9899.1,0.01,0.0,,0.0,,0.0,291.15
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9905.9,0.01,0.0,,0.0,,0.0,291.35
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9846.4,0.01,0.0,,0.0,,0.0,289.6
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9929.7,0.01,0.0,,0.0,,0.0,292.05
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9871.9,0.01,0.0,,0.0,,0.0,290.35
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9890.6,0.01,0.0,,0.0,,0.0,290.9
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9769.9,0.01,0.0,,0.0,,0.0,287.35
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9871.9,0.01,0.0,,0.0,,0.0,290.35
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9860.0,0.01,0.0,,0.0,,0.0,290.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9939.9,0.01,0.0,,0.0,,0.0,292.35
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,9899.1,0.01,0.0,,0.0,,0.0,291.15
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10045.3,0.01,0.0,,0.0,,0.0,295.45
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10108.2,0.01,0.0,,0.0,,0.0,297.3
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10261.2,0.01,0.0,,0.0,,0.0,301.8
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10286.7,0.01,0.0,,0.0,,0.0,302.55
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10320.7,0.01,0.0,,0.0,,0.0,303.55
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10330.9,0.01,0.0,,0.0,,0.0,303.85
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10320.7,0.01,0.0,,0.0,,0.0,303.55
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10342.8,0.01,0.0,,0.0,,0.0,304.2
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10387.0,0.01,0.0,,0.0,,0.0,305.5
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10466.9,0.01,0.0,,0.0,,0.0,307.85
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10478.8,0.01,0.0,,0.0,,0.0,308.2
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10494.1,0.01,0.0,,0.0,,0.0,308.65
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10514.5,0.01,0.0,,0.0,,0.0,309.25
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10548.5,0.01,0.0,,0.0,,0.0,310.25
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10405.7,0.01,0.0,,0.0,,0.0,306.05
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10489.0,0.01,0.0,,0.0,,0.0,308.5
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10560.4,0.01,0.0,,0.0,,0.0,310.6
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10645.4,0.01,0.0,,0.0,,0.0,313.1
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10664.1,0.01,0.0,,0.0,,0.0,313.65
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10659.0,0.01,0.0,,0.0,,0.0,313.5
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10601.2,0.01,0.0,,0.0,,0.0,311.8
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10742.3,0.01,0.0,,0.0,,0.0,315.95
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10812.0,0.01,0.0,,0.0,,0.0,318.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10779.7,0.01,0.0,,0.0,,0.0,317.05
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10778.0,0.01,0.0,,0.0,,0.0,317.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10721.9,0.01,0.0,,0.0,,0.0,315.35
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10704.9,0.01,0.0,,0.0,,0.0,314.85
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10788.2,0.01,0.0,,0.0,,0.0,317.3
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10815.4,0.01,0.0,,0.0,,0.0,318.1
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10745.7,0.01,0.0,,0.0,,0.0,316.05
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10795.0,0.01,0.0,,0.0,,0.0,317.5
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10990.5,0.01,0.0,,0.0,,0.0,323.25
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10958.2,0.01,0.0,,0.0,,0.0,322.3
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10874.9,0.01,0.0,,0.0,,0.0,319.85
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11004.1,0.01,0.0,,0.0,,0.0,323.65
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11019.4,0.01,0.0,,0.0,,0.0,324.1
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11053.4,0.01,0.0,,0.0,,0.0,325.1
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10963.3,0.01,0.0,,0.0,,0.0,322.45
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10954.8,0.01,0.0,,0.0,,0.0,322.2
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10924.2,0.01,0.0,,0.0,,0.0,321.3
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10941.2,0.01,0.0,,0.0,,0.0,321.8
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11043.2,0.01,0.0,,0.0,,0.0,324.8
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10993.9,0.01,0.0,,0.0,,0.0,323.35
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11010.9,0.01,0.0,,0.0,,0.0,323.85
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11029.6,0.01,0.0,,0.0,,0.0,324.4
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11024.5,0.01,0.0,,0.0,,0.0,324.25
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11058.5,0.01,0.0,,0.0,,0.0,325.25
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11058.5,0.01,0.0,,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11058.5,0.01,0.0,,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10898.7,0.01,0.0,,0.0,,0.0,320.55
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10929.3,0.01,0.0,,0.0,,0.0,321.45
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10900.4,0.01,0.0,,0.0,,0.0,320.6
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10817.1,0.01,0.0,,0.0,,0.0,318.15
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10895.3,0.01,0.0,,0.0,,0.0,320.45
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10778.0,0.01,0.0,,0.0,,0.0,317.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10791.6,0.01,0.0,,0.0,,0.0,317.4
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10786.5,0.01,0.0,,0.0,,0.0,317.25
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10757.6,0.01,0.0,,0.0,,0.0,316.4
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10820.5,0.01,0.0,,0.0,,0.0,318.25
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10676.0,0.01,0.0,,0.0,,0.0,314.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10670.9,0.01,0.0,,0.0,,0.0,313.85
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10659.0,0.01,0.0,,0.0,,0.0,313.5
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10608.0,0.01,0.0,,0.0,,0.0,312.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10665.8,0.01,0.0,,0.0,,0.0,313.7
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10823.9,0.01,0.0,,0.0,,0.0,318.35
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10793.3,0.01,0.0,,0.0,,0.0,317.45
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10687.9,0.01,0.0,,0.0,,0.0,314.35
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10839.2,0.01,0.0,,0.0,,0.0,318.8
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10801.8,0.01,0.0,,0.0,,0.0,317.7
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10733.8,0.01,0.0,,0.0,,0.0,315.7
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10733.8,0.01,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10704.9,0.01,0.0,,0.0,,0.0,314.85
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10764.4,0.01,0.0,,0.0,,0.0,316.6
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10822.2,0.01,0.0,,0.0,,0.0,318.3
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,10954.8,0.01,0.0,,0.0,,0.0,322.2
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11026.2,0.01,0.0,,0.0,,0.0,324.3
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11060.2,0.01,0.0,,0.0,,0.0,325.3
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11135.0,0.01,0.0,,0.0,,0.0,327.5
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11104.4,0.01,0.0,,0.0,,0.0,326.6
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11128.2,0.01,0.0,,0.0,,0.0,327.3
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11214.9,0.01,0.0,,0.0,,0.0,329.85
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11199.6,0.01,0.0,,0.0,,0.0,329.4
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11165.6,0.01,0.0,,0.0,,0.0,328.4
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11213.2,0.01,0.0,,0.0,,0.0,329.8
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11199.6,0.01,0.0,,0.0,,0.0,329.4
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11177.5,0.01,0.0,,0.0,,0.0,328.75
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11226.8,0.01,0.0,,0.0,,0.0,330.2
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34.0,11209.8,0.01,0.0,,0.0,,0.0,329.7
2024-05-27,31.0,10239.3,0.11,0.02,0.01,0.0,31.0,0.0,10239.3,,,,,,,,,,31.0,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,330.3
2024-05-28,31.0,10147.85,0.11,0.02,0.01,10147.85,31.0,31.0,10147.85,,,31.0,,,,,,0.01,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,327.35
2024-05-29,31.0,10050.2,0.1,0.02,0.01,10050.2,31.0,31.0,10050.2,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,324.2
2024-05-30,31.0,10081.2,0.09,0.02,0.01,10081.2,31.0,31.0,10081.2,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,325.2
2024-05-31,31.0,10098.25,0.09,0.02,0.01,10098.25,31.0,31.0,10098.25,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,325.75
2024-06-03,31.0,10140.1,0.09,0.02,0.01,10140.1,31.0,31.0,10140.1,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,327.1
2024-06-04,31.0,10135.45,0.09,0.02,0.01,10135.45,31.0,31.0,10135.45,,,,,,,,,,,,0.01,,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0243,326.95
2024-06-05,31.0,10305.95,0.09,0.02,0.01,10305.95,31.0,31.0,10305.95,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,332.45
2024-06-06,31.0,10375.7,0.08,0.02,0.01,10375.7,31.0,31.0,10375.7,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,334.7
2024-06-07,31.0,10375.7,0.08,0.02,0.01,10375.7,31.0,31.0,10375.7,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,334.7
2024-06-10,31.0,10336.95,0.08,0.02,0.01,10336.95,31.0,31.0,10336.95,,,,,,,,,,,,0.01,,,100.0,91.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.9118,333.45
