,MLCVG FP Equity_DX_SI_QTY,MLCVG FP Equity_DX_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCVG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCVG FP Equity_DX_SI_MV,MLCVG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SUPPLY_SI_QTY,MLCVG FP Equity_DX_BROKER_SI_QTY,MLCVG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCVG FP Equity_DX_SUPPLY_SI_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCVG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCVG FP Equity_DX_BROKER_SI_CON_RATIO,MLCVG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCVG FP Equity_PX_LAST
1996-05-29,,,,,,,,,,,,,,,,,,,,159.004
1996-05-30,,,,,,,,,,,,,,,,,,,,159.004
1996-05-31,,,,,,,,,,,,,,,,,,,,164.645
1996-06-03,,,,,,,,,,,,,,,,,,,,160.071
1996-06-04,,,,,,,,,,,,,,,,,,,,163.883
1996-06-07,,,,,,,,,,,,,,,,,,,,172.115
1996-06-11,,,,,,,,,,,,,,,,,,,,172.115
1996-06-13,,,,,,,,,,,,,,,,,,,,173.03
1996-06-17,,,,,,,,,,,,,,,,,,,,172.267
1996-06-18,,,,,,,,,,,,,,,,,,,,169.218
1996-06-20,,,,,,,,,,,,,,,,,,,,164.645
1996-06-21,,,,,,,,,,,,,,,,,,,,169.218
1996-06-25,,,,,,,,,,,,,,,,,,,,176.688
1996-07-03,,,,,,,,,,,,,,,,,,,,170.895
1996-07-05,,,,,,,,,,,,,,,,,,,,175.164
1996-07-08,,,,,,,,,,,,,,,,,,,,176.079
1996-07-11,,,,,,,,,,,,,,,,,,,,176.688
1996-07-16,,,,,,,,,,,,,,,,,,,,170.743
1996-07-17,,,,,,,,,,,,,,,,,,,,164.645
1996-07-23,,,,,,,,,,,,,,,,,,,,181.109
1996-07-24,,,,,,,,,,,,,,,,,,,,164.797
1996-07-25,,,,,,,,,,,,,,,,,,,,164.645
1996-07-30,,,,,,,,,,,,,,,,,,,,162.206
1996-07-31,,,,,,,,,,,,,,,,,,,,162.053
1996-08-01,,,,,,,,,,,,,,,,,,,,175.164
1996-08-02,,,,,,,,,,,,,,,,,,,,175.164
1996-08-13,,,,,,,,,,,,,,,,,,,,158.699
1996-08-26,,,,,,,,,,,,,,,,,,,,161.748
1996-08-27,,,,,,,,,,,,,,,,,,,,173.03
1996-08-28,,,,,,,,,,,,,,,,,,,,163.12
1996-08-29,,,,,,,,,,,,,,,,,,,,161.901
1996-09-03,,,,,,,,,,,,,,,,,,,,164.645
1996-09-05,,,,,,,,,,,,,,,,,,,,166.169
1996-09-10,,,,,,,,,,,,,,,,,,,,166.169
1996-09-11,,,,,,,,,,,,,,,,,,,,167.694
1996-09-13,,,,,,,,,,,,,,,,,,,,172.877
1996-09-16,,,,,,,,,,,,,,,,,,,,167.999
1996-09-17,,,,,,,,,,,,,,,,,,,,178.365
1996-09-18,,,,,,,,,,,,,,,,,,,,186.14
1996-09-19,,,,,,,,,,,,,,,,,,,,204.739
1996-09-23,,,,,,,,,,,,,,,,,,,,204.739
1996-09-24,,,,,,,,,,,,,,,,,,,,184.463
1996-09-26,,,,,,,,,,,,,,,,,,,,184.463
1996-09-30,,,,,,,,,,,,,,,,,,,,190.561
1996-10-01,,,,,,,,,,,,,,,,,,,,185.988
1996-10-02,,,,,,,,,,,,,,,,,,,,181.567
1996-10-03,,,,,,,,,,,,,,,,,,,,188.427
1996-10-04,,,,,,,,,,,,,,,,,,,,188.275
1996-10-07,,,,,,,,,,,,,,,,,,,,190.714
1996-10-08,,,,,,,,,,,,,,,,,,,,192.086
1996-10-09,,,,,,,,,,,,,,,,,,,,192.086
1996-10-10,,,,,,,,,,,,,,,,,,,,190.561
1996-10-11,,,,,,,,,,,,,,,,,,,,190.561
1996-10-15,,,,,,,,,,,,,,,,,,,,186.75
1996-10-16,,,,,,,,,,,,,,,,,,,,189.037
1996-10-17,,,,,,,,,,,,,,,,,,,,188.427
1996-10-18,,,,,,,,,,,,,,,,,,,,182.786
1996-10-21,,,,,,,,,,,,,,,,,,,,167.694
1996-10-22,,,,,,,,,,,,,,,,,,,,150.925
1996-10-25,,,,,,,,,,,,,,,,,,,,190.409
1996-10-28,,,,,,,,,,,,,,,,,,,,190.409
1996-10-29,,,,,,,,,,,,,,,,,,,,182.939
1996-10-30,,,,,,,,,,,,,,,,,,,,190.714
1996-11-04,,,,,,,,,,,,,,,,,,,,183.244
1996-11-05,,,,,,,,,,,,,,,,,,,,183.244
1996-11-07,,,,,,,,,,,,,,,,,,,,188.884
1996-11-13,,,,,,,,,,,,,,,,,,,,188.579
1996-11-15,,,,,,,,,,,,,,,,,,,,188.732
1996-11-18,,,,,,,,,,,,,,,,,,,,188.732
1996-11-21,,,,,,,,,,,,,,,,,,,,198.184
1996-11-22,,,,,,,,,,,,,,,,,,,,218.002
1996-11-25,,,,,,,,,,,,,,,,,,,,196.659
1996-11-27,,,,,,,,,,,,,,,,,,,,216.173
1996-11-28,,,,,,,,,,,,,,,,,,,,217.24
1996-12-02,,,,,,,,,,,,,,,,,,,,237.668
1996-12-10,,,,,,,,,,,,,,,,,,,,237.82
1996-12-12,,,,,,,,,,,,,,,,,,,,235.534
1996-12-18,,,,,,,,,,,,,,,,,,,,256.114
1996-12-20,,,,,,,,,,,,,,,,,,,,256.572
1996-12-24,,,,,,,,,,,,,,,,,,,,257.029
1996-12-27,,,,,,,,,,,,,,,,,,,,256.114
1996-12-30,,,,,,,,,,,,,,,,,,,,244.071
1996-12-31,,,,,,,,,,,,,,,,,,,,266.786
1997-01-02,,,,,,,,,,,,,,,,,,,,280.506
1997-01-03,,,,,,,,,,,,,,,,,,,,288.129
1997-01-06,,,,,,,,,,,,,,,,,,,,289.806
1997-01-07,,,,,,,,,,,,,,,,,,,,286.604
1997-01-08,,,,,,,,,,,,,,,,,,,,286.604
1997-01-09,,,,,,,,,,,,,,,,,,,,286.604
1997-01-10,,,,,,,,,,,,,,,,,,,,286.604
1997-01-13,,,,,,,,,,,,,,,,,,,,282.031
1997-01-14,,,,,,,,,,,,,,,,,,,,280.659
1997-01-15,,,,,,,,,,,,,,,,,,,,286.604
1997-01-17,,,,,,,,,,,,,,,,,,,,288.129
1997-01-20,,,,,,,,,,,,,,,,,,,,291.787
1997-01-21,,,,,,,,,,,,,,,,,,,,291.635
1997-01-23,,,,,,,,,,,,,,,,,,,,285.842
1997-01-24,,,,,,,,,,,,,,,,,,,,285.842
1997-01-28,,,,,,,,,,,,,,,,,,,,280.506
1997-01-30,,,,,,,,,,,,,,,,,,,,274.561
1997-01-31,,,,,,,,,,,,,,,,,,,,282.031
1997-02-03,,,,,,,,,,,,,,,,,,,,282.031
1997-02-04,,,,,,,,,,,,,,,,,,,,275.933
1997-02-06,,,,,,,,,,,,,,,,,,,,275.933
1997-02-12,,,,,,,,,,,,,,,,,,,,274.408
1997-02-13,,,,,,,,,,,,,,,,,,,,278.982
1997-02-14,,,,,,,,,,,,,,,,,,,,279.134
1997-02-17,,,,,,,,,,,,,,,,,,,,279.287
1997-02-18,,,,,,,,,,,,,,,,,,,,282.031
1997-02-19,,,,,,,,,,,,,,,,,,,,282.031
1997-02-24,,,,,,,,,,,,,,,,,,,,282.031
1997-02-26,,,,,,,,,,,,,,,,,,,,282.031
1997-02-28,,,,,,,,,,,,,,,,,,,,282.031
1997-03-10,,,,,,,,,,,,,,,,,,,,259.163
1997-03-12,,,,,,,,,,,,,,,,,,,,285.08
1997-03-14,,,,,,,,,,,,,,,,,,,,285.08
1997-03-19,,,,,,,,,,,,,,,,,,,,289.653
1997-03-25,,,,,,,,,,,,,,,,,,,,304.898
1997-03-27,,,,,,,,,,,,,,,,,,,,290.415
1997-04-04,,,,,,,,,,,,,,,,,,,,311.148
1997-04-07,,,,,,,,,,,,,,,,,,,,318.314
1997-04-10,,,,,,,,,,,,,,,,,,,,320.753
1997-04-14,,,,,,,,,,,,,,,,,,,,318.771
1997-04-18,,,,,,,,,,,,,,,,,,,,319.076
1997-04-21,,,,,,,,,,,,,,,,,,,,319.076
1997-04-22,,,,,,,,,,,,,,,,,,,,319.228
1997-04-23,,,,,,,,,,,,,,,,,,,,320.905
1997-04-24,,,,,,,,,,,,,,,,,,,,318.618
1997-04-28,,,,,,,,,,,,,,,,,,,,312.52
1997-04-29,,,,,,,,,,,,,,,,,,,,312.52
1997-04-30,,,,,,,,,,,,,,,,,,,,312.216
1997-05-12,,,,,,,,,,,,,,,,,,,,333.863
1997-05-14,,,,,,,,,,,,,,,,,,,,326.088
1997-05-30,,,,,,,,,,,,,,,,,,,,318.618
1997-06-05,,,,,,,,,,,,,,,,,,,,289.653
1997-06-06,,,,,,,,,,,,,,,,,,,,317.094
1997-06-16,,,,,,,,,,,,,,,,,,,,304.898
1997-06-17,,,,,,,,,,,,,,,,,,,,304.898
1997-06-30,,,,,,,,,,,,,,,,,,,,304.898
1997-07-28,,,,,,,,,,,,,,,,,,,,320.143
1997-07-29,,,,,,,,,,,,,,,,,,,,320.143
1997-07-30,,,,,,,,,,,,,,,,,,,,320.143
1997-07-31,,,,,,,,,,,,,,,,,,,,320.143
1997-08-01,,,,,,,,,,,,,,,,,,,,320.143
1997-08-04,,,,,,,,,,,,,,,,,,,,320.143
1997-08-05,,,,,,,,,,,,,,,,,,,,320.143
1997-08-11,,,,,,,,,,,,,,,,,,,,320.143
1997-08-12,,,,,,,,,,,,,,,,,,,,320.143
1997-08-13,,,,,,,,,,,,,,,,,,,,320.143
1997-08-14,,,,,,,,,,,,,,,,,,,,320.143
1997-08-18,,,,,,,,,,,,,,,,,,,,320.143
1997-08-19,,,,,,,,,,,,,,,,,,,,320.143
1997-08-20,,,,,,,,,,,,,,,,,,,,320.143
1997-08-21,,,,,,,,,,,,,,,,,,,,320.143
1997-08-22,,,,,,,,,,,,,,,,,,,,320.143
1997-08-25,,,,,,,,,,,,,,,,,,,,320.143
1997-08-27,,,,,,,,,,,,,,,,,,,,320.143
1997-09-02,,,,,,,,,,,,,,,,,,,,320.143
1997-09-11,,,,,,,,,,,,,,,,,,,,320.143
1997-09-19,,,,,,,,,,,,,,,,,,,,320.143
1997-09-29,,,,,,,,,,,,,,,,,,,,320.143
1997-09-30,,,,,,,,,,,,,,,,,,,,320.143
1997-10-20,,,,,,,,,,,,,,,,,,,,327.765
1997-10-27,,,,,,,,,,,,,,,,,,,,320.143
1997-10-28,,,,,,,,,,,,,,,,,,,,320.143
1997-10-31,,,,,,,,,,,,,,,,,,,,320.143
1997-11-05,,,,,,,,,,,,,,,,,,,,320.143
1997-11-06,,,,,,,,,,,,,,,,,,,,320.143
1997-11-07,,,,,,,,,,,,,,,,,,,,320.143
1997-11-12,,,,,,,,,,,,,,,,,,,,320.143
1997-11-19,,,,,,,,,,,,,,,,,,,,320.143
1997-11-21,,,,,,,,,,,,,,,,,,,,320.143
1997-11-26,,,,,,,,,,,,,,,,,,,,320.143
1997-12-01,,,,,,,,,,,,,,,,,,,,320.143
1997-12-03,,,,,,,,,,,,,,,,,,,,320.143
1997-12-10,,,,,,,,,,,,,,,,,,,,320.143
1997-12-12,,,,,,,,,,,,,,,,,,,,320.143
1997-12-16,,,,,,,,,,,,,,,,,,,,320.143
1997-12-30,,,,,,,,,,,,,,,,,,,,320.143
1998-01-19,,,,,,,,,,,,,,,,,,,,320.143
1998-01-21,,,,,,,,,,,,,,,,,,,,320.295
1998-02-05,,,,,,,,,,,,,,,,,,,,320.143
1998-02-20,,,,,,,,,,,,,,,,,,,,320.295
1998-03-09,,,,,,,,,,,,,,,,,,,,320.143
1998-03-20,,,,,,,,,,,,,,,,,,,,322.43
1998-03-24,,,,,,,,,,,,,,,,,,,,320.143
1998-04-15,,,,,,,,,,,,,,,,,,,,352.157
1998-04-16,,,,,,,,,,,,,,,,,,,,358.255
1998-04-20,,,,,,,,,,,,,,,,,,,,358.255
1998-05-19,,,,,,,,,,,,,,,,,,,,394.081
1998-05-22,,,,,,,,,,,,,,,,,,,,476.708
1998-05-25,,,,,,,,,,,,,,,,,,,,456.585
1998-05-26,,,,,,,,,,,,,,,,,,,,411.003
1998-11-06,,,,,,,,,,,,,,,,,,,,378.074
1998-12-30,,,,,,,,,,,,,,,,,,,,340.266
1999-01-11,,,,,,,,,,,,,,,,,,,,340.2
1999-01-26,,,,,,,,,,,,,,,,,,,,374.2
1999-01-27,,,,,,,,,,,,,,,,,,,,411.6
1999-01-28,,,,,,,,,,,,,,,,,,,,452.7
1999-06-17,,,,,,,,,,,,,,,,,,,,411.6
1999-06-18,,,,,,,,,,,,,,,,,,,,440.0
1999-06-21,,,,,,,,,,,,,,,,,,,,419.3
1999-07-16,,,,,,,,,,,,,,,,,,,,415.0
1999-07-19,,,,,,,,,,,,,,,,,,,,417.7
1999-07-20,,,,,,,,,,,,,,,,,,,,417.7
1999-07-28,,,,,,,,,,,,,,,,,,,,376.0
1999-07-29,,,,,,,,,,,,,,,,,,,,417.7
1999-10-12,,,,,,,,,,,,,,,,,,,,376.1
1999-10-29,,,,,,,,,,,,,,,,,,,,410.0
1999-11-03,,,,,,,,,,,,,,,,,,,,371.0
1999-11-15,,,,,,,,,,,,,,,,,,,,408.1
1999-11-16,,,,,,,,,,,,,,,,,,,,448.9
1999-11-17,,,,,,,,,,,,,,,,,,,,426.0
1999-12-08,,,,,,,,,,,,,,,,,,,,468.6
1999-12-30,,,,,,,,,,,,,,,,,,,,440.0
2000-01-25,,,,,,,,,,,,,,,,,,,,484.0
2000-01-26,,,,,,,,,,,,,,,,,,,,487.0
2000-01-27,,,,,,,,,,,,,,,,,,,,438.3
2000-01-28,,,,,,,,,,,,,,,,,,,,449.0
2000-03-13,,,,,,,,,,,,,,,,,,,,486.0
2000-05-17,,,,,,,,,,,,,,,,,,,,470.0
2000-05-18,,,,,,,,,,,,,,,,,,,,484.0
2000-05-22,,,,,,,,,,,,,,,,,,,,452.0
2000-05-23,,,,,,,,,,,,,,,,,,,,484.0
2000-05-25,,,,,,,,,,,,,,,,,,,,528.0
2000-05-26,,,,,,,,,,,,,,,,,,,,534.0
2000-06-05,,,,,,,,,,,,,,,,,,,,557.0
2000-06-06,,,,,,,,,,,,,,,,,,,,565.5
2000-06-07,,,,,,,,,,,,,,,,,,,,565.5
2000-06-21,,,,,,,,,,,,,,,,,,,,620.0
2000-06-22,,,,,,,,,,,,,,,,,,,,650.0
2000-06-23,,,,,,,,,,,,,,,,,,,,600.0
2000-06-29,,,,,,,,,,,,,,,,,,,,595.5
2000-07-05,,,,,,,,,,,,,,,,,,,,620.0
2000-08-07,,,,,,,,,,,,,,,,,,,,585.0
2000-09-28,,,,,,,,,,,,,,,,,,,,527.0
2000-10-12,,,,,,,,,,,,,,,,,,,,551.0
2000-10-13,,,,,,,,,,,,,,,,,,,,550.0
2000-10-19,,,,,,,,,,,,,,,,,,,,550.0
2000-12-27,,,,,,,,,,,,,,,,,,,,495.0
2000-12-28,,,,,,,,,,,,,,,,,,,,445.5
2001-01-08,,,,,,,,,,,,,,,,,,,,490.0
2001-01-09,,,,,,,,,,,,,,,,,,,,539.0
2001-01-10,,,,,,,,,,,,,,,,,,,,543.0
2001-01-11,,,,,,,,,,,,,,,,,,,,550.0
2001-01-12,,,,,,,,,,,,,,,,,,,,550.0
2001-01-15,,,,,,,,,,,,,,,,,,,,604.0
2001-01-16,,,,,,,,,,,,,,,,,,,,637.5
2001-01-17,,,,,,,,,,,,,,,,,,,,639.0
2001-01-18,,,,,,,,,,,,,,,,,,,,702.5
2001-02-05,,,,,,,,,,,,,,,,,,,,702.5
2001-03-02,,,,,,,,,,,,,,,,,,,,702.5
2001-05-15,,,,,,,,,,,,,,,,,,,,702.5
2001-06-05,,,,,,,,,,,,,,,,,,,,772.5
2001-06-06,,,,,,,,,,,,,,,,,,,,801.0
2001-06-07,,,,,,,,,,,,,,,,,,,,799.5
2001-07-24,,,,,,,,,,,,,,,,,,,,799.5
2001-07-26,,,,,,,,,,,,,,,,,,,,720.0
2001-07-27,,,,,,,,,,,,,,,,,,,,701.0
2001-08-27,,,,,,,,,,,,,,,,,,,,750.0
2001-08-31,,,,,,,,,,,,,,,,,,,,824.5
2001-09-06,,,,,,,,,,,,,,,,,,,,906.5
2001-09-07,,,,,,,,,,,,,,,,,,,,996.5
2001-09-10,,,,,,,,,,,,,,,,,,,,998.5
2001-09-11,,,,,,,,,,,,,,,,,,,,996.5
2001-09-20,,,,,,,,,,,,,,,,,,,,996.5
2001-09-21,,,,,,,,,,,,,,,,,,,,897.0
2001-09-24,,,,,,,,,,,,,,,,,,,,996.5
2001-10-04,,,,,,,,,,,,,,,,,,,,897.0
2001-10-05,,,,,,,,,,,,,,,,,,,,807.5
2001-10-08,,,,,,,,,,,,,,,,,,,,731.0
2001-10-29,,,,,,,,,,,,,,,,,,,,779.0
2001-11-12,,,,,,,,,,,,,,,,,,,,726.0
2001-12-12,,,,,,,,,,,,,,,,,,,,726.0
2001-12-14,,,,,,,,,,,,,,,,,,,,800.0
2001-12-20,,,,,,,,,,,,,,,,,,,,800.5
2001-12-21,,,,,,,,,,,,,,,,,,,,721.0
2002-01-21,,,,,,,,,,,,,,,,,,,,730.0
2002-01-31,,,,,,,,,,,,,,,,,,,,720.0
2002-02-13,,,,,,,,,,,,,,,,,,,,720.0
2002-02-22,,,,,,,,,,,,,,,,,,,,720.5
2002-03-19,,,,,,,,,,,,,,,,,,,,730.0
2002-03-20,,,,,,,,,,,,,,,,,,,,802.0
2002-04-02,,,,,,,,,,,,,,,,,,,,730.0
2002-04-04,,,,,,,,,,,,,,,,,,,,803.0
2002-04-05,,,,,,,,,,,,,,,,,,,,730.0
2002-04-09,,,,,,,,,,,,,,,,,,,,800.0
2002-04-10,,,,,,,,,,,,,,,,,,,,850.0
2002-04-17,,,,,,,,,,,,,,,,,,,,898.0
2002-04-24,,,,,,,,,,,,,,,,,,,,829.5
2002-05-03,,,,,,,,,,,,,,,,,,,,747.0
2002-05-28,,,,,,,,,,,,,,,,,,,,799.0
2002-06-07,,,,,,,,,,,,,,,,,,,,941.0
2002-06-10,,,,,,,,,,,,,,,,,,,,900.0
2002-06-14,,,,,,,,,,,,,,,,,,,,900.0
2002-07-02,,,,,,,,,,,,,,,,,,,,950.0
2002-07-08,,,,,,,,,,,,,,,,,,,,950.0
2002-07-09,,,,,,,,,,,,,,,,,,,,950.0
2002-09-12,,,,,,,,,,,,,,,,,,,,900.0
2002-09-13,,,,,,,,,,,,,,,,,,,,900.0
2002-09-27,,,,,,,,,,,,,,,,,,,,900.0
2002-10-31,,,,,,,,,,,,,,,,,,,,900.0
2002-11-05,,,,,,,,,,,,,,,,,,,,900.0
2002-12-27,,,,,,,,,,,,,,,,,,,,900.0
2003-01-21,,,,,,,,,,,,,,,,,,,,900.0
2003-02-26,,,,,,,,,,,,,,,,,,,,900.0
2003-03-14,,,,,,,,,,,,,,,,,,,,901.5
2003-03-17,,,,,,,,,,,,,,,,,,,,945.0
2003-03-18,,,,,,,,,,,,,,,,,,,,955.0
2003-03-26,,,,,,,,,,,,,,,,,,,,950.0
2003-04-02,,,,,,,,,,,,,,,,,,,,955.0
2003-07-09,,,,,,,,,,,,,,,,,,,,900.0
2003-09-12,,,,,,,,,,,,,,,,,,,,900.0
2003-11-14,,,,,,,,,,,,,,,,,,,,900.0
2004-06-11,,,,,,,,,,,,,,,,,,,,900.0
2004-09-13,,,,,,,,,,,,,,,,,,,,948.0
2004-10-11,,,,,,,,,,,,,,,,,,,,893.0
2004-10-13,,,,,,,,,,,,,,,,,,,,947.0
2004-10-22,,,,,,,,,,,,,,,,,,,,950.0
2004-12-20,,,,,,,,,,,,,,,,,,,,962.0
2004-12-22,,,,,,,,,,,,,,,,,,,,901.0
2004-12-23,,,,,,,,,,,,,,,,,,,,964.5
2004-12-31,,,,,,,,,,,,,,,,,,,,900.0
2005-01-03,,,,,,,,,,,,,,,,,,,,965.0
2005-04-27,,,,,,,,,,,,,,,,,,,,971.0
2005-05-04,,,,,,,,,,,,,,,,,,,,971.5
2005-06-14,,,,,,,,,,,,,,,,,,,,1058.0
2005-06-15,,,,,,,,,,,,,,,,,,,,1059.0
2005-07-12,,,,,,,,,,,,,,,,,,,,971.5
2005-07-13,,,,,,,,,,,,,,,,,,,,1068.0
2005-07-25,,,,,,,,,,,,,,,,,,,,972.5
2005-10-14,,,,,,,,,,,,,,,,,,,,1156.0
2005-10-17,,,,,,,,,,,,,,,,,,,,1245.0
2005-10-20,,,,,,,,,,,,,,,,,,,,1249.5
2005-10-25,,,,,,,,,,,,,,,,,,,,1012.0
2005-10-31,,,,,,,,,,,,,,,,,,,,1113.0
2005-12-16,,,,,,,,,,,,,,,,,,,,1011.0
2005-12-29,,,,,,,,,,,,,,,,,,,,1001.0
2006-03-17,,,,,,,,,,,,,,,,,,,,1260.0
2006-03-23,,,,,,,,,,,,,,,,,,,,1260.0
2006-03-24,,,,,,,,,,,,,,,,,,,,1275.0
2006-03-27,,,,,,,,,,,,,,,,,,,,1275.0
2006-04-06,,,,,,,,,,,,,,,,,,,,1398.5
2006-04-13,,,,,,,,,,,,,,,,,,,,1498.0
2006-04-21,,,,,,,,,,,,,,,,,,,,1539.0
2006-04-24,,,,,,,,,,,,,,,,,,,,1647.0
2006-05-31,,,,,,,,,,,,,,,,,,,,1787.0
2006-07-20,,,,,,,,,,,,,,,,,,,,1768.0
2006-07-25,,,,,,,,,,,,,,,,,,,,1720.0
2006-07-26,,,,,,,,,,,,,,,,,,,,1700.0
2006-08-25,,,,,,,,,,,,,,,,,,,,1700.0
2006-08-28,,,,,,,,,,,,,,,,,,,,1650.0
2006-10-20,,,,,,,,,,,,,,,,,,,,1560.0
2006-12-06,,,,,,,,,,,,,,,,,,,,1715.5
2006-12-07,,,,,,,,,,,,,,,,,,,,1860.0
2006-12-08,,,,,,,,,,,,,,,,,,,,1840.0
2006-12-11,,,,,,,,,,,,,,,,,,,,1701.0
2006-12-12,,,,,,,,,,,,,,,,,,,,1750.0
2006-12-13,,,,,,,,,,,,,,,,,,,,1750.0
2006-12-14,,,,,,,,,,,,,,,,,,,,1749.5
2006-12-15,,,,,,,,,,,,,,,,,,,,1750.0
2006-12-20,,,,,,,,,,,,,,,,,,,,1860.0
2006-12-21,,,,,,,,,,,,,,,,,,,,1860.0
2006-12-28,,,,,,,,,,,,,,,,,,,,1900.0
2007-01-03,,,,,,,,,,,,,,,,,,,,1950.5
2007-01-18,,,,,,,,,,,,,,,,,,,,1990.0
2007-01-19,,,,,,,,,,,,,,,,,,,,2000.0
2007-01-22,,,,,,,,,,,,,,,,,,,,2200.0
2007-01-25,,,,,,,,,,,,,,,,,,,,2400.0
2007-02-06,,,,,,,,,,,,,,,,,,,,2625.0
2007-02-15,,,,,,,,,,,,,,,,,,,,2105.0
2007-02-16,,,,,,,,,,,,,,,,,,,,2098.5
2007-02-27,,,,,,,,,,,,,,,,,,,,2059.94
2007-03-06,,,,,,,,,,,,,,,,,,,,1950.0
2007-03-08,,,,,,,,,,,,,,,,,,,,1953.0
2007-03-12,,,,,,,,,,,,,,,,,,,,2130.0
2007-03-26,,,,,,,,,,,,,,,,,,,,1952.0
2007-03-30,,,,,,,,,,,,,,,,,,,,2080.0
2007-04-13,,,,,,,,,,,,,,,,,,,,1950.0
2007-05-03,,,,,,,,,,,,,,,,,,,,1950.0
2007-05-09,,,,,,,,,,,,,,,,,,,,1921.0
2007-05-30,,,,,,,,,,,,,,,,,,,,2069.0
2007-06-15,,,,,,,,,,,,,,,,,,,,2223.0
2007-06-21,,,,,,,,,,,,,,,,,,,,2409.0
2007-06-26,,,,,,,,,,,,,,,,,,,,2598.01
2007-07-12,,,,,,,,,,,,,,,,,,,,2553.4
2007-07-31,,,,,,,,,,,,,,,,,,,,2499.99
2007-08-14,,,,,,,,,,,,,,,,,,,,2033.0
2007-08-16,,,,,,,,,,,,,,,,,,,,2200.0
2007-08-17,,,,,,,,,,,,,,,,,,,,2409.0
2007-10-04,,,,,,,,,,,,,,,,,,,,2173.0
2007-11-01,,,,,,,,,,,,,,,,,,,,2200.0
2007-12-13,,,,,,,,,,,,,,,,,,,,2200.0
2007-12-17,,,,,,,,,,,,,,,,,,,,2100.0
2007-12-27,,,,,,,,,,,,,,,,,,,,1890.0
2007-12-28,,,,,,,,,,,,,,,,,,,,1701.0
2008-01-02,,,,,,,,,,,,,,,,,,,,1870.0
2008-01-07,,,,,,,,,,,,,,,,,,,,2000.0
2008-01-08,,,,,,,,,,,,,,,,,,,,2195.0
2008-01-10,,,,,,,,,,,,,,,,,,,,1999.0
2008-02-18,,,,,,,,,,,,,,,,,,,,2198.0
2008-02-26,,,,,,,,,,,,,,,,,,,,2260.0
2008-04-15,,,,,,,,,,,,,,,,,,,,1840.0
2008-05-22,,,,,,,,,,,,,,,,,,,,1850.0
2008-06-30,,,,,,,,,,,,,,,,,,,,2000.0
2008-08-04,,,,,,,,,,,,,,,,,,,,2000.0
2008-08-26,,,,,,,,,,,,,,,,,,,,1999.97
2009-05-20,,,,,,,,,,,,,,,,,,,,1799.98
2009-06-25,,,,,,,,,,,,,,,,,,,,1849.5
2009-07-15,,,,,,,,,,,,,,,,,,,,1725.0
2009-11-12,,,,,,,,,,,,,,,,,,,,1725.0
2009-12-29,,,,,,,,,,,,,,,,,,,,1554.0
2009-12-30,,,,,,,,,,,,,,,,,,,,1500.0
2010-05-31,,,,,,,,,,,,,,,,,,,,1400.0
2010-09-13,,,,,,,,,,,,,,,,,,,,1679.99
2010-09-15,,,,,,,,,,,,,,,,,,,,1680.0
2010-12-20,,,,,,,,,,,,,,,,,,,,1600.0
2010-12-30,,,,,,,,,,,,,,,,,,,,1440.0
2011-06-15,,,,,,,,,,,,,,,,,,,,1695.0
2011-06-28,,,,,,,,,,,,,,,,,,,,1740.0
2011-12-05,,,,,,,,,,,,,,,,,,,,1889.0
2011-12-16,,,,,,,,,,,,,,,,,,,,1889.0
2011-12-30,,,,,,,,,,,,,,,,,,,,1425.0
2012-01-05,,,,,,,,,,,,,,,,,,,,1896.0
2012-02-08,,,,,,,,,,,,,,,,,,,,1900.0
2012-04-30,,,,,,,,,,,,,,,,,,,,1750.0
2012-07-12,,,,,,,,,,,,,,,,,,,,2001.0
2012-07-26,,,,,,,,,,,,,,,,,,,,2000.0
2012-09-19,,,,,,,,,,,,,,,,,,,,2100.0
2012-10-05,,,,,,,,,,,,,,,,,,,,2450.0
2012-10-22,,,,,,,,,,,,,,,,,,,,2400.0
2012-11-07,,,,,,,,,,,,,,,,,,,,2400.0
2012-11-08,,,,,,,,,,,,,,,,,,,,2400.0
2012-11-09,,,,,,,,,,,,,,,,,,,,2400.0
2012-11-12,,,,,,,,,,,,,,,,,,,,2400.0
2012-11-14,,,,,,,,,,,,,,,,,,,,2161.0
2012-11-15,,,,,,,,,,,,,,,,,,,,2377.0
2012-11-19,,,,,,,,,,,,,,,,,,,,2377.0
2012-11-30,,,,,,,,,,,,,,,,,,,,2140.0
2012-12-17,,,,,,,,,,,,,,,,,,,,2174.0
2012-12-18,,,,,,,,,,,,,,,,,,,,2174.0
