,GAGG FP Equity_DX_SI_QTY,GAGG FP Equity_DX_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GAGG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GAGG FP Equity_DX_SI_MV,GAGG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SUPPLY_SI_QTY,GAGG FP Equity_DX_BROKER_SI_QTY,GAGG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GAGG FP Equity_DX_BROKER_SI_QTY_ADD,GAGG FP Equity_DX_BROKER_SI_MV_ADD,GAGG FP Equity_DX_SUPPLY_SI_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GAGG FP Equity_DX_UTILIZATION_QUANTITY,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GAGG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_MV,GAGG FP Equity_DX_BROKER_SI_CON_RATIO,GAGG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GAGG FP Equity_DX_DEMAND_SUPPLY_RATIO,GAGG FP Equity_PX_LAST
2021-11-17,,,,,,,,,,,,,,,,,,,,,,53.495
2021-11-18,,,,,,,,,,,,,,,,,,,,,,53.455
2021-11-19,,,,,,,,,,,,,,,,,,,,,,53.736
2021-11-22,,,,,,,,,,,,,,,,,,,,,,53.702
2021-11-23,,,,,,,,,,,,,,,,,,,,,,53.522
2021-11-24,,,,,,,,,,,,,,,,,,,,,,53.68
2021-11-25,,,,,,,,,,,,,,,,,,,,,,53.656
2021-11-26,,,,,,,,,,,,,,,,,,,,,,53.635
2021-11-29,,,,,,,,,,,,,,,,,,,,,,53.786
2021-11-30,,,,,,,,,,,,,,,,,,,,,,53.852
2021-12-01,,,,,,,,,,,,,,,,,,,,,,53.684
2021-12-02,,,,,,,,,,,,,,,,,,,,,,53.794
2021-12-03,,,,,,,,,,,,,,,,,,,,,,53.895
2021-12-06,,,,,,,,,,,,,,,,,,,,,,53.975
2021-12-07,,,,,,,,,,,,,,,,,,,,,,54.087
2021-12-08,,,,,,,,,,,,,,,,,,,,,,53.635
2021-12-09,,,,,,,,,,,,,,,,,,,,,,53.839
2021-12-10,,,,,,,,,,,,,,,,,,,,,,53.795
2021-12-13,,,,,,,,,,,,,,,,,,,,,,53.939
2021-12-14,,,,,,,,,,,,,,,,,,,,,,53.935
2021-12-15,,,,,,,,,,,,,,,,,,,,,,53.932
2021-12-16,,,,,,,,,,,,,,,,,,,,,,53.789
2021-12-17,,,,,,,,,,,,,,,,,,,,,,53.944
2021-12-20,,,,,,,,,,,,,,,,,,,,,,53.859
2021-12-21,,,,,,,,,,,,,,,,,,,,,,53.702
2021-12-22,,,,,,,,,,,,,,,,,,,,,,53.568
2021-12-23,,,,,,,,,,,,,,,,,,,,,,53.553
2021-12-24,,,,,,,,,,,,,,,,,,,,,,53.543
2021-12-27,,,,,,,,,,,,,,,,,,,,,,53.509
2021-12-28,,,,,,,,,,,,,,,,,,,,,,53.577
2021-12-29,,,,,,,,,,,,,,,,,,,,,,53.282
2021-12-30,,,,,,,,,,,,,,,,,,,,,,53.4
2021-12-31,,,,,,,,,,,,,,,,,,,,,,53.424
2022-01-03,,,,,,,,,,,,,,,,,,,,,,53.36
2022-01-04,,,,,,,,,,,,,,,,,,,,,,53.21
2022-01-05,,,,,,,,,,,,,,,,,,,,,,53.139
2022-01-06,,,,,,,,,,,,,,,,,,,,,,53.038
2022-01-07,,,,,,,,,,,,,,,,,,,,,,52.829
2022-01-10,,,,,,,,,,,,,,,,,,,,,,52.875
2022-01-11,,,,,,,,,,,,,,,,,,,,,,52.765
2022-01-12,,,,,,,,,,,,,,,,,,,,,,52.683
2022-01-13,,,,,,,,,,,,,,,,,,,,,,52.663
2022-01-14,,,,,,,,,,,,,,,,,,,,,,52.698
2022-01-17,,,,,,,,,,,,,,,,,,,,,,52.627
2022-01-18,,,,,,,,,,,,,,,,,,,,,,52.729
2022-01-19,,,,,,,,,,,,,,,,,,,,,,52.715
2022-01-20,,,,,,,,,,,,,,,,,,,,,,52.866
2022-01-21,,,,,,,,,,,,,,,,,,,,,,52.903
2022-01-24,,,,,,,,,,,,,,,,,,,,,,53.009
2022-01-25,,,,,,,,,,,,,,,,,,,,,,53.09
2022-01-26,,,,,,,,,,,,,,,,,,,,,,53.039
2022-01-27,,,,,,,,,,,,,,,,,,,,,,53.294
2022-01-28,,,,,,,,,,,,,,,,,,,,,,53.228
2022-01-31,,,,,,,,,,,,,,,,,,,,,,53.009
2022-02-01,,,,,,,,,,,,,,,,,,,,,,52.875
2022-02-02,,,,,,,,,,,,,,,,,,,,,,52.858
2022-02-03,,,,,,,,,,,,,,,,,,,,,,52.112
2022-02-04,,,,,,,,,,,,,,,,,,,,,,51.706
2022-02-07,,,,,,,,,,,,,,,,,,,,,,51.717
2022-02-08,,,,,,,,,,,,,,,,,,,,,,51.681
2022-02-09,,,,,,,,,,,,,,,,,,,,,,51.7
2022-02-10,,,,,,,,,,,,,,,,,,,,,,51.304
2022-02-11,,,,,,,,,,,,,,,,,,,,,,51.42
2022-02-14,,,,,,,,,,,,,,,,,,,,,,51.716
2022-02-15,,,,,,,,,,,,,,,,,,,,,,51.507
2022-02-16,,,,,,,,,,,,,,,,,,,,,,51.504
2022-02-17,,,,,,,,,,,,,,,,,,,,,,51.698
2022-02-18,,,,,,,,,,,,,,,,,,,,,,51.872
2022-02-21,,,,,,,,,,,,,,,,,,,,,,51.868
2022-02-22,,,,,,,,,,,,,,,,,,,,,,51.776
2022-02-23,,,,,,,,,,,,,,,,,,,,,,51.816
2022-02-24,,,,,,,,,,,,,,,,,,,,,,52.233
2022-02-25,,,,,,,,,,,,,,,,,,,,,,51.932
2022-02-28,,,,,,,,,,,,,,,,,,,,,,52.24
2022-03-01,,,,,,,,,,,,,,,,,,,,,,53.119
2022-03-02,,,,,,,,,,,,,,,,,,,,,,52.951
2022-03-03,,,,,,,,,,,,,,,,,,,,,,53.009
2022-03-04,,,,,,,,,,,,,,,,,,,,,,53.736
2022-03-07,,,,,,,,,,,,,,,,,,,,,,53.669
2022-03-08,,,,,,,,,,,,,,,,,,,,,,53.247
2022-03-09,,,,,,,,,,,,,,,,,,,,,,52.412
2022-03-10,,,,,,,,,,,,,,,,,,,,,,52.392
2022-03-11,,,,,,,,,,,,,,,,,,,,,,52.535
2022-03-14,,,,,,,,,,,,,,,,,,,,,,52.005
2022-03-15,,,,,,,,,,,,,,,,,,,,,,52.103
2022-03-16,,,,,,,,,,,,,,,,,,,,,,51.923
2022-03-17,,,,,,,,,,,,,,,,,,,,,,51.695
2022-03-18,,,,,,,,,,,,,,,,,,,,,,51.84
2022-03-21,,,,,,,,,,,,,,,,,,,,,,51.734
2022-03-22,,,,,,,,,,,,,,,,,,,,,,51.531
2022-03-23,,,,,,,,,,,,,,,,,,,,,,51.576
2022-03-24,,,,,,,,,,,,,,,,,,,,,,51.486
2022-03-25,,,,,,,,,,,,,,,,,,,,,,51.368
2022-03-28,,,,,,,,,,,,,,,,,,,,,,51.288
2022-03-29,,,,,,,,,,,,,,,,,,,,,,50.854
2022-03-30,,,,,,,,,,,,,,,,,,,,,,50.833
2022-03-31,,,,,,,,,,,,,,,,,,,,,,51.31
2022-04-01,,,,,,,,,,,,,,,,,,,,,,51.287
2022-04-04,,,,,,,,,,,,,,,,,,,,,,51.497
2022-04-05,,,,,,,,,,,,,,,,,,,,,,51.455
2022-04-06,,,,,,,,,,,,,,,,,,,,,,51.34
2022-04-07,,,,,,,,,,,,,,,,,,,,,,51.242
2022-04-08,,,,,,,,,,,,,,,,,,,,,,51.202
2022-04-11,,,,,,,,,,,,,,,,,,,,,,50.861
2022-04-12,,,,,,,,,,,,,,,,,,,,,,51.067
2022-04-13,,,,,,,,,,,,,,,,,,,,,,51.074
2022-04-14,,,,,,,,,,,,,,,,,,,,,,51.127
2022-04-19,,,,,,,,,,,,,,,,,,,,,,50.665
2022-04-20,,,,,,,,,,,,,,,,,,,,,,50.534
2022-04-21,,,,,,,,,,,,,,,,,,,,,,50.33
2022-04-22,,,,,,,,,,,,,,,,,,,,,,50.371
2022-04-25,,,,,,,,,,,,,,,,,,,,,,50.942
2022-04-26,,,,,,,,,,,,,,,,,,,,,,51.115
2022-04-27,,,,,,,,,,,,,,,,,,,,,,51.351
2022-04-28,,,,,,,,,,,,,,,,,,,,,,51.145
2022-04-29,,,,,,,,,,,,,,,,,,,,,,51.044
2022-05-03,,,,,,,,,,,,,,,,,,,,,,50.859
2022-05-04,,,,,,,,,,,,,,,,,,,,,,50.741
2022-05-05,,,,,,,,,,,,,,,,,,,,,,50.942
2022-05-09,,,,,,,,,,,,,,,,,,,,,,50.383
2022-05-10,,,,,,,,,,,,,,,,,,,,,,50.554
2022-05-11,,,,,,,,,,,,,,,,,,,,,,50.596
2022-05-12,,,,,,,,,,,,,,,,,,,,,,51.385
2022-05-13,,,,,,,,,,,,,,,,,,,,,,51.249
2022-05-16,,,,,,,,,,,,,,,,,,,,,,51.314
2022-05-17,,,,,,,,,,,,,,,,,,,,,,50.682
2022-05-18,,,,,,,,,,,,,,,,,,,,,,50.919
2022-05-19,,,,,,,,,,,,,,,,,,,,,,50.812
2022-05-20,,,,,,,,,,,,,,,,,,,,,,50.9
2022-05-23,,,,,,,,,,,,,,,,,,,,,,50.45
2022-05-24,,,,,,,,,,,,,,,,,,,,,,50.515
2022-05-25,,,,,,,,,,,,,,,,,,,,,,50.729
2022-05-26,,,,,,,,,,,,,,,,,,,,,,50.496
2022-05-27,,,,,,,,,,,,,,,,,,,,,,50.753
2022-05-30,,,,,,,,,,,,,,,,,,,,,,50.399
2022-05-31,,,,,,,,,,,,,,,,,,,,,,50.389
2022-06-01,,,,,,,,,,,,,,,,,,,,,,50.471
2022-06-02,,,,,,,,,,,,,,,,,,,,,,50.163
2022-06-03,,,,,,,,,,,,,,,,,,,,,,50.046
2022-06-06,,,,,,,,,,,,,,,,,,,,,,49.931
2022-06-07,,,,,,,,,,,,,,,,,,,,,,49.98
2022-06-08,,,,,,,,,,,,,,,,,,,,,,49.613
2022-06-09,,,,,,,,,,,,,,,,,,,,,,49.669
2022-06-10,,,,,,,,,,,,,,,,,,,,,,49.841
2022-06-13,,,,,,,,,,,,,,,,,,,,,,49.565
2022-06-14,,,,,,,,,,,,,,,,,,,,,,49.233
2022-06-15,,,,,,,,,,,,,,,,,,,,,,49.426
2022-06-16,,,,,,,,,,,,,,,,,,,,,,49.246
2022-06-17,,,,,,,,,,,,,,,,,,,,,,49.384
2022-06-20,,,,,,,,,,,,,,,,,,,,,,49.111
2022-06-21,,,,,,,,,,,,,,,,,,,,,,48.918
2022-06-22,,,,,,,,,,,,,,,,,,,,,,49.031
2022-06-23,,,,,,,,,,,,,,,,,,,,,,49.664
2022-06-24,,,,,,,,,,,,,,,,,,,,,,49.567
2022-06-27,,,,,,,,,,,,,,,,,,,,,,49.14
2022-06-28,,,,,,,,,,,,,,,,,,,,,,49.209
2022-06-29,,,,,,,,,,,,,,,,,,,,,,49.573
2022-06-30,,,,,,,,,,,,,,,,,,,,,,49.924
2022-07-01,,,,,,,,,,,,,,,,,,,,,,50.472
2022-07-04,,,,,,,,,,,,,,,,,,,,,,50.279
2022-07-05,,,,,,,,,,,,,,,,,,,,,,51.068
2022-07-06,,,,,,,,,,,,,,,,,,,,,,51.29
2022-07-07,,,,,,,,,,,,,,,,,,,,,,51.233
2022-07-08,,,,,,,,,,,,,,,,,,,,,,50.928
2022-07-11,,,,,,,,,,,,,,,,,,,,,,51.349
2022-07-12,,,,,,,,,,,,,,,,,,,,,,51.662
2022-07-13,,,,,,,,,,,,,,,,,,,,,,51.554
2022-07-14,,,,,,,,,,,,,,,,,,,,,,51.6
2022-07-15,,,,,,,,,,,,,,,,,,,,,,51.439
2022-07-18,,,,,,,,,,,,,,,,,,,,,,51.126
2022-07-19,,,,,,,,,,,,,,,,,,,,,,50.917
2022-07-20,,,,,,,,,,,,,,,,,,,,,,51.02
2022-07-21,,,,,,,,,,,,,,,,,,,,,,51.145
2022-07-22,,,,,,,,,,,,,,,,,,,,,,51.561
2022-07-25,,,,,,,,,,,,,,,,,,,,,,51.574
2022-07-26,,,,,,,,,,,,,,,,,,,,,,52.049
2022-07-27,,,,,,,,,,,,,,,,,,,,,,52.022
2022-07-28,,,,,,,,,,,,,,,,,,,,,,52.388
2022-07-29,,,,,,,,,,,,,,,,,,,,,,52.409
2022-08-01,,,,,,,,,,,,,,,,,,,,,,52.326
2022-08-02,,,,,,,,,,,,,,,,,,,,,,52.548
2022-08-03,,,,,,,,,,,,,,,,,,,,,,52.444
2022-08-04,,,,,,,,,,,,,,,,,,,,,,52.274
2022-08-05,,,,,,,,,,,,,,,,,,,,,,52.021
2022-08-08,,,,,,,,,,,,,,,,,,,,,,51.944
2022-08-09,,,,,,,,,,,,,,,,,,,,,,51.891
2022-08-10,,,,,,,,,,,,,,,,,,,,,,51.682
2022-08-11,,,,,,,,,,,,,,,,,,,,,,51.621
2022-08-12,,,,,,,,,,,,,,,,,,,,,,51.776
2022-08-15,,,,,,,,,,,,,,,,,,,,,,52.15
2022-08-16,,,,,,,,,,,,,,,,,,,,,,51.999
2022-08-17,,,,,,,,,,,,,,,,,,,,,,51.794
2022-08-18,,,,,,,,,,,,,,,,,,,,,,51.935
2022-08-19,,,,,,,,,,,,,,,,,,,,,,51.84
2022-08-22,,,,,,,,,,,,,,,,,,,,,,51.964
2022-08-23,,,,,,,,,,,,,,,,,,,,,,51.889
2022-08-24,,,,,,,,,,,,,,,,,,,,,,51.747
2022-08-25,,,,,,,,,,,,,,,,,,,,,,51.82
2022-08-26,,,,,,,,,,,,,,,,,,,,,,51.656
2022-08-29,,,,,,,,,,,,,,,,,,,,,,51.31
2022-08-30,,,,,,,,,,,,,,,,,,,,,,51.186
2022-08-31,,,,,,,,,,,,,,,,,,,,,,50.974
2022-09-01,,,,,,,,,,,,,,,,,,,,,,51.07
2022-09-02,,,,,,,,,,,,,,,,,,,,,,50.714
2022-09-05,,,,,,,,,,,,,,,,,,,,,,51.172
2022-09-06,,,,,,,,,,,,,,,,,,,,,,50.914
2022-09-07,,,,,,,,,,,,,,,,,,,,,,50.714
2022-09-08,,,,,,,,,,,,,,,,,,,,,,50.658
2022-09-09,,,,,,,,,,,,,,,,,,,,,,50.477
2022-09-12,,,,,,,,,,,,,,,,,,,,,,50.192
2022-09-13,,,,,,,,,,,,,,,,,,,,,,50.325
2022-09-14,,,,,,,,,,,,,,,,,,,,,,50.396
2022-09-15,,,,,,,,,,,,,,,,,,,,,,50.206
2022-09-16,,,,,,,,,,,,,,,,,,,,,,50.061
2022-09-19,,,,,,,,,,,,,,,,,,,,,,50.029
2022-09-20,,,,,,,,,,,,,,,,,,,,,,49.857
2022-09-21,,,,,,,,,,,,,,,,,,,,,,50.214
2022-09-22,,,,,,,,,,,,,,,,,,,,,,50.276
2022-09-23,,,,,,,,,,,,,,,,,,,,,,50.344
2022-09-26,,,,,,,,,,,,,,,,,,,,,,50.222
2022-09-27,,,,,,,,,,,,,,,,,,,,,,49.925
2022-09-28,,,,,,,,,,,,,,,,,,,,,,50.118
2022-09-29,,,,,,,,,,,,,,,,,,,,,,49.611
2022-09-30,,,,,,,,,,,,,,,,,,,,,,49.674
2022-10-03,,,,,,,,,,,,,,,,,,,,,,50.022
2022-10-04,,,,,,,,,,,,,,,,,,,,,,49.619
2022-10-05,,,,,,,,,,,,,,,,,,,,,,49.555
2022-10-06,,,,,,,,,,,,,,,,,,,,,,49.557
2022-10-07,,,,,,,,,,,,,,,,,,,,,,49.442
2022-10-10,,,,,,,,,,,,,,,,,,,,,,49.518
2022-10-11,,,,,,,,,,,,,,,,,,,,,,49.385
2022-10-12,,,,,,,,,,,,,,,,,,,,,,49.297
2022-10-13,,,,,,,,,,,,,,,,,,,,,,49.077
2022-10-14,,,,,,,,,,,,,,,,,,,,,,48.9
2022-10-17,,,,,,,,,,,,,,,,,,,,,,48.888
2022-10-18,,,,,,,,,,,,,,,,,,,,,,48.689
2022-10-19,,,,,,,,,,,,,,,,,,,,,,48.754
2022-10-20,,,,,,,,,,,,,,,,,,,,,,48.519
2022-10-21,,,,,,,,,,,,,,,,,,,,,,48.455
2022-10-24,,,,,,,,,,,,,,,,,,,,,,48.256
2022-10-25,,,,,,,,,,,,,,,,,,,,,,48.342
2022-10-26,,,,,,,,,,,,,,,,,,,,,,48.238
2022-10-27,,,,,,,,,,,,,,,,,,,,,,48.775
2022-10-28,,,,,,,,,,,,,,,,,,,,,,48.75
2022-10-31,,,,,,,,,,,,,,,,,,,,,,48.771
2022-11-01,,,,,,,,,,,,,,,,,,,,,,49.112
2022-11-02,,,,,,,,,,,,,,,,,,,,,,49.166
2022-11-03,,,,,,,,,,,,,,,,,,,,,,49.04
2022-11-04,,,,,,,,,,,,,,,,,,,,,,48.584
2022-11-07,,,,,,,,,,,,,,,,,,,,,,48.293
2022-11-08,,,,,,,,,,,,,,,,,,,,,,48.149
2022-11-09,,,,,,,,,,,,,,,,,,,,,,48.363
2022-11-10,,,,,,,,,,,,,,,,,,,,,,48.87
2022-11-11,,,,,,,,,,,,,,,,,,,,,,48.338
2022-11-14,,,,,,,,,,,,,,,,,,,,,,48.34
2022-11-15,,,,,,,,,,,,,,,,,,,,,,48.301
2022-11-16,,,,,,,,,,,,,,,,,,,,,,48.351
2022-11-17,,,,,,,,,,,,,,,,,,,,,,48.559
2022-11-18,,,,,,,,,,,,,,,,,,,,,,48.53
2022-11-21,,,,,,,,,,,,,,,,,,,,,,48.822
2022-11-22,,,,,,,,,,,,,,,,,,,,,,48.806
2022-11-23,,,,,,,,,,,,,,,,,,,,,,48.795
2022-11-24,,,,,,,,,,,,,,,,,,,,,,48.875
2022-11-25,,,,,,,,,,,,,,,,,,,,,,48.731
2022-11-28,,,,,,,,,,,,,,,,,,,,,,48.74
2022-11-29,,,,,,,,,,,,,,,,,,,,,,48.934
2022-11-30,,,,,,,,,,,,,,,,,,,,,,48.759
2022-12-01,,,,,,,,,,,,,,,,,,,,,,48.947
2022-12-02,,,,,,,,,,,,,,,,,,,,,,49.104
2022-12-05,,,,,,,,,,,,,,,,,,,,,,48.921
2022-12-06,,,,,,,,,,,,,,,,,,,,,,48.902
2022-12-07,,,,,,,,,,,,,,,,,,,,,,49.006
2022-12-08,,,,,,,,,,,,,,,,,,,,,,49.086
2022-12-09,,,,,,,,,,,,,,,,,,,,,,48.96
2022-12-12,,,,,,,,,,,,,,,,,,,,,,48.89
2022-12-13,,,,,,,,,,,,,,,,,,,,,,48.679
2022-12-14,,,,,,,,,,,,,,,,,,,,,,48.764
2022-12-15,,,,,,,,,,,,,,,,,,,,,,48.3
2022-12-16,,,,,,,,,,,,,,,,,,,,,,48.334
2022-12-19,,,,,,,,,,,,,,,,,,,,,,48.365
2022-12-20,,,,,,,,,,,,,,,,,,,,,,48.41
2022-12-21,,,,,,,,,,,,,,,,,,,,,,48.273
2022-12-22,,,,,,,,,,,,,,,,,,,,,,48.231
2022-12-23,,,,,,,,,,,,,,,,,,,,,,48.124
2022-12-27,,,,,,,,,,,,,,,,,,,,,,47.819
2022-12-28,,,,,,,,,,,,,,,,,,,,,,47.616
2022-12-29,,,,,,,,,,,,,,,,,,,,,,47.69
2022-12-30,,,,,,,,,,,,,,,,,,,,,,47.662
2023-01-02,,,,,,,,,,,,,,,,,,,,,,47.662
2023-01-03,,,,,,,,,,,,,,,,,,,,,,48.21
2023-01-04,,,,,,,,,,,,,,,,,,,,,,48.46
2023-01-05,,,,,,,,,,,,,,,,,,,,,,48.189
2023-01-06,,,,,,,,,,,,,,,,,,,,,,48.276
2023-01-09,,,,,,,,,,,,,,,,,,,,,,48.108
2023-01-10,,,,,,,,,,,,,,,,,,,,,,48.147
2023-01-11,,,,,,,,,,,,,,,,,,,,,,48.202
2023-01-12,,,,,,,,,,,,,,,,,,,,,,48.379
2023-01-13,,,,,,,,,,,,,,,,,,,,,,48.329
2023-01-16,,,,,,,,,,,,,,,,,,,,,,48.407
2023-01-17,,,,,,,,,,,,,,,,,,,,,,48.24
2023-01-18,,,,,,,,,,,,,,,,,,,,,,48.701
2023-01-19,,,,,,,,,,,,,,,,,,,,,,48.705
2023-01-20,,,,,,,,,,,,,,,,,,,,,,48.705
2023-01-23,,,,,,,,,,,,,,,,,,,,,,48.276
2023-01-24,,,,,,,,,,,,,,,,,,,,,,48.305
2023-01-25,,,,,,,,,,,,,,,,,,,,,,48.433
2023-01-26,,,,,,,,,,,,,,,,,,,,,,48.27
2023-01-27,,,,,,,,,,,,,,,,,,,,,,48.256
2023-01-30,,,,,,,,,,,,,,,,,,,,,,48.145
2023-01-31,,,,,,,,,,,,,,,,,,,,,,48.359
2023-02-01,,,,,,,,,,,,,,,,,,,,,,48.132
2023-02-02,,,,,,,,,,,,,,,,,,,,,,48.646
2023-02-03,,,,,,,,,,,,,,,,,,,,,,48.625
2023-02-06,,,,,,,,,,,,,,,,,,,,,,48.751
2023-02-07,,,,,,,,,,,,,,,,,,,,,,48.531
2023-02-08,,,,,,,,,,,,,,,,,,,,,,48.386
2023-02-09,,,,,,,,,,,,,,,,,,,,,,48.462
2023-02-10,,,,,,,,,,,,,,,,,,,,,,48.433
2023-02-13,,,,,,,,,,,,,,,,,,,,,,48.23
2023-02-14,,,,,,,,,,,,,,,,,,,,,,48.284
2023-02-15,,,,,,,,,,,,,,,,,,,,,,48.137
2023-02-16,,,,,,,,,,,,,,,,,,,,,,47.966
2023-02-17,,,,,,,,,,,,,,,,,,,,,,47.882
2023-02-20,,,,,,,,,,,,,,,,,,,,,,48.056
2023-02-21,,,,,,,,,,,,,,,,,,,,,,47.882
2023-02-22,,,,,,,,,,,,,,,,,,,,,,47.82
2023-02-23,,,,,,,,,,,,,,,,,,,,,,47.981
2023-02-24,,,,,,,,,,,,,,,,,,,,,,48.125
2023-02-27,,,,,,,,,,,,,,,,,,,,,,48.257
2023-02-28,,,,,,,,,,,,,,,,,,,,,,47.744
2023-03-01,,,,,,,,,,,,,,,,,,,,,,47.722
2023-03-02,,,,,,,,,,,,,,,,,,,,,,47.623
2023-03-03,,,,,,,,,,,,,,,,,,,,,,47.614
2023-03-06,,,,,,,,,,,,,,,,,,,,,,47.628
2023-03-07,,,,,,,,,,,,,,,,,,,,,,47.786
2023-03-08,,,,,,,,,,,,,,,,,,,,,,47.74
2023-03-09,,,,,,,,,,,,,,,,,,,,,,47.74
2023-03-10,,,,,,,,,,,,,,,,,,,,,,47.983
2023-03-13,,,,,,,,,,,,,,,,,,,,,,48.507
2023-03-14,,,,,,,,,,,,,,,,,,,,,,48.553
2023-03-15,,,,,,,,,,,,,,,,,,,,,,49.229
2023-03-16,,,,,,,,,,,,,,,,,,,,,,49.229
2023-03-17,,,,,,,,,,,,,,,,,,,,,,48.897
2023-03-20,,,,,,,,,,,,,,,,,,,,,,48.76
2023-03-21,,,,,,,,,,,,,,,,,,,,,,48.36
2023-03-22,,,,,,,,,,,,,,,,,,,,,,48.205
2023-03-23,,,,,,,,,,,,,,,,,,,,,,48.091
2023-03-24,,,,,,,,,,,,,,,,,,,,,,48.478
2023-03-27,,,,,,,,,,,,,,,,,,,,,,48.478
2023-03-28,,,,,,,,,,,,,,,,,,,,,,48.242
2023-03-29,,,,,,,,,,,,,,,,,,,,,,47.949
2023-03-30,,,,,,,,,,,,,,,,,,,,,,47.85
2023-03-31,,,,,,,,,,,,,,,,,,,,,,47.848
2023-04-03,,,,,,,,,,,,,,,,,,,,,,48.008
2023-04-04,,,,,,,,,,,,,,,,,,,,,,48.017
2023-04-05,,,,,,,,,,,,,,,,,,,,,,48.11
2023-04-06,,,,,,,,,,,,,,,,,,,,,,48.341
2023-04-11,,,,,,,,,,,,,,,,,,,,,,47.941
2023-04-12,,,,,,,,,,,,,,,,,,,,,,47.855
2023-04-13,,,,,,,,,,,,,,,,,,,,,,47.628
2023-04-14,,,,,,,,,,,,,,,,,,,,,,47.608
2023-04-17,,,,,,,,,,,,,,,,,,,,,,47.636
2023-04-18,,,,,,,,,,,,,,,,,,,,,,47.58
2023-04-19,,,,,,,,,,,,,,,,,,,,,,47.501
2023-04-20,,,,,,,,,,,,,,,,,,,,,,47.651
2023-04-21,,,,,,,,,,,,,,,,,,,,,,47.655
2023-04-24,,,,,,,,,,,,,,,,,,,,,,47.347
2023-04-25,,,,,,,,,,,,,,,,,,,,,,47.583
2023-04-26,,,,,,,,,,,,,,,,,,,,,,47.658
2023-04-27,,,,,,,,,,,,,,,,,,,,,,47.408
2023-04-28,,,,,,,,,,,,,,,,,,,,,,47.365
2023-05-02,,,,,,,,,,,,,,,,,,,,,,47.661
2023-05-03,,,,,,,,,,,,,,,,,,,,,,47.69
2023-05-04,,,,,,,,,,,,,,,,,,,,,,47.72
2023-05-05,,,,,,,,,,,,,,,,,,,,,,47.787
2023-05-08,,,,,,,,,,,,,,,,,,,,,,47.664
2023-05-09,,,,,,,,,,,,,,,,,,,,,,47.819
2023-05-10,,,,,,,,,,,,,,,,,,,,,,47.74
2023-05-11,,,,,,,,,,,,,,,,,,,,,,48.176
2023-05-12,,,,,,,,,,,,,,,,,,,,,,48.122
2023-05-15,,,,,,,,,,,,,,,,,,,,,,48.006
2023-05-16,,,,,,,,,,,,,,,,,,,,,,47.907
2023-05-17,,,,,,,,,,,,,,,,,,,,,,47.92
2023-05-18,,,,,,,,,,,,,,,,,,,,,,47.915
2023-05-19,,,,,,,,,,,,,,,,,,,,,,47.755
2023-05-22,,,,,,,,,,,,,,,,,,,,,,47.687
2023-05-23,,,,,,,,,,,,,,,,,,,,,,47.679
2023-05-24,,,,,,,,,,,,,,,,,,,,,,47.643
2023-05-25,,,,,,,,,,,,,,,,,,,,,,47.621
2023-05-26,,,,,,,,,,,,,,,,,,,,,,47.556
2023-05-29,,,,,,,,,,,,,,,,,,,,,,47.707
2023-05-30,,,,,,,,,,,,,,,,,,,,,,47.84
2023-05-31,,,,,,,,,,,,,,,,,,,,,,48.204
2023-06-01,,,,,,,,,,,,,,,,,,,,,,48.108
2023-06-02,,,,,,,,,,,,,,,,,,,,,,47.972
2023-06-05,,,,,,,,,,,,,,,,,,,,,,47.992
2023-06-06,,,,,,,,,,,,,,,,,,,,,,48.035
2023-06-07,,,,,,,,,,,,,,,,,,,,,,47.876
2023-06-08,,,,,,,,,,,,,,,,,,,,,,47.788
2023-06-09,,,,,,,,,,,,,,,,,,,,,,47.842
2023-06-12,,,,,,,,,,,,,,,,,,,,,,47.783
2023-06-13,,,,,,,,,,,,,,,,,,,,,,47.604
2023-06-14,,,,,,,,,,,,,,,,,,,,,,47.466
2023-06-15,,,,,,,,,,,,,,,,,,,,,,47.196
2023-06-16,,,,,,,,,,,,,,,,,,,,,,47.208
2023-06-19,,,,,,,,,,,,,,,,,,,,,,47.105
2023-06-20,,,,,,,,,,,,,,,,,,,,,,47.392
2023-06-21,,,,,,,,,,,,,,,,,,,,,,47.123
2023-06-22,,,,,,,,,,,,,,,,,,,,,,47.034
2023-06-23,,,,,,,,,,,,,,,,,,,,,,47.318
2023-06-26,,,,,,,,,,,,,,,,,,,,,,47.366
2023-06-27,,,,,,,,,,,,,,,,,,,,,,47.084
2023-06-28,,,,,,,,,,,,,,,,,,,,,,47.18
2023-06-29,,,,,,,,,,,,,,,,,,,,,,47.104
2023-06-30,,,,,,,,,,,,,,,,,,,,,,47.025
2023-07-03,,,,,,,,,,,,,,,,,,,,,,47.087
