,GAGG FP Equity_DX_SI_QTY,GAGG FP Equity_DX_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GAGG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GAGG FP Equity_DX_SI_MV,GAGG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SUPPLY_SI_QTY,GAGG FP Equity_DX_BROKER_SI_QTY,GAGG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GAGG FP Equity_DX_BROKER_SI_QTY_ADD,GAGG FP Equity_DX_BROKER_SI_MV_ADD,GAGG FP Equity_DX_SUPPLY_SI_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GAGG FP Equity_DX_UTILIZATION_QUANTITY,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GAGG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_MV,GAGG FP Equity_DX_BROKER_SI_CON_RATIO,GAGG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GAGG FP Equity_DX_DEMAND_SUPPLY_RATIO,GAGG FP Equity_PX_LAST
2018-08-13,,,,,,,,,,,,,,,,,,,,,,47.494
2018-08-14,,,,,,,,,,,,,,,,,,,,,,47.606
2018-08-15,,,,,,,,,,,,,,,,,,,,,,47.779
2018-08-16,,,,,,,,,,,,,,,,,,,,,,47.557
2018-08-17,,,,,,,,,,,,,,,,,,,,,,47.555
2018-08-20,,,,,,,,,,,,,,,,,,,,,,47.554
2018-08-21,,,,,,,,,,,,,,,,,,,,,,47.299
2018-08-22,,,,,,,,,,,,,,,,,,,,,,47.184
2018-08-23,,,,,,,,,,,,,,,,,,,,,,47.084
2018-08-24,,,,,,,,,,,,,,,,,,,,,,46.941
2018-08-27,,,,,,,,,,,,,,,,,,,,,,46.789
2018-08-28,,,,,,,,,,,,,,,,,,,,,,46.64
2018-08-29,,,,,,,,,,,,,,,,,,,,,,46.59
2018-08-30,,,,,,,,,,,,,,,,,,,,,,46.805
2018-08-31,,,,,,,,,,,,,,,,,,,,,,46.961
2018-09-03,,,,,,,,,,,,,,,,,,,,,,46.883
2018-09-04,,,,,,,,,,,,,,,,,,,,,,46.969
2018-09-05,,,,,,,,,,,,,,,,,,,,,,46.826
2018-09-06,,,,,,,,,,,,,,,,,,,,,,46.906
2018-09-07,,,,,,,,,,,,,,,,,,,,,,47.004
2018-09-10,,,,,,,,,,,,,,,,,,,,,,46.857
2018-09-11,,,,,,,,,,,,,,,,,,,,,,46.846
2018-09-12,,,,,,,,,,,,,,,,,,,,,,46.747
2018-09-13,,,,,,,,,,,,,,,,,,,,,,46.638
2018-09-14,,,,,,,,,,,,,,,,,,,,,,46.592
2018-09-17,,,,,,,,,,,,,,,,,,,,,,46.562
2018-09-18,,,,,,,,,,,,,,,,,,,,,,46.487
2018-09-19,,,,,,,,,,,,,,,,,,,,,,46.379
2018-09-20,,,,,,,,,,,,,,,,,,,,,,46.274
2018-09-21,,,,,,,,,,,,,,,,,,,,,,46.263
2018-09-24,,,,,,,,,,,,,,,,,,,,,,46.123
2018-09-25,,,,,,,,,,,,,,,,,,,,,,46.084
2018-09-26,,,,,,,,,,,,,,,,,,,,,,46.157
2018-09-27,,,,,,,,,,,,,,,,,,,,,,46.387
2018-09-28,,,,,,,,,,,,,,,,,,,,,,46.54
2018-10-01,,,,,,,,,,,,,,,,,,,,,,46.629
2018-10-02,,,,,,,,,,,,,,,,,,,,,,46.714
2018-10-03,,,,,,,,,,,,,,,,,,,,,,46.671
2018-10-04,,,,,,,,,,,,,,,,,,,,,,46.55
2018-10-05,,,,,,,,,,,,,,,,,,,,,,46.526
2018-10-08,,,,,,,,,,,,,,,,,,,,,,46.625
2018-10-09,,,,,,,,,,,,,,,,,,,,,,46.648
2018-10-10,,,,,,,,,,,,,,,,,,,,,,46.523
2018-10-11,,,,,,,,,,,,,,,,,,,,,,46.543
2018-10-12,,,,,,,,,,,,,,,,,,,,,,46.4
2018-10-15,,,,,,,,,,,,,,,,,,,,,,46.49
2018-10-16,,,,,,,,,,,,,,,,,,,,,,46.551
2018-10-17,,,,,,,,,,,,,,,,,,,,,,46.78
2018-10-18,,,,,,,,,,,,,,,,,,,,,,46.715
2018-10-19,,,,,,,,,,,,,,,,,,,,,,46.719
2018-10-22,,,,,,,,,,,,,,,,,,,,,,46.748
2018-10-23,,,,,,,,,,,,,,,,,,,,,,46.818
2018-10-24,,,,,,,,,,,,,,,,,,,,,,47.084
2018-10-25,,,,,,,,,,,,,,,,,,,,,,47.122
2018-10-26,,,,,,,,,,,,,,,,,,,,,,47.251
2018-10-29,,,,,,,,,,,,,,,,,,,,,,47.199
2018-10-30,,,,,,,,,,,,,,,,,,,,,,47.182
2018-10-31,,,,,,,,,,,,,,,,,,,,,,47.273
2018-11-01,,,,,,,,,,,,,,,,,,,,,,47.107
2018-11-02,,,,,,,,,,,,,,,,,,,,,,47.049
2018-11-05,,,,,,,,,,,,,,,,,,,,,,46.979
2018-11-06,,,,,,,,,,,,,,,,,,,,,,46.91
2018-11-07,,,,,,,,,,,,,,,,,,,,,,46.829
2018-11-08,,,,,,,,,,,,,,,,,,,,,,46.866
2018-11-09,,,,,,,,,,,,,,,,,,,,,,47.127
2018-11-12,,,,,,,,,,,,,,,,,,,,,,47.393
2018-11-13,,,,,,,,,,,,,,,,,,,,,,47.27
2018-11-14,,,,,,,,,,,,,,,,,,,,,,47.216
2018-11-15,,,,,,,,,,,,,,,,,,,,,,47.244
2018-11-16,,,,,,,,,,,,,,,,,,,,,,47.058
2018-11-19,,,,,,,,,,,,,,,,,,,,,,46.96
2018-11-20,,,,,,,,,,,,,,,,,,,,,,47.093
2018-11-21,,,,,,,,,,,,,,,,,,,,,,47.036
2018-11-22,,,,,,,,,,,,,,,,,,,,,,47.081
2018-11-23,,,,,,,,,,,,,,,,,,,,,,47.307
2018-11-26,,,,,,,,,,,,,,,,,,,,,,47.232
2018-11-27,,,,,,,,,,,,,,,,,,,,,,47.359
2018-11-28,,,,,,,,,,,,,,,,,,,,,,47.351
2018-11-29,,,,,,,,,,,,,,,,,,,,,,47.19
2018-11-30,,,,,,,,,,,,,,,,,,,,,,47.343
2018-12-03,,,,,,,,,,,,,,,,,,,,,,47.358
2018-12-04,,,,,,,,,,,,,,,,,,,,,,47.491
2018-12-05,,,,,,,,,,,,,,,,,,,,,,47.502
2018-12-06,,,,,,,,,,,,,,,,,,,,,,47.58
2018-12-07,,,,,,,,,,,,,,,,,,,,,,47.454
2018-12-10,,,,,,,,,,,,,,,,,,,,,,47.567
2018-12-11,,,,,,,,,,,,,,,,,,,,,,47.655
2018-12-12,,,,,,,,,,,,,,,,,,,,,,47.519
2018-12-13,,,,,,,,,,,,,,,,,,,,,,47.487
2018-12-14,,,,,,,,,,,,,,,,,,,,,,47.74
2018-12-17,,,,,,,,,,,,,,,,,,,,,,47.663
2018-12-18,,,,,,,,,,,,,,,,,,,,,,47.688
2018-12-19,,,,,,,,,,,,,,,,,,,,,,47.606
2018-12-20,,,,,,,,,,,,,,,,,,,,,,47.709
2018-12-21,,,,,,,,,,,,,,,,,,,,,,47.672
2018-12-27,,,,,,,,,,,,,,,,,,,,,,47.779
2018-12-28,,,,,,,,,,,,,,,,,,,,,,47.747
2018-12-31,,,,,,,,,,,,,,,,,,,,,,47.743
2019-01-02,,,,,,,,,,,,,,,,,,,,,,48.213
2019-01-03,,,,,,,,,,,,,,,,,,,,,,48.3
2019-01-04,,,,,,,,,,,,,,,,,,,,,,48.194
2019-01-07,,,,,,,,,,,,,,,,,,,,,,47.995
2019-01-08,,,,,,,,,,,,,,,,,,,,,,47.858
2019-01-09,,,,,,,,,,,,,,,,,,,,,,47.755
2019-01-10,,,,,,,,,,,,,,,,,,,,,,47.841
2019-01-11,,,,,,,,,,,,,,,,,,,,,,48.017
2019-01-14,,,,,,,,,,,,,,,,,,,,,,47.986
2019-01-15,,,,,,,,,,,,,,,,,,,,,,48.202
2019-01-16,,,,,,,,,,,,,,,,,,,,,,48.175
2019-01-17,,,,,,,,,,,,,,,,,,,,,,48.217
2019-01-18,,,,,,,,,,,,,,,,,,,,,,48.211
2019-01-21,,,,,,,,,,,,,,,,,,,,,,48.195
2019-01-22,,,,,,,,,,,,,,,,,,,,,,48.294
2019-01-23,,,,,,,,,,,,,,,,,,,,,,48.25
2019-01-24,,,,,,,,,,,,,,,,,,,,,,48.489
2019-01-25,,,,,,,,,,,,,,,,,,,,,,48.313
2019-01-28,,,,,,,,,,,,,,,,,,,,,,48.236
2019-01-29,,,,,,,,,,,,,,,,,,,,,,48.261
2019-01-30,,,,,,,,,,,,,,,,,,,,,,48.286
2019-01-31,,,,,,,,,,,,,,,,,,,,,,48.491
2019-02-01,,,,,,,,,,,,,,,,,,,,,,48.298
2019-02-04,,,,,,,,,,,,,,,,,,,,,,48.326
2019-02-05,,,,,,,,,,,,,,,,,,,,,,48.452
2019-02-06,,,,,,,,,,,,,,,,,,,,,,48.548
2019-02-07,,,,,,,,,,,,,,,,,,,,,,48.654
2019-02-08,,,,,,,,,,,,,,,,,,,,,,48.799
2019-02-11,,,,,,,,,,,,,,,,,,,,,,48.83
2019-02-12,,,,,,,,,,,,,,,,,,,,,,48.699
2019-02-13,,,,,,,,,,,,,,,,,,,,,,48.772
2019-02-14,,,,,,,,,,,,,,,,,,,,,,48.823
2019-02-15,,,,,,,,,,,,,,,,,,,,,,48.891
2019-02-18,,,,,,,,,,,,,,,,,,,,,,48.756
2019-02-19,,,,,,,,,,,,,,,,,,,,,,48.768
2019-02-20,,,,,,,,,,,,,,,,,,,,,,48.685
2019-02-21,,,,,,,,,,,,,,,,,,,,,,48.705
2019-02-22,,,,,,,,,,,,,,,,,,,,,,48.748
2019-02-25,,,,,,,,,,,,,,,,,,,,,,48.67
2019-02-26,,,,,,,,,,,,,,,,,,,,,,48.714
2019-02-27,,,,,,,,,,,,,,,,,,,,,,48.632
2019-02-28,,,,,,,,,,,,,,,,,,,,,,48.473
2019-03-01,,,,,,,,,,,,,,,,,,,,,,48.401
2019-03-04,,,,,,,,,,,,,,,,,,,,,,48.619
2019-03-05,,,,,,,,,,,,,,,,,,,,,,48.638
2019-03-06,,,,,,,,,,,,,,,,,,,,,,48.754
2019-03-07,,,,,,,,,,,,,,,,,,,,,,49.116
2019-03-08,,,,,,,,,,,,,,,,,,,,,,49.112
2019-03-11,,,,,,,,,,,,,,,,,,,,,,49.162
2019-03-12,,,,,,,,,,,,,,,,,,,,,,48.992
2019-03-13,,,,,,,,,,,,,,,,,,,,,,49.014
2019-03-14,,,,,,,,,,,,,,,,,,,,,,49.008
2019-03-15,,,,,,,,,,,,,,,,,,,,,,49.01
2019-03-18,,,,,,,,,,,,,,,,,,,,,,49.011
2019-03-19,,,,,,,,,,,,,,,,,,,,,,48.96
2019-03-20,,,,,,,,,,,,,,,,,,,,,,48.998
2019-03-21,,,,,,,,,,,,,,,,,,,,,,49.135
2019-03-22,,,,,,,,,,,,,,,,,,,,,,49.62
2019-03-25,,,,,,,,,,,,,,,,,,,,,,49.582
2019-03-26,,,,,,,,,,,,,,,,,,,,,,49.603
2019-03-27,,,,,,,,,,,,,,,,,,,,,,49.821
2019-03-28,,,,,,,,,,,,,,,,,,,,,,49.935
2019-03-29,,,,,,,,,,,,,,,,,,,,,,49.817
2019-04-01,,,,,,,,,,,,,,,,,,,,,,49.728
2019-04-02,,,,,,,,,,,,,,,,,,,,,,49.796
2019-04-03,,,,,,,,,,,,,,,,,,,,,,49.58
2019-04-04,,,,,,,,,,,,,,,,,,,,,,49.613
2019-04-05,,,,,,,,,,,,,,,,,,,,,,49.599
2019-04-08,,,,,,,,,,,,,,,,,,,,,,49.507
2019-04-09,,,,,,,,,,,,,,,,,,,,,,49.536
2019-04-10,,,,,,,,,,,,,,,,,,,,,,49.65
2019-04-11,,,,,,,,,,,,,,,,,,,,,,49.57
2019-04-12,,,,,,,,,,,,,,,,,,,,,,49.29
2019-04-15,,,,,,,,,,,,,,,,,,,,,,49.308
2019-04-16,,,,,,,,,,,,,,,,,,,,,,49.298
2019-04-17,,,,,,,,,,,,,,,,,,,,,,49.271
2019-04-18,,,,,,,,,,,,,,,,,,,,,,49.499
2019-04-23,,,,,,,,,,,,,,,,,,,,,,49.544
2019-04-24,,,,,,,,,,,,,,,,,,,,,,49.725
2019-04-25,,,,,,,,,,,,,,,,,,,,,,49.835
2019-04-26,,,,,,,,,,,,,,,,,,,,,,49.856
2019-04-29,,,,,,,,,,,,,,,,,,,,,,49.788
2019-04-30,,,,,,,,,,,,,,,,,,,,,,49.754
2019-05-02,,,,,,,,,,,,,,,,,,,,,,49.75
2019-05-03,,,,,,,,,,,,,,,,,,,,,,49.794
2019-05-06,,,,,,,,,,,,,,,,,,,,,,49.891
2019-05-07,,,,,,,,,,,,,,,,,,,,,,50.026
2019-05-08,,,,,,,,,,,,,,,,,,,,,,50.023
2019-05-09,,,,,,,,,,,,,,,,,,,,,,49.892
2019-05-10,,,,,,,,,,,,,,,,,,,,,,49.848
2019-05-13,,,,,,,,,,,,,,,,,,,,,,49.942
2019-05-14,,,,,,,,,,,,,,,,,,,,,,49.969
2019-05-15,,,,,,,,,,,,,,,,,,,,,,50.043
2019-05-16,,,,,,,,,,,,,,,,,,,,,,50.027
2019-05-17,,,,,,,,,,,,,,,,,,,,,,50.122
2019-05-20,,,,,,,,,,,,,,,,,,,,,,50.044
2019-05-21,,,,,,,,,,,,,,,,,,,,,,49.992
2019-05-22,,,,,,,,,,,,,,,,,,,,,,50.089
2019-05-23,,,,,,,,,,,,,,,,,,,,,,50.215
2019-05-24,,,,,,,,,,,,,,,,,,,,,,50.152
2019-05-27,,,,,,,,,,,,,,,,,,,,,,50.206
2019-05-28,,,,,,,,,,,,,,,,,,,,,,50.287
2019-05-29,,,,,,,,,,,,,,,,,,,,,,50.537
2019-05-30,,,,,,,,,,,,,,,,,,,,,,50.467
2019-05-31,,,,,,,,,,,,,,,,,,,,,,50.646
2019-06-03,,,,,,,,,,,,,,,,,,,,,,50.569
2019-06-04,,,,,,,,,,,,,,,,,,,,,,50.489
2019-06-05,,,,,,,,,,,,,,,,,,,,,,50.552
2019-06-06,,,,,,,,,,,,,,,,,,,,,,50.479
2019-06-07,,,,,,,,,,,,,,,,,,,,,,50.45
2019-06-10,,,,,,,,,,,,,,,,,,,,,,50.399
2019-06-11,,,,,,,,,,,,,,,,,,,,,,50.378
2019-06-12,,,,,,,,,,,,,,,,,,,,,,50.387
2019-06-13,,,,,,,,,,,,,,,,,,,,,,50.579
2019-06-14,,,,,,,,,,,,,,,,,,,,,,50.797
2019-06-17,,,,,,,,,,,,,,,,,,,,,,50.717
2019-06-18,,,,,,,,,,,,,,,,,,,,,,51.085
2019-06-19,,,,,,,,,,,,,,,,,,,,,,50.948
2019-06-20,,,,,,,,,,,,,,,,,,,,,,51.175
2019-06-21,,,,,,,,,,,,,,,,,,,,,,50.853
2019-06-24,,,,,,,,,,,,,,,,,,,,,,50.705
2019-06-25,,,,,,,,,,,,,,,,,,,,,,50.839
2019-06-26,,,,,,,,,,,,,,,,,,,,,,50.698
2019-06-27,,,,,,,,,,,,,,,,,,,,,,50.742
2019-06-28,,,,,,,,,,,,,,,,,,,,,,50.781
2019-07-01,,,,,,,,,,,,,,,,,,,,,,50.988
2019-07-02,,,,,,,,,,,,,,,,,,,,,,51.09
2019-07-03,,,,,,,,,,,,,,,,,,,,,,51.329
2019-07-04,,,,,,,,,,,,,,,,,,,,,,51.34
2019-07-05,,,,,,,,,,,,,,,,,,,,,,51.24
2019-07-08,,,,,,,,,,,,,,,,,,,,,,51.288
2019-07-09,,,,,,,,,,,,,,,,,,,,,,51.23
2019-07-10,,,,,,,,,,,,,,,,,,,,,,51.13
2019-07-11,,,,,,,,,,,,,,,,,,,,,,50.962
2019-07-12,,,,,,,,,,,,,,,,,,,,,,50.918
2019-07-15,,,,,,,,,,,,,,,,,,,,,,51.043
2019-07-16,,,,,,,,,,,,,,,,,,,,,,51.119
2019-07-17,,,,,,,,,,,,,,,,,,,,,,51.209
2019-07-18,,,,,,,,,,,,,,,,,,,,,,51.287
2019-07-19,,,,,,,,,,,,,,,,,,,,,,51.359
2019-07-22,,,,,,,,,,,,,,,,,,,,,,51.387
2019-07-23,,,,,,,,,,,,,,,,,,,,,,51.579
2019-07-24,,,,,,,,,,,,,,,,,,,,,,51.672
2019-07-25,,,,,,,,,,,,,,,,,,,,,,51.556
2019-07-26,,,,,,,,,,,,,,,,,,,,,,51.651
2019-07-29,,,,,,,,,,,,,,,,,,,,,,51.577
2019-07-30,,,,,,,,,,,,,,,,,,,,,,51.521
2019-07-31,,,,,,,,,,,,,,,,,,,,,,51.719
2019-08-01,,,,,,,,,,,,,,,,,,,,,,52.008
2019-08-02,,,,,,,,,,,,,,,,,,,,,,52.125
2019-08-05,,,,,,,,,,,,,,,,,,,,,,52.121
2019-08-06,,,,,,,,,,,,,,,,,,,,,,52.129
2019-08-07,,,,,,,,,,,,,,,,,,,,,,52.311
2019-08-08,,,,,,,,,,,,,,,,,,,,,,52.113
2019-08-09,,,,,,,,,,,,,,,,,,,,,,52.164
2019-08-12,,,,,,,,,,,,,,,,,,,,,,52.185
2019-08-13,,,,,,,,,,,,,,,,,,,,,,52.282
2019-08-14,,,,,,,,,,,,,,,,,,,,,,52.649
2019-08-15,,,,,,,,,,,,,,,,,,,,,,52.934
2019-08-16,,,,,,,,,,,,,,,,,,,,,,52.884
2019-08-19,,,,,,,,,,,,,,,,,,,,,,52.779
2019-08-20,,,,,,,,,,,,,,,,,,,,,,52.883
2019-08-21,,,,,,,,,,,,,,,,,,,,,,52.854
2019-08-22,,,,,,,,,,,,,,,,,,,,,,52.821
2019-08-23,,,,,,,,,,,,,,,,,,,,,,52.781
2019-08-26,,,,,,,,,,,,,,,,,,,,,,52.86
2019-08-27,,,,,,,,,,,,,,,,,,,,,,53.121
2019-08-28,,,,,,,,,,,,,,,,,,,,,,53.215
2019-08-29,,,,,,,,,,,,,,,,,,,,,,53.18
2019-08-30,,,,,,,,,,,,,,,,,,,,,,53.383
2019-09-02,,,,,,,,,,,,,,,,,,,,,,53.5
2019-09-03,,,,,,,,,,,,,,,,,,,,,,53.67
2019-09-04,,,,,,,,,,,,,,,,,,,,,,53.433
2019-09-05,,,,,,,,,,,,,,,,,,,,,,53.069
2019-09-06,,,,,,,,,,,,,,,,,,,,,,53.101
2019-09-09,,,,,,,,,,,,,,,,,,,,,,52.885
2019-09-10,,,,,,,,,,,,,,,,,,,,,,52.76
2019-09-11,,,,,,,,,,,,,,,,,,,,,,52.84
2019-09-12,,,,,,,,,,,,,,,,,,,,,,52.609
2019-09-13,,,,,,,,,,,,,,,,,,,,,,52.29
2019-09-16,,,,,,,,,,,,,,,,,,,,,,52.58
2019-09-17,,,,,,,,,,,,,,,,,,,,,,52.425
2019-09-18,,,,,,,,,,,,,,,,,,,,,,52.535
2019-09-19,,,,,,,,,,,,,,,,,,,,,,52.59
2019-09-20,,,,,,,,,,,,,,,,,,,,,,52.728
2019-09-23,,,,,,,,,,,,,,,,,,,,,,53.045
2019-09-24,,,,,,,,,,,,,,,,,,,,,,53.11
2019-09-25,,,,,,,,,,,,,,,,,,,,,,53.18
2019-09-26,,,,,,,,,,,,,,,,,,,,,,53.25
2019-09-27,,,,,,,,,,,,,,,,,,,,,,53.17
2019-09-30,,,,,,,,,,,,,,,,,,,,,,53.29
2019-10-01,,,,,,,,,,,,,,,,,,,,,,53.257
2019-10-02,,,,,,,,,,,,,,,,,,,,,,53.245
2019-10-03,,,,,,,,,,,,,,,,,,,,,,53.27
2019-10-04,,,,,,,,,,,,,,,,,,,,,,53.367
2019-10-07,,,,,,,,,,,,,,,,,,,,,,53.28
2019-10-08,,,,,,,,,,,,,,,,,,,,,,53.37
2019-10-09,,,,,,,,,,,,,,,,,,,,,,53.16
2019-10-10,,,,,,,,,,,,,,,,,,,,,,52.87
2019-10-11,,,,,,,,,,,,,,,,,,,,,,52.575
2019-10-14,,,,,,,,,,,,,,,,,,,,,,52.77
2019-10-15,,,,,,,,,,,,,,,,,,,,,,52.635
2019-10-16,,,,,,,,,,,,,,,,,,,,,,52.53
2019-10-17,,,,,,,,,,,,,,,,,,,,,,52.349
2019-10-18,,,,,,,,,,,,,,,,,,,,,,52.27
2019-10-21,,,,,,,,,,,,,,,,,,,,,,52.17
2019-10-22,,,,,,,,,,,,,,,,,,,,,,52.21
2019-10-23,,,,,,,,,,,,,,,,,,,,,,52.37
2019-10-24,,,,,,,,,,,,,,,,,,,,,,52.475
2019-10-25,,,,,,,,,,,,,,,,,,,,,,52.42
2019-10-28,,,,,,,,,,,,,,,,,,,,,,52.225
2019-10-29,,,,,,,,,,,,,,,,,,,,,,52.2
2019-10-30,,,,,,,,,,,,,,,,,,,,,,52.21
2019-10-31,,,,,,,,,,,,,,,,,,,,,,52.415
2019-11-01,,,,,,,,,,,,,,,,,,,,,,52.32
2019-11-04,,,,,,,,,,,,,,,,,,,,,,52.26
2019-11-05,,,,,,,,,,,,,,,,,,,,,,52.335
2019-11-06,,,,,,,,,,,,,,,,,,,,,,52.36
2019-11-07,,,,,,,,,,,,,,,,,,,,,,52.205
2019-11-08,,,,,,,,,,,,,,,,,,,,,,52.315
2019-11-11,,,,,,,,,,,,,,,,,,,,,,52.2
2019-11-12,,,,,,,,,,,,,,,,,,,,,,52.26
2019-11-13,,,,,,,,,,,,,,,,,,,,,,52.43
2019-11-14,,,,,,,,,,,,,,,,,,,,,,52.58
2019-11-15,,,,,,,,,,,,,,,,,,,,,,52.4
2019-11-18,,,,,,,,,,,,,,,,,,,,,,52.35
2019-11-19,,,,,,,,,,,,,,,,,,,,,,52.38
2019-11-20,,,,,,,,,,,,,,,,,,,,,,52.47
2019-11-21,,,,,,,,,,,,,,,,,,,,,,52.445
2019-11-22,,,,,,,,,,,,,,,,,,,,,,52.58
2019-11-25,,,,,,,,,,,,,,,,,,,,,,52.655
2019-11-26,,,,,,,,,,,,,,,,,,,,,,52.7
2019-11-27,,,,,,,,,,,,,,,,,,,,,,52.715
2019-11-28,,,,,,,,,,,,,,,,,,,,,,52.66
2019-11-29,,,,,,,,,,,,,,,,,,,,,,52.6
2019-12-02,,,,,,,,,,,,,,,,,,,,,,52.265
2019-12-03,,,,,,,,,,,,,,,,,,,,,,52.48
2019-12-04,,,,,,,,,,,,,,,,,,,,,,52.375
2019-12-05,,,,,,,,,,,,,,,,,,,,,,52.32
2019-12-06,,,,,,,,,,,,,,,,,,,,,,52.46
2019-12-09,,,,,,,,,,,,,,,,,,,,,,52.425
2019-12-10,,,,,,,,,,,,,,,,,,,,,,52.33
2019-12-11,,,,,,,,,,,,,,,,,,,,,,52.39
2019-12-12,,,,,,,,,,,,,,,,,,,,,,52.165
2019-12-13,,,,,,,,,,,,,,,,,,,,,,52.33
2019-12-16,,,,,,,,,,,,,,,,,,,,,,52.175
2019-12-17,,,,,,,,,,,,,,,,,,,,,,52.13
2019-12-18,,,,,,,,,,,,,,,,,,,,,,52.129
2019-12-19,,,,,,,,,,,,,,,,,,,,,,52.17
2019-12-20,,,,,,,,,,,,,,,,,,,,,,52.305
2019-12-23,,,,,,,,,,,,,,,,,,,,,,52.225
2019-12-24,,,,,,,,,,,,,,,,,,,,,,52.29
2019-12-27,,,,,,,,,,,,,,,,,,,,,,52.075
2019-12-30,,,,,,,,,,,,,,,,,,,,,,51.88
2019-12-31,,,,,,,,,,,,,,,,,,,,,,51.97
2020-01-02,,,,,,,,,,,,,,,,,,,,,,52.17
2020-01-03,,,,,,,,,,,,,,,,,,,,,,52.355
2020-01-06,,,,,,,,,,,,,,,,,,,,,,52.29
2020-01-07,,,,,,,,,,,,,,,,,,,,,,52.413
2020-01-08,,,,,,,,,,,,,,,,,,,,,,52.445
2020-01-09,,,,,,,,,,,,,,,,,,,,,,52.343
2020-01-10,,,,,,,,,,,,,,,,,,,,,,52.403
2020-01-13,,,,,,,,,,,,,,,,,,,,,,52.218
2020-01-14,,,,,,,,,,,,,,,,,,,,,,52.291
2020-01-15,,,,,,,,,,,,,,,,,,,,,,52.295
2020-01-16,,,,,,,,,,,,,,,,,,,,,,52.349
2020-01-17,,,,,,,,,,,,,,,,,,,,,,52.497
2020-01-20,,,,,,,,,,,,,,,,,,,,,,52.53
2020-01-21,,,,,,,,,,,,,,,,,,,,,,52.595
2020-01-22,,,,,,,,,,,,,,,,,,,,,,52.69
2020-01-23,,,,,,,,,,,,,,,,,,,,,,53.027
2020-01-24,,,,,,,,,,,,,,,,,,,,,,53.126
2020-01-27,,,,,,,,,,,,,,,,,,,,,,53.289
2020-01-28,,,,,,,,,,,,,,,,,,,,,,53.236
2020-01-29,,,,,,,,,,,,,,,,,,,,,,53.344
2020-01-30,,,,,,,,,,,,,,,,,,,,,,53.377
2020-01-31,,,,,,,,,,,,,,,,,,,,,,53.322
2020-02-03,,,,,,,,,,,,,,,,,,,,,,53.272
2020-02-04,,,,,,,,,,,,,,,,,,,,,,53.215
2020-02-05,,,,,,,,,,,,,,,,,,,,,,53.238
2020-02-06,,,,,,,,,,,,,,,,,,,,,,53.286
2020-02-07,,,,,,,,,,,,,,,,,,,,,,53.498
2020-02-10,,,,,,,,,,,,,,,,,,,,,,53.725
2020-02-11,,,,,,,,,,,,,,,,,,,,,,53.709
2020-02-12,,,,,,,,,,,,,,,,,,,,,,53.717
2020-02-13,,,,,,,,,,,,,,,,,,,,,,53.922
2020-02-14,,,,,,,,,,,,,,,,,,,,,,54.011
2020-02-17,,,,,,,,,,,,,,,,,,,,,,54.023
2020-02-18,,,,,,,,,,,,,,,,,,,,,,54.173
2020-02-19,,,,,,,,,,,,,,,,,,,,,,54.131
2020-02-20,,,,,,,,,,,,,,,,,,,,,,54.161
2020-02-21,,,,,,,,,,,,,,,,,,,,,,54.012
2020-02-24,,,,,,,,,,,,,,,,,,,,,,54.163
2020-02-25,,,,,,,,,,,,,,,,,,,,,,54.221
2020-02-26,,,,,,,,,,,,,,,,,,,,,,54.067
2020-02-27,,,,,,,,,,,,,,,,,,,,,,53.85
2020-02-28,,,,,,,,,,,,,,,,,,,,,,53.938
2020-03-02,,,,,,,,,,,,,,,,,,,,,,53.602
2020-03-03,,,,,,,,,,,,,,,,,,,,,,53.77
2020-03-04,,,,,,,,,,,,,,,,,,,,,,53.981
2020-03-05,,,,,,,,,,,,,,,,,,,,,,53.875
2020-03-06,,,,,,,,,,,,,,,,,,,,,,53.804
2020-03-09,,,,,,,,,,,,,,,,,,,,,,53.702
2020-03-10,,,,,,,,,,,,,,,,,,,,,,53.527
2020-03-11,,,,,,,,,,,,,,,,,,,,,,53.59
2020-03-12,,,,,,,,,,,,,,,,,,,,,,53.45
2020-03-13,,,,,,,,,,,,,,,,,,,,,,52.608
2020-03-16,,,,,,,,,,,,,,,,,,,,,,52.262
2020-03-17,,,,,,,,,,,,,,,,,,,,,,52.41
2020-03-18,,,,,,,,,,,,,,,,,,,,,,51.914
2020-03-19,,,,,,,,,,,,,,,,,,,,,,51.705
2020-03-20,,,,,,,,,,,,,,,,,,,,,,51.914
2020-03-23,,,,,,,,,,,,,,,,,,,,,,52.512
2020-03-24,,,,,,,,,,,,,,,,,,,,,,52.54
2020-03-25,,,,,,,,,,,,,,,,,,,,,,52.706
2020-03-26,,,,,,,,,,,,,,,,,,,,,,52.621
2020-03-27,,,,,,,,,,,,,,,,,,,,,,52.679
2020-03-30,,,,,,,,,,,,,,,,,,,,,,53.244
