,WLN FP Equity_DX_SI_QTY,WLN FP Equity_DX_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WLN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLN FP Equity_DX_SI_MV,WLN FP Equity_DX_DSS,WLN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY,WLN FP Equity_DX_BROKER_SI_QTY,WLN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLN FP Equity_DX_BROKER_SI_MV_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLN FP Equity_DX_BROKER_SI_MV_INC_x,WLN FP Equity_DX_SUPPLY_SI_MV_NEW,WLN FP Equity_DX_BROKER_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_NEW,WLN FP Equity_DX_SUPPLY_SI_MV_DEC,WLN FP Equity_DX_BROKER_SI_QTY_INC,WLN FP Equity_DX_SUPPLY_SI_QTY_DEC,WLN FP Equity_DX_BROKER_SI_MV_NEW_y,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLN FP Equity_DX_BROKER_SI_MV_INC_y,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLN FP Equity_DX_BROKER_SI_MV_ADD,WLN FP Equity_DX_SUPPLY_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_DEC,WLN FP Equity_DX_SUPPLY_SI_MV,WLN FP Equity_DX_BROKER_SI_MV_DEC,WLN FP Equity_DX_SUPPLY_SI_MV_RMV,WLN FP Equity_DX_BROKER_SI_MV_RMV,WLN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLN FP Equity_DX_UTILIZATION_QUANTITY,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLN FP Equity_DX_ACTIVE_UTILIZATION_MV,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLN FP Equity_DX_BROKER_SI_CON_RATIO,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLN FP Equity_DX_DEMAND_SUPPLY_RATIO,WLN FP Equity_PX_LAST
2016-03-23,27760.0,622934.4,0.07,0.25,0.02,0.62,0.0,622934.4,110.0,27760.0,2468.4,,,,,,9940.0,,,,,,,,,0.22,,,0.0,,,,0.0,0.0,7240701.0,162481330.44,,158.99,0.0,35.22,0.3683,45.79,0.0038,22.44
2016-03-24,31589.0,715648.8,0.08,0.28,0.02,0.72,0.0,715648.8,110.0,31589.0,2492.05,,,,0.09,,,,,3829.0,,,,0.09,,,,,0.0,,,,0.0,0.0,7287155.0,165090496.53,,162.01,0.0,39.87,0.3746,43.47,0.0043,22.655
2016-03-25,31589.0,715648.8,0.08,0.3,0.02,0.72,0.0,715648.8,110.0,31589.0,2492.05,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7312082.0,165655217.71,,163.47,0.0,39.9,0.3746,43.45,0.0043,
2016-03-28,31589.0,715648.8,0.08,0.3,0.02,0.73,0.0,715648.8,110.0,31589.0,2492.05,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7312082.0,165655217.71,,163.81,0.0,39.69,0.3742,43.56,0.0043,
2016-03-29,30948.0,701900.64,0.08,0.3,0.02,0.71,0.0,701900.64,110.0,30948.0,2494.8,,,,,,,,,,,,,,,,,641.0,0.0,0.02,,,0.0,0.0,7304649.0,165669439.32,,163.22,0.0,40.56,0.3719,42.34,0.0042,22.68
2016-03-30,52948.0,1222304.58,0.13,0.52,0.04,1.22,0.0,1222304.58,110.0,52948.0,2539.35,,,,0.24,,12000.0,,,10000.0,,,,0.24,,0.27,,,0.0,,,,0.0,0.0,7358179.0,169863562.22,,164.68,0.0,24.76,0.3052,42.97,0.0072,23.085
2016-03-31,62306.0,1409984.78,0.16,0.62,0.05,1.44,0.0,1409984.78,110.0,62306.0,2489.3,,,,0.22,,,,,10000.0,,,,0.22,,,,642.0,0.0,0.01,,,0.0,0.0,7354994.0,166443514.22,,166.51,0.0,27.35,0.3142,43.69,0.0085,22.63
2016-04-01,63519.0,1434894.21,0.16,0.64,0.05,1.44,0.0,1344308.31,4120.0,59509.0,93070.8,,,,0.01,,,,,1000.0,,,,0.01,,,4010.0,3797.0,0.09,0.1,,,0.06,0.06,7340538.0,165822753.42,,164.31,0.06,30.14,0.3344,46.32,0.0086,22.59
2016-04-04,67529.0,1552829.36,0.17,0.69,0.05,1.54,0.0,1460619.41,4120.0,63519.0,94739.4,,,,0.09,,,,,4010.0,,,,0.09,,,,,0.09,,,,0.06,0.06,7357846.0,169193668.77,,164.51,0.06,27.98,0.3166,43.85,0.0092,22.995
2016-04-05,67529.0,1566672.8,0.17,0.71,0.05,1.57,0.0,1473640.8,4120.0,63519.0,95584.0,,,,,,,,,,,,,,,,,,0.09,,,,0.06,0.06,7356249.0,170664976.8,,166.63,0.06,28.09,0.3156,43.61,0.0092,23.2
2016-04-06,112529.0,2606734.29,0.29,1.18,0.09,2.62,0.0,2513842.63,4120.0,108519.0,95439.8,,,,1.05,,,,,45000.0,,,,1.05,,,,,0.1,,,,0.06,0.06,7333724.0,169885716.46,,166.98,0.06,25.75,0.4139,57.58,0.0153,23.165
2016-04-07,172529.0,3958677.91,0.44,1.81,0.13,3.98,0.0,3866668.46,4120.0,168519.0,94533.4,,,,1.37,,,,,60000.0,,,,1.37,,,,,0.1,,,,0.06,0.06,7315297.0,167849489.67,,166.46,0.06,34.54,0.4249,54.67,0.0236,22.945
2016-04-08,172529.0,4141558.65,0.44,1.83,0.13,4.06,0.0,4045298.6,4120.0,168519.0,98900.6,,,,,,,,,,,,,,,,,,0.09,,,,0.06,0.06,7380024.0,177157476.12,,167.69,0.06,33.51,0.4325,56.02,0.0234,24.005
2016-04-11,172529.0,4011299.25,0.44,2.2,0.13,4.08,0.0,3918066.75,4120.0,168519.0,95790.0,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,7400266.0,172056184.5,,172.63,0.06,34.96,0.4219,54.11,0.0233,23.25
2016-04-12,169559.0,3914269.52,0.43,2.18,0.13,3.96,0.0,3821698.67,4120.0,165549.0,95110.2,,,,,,,,,,,,,,,,,2970.0,0.1,0.08,,,0.06,0.06,7410085.0,171061812.23,,169.43,0.06,35.46,0.4371,55.4,0.0229,23.085
2016-04-13,140569.0,3296343.05,0.36,1.79,0.11,3.29,0.0,3202308.55,4120.0,136559.0,96614.0,,,,,,,,,,,,,,,,,28990.0,0.1,0.7,,,0.06,0.06,7402151.0,173580440.95,,168.89,0.06,21.8,0.5147,67.94,0.019,23.45
2016-04-14,109579.0,2554286.49,0.28,1.46,0.08,2.56,0.0,2460813.39,4120.0,105569.0,96037.2,,,,,,,,,,,,,,,,,30990.0,0.1,0.72,,,0.06,0.06,7373899.0,171885585.69,,169.1,0.06,7.44,0.7732,87.47,0.0149,23.31
2016-04-15,108589.0,2459540.85,0.28,1.53,0.08,2.48,0.0,2368714.35,4120.0,104579.0,93318.0,,,,,,,,,,,,,,,,,990.0,0.1,0.02,,,0.06,0.06,7352779.0,166540444.35,,166.87,0.06,6.68,0.7828,88.07,0.0148,22.65
2016-04-18,108589.0,2469313.86,0.28,1.57,0.08,2.48,0.0,2378126.46,4120.0,104579.0,93688.8,,,,,,,,,,,,,,,,,,0.09,,,,0.06,0.06,7255365.0,164987000.1,,162.49,0.06,6.48,0.7861,88.27,0.015,22.74
2016-04-19,106545.0,2419636.95,0.27,1.57,0.08,2.43,0.0,2328569.85,4120.0,102535.0,93565.2,,,,,,,,,,,,,,,,,2044.0,0.09,0.05,,,0.06,0.06,7242736.0,164482534.56,,164.8,0.06,5.11,0.8169,90.12,0.0147,22.71
2016-04-20,105730.0,2441305.7,0.27,1.6,0.08,2.44,0.0,2348714.8,4120.0,101720.0,95130.8,,,,,,,,,,,,,,,,,815.0,0.09,0.0,,,0.06,0.06,7144065.0,164956460.85,,163.17,0.06,5.07,0.8296,90.85,0.0148,23.09
2016-04-21,105730.0,2489412.85,0.27,1.59,0.08,2.49,0.0,2394997.4,4120.0,101720.0,97005.4,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,7055552.0,166122971.84,,162.95,0.06,5.05,0.8302,90.89,0.015,23.545
2016-04-22,105730.0,2521660.5,0.27,1.6,0.08,2.53,0.0,2426022.0,4120.0,101720.0,98262.0,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,7039854.0,167900517.9,,164.92,0.06,5.08,0.8291,90.83,0.015,23.85
2016-04-25,105730.0,2521660.5,0.27,1.6,0.08,2.53,0.0,2426022.0,4120.0,101720.0,98262.0,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,7031301.0,167696528.85,,165.68,0.06,5.15,0.8278,90.75,0.015,23.85
2016-04-26,105730.0,2538577.3,0.27,1.6,0.08,2.54,0.0,2442297.2,4120.0,101720.0,98921.2,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6874795.0,165063827.95,,162.37,0.06,5.12,0.8288,90.81,0.0154,24.01
2016-04-27,105730.0,2553908.15,0.27,1.6,0.08,2.55,0.0,2457046.6,4120.0,101720.0,99518.6,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6880589.0,166200627.29,,163.36,0.06,5.14,0.8278,90.75,0.0154,24.155
2016-04-28,26685.0,652981.95,0.07,0.42,0.02,0.66,0.0,554857.25,4010.0,22675.0,98124.7,,,,,,,,0.0,,111.0,,,,,,1.0,79045.0,0.1,1.89,,,0.06,0.06,6888942.0,168572410.74,,164.29,0.06,22.67,0.4393,59.75,0.0039,24.47
2016-04-29,26685.0,652715.1,0.07,0.41,0.02,0.66,0.0,554630.5,4010.0,22675.0,98084.6,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6708677.0,164094239.42,,161.18,0.06,22.88,0.4375,59.52,0.004,24.46
2016-05-02,26685.0,669259.8,0.07,0.42,0.02,0.67,0.0,568689.0,4010.0,22675.0,100570.8,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6711031.0,168312657.48,,161.33,0.06,22.47,0.4421,60.11,0.004,25.08
2016-05-03,30969.0,774534.69,0.08,0.49,0.02,0.78,0.0,567101.75,8294.0,22675.0,207432.94,,,4284.0,,,,,,,,,,,4284.0,,,,0.21,,,,0.12,0.12,6654475.0,166428419.75,,163.71,0.13,22.27,0.4391,59.77,0.0046,25.01
2016-05-04,30969.0,779180.04,0.08,0.51,0.02,0.79,0.0,570503.0,8294.0,22675.0,208677.04,,,,,,,,,,,,,,,,,,0.21,,,,0.12,0.12,6635620.0,166952199.2,,163.32,0.13,22.74,0.4373,59.51,0.0047,25.16
2016-05-05,26685.0,685671.08,0.07,0.45,0.02,0.69,0.0,582634.13,4010.0,22675.0,103036.95,,,,,,,,0.11,,4284.0,,,,,,,,0.1,,,,0.06,0.06,6334239.0,162758271.1,,156.91,0.06,22.51,0.4398,59.82,0.0042,25.695
2016-05-06,26685.0,675664.2,0.07,0.46,0.02,0.69,0.0,574131.0,4010.0,22675.0,101533.2,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6332611.0,160341710.52,,158.1,0.07,23.04,0.4338,59.05,0.0042,25.32
2016-05-09,26685.0,687005.33,0.07,0.38,0.02,0.69,0.0,583767.88,4010.0,22675.0,103237.45,,,,,,,,,,,,,,,,,,0.1,,,,0.06,0.06,6345647.0,163368682.01,,157.81,0.06,22.59,0.4393,59.76,0.0042,25.745
2016-05-10,30523.0,810385.65,0.08,0.43,0.02,0.81,0.0,703920.15,4010.0,26513.0,106465.5,,,,0.1,,,,,3838.0,,,,0.1,,,,,0.1,,,,0.06,0.06,6348082.0,168541577.1,,160.04,0.06,29.09,0.3885,51.65,0.0048,26.55
2016-05-11,30523.0,813895.8,0.08,0.43,0.02,0.82,0.0,706969.15,4010.0,26513.0,106926.65,,,,,,,,,,,,,,,,,,0.11,,,,0.06,0.06,6342376.0,169119456.04,,163.02,0.06,29.5,0.3847,50.92,0.0048,26.665
2016-05-12,42878.0,1112684.1,0.11,0.58,0.03,1.15,0.0,723174.6,15010.0,27868.0,389509.5,,,7394.0,,,6000.0,,,,,,,,7394.0,0.17,3606.0,4645.0,0.4,0.13,,,0.24,0.24,6342817.0,164596101.15,,163.67,0.24,22.27,0.2731,37.95,0.0067,25.95
2016-05-13,57689.0,1504817.57,0.15,0.77,0.04,1.52,0.0,831511.55,25812.0,31877.0,673306.02,,,10802.0,0.1,,,,,4009.0,,,,0.1,10802.0,,,,0.67,,,,0.4,0.4,6353724.0,165736890.54,,161.38,0.41,31.92,0.275,33.77,0.009,26.085
2016-05-16,60511.0,1560881.25,0.15,0.78,0.05,1.59,0.0,774340.11,30492.0,30019.0,786541.14,,,5351.0,,,,,0.02,,671.0,,,,5351.0,,,1858.0,0.79,0.05,,,0.48,0.48,6362949.0,164132269.46,,161.24,0.49,33.93,0.2888,35.56,0.0095,25.795
2016-05-17,60511.0,1553922.48,0.15,0.78,0.05,1.58,0.0,770887.92,30492.0,30019.0,783034.56,,,265.0,,,,,0.01,,265.0,,,,265.0,,,,0.79,,,,0.47,0.47,6428397.0,165081234.96,,166.07,0.47,33.88,0.2891,35.67,0.0094,25.68
2016-05-18,54662.0,1410279.6,0.14,0.7,0.04,1.43,0.0,774490.2,24643.0,30019.0,635789.4,,,,,,,,0.15,,5849.0,,,,,,,,0.64,,,,0.38,0.38,6425427.0,165776016.6,,165.94,0.38,33.89,0.2894,35.75,0.0085,25.8
2016-05-19,49038.0,1265180.4,0.12,0.62,0.04,1.29,0.0,774490.2,19019.0,30019.0,490690.2,,,,,,,,0.15,,5624.0,,,,,,,,0.49,,,,0.3,0.3,6426271.0,165797791.8,,166.17,0.29,33.87,0.2892,35.71,0.0076,25.8
2016-05-20,49038.0,1281853.32,0.12,0.61,0.04,1.29,0.0,784696.66,19019.0,30019.0,497156.66,,,,,,,,,,,,,,,,,,0.49,,,,0.3,0.3,6406653.0,167469909.42,,165.45,0.3,33.63,0.29,36.12,0.0076,26.14
2016-05-23,49038.0,1299997.38,0.12,0.6,0.04,1.3,0.0,795803.69,19019.0,30019.0,504193.69,,,,,,,,,,,,,,,,,,0.5,,,,0.3,0.3,6409907.0,169926634.57,,167.3,0.3,33.63,0.2901,36.13,0.0076,26.51
2016-05-24,49038.0,1330891.32,0.12,0.59,0.04,1.33,0.0,814715.66,19019.0,30019.0,516175.66,,,,,,,,,,,,,,,,,,0.51,,,,0.3,0.3,6418957.0,174210492.98,,169.84,0.3,33.61,0.2905,36.25,0.0076,27.14
2016-05-25,41018.0,1111587.8,0.1,0.48,0.03,1.13,0.0,704843.9,15009.0,26009.0,406743.9,,,,,,,,0.1,,4010.0,,,,,,,4010.0,0.41,0.11,,,0.23,0.23,6454092.0,174905893.2,,173.06,0.23,39.03,0.3614,41.25,0.0063,27.1
2016-05-26,35009.0,948568.86,0.09,0.4,0.03,0.96,0.0,541900.0,15009.0,20000.0,406668.86,,,,,,,,,,,,,,,,,6009.0,0.41,0.17,,,0.23,0.23,6467647.0,175240895.47,,173.24,0.23,25.69,0.3975,53.8,0.0054,27.095
2016-05-27,19000.0,514235.0,0.05,0.21,0.01,0.53,0.0,378910.0,5000.0,14000.0,135325.0,,,,,,,,0.27,,10009.0,,,,,,,6000.0,0.14,0.16,,,0.08,0.08,6498152.0,175872483.88,,174.65,0.08,34.55,0.3361,36.32,0.0029,27.065
2016-05-30,19000.0,514900.0,0.05,0.21,0.01,0.53,0.0,379400.0,5000.0,14000.0,135500.0,,,,,,,,,,,,,,,,,,0.14,,,,0.08,0.08,6499021.0,176123469.1,,174.12,0.08,34.6,0.3362,36.29,0.0029,27.1
2016-05-31,19000.0,524020.0,0.05,0.21,0.01,0.53,0.0,386120.0,5000.0,14000.0,137900.0,,,,,,,,,,,,,,,,,,0.14,,,,0.08,0.08,6520951.0,179847828.58,,175.18,0.08,34.98,0.3363,36.12,0.0029,27.58
2016-06-01,19000.0,516990.0,0.05,0.17,0.01,0.53,0.0,380940.0,5000.0,14000.0,136050.0,,,,,,,,,,,,,,,,,,0.14,,,,0.08,0.08,6542543.0,178022595.03,,177.23,0.08,34.34,0.3363,36.57,0.0029,27.21
2016-06-02,149401.0,4077153.29,0.38,1.36,0.11,4.1,0.0,2620767.86,81890.0,96034.0,2234778.1,,,45000.0,1.46,,28523.0,,,53511.0,,,,1.46,45000.0,0.79,31890.0,,2.23,,,,1.22,1.22,6625257.0,180803263.53,,178.62,1.24,28.77,0.4215,57.65,0.0223,27.29
2016-06-03,161648.0,4339440.56,0.41,1.46,0.12,4.37,0.0,2997190.56,91390.0,111648.0,2453364.55,,,,,,15614.0,,,,,,,,,0.44,9500.0,,2.45,,,,1.36,1.36,6642381.0,178314717.95,,177.77,1.36,25.25,0.3496,51.03,0.024,26.845
2016-06-06,202711.0,5493468.1,0.52,1.86,0.15,5.49,0.0,2922762.1,125162.0,107851.0,3391890.2,,,,0.22,,,,0.29,7291.0,11088.0,,,0.22,,,44860.0,11088.0,3.37,0.3,,,1.81,1.81,6781104.0,183767918.4,,180.73,1.83,29.02,0.2628,37.24,0.0294,27.1
2016-06-07,182605.0,4876466.53,0.47,1.69,0.14,5.0,0.0,2736755.11,110043.0,102481.0,2938698.32,,,,,,,,0.49,,18579.0,,,,,,3460.0,5370.0,2.97,0.14,,,1.59,1.59,6806476.0,181766941.58,,182.35,1.6,22.39,0.2752,42.94,0.0264,26.705
2016-06-08,189518.0,5035493.26,0.48,1.75,0.14,5.1,0.0,2803161.57,113496.0,105501.0,3015588.72,,,3893.0,0.08,,,,0.01,3020.0,440.0,,,0.08,3893.0,,,,3.02,,,,1.64,1.64,6803062.0,180757357.34,,180.25,1.65,21.95,0.2699,41.89,0.0274,26.57
2016-06-09,186521.0,4961458.6,0.48,1.7,0.14,5.03,0.0,2726606.4,113969.0,102504.0,3031575.4,,,,,,,,0.08,,2997.0,,,,,,3470.0,2997.0,3.04,0.09,,,1.66,1.66,6770405.0,180092773.0,,179.31,1.67,22.31,0.2757,43.07,0.0271,26.6
2016-06-10,182364.0,4746023.1,0.46,1.63,0.14,4.9,0.0,2559480.67,106342.0,98347.0,2767550.55,,,,,,,,0.2,,7627.0,,,,,,,4157.0,2.83,0.12,,,1.54,1.54,6789599.0,176699313.98,,179.52,1.55,23.13,0.2854,44.59,0.0264,26.025
2016-06-13,184961.0,4769219.39,0.47,1.66,0.14,4.83,0.0,2497251.47,105101.0,96849.0,2710029.29,,,4095.0,0.09,,,,0.14,3838.0,5336.0,,,0.09,4095.0,,,5336.0,2.72,0.16,,,1.54,1.54,6736188.0,173692607.58,,174.87,1.53,25.91,0.2882,43.65,0.027,25.785
2016-06-14,182020.0,4707947.3,0.46,1.56,0.14,4.74,0.0,2428930.42,103149.0,93908.0,2667948.88,,,,,,,,0.05,,1952.0,,,,,,,2941.0,2.67,0.08,,,1.51,1.51,6739228.0,174310132.22,,174.4,1.51,26.39,0.2994,44.86,0.0266,25.865
2016-06-15,166482.0,4245291.0,0.42,1.46,0.13,4.31,0.0,2099287.5,91686.0,82325.0,2337993.0,,,,,,,,0.29,,11463.0,,,,,,,11583.0,2.36,0.31,,,1.34,1.34,6771996.0,172685898.0,,174.56,1.34,26.81,0.3459,50.86,0.0243,25.5
2016-06-16,183874.0,4596850.0,0.47,1.59,0.14,4.72,0.0,2394625.0,99927.0,95785.0,2498175.0,,,3932.0,0.13,,8466.0,,,4994.0,,,,0.13,3932.0,0.23,4309.0,,2.55,,,,1.45,1.45,6774810.0,169370250.0,,172.96,1.45,23.78,0.2884,45.39,0.0267,25.0
2016-06-17,161314.0,4127218.69,0.41,1.39,0.12,4.05,0.0,1873461.63,99927.0,73225.0,2556632.3,,,,0.12,,,,,4720.0,,,,0.12,,,,27280.0,2.5,0.73,,,1.46,1.46,6764811.0,173077689.44,,170.18,1.44,28.95,0.2271,30.96,0.0235,25.585
2016-06-20,131356.0,3427078.04,0.33,1.27,0.1,3.38,0.0,1784738.63,74904.0,68407.0,1954245.36,,,1122.0,0.05,,,,0.76,1743.0,31724.0,,,0.05,1122.0,,5579.0,6561.0,1.92,0.17,,,1.09,1.09,6784335.0,177003300.15,,173.94,1.09,30.28,0.2392,32.74,0.0192,26.09
2016-06-21,123531.0,3238982.82,0.31,1.16,0.09,3.27,0.0,1793631.54,67079.0,68407.0,1758811.38,,,,,,,,0.18,,7825.0,,,,,,,,1.76,,,,0.98,0.98,6791695.0,178078242.9,,177.67,0.98,30.07,0.2393,32.93,0.018,26.22
2016-06-22,113564.0,2975376.8,0.29,1.04,0.09,3.0,0.0,1531128.0,57867.0,58440.0,1516115.4,,,1000.0,,,,,0.27,,10212.0,,,,1000.0,,,9967.0,1.51,0.26,,,0.84,0.84,6803830.0,178260346.0,,178.06,0.84,33.6,0.2826,36.42,0.0166,26.2
2016-06-23,154098.0,4026580.74,0.39,1.42,0.12,4.05,0.0,1279690.62,106867.0,48974.0,2792434.71,,,24000.0,,,,,,,,,,,24000.0,,25000.0,9466.0,2.8,0.26,,,1.55,1.55,6777702.0,177101353.26,,176.87,1.56,28.8,0.2454,31.03,0.0224,26.13
2016-06-24,145467.0,3643948.35,0.37,1.36,0.11,3.84,0.0,1108562.7,102956.0,44254.0,2579047.8,,,,,,,,0.1,,3911.0,,,,,,,4720.0,2.7,0.13,,,1.5,1.5,6778460.0,169800423.0,,176.91,1.51,27.16,0.2664,34.59,0.0211,25.05
2016-06-27,143724.0,3436440.84,0.37,1.28,0.11,3.62,0.0,1016438.01,101213.0,42511.0,2420002.83,,,,,,,,0.05,,1743.0,,,,,,,1743.0,2.54,0.05,,,1.47,1.47,6780121.0,162112693.11,,171.01,1.46,27.82,0.276,35.01,0.0209,23.91
2016-06-28,184363.0,4554687.92,0.47,1.62,0.14,4.41,0.0,1050234.25,141852.0,42511.0,3504453.66,,,,,,,,0.13,,4386.0,,,,,,45025.0,,3.39,,,,2.08,2.08,6679818.0,165024903.69,,163.59,2.03,24.09,0.3417,49.62,0.027,24.705
2016-06-29,184363.0,4645947.6,0.47,1.62,0.14,4.56,0.0,1071277.2,141852.0,42511.0,3574670.4,,,,,,,,,,,,,,,,,,3.5,,,,2.06,2.06,6742596.0,169913419.2,,168.3,2.04,24.14,0.3419,49.62,0.0268,25.2
2016-06-30,163213.0,4288421.58,0.42,1.43,0.12,4.13,0.0,1116976.52,120702.0,42511.0,3171445.05,,,,,,,,0.62,,25000.0,,,,,,3850.0,,3.04,,,,1.75,1.75,6778672.0,178109606.8,,172.73,1.73,28.72,0.4325,58.71,0.0237,26.275
2016-07-01,118213.0,3005565.53,0.3,1.02,0.09,3.08,0.0,1178728.43,79462.0,46361.0,2020321.35,,,3760.0,,,3850.0,,1.13,,45000.0,,,,3760.0,0.11,,,2.09,,,,1.16,1.16,6770201.0,172132360.43,,176.53,1.17,27.75,0.4369,59.54,0.0173,25.425
2016-07-04,176030.0,4463240.65,0.45,1.54,0.13,4.49,0.0,1628120.62,122633.0,64213.0,3109359.72,,,25713.0,,,17852.0,,0.02,,394.0,,,,25713.0,0.45,17852.0,,3.12,,,,1.79,1.79,6727030.0,170563845.65,,171.81,1.78,23.91,0.3073,44.77,0.0257,25.355
2016-07-05,136908.0,3443236.2,0.35,1.21,0.1,3.51,0.0,1287151.85,96545.0,51179.0,2428106.75,,,,0.19,,,,0.66,6966.0,26088.0,,,0.19,,,,20000.0,2.45,0.49,,,1.41,1.41,6756358.0,169922403.7,,172.5,1.4,30.92,0.2742,39.0,0.02,25.15
2016-07-06,111663.0,2789900.06,0.28,1.01,0.08,2.83,0.0,842544.17,83811.0,33722.0,2094017.84,,,22523.0,,,,,0.89,,35257.0,,,,22523.0,,,17457.0,2.11,0.46,,,1.22,1.22,6769092.0,169125763.62,,171.55,1.21,22.55,0.3967,57.67,0.0163,24.985
2016-07-07,110166.0,2768471.58,0.28,1.02,0.08,2.77,0.0,916566.49,80584.0,36473.0,2025075.92,,,,0.07,,,,0.08,2751.0,3227.0,,,0.07,,,,,2.01,,,,1.18,1.18,6774696.0,170248110.48,,171.03,1.16,17.83,0.3967,58.74,0.0161,25.13
2016-07-08,114839.0,2941600.99,0.29,1.05,0.09,2.9,0.0,910254.64,81497.0,35536.0,2087545.66,,,5610.0,,,,,0.12,,4697.0,,,,5610.0,,,937.0,2.05,0.02,,,1.19,1.19,6767139.0,173340265.49,,171.82,1.18,18.04,0.4035,59.44,0.0168,25.615
2016-07-11,122495.0,3171395.55,0.31,1.13,0.09,3.15,0.0,1008467.28,88970.0,38952.0,2303433.3,,,2046.0,0.09,,,,,3416.0,,,,0.09,2046.0,,5427.0,,2.28,,,,1.3,1.3,6767687.0,175215416.43,,174.07,1.29,21.29,0.3647,54.46,0.0179,25.89
2016-07-12,113485.0,2923373.6,0.29,1.05,0.09,2.96,0.0,1121951.04,75358.0,43554.0,1941222.08,,,4240.0,0.13,,,,0.45,4602.0,17852.0,,,0.13,4240.0,,,,1.95,,,,1.1,1.1,6786478.0,174819673.28,,175.8,1.1,28.87,0.278,38.14,0.0165,25.76
2016-07-13,104892.0,2713556.04,0.27,1.17,0.08,2.72,0.0,1126741.98,65940.0,43554.0,1705867.8,,,4192.0,,,,,0.35,,13610.0,,,,4192.0,,,,1.7,,,,0.96,0.96,6793701.0,175753044.87,,175.49,0.96,24.87,0.269,38.15,0.0153,25.87
2016-07-14,83263.0,2194812.68,0.21,0.95,0.06,2.18,0.0,1132188.36,48001.0,42951.0,1265306.36,,,,,,,,0.56,,21629.0,,,,,,3690.0,603.0,1.24,0.02,,,0.7,0.7,6786589.0,178894486.04,,176.36,0.7,31.13,0.2608,35.58,0.0122,26.36
2016-07-15,89202.0,2297397.51,0.23,1.03,0.07,2.38,0.0,1140482.91,50250.0,44282.0,1294188.75,,,4400.0,0.05,,,,0.17,1331.0,6551.0,,,0.05,4400.0,,4400.0,,1.33,,,,0.74,0.74,6774763.0,174484021.07,,177.98,0.74,33.2,0.2575,34.51,0.0131,25.755
2016-07-18,110519.0,2912175.65,0.28,1.26,0.08,2.86,0.0,1106937.15,72907.0,42009.0,1921099.45,,,2269.0,0.06,,,,0.02,2727.0,933.0,,,0.06,2269.0,,21321.0,5000.0,1.88,0.14,,,1.07,1.07,6750301.0,177870431.35,,175.06,1.06,30.43,0.2637,32.01,0.0162,26.35
2016-07-19,108351.0,2813875.47,0.28,1.22,0.08,2.88,0.0,1184206.03,70739.0,45599.0,1837091.83,,,,,,3590.0,,0.05,,2168.0,,,,,0.1,,,1.87,,,,1.05,1.05,6690686.0,173757115.42,,175.73,1.05,28.23,0.2629,33.3,0.016,25.97
2016-07-20,98351.0,2631872.76,0.25,1.09,0.07,2.57,0.0,1086429.24,65739.0,40599.0,1759175.64,,,,,,,,0.15,,5000.0,,,,,,,5000.0,1.71,0.13,,,0.97,0.97,6681407.0,178794451.32,,174.32,0.97,30.42,0.2985,35.74,0.0146,26.76
2016-07-21,102262.0,2705852.52,0.26,1.12,0.08,2.75,0.0,1066761.36,69650.0,40316.0,1842939.0,,,,,,,,0.01,,283.0,,,,,,4194.0,283.0,1.86,0.0,,,1.03,1.03,6678221.0,176705727.66,,177.23,1.04,33.28,0.3013,34.75,0.0152,26.46
