,C40 FP Equity_DX_DSS,C40 FP Equity_PX_LAST
2009-06-30,0.0,32.675
2009-07-01,0.0,33.62
2009-07-02,0.0,32.51
2009-07-03,0.0,32.515
2009-07-06,0.0,32.195
2009-07-07,,31.725
2009-07-08,,31.385
2009-07-09,,31.605
2009-07-10,,31.11
2009-07-13,,31.92
2009-07-14,,32.23
2009-07-15,,33.09
2009-07-16,,33.42
2009-07-17,,33.61
2009-07-20,,34.065
2009-07-21,,34.475
2009-07-22,,34.42
2009-07-23,,35.185
2009-07-24,,35.16
2009-07-27,,35.225
2009-07-28,,34.735
2009-07-29,,35.1
2009-07-30,,35.8
2009-07-31,,35.76
2009-08-03,,36.375
2009-08-04,,36.355
2009-08-05,,36.045
2009-08-06,,36.355
2009-08-07,,36.815
2009-08-10,,36.63
2009-08-11,,36.09
2009-08-12,,36.605
2009-08-13,,36.805
2009-08-14,,36.495
2009-08-17,,35.7
2009-08-18,,36.025
2009-08-19,,36.04
2009-08-20,,36.58
2009-08-21,,37.75
2009-08-24,,38.075
2009-08-25,,38.41
2009-08-26,,38.235
2009-08-27,,38.05
2009-08-28,,38.605
2009-08-31,,38.245
2009-09-01,,37.42
2009-09-02,,37.33
2009-09-03,,37.21
2009-09-04,,37.63
2009-09-07,,38.18
2009-09-08,,38.275
2009-09-09,,38.845
2009-09-10,,38.825
2009-09-11,,39.125
2009-09-14,,39.04
2009-09-15,,39.195
2009-09-16,,39.89
2009-09-17,,40.11
2009-09-18,,40.04
2009-09-21,,39.935
2009-09-22,,39.88
2009-09-23,,39.99
2009-09-24,,39.31
2009-09-25,,39.105
2009-09-28,,40.025
2009-09-29,,39.86
2009-09-30,,39.64
2009-10-01,,38.925
2009-10-02,,38.125
2009-10-05,,38.44
2009-10-06,,39.425
2009-10-07,,39.295
2009-10-08,,39.86
2009-10-09,,39.69
2009-10-12,,40.165
2009-10-13,,39.81
2009-10-14,,40.585
2009-10-15,,40.64
2009-10-16,,40.01
2009-10-19,,40.66
2009-10-20,,40.38
2009-10-21,,40.53
2009-10-22,,39.965
2009-10-23,,40.295
2009-10-26,,39.22
2009-10-27,,39.155
2009-10-28,,38.28
2009-10-29,,38.86
2009-10-30,,37.7
2009-11-02,,38.005
2009-11-03,,37.455
2009-11-04,,38.39
2009-11-05,,38.77
2009-11-06,,38.76
2009-11-09,,39.535
2009-11-10,,39.625
2009-11-11,,39.91
2009-11-12,,39.78
2009-11-13,,39.975
2009-11-16,,40.5
2009-11-17,,40.235
2009-11-18,,40.175
2009-11-19,,39.51
2009-11-20,,39.165
2009-11-23,,40.035
2009-11-24,,39.68
2009-11-25,,40.045
2009-11-26,,38.625
2009-11-27,,39.06
2009-11-30,,38.675
2009-12-01,,39.665
2009-12-02,,39.825
2009-12-03,,39.84
2009-12-04,,40.325
2009-12-07,,40.35
2009-12-08,,39.75
2009-12-09,,39.39
2009-12-10,,39.895
2009-12-11,,39.95
2009-12-14,,40.295
2009-12-15,,40.35
2009-12-16,,40.71
2009-12-17,,40.245
2009-12-18,,39.865
2009-12-21,,40.79
2009-12-22,,41.02
2009-12-23,,41.175
2009-12-24,,40.9
2009-12-28,,41.535
2009-12-29,,41.605
2009-12-30,,41.41
2009-12-31,,41.56
2010-01-04,,42.19
2010-01-05,,42.2
2010-01-06,,42.26
2010-01-07,,42.28
2010-01-08,,42.465
2010-01-11,,42.51
2010-01-12,,41.99
2010-01-13,,42.11
2010-01-14,,42.275
2010-01-15,,41.59
2010-01-18,,41.835
2010-01-19,,42.12
2010-01-20,,41.325
2010-01-21,,40.525
2010-01-22,,40.11
2010-01-25,,39.65
2010-01-26,,40.065
2010-01-27,,39.495
2010-01-28,,38.795
2010-01-29,,39.36
2010-02-01,,39.58
2010-02-02,,40.09
2010-02-03,,39.855
2010-02-04,,38.765
2010-02-05,,37.47
2010-02-08,,37.89
2010-02-09,,38.175
2010-02-10,,38.185
2010-02-11,,38.09
2010-02-12,,37.87
2010-02-15,,38.02
2010-02-16,,38.625
2010-02-17,,39.185
2010-02-18,,39.41
2010-02-19,,39.595
2010-02-22,,39.485
2010-02-23,,38.995
2010-02-24,,39.08
2010-02-25,,38.24
2010-02-26,,39.055
2010-03-01,,39.645
2010-03-02,,40.09
2010-03-03,,40.39
2010-03-04,,40.195
2010-03-05,,41.055
2010-03-08,,41.055
2010-03-09,,41.1
2010-03-10,,41.43
2010-03-11,,41.265
2010-03-12,,41.275
2010-03-15,,40.94
2010-03-16,,41.375
2010-03-17,,41.61
2010-03-18,,41.41
2010-03-19,,41.25
2010-03-22,,41.29
2010-03-23,,41.53
2010-03-24,,41.51
2010-03-25,,42.06
2010-03-26,,41.925
2010-03-29,,42.025
2010-03-30,,41.9
2010-03-31,,41.75
2010-04-01,,42.415
2010-04-06,,42.63
2010-04-07,,42.3
2010-04-08,,41.845
2010-04-09,,42.56
2010-04-12,,42.595
2010-04-13,,42.385
2010-04-14,,42.655
2010-04-15,,42.775
2010-04-16,,42.01
2010-04-19,,41.73
2010-04-20,,42.3
2010-04-21,,41.795
2010-04-22,,41.255
2010-04-23,,41.64
2010-04-26,,42.01
2010-04-27,,40.265
2010-04-28,,39.625
2010-04-29,,40.38
2010-04-30,,40.195
2010-05-03,,40.325
2010-05-04,,38.975
2010-05-05,,38.55
2010-05-06,,37.87
2010-05-07,,36.13
2010-05-10,,39.5
2010-05-11,,39.265
2010-05-12,,39.63
2010-05-13,,39.62
2010-05-14,,37.92
2010-05-17,,37.745
2010-05-18,,38.42
2010-05-19,,37.5
2010-05-20,,36.795
2010-05-21,,36.955
2010-05-24,,36.9
2010-05-25,,35.67
2010-05-26,,36.58
2010-05-27,,37.895
2010-05-28,,37.925
2010-05-31,,37.825
2010-06-01,,37.785
2010-06-02,,37.73
2010-06-03,,38.42
2010-06-04,,37.35
2010-06-07,,36.915
2010-06-08,,36.555
2010-06-09,,37.215
2010-06-10,,37.95
2010-06-11,,38.315
2010-06-14,,39.225
2010-06-15,,39.605
2010-06-16,,39.78
2010-06-17,,39.88
2010-06-18,,39.9
2010-06-21,,40.43
2010-06-22,,40.11
2010-06-23,,39.435
2010-06-24,,38.51
2010-06-25,,38.12
2010-06-28,,38.72
2010-06-29,,37.18
2010-06-30,,37.29
2010-07-01,,36.17
2010-07-02,,36.3
2010-07-05,,36.16
2010-07-06,,37.085
2010-07-07,,37.745
2010-07-08,,38.325
2010-07-09,,38.53
2010-07-12,,38.675
2010-07-13,,39.41
2010-07-14,,39.38
2010-07-15,,38.825
2010-07-16,,37.945
2010-07-19,,37.78
2010-07-20,,37.595
2010-07-21,,37.84
2010-07-22,,39.06
2010-07-23,,39.085
2010-07-26,,39.425
2010-07-27,,39.745
2010-07-28,,39.77
2010-07-29,,39.565
2010-07-30,,39.45
2010-08-02,,40.655
2010-08-03,,40.58
2010-08-04,,40.77
2010-08-05,,40.8
2010-08-06,,40.295
2010-08-09,,40.965
2010-08-10,,40.46
2010-08-11,,39.325
2010-08-12,,39.26
2010-08-13,,39.125
2010-08-16,,38.99
2010-08-17,,39.705
2010-08-18,,39.52
2010-08-19,,38.745
2010-08-20,,38.22
2010-08-23,,38.495
2010-08-24,,37.85
2010-08-25,,37.41
2010-08-26,,37.65
2010-08-27,,38.005
2010-08-30,,37.84
2010-08-31,,37.85
2010-09-01,,39.355
2010-09-02,0.0,39.435
2010-09-03,0.0,39.87
2010-09-06,,39.995
2010-09-07,,39.55
2010-09-08,,39.915
2010-09-09,,40.405
2010-09-10,,40.45
2010-09-13,,40.905
2010-09-14,,40.97
2010-09-15,,40.775
2010-09-16,0.0,40.57
2010-09-17,0.0,40.425
2010-09-20,0.0,41.105
2010-09-21,0.0,41.065
2010-09-22,0.0,40.55
2010-09-23,0.0,40.325
2010-09-24,0.0,41.05
2010-09-27,0.0,40.885
2010-09-28,,40.855
2010-09-29,,40.56
2010-09-30,,40.26
2010-10-01,,40.1
2010-10-04,,39.625
2010-10-05,,40.505
2010-10-06,,40.885
2010-10-07,,40.95
2010-10-08,,40.88
2010-10-11,,40.885
2010-10-12,,40.72
2010-10-13,,41.14
2010-10-14,,41.455
2010-10-15,,41.54
2010-10-18,,41.63
2010-10-19,,41.335
2010-10-20,,41.55
2010-10-21,,42.115
2010-10-22,,42.0
2010-10-25,,42.03
2010-10-26,,41.785
2010-10-27,,41.4
2010-10-28,,41.65
2010-10-29,,41.615
2010-11-01,,41.705
2010-11-02,,41.935
2010-11-03,,41.72
2010-11-04,,42.51
2010-11-05,,42.53
2010-11-08,,42.485
2010-11-09,,42.81
2010-11-10,,42.25
2010-11-11,,42.03
2010-11-12,,41.79
2010-11-15,,42.14
2010-11-16,,41.03
2010-11-17,,41.345
2010-11-18,,42.145
2010-11-19,0.0,42.105
2010-11-22,0.0,41.67
2010-11-23,0.0,40.605
2010-11-24,0.0,40.905
2010-11-25,0.0,41.015
2010-11-26,0.0,40.66
2010-11-29,0.0,39.695
2010-11-30,0.0,39.42
2010-12-01,0.0,39.98
2010-12-02,0.0,40.89
2010-12-03,0.0,40.9
2010-12-06,0.0,40.915
2010-12-07,0.0,41.58
2010-12-08,0.0,41.805
2010-12-09,0.0,42.08
2010-12-10,0.0,42.095
2010-12-13,0.0,42.47
2010-12-14,,42.59
2010-12-15,,42.36
2010-12-16,,42.435
2010-12-17,,42.23
2010-12-20,,42.41
2010-12-21,,42.845
2010-12-22,,42.79
2010-12-23,,42.695
2010-12-24,,42.565
2010-12-27,,42.16
2010-12-28,,42.14
2010-12-29,,42.465
2010-12-30,,42.02
2010-12-31,,41.58
2011-01-03,,42.565
2011-01-04,,42.73
2011-01-05,,42.625
2011-01-06,,42.62
2011-01-07,,42.18
2011-01-10,,41.515
2011-01-11,,42.165
2011-01-12,,43.08
2011-01-13,,43.395
2011-01-14,,43.475
2011-01-17,,43.395
2011-01-18,,43.78
2011-01-19,,43.42
2011-01-20,,43.26
2011-01-21,,43.865
2011-01-24,,44.015
2011-01-25,,43.885
2011-01-26,,44.165
2011-01-27,,44.295
2011-01-28,,43.635
2011-01-31,,43.7
2011-02-01,,44.425
2011-02-02,,44.35
2011-02-03,,44.005
2011-02-04,,44.125
2011-02-07,,44.625
2011-02-08,,44.795
2011-02-09,,44.65
2011-02-10,,44.665
2011-02-11,,44.77
2011-02-14,,44.71
2011-02-15,,44.835
2011-02-16,,45.295
2011-02-17,,45.305
2011-02-18,,45.355
2011-02-21,,44.7
2011-02-22,,44.25
2011-02-23,,43.785
2011-02-24,,43.755
2011-02-25,,44.4
2011-02-28,,44.825
2011-03-01,,44.365
2011-03-02,,44.03
2011-03-03,,44.31
2011-03-04,,43.865
2011-03-07,,43.545
2011-03-08,,43.815
2011-03-09,,43.59
2011-03-10,,43.255
2011-03-11,,42.88
2011-03-14,,42.325
2011-03-15,,41.285
2011-03-16,,40.355
2011-03-17,,41.315
2011-03-18,,41.595
2011-03-21,,42.585
2011-03-22,,42.505
2011-03-23,,42.72
2011-03-24,,43.3
2011-03-25,,43.35
2011-03-28,,43.37
2011-03-29,,43.515
2011-03-30,,43.91
2011-03-31,,43.545
2011-04-01,,44.245
2011-04-04,,44.125
2011-04-05,,44.09
2011-04-06,,44.155
2011-04-07,,43.93
2011-04-08,,44.305
2011-04-11,,44.065
2011-04-12,,43.37
2011-04-13,,43.685
2011-04-14,,43.285
2011-04-15,,43.355
2011-04-18,,42.305
2011-04-19,,42.65
2011-04-20,,43.64
2011-04-21,,43.885
2011-04-26,,44.12
2011-04-27,,44.385
2011-04-28,,44.78
2011-04-29,,44.985
2011-05-02,,44.985
2011-05-03,,44.865
2011-05-04,,44.38
2011-05-05,,44.05
2011-05-06,,44.65
2011-05-09,,44.065
2011-05-10,,44.62
2011-05-11,,44.73
2011-05-12,,44.32
2011-05-13,,44.275
2011-05-16,,44.145
2011-05-17,,43.615
2011-05-18,,43.975
2011-05-19,,44.52
2011-05-20,,44.335
2011-05-23,,43.585
2011-05-24,,43.715
2011-05-25,,43.83
2011-05-26,,43.735
2011-05-27,,44.09
2011-05-30,,44.005
2011-05-31,,44.775
2011-06-01,,44.325
2011-06-02,,43.555
2011-06-03,,43.535
2011-06-06,,43.325
2011-06-07,,43.425
2011-06-08,,43.04
2011-06-09,,43.45
2011-06-10,,42.745
2011-06-13,,42.775
2011-06-14,,43.41
2011-06-15,,42.785
2011-06-16,,42.62
2011-06-17,,42.985
2011-06-20,,42.745
2011-06-21,,43.525
2011-06-22,,43.525
2011-06-23,,42.59
2011-06-24,,42.58
2011-06-27,,42.67
2011-06-28,,43.295
2011-06-29,,44.09
2011-06-30,,44.765
2011-07-01,,45.06
2011-07-04,,45.04
2011-07-05,,44.81
2011-07-06,,44.585
2011-07-07,,44.8
2011-07-08,,44.055
2011-07-11,,42.9
2011-07-12,,42.46
2011-07-13,,42.695
2011-07-14,,42.22
2011-07-15,,41.95
2011-07-18,,41.065
2011-07-19,,41.605
2011-07-20,,42.23
2011-07-21,,42.935
2011-07-22,,43.295
2011-07-25,,42.925
2011-07-26,,42.64
2011-07-27,,42.04
2011-07-28,,41.815
2011-07-29,,41.33
2011-08-01,,40.405
2011-08-02,,39.71
2011-08-03,,38.895
2011-08-04,,37.325
2011-08-05,,36.935
2011-08-08,,35.24
2011-08-09,,35.77
2011-08-10,,33.75
2011-08-11,,34.735
2011-08-12,,36.115
2011-08-15,,36.405
2011-08-16,,36.33
2011-08-17,,36.605
2011-08-18,,34.705
2011-08-19,,33.945
2011-08-22,,34.285
2011-08-23,,34.735
2011-08-24,,35.265
2011-08-25,,35.08
2011-08-26,,34.755
2011-08-29,,35.48
2011-08-30,,35.585
2011-08-31,,36.645
2011-09-01,,36.81
2011-09-02,,35.465
2011-09-05,,33.905
2011-09-06,,33.475
2011-09-07,,34.635
2011-09-08,,34.76
2011-09-09,,33.59
2011-09-12,,32.195
2011-09-13,,32.61
2011-09-14,,33.23
2011-09-15,,34.41
2011-09-16,,34.105
2011-09-19,,33.27
2011-09-20,,33.74
2011-09-21,,33.27
2011-09-22,,31.48
2011-09-23,,31.74
2011-09-26,,32.315
2011-09-27,,34.14
2011-09-28,,33.82
2011-09-29,,34.215
2011-09-30,,33.65
2011-10-03,,33.08
2011-10-04,,32.205
2011-10-05,,33.62
2011-10-06,,34.74
2011-10-07,,34.925
2011-10-10,,35.69
2011-10-11,,35.565
2011-10-12,,36.495
2011-10-13,,36.005
2011-10-14,,36.375
2011-10-17,,35.745
2011-10-18,,35.48
2011-10-19,,35.665
2011-10-20,,34.85
2011-10-21,,35.84
2011-10-24,,36.36
2011-10-25,,35.85
2011-10-26,,35.805
2011-10-27,,38.085
2011-10-28,,37.81
2011-10-31,,36.605
2011-11-01,,34.68
2011-11-02,,35.15
2011-11-03,,36.08
2011-11-04,,35.28
2011-11-07,,35.07
2011-11-08,,35.51
2011-11-09,,34.75
2011-11-10,,34.675
2011-11-11,,35.61
2011-11-14,,35.195
2011-11-15,,34.515
2011-11-16,,34.68
2011-11-17,,34.075
2011-11-18,,33.995
2011-11-21,,32.78
2011-11-22,,32.54
2011-11-23,,31.95
2011-11-24,,31.93
2011-11-25,,32.335
2011-11-28,,34.09
2011-11-29,,34.265
2011-11-30,,35.7
2011-12-01,,35.45
2011-12-02,,35.835
2011-12-05,,36.25
2011-12-06,,36.0
2011-12-07,,35.97
2011-12-08,,35.03
2011-12-09,,35.935
2011-12-12,,35.01
2011-12-13,,34.885
2011-12-14,,33.775
2011-12-15,,33.98
2011-12-16,,33.69
2011-12-19,,33.79
2011-12-20,,34.72
2011-12-21,,34.425
2011-12-22,,34.88
2011-12-23,,35.225
2011-12-27,,35.24
2011-12-28,,34.855
2011-12-29,,35.525
2011-12-30,,35.76
2012-01-02,,36.58
2012-01-03,,36.83
2012-01-04,,36.265
2012-01-05,,35.76
2012-01-06,,35.595
2012-01-09,,35.51
2012-01-10,,36.465
2012-01-11,,36.385
2012-01-12,,36.335
2012-01-13,,36.3
2012-01-16,,36.605
2012-01-17,,37.115
2012-01-18,,37.075
2012-01-19,,37.78
2012-01-20,,37.725
2012-01-23,,37.92
2012-01-24,,37.7
2012-01-25,,37.62
2012-01-26,,38.185
2012-01-27,,37.72
2012-01-30,,37.055
2012-01-31,,37.505
2012-02-01,,38.21
2012-02-02,,38.325
2012-02-03,,38.815
2012-02-06,,38.6
2012-02-07,,38.755
2012-02-08,,38.67
2012-02-09,,38.815
2012-02-10,,38.295
2012-02-13,,38.405
2012-02-14,,38.32
2012-02-15,,38.485
2012-02-16,,38.505
2012-02-17,,39.04
2012-02-20,,39.405
2012-02-21,,39.345
2012-02-22,,39.155
2012-02-23,,39.135
2012-02-24,,39.39
2012-02-27,,39.075
2012-02-28,,39.235
2012-02-29,,39.175
2012-03-01,,39.735
2012-03-02,,39.755
2012-03-05,,39.595
2012-03-06,,38.19
2012-03-07,,38.52
2012-03-08,,39.505
2012-03-09,,39.625
2012-03-12,,39.635
2012-03-13,,40.32
2012-03-14,,40.48
2012-03-15,,40.67
2012-03-16,,40.82
2012-03-19,,40.715
2012-03-20,,40.165
2012-03-21,,40.13
2012-03-22,,39.52
2012-03-23,,39.57
2012-03-26,,39.82
2012-03-27,,39.465
2012-03-28,,39.02
2012-03-29,,38.45
2012-03-30,,38.965
2012-04-02,,39.355
2012-04-03,,38.71
2012-04-04,,37.705
2012-04-05,,37.74
2012-04-10,,36.62
2012-04-11,,36.795
2012-04-12,,37.195
2012-04-13,,36.29
2012-04-16,,36.43
2012-04-17,,37.405
2012-04-18,,36.875
2012-04-19,,36.11
2012-04-20,,36.32
2012-04-23,,35.25
2012-04-24,,36.07
2012-04-25,,36.85
2012-04-26,,36.79
2012-04-27,,37.245
2012-04-30,,36.635
2012-05-02,,36.83
2012-05-03,,36.81
2012-05-04,,36.275
2012-05-07,,36.87
2012-05-08,,35.915
2012-05-09,,35.87
2012-05-10,,36.195
2012-05-11,,36.285
2012-05-14,,35.445
2012-05-15,,35.225
2012-05-16,,35.325
2012-05-17,,34.915
2012-05-18,,34.845
2012-05-21,,35.125
2012-05-22,,35.8
2012-05-23,,34.9
2012-05-24,,35.295
2012-05-25,,35.4
2012-05-28,,35.375
2012-05-29,,35.84
2012-05-30,,35.18
2012-05-31,,35.105
2012-06-01,,34.38
2012-06-04,,34.46
2012-06-05,,34.785
2012-06-06,,35.65
2012-06-07,,35.79
2012-06-08,,35.635
2012-06-11,,35.62
2012-06-12,,35.665
2012-06-13,,35.5
2012-06-14,,35.535
2012-06-15,,36.14
2012-06-18,,35.985
2012-06-19,,36.595
2012-06-20,,36.705
2012-06-21,,36.565
2012-06-22,,36.27
2012-06-25,,35.46
2012-06-26,,35.355
2012-06-27,,35.915
2012-06-28,,35.835
2012-06-29,,37.495
2012-07-02,,37.995
2012-07-03,,38.375
2012-07-04,,38.365
2012-07-05,,37.93
2012-07-06,,37.225
2012-07-09,,37.115
2012-07-10,,37.3
2012-07-11,,37.08
2012-07-12,,36.83
2012-07-13,,37.33
2012-07-16,,37.325
2012-07-17,,37.315
2012-07-18,,37.995
2012-07-19,,38.335
2012-07-20,,37.48
2012-07-23,,36.45
2012-07-24,,36.15
2012-07-25,,36.215
2012-07-26,,37.64
2012-07-27,,38.55
2012-07-30,,38.98
2012-07-31,,38.695
2012-08-01,,39.065
2012-08-02,,38.025
2012-08-03,,39.575
2012-08-06,,39.94
2012-08-07,,40.58
2012-08-08,,40.445
2012-08-09,,40.615
2012-08-10,,40.375
2012-08-13,,40.25
2012-08-14,,40.585
2012-08-15,,40.525
2012-08-16,,40.855
2012-08-17,,40.96
2012-08-20,,40.92
2012-08-21,,41.325
2012-08-22,,40.695
2012-08-23,,40.35
2012-08-24,,40.34
2012-08-27,,40.675
2012-08-28,,40.3
2012-08-29,,40.105
2012-08-30,,39.77
2012-08-31,,40.065
2012-09-03,,40.55
2012-09-04,,39.925
2012-09-05,,40.005
2012-09-06,,41.255
2012-09-07,,41.435
2012-09-10,,41.29
2012-09-11,,41.64
2012-09-12,,41.725
2012-09-13,,41.23
2012-09-14,,42.15
2012-09-17,,41.845
2012-09-18,,41.4
2012-09-19,,41.55
2012-09-20,,41.335
2012-09-21,,41.545
2012-09-24,,41.225
2012-09-25,,41.485
2012-09-26,,40.41
2012-09-27,,40.625
2012-09-28,,39.675
2012-10-01,,40.575
2012-10-02,,40.315
2012-10-03,,40.225
2012-10-04,,40.18
2012-10-05,,40.82
2012-10-08,,40.22
2012-10-09,,39.89
2012-10-10,,39.785
2012-10-11,,40.335
2012-10-12,,40.085
2012-10-15,,40.44
2012-10-16,,41.35
2012-10-17,,41.685
2012-10-18,,41.79
2012-10-19,,41.415
2012-10-22,,41.125
2012-10-23,,40.26
2012-10-24,,40.47
2012-10-25,,40.305
2012-10-26,,40.575
2012-10-29,,40.24
2012-10-30,,40.855
2012-10-31,,40.475
2012-11-01,,41.045
2012-11-02,,41.21
2012-11-05,,40.73
2012-11-06,,41.1
2012-11-07,,40.255
2012-11-08,,40.235
2012-11-09,,40.455
2012-11-12,,40.295
2012-11-13,,40.53
2012-11-14,,40.165
2012-11-15,,39.955
2012-11-16,,39.5
2012-11-19,,40.64
2012-11-20,,40.89
2012-11-21,,41.095
2012-11-22,,41.33
2012-11-23,,41.705
2012-11-26,,41.36
2012-11-27,,41.38
2012-11-28,,41.55
2012-11-29,,42.175
2012-11-30,,42.065
2012-12-03,,42.175
2012-12-04,,42.32
2012-12-05,,42.425
2012-12-06,,42.545
2012-12-07,,42.62
2012-12-10,,42.685
2012-12-11,,43.05
2012-12-12,,43.115
2012-12-13,,43.015
2012-12-14,,43.065
2012-12-17,,43.085
2012-12-18,,43.21
2012-12-19,,43.425
2012-12-20,,43.45
2012-12-21,,43.39
2012-12-24,,43.215
2012-12-27,,43.495
2012-12-28,,42.905
2012-12-31,,43.095
2013-01-02,,44.175
2013-01-03,,44.05
2013-01-04,,44.18
2013-01-07,,43.89
2013-01-08,,43.905
2013-01-09,,43.99
2013-01-10,,43.865
2013-01-11,,43.89
2013-01-14,,43.96
2013-01-15,,43.84
2013-01-16,,43.92
2013-01-17,,44.345
2013-01-18,,44.29
2013-01-21,,44.58
2013-01-22,,44.315
2013-01-23,,44.15
2013-01-24,,44.43
2013-01-25,,44.75
2013-01-28,,44.795
2013-01-29,,44.84
2013-01-30,,44.625
2013-01-31,,44.245
2013-02-01,,44.7
2013-02-04,,43.385
2013-02-05,,43.765
2013-02-06,,43.135
2013-02-07,,42.695
2013-02-08,,43.2
2013-02-11,,43.265
2013-02-12,,43.64
2013-02-13,,43.78
2013-02-14,,43.515
2013-02-15,,43.36
2013-02-18,,43.425
2013-02-19,,44.24
2013-02-20,,43.91
2013-02-21,,42.955
2013-02-22,,43.92
2013-02-25,,44.09
2013-02-26,,42.89
2013-02-27,,43.735
2013-02-28,,44.12
2013-03-01,,43.845
2013-03-04,,43.95
2013-03-05,,44.85
2013-03-06,,44.665
2013-03-07,,44.925
2013-03-08,,45.505
2013-03-11,,45.44
2013-03-12,,45.485
2013-03-13,,45.44
2013-03-14,,45.81
2013-03-15,,45.475
2013-03-18,,45.37
2013-03-19,,44.835
2013-03-20,,45.465
2013-03-21,,44.805
2013-03-22,,44.74
2013-03-25,,44.23
2013-03-26,,44.485
2013-03-27,,44.07
2013-03-28,,44.26
2013-04-02,,45.145
2013-04-03,,44.535
2013-04-04,,44.215
2013-04-05,,43.475
2013-04-08,,43.5
2013-04-09,,43.54
2013-04-10,,44.39
2013-04-11,,44.78
2013-04-12,,44.235
2013-04-15,,43.99
2013-04-16,,43.73
2013-04-17,,42.67
2013-04-18,,42.695
2013-04-19,,43.295
2013-04-22,,43.355
2013-04-23,,44.9
2013-04-24,,45.64
2013-04-25,,45.645
2013-04-26,,45.33
2013-04-29,,45.995
2013-04-30,,45.88
2013-05-02,,46.05
2013-05-03,,46.745
2013-05-06,,46.69
2013-05-07,,46.905
2013-05-08,,47.335
2013-05-09,,47.255
2013-05-10,,47.575
2013-05-13,,47.49
2013-05-14,,47.805
2013-05-15,,47.97
2013-05-16,,48.045
2013-05-17,,48.315
2013-05-20,,48.575
2013-05-21,,48.825
2013-05-22,,49.015
2013-05-23,,48.005
2013-05-24,,47.905
2013-05-27,,48.34
2013-05-28,,49.06
2013-05-29,,48.175
2013-05-30,,48.435
2013-05-31,,47.915
2013-06-03,,47.575
2013-06-04,,47.625
2013-06-05,,46.75
2013-06-06,,46.295
2013-06-07,,46.975
2013-06-10,,46.875
2013-06-11,,46.305
2013-06-12,,46.085
2013-06-13,,46.145
2013-06-14,,46.215
2013-06-17,,46.935
2013-06-18,,46.925
2013-06-19,,46.675
2013-06-20,,45.025
2013-06-21,,44.48
2013-06-24,,43.805
2013-06-25,,44.49
2013-06-26,,45.355
2013-06-27,,45.8
2013-06-28,,45.49
2013-07-01,,45.84
2013-07-02,,45.58
2013-07-03,,45.06
2013-07-04,,46.345
2013-07-05,,45.715
2013-07-08,,46.57
2013-07-09,,46.8
2013-07-10,,46.785
2013-07-11,,47.135
2013-07-12,,46.985
2013-07-15,,47.245
2013-07-16,,46.915
2013-07-17,,47.18
2013-07-18,,47.805
2013-07-19,,47.815
2013-07-22,,48.005
2013-07-23,,47.81
2013-07-24,,48.285
2013-07-25,,48.195
2013-07-26,,48.365
2013-07-29,,48.335
2013-07-30,,48.57
2013-07-31,,48.6
2013-08-01,,49.195
2013-08-02,,49.275
2013-08-05,,49.295
2013-08-06,,49.135
2013-08-07,,49.205
2013-08-08,,49.53
2013-08-09,,49.66
2013-08-12,,49.645
2013-08-13,,49.865
2013-08-14,,50.135
2013-08-15,,49.855
2013-08-16,,50.22
2013-08-19,,49.77
2013-08-20,,49.125
2013-08-21,,48.94
2013-08-22,,49.41
2013-08-23,,49.585
2013-08-26,,49.525
2013-08-27,,48.365
2013-08-28,,48.26
2013-08-29,,48.565
2013-08-30,,47.9
2013-09-02,,48.735
2013-09-03,,48.38
2013-09-04,,48.465
2013-09-05,,48.815
2013-09-06,,49.305
2013-09-09,,49.19
2013-09-10,,50.125
2013-09-11,,50.185
2013-09-12,,50.02
2013-09-13,,50.145
2013-09-16,,50.575
2013-09-17,,50.49
2013-09-18,,50.785
2013-09-19,,51.2
2013-09-20,,51.35
2013-09-23,,50.99
2013-09-24,,51.16
2013-09-25,,51.165
2013-09-26,,51.09
2013-09-27,,51.07
2013-09-30,,50.555
2013-10-01,,51.165
2013-10-02,,50.69
2013-10-03,,50.3
2013-10-04,,50.74
2013-10-07,,50.74
2013-10-08,,50.4
2013-10-09,,50.33
2013-10-10,,51.45
2013-10-11,,51.46
2013-10-14,,51.48
2013-10-15,,51.915
2013-10-16,,51.75
2013-10-17,,51.685
2013-10-18,,52.255
2013-10-21,,52.135
2013-10-22,,52.345
2013-10-23,,51.955
2013-10-24,,52.135
2013-10-25,,52.075
2013-10-28,,51.86
2013-10-29,,52.16
2013-10-30,,52.085
2013-10-31,,52.415
2013-11-01,,52.075
2013-11-04,,52.26
2013-11-05,,51.835
2013-11-06,,52.255
2013-11-07,,52.185
2013-11-08,,51.935
2013-11-11,,52.305
2013-11-12,,51.995
2013-11-13,,51.695
2013-11-14,,52.245
2013-11-15,,52.405
2013-11-18,,52.765
2013-11-19,,52.17
2013-11-20,,52.135
2013-11-21,,51.955
2013-11-22,,52.245
2013-11-25,,52.52
2013-11-26,,52.245
2013-11-27,,52.435
2013-11-28,,52.535
2013-11-29,,52.51
2013-12-02,,52.375
2013-12-03,,50.995
2013-12-04,,50.66
2013-12-05,,50.13
2013-12-06,,50.495
2013-12-09,,50.545
2013-12-10,,50.025
2013-12-11,,49.96
2013-12-12,,49.745
2013-12-13,,49.62
2013-12-16,,50.41
2013-12-17,,49.855
2013-12-18,,50.32
2013-12-19,,51.165
2013-12-20,,51.36
2013-12-23,,51.66
2013-12-27,,52.4
