,E40 FP Equity_DX_SI_QTY,E40 FP Equity_DX_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,E40 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,E40 FP Equity_DX_SI_MV,E40 FP Equity_DX_DSS,E40 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY,E40 FP Equity_DX_BROKER_SI_QTY,E40 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,E40 FP Equity_DX_BROKER_SI_MV_NEW_x,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,E40 FP Equity_DX_BROKER_SI_MV_INC_x,E40 FP Equity_DX_SUPPLY_SI_MV_NEW,E40 FP Equity_DX_BROKER_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_NEW,E40 FP Equity_DX_SUPPLY_SI_MV_DEC,E40 FP Equity_DX_BROKER_SI_QTY_INC,E40 FP Equity_DX_SUPPLY_SI_QTY_DEC,E40 FP Equity_DX_BROKER_SI_MV_NEW_y,E40 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,E40 FP Equity_DX_BROKER_SI_MV_INC_y,E40 FP Equity_DX_BROKER_SI_MV_ADD,E40 FP Equity_DX_SUPPLY_SI_QTY_ADD,E40 FP Equity_DX_BROKER_SI_QTY_DEC,E40 FP Equity_DX_SUPPLY_SI_MV,E40 FP Equity_DX_BROKER_SI_MV_DEC,E40 FP Equity_DX_SUPPLY_SI_MV_RMV,E40 FP Equity_DX_BROKER_SI_MV_RMV,E40 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,E40 FP Equity_DX_UTILIZATION_QUANTITY,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,E40 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,E40 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,E40 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,E40 FP Equity_DX_ACTIVE_UTILIZATION_MV,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,E40 FP Equity_DX_BROKER_SI_CON_RATIO,E40 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,E40 FP Equity_DX_DEMAND_SUPPLY_RATIO,E40 FP Equity_PX_LAST
2007-05-16,323155.0,13124009.41,9.32,,18.79,,13124009.41,0.0,323155.0,0.0,,,0.0,,,,,24.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.95,0.5074,66.44,0.0,60.98
2007-05-17,340037.0,13768860.14,10.04,,19.83,,13768860.14,0.0,340037.0,0.0,,,1.03,,,,,16900.0,,,,1.03,,,18.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.87,0.4831,62.96,0.0,60.8
2007-05-18,370865.0,15254267.92,10.21,,21.69,,15254267.92,0.0,370865.0,0.0,,,2.07,,,,,33800.0,,,,2.07,,,2972.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.32,0.5209,67.04,219.5767,61.76
2007-05-21,366006.0,15100723.27,9.98,,21.51,,15100723.27,0.0,366006.0,0.0,,,1.32,,,,,20141.0,,,,1.32,,,25000.0,0.0,1.58,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.71,0.4752,60.48,217.6017,61.95
2007-05-22,366030.0,15104151.19,10.24,,21.52,,15104151.19,0.0,366030.0,0.0,,,0.0,,,,,24.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.77,0.4747,60.41,217.2285,61.96
2007-05-23,498859.0,20631824.99,14.45,,29.73,,20631824.99,0.0,498859.0,0.0,,,8.22,,,,,133000.0,,,,8.22,,,171.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.72,0.5665,71.35,300.1558,62.1
2007-05-24,487200.0,20100961.12,14.6,,29.03,,20100961.12,0.0,487200.0,0.0,,,0.0,,,,,33.0,,,,0.0,,,11692.0,0.0,0.73,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.35,0.5941,73.08,292.2615,61.95
2007-05-25,487203.0,20045924.54,15.28,,28.97,,20045924.54,0.0,487203.0,0.0,,,0.0,,,,,3.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.34,0.5942,73.1,292.4388,61.78
2007-05-28,487189.0,19973966.56,16.21,,29.0,,19973966.56,0.0,487189.0,0.0,,,,,,,,,,,,,,,14.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.26,0.595,73.18,293.4873,61.56
2007-05-29,474700.0,19512520.95,17.16,,28.18,,19512520.95,0.0,474700.0,0.0,,,,,,,,,,,,,,,12489.0,0.0,0.74,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.83,0.6267,75.17,286.6546,61.72
2007-05-30,487110.0,19795545.86,17.69,,29.02,,19795545.86,0.0,487110.0,0.0,,,,,12410.0,,,,,,,,0.74,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.25,0.5954,73.21,293.6166,61.02
2007-05-31,474700.0,19657948.04,17.99,,28.19,,19657948.04,0.0,474700.0,0.0,,,,,,,,,,,,,,,12410.0,0.0,0.74,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.67,0.6284,75.33,288.5714,62.18
2007-06-01,453700.0,18978671.38,17.13,,27.13,,18978671.38,0.0,453700.0,0.0,,,,,,,,,,,,,,,21000.0,0.0,1.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.5,0.63,75.5,0.0,62.81
2007-06-04,453700.0,18888023.37,16.22,,27.21,,18888023.37,0.0,453700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.69,0.6281,75.31,0.0,62.51
2007-06-05,453700.0,18697662.55,15.85,,27.16,,18697662.55,0.0,453700.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.6,0.629,75.4,0.0,61.88
2007-06-06,547100.0,22288119.55,19.27,,32.96,,22288119.55,0.0,547100.0,0.0,,,2.4,,56400.0,,,40000.0,,,,2.4,3.51,,3000.0,0.0,0.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.59,0.469,61.77,0.0,61.17
2007-06-07,547100.0,21971123.24,19.95,,32.86,,21971123.24,0.0,547100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.36,0.4702,61.97,0.0,60.3
2007-06-08,547100.0,22043995.96,19.19,,32.77,,22043995.96,0.0,547100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.07,0.4718,62.21,0.0,60.5
2007-06-11,497100.0,20118761.06,16.93,,29.66,,20118761.06,0.0,497100.0,0.0,,,,,,,,,,,,,,,50000.0,0.0,3.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.97,0.4426,58.21,0.0,60.77
2007-06-12,497100.0,20075722.74,17.31,,29.66,,20075722.74,0.0,497100.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.06,0.4422,58.13,0.0,60.64
2007-06-13,453900.0,18406634.56,15.89,,27.19,,18406634.56,0.0,453900.0,0.0,,,,,,,,,,,,,,,43200.0,0.0,2.53,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.98,0.4443,59.1,0.0,60.89
2007-06-14,453900.0,18687767.26,14.69,,27.18,,18687767.26,0.0,453900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.07,0.4439,59.03,0.0,61.82
2007-06-15,413900.0,17242132.32,13.43,,24.97,,17242132.32,0.0,413900.0,0.0,,,,,,,,,,,,,,,40000.0,0.0,2.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.09,0.446,59.85,0.0,62.55
2007-06-18,413900.0,17187001.6,12.77,,25.03,,17187001.6,0.0,413900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.32,0.4449,59.66,0.0,62.35
2007-06-19,413900.0,17134627.42,10.91,,25.01,,17134627.42,0.0,413900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.26,0.4452,59.71,0.0,62.16
2007-06-20,413900.0,17242132.32,10.88,,24.96,,17242132.32,0.0,413900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.19,0.4452,59.73,0.0,62.55
2007-06-21,413900.0,17051931.34,10.3,,25.01,,17051931.34,0.0,413900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.32,0.4449,59.66,0.0,61.86
2007-06-22,398500.0,16396247.41,9.59,,24.0,,16396247.41,0.0,398500.0,0.0,,,2.59,,,,,41000.0,,,,2.59,,,56400.0,0.0,3.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.14,0.5503,65.86,0.0,61.78
2007-06-25,268800.0,11000676.28,7.16,,16.04,,11000676.28,0.0,268800.0,0.0,,,,,,,,,,,,,,,129700.0,0.0,7.95,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.24,0.5862,70.76,2584.6154,61.45
2007-06-26,268800.0,10938019.87,6.99,,16.0,,10938019.87,0.0,268800.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.13,0.5871,70.87,2609.7087,61.1
2007-06-27,227700.0,9212500.96,6.15,,13.64,,9212500.96,0.0,227700.0,0.0,,,,,,,,,,,,,,,41100.0,0.0,2.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.02,0.5511,65.98,2232.3529,60.75
2007-06-28,205500.0,8410115.24,5.64,,12.23,,8410115.24,0.0,205500.0,0.0,,,,,,,,,,,,,,,22200.0,0.0,1.39,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.17,0.5636,67.83,2014.7059,61.45
2007-06-29,205500.0,8479914.4,5.91,,12.29,,8479914.4,0.0,205500.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.39,0.562,67.61,1995.1456,61.96
2007-07-02,187700.0,7722899.97,5.44,,11.21,,7722899.97,0.0,187700.0,0.0,,,,,,,,,,,,,,,17800.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.89,0.5731,69.11,1804.8077,61.78
2007-07-03,178900.0,7412057.42,2.1,,10.72,,7412057.42,0.0,178900.0,0.0,,,,,2300.0,,,,,,,,0.14,,11100.0,0.0,0.62,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.18,0.5459,66.49,868.4466,62.21
2007-07-04,178900.0,7440652.4,2.09,,10.75,,7440652.4,0.0,178900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.33,0.5448,66.34,864.2512,62.45
2007-07-05,158900.0,6569674.29,1.85,,9.52,,6569674.29,0.0,158900.0,0.0,,,,,,,,,,,,,,,20000.0,0.0,1.25,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.11,0.5585,68.38,763.9423,62.08
2007-07-06,158900.0,6624703.78,1.84,,9.5,,6624703.78,0.0,158900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.98,0.5595,68.51,794.5,62.6
2007-07-09,148900.0,6198868.59,1.74,,8.91,,6198868.59,0.0,148900.0,0.0,,,,,,,,,,,,,,,10000.0,0.0,0.63,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.28,0.5415,66.11,744.5,62.51
2007-07-10,148900.0,6132427.35,1.76,,8.92,,6132427.35,0.0,148900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.25,0.5417,66.14,744.5,61.84
2007-07-11,148900.0,6073919.39,1.76,,8.85,,6073919.39,0.0,148900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.01,0.5432,66.37,744.5,61.25
2007-07-12,148900.0,6194901.95,1.78,,8.84,,6194901.95,0.0,148900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.8,0.5447,66.58,744.5,62.47
2007-07-13,179900.0,7527771.99,2.15,,10.81,,7527771.99,0.0,179900.0,0.0,,,1.91,,,,,31000.0,,,,1.91,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.52,0.5911,72.16,899.5,62.83
2007-07-16,179900.0,7524177.64,2.25,,10.82,,7524177.64,0.0,179900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.63,0.5901,72.04,899.5,62.8
2007-07-17,179900.0,7487036.0,2.27,,10.83,,7487036.0,0.0,179900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.62,0.5901,72.05,899.5,62.49
2007-07-18,256900.0,10511956.25,3.26,,15.63,,10511956.25,0.0,256900.0,0.0,,,4.83,,,,,77000.0,,,,4.83,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.35,0.6855,80.73,1284.5,61.44
2007-07-19,256900.0,10573549.74,3.33,,15.56,,10573549.74,0.0,256900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.1,0.6888,80.99,1284.5,61.8
2007-07-20,256900.0,10450362.75,3.4,,15.63,,10450362.75,0.0,256900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.16,0.688,80.93,1284.5,61.08
2007-07-23,276900.0,11350611.16,3.63,,16.8,,11350611.16,0.0,276900.0,0.0,,,1.2,,,,,20000.0,,,,1.2,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.68,0.7082,82.48,1384.5,61.55
2007-07-24,276900.0,11182795.46,3.54,,16.83,,11182795.46,0.0,276900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.79,0.7068,82.37,1384.5,60.64
2007-07-25,168900.0,6759274.55,2.18,,10.06,,6759274.55,0.0,168900.0,0.0,,,,,,,,,,,,,,,108000.0,0.0,6.84,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.68,0.5796,70.91,844.5,60.09
2007-07-26,168900.0,6569173.46,2.26,,10.02,,6569173.46,0.0,168900.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.5,0.5812,71.09,844.5,58.4
2007-07-27,148900.0,5741713.19,1.83,,8.7,,5741713.19,0.0,148900.0,0.0,,,,,,,,,,,,,,,20000.0,0.0,1.3,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.81,0.5528,67.65,744.5,57.9
2007-07-30,191600.0,7426543.39,2.19,,11.16,,7426543.39,0.0,191600.0,0.0,,,2.46,,,,,42700.0,,,,2.46,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.72,0.3904,52.79,958.0,58.2
2007-07-31,191600.0,7528626.46,2.16,,11.17,,7528626.46,0.0,191600.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.79,0.3896,52.66,958.0,59.0
2007-08-01,144900.0,5626070.55,1.62,,8.44,,5626070.55,0.0,144900.0,0.0,,,,,,,,,,,,,,,46700.0,0.0,2.75,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.9,0.3816,50.29,45.2813,58.3
2007-08-02,251066.0,9825121.37,2.89,,14.59,,9825121.37,0.0,251066.0,0.0,,,5.22,,43166.0,,,90000.0,,,,5.22,2.51,,27000.0,0.0,1.57,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.31,0.4797,64.81,78.4581,58.76
2007-08-03,251338.0,9656659.7,2.94,,14.57,,9656659.7,0.0,251338.0,0.0,,,0.03,,,,,371.0,,,,0.03,,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.32,0.479,64.75,78.5431,57.69
2007-08-06,250605.0,9473279.52,2.93,,14.53,,9473279.52,0.0,250605.0,0.0,,,,,,,,,,,,,,,733.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.22,0.4817,65.03,78.3141,56.76
2007-08-07,220906.0,8472719.4,2.58,,12.83,,8472719.4,0.0,220906.0,0.0,,,,,,,,,,,,,,,29699.0,0.0,1.69,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.15,0.446,61.08,69.0331,57.59
2007-08-08,204789.0,8057778.88,2.4,,11.84,,8057778.88,0.0,204789.0,0.0,,,0.05,,,,,783.0,,,,0.05,,,16900.0,0.0,1.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.04,0.4156,57.24,63.9966,59.08
2007-08-09,237374.0,9090111.83,2.62,,13.79,,9090111.83,0.0,237374.0,0.0,4.38,,0.04,,,75000.0,,885.0,,4.38,,0.04,,,43300.0,0.0,2.51,,,0.0,0.0,3200.0,122542.31,,0.19,0.0,31.74,0.3761,49.13,74.1794,57.5
2007-08-10,236216.0,8805070.78,2.59,,13.74,,8805070.78,0.0,236216.0,0.0,,,,,,,,,,,,,,,1158.0,0.0,0.07,,,0.0,0.0,3200.0,119281.62,,0.18,0.0,31.9,0.3781,49.39,73.8175,55.97
2007-08-13,235087.0,8936774.75,2.43,,13.66,,8936774.75,0.0,235087.0,0.0,,,,,,,,,,,,,,,1129.0,0.0,0.08,,,0.0,0.0,3200.0,121647.22,,0.18,0.0,32.07,0.3802,49.63,73.4647,57.08
2007-08-14,175957.0,6596385.54,3.83,,10.19,,6596385.54,0.0,175957.0,0.0,,,0.03,,,,,870.0,,,,0.03,,,60000.0,0.0,3.53,,,0.0,0.0,200.0,7497.72,,0.01,0.0,32.15,0.345,42.88,879.785,56.29
2007-08-15,232871.0,8655569.82,4.63,,13.34,,8655569.82,0.0,232871.0,0.0,,,,,57000.0,,,,,,,,3.18,,86.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.58,0.2574,32.79,1164.355,55.81
2007-08-16,232897.0,8386649.58,4.51,,13.27,,8386649.58,0.0,232897.0,0.0,,,0.0,,,,,26.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.81,0.2581,33.09,1164.485,54.07
2007-08-17,240431.0,8827682.17,4.73,,13.7,,8827682.17,0.0,240431.0,0.0,,,0.57,,,,,9000.0,,,,0.57,,,1465.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.51,0.2583,31.93,1202.155,55.13
2007-08-20,241139.0,8905067.98,4.09,,13.8,,8905067.98,0.0,241139.0,0.0,,,0.05,,,,,708.0,,,,0.05,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.46,0.2577,31.77,1205.695,55.45
2007-08-21,268985.0,9983557.84,4.56,,15.3,,9983557.84,0.0,268985.0,0.0,,,1.53,,,,,27845.0,,,,1.53,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.79,0.22,28.62,1344.925,55.73
2007-08-22,309311.0,11686282.54,5.08,,17.57,,11686282.54,0.0,309311.0,0.0,,,0.03,,40000.0,,,326.0,,,,0.03,2.23,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.74,0.1836,24.96,1546.555,56.73
2007-08-23,309312.0,11692500.29,4.94,,17.65,,11692500.29,0.0,309312.0,0.0,,,0.02,,,,,2.0,,,,0.02,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.74,0.1833,24.84,1546.56,56.76
2007-08-24,309244.0,11762013.56,5.08,,17.61,,11762013.56,0.0,309244.0,0.0,,,,,,,,,,,,,,,69.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.71,0.1833,24.9,1546.22,57.11
2007-08-27,350891.0,13427837.72,5.82,,20.17,,13427837.72,0.0,350891.0,0.0,,,6.84,,,,,120000.0,,,,6.84,,,78352.0,0.0,4.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.72,0.2569,38.92,1754.455,57.46
2007-08-28,292348.0,10938306.67,4.61,,16.79,,10938306.67,0.0,292348.0,0.0,,,0.01,,,,,157.0,,,,0.01,,,58700.0,0.0,3.39,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.04,0.2233,27.15,1461.74,56.18
2007-08-29,291914.0,11009553.82,3.73,,16.69,,11009553.82,0.0,291914.0,0.0,,,,,,,,,,,,,,,434.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.29,0.2242,27.4,1459.57,56.63
2007-08-30,292055.0,11193817.11,3.35,,16.72,,11193817.11,0.0,292055.0,0.0,,,0.01,,,,,141.0,,,,0.01,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.19,0.2238,27.3,1460.275,57.55
2007-08-31,291963.0,11318624.44,3.31,,16.8,,11318624.44,0.0,291963.0,0.0,,,,,,,,,,,,,,,91.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.09,0.2238,27.19,1459.815,58.21
2007-09-03,291825.0,11328822.77,3.35,,16.91,,11328822.77,0.0,291825.0,0.0,,,,,,,,,,,,,,,138.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.92,0.2232,27.02,1459.125,58.29
2007-09-04,262541.0,10186754.71,3.09,,15.23,,10186754.71,0.0,262541.0,0.0,,,0.04,,,,,716.0,,,,0.04,,,30000.0,0.0,1.73,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.79,0.2235,29.99,1312.705,58.26
2007-09-05,262532.0,9980089.7,3.03,,15.21,,9980089.7,0.0,262532.0,0.0,,,,,,,,,,,,,,,8.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.79,0.2235,30.0,1312.66,57.08
2007-09-06,262202.0,9972783.56,3.0,,15.08,,9972783.56,0.0,262202.0,0.0,,,,,,,,,,,,,,,330.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.54,0.2241,30.32,1311.01,57.11
2007-09-07,262211.0,9742614.12,3.21,,15.06,,9742614.12,0.0,262211.0,0.0,,,0.01,,,,,8.0,,,,0.01,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.54,0.2241,30.31,1311.055,55.79
2007-09-10,261756.0,9642031.3,3.55,,14.93,,9642031.3,0.0,261756.0,0.0,,,,,,,,,,,,,,,455.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.2,0.2244,30.61,1308.78,55.31
2007-09-11,221553.0,8307192.29,3.23,,12.62,,8307192.29,0.0,221553.0,0.0,,,,,,,,,,,,,,,40203.0,0.0,2.28,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.56,0.2803,36.22,1107.765,56.3
2007-09-12,221982.0,8367629.15,3.24,,12.68,,8367629.15,0.0,221982.0,0.0,,,0.04,,,,,429.0,,,,0.04,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.94,0.2793,35.79,1109.91,56.6
2007-09-13,222096.0,8439966.78,3.12,,12.68,,8439966.78,0.0,222096.0,0.0,,,0.0,,,,,115.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.04,0.2791,35.68,1110.48,57.06
2007-09-14,185432.0,7039272.4,2.6,,10.63,,7039272.4,0.0,185432.0,0.0,,,0.02,,,,,235.0,,,,0.02,,,36900.0,0.0,2.08,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.04,0.2955,42.41,927.16,57.0
2007-09-17,186307.0,6942206.0,2.6,,10.69,,6942206.0,0.0,186307.0,0.0,,,0.1,,,,,1000.0,,,,0.1,,,125.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.7,0.2983,43.04,931.535,55.95
2007-09-18,185803.0,7056984.41,2.62,,10.73,,7056984.41,0.0,185803.0,0.0,,,,,,,,,,,,,,,504.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.95,0.2999,43.25,929.015,55.48
2007-09-19,185613.0,7261972.65,2.61,,10.62,,7261972.65,0.0,185613.0,0.0,,,,,,,,,,,,,,,190.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.02,0.3005,43.35,928.065,57.15
2007-09-20,186500.0,7271140.7,2.83,,10.71,,7271140.7,0.0,186500.0,0.0,,,1.75,,,,,30000.0,,,,1.75,,,29113.0,0.0,1.65,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.91,0.3772,42.82,932.5,56.95
2007-09-21,136500.0,5322707.68,2.1,,7.88,,5322707.68,0.0,136500.0,0.0,,,,,,,,,,,,,,,50000.0,0.0,2.82,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.71,0.3579,44.23,682.5,56.96
2007-09-24,136500.0,5318969.83,2.24,,7.88,,5318969.83,0.0,136500.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.71,0.3579,44.23,682.5,56.92
2007-09-25,137500.0,5316519.0,2.22,,7.93,,5316519.0,0.0,137500.0,0.0,,,,,1000.0,,,,,,,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.48,0.3529,43.92,687.5,56.48
2007-09-26,137500.0,5355112.71,2.39,,7.94,,5355112.71,0.0,137500.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.48,0.3529,43.92,687.5,56.89
2007-09-27,137500.0,5403119.52,2.44,,7.94,,5403119.52,0.0,137500.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.48,0.3529,43.92,687.5,57.4
2007-09-28,107000.0,4186296.61,1.87,,6.21,,4186296.61,0.0,107000.0,0.0,,,,,,,,,,,,,,,30500.0,0.0,1.73,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.86,0.4999,56.22,535.0,57.15
2007-10-01,76500.0,3023381.68,1.56,,4.46,,3023381.68,0.0,76500.0,0.0,,,,,,,,,,,,,,,30500.0,0.0,1.75,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.11,0.5085,59.62,382.5,57.73
2007-10-02,46668.0,1853007.45,0.96,,2.75,,1853007.45,0.0,46668.0,0.0,,,0.04,,,,,668.0,,,,0.04,,,30500.0,0.0,1.75,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.47,0.9331,96.53,233.34,58.0
2007-10-03,46668.0,1853007.45,1.01,,2.75,,1853007.45,0.0,46668.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.46,0.9331,96.54,233.34,58.0
2007-10-04,46668.0,1860675.07,1.05,,2.75,,1860675.07,0.0,46668.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.47,0.9331,96.53,233.34,58.24
2007-10-05,46668.0,1864189.4,1.05,,2.75,,1864189.4,0.0,46668.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.47,0.9331,96.53,233.34,58.35
2007-10-08,46668.0,1865147.85,1.02,,2.75,,1865147.85,0.0,46668.0,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.47,0.9331,96.53,233.34,58.38
