,ADOC FP Equity_DX_SI_QTY,ADOC FP Equity_DX_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADOC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADOC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADOC FP Equity_DX_SI_MV,ADOC FP Equity_DX_DSS,ADOC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY,ADOC FP Equity_DX_BROKER_SI_QTY,ADOC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADOC FP Equity_DX_BROKER_SI_MV_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADOC FP Equity_DX_BROKER_SI_MV_INC_x,ADOC FP Equity_DX_SUPPLY_SI_MV_NEW,ADOC FP Equity_DX_BROKER_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_NEW,ADOC FP Equity_DX_SUPPLY_SI_MV_DEC,ADOC FP Equity_DX_BROKER_SI_QTY_INC,ADOC FP Equity_DX_SUPPLY_SI_QTY_DEC,ADOC FP Equity_DX_BROKER_SI_MV_NEW_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADOC FP Equity_DX_BROKER_SI_MV_INC_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADOC FP Equity_DX_BROKER_SI_MV_ADD,ADOC FP Equity_DX_SUPPLY_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV,ADOC FP Equity_DX_BROKER_SI_MV_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV_RMV,ADOC FP Equity_DX_BROKER_SI_MV_RMV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADOC FP Equity_DX_UTILIZATION_QUANTITY,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADOC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_MV,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADOC FP Equity_DX_BROKER_SI_CON_RATIO,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADOC FP Equity_DX_DEMAND_SUPPLY_RATIO,ADOC FP Equity_PX_LAST
2020-02-26,51077.0,517920.78,1.33,0.89,0.73,0.54,0.0,510822.78,18243.0,50377.0,184984.02,,,,,,,,0.07,,7500.0,,,,,,,10170.0,0.22,0.1,,,100.0,33.67,0.0,0.0,,0.0,100.0,14.54,0.477,66.03,0.9426,10.14
2020-02-27,51077.0,485742.27,1.33,0.92,0.73,0.53,0.0,479085.27,18243.0,50377.0,173490.93,,,,,,,,,,,,,,,,,,0.22,,,,100.0,33.67,0.0,0.0,,0.0,100.0,13.87,0.4841,66.7,0.9426,9.51
2020-02-28,52077.0,466089.15,1.36,0.94,0.75,0.51,0.0,459824.15,18243.0,51377.0,163274.85,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.17,,,,100.0,33.67,0.0,0.0,,0.0,100.0,15.09,0.474,65.69,0.961,8.95
2020-03-02,52077.0,456194.52,1.36,0.92,0.75,0.49,0.0,450062.52,18243.0,51377.0,159808.68,,,,,,,,,,,,,,,,,,0.16,,,,100.0,33.67,0.0,0.0,,0.0,100.0,14.84,0.473,65.6,0.961,8.76
2020-03-03,52077.0,475983.78,1.36,0.91,0.75,0.49,0.0,469585.78,18243.0,51377.0,166741.02,,,,,,,,,,,,,,,,,,0.16,,,,100.0,33.67,0.0,0.0,,0.0,100.0,14.68,0.4667,64.99,0.961,9.14
2020-03-04,44544.0,395996.16,1.16,0.79,0.64,0.43,0.0,389773.16,18243.0,43844.0,162180.27,,,,,,,,,,,,,,,,,7533.0,0.17,0.06,,,100.0,33.67,0.0,0.0,,0.0,100.0,17.04,0.5704,73.27,0.822,8.89
2020-03-05,44544.0,395550.72,1.16,0.85,0.64,0.42,0.0,389334.72,18243.0,43844.0,161997.84,,,,,,,,,,,,,,,,,,0.16,,,,100.0,33.62,0.0,0.0,,0.0,100.0,16.88,0.5703,73.28,0.8208,8.88
2020-03-06,44544.0,371942.4,1.16,0.97,0.64,0.42,0.0,366097.4,18243.0,43844.0,152329.05,,,,,,,,,,,,,,,,,,0.16,,,,100.0,33.62,0.0,0.0,,0.0,100.0,16.96,0.5753,73.64,0.8208,8.35
2020-03-09,43292.0,325988.76,1.13,1.05,0.62,0.39,0.0,320717.76,18243.0,42592.0,137369.79,,,,,,,,,,,,,,,,,1252.0,0.15,0.02,,,100.0,33.62,0.0,0.0,,0.0,100.0,17.28,0.5733,73.44,0.7977,7.53
2020-03-10,43292.0,334647.16,1.13,1.1,0.62,0.36,0.0,329236.16,18243.0,42592.0,141018.39,,,,,,,,,,,,,,,,,,0.14,,,,100.0,33.62,0.0,0.0,,0.0,100.0,16.86,0.5667,73.03,0.7977,7.73
2020-03-11,43292.0,311702.4,1.13,1.14,0.62,0.37,0.0,306662.4,18243.0,42592.0,131349.6,,,,,,,,,,,,,,,,,,0.14,,,,100.0,33.62,0.0,0.0,,0.0,100.0,17.07,0.575,73.6,0.7977,7.2
2020-03-12,27056.0,171535.04,0.71,0.73,0.39,0.19,0.0,167097.04,12243.0,26356.0,77620.62,,,,0.0,,,,0.05,1000.0,6000.0,,,0.0,,,,17236.0,0.09,0.18,,,100.0,22.56,0.0,0.0,,0.0,100.0,23.81,0.4018,57.07,0.4985,6.34
2020-03-13,27056.0,175864.0,0.71,0.73,0.39,0.17,0.0,171314.0,12243.0,26356.0,79579.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,22.47,0.0,0.0,,0.0,100.0,23.11,0.3863,55.49,0.4966,6.5
2020-03-16,24181.0,140491.61,0.63,0.66,0.35,0.16,0.0,136424.61,12243.0,23481.0,71131.83,,,,,,,,,,,,,,,,,2875.0,0.08,0.02,,,100.0,22.23,0.0,0.0,,0.0,100.0,26.29,0.4707,63.08,0.439,5.81
2020-03-17,27510.0,164509.8,0.72,0.74,0.4,0.16,0.0,160323.8,12243.0,26810.0,73213.14,,,,0.02,,,,,3329.0,,,,0.02,,,,,0.07,,,,100.0,22.23,0.0,0.0,,0.0,100.0,22.79,0.3706,54.58,0.4994,5.98
2020-03-18,26962.0,169860.6,0.7,0.71,0.39,0.16,0.0,165450.6,12243.0,26262.0,77130.9,,,,,,,,,,,,,,,,,548.0,0.07,0.0,,,100.0,22.23,0.0,0.0,,0.0,100.0,23.3,0.3824,55.84,0.4895,6.3
2020-03-19,26189.0,175466.3,0.68,0.69,0.38,0.17,0.0,170776.3,11470.0,25489.0,76849.0,,,,,,,,0.0,,773.0,,,,,,,773.0,0.07,0.0,,,100.0,21.18,0.0,0.0,,0.0,100.0,23.88,0.3697,54.3,0.4836,6.7
2020-03-20,23791.0,168916.1,0.62,0.65,0.34,0.16,0.0,163946.1,11470.0,23091.0,81437.0,,,,0.01,,,,,800.0,,,,0.01,,,,3198.0,0.08,0.02,,,100.0,21.18,0.0,0.0,,0.0,100.0,26.31,0.3116,46.56,0.4393,7.1
2020-03-23,23791.0,164871.63,0.62,0.66,0.34,0.17,0.0,160020.63,11470.0,23091.0,79487.1,,,,,,,,,,,,,,,,,,0.08,,,,100.0,21.18,0.0,0.0,,0.0,100.0,26.55,0.3163,47.01,0.4393,6.93
2020-03-24,23791.0,169629.83,0.62,0.68,0.34,0.17,0.0,164638.83,11470.0,23091.0,81781.1,,,,,,,,,,,,,,,,,,0.08,,,,100.0,21.13,0.0,0.0,,0.0,100.0,26.33,0.3123,46.63,0.4383,7.13
2020-03-25,24791.0,177007.74,0.65,0.7,0.36,0.18,0.0,172009.74,11470.0,24091.0,81895.8,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.08,,,,100.0,21.13,0.0,0.0,,0.0,100.0,29.58,0.3124,44.94,0.4567,7.14
2020-03-26,29791.0,211218.19,0.78,0.83,0.43,0.21,0.0,206255.19,11470.0,29091.0,81322.3,,,,0.04,,,,,5000.0,,,,0.04,,,,,0.08,,,,100.0,21.13,0.0,0.0,,0.0,100.0,37.23,0.328,41.68,0.5488,7.09
2020-03-27,29791.0,204366.26,0.78,0.78,0.43,0.21,0.0,199564.26,11470.0,29091.0,78684.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,21.13,0.0,0.0,,0.0,100.0,37.38,0.3306,41.93,0.5488,6.86
2020-03-30,29791.0,243392.47,0.78,0.76,0.43,0.21,0.0,237673.47,11470.0,29091.0,93709.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,21.08,0.0,0.0,,0.0,100.0,36.38,0.3188,41.15,0.5474,8.17
2020-03-31,29791.0,241605.01,0.78,0.68,0.43,0.25,0.0,235928.01,9222.0,29091.0,74790.42,,,,,,,,0.02,,2248.0,,,,,,,,0.08,,,,100.0,17.66,0.0,0.0,,0.0,100.0,37.17,0.3297,41.93,0.5706,8.11
2020-04-01,29791.0,241605.01,0.78,0.66,0.43,0.25,0.0,235928.01,9222.0,29091.0,74790.42,,,,,,,,,,,,,,,,,,0.07,,,,100.0,17.66,0.0,0.0,,0.0,100.0,37.03,0.3282,41.88,0.5706,8.11
2020-04-02,29791.0,261862.89,0.78,0.65,0.43,0.25,0.0,255709.89,9222.0,29091.0,81061.38,,,,,,,,,,,,,,,,,,0.07,,,,100.0,17.63,0.0,0.0,,0.0,100.0,36.67,0.3233,41.51,0.5696,8.79
2020-04-03,28543.0,238334.05,0.74,0.58,0.41,0.25,0.0,232489.05,9222.0,27843.0,77003.7,,,,0.02,,,,,1000.0,,,,0.02,,,,2248.0,0.08,0.01,,,100.0,17.63,0.0,0.0,,0.0,100.0,34.2,0.358,47.46,0.5458,8.35
2020-04-06,26399.0,246830.65,0.69,0.54,0.38,0.23,0.0,240285.65,9222.0,25699.0,86225.7,,,,,,,,,,,,,,,,,2144.0,0.08,0.03,,,100.0,17.63,0.0,0.0,,0.0,100.0,36.17,0.3348,42.91,0.5048,9.35
2020-04-07,21898.0,205403.24,0.57,0.45,0.31,0.21,0.0,198837.24,9222.0,21198.0,86502.36,,,,,,,,,,,,,,,,,4501.0,0.09,0.02,,,100.0,17.63,0.0,0.0,,0.0,100.0,39.83,0.346,40.93,0.4187,9.38
2020-04-08,21898.0,199271.8,0.57,0.43,0.31,0.21,0.0,192901.8,9222.0,21198.0,83920.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,17.63,0.0,0.0,,0.0,100.0,39.69,0.3467,41.16,0.4187,9.1
2020-04-09,21898.0,193140.36,0.57,0.43,0.31,0.2,0.0,186966.36,9222.0,21198.0,81338.04,,,,,,,,,,,,,,,,,,0.08,,,,100.0,17.63,0.0,0.0,,0.0,100.0,39.28,0.3486,41.85,0.4187,8.82
2020-04-10,21898.0,193140.36,0.57,0.41,0.31,0.2,0.0,186966.36,9222.0,21198.0,81338.04,,,,,,,,,,,,,,,,,,0.08,,,,100.0,17.63,0.0,0.0,,0.0,100.0,38.59,0.3477,42.32,0.4187,
2020-04-13,21898.0,193140.36,0.57,0.41,0.31,0.2,0.0,186966.36,9222.0,21198.0,81338.04,,,,,,,,,,,,,,,,,,0.08,,,,100.0,17.63,0.0,0.0,,0.0,100.0,39.51,0.3446,40.97,0.4187,
2020-04-14,21888.0,213408.0,0.57,0.41,0.31,0.2,0.0,206583.0,9222.0,21188.0,89914.5,,,,,,,,,,,,,,,,,10.0,0.08,0.0,,,100.0,17.63,0.0,0.0,,0.0,100.0,39.61,0.3436,40.85,0.4185,9.75
2020-04-15,22325.0,195120.5,0.58,0.42,0.32,0.22,0.0,189002.5,9222.0,21625.0,80600.28,,,,0.03,,,,,2000.0,,,,0.03,,,,1563.0,0.09,0.01,,,100.0,17.46,0.0,0.0,,0.0,100.0,37.86,0.3866,48.42,0.4226,8.74
2020-04-16,28968.0,248835.12,0.76,0.52,0.42,0.26,0.0,248835.12,16522.0,28968.0,141923.98,,,,0.07,,,,0.01,8000.0,700.0,,,0.07,,,8000.0,657.0,0.14,0.01,,,100.0,31.97,0.0,0.0,,0.0,100.0,31.73,0.3027,36.3,0.5606,8.59
2020-04-17,28599.0,250241.25,0.75,0.51,0.41,0.25,0.0,250241.25,16522.0,28599.0,144567.5,,,,,,,,,,,,,,,,,369.0,0.14,0.01,,,100.0,31.97,0.0,0.0,,0.0,100.0,32.07,0.3014,35.63,0.5535,8.75
2020-04-20,27599.0,244251.15,0.72,0.5,0.4,0.25,0.0,244251.15,16522.0,27599.0,146219.7,,,,,,,,,,,,,,,,,1000.0,0.14,0.01,,,100.0,31.9,0.0,0.0,,0.0,100.0,33.3,0.3057,36.94,0.5329,8.85
2020-04-21,27588.0,236705.04,0.72,0.5,0.4,0.25,0.0,236705.04,16522.0,27588.0,141758.76,,,,,,,,,,,,,,,,,11.0,0.15,0.0,,,100.0,31.9,0.0,0.0,,0.0,100.0,33.19,0.3057,37.02,0.5326,8.58
2020-04-22,21392.0,193811.52,0.56,0.38,0.31,0.19,0.0,193811.52,16522.0,21392.0,149689.32,,,,,,,,,,,,,,,,,6196.0,0.14,0.06,,,100.0,31.86,0.0,0.0,,0.0,100.0,42.34,0.4115,47.68,0.4125,9.06
2020-04-23,22392.0,210484.8,0.58,0.4,0.32,0.21,0.0,210484.8,17522.0,22392.0,164706.8,,,1000.0,0.01,,,,,1000.0,,,,0.01,1000.0,,,,0.16,,,,100.0,33.73,0.0,0.0,,0.0,100.0,40.4,0.3792,45.59,0.4311,9.4
2020-04-24,22392.0,205558.56,0.58,0.4,0.32,0.21,0.0,205558.56,17522.0,22392.0,160851.96,,,,,,,,,,,,,,,,,,0.16,,,,100.0,33.73,0.0,0.0,,0.0,100.0,40.14,0.379,45.79,0.4311,9.18
2020-04-27,22392.0,202423.68,0.58,0.37,0.32,0.21,0.0,193383.68,17522.0,21392.0,158398.88,,,,,,,,,,,,,,,,,1000.0,0.16,0.01,,,100.0,33.62,0.0,0.0,,0.0,100.0,40.33,0.3805,45.82,0.4296,9.04
2020-04-28,20927.0,181018.55,0.55,0.35,0.3,0.19,0.0,181018.55,16522.0,20927.0,142915.3,,,,,,,,0.01,,1000.0,,,,,,,465.0,0.15,0.0,,,100.0,31.7,0.0,0.0,,0.0,100.0,43.07,0.4278,48.96,0.4015,8.65
2020-04-29,20027.0,178640.84,0.52,0.34,0.29,0.18,0.0,178640.84,16522.0,20027.0,147376.24,,,,,,,,,,,,,,,,,900.0,0.14,0.01,,,100.0,31.7,0.0,0.0,,0.0,100.0,45.01,0.4467,49.31,0.3842,8.92
2020-04-30,20027.0,182045.43,0.52,0.34,0.29,0.18,0.0,182045.43,16522.0,20027.0,150184.98,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.7,0.0,0.0,,0.0,100.0,44.96,0.4476,49.43,0.3842,9.09
2020-05-01,20027.0,182045.43,0.52,0.34,0.29,0.19,0.0,182045.43,16522.0,20027.0,150184.98,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.7,0.0,0.0,,0.0,100.0,45.06,0.4475,49.34,0.3842,
2020-05-04,19926.0,176145.84,0.52,0.34,0.29,0.19,0.0,176145.84,16522.0,19926.0,146054.48,,,,,,,,,,,,,,,,,101.0,0.15,0.0,,,100.0,31.7,0.0,0.0,,0.0,100.0,45.44,0.4463,48.86,0.3823,8.84
2020-05-05,21926.0,195579.92,0.57,0.38,0.31,0.2,0.0,195579.92,16522.0,21926.0,147376.24,,,,0.02,,,,,2000.0,,,,0.02,,,,,0.15,,,,100.0,31.65,0.0,0.0,,0.0,100.0,41.24,0.3804,44.46,0.42,8.92
2020-05-06,21926.0,210489.6,0.57,0.38,0.31,0.2,0.0,210489.6,16522.0,21926.0,158611.2,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.65,0.0,0.0,,0.0,100.0,41.41,0.3808,44.35,0.42,9.6
2020-05-07,21926.0,203254.02,0.57,0.37,0.31,0.21,0.0,203254.02,16522.0,21926.0,153158.94,,,,,,,,,,,,,,,,,,0.16,,,,100.0,31.59,0.0,0.0,,0.0,100.0,40.99,0.3806,44.7,0.4192,9.27
2020-05-08,21926.0,204131.06,0.57,0.38,0.31,0.21,0.0,204131.06,16522.0,21926.0,153819.82,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.59,0.0,0.0,,0.0,100.0,41.09,0.3804,44.6,0.4192,9.31
2020-05-11,21926.0,205008.1,0.57,0.38,0.31,0.21,0.0,205008.1,16522.0,21926.0,154480.7,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.53,0.0,0.0,,0.0,100.0,41.25,0.3808,44.5,0.4184,9.35
2020-05-12,21926.0,204788.84,0.57,0.39,0.31,0.21,0.0,204788.84,16522.0,21926.0,154315.48,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.53,0.0,0.0,,0.0,100.0,41.11,0.3808,44.62,0.4184,9.34
2020-05-13,21926.0,182205.06,0.57,0.41,0.31,0.21,0.0,182205.06,16522.0,21926.0,137297.82,,,,,,,,,,,,,,,,,,0.15,,,,100.0,31.53,0.0,0.0,,0.0,100.0,40.91,0.3803,44.73,0.4184,8.31
2020-05-14,21926.0,177600.6,0.57,0.4,0.31,0.19,0.0,177600.6,16522.0,21926.0,133828.2,,,,,,,,,,,,,,,,,,0.14,,,,100.0,31.41,0.0,0.0,,0.0,100.0,40.99,0.3791,44.53,0.4168,8.1
2020-05-15,20226.0,164437.38,0.53,0.4,0.29,0.17,0.0,164437.38,14822.0,20226.0,120502.86,,,,,,,,0.02,,1700.0,,,,,,,1700.0,0.12,0.02,,,100.0,27.86,0.0,0.0,,0.0,100.0,40.05,0.3729,44.45,0.3801,8.13
2020-05-18,17316.0,140779.08,0.45,0.36,0.25,0.14,0.0,140779.08,15296.0,17316.0,124356.48,,,474.0,,,,,,,,,,,474.0,,,2910.0,0.12,0.02,,,100.0,28.97,0.0,0.0,,0.0,100.0,30.33,0.379,51.66,0.3279,8.13
2020-05-19,16654.0,134564.32,0.43,0.35,0.24,0.14,0.0,134564.32,13972.0,16654.0,112893.76,,,,,,,,0.01,,1324.0,,,,,,,662.0,0.11,0.01,,,100.0,26.41,0.0,0.0,,0.0,100.0,27.56,0.3871,53.8,0.3148,8.08
2020-05-20,15681.0,126232.05,0.41,0.36,0.23,0.13,0.0,126232.05,13972.0,15681.0,112474.6,,,,,,,,,,,,,,,,,973.0,0.11,0.01,,,100.0,26.41,0.0,0.0,,0.0,100.0,23.2,0.403,56.99,0.2964,8.05
2020-05-21,13932.0,112152.6,0.36,0.32,0.2,0.12,0.0,112152.6,8528.0,13932.0,68650.4,,,,,,,,0.04,,5444.0,,,,,,,1749.0,0.07,0.01,,,100.0,16.12,0.0,0.0,,0.0,100.0,17.12,0.4585,63.93,0.2633,8.05
2020-05-22,13932.0,112291.92,0.36,0.34,0.2,0.12,0.0,112291.92,8528.0,13932.0,68735.68,,,,,,,,,,,,,,,,,,0.07,,,,100.0,16.12,0.0,0.0,,0.0,100.0,17.07,0.4595,64.02,0.2633,8.06
2020-05-25,13932.0,110898.72,0.36,0.37,0.2,0.12,0.0,110898.72,8528.0,13932.0,67882.88,,,,,,,,,,,,,,,,,,0.07,,,,100.0,16.12,0.0,0.0,,0.0,100.0,17.11,0.4594,64.01,0.2633,7.96
2020-05-26,14932.0,122591.72,0.39,0.4,0.21,0.12,0.0,122591.72,8528.0,14932.0,70014.88,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.07,,,,100.0,16.03,0.0,0.0,,0.0,100.0,22.71,0.4253,59.67,0.2806,8.21
2020-05-27,15932.0,133988.12,0.42,0.45,0.23,0.14,0.0,133988.12,8528.0,15932.0,71720.48,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.07,,,,100.0,16.03,0.0,0.0,,0.0,100.0,27.64,0.4047,55.92,0.2994,8.41
2020-05-28,8558.0,72058.36,0.22,0.26,0.12,0.07,0.0,72058.36,8528.0,8558.0,71805.76,,,,,,,,,,,,,,,,,7374.0,0.07,0.06,,,100.0,16.03,0.0,0.0,,0.0,100.0,22.81,0.3558,52.18,0.1608,8.42
2020-05-29,8957.0,75328.37,0.23,0.3,0.13,0.08,0.0,75328.37,1553.0,8957.0,13060.73,,,,0.0,,,,0.06,399.0,7374.0,,,0.0,,,399.0,,0.01,,,,100.0,2.92,0.0,0.0,,0.0,100.0,21.83,0.3311,49.9,0.1683,8.41
2020-06-01,8957.0,76671.92,0.23,0.31,0.13,0.08,0.0,76671.92,1553.0,8957.0,13293.68,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.92,0.0,0.0,,0.0,100.0,21.78,0.3301,49.78,0.1683,8.56
2020-06-02,8957.0,77388.48,0.23,0.31,0.13,0.08,0.0,77388.48,1553.0,8957.0,13417.92,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.92,0.0,0.0,,0.0,100.0,21.82,0.3311,49.89,0.1683,8.64
2020-06-03,8957.0,77657.19,0.23,0.32,0.13,0.08,0.0,77657.19,1553.0,8957.0,13464.51,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.91,0.0,0.0,,0.0,100.0,21.94,0.3289,49.58,0.168,8.67
2020-06-04,8957.0,77925.9,0.23,0.33,0.13,0.08,0.0,77925.9,1553.0,8957.0,13511.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.91,0.0,0.0,,0.0,100.0,21.79,0.3307,49.87,0.168,8.7
2020-06-05,8957.0,77836.33,0.23,0.35,0.13,0.08,0.0,77836.33,1553.0,8957.0,13495.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.91,0.0,0.0,,0.0,100.0,21.88,0.3314,49.93,0.168,8.69
2020-06-08,8957.0,79538.16,0.23,0.36,0.13,0.08,0.0,79538.16,1553.0,8957.0,13790.64,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.91,0.0,0.0,,0.0,100.0,21.79,0.3303,49.8,0.168,8.88
2020-06-09,8957.0,80165.15,0.23,0.44,0.13,0.08,0.0,80165.15,1553.0,8957.0,13899.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,21.8,0.3308,49.87,0.1671,8.95
2020-06-10,8957.0,77119.77,0.23,0.45,0.13,0.08,0.0,77119.77,1553.0,8957.0,13371.33,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.89,0.0,0.0,,0.0,100.0,21.91,0.3324,50.09,0.167,8.61
2020-06-11,8557.0,73590.2,0.22,0.45,0.12,0.08,0.0,73590.2,1553.0,8557.0,13355.8,,,,,,,,,,,,,,,,,400.0,0.01,0.0,,,100.0,2.89,0.0,0.0,,0.0,100.0,22.9,0.3149,47.43,0.1595,8.6
2020-06-12,8557.0,75044.89,0.22,0.48,0.12,0.08,0.0,75044.89,1553.0,8557.0,13619.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.89,0.0,0.0,,0.0,100.0,22.84,0.3146,47.35,0.1595,8.77
2020-06-15,8557.0,74873.75,0.22,0.52,0.12,0.08,0.0,74873.75,1553.0,8557.0,13588.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.88,0.0,0.0,,0.0,100.0,22.85,0.3156,47.49,0.1588,8.75
2020-06-16,8557.0,75301.6,0.22,0.53,0.12,0.08,0.0,75301.6,1553.0,8557.0,13666.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.93,0.3159,47.51,0.16,8.8
2020-06-17,8557.0,74531.47,0.22,0.53,0.12,0.08,0.0,74531.47,1553.0,8557.0,13526.63,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.9,0.3156,47.5,0.16,8.71
2020-06-18,8557.0,74531.47,0.22,0.6,0.12,0.08,0.0,74531.47,1553.0,8557.0,13526.63,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.91,0.3156,47.49,0.16,8.71
2020-06-19,8557.0,73333.49,0.22,0.6,0.12,0.08,0.0,73333.49,1553.0,8557.0,13309.21,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.87,0.316,47.58,0.16,8.57
2020-06-22,8557.0,72734.5,0.22,0.61,0.12,0.07,0.0,72734.5,1553.0,8557.0,13200.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.81,0.3148,47.42,0.16,8.5
2020-06-23,8557.0,72991.21,0.22,0.61,0.12,0.07,0.0,72991.21,1553.0,8557.0,13247.09,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.86,0.3153,47.47,0.16,8.53
2020-06-24,8557.0,73761.34,0.22,0.63,0.12,0.07,0.0,73761.34,1553.0,8557.0,13386.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.9,0.3156,47.46,0.16,8.62
2020-06-25,8557.0,73675.77,0.22,0.77,0.12,0.08,0.0,73675.77,1553.0,8557.0,13371.33,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.9,0.3155,47.47,0.16,8.61
2020-06-26,8557.0,72306.65,0.22,0.83,0.12,0.08,0.0,72306.65,1553.0,8557.0,13122.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.92,0.3161,47.57,0.16,8.45
2020-06-29,8557.0,73419.06,0.22,0.84,0.12,0.07,0.0,70587.66,1553.0,8227.0,13324.74,,,,,,,,,,,,,,,,,330.0,0.01,0.0,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.83,0.3149,47.39,0.1598,8.58
2020-06-30,8557.0,72991.21,0.22,0.9,0.12,0.08,0.0,70176.31,1553.0,8227.0,13247.09,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.9,0.0,0.0,,0.0,100.0,22.89,0.3156,47.49,0.1598,8.53
2020-07-01,8557.0,72734.5,0.22,0.92,0.12,0.07,0.0,72734.5,1553.0,8557.0,13200.5,,,,,,330.0,,,,,,,,,0.0,,,0.01,,,,100.0,2.88,0.0,0.0,,0.0,100.0,22.89,0.3158,47.51,0.1587,8.5
2020-07-02,8209.0,67806.34,0.21,0.9,0.12,0.07,0.0,67806.34,1205.0,8209.0,9953.3,,,,,,,,0.0,,348.0,,,,,,,348.0,0.01,0.0,,,100.0,2.23,0.0,0.0,,0.0,100.0,23.9,0.3374,49.65,0.1522,8.26
2020-07-03,8174.0,67844.2,0.21,0.88,0.12,0.07,0.0,67844.2,1007.0,8174.0,8358.1,,,,,,,,0.0,,198.0,,,,,,,35.0,0.01,0.0,,,100.0,1.86,0.0,0.0,,0.0,100.0,23.46,0.3419,50.26,0.1509,8.3
2020-07-06,8170.0,67565.9,0.21,0.89,0.12,0.07,0.0,67565.9,1205.0,8170.0,9965.35,,,198.0,,,,,,,,,,,198.0,,,4.0,0.01,0.0,,,100.0,2.24,0.0,0.0,,0.0,100.0,23.94,0.3391,49.73,0.1518,8.27
2020-07-07,8162.0,67010.02,0.21,0.95,0.12,0.07,0.0,67010.02,1205.0,8162.0,9893.05,,,,,,,,,,,,,,,,,8.0,0.01,0.0,,,100.0,2.25,0.0,0.0,,0.0,100.0,24.0,0.3395,49.76,0.1523,8.21
