,PSP5 FP Equity_DX_SI_QTY,PSP5 FP Equity_DX_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PSP5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PSP5 FP Equity_DX_SI_MV,PSP5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SUPPLY_SI_QTY,PSP5 FP Equity_DX_BROKER_SI_QTY,PSP5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_x,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,PSP5 FP Equity_DX_BROKER_SI_MV_INC_x,PSP5 FP Equity_DX_BROKER_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_NEW,PSP5 FP Equity_DX_SUPPLY_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_QTY_INC,PSP5 FP Equity_DX_SUPPLY_SI_QTY_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_y,PSP5 FP Equity_DX_BROKER_SI_MV_INC_y,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,PSP5 FP Equity_DX_BROKER_SI_MV_ADD,PSP5 FP Equity_DX_SUPPLY_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_DEC,PSP5 FP Equity_DX_SUPPLY_SI_MV,PSP5 FP Equity_DX_BROKER_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_RMV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PSP5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_MV,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PSP5 FP Equity_DX_BROKER_SI_CON_RATIO,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PSP5 FP Equity_DX_DEMAND_SUPPLY_RATIO,PSP5 FP Equity_PX_LAST
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.974
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.853
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.732
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.99
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.712
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.636
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.952
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.243
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.197
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.241
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.186
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.806
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.798
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.913
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.965
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.298
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.417
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.419
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.346
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.428
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.744
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.754
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.762
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.605
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.936
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.984
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.968
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.888
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.849
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.057
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.957
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.937
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.903
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.997
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.055
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.864
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.246
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.225
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.596
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.705
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.358
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.427
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.608
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.878
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.758
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.924
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.832
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.751
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.673
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.766
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.823
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.802
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.931
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.048
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.125
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.144
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.06
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.945
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.143
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.345
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.473
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.455
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.655
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.622
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.573
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.757
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.713
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.702
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.809
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.781
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.781
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.779
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.657
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.758
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.002
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.052
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.165
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.177
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.103
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.734
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.462
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.759
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.679
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.09
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.013
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.917
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.028
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.016
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.242
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.202
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.291
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.599
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.576
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.603
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.551
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.29
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.245
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.471
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.497
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.445
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.605
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.909
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.912
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.959
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.976
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.089
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.307
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.341
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.329
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.384
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.313
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.404
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.175
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.239
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.958
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.744
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.887
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.304
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.535
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.774
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.86
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.039
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.185
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.316
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.334
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.427
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.255
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.539
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.228
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.07
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.285
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.849
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.707
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.609
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.578
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.958
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.206
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.375
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.328
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.247
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.914
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.814
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.023
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.429
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.713
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.335
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.594
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.186
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.121
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.933
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.893
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.194
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.217
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.553
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.808
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.845
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.662
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.381
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.366
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.827
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.009
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.734
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.003
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.286
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.459
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.544
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.028
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.34
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.112
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.643
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.701
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.058
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.712
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.055
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.766
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.671
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.885
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.956
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.073
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.395
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.228
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.381
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.185
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.118
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.137
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.974
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.039
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.456
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.388
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.268
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.55
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.141
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.406
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.389
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.701
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.507
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.206
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.256
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.108
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.015
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.148
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.045
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.877
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.786
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.699
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.911
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.568
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.771
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.191
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.208
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.136
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.397
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.584
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.893
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.752
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.027
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.038
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.745
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.678
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.874
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.283
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.773
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.12
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.979
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.071
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.168
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.343
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.084
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.15
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.478
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.634
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.592
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.489
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.493
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.017
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.993
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.933
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.008
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.355
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.531
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.495
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.451
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.417
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.303
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.434
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.376
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.588
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.793
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.847
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.015
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.307
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.095
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.043
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.117
