,MLPLC FP Equity_PX_LAST
2013-09-13,496.0
2013-09-17,411.01
2013-09-18,412.0
2013-09-19,411.2
2013-09-20,416.0
2013-09-24,437.0
2013-09-25,430.0
2013-09-26,400.0
2013-09-27,406.0
2013-09-30,406.0
2013-10-02,406.0
2013-10-03,400.0
2013-10-04,406.0
2013-10-08,410.0
2013-10-15,410.0
2013-10-17,410.0
2013-10-18,410.0
2013-10-23,400.25
2013-10-24,410.0
2013-10-25,410.0
2013-10-28,410.0
2013-11-13,451.0
2013-11-28,454.89
2013-12-02,412.01
2013-12-03,412.01
2013-12-04,415.01
2013-12-12,417.01
2013-12-20,452.97
2013-12-23,435.0
2014-01-10,453.99
2014-02-13,449.97
2014-02-20,458.0
2014-02-24,458.84
2014-02-27,450.0
2014-02-28,467.15
2014-03-26,476.0
2014-04-11,520.0
2014-04-16,540.0
2014-05-02,550.0
2014-05-06,549.99
2014-05-19,535.99
2014-05-21,455.0
2014-06-25,409.5
2014-07-18,409.02
2014-07-28,410.0
2014-08-01,434.98
2014-08-04,475.0
2014-08-12,430.0
2014-08-13,419.0
2014-09-11,429.0
2014-09-23,420.0
2014-09-25,419.0
2014-10-13,404.0
2014-11-07,444.0
2015-01-07,401.01
2015-01-16,407.0
2015-01-21,407.0
2015-02-02,423.99
2015-02-24,424.0
2015-02-26,424.06
2015-03-17,424.06
2015-03-20,447.0
2015-04-02,439.0
2015-04-17,409.01
2015-04-22,411.02
2015-04-27,427.01
2015-04-28,448.0
2015-06-29,404.01
2015-07-03,439.9
2015-08-14,395.91
2015-08-26,397.01
2015-08-31,406.0
2015-09-01,406.0
2015-09-14,406.0
2015-09-16,405.0
2015-09-18,405.0
2015-09-22,425.0
2015-11-05,385.2
2015-11-12,400.0
2015-11-16,400.01
2015-11-17,391.01
2015-11-18,400.0
2015-12-11,400.0
2015-12-22,401.01
2015-12-23,401.01
2016-02-12,400.0
2016-03-03,440.0
2016-05-19,440.0
2016-06-02,396.5
2016-06-30,396.5
2016-07-20,396.0
2016-08-05,396.0
2016-08-17,405.0
2016-09-12,405.0
2016-11-09,410.0
2016-12-27,410.0
2016-12-28,424.9
2016-12-29,425.0
2017-02-06,425.11
2017-02-07,425.0
2017-02-08,425.01
2017-03-08,383.0
2017-03-22,400.0
2017-03-31,399.01
2017-04-19,390.0
2017-04-20,390.0
2017-04-24,400.0
2017-05-09,438.8
2017-05-10,437.99
2017-05-11,437.99
2017-05-12,440.0
2017-05-24,463.0
2017-05-29,444.0
2017-06-28,420.0
2017-06-29,420.0
2017-07-12,400.03
2017-07-14,406.0
2017-07-28,446.58
2017-08-08,446.58
2017-08-29,446.58
2017-09-28,401.93
2017-10-31,410.0
2017-11-14,410.0
2017-11-17,400.01
2017-12-08,400.01
2017-12-18,420.0
2017-12-22,421.01
2017-12-29,420.02
2018-01-22,420.0
2018-01-24,420.0
2018-01-26,450.0
2018-02-09,450.0
2018-02-16,450.0
2018-04-09,422.0
2018-06-01,448.0
2018-07-30,450.0
2018-11-27,450.0
2019-02-19,446.0
2019-03-19,446.0
2019-04-05,446.0
2019-04-18,402.0
2019-04-23,480.0
2019-04-25,540.0
2019-04-29,414.0
2019-04-30,438.0
2019-05-06,446.0
2019-05-14,402.0
2019-05-23,424.0
2019-06-10,424.0
2019-06-25,392.0
2019-07-08,424.0
2019-08-01,402.0
2019-08-08,404.0
2019-09-11,402.0
2019-10-08,424.0
2019-10-15,422.0
2019-10-25,458.0
2019-12-04,456.0
2020-02-06,458.0
2020-02-07,458.0
2020-04-03,414.0
2020-04-06,414.0
2020-04-28,414.0
2020-06-11,432.0
2020-08-26,432.0
2020-08-27,450.0
2020-08-31,486.0
2020-09-07,438.0
2020-09-17,468.0
2020-09-18,468.0
2020-10-21,510.0
2020-11-03,510.0
2020-11-18,500.0
2020-11-30,550.0
2020-12-01,555.0
2020-12-04,520.0
2020-12-18,520.0
2020-12-23,520.0
2020-12-28,520.0
2021-01-05,570.0
2021-02-12,570.0
2021-02-18,540.0
2021-02-19,565.0
2021-02-26,570.0
2021-03-04,560.0
2021-03-10,560.0
2021-03-12,560.0
2021-03-15,615.0
2021-04-20,620.0
2021-04-26,620.0
2021-05-03,610.0
2021-05-12,610.0
2021-05-20,600.0
2021-05-21,610.0
2021-05-24,560.0
2021-05-25,605.0
2021-05-26,565.0
2021-05-31,610.0
2021-06-04,610.0
2021-06-08,610.0
2021-06-10,600.0
2021-06-15,600.0
2021-06-28,595.0
2021-08-17,610.0
2021-08-19,550.0
2021-08-20,570.0
2021-09-09,570.0
2021-09-15,625.0
2021-11-01,530.0
2021-11-03,550.0
2021-12-07,600.0
2021-12-08,615.0
2021-12-28,675.0
2022-01-24,700.0
2022-01-26,520.0
2022-01-31,550.0
2022-02-08,605.0
2022-04-25,605.0
2022-05-03,605.0
2022-05-19,555.0
2022-05-25,490.0
2022-05-26,490.0
2022-06-03,575.0
2022-06-10,575.0
2022-06-17,525.0
2022-06-21,530.0
2022-07-06,530.0
2022-07-20,530.0
2022-08-09,540.0
2022-08-26,540.0
2022-11-16,585.0
2022-11-18,690.0
2022-11-23,590.0
2022-11-28,590.0
2022-11-29,590.0
2022-11-30,590.0
2022-12-01,590.0
2022-12-02,590.0
2022-12-05,590.0
2022-12-06,590.0
2022-12-07,590.0
2022-12-08,590.0
2022-12-09,590.0
2022-12-12,590.0
2022-12-13,590.0
2022-12-14,590.0
2022-12-15,590.0
2022-12-16,590.0
2022-12-19,590.0
2022-12-20,590.0
2022-12-21,590.0
2022-12-22,600.0
2022-12-23,640.0
2022-12-27,640.0
2022-12-28,640.0
2022-12-29,640.0
2022-12-30,640.0
2023-01-02,640.0
2023-01-03,640.0
2023-01-04,640.0
2023-01-05,640.0
2023-01-06,640.0
2023-01-09,640.0
2023-01-10,640.0
2023-01-11,640.0
2023-01-12,640.0
2023-01-13,640.0
2023-01-16,640.0
2023-01-17,640.0
2023-01-18,640.0
2023-01-19,640.0
2023-01-20,640.0
2023-01-23,640.0
2023-01-24,640.0
2023-01-25,630.0
2023-01-26,630.0
2023-01-27,630.0
2023-01-30,630.0
2023-01-31,630.0
2023-02-01,630.0
2023-02-02,630.0
2023-02-03,630.0
2023-02-06,630.0
2023-02-07,630.0
2023-02-08,630.0
2023-02-09,585.0
2023-02-10,585.0
2023-02-13,585.0
2023-02-14,585.0
2023-02-15,585.0
2023-02-16,605.0
2023-02-17,605.0
2023-02-20,605.0
2023-02-21,605.0
2023-02-22,605.0
2023-02-23,605.0
2023-02-24,605.0
2023-02-27,605.0
2023-02-28,605.0
2023-03-01,605.0
2023-03-02,605.0
2023-03-03,605.0
2023-03-06,605.0
2023-03-07,605.0
2023-03-08,605.0
2023-03-09,605.0
2023-03-10,605.0
2023-03-13,605.0
2023-03-14,605.0
2023-03-15,605.0
2023-03-16,605.0
2023-03-17,605.0
2023-03-20,605.0
2023-03-21,605.0
2023-03-22,605.0
2023-03-23,605.0
2023-03-24,605.0
2023-03-27,605.0
2023-03-28,605.0
2023-03-29,605.0
2023-03-30,605.0
2023-03-31,605.0
2023-04-03,605.0
2023-04-04,605.0
2023-04-05,605.0
2023-04-06,605.0
2023-04-11,605.0
2023-04-12,605.0
2023-04-13,605.0
2023-04-14,605.0
2023-04-17,605.0
2023-04-18,605.0
2023-04-19,605.0
2023-04-20,605.0
2023-04-21,605.0
2023-04-24,605.0
2023-04-25,605.0
2023-04-26,605.0
2023-04-27,605.0
2023-04-28,605.0
2023-05-02,700.0
2023-05-03,595.0
2023-05-04,600.0
2023-05-05,600.0
2023-05-08,600.0
2023-05-09,600.0
2023-05-10,600.0
2023-05-11,600.0
2023-05-12,600.0
2023-05-15,600.0
2023-05-16,600.0
2023-05-17,600.0
2023-05-18,600.0
2023-05-19,595.0
2023-05-22,595.0
2023-05-23,595.0
2023-05-24,595.0
2023-05-25,595.0
2023-05-26,595.0
2023-05-29,595.0
2023-05-30,595.0
2023-05-31,595.0
2023-06-01,595.0
2023-06-02,595.0
2023-06-05,595.0
2023-06-06,595.0
2023-06-07,595.0
2023-06-08,595.0
2023-06-09,595.0
2023-06-12,595.0
2023-06-13,595.0
2023-06-14,595.0
2023-06-15,595.0
2023-06-16,595.0
2023-06-19,595.0
2023-06-20,595.0
2023-06-21,595.0
2023-06-22,595.0
2023-06-23,595.0
2023-06-26,595.0
2023-06-27,595.0
2023-06-28,595.0
2023-06-29,595.0
2023-06-30,595.0
2023-07-03,595.0
2023-07-04,595.0
2023-07-05,595.0
2023-07-06,595.0
2023-07-07,595.0
2023-07-10,595.0
2023-07-11,595.0
2023-07-12,595.0
2023-07-13,595.0
2023-07-14,595.0
2023-07-17,595.0
2023-07-18,595.0
2023-07-19,595.0
2023-07-20,595.0
2023-07-21,600.0
2023-07-24,600.0
2023-07-25,600.0
2023-07-26,600.0
2023-07-27,600.0
2023-07-28,600.0
2023-07-31,600.0
2023-08-01,600.0
2023-08-02,600.0
2023-08-03,600.0
2023-08-04,600.0
2023-08-07,600.0
2023-08-08,600.0
2023-08-09,600.0
2023-08-10,600.0
2023-08-11,600.0
2023-08-14,600.0
2023-08-15,600.0
2023-08-16,600.0
2023-08-17,600.0
2023-08-18,600.0
2023-08-21,600.0
2023-08-22,600.0
2023-08-23,600.0
2023-08-24,600.0
2023-08-25,600.0
2023-08-28,600.0
2023-08-29,600.0
2023-08-30,540.0
2023-08-31,540.0
2023-09-01,540.0
2023-09-04,540.0
2023-09-05,540.0
2023-09-06,540.0
2023-09-07,540.0
2023-09-08,540.0
2023-09-11,540.0
2023-09-12,540.0
2023-09-13,540.0
2023-09-14,540.0
2023-09-15,540.0
2023-09-18,540.0
2023-09-19,540.0
2023-09-20,540.0
2023-09-21,540.0
2023-09-22,540.0
2023-09-25,540.0
2023-09-26,540.0
2023-09-27,540.0
2023-09-28,540.0
2023-09-29,540.0
2023-10-02,540.0
2023-10-03,540.0
2023-10-04,545.0
2023-10-05,545.0
2023-10-06,545.0
2023-10-09,545.0
2023-10-10,545.0
2023-10-11,545.0
2023-10-12,545.0
2023-10-13,545.0
2023-10-16,545.0
2023-10-17,545.0
2023-10-18,545.0
2023-10-19,545.0
2023-10-20,545.0
2023-10-23,545.0
2023-10-24,545.0
2023-10-25,545.0
2023-10-26,545.0
2023-10-27,545.0
2023-10-30,545.0
2023-10-31,545.0
2023-11-01,545.0
2023-11-02,545.0
2023-11-03,545.0
2023-11-06,545.0
2023-11-07,545.0
2023-11-08,545.0
2023-11-09,545.0
2023-11-10,500.0
2023-11-13,500.0
2023-11-14,500.0
2023-11-15,500.0
2023-11-16,500.0
2023-11-17,500.0
2023-11-20,500.0
2023-11-21,500.0
2023-11-22,500.0
2023-11-23,500.0
2023-11-24,500.0
2023-11-27,500.0
2023-11-28,500.0
2023-11-29,500.0
2023-11-30,500.0
2023-12-01,500.0
2023-12-04,500.0
2023-12-05,500.0
2023-12-06,500.0
2023-12-07,500.0
2023-12-08,500.0
2023-12-11,500.0
2023-12-12,500.0
2023-12-13,530.0
2023-12-14,530.0
2023-12-15,530.0
2023-12-18,530.0
2023-12-19,530.0
2023-12-20,530.0
2023-12-21,530.0
2023-12-22,530.0
2023-12-27,530.0
2023-12-28,530.0
2023-12-29,480.0
2024-01-02,480.0
2024-01-03,470.0
2024-01-04,470.0
2024-01-05,470.0
2024-01-08,470.0
2024-01-09,470.0
2024-01-10,488.0
2024-01-11,496.0
2024-01-12,496.0
2024-01-15,496.0
2024-01-16,496.0
2024-01-17,496.0
2024-01-18,496.0
2024-01-19,496.0
2024-01-22,496.0
2024-01-23,496.0
2024-01-24,496.0
2024-01-25,496.0
2024-01-26,496.0
2024-01-29,496.0
2024-01-30,496.0
2024-01-31,496.0
2024-02-01,496.0
2024-02-02,496.0
2024-02-05,496.0
2024-02-06,496.0
2024-02-07,496.0
2024-02-08,496.0
2024-02-09,496.0
2024-02-12,496.0
2024-02-13,496.0
2024-02-14,496.0
2024-02-15,496.0
2024-02-16,496.0
2024-02-19,496.0
2024-02-20,496.0
2024-02-21,496.0
2024-02-22,496.0
2024-02-23,496.0
2024-02-26,496.0
2024-02-27,496.0
2024-02-28,496.0
2024-02-29,496.0
2024-03-01,496.0
2024-03-04,496.0
2024-03-05,496.0
2024-03-06,496.0
2024-03-07,496.0
2024-03-08,496.0
2024-03-11,496.0
2024-03-12,496.0
2024-03-13,496.0
2024-03-14,496.0
2024-03-15,496.0
2024-03-18,496.0
2024-03-19,496.0
2024-03-20,496.0
2024-03-21,496.0
2024-03-22,496.0
2024-03-25,496.0
2024-03-26,496.0
2024-03-27,496.0
2024-03-28,496.0
2024-04-02,496.0
2024-04-03,496.0
2024-04-04,496.0
2024-04-05,496.0
2024-04-08,496.0
2024-04-09,496.0
2024-04-10,496.0
2024-04-11,496.0
2024-04-12,496.0
2024-04-15,496.0
2024-04-16,496.0
2024-04-17,496.0
2024-04-18,496.0
2024-04-19,496.0
2024-04-22,496.0
2024-04-23,496.0
2024-04-24,496.0
2024-04-25,505.0
2024-04-26,505.0
2024-04-29,505.0
2024-04-30,486.0
2024-05-02,494.0
2024-05-03,486.0
2024-05-06,494.0
2024-05-07,494.0
2024-05-08,494.0
2024-05-09,494.0
2024-05-10,494.0
2024-05-13,494.0
2024-05-14,494.0
2024-05-15,494.0
2024-05-16,494.0
2024-05-17,494.0
2024-05-20,494.0
2024-05-21,480.0
2024-05-22,480.0
2024-05-23,480.0
2024-05-24,480.0
2024-05-27,480.0
2024-05-28,496.0
2024-05-29,496.0
2024-05-30,496.0
2024-05-31,496.0
2024-06-03,496.0
2024-06-04,496.0
2024-06-05,496.0
2024-06-06,496.0
2024-06-07,496.0
2024-06-10,496.0
2024-06-11,496.0
2024-06-12,496.0
2024-06-13,505.0
2024-06-14,505.0
2024-06-17,505.0
2024-06-18,505.0
2024-06-19,505.0
2024-06-20,505.0
2024-06-21,505.0
2024-06-24,450.0
2024-06-25,450.0
2024-06-26,450.0
2024-06-27,450.0
2024-06-28,450.0
2024-07-01,450.0
2024-07-02,450.0
2024-07-03,450.0
2024-07-04,450.0
2024-07-05,450.0
2024-07-08,450.0
2024-07-09,450.0
2024-07-10,450.0
2024-07-11,450.0
2024-07-12,450.0
2024-07-15,450.0
2024-07-16,450.0
2024-07-17,450.0
2024-07-18,450.0
2024-07-19,450.0
2024-07-22,450.0
2024-07-23,450.0
2024-07-24,450.0
2024-07-25,450.0
2024-07-26,450.0
2024-07-29,450.0
2024-07-30,450.0
2024-07-31,450.0
2024-08-01,450.0
2024-08-02,450.0
2024-08-05,450.0
2024-08-06,450.0
2024-08-07,450.0
2024-08-08,450.0
2024-08-09,450.0
2024-08-12,450.0
2024-08-13,450.0
2024-08-14,450.0
2024-08-15,450.0
2024-08-16,450.0
2024-08-19,450.0
2024-08-20,450.0
2024-08-21,450.0
2024-08-22,450.0
2024-08-23,450.0
2024-08-26,450.0
2024-08-27,450.0
2024-08-28,450.0
2024-08-29,450.0
2024-08-30,450.0
2024-09-02,450.0
2024-09-03,450.0
2024-09-04,450.0
2024-09-05,450.0
2024-09-06,450.0
2024-09-09,450.0
2024-09-10,450.0
2024-09-11,450.0
2024-09-12,450.0
2024-09-13,450.0
2024-09-16,450.0
2024-09-17,450.0
2024-09-18,450.0
2024-09-19,450.0
2024-09-20,450.0
2024-09-23,460.0
2024-09-24,460.0
2024-09-25,460.0
2024-09-26,460.0
2024-09-27,460.0
2024-09-30,460.0
2024-10-01,515.0
2024-10-02,515.0
2024-10-03,515.0
2024-10-04,515.0
2024-10-07,515.0
2024-10-08,515.0
2024-10-09,515.0
2024-10-10,472.0
2024-10-11,472.0
2024-10-14,505.0
2024-10-15,505.0
2024-10-16,505.0
2024-10-17,505.0
2024-10-18,505.0
2024-10-21,505.0
2024-10-22,505.0
2024-10-23,505.0
2024-10-24,505.0
2024-10-25,505.0
2024-10-28,505.0
2024-10-29,505.0
2024-10-30,505.0
2024-10-31,505.0
2024-11-01,505.0
2024-11-04,505.0
2024-11-05,505.0
2024-11-06,505.0
2024-11-07,505.0
2024-11-08,505.0
2024-11-11,462.0
2024-11-12,462.0
2024-11-13,462.0
2024-11-14,462.0
2024-11-15,462.0
2024-11-18,500.0
2024-11-19,500.0
2024-11-20,500.0
2024-11-21,500.0
2024-11-22,500.0
2024-11-25,500.0
2024-11-26,500.0
2024-11-27,500.0
2024-11-28,500.0
2024-11-29,500.0
2024-12-02,500.0
2024-12-03,500.0
2024-12-04,500.0
2024-12-05,500.0
2024-12-06,500.0
2024-12-09,500.0
2024-12-10,500.0
2024-12-11,500.0
2024-12-12,500.0
2024-12-13,500.0
2024-12-16,500.0
2024-12-17,500.0
2024-12-18,500.0
2024-12-19,500.0
2024-12-20,500.0
2024-12-23,500.0
2024-12-24,500.0
2024-12-27,500.0
2024-12-30,500.0
2024-12-31,500.0
2025-01-02,500.0
2025-01-03,500.0
2025-01-06,500.0
2025-01-07,500.0
2025-01-08,500.0
2025-01-09,500.0
2025-01-10,500.0
2025-01-13,500.0
2025-01-14,500.0
2025-01-15,500.0
2025-01-16,500.0
2025-01-17,500.0
2025-01-20,500.0
2025-01-21,500.0
2025-01-22,500.0
2025-01-23,500.0
2025-01-24,500.0
2025-01-27,500.0
2025-01-28,500.0
2025-01-29,500.0
2025-01-30,500.0
2025-01-31,500.0
2025-02-03,500.0
2025-02-04,500.0
2025-02-05,500.0
2025-02-06,500.0
2025-02-07,500.0
2025-02-10,500.0
2025-02-11,500.0
2025-02-12,500.0
2025-02-13,500.0
2025-02-14,500.0
2025-02-17,500.0
2025-02-18,500.0
2025-02-19,500.0
2025-02-20,500.0
2025-02-21,500.0
2025-02-24,500.0
2025-02-25,515.0
2025-02-26,515.0
2025-02-27,515.0
2025-02-28,515.0
2025-03-03,515.0
2025-03-04,515.0
2025-03-05,515.0
2025-03-06,515.0
2025-03-07,515.0
2025-03-10,515.0
2025-03-11,515.0
2025-03-12,515.0
2025-03-13,515.0
2025-03-14,515.0
2025-03-17,515.0
2025-03-18,515.0
2025-03-19,515.0
2025-03-20,515.0
2025-03-21,515.0
2025-03-24,515.0
2025-03-25,484.0
2025-03-26,515.0
2025-03-27,515.0
2025-03-28,515.0
2025-03-31,515.0
2025-04-01,515.0
2025-04-02,515.0
2025-04-03,515.0
2025-04-04,515.0
2025-04-07,515.0
2025-04-08,515.0
2025-04-09,515.0
2025-04-10,515.0
2025-04-11,515.0
2025-04-14,570.0
2025-04-15,570.0
2025-04-16,570.0
2025-04-17,570.0
2025-04-22,570.0
2025-04-23,570.0
2025-04-24,570.0
2025-04-25,570.0
2025-04-28,570.0
2025-04-29,570.0
2025-04-30,570.0
2025-05-02,570.0
2025-05-05,570.0
2025-05-06,570.0
2025-05-07,570.0
2025-05-08,570.0
2025-05-09,570.0
2025-05-12,570.0
2025-05-13,570.0
2025-05-14,570.0
2025-05-15,570.0
2025-05-16,570.0
2025-05-19,570.0
2025-05-20,570.0
2025-05-21,545.0
2025-05-22,545.0
2025-05-23,545.0
2025-05-26,545.0
2025-05-27,545.0
2025-05-28,545.0
2025-05-29,545.0
2025-05-30,545.0
2025-06-02,545.0
2025-06-03,545.0
2025-06-04,545.0
2025-06-05,545.0
2025-06-06,545.0
2025-06-09,545.0
2025-06-10,545.0
2025-06-11,545.0
2025-06-12,545.0
2025-06-13,545.0
2025-06-16,545.0
2025-06-17,545.0
2025-06-18,494.0
2025-06-19,494.0
2025-06-20,494.0
2025-06-23,530.0
2025-06-24,530.0
2025-06-25,530.0
2025-06-26,530.0
2025-06-27,530.0
2025-06-30,530.0
2025-07-01,530.0
2025-07-02,530.0
2025-07-03,530.0
2025-07-04,530.0
2025-07-07,530.0
2025-07-08,530.0
2025-07-09,530.0
2025-07-10,530.0
2025-07-11,530.0
2025-07-14,530.0
2025-07-15,530.0
2025-07-16,530.0
2025-07-17,530.0
2025-07-18,530.0
2025-07-21,530.0
2025-07-22,530.0
2025-07-23,530.0
2025-07-24,530.0
2025-07-25,530.0
2025-07-28,530.0
2025-07-29,530.0
2025-07-30,530.0
2025-07-31,530.0
2025-08-01,530.0
2025-08-04,530.0
2025-08-05,530.0
2025-08-06,530.0
2025-08-07,530.0
2025-08-08,530.0
2025-08-11,530.0
2025-08-12,530.0
2025-08-13,530.0
2025-08-14,530.0
2025-08-15,530.0
2025-08-18,530.0
2025-08-19,530.0
2025-08-20,575.0
2025-08-21,575.0
2025-08-22,575.0
2025-08-25,575.0
2025-08-26,575.0
2025-08-27,575.0
2025-08-28,575.0
2025-08-29,575.0
