,ALHAF FP Equity_DX_SI_QTY,ALHAF FP Equity_DX_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHAF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHAF FP Equity_DX_SI_MV,ALHAF FP Equity_DX_DSS,ALHAF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SUPPLY_SI_QTY,ALHAF FP Equity_DX_BROKER_SI_QTY,ALHAF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHAF FP Equity_DX_BROKER_SI_MV_INC_x,ALHAF FP Equity_DX_BROKER_SI_QTY_ADD,ALHAF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHAF FP Equity_DX_BROKER_SI_QTY_INC,ALHAF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHAF FP Equity_DX_BROKER_SI_MV_INC_y,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHAF FP Equity_DX_BROKER_SI_MV_ADD,ALHAF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHAF FP Equity_DX_BROKER_SI_QTY_DEC,ALHAF FP Equity_DX_SUPPLY_SI_MV,ALHAF FP Equity_DX_BROKER_SI_MV_DEC,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHAF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHAF FP Equity_DX_BROKER_SI_CON_RATIO,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHAF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHAF FP Equity_PX_LAST
2022-06-28,22434.0,178350.3,0.05,4.58,0.05,0.18,0.0,144165.3,17634.0,18134.0,140190.3,,,,,,,,,,,,0.14,,100.0,1.72,0.0,0.0,0.0,100.0,38.5,0.5264,61.5,0.0219,7.95
2022-06-29,22434.0,170274.06,0.05,4.54,0.05,0.18,0.0,137637.06,17634.0,18134.0,133842.06,,,,,,,,,,,,0.14,,100.0,1.72,0.0,0.0,0.0,100.0,38.4,0.5269,61.6,0.0219,7.59
2022-06-30,22434.0,162152.95,0.05,4.13,0.05,0.17,0.0,131072.55,17634.0,18134.0,127458.55,,,,,,,,,,,,0.14,,100.0,1.72,0.0,0.0,0.0,100.0,38.97,0.5243,61.03,0.0219,7.228
2022-07-01,22434.0,161076.12,0.05,3.95,0.05,0.17,0.0,130202.12,17634.0,18134.0,126612.12,,,,,,,,,,,,0.13,,100.0,1.72,0.0,0.0,0.0,100.0,38.42,0.5268,61.58,0.0219,7.18
2022-07-04,22434.0,160403.1,0.05,3.89,0.05,0.17,0.0,129658.1,17634.0,18134.0,126083.1,,,,,,,,,,,,0.13,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,7.15
2022-07-05,22434.0,154435.66,0.05,3.8,0.05,0.16,0.0,124834.46,17634.0,18134.0,121392.46,,,,,,,,,,,,0.13,,100.0,1.72,0.0,0.0,0.0,100.0,39.73,0.5211,60.27,0.0219,6.884
2022-07-06,22434.0,154570.26,0.05,3.72,0.05,0.15,0.0,124943.26,17634.0,18134.0,121498.26,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.89
2022-07-07,22434.0,155355.45,0.05,3.73,0.05,0.15,0.0,125577.95,17634.0,18134.0,122115.45,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.925
2022-07-08,22434.0,155243.28,0.05,3.74,0.05,0.16,0.0,125487.28,17634.0,18134.0,122027.28,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.92
2022-07-11,22434.0,154121.58,0.05,3.76,0.05,0.16,0.0,124580.58,17634.0,18134.0,121145.58,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,0.0219,6.87
2022-07-12,22434.0,146269.68,0.05,3.76,0.05,0.15,0.0,118233.68,17634.0,18134.0,114973.68,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.52
2022-07-13,22434.0,143577.6,0.05,3.66,0.05,0.15,0.0,116057.6,17634.0,18134.0,112857.6,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.4
2022-07-14,22434.0,141558.54,0.05,3.63,0.05,0.14,0.0,114425.54,17634.0,18134.0,111270.54,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0219,6.31
2022-07-15,22434.0,138642.12,0.05,3.74,0.05,0.14,0.0,112068.12,17634.0,18134.0,108978.12,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.18
2022-07-18,22434.0,138260.74,0.05,3.6,0.05,0.14,0.0,111759.84,17634.0,18134.0,108678.34,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.163
2022-07-19,22434.0,138260.74,0.05,3.47,0.05,0.14,0.0,111759.84,17634.0,18134.0,108678.34,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.163
2022-07-20,22434.0,138193.44,0.05,3.49,0.05,0.14,0.0,111705.44,17634.0,18134.0,108625.44,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.16
2022-07-21,22434.0,137969.1,0.05,3.56,0.05,0.14,0.0,111524.1,17634.0,18134.0,108449.1,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.15
2022-07-22,22434.0,138193.44,0.05,3.9,0.05,0.14,0.0,111705.44,17634.0,18134.0,108625.44,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.16
2022-07-25,22434.0,138193.44,0.05,3.98,0.05,0.14,0.0,111705.44,17634.0,18134.0,108625.44,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.16
2022-07-26,22434.0,149163.67,0.05,4.07,0.05,0.14,0.0,120572.97,17634.0,18134.0,117248.47,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0219,6.649
2022-07-27,22434.0,146942.7,0.05,4.07,0.05,0.15,0.0,118777.7,17634.0,18134.0,115502.7,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.55
2022-07-28,22434.0,147840.06,0.05,4.05,0.05,0.15,0.0,119503.06,17634.0,18134.0,116208.06,,,,,,,,,,,,0.11,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.59
2022-07-29,22434.0,148737.42,0.05,4.2,0.05,0.15,0.0,120228.42,17634.0,18134.0,116913.42,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.63
2022-08-01,22434.0,146292.11,0.05,4.19,0.05,0.15,0.0,118251.81,17634.0,18134.0,114991.31,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.521
2022-08-02,22434.0,148064.4,0.05,4.23,0.05,0.15,0.0,119684.4,17634.0,18134.0,116384.4,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0219,6.6
2022-08-03,22434.0,148064.4,0.05,4.38,0.05,0.15,0.0,119684.4,17634.0,18134.0,116384.4,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.6
2022-08-04,22434.0,146942.7,0.05,4.35,0.05,0.15,0.0,118777.7,17634.0,18134.0,115502.7,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.55
2022-08-05,22434.0,147840.06,0.05,4.32,0.05,0.15,0.0,119503.06,17634.0,18134.0,116208.06,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.59
2022-08-08,22434.0,147840.06,0.05,4.35,0.05,0.15,0.0,119503.06,17634.0,18134.0,116208.06,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.59
2022-08-09,22434.0,149634.78,0.05,4.33,0.05,0.15,0.0,120953.78,17634.0,18134.0,117618.78,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,6.67
2022-08-10,22434.0,156925.83,0.05,4.31,0.05,0.15,0.0,126847.33,17634.0,18134.0,123349.83,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0219,6.995
2022-08-11,22434.0,158384.04,0.05,4.57,0.05,0.16,0.0,128026.04,17634.0,18134.0,124496.04,,,,,,,,,,,,0.12,,100.0,1.72,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0219,7.06
2022-08-12,22434.0,156813.66,0.05,4.82,0.05,0.16,0.0,126756.66,17634.0,18134.0,123261.66,,,,,,,,,,,,0.13,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0218,6.99
2022-08-15,37067.0,264287.71,0.08,8.14,0.08,0.26,0.0,233628.71,32267.0,32767.0,230063.71,14633.0,,14633.0,,,,,14633.0,0.1,,,0.23,,3.13,3.13,996992.0,7108552.96,7.03,3.13,37.33,0.349,39.47,0.036,7.13
2022-08-16,37067.0,263546.37,0.08,8.33,0.08,0.26,0.0,232973.37,32267.0,32767.0,229418.37,,,,,,,,,,,,0.23,,3.13,3.13,998134.0,7096732.74,7.13,3.13,37.32,0.349,39.48,0.036,7.11
2022-08-17,23867.0,169217.03,0.05,5.59,0.05,0.17,0.0,138730.03,19067.0,19567.0,135185.03,,,,0.09,,13200.0,,,,,13200.0,0.14,0.09,1.85,1.85,1013273.0,7184105.57,7.2,1.85,36.03,0.4694,57.96,0.0231,7.09
2022-08-18,23867.0,169933.04,0.05,5.49,0.05,0.17,0.0,139317.04,19067.0,19567.0,135757.04,,,,,,,,,,,,0.14,,1.85,1.85,1013415.0,7215514.8,7.24,1.84,36.03,0.4694,57.97,0.0231,7.12
2022-08-19,23867.0,170410.38,0.05,5.45,0.05,0.17,0.0,139708.38,19067.0,19567.0,136138.38,,,,,,,,,,,,0.14,,1.85,1.85,1013456.0,7236075.84,7.28,1.84,36.03,0.4695,57.97,0.0231,7.14
2022-08-22,23867.0,169455.7,0.05,5.44,0.05,0.17,0.0,138925.7,19067.0,19567.0,135375.7,,,,,,,,,,,,0.14,,1.85,1.85,1013456.0,7195537.6,7.31,1.84,36.03,0.4695,57.97,0.0231,7.1
2022-08-23,23867.0,169455.7,0.05,5.37,0.05,0.17,0.0,138925.7,19067.0,19567.0,135375.7,,,,,,,,,,,,0.14,,1.85,1.85,1013456.0,7195537.6,7.19,1.85,36.03,0.4694,57.96,0.0231,7.1
2022-08-24,23867.0,169455.7,0.05,5.54,0.05,0.17,0.0,138925.7,19067.0,19567.0,135375.7,,,,,,,,,,,,0.14,,1.85,1.85,1013456.0,7195537.6,7.21,1.85,36.03,0.4694,57.97,0.0231,7.1
2022-08-25,23867.0,163488.95,0.05,5.72,0.05,0.17,0.0,134033.95,19067.0,19567.0,130608.95,,,,,,,,,,,,0.14,,1.85,1.85,1013456.0,6942173.6,7.21,1.85,36.03,0.4694,57.96,0.0231,6.85
2022-08-26,23867.0,160147.57,0.05,5.53,0.05,0.16,0.0,131294.57,19067.0,19567.0,127939.57,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6800289.76,6.95,1.85,36.03,0.4694,57.96,0.0231,6.71
2022-08-29,23867.0,160624.91,0.05,5.87,0.05,0.16,0.0,131685.91,19067.0,19567.0,128320.91,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6820558.88,6.81,1.85,36.03,0.4694,57.96,0.0231,6.73
2022-08-30,23867.0,160624.91,0.05,6.37,0.05,0.16,0.0,131685.91,19067.0,19567.0,128320.91,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6820558.88,6.8,1.85,36.04,0.4694,57.96,0.0231,6.73
2022-08-31,23867.0,159908.9,0.05,6.44,0.05,0.16,0.0,131098.9,19067.0,19567.0,127748.9,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6790155.2,6.78,1.85,36.04,0.4694,57.96,0.0231,6.7
2022-09-01,23867.0,160791.98,0.05,6.43,0.05,0.16,0.0,131822.88,19067.0,19567.0,128454.38,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6827653.07,6.86,1.84,36.02,0.4695,57.97,0.0231,6.737
2022-09-02,23867.0,158715.55,0.05,6.76,0.05,0.16,0.0,130120.55,19067.0,19567.0,126795.55,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6739482.4,6.81,1.85,36.23,0.4682,57.74,0.0231,6.65
2022-09-05,23867.0,158954.22,0.05,6.74,0.05,0.16,0.0,130316.22,19067.0,19567.0,126986.22,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6749616.96,6.8,1.84,36.08,0.4697,57.96,0.0231,6.66
2022-09-06,23867.0,159908.9,0.05,7.09,0.05,0.16,0.0,131098.9,19067.0,19567.0,127748.9,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6790155.2,6.76,1.85,36.03,0.4694,57.96,0.0231,6.7
2022-09-07,23867.0,159192.89,0.05,7.45,0.05,0.16,0.0,130511.89,19067.0,19567.0,127176.89,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6759751.52,6.73,1.85,36.04,0.4694,57.96,0.0231,6.67
2022-09-08,23867.0,160123.7,0.05,7.75,0.05,0.16,0.0,131275.0,19067.0,19567.0,127920.5,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6799276.3,6.73,1.85,36.04,0.4694,57.96,0.0231,6.709
2022-09-09,23867.0,160624.91,0.05,8.05,0.05,0.16,0.0,131685.91,19067.0,19567.0,128320.91,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6820558.88,6.74,1.85,36.04,0.4694,57.96,0.0231,6.73
2022-09-12,23867.0,159192.89,0.05,8.33,0.05,0.16,0.0,130511.89,19067.0,19567.0,127176.89,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6759751.52,6.77,1.85,36.04,0.4694,57.96,0.0231,6.67
2022-09-13,23867.0,148214.07,0.05,8.53,0.05,0.16,0.0,121511.07,19067.0,19567.0,118406.07,,,,,,,,,,,,0.13,,1.85,1.85,1013456.0,6293561.76,6.87,1.84,36.02,0.4695,57.98,0.0231,6.21
2022-09-14,23867.0,138428.6,0.05,7.82,0.05,0.15,0.0,113488.6,19067.0,19567.0,110588.6,,,,,,,,,,,,0.12,,100.0,1.85,0.0,0.0,0.0,100.0,36.17,0.4727,58.2,0.0231,5.8
2022-09-15,23867.0,138285.4,0.05,6.95,0.05,0.14,0.0,113371.2,19067.0,19567.0,110474.2,,,,,,,,,,,,0.11,,100.0,1.85,0.0,0.0,0.0,100.0,36.03,0.4694,57.96,0.0231,5.794
2022-09-16,22434.0,130588.31,0.05,6.2,0.05,0.13,0.0,105558.01,17634.0,18134.0,102647.51,,,,0.01,,1433.0,,,,,1433.0,0.1,0.01,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.821
2022-09-19,22434.0,127649.46,0.05,6.19,0.05,0.13,0.0,103182.46,17634.0,18134.0,100337.46,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.69
2022-09-20,22434.0,125944.48,0.05,6.14,0.05,0.13,0.0,101804.28,17634.0,18134.0,98997.28,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.614
2022-09-21,22434.0,114660.17,0.05,6.11,0.05,0.13,0.0,92682.87,17634.0,18134.0,90127.37,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,0.0217,5.111
2022-09-22,22434.0,113067.36,0.05,6.19,0.05,0.11,0.0,91395.36,17634.0,18134.0,88875.36,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.04
2022-09-23,22434.0,117778.5,0.05,6.17,0.05,0.11,0.0,95203.5,17634.0,18134.0,92578.5,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,0.0217,5.25
2022-09-26,22434.0,120448.15,0.05,6.13,0.05,0.12,0.0,97361.45,17634.0,18134.0,94676.95,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0217,5.369
2022-09-27,22434.0,122265.3,0.05,6.03,0.05,0.12,0.0,98830.3,17634.0,18134.0,96105.3,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.45
2022-09-28,22434.0,125630.4,0.05,5.99,0.05,0.12,0.0,101550.4,17634.0,18134.0,98750.4,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.6
2022-09-29,22434.0,128322.48,0.05,6.0,0.05,0.13,0.0,103726.48,17634.0,18134.0,100866.48,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.35,0.5271,61.65,0.0217,5.72
2022-09-30,22434.0,127425.12,0.05,5.64,0.05,0.13,0.0,103001.12,17634.0,18134.0,100161.12,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.68
2022-10-03,22434.0,131911.92,0.05,5.51,0.05,0.13,0.0,106627.92,17634.0,18134.0,103687.92,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.88
2022-10-04,44134.0,263965.45,0.1,10.71,0.1,0.26,0.0,238247.15,39334.0,39834.0,235256.65,21700.0,,21700.0,,,,,21700.0,0.13,,,0.23,,3.81,3.81,993189.0,5940263.41,5.74,3.82,31.33,0.378,49.18,0.0427,5.981
2022-10-05,24134.0,142004.46,0.05,5.73,0.05,0.14,0.0,116703.26,19334.0,19834.0,113761.26,,,,0.11,,20000.0,,,,,20000.0,0.12,0.12,1.87,1.87,1013189.0,5961604.08,6.11,1.87,35.63,0.4606,57.33,0.0234,5.884
2022-10-06,24134.0,141907.92,0.05,5.48,0.05,0.14,0.0,116623.92,19334.0,19834.0,113683.92,,,,,,,,,,,,0.11,,1.87,1.87,1013189.0,5957551.32,5.99,1.87,35.63,0.4605,57.33,0.0234,5.88
2022-10-07,24134.0,147700.08,0.05,5.46,0.05,0.14,0.0,110980.08,19334.0,18134.0,118324.08,,,,,,,,,,,1700.0,0.11,0.01,1.87,1.87,1013189.0,6200716.68,5.99,1.87,35.61,0.4603,57.31,0.0234,6.12
2022-10-10,22434.0,132360.6,0.05,5.13,0.05,0.14,0.0,106990.6,17634.0,18134.0,104040.6,,,,0.01,,1700.0,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0217,5.9
2022-10-11,22434.0,134604.0,0.05,5.0,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,6.0
2022-10-12,22434.0,134604.0,0.05,4.85,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,6.0
2022-10-13,22434.0,134604.0,0.05,4.71,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,6.0
2022-10-14,22434.0,134604.0,0.05,4.7,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,6.0
2022-10-17,22434.0,134604.0,0.05,4.78,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,6.0
2022-10-18,22434.0,133930.98,0.05,4.69,0.05,0.13,0.0,108259.98,17634.0,18134.0,105274.98,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.97
2022-10-19,22434.0,133930.98,0.05,4.64,0.05,0.13,0.0,108259.98,17634.0,18134.0,105274.98,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.97
2022-10-20,22434.0,133257.96,0.05,4.51,0.05,0.13,0.0,107715.96,17634.0,18134.0,104745.96,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.94
2022-10-21,22434.0,134379.66,0.05,4.51,0.05,0.13,0.0,108622.66,17634.0,18134.0,105627.66,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.99
2022-10-24,22434.0,129219.84,0.05,4.51,0.05,0.13,0.0,104451.84,17634.0,18134.0,101571.84,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.76
2022-10-25,22434.0,131463.24,0.05,4.4,0.05,0.13,0.0,106265.24,17634.0,18134.0,103335.24,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.86
2022-10-26,22434.0,134604.0,0.05,4.61,0.05,0.13,0.0,108804.0,17634.0,18134.0,105804.0,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,6.0
2022-10-27,22434.0,131911.92,0.05,4.94,0.05,0.13,0.0,106627.92,17634.0,18134.0,103687.92,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5273,61.67,0.0217,5.88
2022-10-28,22434.0,134581.57,0.05,5.17,0.05,0.13,0.0,108785.87,17634.0,18134.0,105786.37,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.999
2022-10-31,22434.0,130117.2,0.05,5.12,0.05,0.13,0.0,105177.2,17634.0,18134.0,102277.2,,,,,,,,,,,,0.11,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.8
2022-11-01,22434.0,128771.16,0.05,5.13,0.05,0.13,0.0,104089.16,17634.0,18134.0,101219.16,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.74
2022-11-02,22434.0,123387.0,0.05,5.11,0.05,0.13,0.0,99737.0,17634.0,18134.0,96987.0,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.5
2022-11-03,22434.0,125406.06,0.05,5.13,0.05,0.12,0.0,101369.06,17634.0,18134.0,98574.06,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,0.0217,5.59
2022-11-04,22434.0,126752.1,0.05,5.17,0.05,0.13,0.0,102457.1,17634.0,18134.0,99632.1,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.35,0.5271,61.65,0.0217,5.65
2022-11-07,22434.0,126752.1,0.05,5.26,0.05,0.13,0.0,102457.1,17634.0,18134.0,99632.1,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.65
2022-11-08,22434.0,125630.4,0.05,5.35,0.05,0.13,0.0,101550.4,17634.0,18134.0,98750.4,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,5.6
2022-11-09,22434.0,122713.98,0.05,5.0,0.05,0.13,0.0,99192.98,17634.0,18134.0,96457.98,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.47
2022-11-10,22434.0,114413.4,0.05,4.88,0.05,0.12,0.0,92483.4,17634.0,18134.0,89933.4,,,,,,,,,,,,0.1,,100.0,1.71,0.0,0.0,0.0,100.0,38.35,0.5272,61.65,0.0217,5.1
2022-11-11,22434.0,117329.82,0.05,3.31,0.05,0.11,0.0,94840.82,17634.0,18134.0,92225.82,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.35,0.5271,61.65,0.0217,5.23
2022-11-14,22434.0,115198.59,0.05,3.33,0.05,0.12,0.0,93118.09,17634.0,18134.0,90550.59,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,5.135
2022-11-15,22434.0,110386.5,0.05,3.29,0.05,0.12,0.0,89228.35,17634.0,18134.0,86768.1,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.33,0.5272,61.67,0.0217,4.9205
2022-11-16,22434.0,106595.15,0.05,2.55,0.05,0.11,0.0,86163.7,17634.0,18134.0,83787.95,,,,,,,,,,,,0.09,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,4.7515
2022-11-17,22434.0,102299.04,0.05,2.5,0.05,0.11,0.0,82691.04,17634.0,18134.0,80411.04,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,38.73,0.5254,61.27,0.0217,4.56
2022-11-18,22434.0,98036.58,0.05,2.43,0.05,0.1,0.0,79245.58,17634.0,18134.0,77060.58,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,39.3,0.5229,60.7,0.0217,4.37
2022-11-21,22434.0,98709.6,0.05,2.32,0.05,0.1,0.0,79789.6,17634.0,18134.0,77589.6,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,0.0217,4.4
2022-11-22,22434.0,98709.6,0.05,2.04,0.05,0.1,0.0,79789.6,17634.0,18134.0,77589.6,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,38.34,0.5272,61.66,0.0217,4.4
2022-11-23,22434.0,99158.28,0.05,1.97,0.05,0.1,0.0,80152.28,17634.0,18134.0,77942.28,,,,,,,,,,,,0.08,,100.0,1.71,0.0,0.0,0.0,100.0,38.22,0.5278,61.78,0.0217,4.42
