,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-11-02,3600.0,42498.0,0.2,0.01,0.04,,0.0,3600.0,0.0,42498.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,2.62,0.0,0.0,,0.0,100.0,,0.0,,0.0262
2020-11-03,16600.0,196876.0,0.93,0.04,0.2,,77090.0,10100.0,6500.0,119786.0,,,6500.0,,,6500.0,,,,,,,,6500.0,0.08,,,0.12,,,,100.0,11.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1841
2020-11-04,47400.0,567141.0,2.77,0.13,0.56,,409203.0,34200.0,34200.0,409203.0,,,3100.0,0.33,,,,,27700.0,,,,0.33,3100.0,,21000.0,,0.41,,,,100.0,30.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4259
2020-11-05,47400.0,567378.0,2.75,0.13,0.57,,409374.0,34200.0,34200.0,409374.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,30.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4251
2020-11-06,61000.0,721020.0,3.42,0.16,0.73,,484620.0,41000.0,41000.0,484620.0,,,6800.0,0.08,,,,,6800.0,,,,0.08,6800.0,,,,0.49,,,,100.0,36.84,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5481
2020-11-09,82000.0,997940.0,4.17,0.22,0.97,,754540.0,62000.0,62000.0,754540.0,,,21000.0,0.24,,,,,21000.0,,,,0.24,21000.0,,,,0.73,,,,100.0,46.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.615
2020-11-10,82000.0,1005320.0,4.08,0.22,0.99,,760120.0,62000.0,62000.0,760120.0,,,,,,,,,,,,,,,,,,0.74,,,,100.0,46.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.615
2020-11-11,82000.0,1019670.0,4.15,0.22,1.01,,770970.0,62000.0,62000.0,770970.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,46.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6107
2020-11-12,82000.0,1006140.0,4.15,0.22,1.02,,760740.0,62000.0,62000.0,760740.0,,,,,,,,,,,,,,,,,,0.77,,,,100.0,46.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6098
2020-11-13,82000.0,1002040.0,4.16,0.22,1.01,,757640.0,62000.0,62000.0,757640.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,46.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6098
2020-11-16,82000.0,1006960.0,4.15,0.22,1.0,,761360.0,62000.0,62000.0,761360.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,46.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6214
2020-11-17,82000.0,1006960.0,4.31,0.22,1.01,,761360.0,62000.0,62000.0,761360.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,46.98,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6214
2020-11-18,40500.0,504832.5,2.04,0.11,0.5,,249300.0,20500.0,20000.0,255532.5,,,,,,,,0.51,,41500.0,,,,,,,42000.0,0.25,0.51,,,100.0,22.66,0.0,0.0,,0.0,100.0,2.44,0.9524,97.56,0.4477
2020-11-19,40500.0,501997.5,2.08,0.11,0.5,,247900.0,20500.0,20000.0,254097.5,,,,,,,,,,,,,,,,,,0.25,,,,100.0,22.66,0.0,0.0,,0.0,100.0,2.45,0.9523,97.55,0.4477
2020-11-20,20500.0,254200.0,1.25,0.05,0.25,,248000.0,500.0,20000.0,6200.0,,,,,,,,0.25,,20000.0,,,,,,,,0.01,,,,100.0,0.55,0.0,0.0,,0.0,100.0,2.44,0.9523,97.56,0.2266
2020-11-23,7000.0,88235.0,0.42,0.02,0.09,,81932.5,500.0,6500.0,6302.5,,,,,,,,,,,,,,,,,13500.0,0.01,0.17,,,100.0,0.55,0.0,0.0,,0.0,100.0,7.16,0.8671,92.84,0.0774
2020-11-24,7000.0,89285.0,0.43,0.02,0.09,,82907.5,500.0,6500.0,6377.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.55,0.0,0.0,,0.0,100.0,7.15,0.8672,92.85,0.0774
2020-11-25,49500.0,630630.0,2.58,0.13,0.63,,496860.0,39500.0,39000.0,503230.0,,,29000.0,0.42,,,,,32500.0,,,,0.42,29000.0,,10000.0,,0.5,,,,100.0,33.98,0.0,0.0,,0.0,100.0,20.15,0.6623,78.84,0.4258
2020-11-26,109000.0,1384300.0,5.23,0.28,1.39,,1257300.0,68000.0,99000.0,863600.0,,,28500.0,0.76,,,,0.13,60000.0,10000.0,,,0.76,28500.0,,,,0.87,,,,100.0,46.95,0.0,0.0,,0.0,100.0,9.17,0.8334,90.83,0.7525
2020-11-27,109000.0,1390840.0,5.36,0.27,1.39,,1263240.0,68000.0,99000.0,867680.0,,,,,,,,0.13,,10000.0,,,,,,,,0.86,,,,100.0,45.86,0.0,0.0,,0.0,100.0,9.2,0.8329,90.8,0.7352
2020-11-30,135000.0,1714500.0,6.56,0.33,1.72,,1422400.0,81000.0,112000.0,1028700.0,,,,0.17,,,,0.13,13000.0,10000.0,,,0.17,,,13000.0,,1.03,,,,100.0,54.7,0.0,0.0,,0.0,100.0,8.15,0.8502,91.85,0.9117
2020-12-01,135000.0,1698300.0,6.41,0.33,1.72,,1408960.0,81000.0,112000.0,1018980.0,,,,,,,,0.13,,10000.0,,,,,,,,1.03,,,,100.0,55.08,0.0,0.0,,0.0,100.0,8.1,0.8511,91.9,0.9181
2020-12-02,125000.0,1570625.0,5.83,0.31,1.57,,1407280.0,71000.0,112000.0,892115.0,,,,,,,,0.13,,10000.0,,,,,,,,0.89,,,,100.0,47.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8432
2020-12-03,115000.0,1429450.0,5.45,0.28,1.44,,1267860.0,71000.0,102000.0,882530.0,,,,,,,,,,,,,,,,,10000.0,0.89,0.12,,,100.0,48.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7891
2020-12-04,84000.0,1048740.0,3.98,0.21,1.04,,886435.0,71000.0,71000.0,886435.0,,,,,,,,,,,,,,,,,31000.0,0.88,0.4,,,61.42,37.95,44600.0,556831.0,,0.55,61.41,,1.0,100.0,0.4489
2020-12-07,55000.0,683650.0,2.55,0.13,0.69,,522060.0,42000.0,42000.0,522060.0,,,,,,,,0.36,,29000.0,,,,,,,29000.0,0.52,0.36,,,100.0,28.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3759
2020-12-08,100100.0,1240639.4,4.59,0.24,1.24,,1079517.4,87100.0,87100.0,1079517.4,,,45100.0,,,45100.0,,,,,,,,45100.0,0.56,,,1.08,,,,58.42,39.32,62000.0,768428.0,,0.77,58.53,48.21,0.5006,51.79,0.4519
2020-12-09,100100.0,1246945.7,4.64,0.24,1.24,,1085004.7,87100.0,87100.0,1085004.7,,,,,,,,,,,,,,,,,,1.08,,,,100.0,53.73,0.0,0.0,,0.0,100.0,48.24,0.5006,51.76,0.6175
2020-12-10,102100.0,1297588.9,4.79,0.25,1.27,,1297588.9,89100.0,102100.0,1132371.9,,,15000.0,0.19,,,,0.16,15000.0,13000.0,,,0.19,15000.0,,,,1.11,,,,100.0,50.71,0.0,0.0,,0.0,100.0,44.18,0.5068,55.82,0.5811
2020-12-11,124200.0,1570509.0,5.63,0.3,1.58,,1570509.0,79100.0,124200.0,1000219.5,,,,0.29,,,,0.11,22100.0,10000.0,,,0.29,,,,,1.0,,,,100.0,47.71,0.0,0.0,,0.0,100.0,36.36,0.5372,63.64,0.7492
2020-12-14,124200.0,1567279.8,5.59,0.3,1.57,,1567279.8,79100.0,124200.0,998162.9,,,,,,,,,,,,,,,,,,1.0,,,,100.0,46.58,0.0,0.0,,0.0,100.0,36.2,0.5381,63.8,0.7314
2020-12-15,124200.0,1579699.8,5.48,0.3,1.56,,1579699.8,79100.0,124200.0,1006072.9,,,,,,,,,,,,,,,,,,1.0,,,,100.0,46.8,0.0,0.0,,0.0,100.0,36.36,0.5372,63.64,0.7348
2020-12-16,124200.0,1579078.8,5.38,0.3,1.58,,1579078.8,79100.0,124200.0,1005677.4,,,,,,,,,,,,,,,,,,1.01,,,,100.0,46.9,0.0,0.0,,0.0,100.0,36.29,0.5376,63.71,0.7364
2020-12-17,124200.0,1591002.0,5.27,0.3,1.58,,1591002.0,79100.0,124200.0,1013271.0,,,,,,,,,,,,,,,,,,1.01,,,,100.0,46.91,0.0,0.0,,0.0,100.0,36.33,0.5374,63.67,0.7365
2020-12-18,124200.0,1600565.4,5.3,0.3,1.59,,1600565.4,79100.0,124200.0,1019361.7,,,,,,,,,,,,,,,,,,1.02,,,,100.0,46.89,0.0,0.0,,0.0,100.0,36.44,0.5368,63.56,0.7363
2020-12-21,124200.0,1577340.0,5.21,0.3,1.6,,1577340.0,79100.0,124200.0,1004570.0,,,,,,,,,,,,,,,,,,1.02,,,,100.0,50.4,0.0,0.0,,0.0,100.0,36.38,0.5371,63.62,0.7914
2020-12-22,124200.0,1583550.0,5.24,0.3,1.58,,1583550.0,79100.0,124200.0,1008525.0,,,,,,,,,,,,,,,,,,1.0,,,,100.0,46.89,0.0,0.0,,0.0,100.0,36.2,0.5381,63.8,0.7362
2020-12-23,146200.0,1883056.0,6.11,0.35,1.87,,1883056.0,101100.0,146200.0,1302168.0,,,22000.0,0.28,,,,,22000.0,,,,0.28,22000.0,,,,1.29,,,,100.0,52.76,0.0,0.0,,0.0,100.0,30.8,0.5738,69.2,0.763
2020-12-24,101100.0,1298225.1,4.26,0.24,1.3,,1298225.1,82100.0,101100.0,1054246.1,,,,,,,,0.23,,19000.0,,,,,,,45100.0,1.06,0.57,,,59.93,39.27,54900.0,704970.9,,0.71,59.93,,1.0,100.0,0.4836
2020-12-25,142200.0,1825990.2,5.96,0.34,1.83,,1054246.1,82100.0,82100.0,1054246.1,,,,,,,,,,,,,,,,,19000.0,1.06,0.24,,,59.93,37.18,54900.0,704970.9,,0.71,59.93,,1.0,100.0,0.644
2020-12-28,67000.0,855590.0,2.81,0.16,0.86,,855590.0,37000.0,67000.0,472490.0,,,,,,,,0.58,,45100.0,,,,,,,15100.0,0.48,0.19,,,100.0,29.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5312
2020-12-29,52000.0,666120.0,2.17,0.13,0.67,,666120.0,22000.0,52000.0,281820.0,,,,,,,,0.19,,15000.0,,,,,,,15000.0,0.28,0.19,,,100.0,20.54,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4856
2020-12-30,103000.0,1318400.0,4.21,0.25,1.32,,1152000.0,60000.0,90000.0,768000.0,,,25000.0,0.49,,,,,38000.0,,,,0.49,25000.0,,13000.0,,0.77,,,,100.0,45.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7772
2020-12-31,103000.0,1328700.0,4.28,0.25,1.32,,1161000.0,60000.0,90000.0,774000.0,,,,,,,,,,,,,,,,,,0.77,,,,100.0,48.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8254
2021-01-01,103000.0,1328700.0,4.33,0.25,1.33,,1161000.0,60000.0,90000.0,774000.0,,,,,,,,,,,,,,,,,,0.77,,,,100.0,43.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7546
2021-01-04,113000.0,1459960.0,4.75,0.27,1.45,,1292000.0,70000.0,100000.0,904400.0,,,10000.0,0.13,,,,,10000.0,,,,0.13,10000.0,,,,0.9,,,,100.0,47.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7713
2021-01-05,127000.0,1690370.0,5.32,0.31,1.64,,1517340.0,84000.0,114000.0,1118040.0,,,14000.0,0.2,,,,,14000.0,,,,0.2,14000.0,,,,1.08,,,,100.0,52.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7912
2021-01-06,328000.0,4368960.0,13.87,0.78,4.37,,4009320.0,201000.0,301000.0,2677320.0,,,93000.0,1.28,,94000.0,,,93000.0,,,,1.28,93000.0,1.25,24000.0,,2.68,,,,100.0,74.25,0.0,0.0,,0.0,100.0,31.27,0.5701,68.73,1.2117
2021-01-07,328000.0,4372240.0,13.88,0.78,4.37,,4012330.0,191000.0,301000.0,2546030.0,,,,,,,,0.13,,10000.0,,,,,,,,2.55,,,,100.0,75.63,0.0,0.0,,0.0,100.0,31.24,0.5704,68.76,1.2988
2021-01-08,225000.0,3012750.0,13.18,0.53,3.0,,3012750.0,142000.0,225000.0,1901380.0,,,,,,,,0.66,,49000.0,,,,,,,76000.0,1.89,1.02,,,100.0,61.27,0.0,0.0,,0.0,100.0,31.1,0.5714,68.9,0.9709
2021-01-11,212000.0,2842920.0,13.63,0.51,2.84,,2842920.0,142000.0,212000.0,1904220.0,,,,,,,,,,,,,,,,,13000.0,1.9,0.18,,,100.0,61.98,0.0,0.0,,0.0,100.0,33.02,0.5577,66.98,0.9253
2021-01-12,212000.0,2887228.0,13.14,0.51,2.85,,2887228.0,142000.0,212000.0,1933898.0,,,,,,,,,,,,,,,,,,1.91,,,,100.0,61.65,0.0,0.0,,0.0,100.0,33.02,0.5577,66.98,0.9204
2021-01-13,231400.0,3170180.0,14.18,0.56,3.15,,3170180.0,142000.0,231400.0,1945400.0,,,,0.29,,,,,19400.0,,,,0.29,,,,,1.93,,,,100.0,62.24,0.0,0.0,,0.0,100.0,30.25,0.578,69.75,1.0142
2021-01-14,133400.0,1829581.0,8.27,0.32,1.83,,1829581.0,93000.0,133400.0,1275495.0,,,,,,,,0.66,,49000.0,,,,,,,98000.0,1.27,1.32,,,100.0,51.96,0.0,0.0,,0.0,100.0,15.74,0.7347,84.26,0.7454
2021-01-15,19400.0,267138.0,1.2,0.05,0.27,,267138.0,0.0,19400.0,0.0,,,,,,,,1.28,,93000.0,,,,,,,114000.0,0.0,1.57,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1945
2021-01-18,65400.0,897615.0,4.05,0.16,0.9,,719190.0,33000.0,52400.0,452925.0,,,,0.45,,,,,33000.0,,,,0.45,,,33000.0,,0.45,,,,100.0,30.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5968
2021-01-19,65400.0,895980.0,4.09,0.16,0.9,,717880.0,33000.0,52400.0,452100.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,30.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5972
2021-01-20,76400.0,1047826.0,4.18,0.17,1.05,,869531.0,33000.0,63400.0,452595.0,,,,0.15,,,,,11000.0,,,,0.15,,,,,0.45,,,,100.0,30.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7109
2021-01-21,57000.0,779190.0,2.79,0.12,0.78,,601480.0,33000.0,44000.0,451110.0,,,,,,,,,,,,,,,,,19400.0,0.45,0.26,,,100.0,30.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5216
2021-01-22,58700.0,792450.0,2.84,0.13,0.8,,594000.0,34700.0,44000.0,468450.0,,,1700.0,,,,,,,,,,,1700.0,,,,0.47,,,,100.0,30.98,0.0,0.0,,0.0,100.0,3.72,0.9283,96.28,0.524
2021-01-25,58700.0,797146.0,2.68,0.13,0.79,,597520.0,34700.0,44000.0,471226.0,,,,,,,,,,,,,,,,,,0.47,,,,100.0,32.58,0.0,0.0,,0.0,100.0,3.73,0.9282,96.27,0.5511
2021-01-26,224400.0,3069792.0,10.51,0.48,3.04,,2868696.0,124400.0,209700.0,1701792.0,,,89700.0,1.22,,76000.0,,,89700.0,,,,1.22,89700.0,1.03,,,1.69,,,,100.0,63.6,0.0,0.0,,0.0,100.0,36.01,0.529,63.19,1.1472
2021-01-27,211400.0,2907807.0,10.03,0.45,2.89,,2884423.5,111400.0,209700.0,1532307.0,,,,,,,,0.18,,13000.0,,,,,,,,1.52,,,,100.0,60.36,0.0,0.0,,0.0,100.0,35.98,0.5291,63.22,1.1453
2021-01-28,147400.0,2014958.0,6.81,0.32,2.02,,1991719.0,91400.0,145700.0,1249438.0,,,,,,,,0.27,,20000.0,,,,,,,64000.0,1.26,0.86,,,100.0,51.95,0.0,0.0,,0.0,100.0,38.04,0.5146,60.8,0.8378
2021-01-29,147400.0,2016432.0,6.2,0.32,2.02,,1993176.0,91400.0,145700.0,1250352.0,,,,,,,,,,,,,,,,,,1.25,,,,100.0,51.95,0.0,0.0,,0.0,100.0,37.98,0.5149,60.87,0.8378
2021-02-01,147400.0,2035594.0,6.23,0.32,2.01,,2012117.0,91400.0,145700.0,1262234.0,,,,,,,,,,,,,,,,,,1.25,,,,100.0,51.81,0.0,0.0,,0.0,100.0,38.01,0.5147,60.84,0.8355
2021-02-02,159400.0,2258698.0,6.85,0.34,2.21,,2234609.0,91400.0,157700.0,1295138.0,,,,0.18,,,,,12000.0,,,,0.18,,,,,1.26,,,,100.0,51.81,0.0,0.0,,0.0,100.0,35.08,0.5309,63.86,0.9035
2021-02-03,159400.0,2250728.0,7.4,0.35,2.24,,2226724.0,91400.0,157700.0,1290568.0,,,,,,,,,,,,,,,,,,1.3,,,,100.0,51.92,0.0,0.0,,0.0,100.0,35.43,0.5288,63.5,0.9055
2021-02-04,159400.0,2261886.0,7.26,0.35,2.25,,2237763.0,91400.0,157700.0,1296966.0,,,,,,,,,,,,,,,,,,1.29,,,,100.0,51.6,0.0,0.0,,0.0,100.0,35.16,0.5304,63.77,0.8999
2021-02-05,159646.0,2292516.56,7.14,0.34,2.26,,2264572.0,91646.0,157700.0,1316036.56,,,246.0,,,,,,,,,,,246.0,,,,1.3,,,,100.0,51.87,0.0,0.0,,0.0,100.0,35.23,0.528,63.55,0.9036
2021-02-08,159646.0,2308481.16,7.03,0.34,2.29,,2280342.0,91646.0,157700.0,1325201.16,,,,,,,,,,,,,,,,,,1.32,,,,100.0,52.18,0.0,0.0,,0.0,100.0,35.14,0.5286,63.64,0.909
2021-02-09,159646.0,2305926.82,6.94,0.34,2.31,,2277818.8,91646.0,157700.0,1323734.82,,,,,,,,,,,,,,,,,,1.33,,,,100.0,51.68,0.0,0.0,,0.0,100.0,35.12,0.5287,63.66,0.9002
2021-02-10,57946.0,834306.51,2.49,0.12,0.84,,806288.0,1946.0,56000.0,28018.51,,,,,,,,1.3,,89700.0,,,,,,,101700.0,0.03,1.47,,,3.29,1.37,57200.0,823565.6,,0.82,3.29,2.93,0.9348,96.64,0.4071
2021-02-11,1946.0,27995.16,0.09,0.0,0.03,,0.0,1946.0,0.0,27995.16,,,,,,,,,,,,,,,,,56000.0,0.03,0.81,,,100.0,1.67,0.0,0.0,,0.0,100.0,12.64,0.7791,87.36,0.0167
2021-02-12,1946.0,28139.16,0.09,0.0,0.03,,0.0,1946.0,0.0,28139.16,,,,,,,,,,,,,,,,,,0.03,,,,100.0,1.67,0.0,0.0,,0.0,100.0,12.64,0.7791,87.36,0.0167
2021-02-15,1946.0,28378.52,0.08,0.0,0.03,,0.0,1946.0,0.0,28378.52,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.08,0.0,0.0,,0.0,100.0,12.64,0.7791,87.36,0.0208
2021-02-16,1946.0,28528.36,0.07,0.0,0.03,,0.0,1946.0,0.0,28528.36,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.17,0.0,0.0,,0.0,100.0,12.64,0.7791,87.36,0.0217
2021-02-17,57946.0,855804.47,1.94,0.12,0.85,,635067.0,44946.0,43000.0,663807.47,,,30000.0,,,43000.0,,,,,,,,30000.0,0.63,13000.0,,0.66,,,,100.0,37.52,0.0,0.0,,0.0,100.0,3.78,0.9168,95.67,0.4838
2021-02-18,57946.0,861309.34,1.83,0.12,0.86,,639152.0,44946.0,43000.0,668077.34,,,,,,,,,,,,,,,,,,0.67,,,,100.0,37.46,0.0,0.0,,0.0,100.0,3.78,0.9169,95.68,0.4829
2021-02-19,57720.0,852120.36,1.8,0.12,0.86,,634809.0,44720.0,43000.0,660201.36,,,,,,,,0.0,,226.0,,,,,,,,0.66,,,,100.0,37.37,0.0,0.0,,0.0,100.0,3.8,0.926,96.15,0.4823
2021-02-22,57720.0,861240.12,1.71,0.12,0.85,,641603.0,44720.0,43000.0,667267.12,,,,,,,,,,,,,,,,,,0.66,,,,100.0,37.22,0.0,0.0,,0.0,100.0,3.8,0.9261,96.16,0.4804
2021-02-23,44720.0,672186.32,1.29,0.09,0.67,,646333.0,31720.0,43000.0,476783.32,,,,,,,,0.19,,13000.0,,,,,,,,0.47,,,,100.0,29.1,0.0,0.0,,0.0,100.0,3.81,0.9258,96.14,0.4103
2021-02-24,1720.0,26168.08,0.04,0.0,0.03,,0.0,1720.0,0.0,26168.08,,,,,,,,0.45,,30000.0,,,,,,,43000.0,0.03,0.64,,,100.0,1.85,0.0,0.0,,0.0,100.0,1.16,0.977,98.84,0.0185
2021-02-25,1720.0,25996.08,0.04,0.0,0.03,,0.0,1720.0,0.0,25996.08,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.14,0.0,0.0,,0.0,100.0,1.16,0.977,98.84,0.0214
2021-02-26,1820.0,27281.8,0.05,0.0,0.03,,0.0,1820.0,0.0,27281.8,,,100.0,,,,,,,,,,,100.0,,,,0.03,,,,100.0,2.25,0.0,0.0,,0.0,100.0,1.1,0.9783,98.9,0.0225
2021-03-01,1820.0,27341.86,0.04,0.0,0.03,,0.0,1820.0,0.0,27341.86,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.25,0.0,0.0,,0.0,100.0,1.1,0.9783,98.9,0.0225
2021-03-02,1820.0,27227.2,0.04,0.0,0.03,,0.0,1820.0,0.0,27227.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.28,0.0,0.0,,0.0,100.0,1.1,0.9783,98.9,0.0228
2021-03-03,1820.0,27148.94,0.04,0.0,0.03,,0.0,1820.0,0.0,27148.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,2.27,0.0,0.0,,0.0,100.0,1.1,0.9783,98.9,0.0227
2021-03-04,47820.0,721125.6,1.12,0.1,0.71,,693680.0,47820.0,46000.0,721125.6,,,46000.0,,,46000.0,,,,,,,,46000.0,0.68,,,0.71,,,,100.0,37.95,0.0,0.0,,0.0,100.0,3.76,0.9267,96.19,0.3795
2021-03-05,47820.0,731980.74,1.1,0.1,0.72,,704122.0,47820.0,46000.0,731980.74,,,,,,,,,,,,,,,,,,0.72,,,,100.0,38.51,0.0,0.0,,0.0,100.0,3.76,0.9267,96.19,0.3851
2021-03-08,199220.0,3066195.02,4.28,0.4,3.05,,3038183.4,47820.0,197400.0,735997.62,,,,1.21,,73000.0,,,78400.0,,,,1.21,,1.12,,,0.72,,,,100.0,38.51,0.0,0.0,,0.0,100.0,36.64,0.5244,62.45,1.6042
2021-03-09,199220.0,3031929.18,3.85,0.4,3.07,,3004230.6,47820.0,197400.0,727772.58,,,,,,,,,,,,,,,,,,0.73,,,,100.0,38.5,0.0,0.0,,0.0,100.0,36.61,0.5246,62.49,1.6038
2021-03-10,223220.0,3394506.54,4.24,0.44,3.4,,3184345.8,138220.0,209400.0,2101911.54,,,78400.0,0.16,,,,,12000.0,,,,0.16,78400.0,,12000.0,,2.11,,,,100.0,69.31,0.0,0.0,,0.0,100.0,34.56,0.5365,64.57,1.1194
2021-03-11,148220.0,2278437.84,2.66,0.29,2.26,,2065996.8,100720.0,134400.0,1548267.84,,,,,,,,0.56,,37500.0,,,,,,,75000.0,1.53,1.13,,,100.0,62.2,0.0,0.0,,0.0,100.0,26.05,0.5953,72.61,0.9154
2021-03-12,160220.0,2467388.0,2.99,0.32,2.46,,2162160.0,106720.0,140400.0,1643488.0,,,6000.0,0.1,,,,,6000.0,,,,0.1,6000.0,,,,1.64,,,,100.0,65.98,0.0,0.0,,0.0,100.0,25.01,0.6059,73.7,0.9906
2021-03-15,260620.0,3997910.8,4.88,0.51,4.01,,3693872.0,156920.0,240800.0,2407152.8,,,50200.0,1.55,,,,,100400.0,,,,1.55,50200.0,,,,2.42,,,,100.0,73.42,0.0,0.0,,0.0,100.0,35.33,0.5335,63.92,1.2194
2021-03-16,138220.0,2127205.8,2.58,0.27,2.12,,1822176.0,70020.0,118400.0,1077607.8,,,,,,,,1.35,,86900.0,,,,,,,122400.0,1.07,1.9,,,100.0,53.47,0.0,0.0,,0.0,100.0,41.75,0.4964,56.73,1.0555
2021-03-17,145220.0,2224189.52,2.64,0.28,2.25,,2104418.4,77020.0,137400.0,1179638.32,,,19000.0,0.3,,,,0.18,19000.0,12000.0,,,0.3,19000.0,,,,1.19,,,,100.0,52.81,0.0,0.0,,0.0,100.0,36.09,0.5223,62.6,0.9957
2021-03-18,127220.0,1915042.66,2.29,0.25,1.95,,1887646.2,71020.0,125400.0,1069064.06,,,,,,,,0.09,,6000.0,,,,,,,12000.0,1.09,0.2,,,100.0,48.71,0.0,0.0,,0.0,100.0,39.48,0.5052,59.09,0.8726
2021-03-19,121220.0,1816481.7,2.16,0.24,1.82,,1789209.0,71020.0,119400.0,1064234.7,,,,,,,,,,,,,,,,,6000.0,1.07,0.11,,,100.0,48.71,0.0,0.0,,0.0,100.0,41.46,0.4974,57.03,0.8314
2021-03-22,121220.0,1813208.76,2.13,0.24,1.81,,1785985.2,71020.0,119400.0,1062317.16,,,,,,,,,,,,,,,,,,1.06,,,,100.0,48.31,0.0,0.0,,0.0,100.0,41.48,0.4974,57.02,0.8246
