,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-09-20,2250.0,15840.0,0.13,1.02,0.07,0.02,0.0,7744.0,1150.0,1100.0,8096.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-23,2250.0,16200.0,0.13,0.98,0.07,0.02,0.0,7920.0,1150.0,1100.0,8280.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-24,2250.0,15750.0,0.13,0.97,0.07,0.02,0.0,7700.0,1150.0,1100.0,8050.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-25,2250.0,15930.0,0.13,0.92,0.07,0.02,0.0,7788.0,1150.0,1100.0,8142.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-26,2250.0,15930.0,0.13,0.9,0.07,0.02,0.0,7788.0,1150.0,1100.0,8142.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-27,2250.0,15975.0,0.13,0.9,0.07,0.02,0.0,7810.0,1150.0,1100.0,8165.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-09-30,2250.0,16200.0,0.13,0.9,0.07,0.02,0.0,7920.0,1150.0,1100.0,8280.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-01,2250.0,16200.0,0.13,0.89,0.07,0.02,0.0,7920.0,1150.0,1100.0,8280.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-02,2250.0,16290.0,0.13,0.88,0.07,0.02,0.0,7964.0,1150.0,1100.0,8326.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-03,2250.0,15840.0,0.13,0.87,0.07,0.02,0.0,7744.0,1150.0,1100.0,8096.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-04,2250.0,15570.0,0.13,0.87,0.07,0.02,0.0,7612.0,1150.0,1100.0,7958.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-07,2250.0,15930.0,0.13,0.86,0.07,0.02,0.0,7788.0,1150.0,1100.0,8142.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-08,2250.0,14850.0,0.13,0.85,0.07,0.02,0.0,7260.0,1150.0,1100.0,7590.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-09,2250.0,15210.0,0.13,0.83,0.07,0.01,0.0,7436.0,1150.0,1100.0,7774.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-10-10,2250.0,14895.0,0.13,0.83,0.07,0.02,0.0,7282.0,1150.0,1100.0,7613.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-11,2250.0,15030.0,0.13,0.82,0.07,0.01,0.0,7348.0,1150.0,1100.0,7682.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-14,2250.0,14625.0,0.13,0.82,0.07,0.02,0.0,7150.0,1150.0,1100.0,7475.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-15,2250.0,14400.0,0.13,0.82,0.07,0.01,0.0,7040.0,1150.0,1100.0,7360.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-16,2250.0,14400.0,0.13,0.8,0.07,0.01,0.0,7040.0,1150.0,1100.0,7360.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-17,2250.0,14310.0,0.13,0.8,0.07,0.01,0.0,6996.0,1150.0,1100.0,7314.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-18,2250.0,14355.0,0.13,0.81,0.07,0.01,0.0,7018.0,1150.0,1100.0,7337.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-21,2250.0,14085.0,0.13,0.82,0.07,0.01,0.0,6886.0,1150.0,1100.0,7199.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-22,2250.0,13995.0,0.13,0.85,0.07,0.01,0.0,6842.0,1150.0,1100.0,7153.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-23,2250.0,13635.0,0.13,0.87,0.07,0.01,0.0,6666.0,1150.0,1100.0,6969.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-24,2250.0,13905.0,0.13,0.88,0.07,0.01,0.0,6798.0,1150.0,1100.0,7107.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-25,2250.0,14040.0,0.13,0.93,0.07,0.01,0.0,6864.0,1150.0,1100.0,7176.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-28,2250.0,13905.0,0.13,0.96,0.07,0.01,0.0,6798.0,1150.0,1100.0,7107.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-29,2250.0,13860.0,0.13,1.14,0.07,0.01,0.0,6776.0,1150.0,1100.0,7084.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-30,2250.0,13635.0,0.13,1.23,0.07,0.01,0.0,6666.0,1150.0,1100.0,6969.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-10-31,2250.0,13635.0,0.13,1.28,0.07,0.01,0.0,6666.0,1150.0,1100.0,6969.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-01,2250.0,13815.0,0.13,1.32,0.07,0.01,0.0,6754.0,1150.0,1100.0,7061.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-04,2250.0,13455.0,0.13,1.4,0.07,0.01,0.0,6578.0,1150.0,1100.0,6877.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-05,2250.0,13185.0,0.13,1.37,0.07,0.01,0.0,6446.0,1150.0,1100.0,6739.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-06,2250.0,13410.0,0.13,1.47,0.07,0.01,0.0,6556.0,1150.0,1100.0,6854.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-07,2250.0,13455.0,0.13,1.5,0.07,0.01,0.0,6578.0,1150.0,1100.0,6877.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-08,2250.0,13410.0,0.13,1.4,0.07,0.01,0.0,6556.0,1150.0,1100.0,6854.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-11,2250.0,13320.0,0.13,1.01,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-12,2250.0,13230.0,0.13,1.03,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-13,2250.0,13275.0,0.13,1.04,0.07,0.01,0.0,6490.0,1150.0,1100.0,6785.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-14,2250.0,13320.0,0.13,1.07,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-15,2250.0,13860.0,0.13,1.12,0.07,0.01,0.0,6776.0,1150.0,1100.0,7084.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-18,2250.0,14625.0,0.13,1.1,0.07,0.01,0.0,7150.0,1150.0,1100.0,7475.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-19,2250.0,14535.0,0.13,1.07,0.07,0.01,0.0,7106.0,1150.0,1100.0,7429.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2024-11-20,2250.0,14490.0,0.13,1.13,0.07,0.01,0.0,7084.0,1150.0,1100.0,7406.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-21,2250.0,14535.0,0.13,1.14,0.07,0.01,0.0,7106.0,1150.0,1100.0,7429.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-22,2250.0,14175.0,0.13,1.16,0.07,0.01,0.0,6930.0,1150.0,1100.0,7245.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-25,2250.0,13905.0,0.13,1.16,0.07,0.01,0.0,6798.0,1150.0,1100.0,7107.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-26,2250.0,13905.0,0.13,1.14,0.07,0.01,0.0,6798.0,1150.0,1100.0,7107.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-27,2250.0,13320.0,0.13,1.21,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-28,2250.0,13320.0,0.13,1.2,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-11-29,2250.0,13230.0,0.13,1.23,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-12-02,2250.0,12555.0,0.13,1.27,0.07,0.01,0.0,6138.0,1150.0,1100.0,6417.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-12-03,2250.0,12645.0,0.13,1.25,0.07,0.01,0.0,6182.0,1150.0,1100.0,6463.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-12-04,2250.0,12960.0,0.13,1.23,0.07,0.01,0.0,6336.0,1150.0,1100.0,6624.0,,,,,,,,,,,,,,,0.01,,100.0,99.83,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9531
2024-12-05,2250.0,13275.0,0.13,1.29,0.07,0.01,0.0,6490.0,1150.0,1100.0,6785.0,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9565
2024-12-06,2250.0,13275.0,0.13,1.23,0.07,0.01,0.0,6490.0,1150.0,1100.0,6785.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-09,2250.0,13230.0,0.13,1.23,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-10,2250.0,13230.0,0.13,1.24,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-11,2250.0,13230.0,0.13,0.91,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-12,2250.0,13140.0,0.13,0.89,0.07,0.01,0.0,6424.0,1150.0,1100.0,6716.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-13,2250.0,12960.0,0.13,0.86,0.07,0.01,0.0,6336.0,1150.0,1100.0,6624.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-16,2250.0,13140.0,0.13,0.85,0.07,0.01,0.0,6424.0,1150.0,1100.0,6716.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-17,2250.0,13050.0,0.13,0.86,0.07,0.01,0.0,6380.0,1150.0,1100.0,6670.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-18,2250.0,13050.0,0.13,0.87,0.07,0.01,0.0,6380.0,1150.0,1100.0,6670.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-19,2250.0,12825.0,0.13,0.87,0.07,0.01,0.0,6270.0,1150.0,1100.0,6555.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-20,2250.0,12735.0,0.13,0.9,0.07,0.01,0.0,6226.0,1150.0,1100.0,6509.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-23,2250.0,12465.0,0.13,1.2,0.07,0.01,0.0,6094.0,1150.0,1100.0,6371.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-24,2250.0,12600.0,0.13,1.14,0.07,0.01,0.0,6160.0,1150.0,1100.0,6440.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-25,2250.0,12600.0,0.13,1.12,0.07,0.01,0.0,6160.0,1150.0,1100.0,6440.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.21,0.9568,97.79,1.938
2024-12-26,2250.0,12600.0,0.13,1.12,0.07,0.01,0.0,6160.0,1150.0,1100.0,6440.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.21,0.9567,97.79,1.938
2024-12-27,2250.0,12645.0,0.13,1.12,0.07,0.01,0.0,6182.0,1150.0,1100.0,6463.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-30,2250.0,13185.0,0.13,1.09,0.07,0.01,0.0,6446.0,1150.0,1100.0,6739.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2024-12-31,2250.0,13185.0,0.13,1.06,0.07,0.01,0.0,6446.0,1150.0,1100.0,6739.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-01,2250.0,13185.0,0.13,1.09,0.07,0.01,0.0,6446.0,1150.0,1100.0,6739.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-02,2250.0,13230.0,0.13,1.09,0.07,0.01,0.0,6468.0,1150.0,1100.0,6762.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-03,2250.0,13680.0,0.13,1.1,0.07,0.01,0.0,6688.0,1150.0,1100.0,6992.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-06,2250.0,13725.0,0.13,1.09,0.07,0.01,0.0,6710.0,1150.0,1100.0,7015.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-07,2250.0,13860.0,0.13,1.04,0.07,0.01,0.0,6776.0,1150.0,1100.0,7084.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-08,2250.0,12960.0,0.13,1.03,0.07,0.01,0.0,6336.0,1150.0,1100.0,6624.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-09,2250.0,13050.0,0.13,0.99,0.07,0.01,0.0,6380.0,1150.0,1100.0,6670.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-10,2250.0,12825.0,0.13,0.99,0.07,0.01,0.0,6270.0,1150.0,1100.0,6555.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-13,2250.0,12915.0,0.13,0.99,0.07,0.01,0.0,6314.0,1150.0,1100.0,6601.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-14,2250.0,12960.0,0.13,0.99,0.07,0.01,0.0,6336.0,1150.0,1100.0,6624.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-15,2250.0,13050.0,0.13,0.98,0.07,0.01,0.0,6380.0,1150.0,1100.0,6670.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-16,2250.0,13455.0,0.13,0.98,0.07,0.01,0.0,6578.0,1150.0,1100.0,6877.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-17,2250.0,13455.0,0.13,1.01,0.07,0.01,0.0,6578.0,1150.0,1100.0,6877.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-20,2250.0,13500.0,0.13,1.03,0.07,0.01,0.0,6600.0,1150.0,1100.0,6900.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-21,2250.0,13500.0,0.13,1.03,0.07,0.01,0.0,6600.0,1150.0,1100.0,6900.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-22,2250.0,13320.0,0.13,1.08,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-23,2250.0,13320.0,0.13,1.07,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-24,2250.0,13095.0,0.13,1.07,0.07,0.01,0.0,6402.0,1150.0,1100.0,6693.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-27,2250.0,13275.0,0.13,1.52,0.07,0.01,0.0,6490.0,1150.0,1100.0,6785.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-28,2250.0,13320.0,0.13,1.59,0.07,0.01,0.0,6512.0,1150.0,1100.0,6808.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-29,2250.0,13185.0,0.13,1.68,0.07,0.01,0.0,6446.0,1150.0,1100.0,6739.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-30,2250.0,12825.0,0.13,1.71,0.07,0.01,0.0,6270.0,1150.0,1100.0,6555.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-01-31,2250.0,12825.0,0.13,1.62,0.07,0.01,0.0,6270.0,1150.0,1100.0,6555.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-03,2250.0,12690.0,0.13,1.62,0.07,0.01,0.0,6204.0,1150.0,1100.0,6486.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-04,2250.0,12690.0,0.13,1.54,0.07,0.01,0.0,6204.0,1150.0,1100.0,6486.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-05,2250.0,12825.0,0.13,1.51,0.07,0.01,0.0,6270.0,1150.0,1100.0,6555.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-06,2250.0,12240.0,0.13,1.54,0.07,0.01,0.0,5984.0,1150.0,1100.0,6256.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-07,2250.0,12060.0,0.13,1.48,0.07,0.01,0.0,5896.0,1150.0,1100.0,6164.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-10,2250.0,12285.0,0.13,1.42,0.07,0.01,0.0,6006.0,1150.0,1100.0,6279.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-11,2250.0,12330.0,0.13,1.45,0.07,0.01,0.0,6028.0,1150.0,1100.0,6302.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-12,2250.0,12510.0,0.13,1.5,0.07,0.01,0.0,6116.0,1150.0,1100.0,6394.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-13,2250.0,12375.0,0.13,1.44,0.07,0.01,0.0,6050.0,1150.0,1100.0,6325.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-14,2250.0,12330.0,0.13,1.41,0.07,0.01,0.0,6028.0,1150.0,1100.0,6302.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-17,2250.0,12195.0,0.13,1.43,0.07,0.01,0.0,5962.0,1150.0,1100.0,6233.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-18,2250.0,12465.0,0.13,1.53,0.07,0.01,0.0,6094.0,1150.0,1100.0,6371.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-19,2250.0,12240.0,0.13,1.48,0.07,0.01,0.0,5984.0,1150.0,1100.0,6256.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
