,BVI FP Equity_DX_SI_QTY,BVI FP Equity_DX_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BVI FP Equity_DX_SI_MV,BVI FP Equity_DX_DSS,BVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY,BVI FP Equity_DX_BROKER_SI_QTY,BVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BVI FP Equity_DX_BROKER_SI_MV_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,BVI FP Equity_DX_BROKER_SI_MV_INC_x,BVI FP Equity_DX_SUPPLY_SI_MV_NEW,BVI FP Equity_DX_BROKER_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_NEW,BVI FP Equity_DX_SUPPLY_SI_MV_DEC,BVI FP Equity_DX_BROKER_SI_QTY_INC,BVI FP Equity_DX_SUPPLY_SI_QTY_DEC,BVI FP Equity_DX_BROKER_SI_MV_NEW_y,BVI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BVI FP Equity_DX_BROKER_SI_MV_INC_y,BVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,BVI FP Equity_DX_BROKER_SI_MV_ADD,BVI FP Equity_DX_SUPPLY_SI_QTY_ADD,BVI FP Equity_DX_BROKER_SI_QTY_DEC,BVI FP Equity_DX_SUPPLY_SI_MV,BVI FP Equity_DX_BROKER_SI_MV_DEC,BVI FP Equity_DX_SUPPLY_SI_MV_RMV,BVI FP Equity_DX_BROKER_SI_MV_RMV,BVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BVI FP Equity_DX_UTILIZATION_QUANTITY,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BVI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BVI FP Equity_DX_ACTIVE_UTILIZATION_MV,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BVI FP Equity_DX_BROKER_SI_CON_RATIO,BVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BVI FP Equity_DX_DEMAND_SUPPLY_RATIO,BVI FP Equity_PX_LAST
2011-07-04,1860067.0,95536256.12,3.63,12.49,1.7,109.33,1.0,73663093.64,1109633.0,1434202.0,56992668.8,,,7267.0,,,,,1.38,,24006.0,,,,7267.0,,15000.0,103240.0,64.71,5.67,,,9.76,9.76,10257313.0,526833324.73,,597.82,9.77,13.91,0.0904,14.2,0.1636,58.87
2011-07-05,1847209.0,93715483.33,3.6,12.56,1.69,109.0,1.0,71825018.84,1073358.0,1415730.0,54455269.41,,,8882.0,1.05,,,,2.65,15000.0,45157.0,,,1.05,8882.0,,,33472.0,63.19,1.87,,,9.44,9.44,10299992.0,522555232.57,,605.94,9.44,13.81,0.0928,15.29,0.1624,58.15
2011-07-06,1654043.0,84088655.43,3.23,11.18,1.51,97.35,1.0,62252660.12,995416.0,1224524.0,50605209.8,,,5197.0,,,,,4.87,,83139.0,,,,5197.0,,,191206.0,58.15,11.19,,,8.77,8.77,10348978.0,526123955.1,,605.85,8.76,13.23,0.0865,14.46,0.1458,58.27
2011-07-07,1597381.0,81235931.4,3.12,10.66,1.46,93.11,1.0,59392441.32,954252.0,1167862.0,48529154.92,,,,0.95,,,,2.39,21386.0,41164.0,,,0.95,,,,78048.0,55.55,5.09,,,8.43,8.43,10364787.0,527108514.3,,602.92,8.44,13.55,0.0906,16.22,0.1411,58.29
2011-07-08,1511385.0,77218572.74,2.95,10.21,1.38,88.55,1.0,55335519.42,831194.0,1083072.0,42466753.57,,,1439.0,0.88,,,,7.21,13713.0,124497.0,,,0.88,1439.0,,,98503.0,48.64,5.59,,,7.34,7.34,10499334.0,536424263.98,,614.1,7.34,13.86,0.087,14.24,0.1334,58.56
2011-07-11,1536649.0,76873731.18,3.0,10.27,1.41,90.27,1.0,55098537.9,844215.0,1101379.0,42233429.34,,,18130.0,3.09,,,,0.39,48215.0,6450.0,,,3.09,18130.0,,1341.0,29908.0,49.53,1.7,,,7.44,7.44,10504773.0,525520854.6,,615.57,7.45,14.03,0.0941,17.28,0.1354,57.34
2011-07-12,1542544.0,77585840.07,3.01,10.35,1.41,89.5,1.0,55822840.52,845424.0,1109857.0,42522567.43,,,5406.0,0.37,,1341.0,,0.51,11386.0,7070.0,,,0.37,5406.0,0.08,2873.0,4249.0,48.58,0.32,,,7.47,7.47,10472885.0,526758122.11,,602.06,7.47,14.77,0.0953,17.23,0.1363,57.65
2011-07-13,1570883.0,80258400.87,3.07,11.09,1.44,90.69,1.0,57563200.79,856829.0,1126674.0,43776478.17,,,14132.0,0.29,,,,0.16,17034.0,2727.0,,,0.29,14132.0,,,217.0,49.33,0.03,,,7.55,7.55,10489108.0,535901804.7,,604.23,7.55,14.58,0.0934,16.43,0.1385,58.56
2011-07-14,1570841.0,78926873.77,3.07,10.95,1.44,91.64,1.0,57595217.01,857995.0,1146288.0,43109941.14,,,2547.0,1.27,,5821.0,,1.56,14861.0,27309.0,,,1.27,2547.0,0.35,25928.0,1068.0,50.14,0.0,,,7.59,7.59,10451883.0,525154646.57,,609.73,7.6,14.77,0.094,16.68,0.1389,57.59
2011-07-15,1598778.0,79786568.43,3.12,11.07,1.46,92.64,1.0,57938830.96,889205.0,1160989.0,44375526.55,,,17388.0,1.01,,,,0.67,19929.0,9126.0,,,1.01,17388.0,,22948.0,5228.0,51.13,0.36,,,7.8,7.8,10511722.0,524584543.1,,604.61,7.8,14.89,0.0966,16.88,0.1402,57.2
2011-07-18,1639208.0,81460981.78,3.2,11.29,1.5,94.35,1.0,59361617.81,889958.0,1194511.0,44226756.11,,,9435.0,2.79,,,,1.13,53492.0,19170.0,,,2.79,9435.0,,10488.0,19970.0,50.86,1.26,,,7.77,7.77,10557256.0,524646316.21,,603.53,7.77,14.87,0.0994,18.09,0.1432,56.96
2011-07-19,1663939.0,82936789.46,3.25,11.34,1.52,95.33,1.0,59539433.53,911567.0,1194524.0,45435824.48,,,36652.0,0.29,,,,0.93,7515.0,16132.0,,,0.29,36652.0,,1089.0,7502.0,51.87,0.58,,,7.99,7.99,10495225.0,523120298.35,,596.88,8.0,14.78,0.0993,18.57,0.1459,57.13
2011-07-20,1666711.0,83453032.16,3.25,11.32,1.53,95.55,1.0,59879596.33,921893.0,1195906.0,46159631.86,,,18847.0,1.47,,,,1.04,24817.0,18521.0,,,1.47,18847.0,,10000.0,23435.0,52.63,1.25,,,8.09,8.09,10479158.0,524696548.85,,598.78,8.08,14.73,0.099,18.32,0.1462,57.39
2011-07-21,1673720.0,83964604.15,3.27,11.46,1.53,95.88,1.0,60703270.39,912869.0,1210037.0,45795404.38,,,10235.0,2.0,,,,1.26,36144.0,22212.0,,,2.0,10235.0,,2953.0,22013.0,52.16,1.32,,,8.0,8.0,10498212.0,526658111.78,,599.74,8.0,14.16,0.1027,20.36,0.1467,57.5
2011-07-22,1597554.0,81063535.15,3.12,11.11,1.46,92.22,1.0,62205673.57,827937.0,1225914.0,42011412.51,,,27116.0,1.19,,2394.0,,6.49,15281.0,113353.0,,,1.19,27116.0,0.14,2394.0,1798.0,47.74,0.1,0.06,,7.3,7.3,10517040.0,533658606.66,1089.0,606.18,7.3,15.06,0.1134,22.16,0.1408,58.16
2011-07-25,1606104.0,81651520.45,3.13,11.31,1.47,93.48,1.0,63031807.17,804159.0,1239850.0,40882038.17,,,7602.0,2.62,,,,2.01,42145.0,35025.0,,,2.62,7602.0,,3645.0,28209.0,46.72,1.4,,,7.08,7.08,10552525.0,536471928.85,,613.1,7.08,15.09,0.1171,21.66,0.1414,58.27
2011-07-26,1600515.0,81129999.91,3.12,11.38,1.46,93.18,1.0,62972612.06,804278.0,1242310.0,40768798.84,,,1807.0,0.72,,4600.0,,0.63,13523.0,9740.0,,,0.72,1807.0,0.27,8052.0,15663.0,46.68,0.8,,,7.05,7.05,10598787.0,537251814.81,,614.93,7.06,15.53,0.117,21.46,0.1404,58.1
2011-07-27,1865554.0,93099950.01,3.64,13.21,1.71,108.99,1.0,70959571.27,894205.0,1421901.0,44625050.15,,,95983.0,10.74,,1234.0,,5.9,182285.0,101435.0,,,10.74,95983.0,0.08,95379.0,3928.0,51.98,0.21,,,7.83,7.83,10527143.0,525354123.79,,611.72,7.83,20.32,0.1338,20.37,0.1633,57.2
2011-07-28,1866476.0,92299180.69,3.64,13.15,1.71,107.75,1.0,70335204.24,895655.0,1422320.0,44291071.88,,,5370.0,0.34,,,,0.28,6532.0,4821.0,,,0.34,5370.0,,901.0,6113.0,51.21,0.41,,,7.84,7.84,10523421.0,520394120.43,,602.06,7.84,20.25,0.1335,20.7,0.1635,56.68
2011-07-29,1860657.0,92368561.88,3.63,12.96,1.7,106.28,1.0,70480573.99,895745.0,1419749.0,44467452.87,,,937.0,0.64,,,,0.97,11031.0,16416.0,,,0.64,937.0,,15569.0,13602.0,50.69,1.64,,,7.84,7.84,10534345.0,522956298.75,,596.89,7.83,20.06,0.1321,20.29,0.1628,56.9
2011-08-01,1815894.0,89686947.49,3.54,13.08,1.66,104.02,1.0,67692853.66,857009.0,1370579.0,42327647.53,,,4412.0,0.2,,,,2.44,2899.0,44983.0,,,0.2,4412.0,,1835.0,52069.0,48.82,2.9,,,7.5,7.5,10567438.0,521925430.1,,602.33,7.5,20.24,0.1316,20.69,0.1589,56.61
2011-08-02,1828919.0,88973941.74,3.57,12.95,1.67,104.54,1.0,67141036.45,819733.0,1380129.0,39878680.35,,,2899.0,2.06,,,,2.42,39343.0,41378.0,,,2.06,2899.0,,1203.0,29793.0,46.41,1.59,,,7.13,7.13,10681462.0,519635794.52,,603.78,7.14,19.85,0.132,20.59,0.159,55.76
2011-08-03,1821861.0,87438455.66,3.55,12.77,1.67,102.77,1.0,65559608.14,846991.0,1365995.0,40650513.4,,,13172.0,0.38,,,,0.35,13160.0,5082.0,,,0.38,13172.0,,19168.0,27294.0,47.16,1.98,,,7.36,7.36,10661619.0,511694086.56,,594.56,7.35,18.94,0.1298,20.94,0.1583,55.01
2011-08-04,1872389.0,87298770.04,3.65,13.06,1.71,104.11,1.0,64378651.97,923674.0,1380797.0,43065625.85,,,30196.0,2.47,,,,0.08,46247.0,1546.0,,,2.47,30196.0,,48033.0,31445.0,50.75,2.41,,,8.05,8.05,10554589.0,492100005.92,,581.32,8.03,18.85,0.1286,20.71,0.1631,53.44
2011-08-05,1955524.0,91618469.07,3.82,13.39,1.79,106.19,1.0,67736209.7,931241.0,1445776.0,43629674.07,,,43030.0,3.25,,,,2.3,71646.0,40858.0,,,3.25,43030.0,,5395.0,6667.0,49.67,0.47,,,8.14,8.14,10505110.0,492176059.0,,561.07,8.13,18.97,0.1249,19.23,0.171,53.7
2011-08-08,2042674.0,91941203.29,3.99,13.49,1.87,110.36,1.0,69244440.48,1044233.0,1538416.0,47001155.61,,,188560.0,5.74,,,,4.14,104234.0,77977.0,,,5.74,188560.0,,2409.0,11594.0,55.86,1.19,,,9.14,9.14,10384327.0,467400828.42,,555.37,9.14,16.44,0.1174,18.46,0.1787,51.59
2011-08-09,2004075.0,87423777.73,3.91,12.68,1.83,104.62,1.0,66323416.5,1103274.0,1520377.0,48128129.41,,,39654.0,3.15,,23400.0,,0.06,93684.0,825.0,,,3.15,39654.0,1.19,20212.0,135123.0,56.49,7.35,,,9.69,9.69,10282443.0,448551082.87,,527.96,9.67,16.69,0.1189,19.11,0.176,50.0
2011-08-10,2113483.0,92860298.37,4.12,12.8,1.93,108.14,1.0,69677418.68,1281257.0,1585845.0,56294707.51,,,121030.0,3.68,,1640.0,,0.62,87004.0,10553.0,,,3.68,121030.0,0.09,67506.0,23176.0,64.26,1.47,,,11.27,11.27,10086468.0,443170078.94,,507.84,11.23,17.36,0.1172,18.14,0.1859,50.36
2011-08-11,2121324.0,94518856.26,4.14,12.52,1.94,109.6,1.0,71335509.61,1277902.0,1601011.0,56938890.74,,,33276.0,9.11,,,,6.99,159703.0,138880.0,,,9.11,33276.0,,102249.0,144537.0,64.34,7.42,,,11.29,11.29,10040295.0,447360799.15,,508.47,11.23,15.13,0.1228,19.29,0.1874,51.07
2011-08-12,1992799.0,92738934.61,3.89,11.65,1.82,104.31,1.0,73073505.21,1158829.0,1570223.0,53928452.82,,,35806.0,1.61,,,,7.47,30519.0,154879.0,,,1.61,35806.0,,,61307.0,59.18,2.86,,,10.24,10.24,10159437.0,472789962.05,,523.14,10.16,14.09,0.1179,18.99,0.1761,53.34
2011-08-15,1918649.0,90443236.18,3.74,11.13,1.76,102.88,1.0,72754035.58,1086126.0,1543393.0,51198916.71,,,3307.0,4.39,,,,3.63,65250.0,76010.0,,,4.39,3307.0,,,92080.0,57.2,4.57,,,9.59,9.59,10233716.0,482407357.05,,543.57,9.52,15.83,0.1271,22.21,0.1695,54.03
2011-08-16,1926729.0,90118101.89,3.76,11.25,1.76,104.66,1.0,71624735.05,1183875.0,1531340.0,55372897.73,,,32559.0,0.78,,,,2.91,13451.0,58515.0,,,0.78,32559.0,,123705.0,25504.0,63.94,1.26,,,10.36,10.36,10241132.0,479004248.67,,554.27,10.34,15.71,0.1276,22.66,0.1686,53.61
2011-08-17,1894643.0,89228966.81,3.7,11.22,1.73,103.27,1.0,71239607.84,1192094.0,1512666.0,56142141.8,,,39724.0,0.1,,,,1.96,1900.0,34321.0,,,0.1,39724.0,,2816.0,20574.0,63.95,1.29,,,9.47,9.47,11402369.0,536999110.15,,613.13,9.44,16.54,0.1278,21.92,0.1504,53.98
2011-08-18,1892975.0,85814290.31,3.69,11.27,1.73,103.44,1.0,69211023.16,1189155.0,1526724.0,53907997.94,,,11743.0,4.25,,,,1.48,79348.0,27126.0,,,4.25,11743.0,,12444.0,65290.0,63.98,3.44,,,9.4,9.4,11466632.0,519817159.44,,618.23,9.38,16.95,0.1342,21.76,0.1496,51.96
2011-08-19,1890857.0,83606662.34,3.69,11.13,1.73,100.33,1.0,68970719.96,1139318.0,1559849.0,50376403.57,,,2122.0,2.35,,,,3.59,46313.0,51959.0,,,2.35,2122.0,,,13188.0,59.15,0.85,,,9.02,9.02,11485784.0,507858640.05,,598.73,8.99,19.59,0.137,20.83,0.1498,50.68
2011-08-22,1975705.0,88857965.01,3.86,11.6,1.81,103.39,1.0,75508930.17,1271657.0,1678897.0,57193180.77,,,173813.0,9.13,,,,2.69,172000.0,45054.0,,,9.13,173813.0,,3580.0,52952.0,64.54,3.87,,,10.07,10.07,11352621.0,510587764.67,,579.5,10.02,17.39,0.1223,19.55,0.1565,51.55
2011-08-23,1992188.0,91198349.46,3.89,11.78,1.82,105.23,1.0,78185454.09,1265230.0,1707927.0,57919678.11,,,16854.0,3.43,,,,1.78,71100.0,35823.0,,,3.43,16854.0,,12542.0,42070.0,65.15,1.61,,,10.0,10.0,11381783.0,521035074.78,,588.99,9.96,18.09,0.1208,19.08,0.1575,52.47
2011-08-24,1943791.0,90356495.33,3.79,11.55,1.78,103.74,1.0,77930723.01,1254776.0,1676482.0,58327856.13,,,7045.0,0.13,,1371.0,,1.27,1042.0,26041.0,,,0.13,7045.0,0.08,8542.0,33858.0,65.84,1.55,,,9.92,9.92,11389783.0,529450375.3,,600.29,9.88,17.26,0.1204,19.22,0.1537,53.28
2011-08-25,1970923.0,92666644.14,3.85,11.64,1.8,106.47,1.0,80484054.14,1285356.0,1711812.0,60433424.87,,,38912.0,3.12,,,,0.51,51278.0,10161.0,,,3.12,38912.0,,1829.0,15948.0,68.5,0.6,,,9.84,9.84,11775844.0,553663408.15,,630.04,9.81,16.2,0.1181,18.65,0.1509,53.89
2011-08-26,1795678.0,83487177.05,3.5,10.44,1.64,99.46,1.0,71768794.33,1203802.0,1543634.0,55968848.93,,,2686.0,0.17,,,,4.47,3121.0,84240.0,,,0.17,2686.0,,,171299.0,64.53,6.88,,,9.23,9.23,11844681.0,550699501.68,,636.18,9.21,16.45,0.1131,16.62,0.1376,53.29
2011-08-29,1987264.0,93174875.63,3.88,11.62,1.82,108.58,1.0,82276316.86,1323751.0,1754816.0,62065399.86,,,220586.0,12.83,,,,5.5,227472.0,100637.0,,,12.83,220586.0,,,16290.0,70.51,0.93,,,10.14,10.14,11733016.0,550114281.02,,627.05,10.11,15.14,0.1125,16.85,0.1522,53.74
2011-08-30,1930160.0,91861527.04,3.77,11.4,1.77,105.72,1.0,81085207.02,1281911.0,1703732.0,61009606.45,,,10593.0,0.59,,,,2.56,10593.0,52433.0,,,0.59,10593.0,,,61677.0,69.0,3.29,,,9.81,9.81,11780371.0,560659670.27,,636.22,9.78,15.54,0.1127,17.87,0.1478,54.55
2011-08-31,1809906.0,89643851.69,3.53,10.45,1.66,101.32,1.0,78215994.88,1297608.0,1579178.0,64269956.07,,,178497.0,0.8,,,,9.48,2598.0,178726.0,,,0.8,178497.0,,15926.0,127152.0,70.71,6.56,,,9.91,9.91,11795382.0,584220105.7,,646.23,9.86,13.93,0.1072,16.35,0.1382,56.77
2011-09-01,1756839.0,89283968.97,3.43,9.85,1.61,100.62,1.0,77934260.65,1158282.0,1533511.0,58864821.51,,,,,,,,6.57,,139326.0,,,,,,,45667.0,66.08,1.82,,,8.89,8.89,11869622.0,603223723.06,,678.0,8.88,14.08,0.1073,16.14,0.1349,58.25
2011-09-02,1805831.0,90324307.44,3.52,9.87,1.65,105.62,1.0,76319778.49,1210885.0,1525842.0,60566215.23,,,47062.0,1.23,,,,0.0,13970.0,4058.0,,,1.23,47062.0,,9599.0,21639.0,70.46,0.32,,,9.28,9.28,11836819.0,592055667.71,,686.66,9.31,14.37,0.1082,16.74,0.1384,57.33
2011-09-05,1801017.0,87192299.52,3.51,9.58,1.65,104.73,1.0,73188554.42,1250635.0,1511760.0,60546758.58,,,39750.0,1.98,,,,,28684.0,,,,1.98,39750.0,,,42766.0,71.64,2.5,,,9.58,9.58,11801021.0,571320624.75,,674.34,9.6,16.29,0.1117,17.39,0.138,55.49
2011-09-06,1747455.0,86154288.95,3.41,9.21,1.6,99.89,1.0,71409471.64,1198118.0,1448388.0,59070479.28,,,7870.0,0.0,,,,4.1,4036.0,67805.0,,,0.0,7870.0,,7418.0,67408.0,66.72,4.41,,,9.14,9.14,11915146.0,587449136.79,,666.79,9.1,14.86,0.1111,18.18,0.1333,56.51
2011-09-07,1865456.0,92916030.39,3.64,9.69,1.71,106.72,1.0,77148771.92,1234206.0,1548900.0,61474257.34,,,54307.0,5.75,,4473.0,,1.24,106142.0,25368.0,,,5.75,54307.0,0.26,7149.0,10103.0,69.62,0.58,,,9.42,9.42,11864577.0,590959742.31,,670.72,9.4,15.31,0.1146,18.64,0.1424,57.09
2011-09-08,1895480.0,94758771.73,3.7,9.82,1.73,109.94,1.0,78443843.64,1269792.0,1569129.0,63479398.51,,,34589.0,2.13,,,,0.03,31006.0,569.0,,,2.13,34589.0,,3709.0,10777.0,72.92,0.56,0.12,,9.7,9.7,11824042.0,591107105.78,2143.0,677.95,9.71,16.11,0.1162,18.88,0.1448,57.3
2011-09-09,1964332.0,96024290.84,3.83,10.24,1.8,114.51,1.0,79226595.28,1272077.0,1620708.0,62184137.82,,,25862.0,2.92,,,,1.61,52582.0,28592.0,,,2.92,25862.0,,5015.0,1003.0,73.43,0.06,,,9.68,9.68,11862569.0,579889130.62,,681.87,9.72,16.12,0.1155,18.45,0.1496,56.03
2011-09-12,1927402.0,90889475.66,3.76,9.95,1.76,109.79,1.0,76705186.57,1237447.0,1626610.0,58353633.02,,,22250.0,1.13,,,,4.49,20702.0,56880.0,,,1.13,22250.0,,,14800.0,69.14,0.93,,,9.44,9.44,11877906.0,560120124.57,,662.57,9.45,17.88,0.1229,19.12,0.147,54.05
2011-09-13,1807960.0,85414749.81,3.53,9.15,1.65,100.1,1.0,72862330.54,1183079.0,1542265.0,55893048.96,,,,0.0,,,,3.59,12892.0,60860.0,,,0.0,,,6492.0,97237.0,63.81,6.12,,,9.01,9.01,11953110.0,564709340.98,,649.11,8.95,15.55,0.1205,18.83,0.1376,54.15
2011-09-14,1721847.0,81106092.79,3.36,8.67,1.58,94.67,1.0,70571585.42,1141022.0,1498204.0,53746840.57,,,,0.01,,,,2.27,112.0,42057.0,,,0.01,,,,44173.0,61.47,2.74,,,8.69,8.69,11996054.0,565063602.51,,648.73,8.66,15.44,0.1231,19.56,0.1311,53.99
2011-09-15,1647577.0,76831449.13,3.21,8.22,1.51,90.07,1.0,67158880.05,1117333.0,1440158.0,52104583.61,,,576.0,,,523.0,,1.31,,24788.0,,,,576.0,0.03,523.0,58569.0,59.91,3.36,,,8.55,8.55,11951777.0,557347150.78,,642.52,8.53,15.16,0.125,19.7,0.1261,53.45
2011-09-16,1541846.0,72909795.38,3.01,7.28,1.41,84.53,1.0,63729383.99,1103893.0,1347705.0,52200163.15,,,84.0,0.0,,,,1.39,84.0,23524.0,,,0.0,84.0,,10000.0,92537.0,59.18,4.88,,,8.54,8.54,11822797.0,559068616.5,,635.14,8.52,16.13,0.1259,20.81,0.1193,54.2
2011-09-19,1546245.0,72308390.11,3.02,7.19,1.42,85.49,1.0,63197807.46,1085989.0,1351424.0,50785041.35,,,,0.95,,,,0.56,17214.0,18584.0,,,0.95,,,680.0,13495.0,58.97,0.66,,,8.4,8.4,11836576.0,553524024.3,,642.42,8.41,16.15,0.1251,19.85,0.1197,53.6
2011-09-20,1451818.0,70210594.37,2.83,6.69,1.33,79.7,1.0,60604223.14,981734.0,1253177.0,47477113.29,,,11673.0,,,,,6.85,,117854.0,,,,11673.0,,1926.0,98247.0,52.67,5.6,,,7.57,7.57,11978772.0,579298990.63,,645.16,7.55,16.72,0.1195,17.15,0.112,55.43
2011-09-21,1281682.0,62810218.38,2.5,6.03,1.17,72.14,1.0,53078785.84,851628.0,1083106.0,41734955.05,,,,0.16,,,,6.04,1302.0,130106.0,,,0.16,,,,171373.0,47.37,8.87,,,6.57,6.57,12107803.0,593356035.73,,674.3,6.56,18.48,0.1325,18.63,0.0989,56.17
2011-09-22,1210560.0,57085737.0,2.36,5.79,1.11,68.88,1.0,49484538.35,915437.0,1049369.0,43168777.94,,,104800.0,5.97,,,,2.27,105333.0,40991.0,,,5.97,104800.0,,,139070.0,51.42,7.57,,,7.01,7.01,12146479.0,572785079.33,,681.06,7.02,19.75,0.1393,20.12,0.0927,54.05
2011-09-23,1194654.0,56450317.86,2.33,5.66,1.09,65.87,1.0,48652672.76,899148.0,1029633.0,42486937.98,,,10011.0,0.51,,,,1.44,9264.0,26300.0,,,0.51,10011.0,,,29000.0,48.6,1.82,,,6.82,6.82,12287113.0,580596084.21,,665.1,6.81,19.98,0.1399,20.35,0.0906,54.16
2011-09-26,1198277.0,56809694.26,2.34,5.54,1.1,66.22,1.0,49809826.17,934112.0,1050630.0,44285767.92,,,26708.0,2.27,,8000.0,,1.71,39489.0,31585.0,,,2.27,26708.0,0.43,39841.0,26492.0,50.52,1.44,,,7.02,7.02,12380029.0,586930786.76,,670.67,7.0,17.31,0.1403,22.48,0.09,54.34
2011-09-27,1258355.0,61414544.56,2.46,5.65,1.15,69.54,1.0,52856270.1,1022277.0,1083000.0,49892658.57,,,85075.0,1.56,,3830.0,,0.08,28540.0,1770.0,,,1.56,85075.0,0.21,4860.0,,55.48,,,,7.68,7.68,12281052.0,599381903.62,,668.97,7.66,17.19,0.1415,23.29,0.0946,55.94
2011-09-28,1343910.0,66105995.77,2.62,6.0,1.23,76.48,1.0,57336477.7,956602.0,1165629.0,47054585.32,,,2926.0,7.16,,,,2.95,105979.0,68601.0,,,7.16,2926.0,,,23350.0,53.54,0.93,,,7.14,7.14,12449183.0,612366630.74,,697.84,7.13,16.88,0.1387,22.01,0.1002,56.38
2011-09-29,1388558.0,68580835.9,2.71,6.2,1.27,79.47,1.0,59178171.25,974370.0,1198182.0,48124103.62,,,4899.0,5.09,,,,1.64,85804.0,30131.0,,,5.09,4899.0,,43000.0,53251.0,54.82,2.9,,,7.23,7.23,12506595.0,617700333.28,,705.11,7.21,19.01,0.1421,21.69,0.103,56.61
2011-09-30,1363053.0,64407581.7,2.66,6.1,1.25,78.9,1.0,55849125.05,953462.0,1181931.0,45053407.06,,,,0.24,,4000.0,,0.85,4156.0,20908.0,,,0.24,,0.23,,24407.0,54.01,0.8,,,7.07,7.07,12530427.0,592093264.68,,708.09,7.09,19.27,0.143,21.82,0.1011,54.16
2011-10-03,1375089.0,63692622.01,2.68,6.0,1.26,77.16,1.0,55817017.95,958491.0,1205059.0,44396257.24,0.7,,6000.0,0.0,,,13000.0,0.36,10128.0,4488.0,0.7,,0.0,6000.0,,3517.0,,52.06,,,,7.11,7.11,12518646.0,579850022.66,,679.78,7.11,19.82,0.1419,21.33,0.102,53.09
2011-10-04,1300913.0,58713277.79,2.54,5.47,1.19,71.23,1.0,52345327.03,1051908.0,1159818.0,47475093.73,,,121204.0,0.61,,,,2.14,12000.0,34861.0,,,0.61,121204.0,,7074.0,57241.0,55.47,4.06,,,7.79,7.79,12445377.0,561689272.84,,658.57,7.77,20.21,0.1444,21.09,0.0964,51.73
2011-10-05,1358125.0,62444753.17,2.65,5.61,1.24,73.05,1.0,56535071.39,1070074.0,1229594.0,49200557.24,,12321.0,20028.0,5.17,0.64,,,0.86,99497.0,15183.0,,12321.0,5.17,20028.0,,1000.0,29721.0,55.23,2.15,,,7.88,7.88,12504592.0,574944251.06,,648.59,7.85,17.81,0.1352,20.24,0.1,52.7
2011-10-06,1328082.0,61758635.77,2.59,5.55,1.22,70.94,1.0,55289167.08,1073446.0,1188960.0,49917520.56,,,10591.0,0.0,,2200.0,,0.33,28.0,7219.0,,,0.0,10591.0,0.12,,42862.0,55.95,3.25,,,7.92,7.92,12482975.0,580484869.46,,655.46,7.86,18.04,0.1344,18.8,0.098,53.3
2011-10-07,1384801.0,64831135.95,2.7,5.84,1.27,74.98,1.0,58443391.66,1040388.0,1248358.0,48707024.24,,,3735.0,3.54,,,,1.16,64897.0,36793.0,,,3.54,3735.0,,,5499.0,55.54,0.15,,,7.69,7.69,12491939.0,584825253.3,,667.85,7.68,17.34,0.1406,22.33,0.1023,53.66
2011-10-10,1447106.0,68467669.1,2.82,6.1,1.32,78.37,1.0,62221954.14,1102110.0,1315099.0,52144696.23,,,8304.0,4.46,,,,0.84,82728.0,16582.0,,,4.46,8304.0,,70000.0,15987.0,58.85,0.88,,,8.16,8.16,12404488.0,586899908.98,,664.73,8.13,16.8,0.1538,26.76,0.1071,54.23
2011-10-11,1302056.0,61002768.24,2.54,5.48,1.19,71.33,1.0,54806193.65,1047564.0,1169795.0,49079535.68,,,1969.0,,,,,2.98,,57300.0,,,,1969.0,,785.0,145304.0,56.76,7.42,,,7.74,7.74,12484514.0,584913332.57,,676.26,7.74,17.81,0.1423,24.23,0.0962,53.7
2011-10-12,1348796.0,63369104.71,2.63,5.81,1.23,73.22,1.0,57229217.87,1001985.0,1218110.0,47075237.76,,,,3.62,,696.0,,2.92,70010.0,46878.0,,,3.62,,0.04,1299.0,22391.0,53.57,1.21,,,7.41,7.41,12512096.0,587843025.62,,670.78,7.4,17.08,0.152,27.9,0.0998,53.85
2011-10-13,1250923.0,59229217.32,2.44,5.41,1.14,68.33,1.0,53047219.28,944365.0,1120359.0,44714182.9,,,7.0,0.29,,,,2.83,5115.0,57627.0,,,0.29,7.0,,,102866.0,50.87,5.52,,,6.97,6.97,12607985.0,596968065.59,,679.88,6.96,16.1,0.1619,29.8,0.0923,54.27
