,WAGA FP Equity_DX_SI_QTY,WAGA FP Equity_DX_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAGA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAGA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAGA FP Equity_DX_SI_MV,WAGA FP Equity_DX_DSS,WAGA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY,WAGA FP Equity_DX_BROKER_SI_QTY,WAGA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAGA FP Equity_DX_BROKER_SI_MV_INC_x,WAGA FP Equity_DX_SUPPLY_SI_MV_NEW,WAGA FP Equity_DX_BROKER_SI_QTY_ADD,WAGA FP Equity_DX_SUPPLY_SI_MV_DEC,WAGA FP Equity_DX_BROKER_SI_QTY_INC,WAGA FP Equity_DX_SUPPLY_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAGA FP Equity_DX_BROKER_SI_MV_INC_y,WAGA FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAGA FP Equity_DX_BROKER_SI_MV_ADD,WAGA FP Equity_DX_SUPPLY_SI_QTY_ADD,WAGA FP Equity_DX_BROKER_SI_QTY_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV,WAGA FP Equity_DX_BROKER_SI_MV_DEC,WAGA FP Equity_DX_SUPPLY_SI_MV_RMV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAGA FP Equity_DX_UTILIZATION_QUANTITY,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAGA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAGA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAGA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAGA FP Equity_DX_ACTIVE_UTILIZATION_MV,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAGA FP Equity_DX_BROKER_SI_CON_RATIO,WAGA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAGA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-06,58460.0,1654418.0,0.78,15.38,0.29,1.69,0.0,1292772.3,50515.0,45681.0,1429574.5,,34.0,0.0,,,0.07,34.0,2398.0,,0.0,34.0,,,,1.45,,,5.93,5.93,801944.0,22695015.2,,22.95,5.93,21.09,0.146,21.59,0.0686
2023-02-07,62697.0,1774325.1,0.84,16.18,0.31,1.79,0.0,1412679.4,54752.0,49918.0,1549481.6,,4232.0,0.12,,,,4237.0,,,0.12,4232.0,,5.0,,1.55,,,6.42,6.42,797707.0,22575108.1,,22.59,6.43,19.8,0.158,26.68,0.0735
2023-02-08,71087.0,1997544.7,0.95,18.45,0.35,2.03,0.0,1454624.6,60841.0,51766.0,1709632.1,,,,,2301.0,0.01,,453.0,,,,0.07,6542.0,453.0,1.72,0.01,,7.14,7.14,791618.0,22244465.8,,22.35,7.16,18.01,0.1398,24.39,0.0834
2023-02-09,80582.0,2264354.2,1.08,19.88,0.39,2.29,0.0,1525436.6,66295.0,54286.0,1862889.5,,2106.0,0.12,,,0.05,4378.0,1658.0,,0.12,2106.0,,5006.0,1858.0,1.87,0.05,,7.78,7.78,786169.0,22091348.9,,22.11,7.78,13.65,0.1222,21.39,0.0945
2023-02-10,80307.0,2280718.8,1.07,19.19,0.39,2.29,0.0,1533912.4,66020.0,54011.0,1874968.0,,,,,,0.01,,275.0,,,,,,275.0,1.86,0.01,,7.74,7.74,786444.0,22335009.6,,22.24,7.73,13.66,0.1226,21.37,0.0942
2023-02-13,75122.0,2129708.7,1.01,17.25,0.37,2.15,0.0,1525967.1,60835.0,53826.0,1724672.25,,,,,,0.15,,5185.0,,,,,,185.0,1.72,0.01,,7.14,7.14,791648.0,22443220.8,,22.41,7.14,14.71,0.1362,23.05,0.0881
2023-02-14,84746.0,2372888.0,1.13,18.61,0.41,2.41,0.0,1636600.0,70459.0,58450.0,1972852.0,,119.0,0.13,,,0.11,4624.0,4000.0,,0.13,119.0,,13505.0,,2.0,,,16.83,16.83,348127.0,9747556.0,,9.83,16.89,19.05,0.1509,25.83,0.2025
2023-02-15,73906.0,2065672.7,0.99,15.76,0.36,2.09,0.0,1507762.75,59619.0,53945.0,1666351.05,,,,,,0.31,,10840.0,,,,,,4505.0,1.67,0.13,,14.39,14.39,354739.0,9914955.05,,9.93,14.41,21.15,0.1457,22.61,0.1784
2023-02-16,69815.0,1885005.0,0.93,15.03,0.34,1.96,0.0,1382103.0,57629.0,51189.0,1555983.0,,,,,,0.06,,1990.0,,,,,,2756.0,1.61,0.08,,13.95,13.95,355394.0,9595638.0,,9.82,14.08,19.27,0.1473,24.16,0.169
2023-02-17,70374.0,1935285.0,0.94,14.85,0.34,1.94,0.0,1423070.0,58188.0,51748.0,1600170.0,,559.0,0.01,,,,559.0,,,0.01,559.0,,,,1.58,,,14.1,14.1,354635.0,9752462.5,,9.7,13.97,18.99,0.1446,23.48,0.1705
2023-02-20,71088.0,1962028.8,0.95,16.17,0.35,1.99,0.0,1585951.2,54796.0,57462.0,1512369.6,,1608.0,,,9106.0,0.13,,5000.0,,,1608.0,0.26,,3392.0,1.51,0.1,,13.44,13.44,353027.0,9743545.2,,9.72,13.42,18.57,0.1491,23.4,0.1743
2023-02-21,70982.0,1952005.0,0.95,16.53,0.35,1.99,0.0,1577290.0,63796.0,57356.0,1754390.0,,4447.0,,,,,,,,,4447.0,,4553.0,106.0,1.76,0.0,,15.64,15.64,344027.0,9460742.5,,9.48,15.69,18.73,0.1494,23.48,0.1741
2023-02-22,68042.0,1850742.4,0.91,16.04,0.33,1.89,0.0,1560083.2,60856.0,57356.0,1655283.2,,,,,,0.08,,2940.0,,,,,,,1.68,,,14.92,14.92,346967.0,9437502.4,,9.51,15.01,15.46,0.1476,24.65,0.1668
2023-02-23,66889.0,1836103.05,0.9,16.04,0.33,1.84,0.0,1542772.35,59703.0,56203.0,1638847.35,,,,,,0.03,,1153.0,,,,,,1153.0,1.62,0.03,,14.64,14.64,348120.0,9555894.0,,9.5,14.6,15.58,0.1474,24.98,0.164
2023-02-24,63950.0,1739440.0,0.86,15.76,0.31,1.77,0.0,1448780.8,59704.0,53264.0,1623948.8,,,0.0,,,,1.0,,,0.0,,,1.0,2940.0,1.64,0.08,,14.63,14.63,348359.0,9475364.8,,9.53,14.69,14.68,0.1485,26.22,0.1567
2023-02-27,63171.0,1734043.95,0.85,16.48,0.31,1.74,0.0,1460971.35,58925.0,53223.0,1617491.25,,,,,,0.02,,779.0,,,,,,41.0,1.6,0.0,,14.44,14.44,349138.0,9583838.1,,9.53,14.36,15.12,0.1496,26.47,0.1548
2023-02-28,63171.0,1711934.1,0.85,16.88,0.31,1.75,0.0,1442343.3,58925.0,53223.0,1596867.5,,,,,,,,,,,,,,,1.62,,,12.86,12.86,399128.0,10816368.8,,10.91,12.92,14.79,0.1496,26.57,0.1379
2023-03-01,63171.0,1734043.95,0.85,18.79,0.31,1.73,0.0,1460971.35,58925.0,53223.0,1617491.25,,,,,,,,,,,,,,,1.59,,,12.87,12.87,398990.0,10952275.5,,10.86,12.79,15.17,0.1496,26.45,0.138
2023-03-02,66514.0,1792552.3,0.89,16.77,0.32,1.84,0.0,1462441.75,59967.0,54265.0,1616110.65,,,0.06,,,0.03,2301.0,1259.0,,0.06,,,2301.0,1259.0,1.65,0.03,,13.06,13.06,399169.0,10757604.55,,10.9,13.14,18.08,0.1553,26.17,0.1449
2023-03-03,68289.0,1809658.5,0.91,17.22,0.33,1.85,0.0,1440354.5,59317.0,54353.0,1571900.5,,,0.0,,,0.02,88.0,738.0,,0.0,,,88.0,,1.6,,,13.0,13.0,396805.0,10515332.5,,10.64,13.07,21.34,0.1595,25.49,0.1497
2023-03-06,68201.0,1786866.2,0.91,17.4,0.33,1.82,0.0,1421743.0,59229.0,54265.0,1551799.8,,,,,,0.0,,88.0,,,,,,88.0,1.57,0.0,,13.07,13.07,393848.0,10318817.6,,10.4,13.09,21.46,0.16,25.49,0.1505
2023-03-07,68338.0,1810957.0,0.91,17.27,0.33,1.82,0.0,1441653.0,59366.0,54402.0,1573199.0,,,0.0,,,,137.0,,,0.0,,,137.0,,1.56,,,13.1,13.1,393711.0,10433341.5,,10.36,13.1,21.65,0.159,25.17,0.1508
2023-03-08,68808.0,1806210.0,0.92,16.97,0.34,1.84,0.0,1440390.0,59836.0,54872.0,1570695.0,,470.0,0.01,,,,470.0,,,0.01,470.0,,,,1.59,,,13.21,13.21,393141.0,10319951.25,,10.39,13.24,21.28,0.1574,25.16,0.1519
2023-03-09,71112.0,1848912.0,0.95,17.5,0.35,1.88,0.0,1456624.0,60988.0,56024.0,1585688.0,,797.0,,,3577.0,0.01,,206.0,,,797.0,0.09,561.0,2425.0,1.6,0.07,,13.48,13.48,391317.0,10174242.0,,10.24,13.51,13.64,0.134,24.35,0.1572
2023-03-10,70622.0,1867951.9,0.95,16.98,0.34,1.86,0.0,1468160.15,60498.0,55507.0,1600172.1,,1031.0,,,,0.08,,3010.0,,,1031.0,,1489.0,517.0,1.57,0.01,,13.38,13.38,391806.0,10363268.7,,10.25,13.28,13.96,0.1353,24.44,0.1561
2023-03-13,76139.0,1926316.7,1.02,18.21,0.37,2.01,0.0,1479012.7,64628.0,58459.0,1635088.4,,4130.0,0.01,,2634.0,,318.0,,,0.01,4130.0,0.07,,,1.71,,,14.29,14.29,387676.0,9808202.8,,10.12,14.42,12.46,0.1228,22.93,0.1683
2023-03-14,75896.0,1912579.2,1.02,19.58,0.37,1.95,0.0,1467043.2,64385.0,58216.0,1622502.0,,,0.11,,,0.02,4057.0,243.0,,0.11,,,,4300.0,1.63,0.13,,14.23,14.23,387957.0,9776516.4,,9.87,14.18,12.8,0.1069,16.88,0.1678
2023-03-15,81785.0,2077339.0,1.09,20.89,0.4,2.1,0.0,1409496.8,71661.0,55492.0,1820189.4,,10000.0,,,,0.07,,2724.0,,,10000.0,,,2724.0,1.82,0.07,,15.84,15.84,380857.0,9673767.8,,9.62,15.89,15.55,0.1156,16.83,0.1807
2023-03-16,78601.0,2016115.65,1.05,19.57,0.38,2.02,0.0,1462999.05,68477.0,57037.0,1756435.05,,183.0,0.04,,,0.12,1545.0,4729.0,,0.04,183.0,,1362.0,,1.74,,,15.08,15.08,385661.0,9892204.65,,9.83,15.02,16.27,0.1208,18.04,0.1731
2023-03-17,79408.0,2044756.0,1.06,19.28,0.39,2.06,0.0,1448102.75,69284.0,56237.0,1784063.0,,2425.0,,,,0.07,,3053.0,,,2425.0,,1435.0,800.0,1.77,0.02,,15.26,15.26,384864.0,9910248.0,,9.89,15.21,16.15,0.119,17.91,0.1749
2023-03-20,79408.0,2064608.0,1.06,17.63,0.39,2.07,0.0,1462162.0,69284.0,56237.0,1801384.0,,,,,,,,,,,,,,,1.78,,,15.26,15.26,384864.0,10006464.0,,9.94,15.18,16.15,0.119,17.9,0.1749
2023-03-21,78851.0,2050126.0,1.06,17.25,0.38,2.07,0.0,1478230.0,69315.0,56855.0,1802190.0,,1206.0,0.03,,,0.03,1066.0,1175.0,,0.03,1206.0,,,448.0,1.8,0.01,,15.24,15.24,385382.0,10019932.0,,10.02,15.19,16.28,0.1232,19.44,0.1734
2023-03-22,76105.0,1974924.75,1.02,15.78,0.37,1.99,0.0,1423461.3,66726.0,54854.0,1731539.7,,,,,,0.07,,2589.0,,,,,,2001.0,1.72,0.05,,14.7,14.7,387186.0,10047476.7,,10.06,14.63,16.96,0.1284,20.22,0.1677
2023-03-23,76171.0,1972828.9,1.02,16.07,0.37,2.0,0.0,1422428.0,66792.0,54920.0,1729912.8,,,0.0,,,,66.0,,,0.0,,,66.0,,1.73,,,14.71,14.71,387160.0,10027444.0,,10.04,14.7,16.87,0.1278,20.11,0.1678
2023-03-24,74780.0,1888195.0,1.0,15.75,0.37,1.95,0.0,1291234.5,69776.0,51138.0,1761844.0,,593.0,0.02,,,0.09,593.0,3575.0,,0.02,593.0,,5966.0,4375.0,1.81,0.11,,15.37,15.37,384176.0,9700444.0,,9.87,15.5,17.23,0.1304,20.54,0.1647
2023-03-27,69295.0,1732375.0,0.93,14.72,0.34,1.77,0.0,1281700.0,64291.0,51268.0,1607275.0,,130.0,0.0,,,0.15,130.0,5615.0,,0.0,130.0,,,,1.62,,,14.16,14.16,389661.0,9741525.0,,9.81,14.21,18.64,0.145,22.17,0.1526
2023-03-28,69165.0,1635752.25,0.93,15.24,0.34,1.73,0.0,1217714.85,64161.0,51489.0,1517407.65,,,,,351.0,0.0,,130.0,,,,0.01,,130.0,1.61,0.0,,14.13,14.13,389791.0,9218557.15,,9.57,14.36,18.79,0.1457,22.4,0.1524
2023-03-29,69187.0,1563626.2,0.93,15.28,0.34,1.65,0.0,1164148.6,64183.0,51511.0,1450535.8,,22.0,0.0,,,,22.0,,,0.0,22.0,,,,1.53,,,14.14,14.14,389769.0,8808779.4,,9.09,14.42,18.77,0.1453,22.25,0.1524
2023-03-30,69187.0,1643191.25,0.93,14.37,0.34,1.61,0.0,1223386.25,64183.0,51511.0,1524346.25,,,,,,,,,,,,,,,1.47,,,14.14,14.14,389769.0,9257013.75,,8.96,14.07,18.39,0.1443,21.83,0.1524
2023-03-31,73287.0,1799195.85,0.98,14.21,0.36,1.78,0.0,1269505.05,68083.0,51711.0,1671437.65,,2580.0,,,200.0,,,,,,2580.0,0.0,1320.0,,1.62,,,14.99,14.99,386069.0,9477993.95,,9.27,14.88,20.69,0.1491,22.39,0.1614
2023-04-03,82073.0,2039514.05,1.1,15.35,0.4,2.04,0.0,1454942.65,71168.0,58549.0,1768524.8,,2148.0,0.16,,,,6838.0,,,0.16,2148.0,,990.0,,1.74,,0.0,15.72,15.72,381517.0,9480697.45,53.0,9.41,15.64,18.63,0.1498,24.58,0.1813
2023-04-04,78149.0,1828686.6,1.05,14.51,0.38,1.94,0.0,1354111.2,67297.0,57868.0,1574749.8,53.0,,,0.0,,0.09,,3924.0,53.0,,,,,681.0,1.67,0.02,,14.82,14.82,386753.0,9050020.2,,9.43,15.04,19.8,0.1447,21.97,0.1721
2023-04-05,81738.0,1851365.7,1.09,15.0,0.4,1.93,0.0,1323145.05,69886.0,58417.0,1582917.9,,3040.0,,,1000.0,0.01,,451.0,,,3040.0,0.02,,451.0,1.64,0.02,,15.41,15.41,383730.0,8691484.5,,8.89,15.61,18.71,0.1324,20.89,0.1802
2023-04-06,81387.0,1802722.05,1.09,15.08,0.4,1.87,0.0,1331347.9,69535.0,60106.0,1540200.25,,5.0,0.02,,784.0,0.01,979.0,356.0,,0.02,5.0,0.02,,74.0,1.58,0.0,,15.33,15.33,384081.0,8507394.15,,8.64,15.45,18.71,0.1353,20.86,0.1794
2023-04-07,81387.0,1802722.05,1.09,14.99,0.4,1.85,0.0,1331347.9,69535.0,60106.0,1540200.25,,,,,,,,,,,,,,,1.54,,,15.33,15.33,384054.0,8506796.1,,8.51,15.36,18.54,0.1349,20.81,0.1794
2023-04-10,81387.0,1802722.05,1.09,14.99,0.4,1.84,0.0,1331347.9,69535.0,60106.0,1540200.25,,,,,,,,,,,,,,,1.54,,,15.33,15.33,384054.0,8506796.1,,8.52,15.35,18.62,0.1351,20.82,0.1794
2023-04-11,83161.0,1846174.2,1.11,15.32,0.41,1.87,0.0,1373736.0,71309.0,61880.0,1583059.8,,1774.0,0.04,,,,1774.0,,,0.04,1774.0,,,,1.58,,,15.73,15.73,382134.0,8483374.8,,8.47,15.69,20.36,0.1379,20.44,0.1834
2023-04-12,82171.0,1861173.15,1.1,14.76,0.4,1.86,0.0,1379158.5,70319.0,60890.0,1592725.35,,,,,,0.02,,990.0,,,,,,990.0,1.56,0.02,,15.21,15.21,392124.0,8881608.6,,8.77,15.07,20.57,0.139,20.66,0.1777
2023-04-13,85575.0,1942552.5,1.15,15.23,0.42,1.97,0.0,1438862.2,72815.0,63386.0,1652900.5,,1506.0,0.14,,,,5906.0,,,0.14,1506.0,,990.0,3410.0,1.64,0.07,,15.75,15.75,389614.0,8844237.8,,8.83,15.69,15.99,0.1315,19.77,0.1851
2023-04-14,85604.0,1926090.0,1.15,15.09,0.42,1.97,0.0,1447267.5,73752.0,64323.0,1659420.0,,553.0,0.02,,,0.02,937.0,855.0,,0.02,553.0,,1239.0,,1.68,,,15.9,15.9,390177.0,8778982.5,,8.83,15.96,16.67,0.1333,19.8,0.1845
2023-04-17,83846.0,1852996.6,1.12,16.95,0.41,1.92,0.0,1425869.9,71994.0,64519.0,1591067.4,,980.0,0.02,,,0.06,980.0,2738.0,,0.02,980.0,,,784.0,1.63,0.02,,15.45,15.45,393935.0,8705963.5,,8.81,15.6,17.92,0.1345,18.33,0.18
2023-04-18,83820.0,1864995.0,1.12,16.73,0.41,1.89,0.0,1434969.25,71968.0,64493.0,1601288.0,,,,,,0.0,,26.0,,,,,,26.0,1.59,0.0,,15.45,15.45,393943.0,8765231.75,,8.73,15.39,17.81,0.1341,18.11,0.1799
2023-04-19,83820.0,1864995.0,1.12,17.14,0.41,1.9,0.0,1434969.25,71968.0,64493.0,1601288.0,,,,,,,,,,,,,,,1.6,,,15.45,15.45,393943.0,8765231.75,,8.77,15.46,17.84,0.1341,18.11,0.1799
2023-04-20,83109.0,1811776.2,1.11,17.04,0.41,1.87,0.0,1390447.6,71257.0,63782.0,1553402.6,,,,,,0.02,,711.0,,,,,,711.0,1.58,0.02,,15.29,15.29,394662.0,8603631.6,,8.66,15.46,17.43,0.1336,18.05,0.1784
2023-04-21,82348.0,1828125.6,1.1,16.49,0.4,1.83,0.0,1399066.2,70496.0,63021.0,1565011.2,,,,,,0.02,,761.0,,,,,,761.0,1.54,0.01,,15.03,15.03,398435.0,8845257.0,,8.75,14.94,17.52,0.1332,18.09,0.1756
2023-04-24,87156.0,1886927.4,1.17,17.25,0.43,1.95,0.0,1392722.85,75304.0,64329.0,1630331.6,,1465.0,0.04,,,0.0,1465.0,157.0,,0.04,1465.0,,3500.0,157.0,1.66,0.01,,16.03,16.03,394468.0,8540232.2,,8.68,16.07,17.23,0.1304,18.38,0.1855
2023-04-25,80475.0,1689975.0,1.08,16.23,0.39,1.77,0.0,1268589.0,69023.0,60409.0,1449483.0,,337.0,0.0,,,0.15,337.0,6618.0,,0.0,337.0,,,4257.0,1.5,0.1,,14.7,14.7,400490.0,8410290.0,,8.58,14.87,17.46,0.1413,20.59,0.1714
2023-04-26,76138.0,1526566.9,1.02,14.63,0.37,1.61,0.0,1200954.9,64686.0,59898.0,1296954.3,,,,,,0.1,,4337.0,,,,,,511.0,1.35,0.03,,13.78,13.78,404827.0,8116781.35,,8.37,13.89,17.96,0.1392,21.14,0.1622
2023-04-27,75498.0,1830826.5,1.01,14.35,0.37,1.63,0.0,1437006.5,64046.0,59258.0,1553115.5,,3257.0,0.05,,,0.1,3257.0,3897.0,,0.05,3257.0,,,3897.0,1.3,0.09,,13.64,13.64,405366.0,9830125.5,,8.74,12.97,15.06,0.1354,21.12,0.1608
2023-04-28,72260.0,1719788.0,0.97,12.66,0.35,1.74,0.0,1384398.4,62956.0,58168.0,1498352.8,,1058.0,0.05,,,0.02,1058.0,2148.0,,0.05,1058.0,,,2148.0,1.52,0.04,,13.41,13.41,406402.0,9672367.6,,9.79,13.46,13.66,0.1399,23.92,0.154
2023-05-01,72260.0,1719788.0,0.97,12.22,0.35,1.74,0.0,1384398.4,62956.0,58168.0,1498352.8,,,,,,,,,,,,,,,1.5,,,13.41,13.41,406402.0,9672367.6,,9.7,13.42,14.12,0.1393,23.46,0.154
2023-05-02,71380.0,1698844.0,0.96,12.07,0.35,1.72,0.0,1386445.2,62076.0,58254.0,1477408.8,,86.0,0.0,,,0.02,86.0,966.0,,0.0,86.0,,,,1.48,,,13.22,13.22,407534.0,9699309.2,,9.7,13.2,14.29,0.1412,23.81,0.152
2023-05-03,70463.0,1620649.0,0.94,11.97,0.34,1.68,0.0,1318751.0,61159.0,57337.0,1406657.0,,,,,,0.02,,917.0,,,,,,917.0,1.45,0.02,,13.02,13.02,408424.0,9393752.0,,9.61,13.09,14.59,0.1426,24.36,0.1501
2023-05-04,73390.0,1629258.0,0.98,13.23,0.36,1.7,0.0,1279585.8,64086.0,57639.0,1422709.2,,2927.0,0.0,,,,302.0,,,0.0,2927.0,,,,1.48,,,13.62,13.62,406290.0,9019638.0,,9.24,13.77,14.21,0.138,23.22,0.156
2023-05-05,80584.0,1788964.8,1.08,14.56,0.39,1.81,0.0,1277676.6,71280.0,57553.0,1582416.0,,7280.0,,,,0.0,,86.0,,,7280.0,,,86.0,1.58,0.01,,15.15,15.15,399079.0,8859553.8,,8.86,15.15,18.55,0.1391,20.98,0.1713
2023-05-08,86652.0,1958335.2,1.16,16.1,0.42,1.96,0.0,1318054.6,77348.0,58321.0,1748064.8,,826.0,0.02,,,,768.0,,,0.02,826.0,,5242.0,,1.72,,,16.44,16.44,393011.0,8882048.6,,8.78,16.42,19.36,0.147,23.56,0.1842
2023-05-09,86874.0,1976383.5,1.16,16.54,0.42,1.99,0.0,1331853.25,77570.0,58543.0,1764717.5,,222.0,0.01,,,,222.0,,,0.01,222.0,,,,1.76,,,16.49,16.49,392789.0,8935949.75,,8.9,16.5,19.39,0.1468,23.45,0.1847
2023-05-10,87059.0,1910945.05,1.17,16.32,0.43,1.98,0.0,1289079.6,77755.0,58728.0,1706722.25,,223.0,0.0,,,0.0,185.0,38.0,,0.0,223.0,,,,1.76,,,16.53,16.53,392551.0,8616494.45,,8.83,16.61,19.61,0.1463,23.06,0.1851
2023-05-11,87059.0,1932709.8,1.17,15.58,0.43,1.95,0.0,1303761.6,77755.0,58728.0,1726161.0,,,,,,,,,,,,,,,1.72,,,16.53,16.53,392552.0,8714654.4,,8.65,16.55,19.22,0.1463,23.33,0.1851
2023-05-12,85248.0,1922342.4,1.14,15.16,0.42,1.93,0.0,1283478.35,75944.0,56917.0,1712537.2,,,,,,0.04,,1811.0,,,,,,1811.0,1.69,0.04,,16.15,16.15,394363.0,8892885.65,,8.8,16.13,19.68,0.1488,23.96,0.1813
2023-05-15,84604.0,1928971.2,1.13,15.35,0.41,1.94,0.0,1283024.4,75300.0,56273.0,1716840.0,,,,,,0.01,,644.0,,,,,,644.0,1.7,0.01,,16.01,16.01,394993.0,9005840.4,,8.94,15.96,19.93,0.15,24.12,0.1799
2023-05-16,84604.0,1928971.2,1.13,16.11,0.41,1.95,0.0,1283024.4,75300.0,56273.0,1716840.0,,,,,,,,,,,,,,,1.72,,,16.01,16.01,395033.0,9006752.4,,9.01,16.02,19.98,0.1499,24.04,0.1799
2023-05-17,84604.0,1912050.4,1.13,17.6,0.41,1.95,0.0,1271769.8,75300.0,56273.0,1701780.0,,,,,,,,,,,,,,,1.72,,,16.01,16.01,394961.0,8926118.6,,8.98,16.04,20.02,0.1498,23.98,0.1799
2023-05-18,84604.0,1912050.4,1.13,18.15,0.41,1.94,0.0,1271769.8,75300.0,56273.0,1701780.0,,,,,,,,,,,,,,,1.71,,,16.01,16.01,395055.0,8928243.0,,8.93,16.05,19.94,0.1498,24.04,0.1799
2023-05-19,87604.0,1992991.0,1.17,18.06,0.43,2.01,0.0,1280210.75,78300.0,56273.0,1781325.0,,,,,,,,,,,,,3000.0,,1.77,,,16.75,16.75,389095.0,8851911.25,,8.82,16.73,19.25,0.157,26.69,0.1874
2023-05-22,83152.0,1862604.8,1.11,17.03,0.41,1.92,0.0,1260515.2,73848.0,56273.0,1654195.2,,,,,,0.1,,4452.0,,,,,,,1.68,,,15.7,15.7,396457.0,8880636.8,,8.96,15.8,20.31,0.1462,22.65,0.1768
2023-05-23,83152.0,1821028.8,1.11,16.56,0.41,1.88,0.0,1232378.7,73848.0,56273.0,1617271.2,,,,,,,,,,,,,,,1.65,,,15.73,15.73,395658.0,8664910.2,,8.8,15.81,20.42,0.1466,22.47,0.1771
2023-05-24,83152.0,1816871.2,1.11,16.12,0.41,1.85,0.0,1229565.05,73848.0,56273.0,1613578.8,,,,,,,,,,,,,,,1.62,,,15.73,15.73,395673.0,8645455.05,,8.66,15.75,20.22,0.146,22.53,0.1771
2023-05-25,83152.0,1829344.0,1.11,16.53,0.41,1.85,0.0,1238006.0,73848.0,56273.0,1624656.0,,,,,,,,,,,,,,,1.62,,,15.79,15.79,393973.0,8667406.0,,8.63,15.77,20.25,0.1464,22.58,0.1777
2023-05-26,84152.0,2200574.8,1.13,16.78,0.41,2.03,0.0,1497688.95,74848.0,57273.0,1957275.2,,,0.02,,,,1000.0,,,0.02,,,1000.0,,1.7,,,16.0,16.0,392973.0,10276243.95,,9.21,15.59,21.04,0.1499,23.18,0.1799
2023-05-29,84152.0,2230028.0,1.13,15.47,0.41,2.16,0.0,1517734.5,74848.0,57273.0,1983472.0,,,,,,,,,,,,,,,1.9,,,15.96,15.96,394093.0,10443464.5,,9.88,16.11,20.69,0.1497,23.3,0.1795
2023-05-30,85304.0,2362920.8,1.14,15.62,0.42,2.3,0.0,1641862.1,76000.0,59273.0,2105200.0,,2000.0,0.06,,,0.02,2000.0,848.0,,0.06,2000.0,,,,2.03,,,16.29,16.29,390441.0,10815215.7,,10.5,16.18,19.68,0.1401,21.6,0.1829
2023-05-31,84650.0,2179737.5,1.13,14.08,0.41,2.33,0.0,1509439.25,75346.0,58619.0,1940159.5,2301.0,,,0.06,,0.02,,654.0,2301.0,,,,,654.0,2.09,0.01,0.06,16.17,16.17,390671.0,10059778.25,2301.0,10.59,16.51,20.38,0.1418,21.71,0.1816
2023-06-01,87322.0,2318399.1,1.17,13.4,0.43,2.29,0.0,1615700.25,78018.0,60855.0,2071377.9,,2636.0,0.07,,,0.08,2636.0,2664.0,,0.07,2636.0,,2700.0,400.0,2.02,0.04,,16.74,16.74,388017.0,10301851.35,,10.1,16.64,18.74,0.1402,21.36,0.1874
2023-06-02,88192.0,2323859.2,1.18,13.47,0.43,2.35,0.0,1626453.75,79008.0,61725.0,2081860.8,,,,,990.0,,,,,,,0.03,990.0,120.0,2.1,0.0,,16.94,16.94,387307.0,10205539.45,,10.26,17.0,18.86,0.1389,20.99,0.1891
2023-06-05,95149.0,2502418.7,1.27,14.93,0.46,2.52,0.0,1806336.6,85845.0,68682.0,2257723.5,,58.0,0.2,,,0.03,7900.0,1063.0,,0.2,58.0,,7842.0,943.0,2.26,0.02,,18.36,18.36,381759.0,10040261.7,,10.05,18.37,19.42,0.153,25.85,0.2035
2023-06-06,90336.0,2362286.4,1.21,14.19,0.44,2.39,0.0,1670174.35,81032.0,63869.0,2118986.8,,,,,,0.13,,4813.0,,,,,,4813.0,2.13,0.13,,17.33,17.33,386481.0,10106478.15,,10.15,17.35,20.45,0.1451,22.66,0.1932
2023-06-07,90166.0,2407432.2,1.21,13.93,0.44,2.39,0.0,1705302.3,80862.0,63869.0,2159015.4,,,,,,0.0,,170.0,,,,,,,2.12,,,17.3,17.3,386595.0,10322086.5,,10.18,17.26,20.5,0.1448,22.51,0.1929
2023-06-08,86166.0,2309248.8,1.15,13.76,0.42,2.31,0.0,1711689.2,76862.0,63869.0,2059901.6,,,,,,0.1,,4000.0,,,,,,,2.05,,,16.44,16.44,390537.0,10466391.6,,10.41,16.43,21.0,0.1492,23.76,0.1844
2023-06-09,81557.0,2165338.35,1.09,13.04,0.4,2.19,0.0,1582087.95,72433.0,59589.0,1923096.15,,,,,,0.12,,4429.0,,,,,,4280.0,1.94,0.11,,15.5,15.5,394966.0,10486347.3,,10.55,15.54,20.06,0.1415,21.7,0.1745
