,CEC FP Equity_DX_SI_QTY,CEC FP Equity_DX_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEC FP Equity_DX_SI_MV,CEC FP Equity_DX_DSS,CEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY,CEC FP Equity_DX_BROKER_SI_QTY,CEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEC FP Equity_DX_BROKER_SI_MV_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEC FP Equity_DX_BROKER_SI_MV_INC_x,CEC FP Equity_DX_SUPPLY_SI_MV_NEW,CEC FP Equity_DX_BROKER_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_NEW,CEC FP Equity_DX_SUPPLY_SI_MV_DEC,CEC FP Equity_DX_BROKER_SI_QTY_INC,CEC FP Equity_DX_SUPPLY_SI_QTY_DEC,CEC FP Equity_DX_BROKER_SI_MV_NEW_y,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEC FP Equity_DX_BROKER_SI_MV_INC_y,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEC FP Equity_DX_BROKER_SI_MV_ADD,CEC FP Equity_DX_SUPPLY_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_DEC,CEC FP Equity_DX_SUPPLY_SI_MV,CEC FP Equity_DX_BROKER_SI_MV_DEC,CEC FP Equity_DX_SUPPLY_SI_MV_RMV,CEC FP Equity_DX_BROKER_SI_MV_RMV,CEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEC FP Equity_DX_UTILIZATION_QUANTITY,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEC FP Equity_DX_ACTIVE_UTILIZATION_MV,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEC FP Equity_DX_BROKER_SI_CON_RATIO,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-07-31,89712.0,1360836.74,1.53,0.67,1.48,0.0,828406.63,36212.0,54612.0,549297.97,,,,,,,,,,,,,,,,,1092.0,0.59,0.02,,,100.0,37.8,0.0,0.0,,0.0,100.0,18.26,0.4693,64.07,0.9364
2009-08-03,89712.0,1399112.82,1.51,0.67,1.51,0.0,851707.12,36212.0,54612.0,564748.01,,,,,,,,,,,,,,,,,,0.6,,,,100.0,37.8,0.0,0.0,,0.0,100.0,18.05,0.4688,64.02,0.9364
2009-08-04,95612.0,1482447.44,1.54,0.71,1.63,0.0,846749.57,42112.0,54612.0,652939.24,,,5900.0,,,,,,,,,,,5900.0,,,,0.72,,,,100.0,42.38,0.0,0.0,,0.0,100.0,18.47,0.4623,63.34,0.9622
2009-08-05,111512.0,1691519.82,1.83,0.83,1.89,1.0,1069592.92,42112.0,70512.0,638794.77,,,,0.18,,5900.0,,,10000.0,,,,0.18,,0.1,,,0.72,,,,100.0,42.85,0.0,0.0,,0.0,100.0,27.48,0.3369,48.33,1.1348
2009-08-06,114830.0,1766867.99,2.05,0.85,1.93,1.0,1136008.57,42112.0,73830.0,647969.56,,,,0.06,,,,,3318.0,,,,0.06,,,,,0.7,,,,100.0,42.85,0.0,0.0,,0.0,100.0,25.97,0.3152,46.92,1.1685
2009-08-07,114830.0,1786673.59,2.03,0.84,1.95,1.0,1148742.59,42112.0,73830.0,655232.94,,,,,,,,,,,,,,,,,,0.71,,,,100.0,42.85,0.0,0.0,,0.0,100.0,25.45,0.3156,47.2,1.1685
2009-08-10,114830.0,1799182.39,1.82,0.84,1.97,1.0,1156785.13,42112.0,73830.0,659820.33,,,,,,,,,,,,,,,,,,0.72,,,,100.0,42.85,0.0,0.0,,0.0,100.0,25.51,0.3151,47.1,1.1685
2009-08-11,112442.0,1689295.39,1.76,0.82,1.91,1.0,1161963.36,36212.0,77342.0,544038.39,,,,0.01,,3000.0,,0.1,512.0,5900.0,,,0.01,,0.05,,,0.62,,,,100.0,36.85,0.0,0.0,,0.0,100.0,24.78,0.2832,43.87,1.1442
2009-08-12,96542.0,1462687.89,1.56,0.71,1.61,0.0,930895.04,36212.0,61442.0,548640.53,,,,,,,,,,,,,,,,,15900.0,0.6,0.27,,,100.0,36.85,0.0,0.0,,0.0,100.0,16.12,0.3715,56.08,0.9824
2009-08-13,96542.0,1510012.72,1.57,0.71,1.63,0.0,961013.87,36212.0,61442.0,566391.63,,,,,,,,,,,,,,,,,,0.6,,,,100.0,36.85,0.0,0.0,,0.0,100.0,15.99,0.379,56.94,0.9824
2009-08-14,92712.0,1435800.21,1.51,0.68,1.59,0.0,892218.07,36212.0,57612.0,560803.32,,,,,,,,,,,,,,,,,3830.0,0.62,0.06,,,100.0,36.85,0.0,0.0,,0.0,100.0,17.56,0.4174,59.97,0.9435
2009-08-17,106512.0,1585701.45,1.73,0.78,1.79,1.0,1063148.87,36212.0,71412.0,539107.53,,,,0.23,,,,,13800.0,,,,0.23,,,,,0.62,,,,100.0,36.85,0.0,0.0,,0.0,100.0,21.19,0.3095,47.54,1.0839
2009-08-18,97512.0,1484465.69,1.6,0.72,1.61,0.0,950123.8,36212.0,62412.0,551270.32,,,,,,,,,,,,,,,,,9000.0,0.59,0.16,,,100.0,36.85,0.0,0.0,,0.0,100.0,21.75,0.3853,55.7,0.9923
2009-08-19,98624.0,1490650.69,1.59,0.72,1.65,0.0,943325.06,36212.0,62412.0,547325.63,,,,,,,,,,,,,,,,,,0.6,,,,100.0,36.85,0.0,0.0,,0.0,100.0,21.79,0.3703,54.25,1.0036
2009-08-20,80712.0,1260950.43,1.34,0.59,1.36,0.0,712588.85,35100.0,45612.0,548361.59,,,,,,,,0.02,,1112.0,,,,,,,16800.0,0.58,0.28,,,100.0,36.13,0.0,0.0,,0.0,100.0,21.44,0.6269,76.18,0.8307
2009-08-21,80712.0,1305644.2,1.3,0.59,1.41,0.0,737846.21,35100.0,45612.0,567797.99,,,,,,,,,,,,,,,,,,0.6,,,,100.0,36.13,0.0,0.0,,0.0,100.0,21.37,0.629,76.34,0.8307
2009-08-24,80712.0,1353268.71,1.23,0.59,1.46,0.0,764759.79,35100.0,45612.0,588508.92,,,,,,,,,,,,,,,,,,0.63,,,,100.0,12.66,0.0,0.0,,0.0,100.0,21.37,0.6301,76.42,0.2912
2009-08-25,79600.0,1356301.92,1.02,0.58,1.48,0.0,758234.11,35100.0,44500.0,598067.81,,,,,,,,,,,,,,,,,1112.0,0.65,0.02,,,100.0,12.61,0.0,0.0,,0.0,100.0,22.19,0.6547,77.81,0.2861
2009-08-26,79600.0,1317282.05,1.02,0.55,1.48,0.0,736420.24,35100.0,44500.0,580861.81,,,,,,,,,,,,,,,,,,0.66,,,,100.0,12.61,0.0,0.0,,0.0,100.0,22.98,0.646,77.02,0.2861
2009-08-27,79600.0,1294159.16,1.05,0.55,1.46,0.0,723493.5,35100.0,44500.0,570665.66,,,,,,,,,,,,,,,,,,0.66,,,,100.0,12.61,0.0,0.0,,0.0,100.0,22.78,0.6482,77.22,0.2861
2009-08-28,122600.0,2019975.66,1.63,0.85,2.24,1.0,1441662.89,78100.0,87500.0,1286787.1,,,,,,43000.0,,,,,,,,,0.8,43000.0,,1.41,,,,35.16,28.07,144050.0,2373389.02,,2.61,35.02,38.95,0.4132,49.91,0.4406
2009-08-31,124140.0,2022810.64,1.66,0.86,2.23,1.0,1450870.47,78100.0,89040.0,1272607.63,,,,,,1540.0,,,,,,,,,0.03,,,1.41,,,,35.16,28.07,144050.0,2347235.97,,2.59,35.27,38.84,0.3948,48.03,0.4461
2009-09-01,124440.0,1974606.07,1.54,0.87,2.22,1.0,1417641.48,78100.0,89340.0,1239285.87,,,,0.01,,,,,300.0,,,,0.01,,,,,1.38,,,,35.16,28.07,144050.0,2285776.31,,2.52,35.43,37.85,0.3946,48.82,0.4472
2009-09-02,145396.0,2253019.84,1.78,0.99,2.55,1.0,1709119.07,78100.0,110296.0,1210217.95,,,,0.37,,,,,20956.0,,,,0.37,,,,,1.35,,,,35.16,28.07,144050.0,2232162.56,,2.46,35.4,30.45,0.3023,39.83,0.5225
2009-09-03,146476.0,2293689.4,1.73,0.99,2.55,1.0,1744053.3,78100.0,111376.0,1222979.48,,,,0.01,,,,,1080.0,,,,0.01,,,,,1.36,,,,35.16,28.07,144050.0,2255700.31,,2.48,35.34,30.71,0.302,39.47,0.5264
2009-09-04,152866.0,2427055.72,1.81,1.04,2.63,1.0,1869772.51,78100.0,117766.0,1239994.84,,,,0.02,,5500.0,,,890.0,,,,0.02,,0.09,,,1.36,,,,35.16,28.07,144050.0,2287083.96,,2.52,35.01,29.79,0.2718,35.94,0.5493
2009-09-07,241786.0,3939804.21,2.88,1.64,4.15,1.0,3367864.03,78100.0,206686.0,1272607.63,,,,1.52,,,,,90000.0,,,,1.52,,,,1080.0,1.37,0.01,,,35.16,28.07,144050.0,2347235.97,,2.59,34.7,17.44,0.449,63.4,0.8689
2009-09-08,222307.0,3636528.21,2.61,1.47,3.88,1.0,3062357.63,78100.0,187207.0,1277570.45,,,,,,,,,,,,,,,,,19479.0,1.38,0.34,,,35.16,18.3,144050.0,2356389.54,,2.6,34.64,18.94,0.5341,70.27,0.5209
2009-09-09,213490.0,3488422.5,2.62,1.41,3.83,1.0,2914889.17,78100.0,178390.0,1276152.5,,,,,,,,,,,,,,,,,8817.0,1.41,0.16,,,35.16,18.47,144050.0,2353774.23,,2.59,35.17,19.43,0.595,74.44,0.505
2009-09-10,212600.0,3421771.72,2.64,1.36,3.81,1.0,2856841.39,78100.0,177500.0,1257010.21,,,,,,,,,,,,,,,,,890.0,1.4,0.02,,,35.16,18.47,144050.0,2318467.62,,2.55,35.38,19.29,0.6034,75.03,0.5029
2009-09-11,212600.0,3406332.25,2.45,1.36,3.79,1.0,2843950.96,78100.0,177500.0,1251338.42,,,,,,,,,,,,,,,,,,1.38,,,,35.16,18.47,144050.0,2308006.4,,2.54,35.2,19.22,0.6042,75.1,0.5029
2009-09-14,42873.0,670863.34,0.46,0.28,0.72,0.0,661474.73,600.0,42273.0,9388.61,,,,,,2773.0,,1.37,,77500.0,,,,,0.05,,138000.0,0.01,2.47,,,100.0,0.14,0.0,0.0,,0.0,100.0,12.37,0.6727,80.79,0.1014
2009-09-15,42873.0,674878.08,0.48,0.28,0.72,0.0,665433.28,600.0,42273.0,9444.8,,,,,,,,0.01,,600.0,,,,,,600.0,,0.01,,,,100.0,0.14,0.0,0.0,,0.0,100.0,11.73,0.6814,81.42,0.1014
2009-09-16,8373.0,135800.92,0.09,0.05,0.14,0.0,126069.58,600.0,7773.0,9731.35,,,,,,,,,,,,,,,,,34500.0,0.01,0.58,,,100.0,0.14,0.0,0.0,,0.0,100.0,35.58,0.5416,64.42,0.0198
2009-09-17,8373.0,137917.91,0.1,0.05,0.14,0.0,128034.86,600.0,7773.0,9883.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.14,0.0,0.0,,0.0,100.0,35.65,0.5412,64.35,0.0198
2009-09-18,48373.0,788634.06,0.54,0.31,0.86,0.0,452788.41,20600.0,27773.0,335845.65,,,20000.0,,,20000.0,,,,,,,,20000.0,0.36,,,0.36,,,,100.0,4.87,0.0,0.0,,0.0,100.0,17.57,0.5686,72.67,0.1144
2009-09-21,48373.0,782292.37,0.59,0.31,0.86,0.0,449147.38,20600.0,27773.0,333145.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,4.87,0.0,0.0,,0.0,100.0,17.44,0.5709,72.87,0.1144
2009-09-22,48373.0,807206.14,0.54,0.31,0.85,0.0,463451.43,20600.0,27773.0,343754.71,,,,,,,,,,,,,,,,,,0.36,,,,100.0,8.49,0.0,0.0,,0.0,100.0,17.34,0.5728,73.04,0.1993
2009-09-23,28373.0,475323.55,0.31,0.18,0.51,0.0,465271.95,600.0,27773.0,10051.6,,,,,,,,0.34,,20000.0,,,,,,,,0.01,,,,100.0,0.25,0.0,0.0,,0.0,100.0,17.79,0.5681,72.61,0.1169
2009-09-24,8373.0,138231.54,0.09,0.05,0.15,0.0,128326.02,600.0,7773.0,9905.52,,,,,,,,,,,,,,,,,20000.0,0.01,0.36,,,100.0,0.25,0.0,0.0,,0.0,100.0,35.25,0.5435,64.75,0.0345
2009-09-25,8373.0,137369.06,0.1,0.05,0.15,0.0,127525.34,600.0,7773.0,9843.72,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.25,0.0,0.0,,0.0,100.0,35.45,0.5423,64.55,0.0345
2009-09-28,8373.0,140348.53,0.1,0.05,0.15,0.0,130291.31,600.0,7773.0,10057.22,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.21,0.0,0.0,,0.0,100.0,35.35,0.5429,64.65,0.0297
2009-09-29,5743.0,93091.41,0.07,0.04,0.1,0.0,83365.69,600.0,5143.0,9725.73,,,,,,,,,,,,,,,,,2630.0,0.01,0.05,,,100.0,0.21,0.0,0.0,,0.0,100.0,2.77,0.9462,97.23,0.0204
2009-09-30,5743.0,93575.42,0.07,0.04,0.1,0.0,83799.13,600.0,5143.0,9776.29,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.21,0.0,0.0,,0.0,100.0,2.77,0.9461,97.23,0.0204
2009-10-01,5600.0,90878.33,0.06,0.04,0.1,0.0,81141.36,600.0,5000.0,9736.96,,,,,,,,,,,,,,,,,143.0,0.01,0.0,,,100.0,0.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0199
2009-10-02,5600.0,88990.49,0.06,0.04,0.1,0.0,79455.8,600.0,5000.0,9534.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0199
2009-10-05,5600.0,89777.09,0.07,0.04,0.1,0.0,80158.12,600.0,5000.0,9618.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0199
2009-10-06,5600.0,92818.6,0.07,0.04,0.1,0.0,82873.75,600.0,5000.0,9944.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0199
2009-10-07,175600.0,2836529.78,2.23,1.16,3.02,1.0,2180703.42,40600.0,135000.0,655826.36,,,28375.0,,,130000.0,,,,,,,,28375.0,2.21,11625.0,,0.72,,,,100.0,14.67,0.0,0.0,,0.0,100.0,3.85,0.926,96.15,0.6347
2009-10-08,215600.0,3508910.29,2.72,1.42,3.76,1.0,2848141.47,40600.0,175000.0,660768.82,,,,,,40000.0,,,,,,,,,0.69,,,0.7,,,,100.0,14.67,0.0,0.0,,0.0,100.0,22.58,0.6083,74.6,0.7792
2009-10-09,215600.0,3504872.42,2.64,1.42,3.77,1.0,2844863.97,40600.0,175000.0,660008.44,,,,,,,,,,,,,,,,,,0.71,,,,100.0,14.67,0.0,0.0,,0.0,100.0,22.7,0.6068,74.46,0.7792
2009-10-12,215600.0,3573516.23,2.65,1.42,3.76,1.0,2900581.36,40600.0,175000.0,672934.87,,,,,,,,,,,,,,,,,,0.7,,,,100.0,14.89,0.0,0.0,,0.0,100.0,22.73,0.6065,74.43,0.7907
2009-10-13,215600.0,3551307.94,2.79,1.42,3.79,1.0,2882555.14,40600.0,175000.0,668752.79,,,,,,,,,,,,,,,,,,0.72,,,,100.0,15.11,0.0,0.0,,0.0,100.0,23.05,0.6026,74.07,0.8025
2009-10-14,150790.0,2560024.26,2.04,0.99,2.65,1.0,1870741.25,40600.0,110190.0,689283.01,,,,,,,,,,,,,,,,,64810.0,0.72,1.13,,,100.0,15.11,0.0,0.0,,0.0,100.0,36.36,0.4835,59.09,0.5613
2009-10-15,150790.0,2533195.55,2.1,0.99,2.7,1.0,1851136.13,40600.0,110190.0,682059.42,,,,,,,,,,,,,,,,,,0.74,,,,100.0,15.34,0.0,0.0,,0.0,100.0,36.96,0.48,58.42,0.5697
2009-10-16,150790.0,2528959.43,2.08,0.99,2.72,1.0,1848040.59,40600.0,110190.0,680918.85,,,,,,,,,,,,,,,,,,0.73,,,,100.0,15.34,0.0,0.0,,0.0,100.0,36.07,0.4852,59.42,0.5697
2009-10-19,118790.0,2046781.3,1.42,0.78,2.14,1.0,1898601.16,8600.0,110190.0,148180.14,,,,,,,,0.57,,32000.0,,,,,,,,0.15,,,,100.0,3.19,0.0,0.0,,0.0,100.0,36.04,0.4854,59.46,0.4405
2009-10-20,27532.0,475414.49,0.35,0.18,0.5,0.0,326912.22,8600.0,18932.0,148502.27,,,,,,,,,,,,,,,,,91258.0,0.16,1.64,,,100.0,3.19,0.0,0.0,,0.0,100.0,30.78,0.3471,42.6,0.1021
2009-10-21,84722.0,1470094.85,1.11,0.56,1.52,0.0,1459683.65,600.0,84122.0,10411.19,1.16,,,,,,65190.0,0.15,,8000.0,1.16,,,,,,,0.01,,,,100.0,0.22,0.0,0.0,,0.0,100.0,9.76,0.6116,77.02,0.3142
2009-10-22,17464.0,302217.37,0.19,0.11,0.32,0.0,291834.27,600.0,16864.0,10383.1,,,,,,,,,,,,,,,,,67258.0,0.01,1.2,,,100.0,0.22,0.0,0.0,,0.0,100.0,35.08,0.3352,35.12,0.0648
2009-10-23,17464.0,303198.6,0.2,0.11,0.32,0.0,292781.79,600.0,16864.0,10416.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.22,0.0,0.0,,0.0,100.0,35.32,0.3357,35.33,0.0648
2009-10-26,11532.0,197511.36,0.15,0.07,0.21,0.0,187235.01,600.0,10932.0,10276.35,,,,,,,,,,,,,,,,,5932.0,0.01,0.11,,,100.0,0.19,0.0,0.0,,0.0,100.0,45.39,0.5042,54.61,0.0361
2009-10-27,56532.0,948120.8,0.69,0.36,1.04,0.0,183344.95,45600.0,10932.0,764775.85,,,30000.0,,,,,,,,,,,30000.0,,15000.0,,0.84,,,,100.0,14.06,0.0,0.0,,0.0,100.0,45.1,0.5048,54.9,0.1744
2009-10-28,62032.0,995635.42,0.74,0.39,1.13,0.0,263739.38,45600.0,16432.0,731896.04,,,,,,5500.0,,,,,,,,,0.1,,,0.82,,,,100.0,14.06,0.0,0.0,,0.0,100.0,32.89,0.3357,36.95,0.1913
2009-10-29,57032.0,946893.36,0.65,0.36,0.98,0.0,189803.71,45600.0,11432.0,757089.66,,,,,,,,,,,,,,,,,5000.0,0.77,0.09,,,100.0,14.08,0.0,0.0,,0.0,100.0,46.31,0.5027,53.69,0.1761
2009-10-30,57032.0,923394.6,0.63,0.36,0.99,0.0,185093.41,45600.0,11432.0,738301.2,,,,,,,,,,,,,,,,,,0.78,,,,100.0,14.08,0.0,0.0,,0.0,100.0,46.5,0.5025,53.5,0.1761
2009-11-02,57032.0,922326.48,0.58,0.36,0.99,0.0,184879.3,45600.0,11432.0,737447.18,,,,,,,,,,,,,,,,,,0.79,,,,100.0,16.65,0.0,0.0,,0.0,100.0,46.06,0.5031,53.94,0.2082
2009-11-03,60032.0,943859.27,0.61,0.38,1.05,0.0,226908.6,45600.0,14432.0,716950.67,,,,0.05,,,,,3000.0,,,,0.05,,,,,0.79,,,,100.0,15.97,0.0,0.0,,0.0,100.0,43.36,0.5088,56.64,0.2103
2009-11-04,57532.0,934722.48,0.59,0.37,0.97,0.0,193859.22,45600.0,11932.0,740863.26,,,,,,3000.0,,,,,,,,,0.05,,5500.0,0.76,0.09,,,100.0,15.97,0.0,0.0,,0.0,100.0,24.11,0.386,52.08,0.2015
2009-11-05,54532.0,911003.43,0.55,0.35,0.92,0.0,149216.66,45600.0,8932.0,761786.77,,,,,,,,,,,,,,,,,3000.0,0.76,0.05,,,100.0,15.97,0.0,0.0,,0.0,100.0,31.56,0.568,68.44,0.191
2009-11-06,65843.0,1087015.3,0.64,0.42,1.18,0.0,147460.18,56911.0,8932.0,939555.12,,,10335.0,,,,,,,,,,,10335.0,,976.0,,1.02,,,,100.0,19.87,0.0,0.0,,0.0,100.0,32.18,0.5635,67.82,0.2299
2009-11-09,70843.0,1223959.51,0.69,0.45,1.25,0.0,240704.15,56911.0,13932.0,983255.36,,,,,,5000.0,,,,,,,,,0.09,,,1.0,,,,100.0,19.87,0.0,0.0,,0.0,100.0,34.69,0.3606,44.27,0.2473
2009-11-10,64911.0,1124511.15,0.64,0.41,1.14,0.0,138591.14,56911.0,8000.0,985920.01,,,,,,,,0.78,,45000.0,,,,,,,,1.0,,,0.11,100.0,20.88,0.0,0.0,,0.0,100.0,37.31,0.5322,62.69,0.2382
2009-11-11,22911.0,402485.85,0.22,0.15,0.42,0.0,193240.99,11911.0,11000.0,209244.86,,,,,,3000.0,,0.78,,45000.0,,,,,0.06,,,0.22,,,,100.0,4.37,0.0,0.0,,0.0,100.0,27.35,0.356,45.64,0.0841
2009-11-12,97167.0,1700598.66,0.92,0.62,1.76,0.0,1229607.37,26911.0,70256.0,470991.29,,,15000.0,0.04,,57000.0,,,2256.0,,,,0.04,15000.0,1.0,,,0.51,,,,100.0,9.88,0.0,0.0,,0.0,100.0,7.81,0.6566,80.18,0.3566
2009-11-13,112167.0,1967327.3,1.03,0.71,2.1,1.0,1495328.0,26911.0,85256.0,471999.29,,,,0.28,,,,,15000.0,,,,0.28,,,,,0.5,,,,100.0,9.88,0.0,0.0,,0.0,100.0,23.44,0.5076,66.91,0.4116
2009-11-16,112167.0,2008291.4,1.03,0.71,2.11,1.0,1526464.04,26911.0,85256.0,481827.36,,,,,,,,,,,,,,,,,,0.5,,,,100.0,10.01,0.0,0.0,,0.0,100.0,23.33,0.5094,67.09,0.4171
2009-11-17,107167.0,1906726.53,0.99,0.68,2.02,1.0,1427923.19,26911.0,80256.0,478803.34,,,,,,,,,,,,,,,,,5000.0,0.51,0.09,,,100.0,10.01,0.0,0.0,,0.0,100.0,19.0,0.5396,70.54,0.3985
2009-11-18,101911.0,1796033.44,0.94,0.65,1.94,0.0,1321766.13,26911.0,75000.0,474267.31,,,,,,,,,,,,,,,,,5256.0,0.51,0.1,,,100.0,10.01,0.0,0.0,,0.0,100.0,19.92,0.62,76.07,0.3789
2009-11-19,101911.0,1755951.93,0.93,0.64,1.93,0.0,1292268.69,26911.0,75000.0,463683.24,,,,,,,,,,,,,,,,,,0.51,,,,100.0,10.01,0.0,0.0,,0.0,100.0,19.84,0.6213,76.18,0.3789
2009-11-20,102411.0,1757854.03,0.93,0.64,1.91,0.0,1295934.8,26911.0,75500.0,461919.22,,,,,,500.0,,,,,,,,,0.01,,,0.5,,,,100.0,10.01,0.0,0.0,,0.0,100.0,19.57,0.6154,75.86,0.3808
2009-11-23,108411.0,1904495.37,0.97,0.68,1.99,1.0,1431740.07,32911.0,81500.0,578159.48,,,,0.11,,,,,6000.0,,,,0.11,,,6000.0,,0.61,,,,100.0,13.49,0.0,0.0,,0.0,100.0,26.05,0.5547,69.67,0.4444
2009-11-24,111800.0,1946233.44,1.03,0.7,2.08,1.0,1477762.17,32911.0,84889.0,572920.29,,,,0.06,,,,,3389.0,,,,0.06,,,,,0.62,,,,100.0,13.48,0.0,0.0,,0.0,100.0,25.39,0.5088,66.4,0.458
2009-11-25,136800.0,2373751.5,1.22,0.86,2.53,1.0,1472992.63,57911.0,84889.0,1004870.78,,,25000.0,,,,,,,,,,,25000.0,,,,1.08,,,,100.0,23.73,0.0,0.0,,0.0,100.0,25.22,0.51,66.55,0.5605
2009-11-26,355911.0,5995788.57,3.19,2.23,6.59,1.0,5121279.55,51911.0,304000.0,874509.02,,,,4.13,,,,0.11,223000.0,6000.0,,,4.13,,,,3889.0,0.96,0.07,,,100.0,21.65,0.0,0.0,,0.0,100.0,48.16,0.4906,50.85,1.4845
2009-11-27,355911.0,5995788.57,3.18,2.23,6.47,1.0,5121279.55,51911.0,304000.0,874509.02,,,,,,,,,,,,,,,,,,0.93,,,,100.0,21.65,0.0,0.0,,0.0,100.0,47.58,0.4911,51.44,1.4845
2009-11-30,325911.0,5469035.72,2.98,2.02,5.84,1.0,4597929.46,51911.0,274000.0,871106.26,,,,,,,,,,,,,,,,,30000.0,0.93,0.63,,,100.0,21.65,0.0,0.0,,0.0,100.0,45.27,0.493,53.67,1.3594
2009-12-01,338242.0,5831161.34,3.06,2.09,6.04,1.0,4936235.77,51911.0,286331.0,894925.58,0.2,,,,,1020.0,11311.0,,,,0.2,,,,0.02,,,0.93,,,,100.0,21.65,0.0,0.0,,0.0,100.0,43.43,0.4532,51.28,1.4108
2009-12-02,339088.0,5874323.85,3.05,2.1,6.16,1.0,4975023.3,51911.0,287177.0,899300.55,,,,0.02,,,,,846.0,,,,0.02,,,,,0.96,,,,100.0,21.65,0.0,0.0,,0.0,100.0,42.82,0.4519,51.66,1.4144
2009-12-03,336088.0,5875854.87,3.56,2.08,6.18,1.0,4968290.47,51911.0,284177.0,907564.39,,,,,,,,,,,,,,,,,3000.0,0.96,0.05,,,100.0,21.65,0.0,0.0,,0.0,100.0,43.82,0.4612,51.74,1.4019
2009-12-04,345806.0,6155854.94,3.58,2.14,6.41,1.0,5231762.86,51911.0,293895.0,924092.08,,,,0.2,,,,,9718.0,,,,0.2,,,,,0.97,,,,100.0,21.65,0.0,0.0,,0.0,100.0,42.33,0.4457,51.43,1.4424
2009-12-07,345806.0,6159093.16,3.53,2.14,6.5,1.0,5234514.97,51911.0,293895.0,924578.19,,,,,,,,,,,,,,,,,,0.99,,,,100.0,21.65,0.0,0.0,,0.0,100.0,42.08,0.4468,51.75,1.4424
2009-12-08,345806.0,5961561.78,3.75,2.14,6.5,1.0,5066636.2,51911.0,293895.0,894925.58,,,,,,,,,,,,,,,,,,0.99,,,,100.0,21.65,0.0,0.0,,0.0,100.0,42.07,0.4469,51.76,1.4424
2009-12-09,245806.0,4143226.93,2.7,1.52,4.56,1.0,3268231.8,51911.0,193895.0,874995.13,,,,,,,,,,,,,,,,,100000.0,0.96,1.91,,,100.0,21.65,0.0,0.0,,0.0,100.0,39.46,0.4216,51.12,1.0253
2009-12-10,238222.0,3997547.27,2.74,1.46,4.35,1.0,3126441.01,51911.0,186311.0,871106.26,,,4000.0,,,,,0.08,,4000.0,,,,4000.0,,,7584.0,0.93,0.14,,,100.0,21.82,0.0,0.0,,0.0,100.0,41.56,0.4531,52.63,1.0012
2009-12-11,238222.0,3997547.27,2.69,1.45,4.34,1.0,3126441.01,51911.0,186311.0,871106.26,,,,,,,,,,,,,,,,,,0.93,,,,100.0,58.03,0.0,0.0,,0.0,100.0,41.64,0.4525,52.51,2.6631
2009-12-14,212222.0,3600993.46,2.61,1.29,3.8,1.0,2720165.03,51911.0,160311.0,880828.43,,,,,,9000.0,,,,,,,,,0.16,,35000.0,0.93,0.7,,,100.0,58.03,0.0,0.0,,0.0,100.0,31.2,0.4208,56.16,2.3724
2009-12-15,212222.0,3535412.45,2.93,1.29,3.83,1.0,2670625.6,51911.0,160311.0,864786.85,,,,,,,,,,,,,,,,,,0.94,,,,100.0,58.03,0.0,0.0,,0.0,100.0,31.02,0.423,56.46,2.3724
2009-12-16,200911.0,3380847.09,2.66,1.22,3.58,1.0,2507310.28,51911.0,149000.0,873536.81,,,,,,,,,,,,,,,,,,0.92,,,0.2,100.0,58.03,0.0,0.0,,0.0,100.0,33.7,0.4799,60.22,2.246
