,CL2 FP Equity_DX_SI_QTY,CL2 FP Equity_DX_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CL2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CL2 FP Equity_DX_SI_MV,CL2 FP Equity_DX_DSS,CL2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SUPPLY_SI_QTY,CL2 FP Equity_DX_BROKER_SI_QTY,CL2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CL2 FP Equity_DX_BROKER_SI_MV_NEW_x,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CL2 FP Equity_DX_BROKER_SI_MV_INC_x,CL2 FP Equity_DX_BROKER_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_NEW,CL2 FP Equity_DX_SUPPLY_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_QTY_INC,CL2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CL2 FP Equity_DX_BROKER_SI_MV_NEW_y,CL2 FP Equity_DX_BROKER_SI_MV_INC_y,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CL2 FP Equity_DX_BROKER_SI_MV_ADD,CL2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_DEC,CL2 FP Equity_DX_SUPPLY_SI_MV,CL2 FP Equity_DX_BROKER_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_MV_RMV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CL2 FP Equity_DX_UTILIZATION_QUANTITY,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CL2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CL2 FP Equity_DX_BROKER_SI_CON_RATIO,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CL2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CL2 FP Equity_PX_LAST
2014-03-04,1200.0,633324.0,6.33,2.95,0.61,,633324.0,0.0,1200.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.53,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,527.77
2014-03-05,1200.0,635928.0,6.06,2.95,0.63,,635928.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,529.94
2014-03-06,1200.0,629892.0,6.07,2.95,0.64,,629892.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,524.91
2014-03-07,1200.0,623592.0,6.04,2.95,0.63,,623592.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,519.66
2014-03-10,1200.0,621936.0,5.98,2.52,0.62,,621936.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,518.28
2014-03-11,1200.0,621816.0,6.2,2.52,0.62,,621816.0,0.0,1200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,518.18
2014-03-12,700.0,357301.0,3.72,1.47,0.36,,357301.0,0.0,700.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.26,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,510.43
2014-03-13,700.0,354158.0,3.74,1.47,0.36,,354158.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,505.94
2014-03-14,700.0,350364.0,3.74,1.47,0.35,,350364.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,500.52
2014-03-17,700.0,355222.0,3.57,1.47,0.35,,355222.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,507.46
2014-03-18,700.0,359611.0,6.1,1.47,0.36,,359611.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,513.73
2014-03-19,700.0,360339.0,6.84,1.47,0.36,,360339.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,514.77
2014-03-20,700.0,366254.0,7.17,1.47,0.36,,366254.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,523.22
2014-03-21,700.0,369446.0,7.25,1.47,0.37,,369446.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,527.78
2014-03-24,700.0,358372.0,6.55,1.47,0.37,,358372.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,511.96
2014-03-25,700.0,362201.0,5.88,1.47,0.36,,362201.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,517.43
2014-03-26,700.0,364945.0,5.86,1.47,0.36,,364945.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,521.35
2014-03-27,700.0,359688.0,5.61,1.47,0.36,,359688.0,0.0,700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,513.84
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.94
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.33
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.36
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.22
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.86
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.08
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.98
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.52
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.15
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.57
2014-04-11,200.0,98464.0,1.16,0.42,0.1,,98464.0,0.0,200.0,0.0,,,,200.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,492.32
2014-04-14,200.0,99798.0,1.09,0.42,0.1,,99798.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,498.99
2014-04-15,200.0,99668.0,1.04,0.42,0.1,,99668.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,498.34
2014-04-16,200.0,102108.0,1.1,0.42,0.1,,102108.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,510.54
2014-04-17,200.0,102924.0,1.08,0.42,0.1,,102924.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,514.62
2014-04-18,200.0,102924.0,1.09,0.42,0.1,,102924.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-04-21,200.0,102924.0,1.09,0.42,0.1,,102924.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-04-22,200.0,105538.0,1.09,0.42,0.1,,105538.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,527.69
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.86
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.81
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.73
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.31
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.08
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.36
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.19
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.46
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.76
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.75
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.82
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.15
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.19
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.2
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.74
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.03
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.52
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.15
2014-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,534980.0,0.54,0.0,,0.0,,0.0,534.98
2014-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,538850.0,0.54,0.0,,0.0,,0.0,538.85
2014-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,546860.0,0.54,0.0,,0.0,,0.0,546.86
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.97
2014-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,553590.0,0.55,0.0,,0.0,,0.0,553.59
2014-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,558050.0,0.55,0.0,,0.0,,0.0,558.05
2014-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,561270.0,0.56,0.0,,0.0,,0.0,561.27
2014-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,561800.0,0.56,0.0,,0.0,,0.0,561.8
2014-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,562990.0,0.56,0.0,,0.0,,0.0,562.99
2014-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,568050.0,0.56,0.0,,0.0,,0.0,568.05
2014-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,564790.0,0.56,0.0,,0.0,,0.0,564.79
2014-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,569040.0,0.57,0.0,,0.0,,0.0,569.04
2014-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,573720.0,0.57,0.0,,0.0,,0.0,573.72
2014-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,579470.0,0.58,0.0,,0.0,,0.0,579.47
2014-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,587370.0,0.58,0.0,,0.0,,0.0,587.37
2014-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,588010.0,0.59,0.0,,0.0,,0.0,588.01
2014-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,586600.0,0.59,0.0,,0.0,,0.0,586.6
2014-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,581470.0,0.59,0.0,,0.0,,0.0,581.47
2014-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,581050.0,0.58,0.0,,0.0,,0.0,581.05
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.48
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.53
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.07
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.82
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.65
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.71
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.94
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.62
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.61
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.03
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.68
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.94
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.57
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.28
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.42
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.29
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.7
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.65
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.94
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.16
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.06
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.09
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.26
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.6
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.83
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.98
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.56
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.99
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.08
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.39
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.26
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.35
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.35
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.19
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.0
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.79
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.19
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.73
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.51
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.82
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.34
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.84
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.36
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.7
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.58
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.76
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.45
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.75
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.71
2014-08-26,300.0,197307.0,2.24,0.62,0.2,,197307.0,0.0,300.0,0.0,,,,300.0,,,,,,,,0.2,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,657.69
2014-08-27,300.0,196692.0,2.25,0.62,0.2,,196692.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,655.64
2014-08-28,1500.0,981825.0,11.26,3.09,0.98,,981825.0,0.0,1500.0,0.0,,,0.79,,,,1200.0,,,0.79,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,654.55
2014-08-29,1500.0,992415.0,11.3,3.09,0.98,,992415.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,661.61
2014-09-01,1700.0,1128018.0,12.67,3.51,1.12,,1128018.0,0.0,1700.0,0.0,,,0.14,,,,200.0,,,0.14,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,663.54
2014-09-02,1700.0,1129429.0,12.22,3.51,1.13,,1129429.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,664.37
2014-09-03,1700.0,1127525.0,11.99,3.51,1.13,,1127525.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,663.25
2014-09-04,1700.0,1164772.0,11.97,3.51,1.13,,1164772.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,685.16
2014-09-05,1700.0,1149863.0,10.43,3.51,1.16,,1149863.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,676.39
2014-09-08,3700.0,2485660.0,17.37,7.63,2.5,,2485660.0,0.0,3700.0,0.0,,,1.33,,,,2000.0,,,1.33,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,671.8
2014-09-09,3700.0,2524436.0,11.96,7.63,2.49,,2524436.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,682.28
2014-09-10,3700.0,2507120.0,11.97,7.63,2.53,,2507120.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,677.6
2014-09-11,2500.0,1697375.0,8.59,5.16,1.69,,1697375.0,0.0,2500.0,0.0,,,,,,,,,,,,,,1200.0,0.0,0.83,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,678.95
2014-09-12,2500.0,1688600.0,8.83,5.16,1.7,,1688600.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,675.44
2014-09-15,500.0,334090.0,1.88,1.03,0.34,,334090.0,0.0,500.0,0.0,,,,,,,,,,,,,,2000.0,0.0,1.36,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,668.18
2014-09-16,500.0,337670.0,1.85,1.03,0.33,,337670.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,675.34
2014-09-17,200.0,135858.0,0.74,0.41,0.13,,135858.0,0.0,200.0,0.0,,,,,,,,,,,,,,300.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,679.29
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.05
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.77
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.89
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.39
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.04
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.32
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.34
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.32
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.73
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.73
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.43
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.47
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.39
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.3
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.3
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.03
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.35
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.62
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.28
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.53
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.69
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.86
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.44
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.49
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.87
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.96
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.9
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.69
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.46
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.51
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.48
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.39
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.96
2014-11-04,1800.0,1301346.0,6.04,3.71,1.33,,1301346.0,0.0,1800.0,0.0,,,,1800.0,,,,,,,,1.33,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,722.97
2014-11-05,1800.0,1335708.0,6.1,3.71,1.3,,1335708.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,742.06
2014-11-06,1800.0,1359360.0,6.17,3.71,1.33,,1359360.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,755.2
2014-11-07,1800.0,1369368.0,5.99,3.71,1.36,,1369368.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,760.76
2014-11-10,1800.0,1371762.0,6.01,3.71,1.37,,1371762.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,762.09
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.81
2014-11-12,500.0,378675.0,1.57,1.03,0.38,,378675.0,0.0,500.0,0.0,,,,500.0,,,,,,,,0.38,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,757.35
2014-11-13,500.0,378765.0,1.56,1.03,0.38,,378765.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,757.53
