,ALSPW FP Equity_DX_SI_QTY,ALSPW FP Equity_DX_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSPW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSPW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSPW FP Equity_DX_SI_MV,ALSPW FP Equity_DX_DSS,ALSPW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSPW FP Equity_DX_SUPPLY_SI_QTY,ALSPW FP Equity_DX_BROKER_SI_QTY,ALSPW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSPW FP Equity_DX_BROKER_SI_MV_INC_x,ALSPW FP Equity_DX_BROKER_SI_QTY_ADD,ALSPW FP Equity_DX_SUPPLY_SI_MV_DEC,ALSPW FP Equity_DX_BROKER_SI_QTY_INC,ALSPW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSPW FP Equity_DX_BROKER_SI_MV_INC_y,ALSPW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSPW FP Equity_DX_BROKER_SI_MV_ADD,ALSPW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSPW FP Equity_DX_BROKER_SI_QTY_DEC,ALSPW FP Equity_DX_SUPPLY_SI_MV,ALSPW FP Equity_DX_BROKER_SI_MV_DEC,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_UTILIZATION_QUANTITY,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSPW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSPW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSPW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSPW FP Equity_DX_BROKER_SI_CON_RATIO,ALSPW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSPW FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSPW FP Equity_PX_LAST
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.13
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
