,C6E FP Equity_DX_SI_QTY,C6E FP Equity_DX_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C6E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C6E FP Equity_DX_SI_MV,C6E FP Equity_DX_DSS,C6E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY,C6E FP Equity_DX_BROKER_SI_QTY,C6E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C6E FP Equity_DX_BROKER_SI_MV_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C6E FP Equity_DX_BROKER_SI_MV_INC_x,C6E FP Equity_DX_SUPPLY_SI_MV_NEW,C6E FP Equity_DX_BROKER_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_NEW,C6E FP Equity_DX_SUPPLY_SI_MV_DEC,C6E FP Equity_DX_BROKER_SI_QTY_INC,C6E FP Equity_DX_SUPPLY_SI_QTY_DEC,C6E FP Equity_DX_BROKER_SI_MV_NEW_y,C6E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C6E FP Equity_DX_BROKER_SI_MV_INC_y,C6E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C6E FP Equity_DX_BROKER_SI_MV_ADD,C6E FP Equity_DX_SUPPLY_SI_QTY_ADD,C6E FP Equity_DX_BROKER_SI_QTY_DEC,C6E FP Equity_DX_SUPPLY_SI_MV,C6E FP Equity_DX_BROKER_SI_MV_DEC,C6E FP Equity_DX_SUPPLY_SI_MV_RMV,C6E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C6E FP Equity_DX_UTILIZATION_QUANTITY,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C6E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C6E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C6E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C6E FP Equity_DX_ACTIVE_UTILIZATION_MV,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C6E FP Equity_DX_BROKER_SI_CON_RATIO,C6E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C6E FP Equity_DX_DEMAND_SUPPLY_RATIO,C6E FP Equity_PX_LAST
2015-10-29,4000.0,290760.0,0.32,0.17,0.29,,290760.0,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.29,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,72.69
2015-10-30,4000.0,290800.0,0.3,0.17,0.29,,290800.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,72.7
2015-11-02,4000.0,291560.0,0.3,0.17,0.29,,291560.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,72.89
2015-11-03,4000.0,292760.0,0.31,0.17,0.29,,292760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,73.19
2015-11-04,4000.0,294080.0,0.31,0.17,0.29,,294080.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,73.52
2015-11-05,4000.0,292880.0,0.31,0.17,0.29,,292880.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,73.22
2015-11-06,4000.0,293880.0,0.31,0.17,0.29,,293880.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,73.47
2015-11-09,4000.0,290600.0,0.32,0.17,0.29,,290600.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,72.65
2015-11-10,4000.0,291160.0,0.32,0.17,0.29,,291160.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,72.79
2015-11-11,4000.0,293080.0,0.31,0.17,0.29,,293080.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0102,73.27
2015-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.29,,0.0,0.0,390511.0,28148032.88,,28.24,0.0,,0.0,,0.0,72.08
2015-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27944967.16,,28.02,0.0,,0.0,,0.0,71.56
2015-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28019164.25,,28.0,0.0,,0.0,,0.0,71.75
2015-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28725989.16,,28.73,0.0,,0.0,,0.0,73.56
2015-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28671317.62,,28.79,0.0,,0.0,,0.0,73.42
2015-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28807996.47,,28.83,0.0,,0.0,,0.0,73.77
2015-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28854857.79,,28.84,0.0,,0.0,,0.0,73.89
2015-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28768945.37,,28.82,0.0,,0.0,,0.0,73.67
2015-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28425295.69,,28.42,0.0,,0.0,,0.0,72.79
2015-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28800186.25,,28.81,0.0,,0.0,,0.0,73.75
2015-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,29077449.06,,29.08,0.0,,0.0,,0.0,74.46
2015-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28991536.64,,28.97,0.0,,0.0,,0.0,74.24
2015-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,29132120.6,,29.15,0.0,,0.0,,0.0,74.6
2015-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,29042303.07,,29.1,0.0,,0.0,,0.0,74.37
2015-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,29038397.96,,29.12,0.0,,0.0,,0.0,74.36
2015-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28120697.11,,28.23,0.0,,0.0,,0.0,72.01
2015-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28026974.47,,28.06,0.0,,0.0,,0.0,71.77
2015-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,28202704.42,,28.17,0.0,,0.0,,0.0,72.22
2015-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27652083.91,,27.66,0.0,,0.0,,0.0,70.81
2015-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27507594.84,,27.57,0.0,,0.0,,0.0,70.44
2015-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27468543.74,,27.46,0.0,,0.0,,0.0,70.34
2015-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26910113.01,,26.89,0.0,,0.0,,0.0,68.91
2015-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26421974.26,,26.37,0.0,,0.0,,0.0,67.66
2015-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27199091.15,,27.22,0.0,,0.0,,0.0,69.65
2015-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27285003.57,,27.26,0.0,,0.0,,0.0,69.87
2015-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27628653.25,,27.65,0.0,,0.0,,0.0,70.75
2015-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27331864.89,,27.39,0.0,,0.0,,0.0,69.99
2015-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26984310.1,,26.99,0.0,,0.0,,0.0,69.1
2015-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26999930.54,,26.97,0.0,,0.0,,0.0,69.14
2015-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27726281.0,,27.81,0.0,,0.0,,0.0,71.0
2015-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27726281.0,,27.78,0.0,,0.0,,0.0,
2015-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27726281.0,,27.71,0.0,,0.0,,0.0,
2015-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27495879.51,,27.48,0.0,,0.0,,0.0,70.41
2015-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27972302.93,,27.94,0.0,,0.0,,0.0,71.63
2015-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27827813.86,,27.83,0.0,,0.0,,0.0,71.26
2015-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27827813.86,,27.76,0.0,,0.0,,0.0,
2016-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27827813.86,,27.79,0.0,,0.0,,0.0,
2016-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26976499.88,,27.02,0.0,,0.0,,0.0,69.08
2016-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,27163945.16,,27.17,0.0,,0.0,,0.0,69.56
2016-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26800769.93,,26.87,0.0,,0.0,,0.0,68.63
2016-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26183762.55,,26.36,0.0,,0.0,,0.0,67.05
2016-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,25816682.21,,25.88,0.0,,0.0,,0.0,66.11
2016-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,25722959.57,,25.67,0.0,,0.0,,0.0,65.87
2016-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,25972886.61,,26.01,0.0,,0.0,,0.0,66.51
2016-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,26074419.47,,26.15,0.0,,0.0,,0.0,66.77
2016-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,25648762.48,,25.67,0.0,,0.0,,0.0,65.68
2016-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,24953652.9,,24.89,0.0,,0.0,,0.0,63.9
2016-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,390511.0,24859930.26,,24.87,0.0,,0.0,,0.0,63.66
2016-01-19,21300.0,1374489.0,0.58,0.7,1.35,,1374489.0,0.0,21300.0,0.0,,,,,,21300.0,,,,,,,,,1.35,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0545,64.53
2016-01-20,21300.0,1330611.0,0.58,0.7,1.37,,1330611.0,0.0,21300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0581,62.47
2016-01-21,21300.0,1357449.0,0.54,0.73,1.33,,1357449.0,0.0,21300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0581,63.73
2016-01-22,21300.0,1396215.0,0.53,0.79,1.35,,1396215.0,0.0,21300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0581,65.55
2016-01-25,40900.0,2665453.0,1.0,1.53,2.69,,2665453.0,0.0,40900.0,0.0,,,,1.33,,,,,19600.0,,,,1.33,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1116,65.17
2016-01-26,43000.0,2828970.0,1.05,1.76,2.81,,2828970.0,0.0,43000.0,0.0,,,,0.13,,,,,2100.0,,,,0.13,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1173,65.79
2016-01-27,43000.0,2838860.0,1.03,1.76,2.83,,2838860.0,0.0,43000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1173,66.02
2016-01-28,21700.0,1408113.0,0.52,0.89,1.43,,1408113.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,21300.0,0.0,1.38,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0592,64.89
2016-01-29,2100.0,139314.0,0.05,0.09,0.14,,139314.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,19600.0,0.0,1.31,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0057,66.34
2016-02-01,2100.0,139104.0,0.05,0.09,0.14,,139104.0,0.0,2100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0057,66.24
2016-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2100.0,0.0,0.14,,0.0,0.0,366521.0,23794543.32,,23.82,0.0,,0.0,,0.0,64.92
2016-02-03,10000.0,638400.0,0.39,0.41,0.65,,638400.0,0.0,10000.0,0.0,,,,,,10000.0,,,,,,,,,0.65,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0273,63.84
2016-02-04,10000.0,636900.0,0.39,0.41,0.64,,636900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0273,63.69
2016-02-05,10000.0,631800.0,0.39,0.41,0.64,,631800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0273,63.18
2016-02-08,10000.0,608900.0,0.41,0.41,0.63,,608900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0273,60.89
2016-02-09,10000.0,599500.0,0.39,0.41,0.61,,599500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0273,59.95
2016-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.61,,0.0,0.0,366521.0,22357781.0,,22.48,0.0,,0.0,,0.0,61.0
2016-02-11,26000.0,1526980.0,0.97,1.06,1.59,,1526980.0,0.0,26000.0,0.0,,,,,,26000.0,,,,,,,,,1.59,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0709,58.73
2016-02-12,26000.0,1577420.0,0.91,1.06,1.53,,1577420.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0709,60.67
2016-02-15,26000.0,1621880.0,0.77,1.06,1.58,,1621880.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0709,62.38
2016-02-16,26000.0,1616940.0,0.81,1.06,1.62,,1616940.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0709,62.19
2016-02-17,26000.0,1658280.0,0.86,1.06,1.61,,1658280.0,0.0,26000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0709,63.78
2016-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,26000.0,0.0,1.62,,0.0,0.0,366521.0,23387705.01,,23.37,0.0,,0.0,,0.0,63.81
2016-02-19,4000.0,253920.0,0.15,0.17,0.26,,253920.0,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.26,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0109,63.48
2016-02-22,4000.0,257760.0,0.16,0.17,0.25,1.0,257760.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0109,64.44
2016-02-23,16000.0,1017600.0,0.65,0.7,1.03,3.0,1017600.0,0.0,16000.0,0.0,,,,0.78,,,,,12000.0,,,,0.78,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0437,63.6
2016-02-24,16000.0,993760.0,0.65,0.7,1.02,3.0,993760.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0437,62.11
2016-02-25,16000.0,1014880.0,0.66,0.7,0.99,3.0,1014880.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0437,63.43
2016-02-26,12000.0,772920.0,0.52,0.52,0.76,,772920.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.24,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0327,64.41
2016-02-29,12000.0,779040.0,0.55,0.52,0.77,,779040.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0327,64.92
2016-03-01,12000.0,790080.0,0.57,0.52,0.78,,790080.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0327,65.84
2016-03-02,12000.0,795360.0,0.58,0.52,0.79,,795360.0,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0327,66.28
2016-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,12000.0,0.0,0.78,,0.0,0.0,366521.0,24197716.42,,24.23,0.0,,0.0,,0.0,66.02
2016-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24384642.13,,24.4,0.0,,0.0,,0.0,66.53
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24322333.56,,24.31,0.0,,0.0,,0.0,66.36
2016-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24084094.91,,24.07,0.0,,0.0,,0.0,65.71
2016-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24168394.74,,24.11,0.0,,0.0,,0.0,65.94
2016-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23710243.49,,23.67,0.0,,0.0,,0.0,64.69
2016-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24417629.02,,24.43,0.0,,0.0,,0.0,66.62
2016-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24575233.05,,24.62,0.0,,0.0,,0.0,67.05
2016-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24311337.93,,24.31,0.0,,0.0,,0.0,66.33
2016-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24307672.72,,24.62,0.0,,0.0,,0.0,66.32
2016-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24315003.14,,24.31,0.0,,0.0,,0.0,66.34
2016-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24388307.34,,24.39,0.0,,0.0,,0.0,66.54
2016-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24344324.82,,24.33,0.0,,0.0,,0.0,66.42
2016-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24322333.56,,24.32,0.0,,0.0,,0.0,66.36
2016-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24293011.88,,24.29,0.0,,0.0,,0.0,66.28
2016-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23919160.46,,23.9,0.0,,0.0,,0.0,65.26
2016-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23919160.46,,23.96,0.0,,0.0,,0.0,
2016-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23919160.46,,23.93,0.0,,0.0,,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24069434.07,,24.14,0.0,,0.0,,0.0,65.67
2016-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24358985.66,,24.4,0.0,,0.0,,0.0,66.46
2016-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,24124412.22,,24.13,0.0,,0.0,,0.0,65.82
2016-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23798208.53,,23.79,0.0,,0.0,,0.0,64.93
2016-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,366521.0,23919160.46,,23.91,0.0,,0.0,,0.0,65.26
2016-04-05,3500.0,223965.0,0.28,0.19,0.23,,223965.0,0.0,3500.0,0.0,,,,,,3500.0,,,,,,,,,0.23,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0095,63.99
