,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-06-14,3253.0,298865.95,0.35,0.07,0.35,,298865.95,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-15,3253.0,299416.61,0.34,0.07,0.35,,299416.61,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-18,3253.0,298205.17,0.34,0.07,0.35,,298205.17,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-19,3253.0,296993.74,0.35,0.07,0.35,,296993.74,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-20,3253.0,296112.7,0.35,0.07,0.35,,296112.7,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-21,3253.0,297406.73,0.39,0.07,0.35,,297406.73,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-22,3253.0,293552.17,0.39,0.07,0.35,,293552.17,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-25,3253.0,292698.66,0.4,0.07,0.35,,292698.66,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-26,3253.0,292616.06,0.39,0.07,0.35,,292616.06,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-27,3253.0,291046.71,0.4,0.07,0.35,,291046.71,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-28,3253.0,293359.44,0.37,0.07,0.34,,293359.44,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-06-29,3253.0,294460.74,0.37,0.07,0.35,,294460.74,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-02,3253.0,296195.3,0.38,0.07,0.35,,296195.3,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-03,3253.0,295782.31,0.42,0.07,0.35,,295782.31,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-04,3253.0,294928.8,0.42,0.07,0.35,,294928.8,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-05,3253.0,294185.42,0.45,0.07,0.35,,294185.42,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-06,3253.0,294075.29,0.5,0.07,0.35,,294075.29,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-09,3253.0,294020.22,0.51,0.07,0.35,,294020.22,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-10,3253.0,291652.42,0.51,0.07,0.35,,291652.42,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-11,3253.0,289477.35,0.47,0.07,0.35,,289477.35,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-12,3253.0,290578.65,0.45,0.07,0.35,,290578.65,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-13,3253.0,291817.62,0.44,0.07,0.34,,291817.62,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-07-16,3253.0,295975.04,0.44,0.07,0.34,,295975.04,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-17,3253.0,291046.71,0.44,0.07,0.35,,291046.71,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-18,3253.0,288458.65,0.41,0.07,0.34,,288458.65,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-19,3253.0,290578.65,0.41,0.07,0.34,,290578.65,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-20,3253.0,288899.17,0.35,0.07,0.34,,288899.17,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-23,3253.0,290551.12,0.36,0.07,0.34,,290551.12,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-24,3253.0,290248.26,0.38,0.07,0.34,,290248.26,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-25,3253.0,291514.76,0.36,0.07,0.34,,291514.76,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-26,3253.0,289064.36,0.38,0.07,0.34,,289064.36,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-27,3253.0,288128.26,0.39,0.07,0.34,,288128.26,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-30,3253.0,289449.82,0.39,0.07,0.34,,289449.82,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-07-31,3253.0,289697.61,0.41,0.07,0.34,,289697.61,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-01,3253.0,285017.08,0.4,0.07,0.34,,285017.08,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-02,3253.0,283888.24,0.39,0.07,0.34,,283888.24,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-03,3253.0,280501.74,0.39,0.07,0.34,,280501.74,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-06,3253.0,282346.42,0.39,0.07,0.33,,282346.42,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-07,3253.0,282236.29,0.41,0.07,0.33,,282236.29,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-08,3253.0,282566.68,0.4,0.07,0.33,,282566.68,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8133
2007-08-09,3253.0,282016.03,0.42,0.07,0.33,,282016.03,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6265
2007-08-10,3253.0,276261.72,0.42,0.07,0.33,,276261.72,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6265
2007-08-13,3253.0,280033.68,0.4,0.07,0.33,,280033.68,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-08-14,3253.0,279620.69,0.43,0.07,0.32,,279620.69,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-08-15,3253.0,278877.31,0.43,0.07,0.33,,278877.31,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2007-08-16,3253.0,275573.41,0.44,0.07,0.33,,275573.41,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5422
2007-08-17,3253.0,274196.78,0.41,0.07,0.33,,274196.78,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-20,3253.0,272462.23,0.36,0.07,0.33,,272462.23,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-21,3253.0,274885.09,0.36,0.07,0.33,,274885.09,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-22,3253.0,277528.22,0.37,0.07,0.33,,277528.22,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-23,3253.0,279813.42,0.38,0.07,0.33,,279813.42,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-24,3253.0,277032.63,0.39,0.07,0.33,,277032.63,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-27,3253.0,276702.24,0.39,0.07,0.33,,276702.24,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-28,3253.0,274417.04,0.4,0.07,0.33,,274417.04,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-29,3253.0,273783.79,0.43,0.07,0.32,,273783.79,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-30,3253.0,275738.6,0.41,0.07,0.32,,275738.6,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-08-31,3253.0,280309.01,0.51,0.07,0.32,,280309.01,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-03,3253.0,279620.69,0.51,0.07,0.33,,279620.69,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-04,3253.0,280364.07,0.51,0.07,0.33,,280364.07,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-05,3253.0,273095.48,0.48,0.07,0.33,,273095.48,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-06,3253.0,272737.55,0.43,0.07,0.32,,272737.55,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-07,3253.0,269846.63,0.42,0.07,0.32,,269846.63,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-10,3253.0,266267.4,0.42,0.07,0.32,,266267.4,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-11,3253.0,268277.28,0.4,0.07,0.31,,268277.28,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-12,3253.0,266487.66,0.42,0.07,0.32,,266487.66,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-13,3253.0,264698.05,0.38,0.07,0.31,,264698.05,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-14,3253.0,265881.95,0.36,0.07,0.31,,265881.95,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-17,3253.0,265083.5,0.35,0.07,0.31,,265083.5,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-18,3253.0,263844.54,0.34,0.07,0.31,,263844.54,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-19,3253.0,270177.03,0.33,0.07,0.31,,270177.03,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-20,3253.0,266652.86,0.33,0.07,0.31,,266652.86,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-21,3253.0,265055.97,0.33,0.06,0.32,,265055.97,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-24,3253.0,266570.26,0.3,0.06,0.31,,266570.26,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-25,3253.0,266102.21,0.3,0.06,0.32,,266102.21,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-26,3253.0,268222.21,0.28,0.06,0.31,,268222.21,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-27,3253.0,272269.5,0.28,0.06,0.32,,272269.5,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-09-28,3253.0,271994.17,0.3,0.06,0.32,,271994.17,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-01,3253.0,273783.79,0.33,0.06,0.32,,273783.79,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-02,3253.0,276316.79,0.31,0.06,0.32,,276316.79,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-03,3253.0,277170.3,0.29,0.06,0.33,,277170.3,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-04,3253.0,278326.66,0.27,0.06,0.33,,278326.66,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-05,3253.0,279785.89,0.26,0.06,0.33,,279785.89,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-08,3253.0,279235.24,0.26,0.06,0.33,,279235.24,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-09,10547.0,904186.61,0.83,0.21,1.07,,904186.61,0.0,10547.0,0.0,,,,,,7294.0,,,,,,,,,0.74,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.86,0.5733,69.14,1.0547
2007-10-10,10547.0,896866.7,0.81,0.21,1.07,,896866.7,0.0,10547.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.83,0.5735,69.17,1.0547
2007-10-11,10547.0,903829.54,0.84,0.21,1.06,,903829.54,0.0,10547.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.66,0.5748,69.34,1.0547
2007-10-12,3253.0,277280.43,0.25,0.06,0.33,,277280.43,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,7294.0,0.0,0.74,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-15,3253.0,274334.44,0.25,0.06,0.33,,274334.44,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-16,3253.0,269571.31,0.25,0.06,0.32,,269571.31,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-17,3253.0,268497.54,0.26,0.06,0.32,,268497.54,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-18,3253.0,268800.4,0.27,0.06,0.32,,268800.4,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-19,3253.0,266790.52,0.27,0.06,0.32,,266790.52,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-22,3253.0,267175.98,0.27,0.06,0.32,,267175.98,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-23,3253.0,266460.13,0.27,0.06,0.32,,266460.13,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-24,3253.0,264477.78,0.25,0.09,0.32,,264477.78,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-25,3253.0,263569.21,0.27,0.09,0.31,,263569.21,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-26,3253.0,265331.29,0.28,0.09,0.31,,265331.29,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-29,3253.0,269075.72,0.26,0.09,0.31,,269075.72,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3253
2007-10-30,3253.0,268139.62,0.26,0.09,0.32,,268139.62,0.0,3253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1793
2007-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3253.0,0.0,0.32,,0.0,0.0,18139.0,1508525.49,,1.77,0.0,,0.0,,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18139.0,1501616.92,,1.78,0.0,,0.0,,0.0
2007-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18139.0,1472447.39,,1.78,0.0,,0.0,,0.0
2007-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18139.0,1461854.24,,1.74,0.0,,0.0,,0.0
2007-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,17639.0,1420811.89,,1.68,0.0,,0.0,,0.0
2007-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,17589.0,1388648.21,,1.67,0.0,,0.0,,0.0
2007-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1408220.03,,1.69,0.0,,0.0,,0.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1380815.01,,1.66,0.0,,0.0,,0.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1401483.6,,1.63,0.0,,0.0,,0.0
2007-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1403167.71,,1.67,0.0,,0.0,,0.0
2007-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1412813.05,,1.66,0.0,,0.0,,0.0
2007-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1403014.61,,1.67,0.0,,0.0,,0.0
2007-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1391838.26,,1.67,0.0,,0.0,,0.0
2007-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1364586.34,,1.65,0.0,,0.0,,0.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1391532.06,,1.62,0.0,,0.0,,0.0
2007-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1349735.57,,1.64,0.0,,0.0,,0.0
2007-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1363514.63,,1.64,0.0,,0.0,,0.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18089.0,1385408.03,,1.61,0.0,,0.0,,0.0
