,BX4 FP Equity_DX_SI_QTY,BX4 FP Equity_DX_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BX4 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BX4 FP Equity_DX_SI_MV,BX4 FP Equity_DX_DSS,BX4 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BX4 FP Equity_DX_SUPPLY_SI_QTY,BX4 FP Equity_DX_BROKER_SI_QTY,BX4 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BX4 FP Equity_DX_BROKER_SI_MV_NEW_x,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_x,BX4 FP Equity_DX_BROKER_SI_MV_INC_x,BX4 FP Equity_DX_BROKER_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_NEW,BX4 FP Equity_DX_SUPPLY_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_QTY_INC,BX4 FP Equity_DX_SUPPLY_SI_QTY_DEC,BX4 FP Equity_DX_BROKER_SI_MV_NEW_y,BX4 FP Equity_DX_BROKER_SI_MV_INC_y,BX4 FP Equity_DX_SUPPLY_SI_QTY_INC_y,BX4 FP Equity_DX_BROKER_SI_MV_ADD,BX4 FP Equity_DX_SUPPLY_SI_QTY_ADD,BX4 FP Equity_DX_BROKER_SI_QTY_DEC,BX4 FP Equity_DX_SUPPLY_SI_MV,BX4 FP Equity_DX_BROKER_SI_MV_DEC,BX4 FP Equity_DX_BROKER_SI_MV_RMV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BX4 FP Equity_DX_UTILIZATION_QUANTITY,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BX4 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BX4 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BX4 FP Equity_DX_ACTIVE_UTILIZATION_MV,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BX4 FP Equity_DX_BROKER_SI_CON_RATIO,BX4 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BX4 FP Equity_DX_DEMAND_SUPPLY_RATIO,BX4 FP Equity_PX_LAST
2010-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7501.0,304540.6,0.31,0.0,,0.0,,0.0,40.6
2010-10-22,5500.0,224730.0,0.01,0.07,0.23,0.0,224730.0,0.0,5500.0,0.0,,,,5500.0,,,,,,,,0.23,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7332,40.86
2010-10-25,5500.0,224125.0,0.01,0.07,0.22,0.0,224125.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.7332,40.75
2010-10-26,228500.0,9417627.5,0.23,2.8,9.31,3.0,9417627.5,0.0,228500.0,0.0,,,9.09,,,,223000.0,,,9.09,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,30.4626,41.215
2010-10-27,228500.0,9595857.5,0.23,2.8,9.42,3.0,9595857.5,0.0,228500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,30.4626,41.995
2010-10-28,228500.0,9487320.0,0.23,2.8,9.6,3.0,9487320.0,0.0,228500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,30.4626,41.52
2010-10-29,223000.0,9277915.0,0.22,2.74,9.26,3.0,9277915.0,0.0,223000.0,0.0,,,,,,,,,,,,,,5500.0,0.0,0.34,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,29.7294,41.605
2010-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,223000.0,0.0,9.26,,0.0,0.0,7501.0,310691.42,0.31,0.0,,0.0,,0.0,41.42
2010-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7501.0,306678.39,0.31,0.0,,0.0,,0.0,40.885
2010-11-03,17000.0,702780.0,0.02,0.21,0.7,1.0,702780.0,0.0,17000.0,0.0,,,,17000.0,,,,,,,,0.7,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2664,41.34
2010-11-04,17000.0,676430.0,0.02,0.21,0.7,1.0,676430.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2664,39.79
2010-11-05,67000.0,2664255.0,0.07,0.82,2.7,1.0,2425665.0,6000.0,61000.0,238590.0,,,,44000.0,,,,,,,,1.79,6000.0,,0.24,,,100.0,79.99,0.0,0.0,0.0,100.0,32.29,0.3417,40.26,8.9321,39.765
2010-11-08,73000.0,2906860.0,0.07,0.9,2.9,1.0,2667940.0,6000.0,67000.0,238920.0,,,0.24,,,,6000.0,,,0.24,,,,,0.24,,,100.0,79.99,0.0,0.0,0.0,100.0,35.82,0.3433,38.81,9.732,39.82
2010-11-09,73000.0,2865250.0,0.07,0.9,2.91,1.0,2629750.0,6000.0,67000.0,235500.0,,,,,,,,,,,,,,,0.24,,,100.0,79.99,0.0,0.0,0.0,100.0,35.84,0.3434,38.83,9.732,39.25
2010-11-10,73000.0,2937520.0,0.07,0.9,2.87,1.0,2696080.0,6000.0,67000.0,241440.0,,,,,,,,,,,,,,,0.24,,,100.0,79.99,0.0,0.0,0.0,100.0,35.82,0.3433,38.81,9.732,40.24
2010-11-11,135000.0,5488425.0,0.14,1.66,5.43,2.0,5244495.0,6000.0,129000.0,243930.0,,,2.54,,,,62000.0,,,2.54,,,,,0.24,,,100.0,79.99,0.0,0.0,0.0,100.0,36.43,0.3695,44.96,17.9976,40.655
2010-11-12,129000.0,5305125.0,0.13,1.67,5.24,2.0,5305125.0,0.0,129000.0,0.0,,,,,,0.24,,6000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,36.43,0.3695,44.96,17.1977,41.125
2010-11-15,79000.0,3195945.0,0.08,1.02,3.25,1.0,3195945.0,0.0,79000.0,0.0,,,,,,,,,,,,,,50000.0,0.0,2.02,,0.0,0.0,0.0,0.0,0.0,0.0,40.51,0.518,59.49,10.5319,40.455
2010-11-16,62000.0,2639960.0,0.06,0.8,2.53,1.0,2639960.0,0.0,62000.0,0.0,,,,,,,,,,,,,,17000.0,0.0,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,48.8,0.5003,51.2,8.2656,42.58
2010-11-17,62000.0,2597490.0,0.06,0.8,2.6,1.0,2597490.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.52,0.5012,52.48,9.537,41.895
2010-11-18,62000.0,2501080.0,0.06,0.8,2.57,1.0,2501080.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.92,0.5009,52.08,9.537,40.34
2010-11-19,62000.0,2502940.0,0.06,0.8,2.52,1.0,2502940.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.87,0.5003,51.13,9.537,40.37
2010-11-22,32000.0,1318400.0,0.03,0.41,1.29,1.0,1318400.0,0.0,32000.0,0.0,,,,,,,,,,,,,,30000.0,0.0,1.23,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.9223,41.2
2010-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32000.0,0.0,1.29,,0.0,0.0,6501.0,281233.26,0.27,0.0,,0.0,,0.0,43.26
2010-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,277332.66,0.28,0.0,,0.0,,0.0,42.66
2010-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,275902.44,0.28,0.0,,0.0,,0.0,42.44
2010-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,280615.66,0.28,0.0,,0.0,,0.0,43.165
2010-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,293617.66,0.28,0.0,,0.0,,0.0,45.165
2010-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,298070.85,0.29,0.0,,0.0,,0.0,45.85
2010-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,288969.45,0.3,0.0,,0.0,,0.0,44.45
2010-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,276292.5,0.29,0.0,,0.0,,0.0,42.5
2010-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,276390.02,0.28,0.0,,0.0,,0.0,42.515
2010-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,276032.46,0.28,0.0,,0.0,,0.0,42.46
2010-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,266866.05,0.28,0.0,,0.0,,0.0,41.05
2010-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6501.0,264070.62,0.27,0.0,,0.0,,0.0,40.62
2010-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3301.0,132386.61,0.13,0.0,,0.0,,0.0,40.105
2010-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3301.0,132287.58,0.13,0.0,,0.0,,0.0,40.075
2010-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3301.0,129943.87,0.13,0.0,,0.0,,0.0,39.365
2010-12-14,1000.0,39140.0,0.0,0.02,0.04,0.0,39140.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.04,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3029,39.14
2010-12-15,20000.0,790700.0,0.02,0.35,0.78,1.0,790700.0,0.0,20000.0,0.0,,,0.35,10000.0,,,9000.0,,,0.35,,0.39,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,6.0588,39.535
2010-12-16,20000.0,788800.0,0.02,0.34,0.79,1.0,788800.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,6.0588,39.44
2010-12-17,85000.0,3382150.0,0.08,1.45,3.35,2.0,3382150.0,0.0,85000.0,0.0,,,0.79,45000.0,,,20000.0,,,0.79,,1.77,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.33,0.4186,52.91,25.7498,39.79
2010-12-20,85000.0,3353250.0,0.08,1.43,3.37,2.0,3353250.0,0.0,85000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.14,0.419,53.07,25.7498,39.45
2010-12-21,85000.0,3284400.0,0.08,1.43,3.35,2.0,3284400.0,0.0,85000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.31,0.4186,52.93,25.7498,38.64
2010-12-22,75000.0,2904750.0,0.07,1.2,2.91,1.0,2904750.0,0.0,75000.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.474,59.67,22.7204,38.73
2010-12-23,74000.0,2879340.0,0.08,1.19,2.88,1.0,2879340.0,0.0,74000.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,32.77,0.478,60.51,22.4174,38.91
2010-12-24,75000.0,2925000.0,0.08,1.18,2.93,1.0,2925000.0,0.0,75000.0,0.0,,,0.04,,,,1000.0,,,0.04,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.58,0.4745,59.78,22.7204,39.0
2010-12-27,50000.0,1993500.0,0.05,0.79,1.95,1.0,1993500.0,0.0,50000.0,0.0,,,,,,,,,,,,,,25000.0,0.0,0.98,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.82,90.0,15.1469,39.87
2010-12-28,5000.0,199650.0,0.01,0.08,0.2,0.0,199650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,45000.0,0.0,1.76,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.5147,39.93
2010-12-29,5000.0,196600.0,0.01,0.08,0.2,,196600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.32
2010-12-30,5000.0,201600.0,0.01,0.08,0.2,,201600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.32
2010-12-31,5000.0,204800.0,0.01,0.08,0.2,,204800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.96
2011-01-03,5000.0,195100.0,0.01,0.08,0.2,,195100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,39.02
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.71
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.925
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.95
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.69
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.27
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.405
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.74
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.59
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.53
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.51
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.075
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.83
2011-01-28,39600.0,1460646.0,0.05,0.52,1.43,,1460646.0,0.0,39600.0,0.0,,,,39600.0,,,,,,,,1.43,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.885
2011-01-31,161700.0,5950560.0,0.19,2.05,5.96,,5950560.0,0.0,161700.0,0.0,,,4.54,,,,122100.0,,,4.54,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.8
2011-02-01,161700.0,5756520.0,0.18,1.99,5.95,,5756520.0,0.0,161700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,35.6
2011-02-02,161700.0,5776732.5,0.18,1.99,5.76,,5776732.5,0.0,161700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,35.725
2011-02-03,161700.0,5860008.0,0.17,1.96,5.77,,5860008.0,0.0,161700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.24
2011-02-04,152100.0,5483205.0,0.16,1.81,5.51,,5483205.0,0.0,152100.0,0.0,,,,30000.0,,,,,,,,1.09,,39600.0,0.0,1.37,,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.6836,80.3,0.0,36.05
2011-02-07,30000.0,1057950.0,0.03,0.36,1.08,,1057950.0,0.0,30000.0,0.0,,,,,,,,,,,,,,122100.0,0.0,4.44,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,35.265
2011-02-08,30000.0,1049700.0,0.03,0.36,1.07,,1049700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,48986.0,0.05,0.0,,1.0,100.0,21.4286,34.99
2011-02-09,30000.0,1056150.0,0.03,0.36,1.07,,1056150.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,49287.0,0.05,0.0,,1.0,100.0,21.4286,35.205
2011-02-10,30000.0,1055100.0,0.03,0.36,1.08,,1055100.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,49238.0,0.05,0.0,,1.0,100.0,21.4286,35.17
2011-02-11,30000.0,1049700.0,0.03,0.35,1.06,,1049700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,48986.0,0.05,0.0,,1.0,100.0,21.4286,34.99
2011-02-14,30000.0,1053000.0,0.03,0.35,1.05,,1053000.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,49140.0,0.05,0.0,,1.0,100.0,21.4286,35.1
2011-02-15,30000.0,1047600.0,0.03,0.35,1.05,,1047600.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,48888.0,0.05,0.0,,1.0,100.0,21.4286,34.92
2011-02-16,30000.0,1025700.0,0.03,0.35,1.05,,1025700.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,47866.0,0.05,0.0,,1.0,100.0,21.4286,34.19
2011-02-17,30000.0,1025400.0,0.03,0.35,1.03,,1025400.0,0.0,30000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1400.0,47852.0,0.05,0.0,,1.0,100.0,21.4286,34.18
2011-02-18,65000.0,2215850.0,0.06,0.73,2.23,,2215850.0,0.0,65000.0,0.0,,,,35000.0,,,,,,,,1.2,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.15,0.503,53.85,46.4286,34.09
2011-02-21,65000.0,2278900.0,0.06,0.73,2.22,,2278900.0,0.0,65000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.22,0.5029,53.78,46.4286,35.06
2011-02-22,35000.0,1252300.0,0.03,0.39,1.23,,1252300.0,0.0,35000.0,0.0,,,,,,,,,,,,,,30000.0,0.0,1.03,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,35.78
2011-02-23,35000.0,1278025.0,0.03,0.39,1.25,,1278025.0,0.0,35000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.515
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.575
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.49
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.83
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.63
2011-03-04,2160.0,78494.4,0.0,0.03,0.12,,78494.4,0.0,2160.0,0.0,,,,2160.0,,,,,,,,0.12,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.34
2011-03-07,2160.0,79628.4,0.0,0.03,0.08,,79628.4,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.865
2011-03-08,2160.0,78645.6,0.0,0.03,0.08,,78645.6,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.41
2011-03-09,2160.0,79434.0,0.0,0.03,0.08,,79434.0,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,36.775
2011-03-10,2160.0,80665.2,0.0,0.03,0.08,,80665.2,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,37.345
2011-03-11,2160.0,82080.0,0.0,0.03,0.08,,82080.0,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,38.0
2011-03-14,2160.0,84186.0,0.0,0.03,0.08,,84186.0,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,38.975
2011-03-15,2160.0,88344.0,0.0,0.03,0.08,,88344.0,0.0,2160.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,40.9
2011-03-16,2260.0,96558.5,0.0,0.03,0.09,,96558.5,0.0,2260.0,0.0,,,,100.0,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9114,95.36,0.0,42.725
2011-03-17,2260.0,91982.0,0.0,0.04,0.1,,91982.0,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,40.7
2011-03-18,2260.0,90626.0,0.0,0.04,0.09,,90626.0,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,40.1
2011-03-21,2260.0,86490.2,0.0,0.04,0.09,,86490.2,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,38.27
2011-03-22,2260.0,86874.4,0.0,0.04,0.09,,86874.4,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0691,38.44
2011-03-23,2260.0,85913.9,0.0,0.04,0.09,,85913.9,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0691,38.015
2011-03-24,2260.0,83563.5,0.0,0.04,0.09,,83563.5,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0691,36.975
2011-03-25,2260.0,83348.8,0.0,0.04,0.08,,83348.8,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0691,36.88
2011-03-28,2260.0,83303.6,0.0,0.04,0.08,,83303.6,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0691,36.86
2011-03-29,2260.0,82783.8,0.0,0.04,0.08,,82783.8,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9116,95.37,0.0691,36.63
2011-03-30,2260.0,81201.8,0.0,0.04,0.08,,81201.8,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.9114,95.35,0.0691,35.93
2011-03-31,2260.0,82523.9,0.0,0.03,0.08,,82523.9,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.9137,95.48,0.0691,36.515
2011-04-01,2260.0,79924.9,0.0,0.03,0.08,,79924.9,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.9124,95.41,0.0,35.365
2011-04-04,2260.0,80320.4,0.0,0.03,0.08,,80320.4,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.9149,95.55,0.0,35.54
2011-04-05,2260.0,80456.0,0.0,0.03,0.08,,80456.0,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,35.6
2011-04-06,2260.0,80230.0,0.0,0.03,0.08,,80230.0,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,35.5
2011-04-07,2260.0,80964.5,0.0,0.03,0.08,,80964.5,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,35.825
2011-04-08,2260.0,79619.8,0.0,0.03,0.08,,79619.8,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,35.23
2011-04-11,2260.0,80501.2,0.0,0.03,0.08,,80501.2,0.0,2260.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.9116,95.36,0.0,35.62
2011-04-12,42260.0,1553055.0,0.03,0.54,1.51,,1553055.0,0.0,42260.0,0.0,,,,40000.0,,,,,,,,1.42,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.8984,94.64,0.0,36.75
2011-04-13,4520.0,163624.0,0.0,0.06,0.17,,163624.0,0.0,4520.0,0.0,,,,,,,,,,,,,,37740.0,0.0,1.35,,0.0,0.0,0.0,0.0,0.0,0.0,47.74,0.4778,49.94,0.0,36.2
2011-04-14,4520.0,166652.4,0.0,0.06,0.16,,166652.4,0.0,4520.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.74,0.4778,49.94,0.0,36.87
