,ALINS FP Equity_DX_SI_QTY,ALINS FP Equity_DX_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINS FP Equity_DX_SI_MV,ALINS FP Equity_DX_DSS,ALINS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SUPPLY_SI_QTY,ALINS FP Equity_DX_BROKER_SI_QTY,ALINS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINS FP Equity_DX_BROKER_SI_MV_INC_x,ALINS FP Equity_DX_BROKER_SI_QTY_ADD,ALINS FP Equity_DX_SUPPLY_SI_MV_DEC,ALINS FP Equity_DX_BROKER_SI_QTY_INC,ALINS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINS FP Equity_DX_BROKER_SI_MV_INC_y,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINS FP Equity_DX_BROKER_SI_MV_ADD,ALINS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINS FP Equity_DX_BROKER_SI_QTY_DEC,ALINS FP Equity_DX_SUPPLY_SI_MV,ALINS FP Equity_DX_BROKER_SI_MV_DEC,ALINS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINS FP Equity_DX_UTILIZATION_QUANTITY,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINS FP Equity_DX_BROKER_SI_CON_RATIO,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINS FP Equity_PX_LAST
2023-09-12,11702.0,6085.04,0.05,0.68,0.02,0.01,0.0,5044.52,9701.0,9701.0,5044.52,,,,,,,,,,,,0.01,,100.0,18.15,0.0,0.0,0.0,100.0,18.66,0.4931,65.92,0.219,0.52
2023-09-13,11702.0,6061.64,0.05,0.69,0.02,0.01,0.0,5025.12,9701.0,9701.0,5025.12,,,,,,,,,,,,0.01,,100.0,18.15,0.0,0.0,0.0,100.0,18.77,0.4923,65.82,0.219,0.518
2023-09-14,11702.0,5851.0,0.05,0.86,0.02,0.01,0.0,4850.5,9701.0,9701.0,4850.5,,,,,,,,,,,,0.01,,100.0,18.15,0.0,0.0,0.0,100.0,18.53,0.494,66.02,0.219,0.5
2023-09-15,9900.0,4890.6,0.04,0.78,0.02,0.0,0.0,4347.2,8800.0,8800.0,4347.2,,,,0.0,,901.0,,,,,901.0,0.0,0.0,100.0,16.47,0.0,0.0,0.0,100.0,22.12,0.6555,77.88,0.1853,0.494
2023-09-18,9900.0,4940.1,0.04,0.82,0.02,0.0,0.0,4391.2,8800.0,8800.0,4391.2,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.31,0.6534,77.69,0.1884,0.499
2023-09-19,9900.0,4940.1,0.04,0.83,0.02,0.0,0.0,4391.2,8800.0,8800.0,4391.2,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.1884,0.499
2023-09-20,9900.0,4890.6,0.04,0.87,0.02,0.0,0.0,4347.2,8800.0,8800.0,4347.2,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.14,0.6553,77.86,0.1884,0.494
2023-09-21,9900.0,4930.2,0.04,0.93,0.02,0.0,0.0,4382.4,8800.0,8800.0,4382.4,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.29,0.6535,77.71,0.1884,0.498
2023-09-22,9900.0,4890.6,0.04,0.96,0.02,0.0,0.0,4347.2,8800.0,8800.0,4347.2,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.15,0.6551,77.85,0.1884,0.494
2023-09-25,9900.0,4811.4,0.04,0.94,0.02,0.0,0.0,4276.8,8800.0,8800.0,4276.8,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.08,0.6559,77.92,0.1884,0.486
2023-09-26,9900.0,4821.3,0.04,0.93,0.02,0.0,0.0,4285.6,8800.0,8800.0,4285.6,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.24,0.6541,77.76,0.1884,0.487
2023-09-27,9900.0,4841.1,0.04,0.93,0.02,0.0,0.0,4303.2,8800.0,8800.0,4303.2,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.26,0.6539,77.74,0.1884,0.489
2023-09-28,9900.0,4722.3,0.04,0.94,0.02,0.0,0.0,4197.6,8800.0,8800.0,4197.6,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,22.01,0.6567,77.99,0.1884,0.477
2023-09-29,9900.0,4563.9,0.04,0.94,0.02,0.0,0.0,4056.8,8800.0,8800.0,4056.8,,,,,,,,,,,,0.0,,100.0,16.75,0.0,0.0,0.0,100.0,21.93,0.6576,78.07,0.1884,0.461
2023-10-02,9900.0,4464.9,0.04,0.95,0.02,0.0,0.0,3968.8,8800.0,8800.0,3968.8,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.2473,0.451
2023-10-03,9900.0,4603.5,0.04,0.92,0.02,0.0,0.0,4092.0,8800.0,8800.0,4092.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.49,0.6514,77.51,0.2473,0.465
2023-10-04,9900.0,4356.0,0.04,0.93,0.02,0.0,0.0,3872.0,8800.0,8800.0,3872.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.75,0.6596,78.25,0.2473,0.44
2023-10-05,9900.0,4346.1,0.04,0.91,0.02,0.0,0.0,3863.2,8800.0,8800.0,3863.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.2,0.6545,77.8,0.2473,0.439
2023-10-06,9900.0,4177.8,0.04,0.91,0.02,0.0,0.0,3713.6,8800.0,8800.0,3713.6,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6544,77.78,0.2473,0.422
2023-10-09,9900.0,4187.7,0.04,0.91,0.02,0.0,0.0,3722.4,8800.0,8800.0,3722.4,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.24,0.6541,77.76,0.2473,0.423
2023-10-10,9900.0,4534.2,0.04,1.0,0.02,0.0,0.0,4030.4,8800.0,8800.0,4030.4,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.93,0.6465,77.07,0.2473,0.458
2023-10-11,9900.0,4356.0,0.04,1.05,0.02,0.0,0.0,3872.0,8800.0,8800.0,3872.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.88,0.6581,78.12,0.2473,0.44
2023-10-12,10500.0,4410.0,0.04,1.19,0.02,0.0,0.0,3822.0,9100.0,9100.0,3822.0,300.0,,300.0,,,,,300.0,0.0,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,20.57,0.5886,73.68,0.2603,0.42
2023-10-13,10500.0,4420.5,0.04,1.23,0.02,0.0,0.0,3831.1,9100.0,9100.0,3831.1,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,20.97,0.5848,73.32,0.2603,0.421
2023-10-16,10500.0,4662.0,0.04,1.28,0.02,0.0,0.0,4040.4,9100.0,9100.0,4040.4,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,21.4,0.5807,72.92,0.2603,0.444
2023-10-17,11100.0,4673.1,0.05,1.58,0.02,0.0,0.0,3957.4,9400.0,9400.0,3957.4,300.0,0.0,,,300.0,,0.0,300.0,,,,0.0,,100.0,23.13,0.0,0.0,0.0,100.0,19.41,0.5357,69.73,0.2732,0.421
2023-10-18,11100.0,4684.2,0.05,1.59,0.02,0.0,0.0,3966.8,9400.0,9400.0,3966.8,,,,,,,,,,,,0.0,,100.0,23.13,0.0,0.0,0.0,100.0,19.84,0.532,69.35,0.2732,0.422
2023-10-19,11100.0,4884.0,0.05,1.75,0.02,0.0,0.0,4136.0,9400.0,9400.0,4136.0,,,,,,,,,,,,0.0,,100.0,23.13,0.0,0.0,0.0,100.0,20.16,0.5294,69.08,0.2732,0.44
2023-10-20,10500.0,4578.0,0.04,1.6,0.02,0.0,0.0,3967.6,9100.0,9100.0,3967.6,,,,0.0,,300.0,,,,,300.0,0.0,0.0,100.0,22.4,0.0,0.0,0.0,100.0,20.88,0.5857,73.4,0.2584,0.436
2023-10-23,10500.0,4452.0,0.04,1.58,0.02,0.0,0.0,3858.4,9100.0,9100.0,3858.4,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,20.72,0.5871,73.55,0.2603,0.424
2023-10-24,10500.0,4431.0,0.04,1.49,0.02,0.0,0.0,3840.2,9100.0,9100.0,3840.2,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,20.91,0.5853,73.37,0.2603,0.422
2023-10-25,10500.0,4609.5,0.04,1.42,0.02,0.0,0.0,3994.9,9100.0,9100.0,3994.9,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,21.28,0.5818,73.03,0.2603,0.439
2023-10-26,10500.0,4420.5,0.04,1.41,0.02,0.0,0.0,3831.1,9100.0,9100.0,3831.1,,,,,,,,,,,,0.0,,100.0,22.56,0.0,0.0,0.0,100.0,20.61,0.5882,73.65,0.2603,0.421
2023-10-27,9900.0,4257.0,0.04,1.35,0.02,0.0,0.0,3784.0,8800.0,8800.0,3784.0,,,,0.0,,300.0,,,,,300.0,0.0,0.0,100.0,21.82,0.0,0.0,0.0,100.0,22.41,0.6523,77.59,0.2455,0.43
2023-10-30,9900.0,4296.6,0.04,1.4,0.02,0.0,0.0,3819.2,8800.0,8800.0,3819.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.3,0.6534,77.7,0.2473,0.434
2023-10-31,9900.0,4148.1,0.04,1.4,0.02,0.0,0.0,3687.2,8800.0,8800.0,3687.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.92,0.6577,78.08,0.2473,0.419
2023-11-01,9900.0,3861.0,0.04,1.4,0.02,0.0,0.0,3432.0,8800.0,8800.0,3432.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.62,0.6611,78.38,0.2473,0.39
2023-11-02,9900.0,3861.0,0.04,1.32,0.02,0.0,0.0,3432.0,8800.0,8800.0,3432.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.2473,0.39
2023-11-03,9900.0,3969.9,0.04,1.24,0.02,0.0,0.0,3528.8,8800.0,8800.0,3528.8,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.47,0.6516,77.53,0.2473,0.401
2023-11-06,10700.0,4173.0,0.05,1.35,0.02,0.0,0.0,3588.0,9200.0,9200.0,3588.0,400.0,,400.0,,,,,400.0,0.0,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.34,0.5678,72.17,0.2646,0.39
2023-11-07,10700.0,4162.3,0.05,1.34,0.02,0.0,0.0,3578.8,9200.0,9200.0,3578.8,,,,,,,,,,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.54,0.5659,71.98,0.2646,0.389
2023-11-08,10700.0,4173.0,0.05,1.34,0.02,0.0,0.0,3588.0,9200.0,9200.0,3588.0,,,,,,,,,,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.58,0.5655,71.94,0.2646,0.39
2023-11-09,10700.0,4076.7,0.05,1.41,0.02,0.0,0.0,3505.2,9200.0,9200.0,3505.2,,,,,,,,,,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.37,0.5674,72.13,0.2646,0.381
2023-11-10,10700.0,4066.0,0.05,1.38,0.02,0.0,0.0,3496.0,9200.0,9200.0,3496.0,,,,,,,,,,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.54,0.5659,71.98,0.2646,0.38
2023-11-13,10700.0,4066.0,0.05,1.36,0.02,0.0,0.0,3496.0,9200.0,9200.0,3496.0,,,,,,,,,,,,0.0,,100.0,22.75,0.0,0.0,0.0,100.0,20.59,0.5654,71.93,0.2646,0.38
2023-11-14,9900.0,3960.0,0.04,1.31,0.02,0.0,0.0,3520.0,8800.0,8800.0,3520.0,,,,0.0,,400.0,,,,,400.0,0.0,0.0,100.0,21.98,0.0,0.0,0.0,100.0,22.67,0.6493,77.33,0.2473,0.4
2023-11-15,9900.0,4059.0,0.04,1.29,0.02,0.0,0.0,3608.0,8800.0,8800.0,3608.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.44,0.6519,77.56,0.2473,0.41
2023-11-16,9900.0,4049.1,0.04,1.34,0.02,0.0,0.0,3599.2,8800.0,8800.0,3599.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.2,0.6546,77.8,0.2473,0.409
2023-11-17,9900.0,3861.0,0.04,1.32,0.02,0.0,0.0,3432.0,8800.0,8800.0,3432.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.82,0.6588,78.18,0.2473,0.39
2023-11-20,9900.0,4049.1,0.04,1.28,0.02,0.0,0.0,3599.2,8800.0,8800.0,3599.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.64,0.6497,77.36,0.2473,0.409
2023-11-21,9900.0,4049.1,0.04,1.37,0.02,0.0,0.0,3599.2,8800.0,8800.0,3599.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.2473,0.409
2023-11-22,9900.0,4049.1,0.04,1.46,0.02,0.0,0.0,3599.2,8800.0,8800.0,3599.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.2473,0.409
2023-11-23,9900.0,4009.5,0.04,1.45,0.02,0.0,0.0,3564.0,8800.0,8800.0,3564.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.24,0.6542,77.76,0.2473,0.405
2023-11-24,9900.0,3861.0,0.04,1.46,0.02,0.0,0.0,3432.0,8800.0,8800.0,3432.0,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,21.9,0.6579,78.1,0.2473,0.39
2023-11-27,9900.0,3870.9,0.04,1.42,0.02,0.0,0.0,3440.8,8800.0,8800.0,3440.8,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.24,0.6541,77.76,0.2473,0.391
2023-11-28,9900.0,3851.1,0.04,1.39,0.02,0.0,0.0,3423.2,8800.0,8800.0,3423.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.18,0.6548,77.82,0.2473,0.389
2023-11-29,9900.0,3851.1,0.04,1.34,0.02,0.0,0.0,3423.2,8800.0,8800.0,3423.2,,,,,,,,,,,,0.0,,100.0,21.98,0.0,0.0,0.0,100.0,22.22,0.6543,77.78,0.2473,0.389
2023-11-30,9940.0,3826.9,0.04,1.35,0.02,0.0,0.0,3395.7,8820.0,8820.0,3395.7,20.0,,20.0,,,,,20.0,0.0,,,0.0,,100.0,22.02,0.0,0.0,0.0,100.0,22.04,0.6501,77.55,0.2482,0.385
2023-12-01,9940.0,3876.6,0.04,1.34,0.02,0.0,0.0,3439.8,8820.0,8820.0,3439.8,,,,,,,,,,,,0.0,,100.0,22.02,0.0,0.0,0.0,100.0,22.24,0.6479,77.35,0.2482,0.39
2023-12-04,9940.0,3876.6,0.04,1.37,0.02,0.0,0.0,3439.8,8820.0,8820.0,3439.8,,,,,,,,,,,,0.0,,100.0,22.02,0.0,0.0,0.0,100.0,22.13,0.6491,77.46,0.2482,0.39
2023-12-05,9940.0,3687.74,0.04,1.49,0.02,0.0,0.0,3272.22,8820.0,8820.0,3272.22,,,,,,,,,,,,0.0,,100.0,23.09,0.0,0.0,0.0,100.0,21.71,0.6538,77.88,0.2603,0.371
2023-12-06,9940.0,3687.74,0.04,1.62,0.02,0.0,0.0,3272.22,8820.0,8820.0,3272.22,,,,,,,,,,,,0.0,,100.0,23.09,0.0,0.0,0.0,100.0,22.13,0.6491,77.46,0.2603,0.371
2023-12-07,18340.0,7024.22,0.08,2.83,0.04,0.01,0.0,4986.66,13020.0,13020.0,4986.66,4200.0,0.0,,,4200.0,,0.0,4200.0,,,,0.0,,100.0,30.71,0.0,0.0,0.0,100.0,41.9,0.4014,45.93,0.4326,0.383
2023-12-08,18300.0,6954.0,0.08,2.77,0.04,0.01,0.0,4940.0,13000.0,13000.0,4940.0,,,,0.0,,20.0,,,,,20.0,0.01,0.0,100.0,30.67,0.0,0.0,0.0,100.0,42.1,0.4025,45.92,0.4317,0.38
2023-12-11,18300.0,6935.7,0.08,2.68,0.04,0.01,0.0,4927.0,13000.0,13000.0,4927.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.08,0.4023,45.91,0.4319,0.379
2023-12-12,18300.0,6789.3,0.08,2.68,0.04,0.01,0.0,4823.0,13000.0,13000.0,4823.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.13,0.4029,45.96,0.4319,0.371
2023-12-13,18300.0,6606.3,0.08,2.67,0.04,0.01,0.0,4693.0,13000.0,13000.0,4693.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.14,0.4031,45.98,0.4319,0.361
2023-12-14,18300.0,6642.9,0.08,2.84,0.04,0.01,0.0,4719.0,13000.0,13000.0,4719.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.06,0.402,45.89,0.4319,0.363
2023-12-15,18300.0,6697.8,0.08,2.95,0.04,0.01,0.0,4758.0,13000.0,13000.0,4758.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.06,0.4019,45.88,0.4319,0.366
2023-12-18,18300.0,6624.6,0.08,2.94,0.04,0.01,0.0,4706.0,13000.0,13000.0,4706.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.1,0.4026,45.93,0.4319,0.362
2023-12-19,18300.0,6642.9,0.08,2.77,0.04,0.01,0.0,4719.0,13000.0,13000.0,4719.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.07,0.4021,45.89,0.4319,0.363
2023-12-20,18300.0,6661.2,0.08,2.71,0.04,0.01,0.0,4732.0,13000.0,13000.0,4732.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.07,0.4021,45.89,0.4319,0.364
2023-12-21,18300.0,6350.1,0.08,2.69,0.04,0.01,0.0,4511.0,13000.0,13000.0,4511.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.19,0.4038,46.03,0.4319,0.347
2023-12-22,18300.0,6405.0,0.08,2.65,0.04,0.01,0.0,4550.0,13000.0,13000.0,4550.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.05,0.4019,45.88,0.4319,0.35
2023-12-25,18300.0,6405.0,0.08,2.68,0.04,0.01,0.0,4550.0,13000.0,13000.0,4550.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.2,0.4023,45.81,0.4319,
2023-12-26,18300.0,6405.0,0.08,2.68,0.04,0.01,0.0,4550.0,13000.0,13000.0,4550.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.19,0.4023,45.82,0.4319,
2023-12-27,18300.0,6569.7,0.08,2.68,0.04,0.01,0.0,4667.0,13000.0,13000.0,4667.0,,,,,,,,,,,,0.0,,100.0,30.68,0.0,0.0,0.0,100.0,42.01,0.4013,45.83,0.4319,0.359
2023-12-28,9900.0,3465.0,0.04,1.18,0.02,0.0,0.0,3080.0,8800.0,8800.0,3080.0,,,,0.0,,4200.0,,,,,4200.0,0.0,0.0,100.0,23.05,0.0,0.0,0.0,100.0,22.0,0.6567,78.0,0.2594,0.35
2023-12-29,9900.0,3564.0,0.04,1.15,0.02,0.0,0.0,3168.0,8800.0,8800.0,3168.0,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.47,0.6516,77.53,0.2594,0.36
2024-01-01,9900.0,3564.0,0.04,1.14,0.02,0.0,0.0,3168.0,8800.0,8800.0,3168.0,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,21.97,0.6571,78.03,0.2594,
2024-01-02,10700.0,3691.5,0.05,1.23,0.02,0.0,0.0,3174.0,9200.0,9200.0,3174.0,400.0,,400.0,,,,,400.0,0.0,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,20.22,0.5688,72.27,0.2774,0.345
2024-01-03,10700.0,3648.7,0.05,1.18,0.02,0.0,0.0,3137.2,9200.0,9200.0,3137.2,,,,,,,,,,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,20.47,0.5666,72.05,0.2774,0.341
2024-01-04,10700.0,3969.7,0.05,1.19,0.02,0.0,0.0,3413.2,9200.0,9200.0,3413.2,,,,,,,,,,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,21.27,0.5594,71.32,0.2774,0.371
2024-01-05,10700.0,3959.0,0.05,1.17,0.02,0.0,0.0,3404.0,9200.0,9200.0,3404.0,,,,,,,,,,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,20.54,0.5659,71.98,0.2774,0.37
2024-01-08,11240.0,4068.88,0.05,1.23,0.02,0.0,0.0,3428.14,9470.0,9470.0,3428.14,270.0,0.0,,,270.0,,0.0,270.0,,,,0.0,,100.0,24.38,0.0,0.0,0.0,100.0,19.4,0.5232,68.65,0.2894,0.362
2024-01-09,11240.0,4035.16,0.05,1.05,0.02,0.0,0.0,3399.73,9470.0,9470.0,3399.73,,,,,,,,,,,,0.0,,100.0,24.38,0.0,0.0,0.0,100.0,19.51,0.5224,68.56,0.2894,0.359
2024-01-10,11240.0,3934.0,0.05,1.06,0.02,0.0,0.0,3314.5,9470.0,9470.0,3314.5,,,,,,,,,,,,0.0,,100.0,24.38,0.0,0.0,0.0,100.0,19.38,0.5234,68.67,0.2894,0.35
2024-01-11,10440.0,3497.4,0.04,0.99,0.02,0.0,0.0,3038.45,9070.0,9070.0,3038.45,,,,0.0,,400.0,,,,,400.0,0.0,0.0,100.0,23.59,0.0,0.0,0.0,100.0,20.71,0.5945,74.09,0.2716,0.335
2024-01-12,10440.0,3497.4,0.04,0.94,0.02,0.0,0.0,3038.45,9070.0,9070.0,3038.45,,,,,,,,,,,,0.0,,100.0,23.59,0.0,0.0,0.0,100.0,21.07,0.5911,73.75,0.2716,0.335
2024-01-15,10440.0,3507.84,0.04,0.96,0.02,0.0,0.0,3047.52,9070.0,9070.0,3047.52,,,,,,,,,,,,0.0,,100.0,23.59,0.0,0.0,0.0,100.0,21.06,0.5912,73.77,0.2716,0.336
2024-01-16,9900.0,3336.3,0.04,0.9,0.02,0.0,0.0,2965.6,8800.0,8800.0,2965.6,,,,0.0,,270.0,,,,,270.0,0.0,0.0,100.0,23.05,0.0,0.0,0.0,100.0,22.25,0.654,77.75,0.2594,0.337
2024-01-17,9900.0,3267.0,0.04,0.87,0.02,0.0,0.0,2904.0,8800.0,8800.0,2904.0,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.04,0.6563,77.96,0.2594,0.33
2024-01-18,9900.0,3177.9,0.04,0.84,0.02,0.0,0.0,2824.8,8800.0,8800.0,2824.8,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,21.99,0.657,78.01,0.2594,0.321
2024-01-19,9900.0,3286.8,0.04,0.77,0.02,0.0,0.0,2921.6,8800.0,8800.0,2921.6,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.52,0.6511,77.48,0.2594,0.332
2024-01-22,9900.0,3296.7,0.04,0.78,0.02,0.0,0.0,2930.4,8800.0,8800.0,2930.4,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.25,0.654,77.75,0.2594,0.333
2024-01-23,10700.0,3819.9,0.05,0.83,0.02,0.0,0.0,3284.4,9200.0,9200.0,3284.4,400.0,,400.0,,,,,400.0,0.0,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,21.11,0.5587,71.3,0.2774,0.357
2024-01-24,10700.0,3531.0,0.05,0.84,0.02,0.0,0.0,3036.0,9200.0,9200.0,3036.0,,,,,,,,,,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,19.94,0.5714,72.53,0.2774,0.33
2024-01-25,11300.0,3785.5,0.05,0.85,0.02,0.0,0.0,3182.5,9500.0,9500.0,3182.5,300.0,0.0,,,300.0,,0.0,300.0,,,,0.0,,100.0,24.44,0.0,0.0,0.0,100.0,19.59,0.5166,68.04,0.2907,0.335
2024-01-26,11300.0,3661.2,0.05,0.84,0.02,0.0,0.0,3078.0,9500.0,9500.0,3078.0,,,,,,,,,,,,0.0,,100.0,24.44,0.0,0.0,0.0,100.0,19.21,0.5197,68.36,0.2907,0.324
2024-01-29,11300.0,3819.4,0.05,0.83,0.02,0.0,0.0,3211.0,9500.0,9500.0,3211.0,,,,,,,,,,,,0.0,,100.0,24.44,0.0,0.0,0.0,100.0,19.81,0.5149,67.86,0.2907,0.338
2024-01-30,11300.0,3661.2,0.05,0.81,0.02,0.0,0.0,3078.0,9500.0,9500.0,3078.0,,,,,,,,,,,,0.0,,100.0,24.44,0.0,0.0,0.0,100.0,19.14,0.5202,68.42,0.2907,0.324
2024-01-31,10500.0,3528.0,0.04,0.75,0.02,0.0,0.0,3057.6,9100.0,9100.0,3057.6,,,,0.0,,400.0,,,,,400.0,0.0,0.0,100.0,23.65,0.0,0.0,0.0,100.0,21.26,0.5821,73.05,0.2729,0.336
2024-02-01,10500.0,3559.5,0.04,0.69,0.02,0.0,0.0,3084.9,9100.0,9100.0,3084.9,,,,,,,,,,,,0.0,,100.0,23.65,0.0,0.0,0.0,100.0,21.03,0.5842,73.26,0.2729,0.339
2024-02-02,9900.0,3326.4,0.04,0.64,0.02,0.0,0.0,2956.8,8800.0,8800.0,2956.8,,,,0.0,,300.0,,,,,300.0,0.0,0.0,100.0,22.87,0.0,0.0,0.0,100.0,22.15,0.6552,77.85,0.2573,0.336
2024-02-05,9900.0,3375.9,0.04,0.64,0.02,0.0,0.0,3000.8,8800.0,8800.0,3000.8,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.35,0.6529,77.65,0.2594,0.341
2024-02-06,9900.0,3534.3,0.04,0.63,0.02,0.0,0.0,3141.6,8800.0,8800.0,3141.6,,,,,,,,,,,,0.0,,100.0,23.05,0.0,0.0,0.0,100.0,22.63,0.6499,77.37,0.2594,0.357
