,ALNN6 FP Equity_DX_SI_QTY,ALNN6 FP Equity_DX_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNN6 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNN6 FP Equity_DX_SI_MV,ALNN6 FP Equity_DX_DSS,ALNN6 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SUPPLY_SI_QTY,ALNN6 FP Equity_DX_BROKER_SI_QTY,ALNN6 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_x,ALNN6 FP Equity_DX_BROKER_SI_QTY_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_MV_DEC,ALNN6 FP Equity_DX_BROKER_SI_QTY_INC,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_y,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNN6 FP Equity_DX_BROKER_SI_MV_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNN6 FP Equity_DX_BROKER_SI_QTY_DEC,ALNN6 FP Equity_DX_SUPPLY_SI_MV,ALNN6 FP Equity_DX_BROKER_SI_MV_DEC,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNN6 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNN6 FP Equity_DX_BROKER_SI_CON_RATIO,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNN6 FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-11-18,9200.0,8077.6,0.16,0.45,0.14,0.01,0.0,4038.8,4600.0,4600.0,4038.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-19,9200.0,8059.2,0.16,0.51,0.14,0.01,0.0,4029.6,4600.0,4600.0,4029.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-20,9200.0,7636.0,0.16,0.59,0.14,0.01,0.0,3818.0,4600.0,4600.0,3818.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-21,9200.0,7176.0,0.16,0.6,0.14,0.01,0.0,3588.0,4600.0,4600.0,3588.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-22,9200.0,7120.8,0.16,0.62,0.14,0.01,0.0,3560.4,4600.0,4600.0,3560.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-25,9200.0,7139.2,0.16,0.69,0.14,0.01,0.0,3569.6,4600.0,4600.0,3569.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-26,9200.0,7194.4,0.16,0.75,0.14,0.01,0.0,3597.2,4600.0,4600.0,3597.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-27,9200.0,7028.8,0.16,0.83,0.14,0.01,0.0,3514.4,4600.0,4600.0,3514.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-28,9200.0,7544.0,0.16,0.86,0.14,0.01,0.0,3772.0,4600.0,4600.0,3772.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-29,9200.0,7396.8,0.16,1.16,0.14,0.01,0.0,3698.4,4600.0,4600.0,3698.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-02,9200.0,7323.2,0.16,1.24,0.14,0.01,0.0,3661.6,4600.0,4600.0,3661.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-03,9200.0,7120.8,0.16,1.28,0.14,0.01,0.0,3560.4,4600.0,4600.0,3560.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-04,9200.0,7084.0,0.16,1.32,0.14,0.01,0.0,3542.0,4600.0,4600.0,3542.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-05,9200.0,7157.6,0.16,1.38,0.14,0.01,0.0,3578.8,4600.0,4600.0,3578.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-06,9200.0,7120.8,0.16,1.41,0.14,0.01,0.0,3560.4,4600.0,4600.0,3560.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-09,9200.0,7120.8,0.16,1.46,0.14,0.01,0.0,3560.4,4600.0,4600.0,3560.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-10,9200.0,6900.0,0.16,1.48,0.14,0.01,0.0,3450.0,4600.0,4600.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-11,9200.0,7047.2,0.16,1.51,0.14,0.01,0.0,3523.6,4600.0,4600.0,3523.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-12,9200.0,6973.6,0.16,1.59,0.14,0.01,0.0,3486.8,4600.0,4600.0,3486.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-13,9200.0,6992.0,0.16,1.6,0.14,0.01,0.0,3496.0,4600.0,4600.0,3496.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-16,9200.0,6955.2,0.16,1.64,0.14,0.01,0.0,3477.6,4600.0,4600.0,3477.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-17,9200.0,6863.2,0.16,1.63,0.14,0.01,0.0,3431.6,4600.0,4600.0,3431.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-18,9200.0,6936.8,0.16,1.61,0.14,0.01,0.0,3468.4,4600.0,4600.0,3468.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-19,9200.0,7139.2,0.16,1.64,0.14,0.01,0.0,3569.6,4600.0,4600.0,3569.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-20,9200.0,7212.8,0.16,1.62,0.14,0.01,0.0,3606.4,4600.0,4600.0,3606.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-23,9200.0,7231.2,0.16,1.64,0.14,0.01,0.0,3615.6,4600.0,4600.0,3615.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-24,9200.0,7286.4,0.16,1.64,0.14,0.01,0.0,3643.2,4600.0,4600.0,3643.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-25,9200.0,7286.4,0.16,1.64,0.14,0.01,0.0,3643.2,4600.0,4600.0,3643.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-26,9200.0,7286.4,0.16,1.64,0.14,0.01,0.0,3643.2,4600.0,4600.0,3643.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-27,9200.0,7360.0,0.16,1.64,0.14,0.01,0.0,3680.0,4600.0,4600.0,3680.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-30,9200.0,7654.4,0.16,1.62,0.14,0.01,0.0,3827.2,4600.0,4600.0,3827.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-12-31,9200.0,9476.0,0.16,1.47,0.14,0.01,0.0,4738.0,4600.0,4600.0,4738.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-01,9200.0,9476.0,0.16,0.97,0.14,0.01,0.0,4738.0,4600.0,4600.0,4738.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-02,9200.0,9292.0,0.16,0.97,0.14,0.01,0.0,4646.0,4600.0,4600.0,4646.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-03,9200.0,9200.0,0.16,0.87,0.14,0.01,0.0,4600.0,4600.0,4600.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-06,9200.0,9200.0,0.16,0.85,0.14,0.01,0.0,4600.0,4600.0,4600.0,4600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-07,9200.0,9476.0,0.16,0.87,0.14,0.01,0.0,4738.0,4600.0,4600.0,4738.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-08,9200.0,10396.0,0.16,0.9,0.14,0.01,0.0,5198.0,4600.0,4600.0,5198.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-09,9200.0,10534.0,0.16,0.77,0.14,0.01,0.0,5267.0,4600.0,4600.0,5267.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-10,9200.0,10212.0,0.16,0.74,0.14,0.01,0.0,5106.0,4600.0,4600.0,5106.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-13,9200.0,10718.0,0.16,0.72,0.14,0.01,0.0,5359.0,4600.0,4600.0,5359.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-14,9200.0,11132.0,0.16,0.64,0.14,0.01,0.0,5566.0,4600.0,4600.0,5566.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-15,9200.0,10948.0,0.16,0.61,0.14,0.01,0.0,5474.0,4600.0,4600.0,5474.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-16,9200.0,10718.0,0.16,0.61,0.14,0.01,0.0,5359.0,4600.0,4600.0,5359.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-17,9200.0,11040.0,0.16,0.62,0.14,0.01,0.0,5520.0,4600.0,4600.0,5520.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-20,9200.0,10120.0,0.16,0.61,0.14,0.01,0.0,5060.0,4600.0,4600.0,5060.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-21,9200.0,10350.0,0.16,0.59,0.14,0.01,0.0,5175.0,4600.0,4600.0,5175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-22,9200.0,10672.0,0.16,0.6,0.14,0.01,0.0,5336.0,4600.0,4600.0,5336.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-23,9200.0,11040.0,0.16,0.59,0.14,0.01,0.0,5520.0,4600.0,4600.0,5520.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-24,9200.0,10120.0,0.16,0.57,0.14,0.01,0.0,5060.0,4600.0,4600.0,5060.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-27,9200.0,9982.0,0.16,0.48,0.14,0.01,0.0,4991.0,4600.0,4600.0,4991.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-28,9200.0,11270.0,0.16,0.47,0.14,0.01,0.0,5635.0,4600.0,4600.0,5635.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-29,9200.0,10856.0,0.16,0.44,0.14,0.01,0.0,5428.0,4600.0,4600.0,5428.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-30,9200.0,10396.0,0.16,0.43,0.14,0.01,0.0,5198.0,4600.0,4600.0,5198.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-01-31,9200.0,10166.0,0.16,0.43,0.14,0.01,0.0,5083.0,4600.0,4600.0,5083.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-02-03,9200.0,9982.0,0.16,0.43,0.14,0.01,0.0,4991.0,4600.0,4600.0,4991.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-02-04,9200.0,10212.0,0.16,0.42,0.14,0.01,0.0,5106.0,4600.0,4600.0,5106.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-02-05,9200.0,9384.0,0.16,0.43,0.14,0.01,0.0,4692.0,4600.0,4600.0,4692.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,4600.0,,,,,4600.0,0.0,0.01,0.0,0.0,900.0,931.5,0.0,0.0,,0.0,,0.0
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,985.5,0.0,0.0,,0.0,,0.0
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,981.0,0.0,0.0,,0.0,,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1008.0,0.0,0.0,,0.0,,0.0
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1003.5,0.0,0.0,,0.0,,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1003.5,0.0,0.0,,0.0,,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,990.0,0.0,0.0,,0.0,,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,994.5,0.0,0.0,,0.0,,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1030.5,0.0,0.0,,0.0,,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1003.5,0.0,0.0,,0.0,,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1062.0,0.0,0.0,,0.0,,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1345.5,0.0,0.0,,0.0,,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1129.5,0.0,0.0,,0.0,,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1147.5,0.0,0.0,,0.0,,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1138.5,0.0,0.0,,0.0,,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1062.0,0.0,0.0,,0.0,,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1125.0,0.0,0.0,,0.0,,0.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1107.0,0.0,0.0,,0.0,,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1116.0,0.0,0.0,,0.0,,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1201.5,0.0,0.0,,0.0,,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1170.0,0.0,0.0,,0.0,,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,903.0,0.0,0.0,,0.0,,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,917.0,0.0,0.0,,0.0,,0.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1215.0,0.0,0.0,,0.0,,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1215.0,0.0,0.0,,0.0,,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1170.0,0.0,0.0,,0.0,,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1188.0,0.0,0.0,,0.0,,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1066.5,0.0,0.0,,0.0,,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,967.68,0.0,0.0,,0.0,,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,1035.0,0.0,0.0,,0.0,,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,989.64,0.0,0.0,,0.0,,0.0
2025-04-30,1000.0,1200.0,0.02,0.06,0.02,0.0,0.0,1200.0,0.0,1000.0,0.0,,,1000.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-01,1000.0,1200.0,0.02,0.06,0.02,0.0,0.0,1200.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-02,1000.0,1180.0,0.02,0.06,0.02,0.0,0.0,1180.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-05,1000.0,1177.8,0.02,0.06,0.02,0.0,0.0,1177.8,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-06,1000.0,1130.0,0.02,0.06,0.02,0.0,0.0,1130.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-07,1000.0,1121.4,0.02,0.06,0.02,0.0,0.0,1121.4,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-08,1000.0,1090.0,0.02,0.06,0.02,0.0,0.0,1090.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-09,1000.0,1128.0,0.02,0.06,0.02,0.0,0.0,1128.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-12,1000.0,1120.0,0.02,0.06,0.02,0.0,0.0,1120.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-20,1242.0,1279.26,0.02,0.08,0.02,0.0,0.0,1279.26,1242.0,1242.0,1279.26,,,1242.0,,,,,,0.0,1242.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-21,1242.0,1285.47,0.02,0.09,0.02,0.0,0.0,1285.47,1242.0,1242.0,1285.47,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-22,1242.0,1304.1,0.02,0.1,0.02,0.0,0.0,1304.1,1242.0,1242.0,1304.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-23,1242.0,1316.52,0.02,0.11,0.02,0.0,0.0,1316.52,1242.0,1242.0,1316.52,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-26,1242.0,1279.26,0.02,0.11,0.02,0.0,0.0,1279.26,1242.0,1242.0,1279.26,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-27,1242.0,1285.47,0.02,0.11,0.02,0.0,0.0,1285.47,0.0,1242.0,0.0,,,,0.0,,1242.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2025-05-28,1155.0,1224.3,0.02,0.11,0.02,0.0,0.0,1224.3,1155.0,1155.0,1224.3,,,1155.0,,,,,,0.0,1155.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-29,1155.0,1212.75,0.02,0.11,0.02,0.0,0.0,1212.75,1155.0,1155.0,1212.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-05-30,1155.0,1253.18,0.02,0.12,0.02,0.0,0.0,1253.18,1155.0,1155.0,1253.18,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-02,1155.0,1230.08,0.02,0.12,0.02,0.0,0.0,1230.08,1155.0,1155.0,1230.08,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-03,1155.0,1328.25,0.02,0.12,0.02,0.0,0.0,1328.25,1155.0,1155.0,1328.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-04,1155.0,1362.9,0.02,0.12,0.02,0.0,0.0,1362.9,1155.0,1155.0,1362.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-05,1155.0,1357.13,0.02,0.12,0.02,0.0,0.0,1357.13,1155.0,1155.0,1357.13,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-06,1155.0,1328.25,0.02,0.13,0.02,0.0,0.0,1328.25,1155.0,1155.0,1328.25,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-09,1155.0,1270.5,0.02,0.13,0.02,0.0,0.0,1270.5,1155.0,1155.0,1270.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-10,1155.0,1305.15,0.02,0.13,0.02,0.0,0.0,1305.15,1155.0,1155.0,1305.15,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-11,1155.0,1322.48,0.02,0.13,0.02,0.0,0.0,1322.48,1155.0,1155.0,1322.48,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-12,1155.0,1310.93,0.02,0.13,0.02,0.0,0.0,1310.93,1155.0,1155.0,1310.93,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-13,1155.0,1253.18,0.02,0.14,0.02,0.0,0.0,1253.18,1155.0,1155.0,1253.18,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-16,1155.0,1270.5,0.02,0.14,0.02,0.0,0.0,1270.5,1155.0,1155.0,1270.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-17,1155.0,1339.8,0.02,0.14,0.02,0.0,0.0,1339.8,1155.0,1155.0,1339.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2025-06-18,2310.0,2760.45,0.04,0.27,0.04,0.0,0.0,1380.23,1155.0,1155.0,1380.23,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
