,ALNN6 FP Equity_DX_SI_QTY,ALNN6 FP Equity_DX_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNN6 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNN6 FP Equity_DX_SI_MV,ALNN6 FP Equity_DX_DSS,ALNN6 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SUPPLY_SI_QTY,ALNN6 FP Equity_DX_BROKER_SI_QTY,ALNN6 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_x,ALNN6 FP Equity_DX_BROKER_SI_QTY_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_MV_DEC,ALNN6 FP Equity_DX_BROKER_SI_QTY_INC,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_y,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNN6 FP Equity_DX_BROKER_SI_MV_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNN6 FP Equity_DX_BROKER_SI_QTY_DEC,ALNN6 FP Equity_DX_SUPPLY_SI_MV,ALNN6 FP Equity_DX_BROKER_SI_MV_DEC,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNN6 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNN6 FP Equity_DX_BROKER_SI_CON_RATIO,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNN6 FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-06-29,10000.0,8300.0,0.26,0.79,0.15,0.01,0.0,4150.0,5000.0,5000.0,4150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-06-30,10000.0,8340.0,0.26,0.78,0.15,0.01,0.0,4170.0,5000.0,5000.0,4170.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-01,10000.0,8340.0,0.26,0.79,0.15,0.01,0.0,4170.0,5000.0,5000.0,4170.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-04,10000.0,8060.0,0.26,0.83,0.15,0.01,0.0,4030.0,5000.0,5000.0,4030.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-05,10000.0,8100.0,0.26,0.85,0.15,0.01,0.0,4050.0,5000.0,5000.0,4050.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-06,10000.0,8300.0,0.26,0.88,0.15,0.01,0.0,4150.0,5000.0,5000.0,4150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-07,10000.0,8120.0,0.26,0.9,0.15,0.01,0.0,4060.0,5000.0,5000.0,4060.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-08,10000.0,8160.0,0.26,0.86,0.15,0.01,0.0,4080.0,5000.0,5000.0,4080.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-11,10000.0,8100.0,0.26,0.86,0.15,0.01,0.0,4050.0,5000.0,5000.0,4050.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-12,10000.0,7980.0,0.26,0.87,0.15,0.01,0.0,3990.0,5000.0,5000.0,3990.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-13,10000.0,8020.0,0.26,0.86,0.15,0.01,0.0,4010.0,5000.0,5000.0,4010.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-14,10000.0,7940.0,0.26,0.87,0.15,0.01,0.0,3970.0,5000.0,5000.0,3970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-15,10000.0,9000.0,0.26,0.84,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-18,10000.0,10650.0,0.26,0.76,0.15,0.01,0.0,5325.0,5000.0,5000.0,5325.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-19,10000.0,11650.0,0.26,0.62,0.15,0.01,0.0,5825.0,5000.0,5000.0,5825.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-20,10000.0,11500.0,0.26,0.53,0.15,0.01,0.0,5750.0,5000.0,5000.0,5750.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-21,10000.0,11050.0,0.26,0.52,0.15,0.01,0.0,5525.0,5000.0,5000.0,5525.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-22,10000.0,9900.0,0.26,0.54,0.15,0.01,0.0,4950.0,5000.0,5000.0,4950.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-25,10000.0,10000.0,0.26,0.53,0.15,0.01,0.0,5000.0,5000.0,5000.0,5000.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-26,10000.0,10300.0,0.26,0.56,0.15,0.01,0.0,5150.0,5000.0,5000.0,5150.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-27,10000.0,9100.0,0.26,0.57,0.15,0.01,0.0,4550.0,5000.0,5000.0,4550.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-28,10000.0,8780.0,0.26,0.52,0.15,0.01,0.0,4390.0,5000.0,5000.0,4390.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-07-29,10000.0,8800.0,0.26,0.52,0.15,0.01,0.0,4400.0,5000.0,5000.0,4400.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-01,10000.0,9080.0,0.26,0.5,0.15,0.01,0.0,4540.0,5000.0,5000.0,4540.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-02,10000.0,9000.0,0.26,0.48,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-03,10000.0,9000.0,0.26,0.48,0.15,0.01,0.0,4500.0,5000.0,5000.0,4500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-04,10000.0,9100.0,0.26,0.48,0.15,0.01,0.0,4550.0,5000.0,5000.0,4550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-05,10000.0,9180.0,0.26,0.48,0.15,0.01,0.0,4590.0,5000.0,5000.0,4590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-08,10000.0,8920.0,0.26,0.48,0.15,0.01,0.0,4460.0,5000.0,5000.0,4460.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-09,10000.0,9480.0,0.26,0.47,0.15,0.01,0.0,4740.0,5000.0,5000.0,4740.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-10,10000.0,9460.0,0.26,0.47,0.15,0.01,0.0,4730.0,5000.0,5000.0,4730.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-11,10000.0,9300.0,0.26,0.47,0.15,0.01,0.0,4650.0,5000.0,5000.0,4650.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-12,10000.0,9260.0,0.26,0.47,0.15,0.01,0.0,4630.0,5000.0,5000.0,4630.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-15,10000.0,9180.0,0.26,0.46,0.15,0.01,0.0,4590.0,5000.0,5000.0,4590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-16,10000.0,8920.0,0.26,0.46,0.15,0.01,0.0,4460.0,5000.0,5000.0,4460.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-17,10000.0,8800.0,0.26,0.46,0.15,0.01,0.0,4400.0,5000.0,5000.0,4400.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-18,10000.0,8700.0,0.26,0.46,0.15,0.01,0.0,4350.0,5000.0,5000.0,4350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-19,10000.0,8880.0,0.26,0.47,0.15,0.01,0.0,4440.0,5000.0,5000.0,4440.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-22,10000.0,9260.0,0.26,0.48,0.15,0.01,0.0,4630.0,5000.0,5000.0,4630.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-23,10000.0,9100.0,0.26,0.47,0.15,0.01,0.0,4550.0,5000.0,5000.0,4550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-24,10000.0,8760.0,0.26,0.47,0.15,0.01,0.0,4380.0,5000.0,5000.0,4380.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-25,10000.0,8780.0,0.26,0.46,0.15,0.01,0.0,4390.0,5000.0,5000.0,4390.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-26,10000.0,8700.0,0.26,0.46,0.15,0.01,0.0,4350.0,5000.0,5000.0,4350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-29,10000.0,8640.0,0.26,0.49,0.15,0.01,0.0,4320.0,5000.0,5000.0,4320.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-30,10000.0,8700.0,0.26,0.59,0.15,0.01,0.0,4350.0,5000.0,5000.0,4350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-08-31,10000.0,8420.0,0.26,0.7,0.15,0.01,0.0,4210.0,5000.0,5000.0,4210.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-01,10000.0,8360.0,0.26,0.74,0.15,0.01,0.0,4180.0,5000.0,5000.0,4180.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-02,10000.0,8160.0,0.26,0.82,0.15,0.01,0.0,4080.0,5000.0,5000.0,4080.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-05,10000.0,8080.0,0.26,0.87,0.15,0.01,0.0,4040.0,5000.0,5000.0,4040.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-06,10000.0,8200.0,0.26,0.92,0.15,0.01,0.0,4100.0,5000.0,5000.0,4100.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-07,10000.0,8460.0,0.26,0.86,0.15,0.01,0.0,4230.0,5000.0,5000.0,4230.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-08,10000.0,8460.0,0.26,0.91,0.15,0.01,0.0,4230.0,5000.0,5000.0,4230.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-09,10000.0,8380.0,0.26,0.86,0.15,0.01,0.0,4190.0,5000.0,5000.0,4190.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-12,10000.0,8200.0,0.26,0.86,0.15,0.01,0.0,4100.0,5000.0,5000.0,4100.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-13,10000.0,8000.0,0.26,0.96,0.15,0.01,0.0,4000.0,5000.0,5000.0,4000.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-14,10000.0,8000.0,0.26,0.97,0.15,0.01,0.0,4000.0,5000.0,5000.0,4000.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-15,10000.0,7860.0,0.26,0.97,0.15,0.01,0.0,3930.0,5000.0,5000.0,3930.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-16,10000.0,8060.0,0.26,0.98,0.15,0.01,0.0,4030.0,5000.0,5000.0,4030.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-19,10000.0,7940.0,0.26,1.01,0.15,0.01,0.0,3970.0,5000.0,5000.0,3970.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-20,10000.0,8700.0,0.26,1.01,0.15,0.01,0.0,4350.0,5000.0,5000.0,4350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-21,10000.0,8300.0,0.26,1.02,0.15,0.01,0.0,4150.0,5000.0,5000.0,4150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-22,10000.0,8100.0,0.26,0.93,0.15,0.01,0.0,4050.0,5000.0,5000.0,4050.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-23,10000.0,7620.0,0.26,0.86,0.15,0.01,0.0,3810.0,5000.0,5000.0,3810.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-26,10000.0,7500.0,0.26,0.87,0.15,0.01,0.0,3750.0,5000.0,5000.0,3750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-27,10000.0,7660.0,0.26,0.86,0.15,0.01,0.0,3830.0,5000.0,5000.0,3830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-28,10000.0,7660.0,0.26,0.87,0.15,0.01,0.0,3830.0,5000.0,5000.0,3830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-29,10000.0,7680.0,0.26,0.87,0.15,0.01,0.0,3840.0,5000.0,5000.0,3840.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-09-30,10000.0,7660.0,0.26,0.87,0.15,0.01,0.0,3830.0,5000.0,5000.0,3830.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-03,10000.0,7500.0,0.26,0.88,0.15,0.01,0.0,3750.0,5000.0,5000.0,3750.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-04,10000.0,8300.0,0.26,0.89,0.15,0.01,0.0,4150.0,5000.0,5000.0,4150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-05,10000.0,8440.0,0.26,0.74,0.15,0.01,0.0,4220.0,5000.0,5000.0,4220.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-06,10000.0,8360.0,0.26,0.74,0.15,0.01,0.0,4180.0,5000.0,5000.0,4180.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-07,10000.0,7700.0,0.26,0.75,0.15,0.01,0.0,3850.0,5000.0,5000.0,3850.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-10,10000.0,8000.0,0.26,0.73,0.15,0.01,0.0,4000.0,5000.0,5000.0,4000.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-11,10000.0,7600.0,0.26,0.67,0.15,0.01,0.0,3800.0,5000.0,5000.0,3800.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-12,10000.0,7780.0,0.26,0.67,0.15,0.01,0.0,3890.0,5000.0,5000.0,3890.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-13,10000.0,7760.0,0.26,0.67,0.15,0.01,0.0,3880.0,5000.0,5000.0,3880.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-14,10000.0,7340.0,0.26,0.67,0.15,0.01,0.0,3670.0,5000.0,5000.0,3670.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-17,10000.0,7420.0,0.26,0.69,0.15,0.01,0.0,3710.0,5000.0,5000.0,3710.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-18,10000.0,7380.0,0.26,0.7,0.15,0.01,0.0,3690.0,5000.0,5000.0,3690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-19,10000.0,7380.0,0.26,0.76,0.15,0.01,0.0,3690.0,5000.0,5000.0,3690.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-20,10000.0,7360.0,0.26,0.83,0.15,0.01,0.0,3680.0,5000.0,5000.0,3680.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-21,10000.0,7360.0,0.26,0.9,0.15,0.01,0.0,3680.0,5000.0,5000.0,3680.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-24,10000.0,7140.0,0.17,0.96,0.15,0.01,0.0,3570.0,5000.0,5000.0,3570.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-25,10000.0,7000.0,0.17,0.98,0.15,0.01,0.0,3500.0,5000.0,5000.0,3500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-26,10000.0,7260.0,0.17,0.99,0.15,0.01,0.0,3630.0,5000.0,5000.0,3630.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-27,10000.0,7140.0,0.17,0.99,0.15,0.01,0.0,3570.0,5000.0,5000.0,3570.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-28,10000.0,7000.0,0.17,1.0,0.15,0.01,0.0,3500.0,5000.0,5000.0,3500.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-10-31,10000.0,6900.0,0.17,1.01,0.15,0.01,0.0,3450.0,5000.0,5000.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-01,10000.0,6860.0,0.17,1.01,0.15,0.01,0.0,3430.0,5000.0,5000.0,3430.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-02,10000.0,6880.0,0.17,1.04,0.15,0.01,0.0,3440.0,5000.0,5000.0,3440.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-03,10000.0,6940.0,0.17,1.15,0.15,0.01,0.0,3470.0,5000.0,5000.0,3470.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-04,10000.0,7040.0,0.17,1.28,0.15,0.01,0.0,3520.0,5000.0,5000.0,3520.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-07,10000.0,7280.0,0.17,1.28,0.15,0.01,0.0,3640.0,5000.0,5000.0,3640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-08,10000.0,7160.0,0.17,1.26,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-09,10000.0,7160.0,0.17,1.19,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-10,10000.0,7160.0,0.17,1.18,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-11,10000.0,7180.0,0.17,1.19,0.15,0.01,0.0,3590.0,5000.0,5000.0,3590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-14,10000.0,7320.0,0.17,1.18,0.15,0.01,0.0,3660.0,5000.0,5000.0,3660.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-15,10000.0,7280.0,0.17,1.14,0.15,0.01,0.0,3640.0,5000.0,5000.0,3640.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-16,10000.0,7180.0,0.17,1.59,0.15,0.01,0.0,3590.0,5000.0,5000.0,3590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-17,10000.0,7160.0,0.17,1.61,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-18,10000.0,7160.0,0.17,1.68,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-21,10000.0,7160.0,0.17,1.93,0.15,0.01,0.0,3580.0,5000.0,5000.0,3580.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-22,10000.0,7180.0,0.17,2.52,0.15,0.01,0.0,3590.0,5000.0,5000.0,3590.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-23,10000.0,7200.0,0.17,2.64,0.15,0.01,0.0,3600.0,5000.0,5000.0,3600.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-24,10000.0,7100.0,0.17,2.67,0.15,0.01,0.0,3550.0,5000.0,5000.0,3550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-25,10000.0,7100.0,0.17,2.73,0.15,0.01,0.0,3550.0,5000.0,5000.0,3550.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-28,10000.0,6780.0,0.17,2.94,0.15,0.01,0.0,3390.0,5000.0,5000.0,3390.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-29,10000.0,6720.0,0.17,2.96,0.15,0.01,0.0,3360.0,5000.0,5000.0,3360.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-11-30,10000.0,6740.0,0.17,2.87,0.15,0.01,0.0,3370.0,5000.0,5000.0,3370.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-01,10000.0,6860.0,0.17,2.8,0.15,0.01,0.0,3430.0,5000.0,5000.0,3430.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-02,10000.0,6900.0,0.17,2.85,0.15,0.01,0.0,3450.0,5000.0,5000.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-05,10000.0,6500.0,0.17,2.94,0.15,0.01,0.0,3250.0,5000.0,5000.0,3250.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-06,10000.0,6500.0,0.17,2.53,0.15,0.01,0.0,3250.0,5000.0,5000.0,3250.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-07,10000.0,6580.0,0.17,2.55,0.15,0.01,0.0,3290.0,5000.0,5000.0,3290.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-12-08,10000.0,6720.0,0.17,2.52,0.15,0.01,0.0,3360.0,5000.0,5000.0,3360.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
