,MLCHE FP Equity_DX_SI_QTY,MLCHE FP Equity_DX_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCHE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCHE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCHE FP Equity_DX_SI_MV,MLCHE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCHE FP Equity_DX_SUPPLY_SI_QTY,MLCHE FP Equity_DX_BROKER_SI_QTY,MLCHE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCHE FP Equity_DX_SUPPLY_SI_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_UTILIZATION_QUANTITY,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCHE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCHE FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCHE FP Equity_DX_BROKER_SI_CON_RATIO,MLCHE FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCHE FP Equity_PX_LAST
2009-06-09,,,,,,,,,,,,,,,,,,,,6.64
2009-06-10,,,,,,,,,,,,,,,,,,,,6.64
2009-06-11,,,,,,,,,,,,,,,,,,,,6.64
2009-06-12,,,,,,,,,,,,,,,,,,,,6.64
2009-06-15,,,,,,,,,,,,,,,,,,,,6.64
2009-06-16,,,,,,,,,,,,,,,,,,,,6.64
2009-06-17,,,,,,,,,,,,,,,,,,,,6.64
2009-06-18,,,,,,,,,,,,,,,,,,,,6.64
2009-06-19,,,,,,,,,,,,,,,,,,,,6.64
2009-06-22,,,,,,,,,,,,,,,,,,,,6.64
2009-06-23,,,,,,,,,,,,,,,,,,,,6.64
2009-07-13,,,,,,,,,,,,,,,,,,,,6.5
2009-09-09,,,,,,,,,,,,,,,,,,,,6.08
2009-09-10,,,,,,,,,,,,,,,,,,,,6.08
2009-09-11,,,,,,,,,,,,,,,,,,,,6.08
2009-09-14,,,,,,,,,,,,,,,,,,,,6.08
2009-09-15,,,,,,,,,,,,,,,,,,,,6.08
2009-09-16,,,,,,,,,,,,,,,,,,,,6.08
2009-09-17,,,,,,,,,,,,,,,,,,,,6.08
2009-09-18,,,,,,,,,,,,,,,,,,,,6.08
2009-09-21,,,,,,,,,,,,,,,,,,,,6.08
2009-09-22,,,,,,,,,,,,,,,,,,,,6.08
2009-09-23,,,,,,,,,,,,,,,,,,,,6.08
2009-09-24,,,,,,,,,,,,,,,,,,,,6.08
2009-09-25,,,,,,,,,,,,,,,,,,,,6.08
2009-09-28,,,,,,,,,,,,,,,,,,,,6.08
2009-09-29,,,,,,,,,,,,,,,,,,,,6.08
2009-09-30,,,,,,,,,,,,,,,,,,,,6.08
2009-10-01,,,,,,,,,,,,,,,,,,,,6.08
2009-10-02,,,,,,,,,,,,,,,,,,,,6.08
2009-10-05,,,,,,,,,,,,,,,,,,,,6.08
2009-10-06,,,,,,,,,,,,,,,,,,,,6.08
2009-10-07,,,,,,,,,,,,,,,,,,,,6.08
2009-10-08,,,,,,,,,,,,,,,,,,,,6.08
2009-10-09,,,,,,,,,,,,,,,,,,,,6.08
2009-10-12,,,,,,,,,,,,,,,,,,,,6.08
2009-10-13,,,,,,,,,,,,,,,,,,,,6.08
2009-10-14,,,,,,,,,,,,,,,,,,,,6.08
2009-11-02,,,,,,,,,,,,,,,,,,,,6.08
2009-11-03,,,,,,,,,,,,,,,,,,,,6.08
2009-11-04,,,,,,,,,,,,,,,,,,,,6.08
2009-11-05,,,,,,,,,,,,,,,,,,,,6.08
2009-11-06,,,,,,,,,,,,,,,,,,,,6.1
2009-11-09,,,,,,,,,,,,,,,,,,,,6.1
2009-11-10,,,,,,,,,,,,,,,,,,,,6.1
2009-11-11,,,,,,,,,,,,,,,,,,,,6.1
2009-11-16,,,,,,,,,,,,,,,,,,,,6.1
2009-11-18,,,,,,,,,,,,,,,,,,,,6.1
2009-11-19,,,,,,,,,,,,,,,,,,,,6.1
2009-11-20,,,,,,,,,,,,,,,,,,,,6.1
2009-11-23,,,,,,,,,,,,,,,,,,,,6.1
2009-11-24,,,,,,,,,,,,,,,,,,,,6.1
2009-11-25,,,,,,,,,,,,,,,,,,,,6.1
2009-11-26,,,,,,,,,,,,,,,,,,,,6.1
2009-11-27,,,,,,,,,,,,,,,,,,,,6.1
2009-11-30,,,,,,,,,,,,,,,,,,,,6.1
2009-12-01,,,,,,,,,,,,,,,,,,,,6.1
2009-12-02,,,,,,,,,,,,,,,,,,,,6.1
2009-12-03,,,,,,,,,,,,,,,,,,,,6.1
2009-12-04,,,,,,,,,,,,,,,,,,,,6.1
2009-12-07,,,,,,,,,,,,,,,,,,,,6.1
2009-12-08,,,,,,,,,,,,,,,,,,,,6.1
2009-12-09,,,,,,,,,,,,,,,,,,,,6.1
2009-12-10,,,,,,,,,,,,,,,,,,,,6.1
2009-12-11,,,,,,,,,,,,,,,,,,,,6.1
2009-12-15,,,,,,,,,,,,,,,,,,,,6.1
2009-12-17,,,,,,,,,,,,,,,,,,,,6.1
2009-12-18,,,,,,,,,,,,,,,,,,,,6.1
2009-12-21,,,,,,,,,,,,,,,,,,,,6.1
2009-12-22,,,,,,,,,,,,,,,,,,,,6.1
2009-12-23,,,,,,,,,,,,,,,,,,,,6.1
2009-12-24,,,,,,,,,,,,,,,,,,,,6.1
2009-12-28,,,,,,,,,,,,,,,,,,,,6.1
2009-12-29,,,,,,,,,,,,,,,,,,,,6.1
2009-12-30,,,,,,,,,,,,,,,,,,,,6.1
2009-12-31,,,,,,,,,,,,,,,,,,,,6.1
2010-01-04,,,,,,,,,,,,,,,,,,,,6.1
2010-01-05,,,,,,,,,,,,,,,,,,,,6.1
2010-01-06,,,,,,,,,,,,,,,,,,,,6.1
2010-01-07,,,,,,,,,,,,,,,,,,,,6.1
2010-01-08,,,,,,,,,,,,,,,,,,,,6.1
2010-01-11,,,,,,,,,,,,,,,,,,,,6.1
2010-01-12,,,,,,,,,,,,,,,,,,,,6.1
2010-01-13,,,,,,,,,,,,,,,,,,,,6.1
2010-01-14,,,,,,,,,,,,,,,,,,,,6.1
2010-01-15,,,,,,,,,,,,,,,,,,,,6.1
2010-01-18,,,,,,,,,,,,,,,,,,,,6.1
2010-01-19,,,,,,,,,,,,,,,,,,,,6.1
2010-01-20,,,,,,,,,,,,,,,,,,,,6.1
2010-01-21,,,,,,,,,,,,,,,,,,,,6.1
2010-01-22,,,,,,,,,,,,,,,,,,,,6.1
2010-01-25,,,,,,,,,,,,,,,,,,,,6.1
2010-01-26,,,,,,,,,,,,,,,,,,,,5.92
2010-01-27,,,,,,,,,,,,,,,,,,,,5.92
2010-01-28,,,,,,,,,,,,,,,,,,,,5.92
2010-01-29,,,,,,,,,,,,,,,,,,,,5.92
2010-02-01,,,,,,,,,,,,,,,,,,,,5.92
2010-02-02,,,,,,,,,,,,,,,,,,,,5.92
2010-02-03,,,,,,,,,,,,,,,,,,,,5.92
2010-02-04,,,,,,,,,,,,,,,,,,,,5.92
2010-02-05,,,,,,,,,,,,,,,,,,,,5.92
2010-02-08,,,,,,,,,,,,,,,,,,,,5.92
2010-02-09,,,,,,,,,,,,,,,,,,,,5.92
2010-02-10,,,,,,,,,,,,,,,,,,,,5.92
2010-02-11,,,,,,,,,,,,,,,,,,,,5.92
2010-02-12,,,,,,,,,,,,,,,,,,,,5.92
2010-02-15,,,,,,,,,,,,,,,,,,,,5.92
2010-02-16,,,,,,,,,,,,,,,,,,,,5.92
2010-02-17,,,,,,,,,,,,,,,,,,,,5.92
2010-02-18,,,,,,,,,,,,,,,,,,,,5.92
2010-02-19,,,,,,,,,,,,,,,,,,,,5.92
2010-02-23,,,,,,,,,,,,,,,,,,,,5.92
2010-02-24,,,,,,,,,,,,,,,,,,,,5.92
2010-02-26,,,,,,,,,,,,,,,,,,,,5.92
2010-03-01,,,,,,,,,,,,,,,,,,,,5.92
2010-03-02,,,,,,,,,,,,,,,,,,,,5.92
2010-03-03,,,,,,,,,,,,,,,,,,,,6.45
2010-03-04,,,,,,,,,,,,,,,,,,,,6.45
2010-03-05,,,,,,,,,,,,,,,,,,,,6.45
2010-03-08,,,,,,,,,,,,,,,,,,,,6.45
2010-03-09,,,,,,,,,,,,,,,,,,,,6.45
2010-03-10,,,,,,,,,,,,,,,,,,,,6.45
2010-03-11,,,,,,,,,,,,,,,,,,,,6.45
2010-03-12,,,,,,,,,,,,,,,,,,,,6.45
2010-03-15,,,,,,,,,,,,,,,,,,,,6.45
2010-03-16,,,,,,,,,,,,,,,,,,,,6.45
2010-03-17,,,,,,,,,,,,,,,,,,,,6.45
2010-03-18,,,,,,,,,,,,,,,,,,,,6.45
2010-03-19,,,,,,,,,,,,,,,,,,,,6.45
2010-03-22,,,,,,,,,,,,,,,,,,,,6.45
2010-03-23,,,,,,,,,,,,,,,,,,,,6.45
2010-03-24,,,,,,,,,,,,,,,,,,,,6.45
2010-03-25,,,,,,,,,,,,,,,,,,,,6.45
2010-03-26,,,,,,,,,,,,,,,,,,,,6.45
2010-03-29,,,,,,,,,,,,,,,,,,,,6.45
2010-03-30,,,,,,,,,,,,,,,,,,,,6.45
2010-03-31,,,,,,,,,,,,,,,,,,,,6.45
2010-04-01,,,,,,,,,,,,,,,,,,,,6.45
2010-04-27,,,,,,,,,,,,,,,,,,,,5.23
2010-04-28,,,,,,,,,,,,,,,,,,,,5.23
2010-04-29,,,,,,,,,,,,,,,,,,,,5.23
2010-04-30,,,,,,,,,,,,,,,,,,,,5.23
2010-05-03,,,,,,,,,,,,,,,,,,,,5.23
2010-05-04,,,,,,,,,,,,,,,,,,,,5.23
2010-05-05,,,,,,,,,,,,,,,,,,,,5.23
2010-05-06,,,,,,,,,,,,,,,,,,,,5.23
2010-05-07,,,,,,,,,,,,,,,,,,,,5.23
2010-05-10,,,,,,,,,,,,,,,,,,,,5.23
2010-05-11,,,,,,,,,,,,,,,,,,,,5.23
2010-05-12,,,,,,,,,,,,,,,,,,,,5.23
2010-05-13,,,,,,,,,,,,,,,,,,,,5.23
2010-05-14,,,,,,,,,,,,,,,,,,,,5.23
2010-05-17,,,,,,,,,,,,,,,,,,,,5.23
2010-05-19,,,,,,,,,,,,,,,,,,,,5.23
2010-05-20,,,,,,,,,,,,,,,,,,,,5.23
2010-05-21,,,,,,,,,,,,,,,,,,,,5.23
2010-05-25,,,,,,,,,,,,,,,,,,,,5.23
2010-05-26,,,,,,,,,,,,,,,,,,,,5.23
2010-05-27,,,,,,,,,,,,,,,,,,,,5.23
2010-05-28,,,,,,,,,,,,,,,,,,,,5.23
2010-05-31,,,,,,,,,,,,,,,,,,,,5.23
2010-06-01,,,,,,,,,,,,,,,,,,,,5.23
2010-06-02,,,,,,,,,,,,,,,,,,,,5.23
2010-06-03,,,,,,,,,,,,,,,,,,,,5.23
2010-06-04,,,,,,,,,,,,,,,,,,,,5.23
2010-06-07,,,,,,,,,,,,,,,,,,,,5.23
2010-06-08,,,,,,,,,,,,,,,,,,,,5.23
2010-06-09,,,,,,,,,,,,,,,,,,,,5.23
2010-06-10,,,,,,,,,,,,,,,,,,,,5.23
2010-06-11,,,,,,,,,,,,,,,,,,,,5.23
2010-06-14,,,,,,,,,,,,,,,,,,,,5.23
2010-06-15,,,,,,,,,,,,,,,,,,,,5.23
2010-06-16,,,,,,,,,,,,,,,,,,,,5.23
2010-06-17,,,,,,,,,,,,,,,,,,,,5.23
2010-06-18,,,,,,,,,,,,,,,,,,,,5.23
2010-06-21,,,,,,,,,,,,,,,,,,,,5.23
2010-06-23,,,,,,,,,,,,,,,,,,,,5.23
2010-06-24,,,,,,,,,,,,,,,,,,,,5.23
2010-06-29,,,,,,,,,,,,,,,,,,,,5.23
2010-06-30,,,,,,,,,,,,,,,,,,,,5.23
2010-07-01,,,,,,,,,,,,,,,,,,,,5.23
2010-07-02,,,,,,,,,,,,,,,,,,,,5.23
2010-07-05,,,,,,,,,,,,,,,,,,,,5.23
2010-07-06,,,,,,,,,,,,,,,,,,,,5.23
2010-07-07,,,,,,,,,,,,,,,,,,,,5.23
2010-08-10,,,,,,,,,,,,,,,,,,,,5.23
2010-08-11,,,,,,,,,,,,,,,,,,,,5.23
2010-08-12,,,,,,,,,,,,,,,,,,,,5.23
2010-08-13,,,,,,,,,,,,,,,,,,,,5.23
2010-08-16,,,,,,,,,,,,,,,,,,,,5.23
2010-08-17,,,,,,,,,,,,,,,,,,,,5.23
2010-08-18,,,,,,,,,,,,,,,,,,,,5.23
2010-08-19,,,,,,,,,,,,,,,,,,,,5.23
2010-08-20,,,,,,,,,,,,,,,,,,,,5.23
2010-08-23,,,,,,,,,,,,,,,,,,,,5.23
2010-08-25,,,,,,,,,,,,,,,,,,,,5.23
2010-08-26,,,,,,,,,,,,,,,,,,,,5.23
2010-08-27,,,,,,,,,,,,,,,,,,,,5.23
2010-08-30,,,,,,,,,,,,,,,,,,,,5.23
2010-08-31,,,,,,,,,,,,,,,,,,,,5.23
2010-09-01,,,,,,,,,,,,,,,,,,,,5.23
2010-09-02,,,,,,,,,,,,,,,,,,,,5.23
2010-09-03,,,,,,,,,,,,,,,,,,,,5.23
2010-09-06,,,,,,,,,,,,,,,,,,,,5.23
2010-09-07,,,,,,,,,,,,,,,,,,,,5.23
2010-09-08,,,,,,,,,,,,,,,,,,,,5.23
2010-09-10,,,,,,,,,,,,,,,,,,,,5.23
2010-09-15,,,,,,,,,,,,,,,,,,,,5.23
2010-09-16,,,,,,,,,,,,,,,,,,,,5.23
2010-09-20,,,,,,,,,,,,,,,,,,,,5.23
2010-09-22,,,,,,,,,,,,,,,,,,,,5.23
2010-09-23,,,,,,,,,,,,,,,,,,,,5.23
2010-09-24,,,,,,,,,,,,,,,,,,,,5.23
2010-09-27,,,,,,,,,,,,,,,,,,,,5.23
2010-09-28,,,,,,,,,,,,,,,,,,,,5.23
2010-09-29,,,,,,,,,,,,,,,,,,,,5.23
2010-09-30,,,,,,,,,,,,,,,,,,,,5.23
2010-10-01,,,,,,,,,,,,,,,,,,,,5.23
2010-10-04,,,,,,,,,,,,,,,,,,,,5.5
2010-10-05,,,,,,,,,,,,,,,,,,,,5.5
2010-10-06,,,,,,,,,,,,,,,,,,,,5.5
2010-10-07,,,,,,,,,,,,,,,,,,,,5.5
2010-10-08,,,,,,,,,,,,,,,,,,,,5.5
2010-10-22,,,,,,,,,,,,,,,,,,,,5.0
2010-10-25,,,,,,,,,,,,,,,,,,,,5.0
2010-10-26,,,,,,,,,,,,,,,,,,,,5.0
2010-10-28,,,,,,,,,,,,,,,,,,,,5.0
2010-11-09,,,,,,,,,,,,,,,,,,,,5.0
2010-11-10,,,,,,,,,,,,,,,,,,,,5.0
2010-11-11,,,,,,,,,,,,,,,,,,,,5.0
2010-11-12,,,,,,,,,,,,,,,,,,,,5.0
2010-12-24,,,,,,,,,,,,,,,,,,,,4.89
2010-12-27,,,,,,,,,,,,,,,,,,,,4.89
2010-12-28,,,,,,,,,,,,,,,,,,,,4.89
2010-12-29,,,,,,,,,,,,,,,,,,,,4.89
2010-12-30,,,,,,,,,,,,,,,,,,,,4.89
2010-12-31,,,,,,,,,,,,,,,,,,,,4.89
2011-01-03,,,,,,,,,,,,,,,,,,,,4.89
2011-01-04,,,,,,,,,,,,,,,,,,,,4.89
2011-01-05,,,,,,,,,,,,,,,,,,,,4.89
2011-01-06,,,,,,,,,,,,,,,,,,,,4.89
2011-01-07,,,,,,,,,,,,,,,,,,,,4.89
2011-01-11,,,,,,,,,,,,,,,,,,,,4.89
2011-01-12,,,,,,,,,,,,,,,,,,,,4.89
2011-01-13,,,,,,,,,,,,,,,,,,,,4.89
2011-01-14,,,,,,,,,,,,,,,,,,,,4.89
2011-01-17,,,,,,,,,,,,,,,,,,,,4.89
2011-01-18,,,,,,,,,,,,,,,,,,,,4.89
2011-01-19,,,,,,,,,,,,,,,,,,,,4.89
2011-01-20,,,,,,,,,,,,,,,,,,,,4.89
2011-01-21,,,,,,,,,,,,,,,,,,,,4.89
2011-01-24,,,,,,,,,,,,,,,,,,,,4.89
2011-01-25,,,,,,,,,,,,,,,,,,,,4.89
2011-01-26,,,,,,,,,,,,,,,,,,,,4.89
2011-01-27,,,,,,,,,,,,,,,,,,,,4.9
2011-01-28,,,,,,,,,,,,,,,,,,,,4.9
2011-01-31,,,,,,,,,,,,,,,,,,,,4.9
2011-02-01,,,,,,,,,,,,,,,,,,,,4.9
2011-02-02,,,,,,,,,,,,,,,,,,,,4.89
2011-02-03,,,,,,,,,,,,,,,,,,,,4.89
2011-02-04,,,,,,,,,,,,,,,,,,,,4.89
2011-02-07,,,,,,,,,,,,,,,,,,,,4.89
2011-02-08,,,,,,,,,,,,,,,,,,,,4.89
2011-02-09,,,,,,,,,,,,,,,,,,,,4.89
2011-02-10,,,,,,,,,,,,,,,,,,,,4.89
2011-02-11,,,,,,,,,,,,,,,,,,,,4.89
2011-02-14,,,,,,,,,,,,,,,,,,,,4.89
2011-02-15,,,,,,,,,,,,,,,,,,,,4.89
2011-02-16,,,,,,,,,,,,,,,,,,,,4.88
2011-02-17,,,,,,,,,,,,,,,,,,,,4.88
2011-02-18,,,,,,,,,,,,,,,,,,,,4.88
2011-02-21,,,,,,,,,,,,,,,,,,,,4.88
2011-02-22,,,,,,,,,,,,,,,,,,,,4.88
2011-02-23,,,,,,,,,,,,,,,,,,,,4.88
2011-02-24,,,,,,,,,,,,,,,,,,,,4.88
2011-02-25,,,,,,,,,,,,,,,,,,,,4.88
2011-02-28,,,,,,,,,,,,,,,,,,,,4.84
2011-03-01,,,,,,,,,,,,,,,,,,,,4.84
2011-03-02,,,,,,,,,,,,,,,,,,,,4.79
2011-03-03,,,,,,,,,,,,,,,,,,,,4.79
2011-03-04,,,,,,,,,,,,,,,,,,,,4.79
2011-03-07,,,,,,,,,,,,,,,,,,,,4.79
2011-03-08,,,,,,,,,,,,,,,,,,,,4.79
2011-03-09,,,,,,,,,,,,,,,,,,,,4.79
2011-03-10,,,,,,,,,,,,,,,,,,,,4.79
2011-03-11,,,,,,,,,,,,,,,,,,,,4.79
2011-03-14,,,,,,,,,,,,,,,,,,,,4.79
2011-03-15,,,,,,,,,,,,,,,,,,,,4.79
2011-03-16,,,,,,,,,,,,,,,,,,,,4.79
2011-03-17,,,,,,,,,,,,,,,,,,,,4.79
2011-03-18,,,,,,,,,,,,,,,,,,,,4.79
2011-03-21,,,,,,,,,,,,,,,,,,,,4.79
2011-03-22,,,,,,,,,,,,,,,,,,,,4.79
2011-03-23,,,,,,,,,,,,,,,,,,,,4.79
2011-03-24,,,,,,,,,,,,,,,,,,,,4.79
2011-03-25,,,,,,,,,,,,,,,,,,,,4.79
2011-03-28,,,,,,,,,,,,,,,,,,,,4.79
2011-03-29,,,,,,,,,,,,,,,,,,,,4.79
2011-03-30,,,,,,,,,,,,,,,,,,,,4.79
2011-03-31,,,,,,,,,,,,,,,,,,,,4.79
2011-04-01,,,,,,,,,,,,,,,,,,,,4.79
2011-04-04,,,,,,,,,,,,,,,,,,,,4.79
2011-04-05,,,,,,,,,,,,,,,,,,,,4.79
2011-04-06,,,,,,,,,,,,,,,,,,,,4.79
2011-04-07,,,,,,,,,,,,,,,,,,,,4.79
2011-04-08,,,,,,,,,,,,,,,,,,,,4.79
2011-04-11,,,,,,,,,,,,,,,,,,,,4.79
2011-04-12,,,,,,,,,,,,,,,,,,,,4.79
2011-04-13,,,,,,,,,,,,,,,,,,,,4.79
2011-04-14,,,,,,,,,,,,,,,,,,,,4.79
2011-04-15,,,,,,,,,,,,,,,,,,,,4.79
2011-04-18,,,,,,,,,,,,,,,,,,,,4.79
2011-04-19,,,,,,,,,,,,,,,,,,,,4.79
2011-04-20,,,,,,,,,,,,,,,,,,,,4.79
2011-04-21,,,,,,,,,,,,,,,,,,,,4.79
2011-04-26,,,,,,,,,,,,,,,,,,,,4.79
2011-04-27,,,,,,,,,,,,,,,,,,,,4.79
2011-04-28,,,,,,,,,,,,,,,,,,,,4.79
2011-04-29,,,,,,,,,,,,,,,,,,,,4.79
2011-05-02,,,,,,,,,,,,,,,,,,,,4.79
2011-05-03,,,,,,,,,,,,,,,,,,,,4.79
2011-05-04,,,,,,,,,,,,,,,,,,,,4.79
2011-05-05,,,,,,,,,,,,,,,,,,,,4.79
2011-05-06,,,,,,,,,,,,,,,,,,,,4.79
2011-05-09,,,,,,,,,,,,,,,,,,,,4.79
2011-05-10,,,,,,,,,,,,,,,,,,,,4.79
2011-05-11,,,,,,,,,,,,,,,,,,,,4.79
2011-05-12,,,,,,,,,,,,,,,,,,,,4.79
2011-05-13,,,,,,,,,,,,,,,,,,,,4.79
2011-05-17,,,,,,,,,,,,,,,,,,,,4.79
2011-05-18,,,,,,,,,,,,,,,,,,,,4.79
2011-05-24,,,,,,,,,,,,,,,,,,,,4.79
2011-06-14,,,,,,,,,,,,,,,,,,,,4.86
2011-07-01,,,,,,,,,,,,,,,,,,,,4.86
2011-12-14,,,,,,,,,,,,,,,,,,,,5.86
2012-01-27,,,,,,,,,,,,,,,,,,,,7.75
2012-02-29,,,,,,,,,,,,,,,,,,,,4.6
2012-03-13,,,,,,,,,,,,,,,,,,,,9.0
2012-03-22,,,,,,,,,,,,,,,,,,,,8.02
2012-04-18,,,,,,,,,,,,,,,,,,,,6.52
2012-04-19,,,,,,,,,,,,,,,,,,,,6.51
2012-05-08,,,,,,,,,,,,,,,,,,,,9.51
2012-06-25,,,,,,,,,,,,,,,,,,,,5.07
2012-07-20,,,,,,,,,,,,,,,,,,,,7.26
2012-08-06,,,,,,,,,,,,,,,,,,,,5.31
2012-09-11,,,,,,,,,,,,,,,,,,,,4.8
2012-09-24,,,,,,,,,,,,,,,,,,,,6.0
2012-09-25,,,,,,,,,,,,,,,,,,,,6.0
2012-09-26,,,,,,,,,,,,,,,,,,,,6.0
2012-10-30,,,,,,,,,,,,,,,,,,,,6.6
2012-11-28,,,,,,,,,,,,,,,,,,,,6.0
2012-12-20,,,,,,,,,,,,,,,,,,,,6.0
2012-12-21,,,,,,,,,,,,,,,,,,,,6.01
2013-01-22,,,,,,,,,,,,,,,,,,,,6.0
2013-03-05,,,,,,,,,,,,,,,,,,,,7.0
2013-04-04,,,,,,,,,,,,,,,,,,,,7.0
2013-04-18,,,,,,,,,,,,,,,,,,,,6.8
2013-04-19,,,,,,,,,,,,,,,,,,,,6.89
2013-06-05,,,,,,,,,,,,,,,,,,,,6.1
2013-09-17,,,,,,,,,,,,,,,,,,,,6.04
2013-09-26,,,,,,,,,,,,,,,,,,,,6.0
2013-10-11,,,,,,,,,,,,,,,,,,,,5.4
2013-10-24,,,,,,,,,,,,,,,,,,,,5.4
2013-11-07,,,,,,,,,,,,,,,,,,,,5.2
2013-11-08,,,,,,,,,,,,,,,,,,,,5.2
2013-11-15,,,,,,,,,,,,,,,,,,,,5.2
2013-11-18,,,,,,,,,,,,,,,,,,,,5.2
2013-11-21,,,,,,,,,,,,,,,,,,,,4.23
2013-12-23,,,,,,,,,,,,,,,,,,,,4.99
2013-12-31,,,,,,,,,,,,,,,,,,,,3.29
2014-02-05,,,,,,,,,,,,,,,,,,,,3.51
2014-02-26,,,,,,,,,,,,,,,,,,,,7.0
2014-02-27,,,,,,,,,,,,,,,,,,,,7.49
2014-02-28,,,,,,,,,,,,,,,,,,,,7.0
2014-03-03,,,,,,,,,,,,,,,,,,,,7.0
2014-03-04,,,,,,,,,,,,,,,,,,,,7.0
2014-03-17,,,,,,,,,,,,,,,,,,,,6.5
2014-03-21,,,,,,,,,,,,,,,,,,,,6.0
2014-03-25,,,,,,,,,,,,,,,,,,,,6.6
2014-03-31,,,,,,,,,,,,,,,,,,,,5.55
2014-04-29,,,,,,,,,,,,,,,,,,,,6.0
2014-04-30,,,,,,,,,,,,,,,,,,,,6.0
2014-05-02,,,,,,,,,,,,,,,,,,,,6.58
2014-05-05,,,,,,,,,,,,,,,,,,,,6.08
2014-05-20,,,,,,,,,,,,,,,,,,,,7.34
2014-06-03,,,,,,,,,,,,,,,,,,,,7.5
2014-06-10,,,,,,,,,,,,,,,,,,,,6.04
2014-06-11,,,,,,,,,,,,,,,,,,,,6.11
2014-09-19,,,,,,,,,,,,,,,,,,,,8.0
2014-09-22,,,,,,,,,,,,,,,,,,,,8.0
2014-09-23,,,,,,,,,,,,,,,,,,,,7.22
2014-09-24,,,,,,,,,,,,,,,,,,,,6.5
2014-10-09,,,,,,,,,,,,,,,,,,,,11.35
2014-10-13,,,,,,,,,,,,,,,,,,,,9.53
2014-10-14,,,,,,,,,,,,,,,,,,,,8.71
2014-10-15,,,,,,,,,,,,,,,,,,,,8.61
2014-11-06,,,,,,,,,,,,,,,,,,,,9.5
2014-11-18,,,,,,,,,,,,,,,,,,,,11.0
2014-11-19,,,,,,,,,,,,,,,,,,,,11.0
2014-11-25,,,,,,,,,,,,,,,,,,,,11.0
2014-12-18,,,,,,,,,,,,,,,,,,,,8.02
2015-01-20,,,,,,,,,,,,,,,,,,,,10.67
2015-01-21,,,,,,,,,,,,,,,,,,,,10.8
2015-02-04,,,,,,,,,,,,,,,,,,,,10.8
2015-02-10,,,,,,,,,,,,,,,,,,,,10.8
2015-02-11,,,,,,,,,,,,,,,,,,,,10.8
2015-03-02,,,,,,,,,,,,,,,,,,,,12.01
2015-03-03,,,,,,,,,,,,,,,,,,,,11.99
2015-03-05,,,,,,,,,,,,,,,,,,,,11.99
2015-03-10,,,,,,,,,,,,,,,,,,,,11.95
2015-03-12,,,,,,,,,,,,,,,,,,,,12.01
2015-03-18,,,,,,,,,,,,,,,,,,,,12.01
2015-04-22,,,,,,,,,,,,,,,,,,,,12.01
2015-04-23,,,,,,,,,,,,,,,,,,,,13.0
2015-05-14,,,,,,,,,,,,,,,,,,,,10.53
2015-05-15,,,,,,,,,,,,,,,,,,,,9.71
2015-05-21,,,,,,,,,,,,,,,,,,,,13.0
2015-06-08,,,,,,,,,,,,,,,,,,,,14.16
2015-06-09,,,,,,,,,,,,,,,,,,,,14.15
2015-06-18,,,,,,,,,,,,,,,,,,,,14.16
2015-07-01,,,,,,,,,,,,,,,,,,,,10.9
2015-07-07,,,,,,,,,,,,,,,,,,,,15.9
2015-07-08,,,,,,,,,,,,,,,,,,,,17.4
2015-07-13,,,,,,,,,,,,,,,,,,,,18.0
2015-07-16,,,,,,,,,,,,,,,,,,,,17.4
2015-07-21,,,,,,,,,,,,,,,,,,,,18.85
2015-07-24,,,,,,,,,,,,,,,,,,,,19.49
2015-08-03,,,,,,,,,,,,,,,,,,,,20.0
2015-09-30,,,,,,,,,,,,,,,,,,,,16.01
2015-10-09,,,,,,,,,,,,,,,,,,,,17.58
2015-10-16,,,,,,,,,,,,,,,,,,,,17.63
2015-10-19,,,,,,,,,,,,,,,,,,,,17.63
2015-10-20,,,,,,,,,,,,,,,,,,,,15.87
2015-10-22,,,,,,,,,,,,,,,,,,,,15.5
2015-11-06,,,,,,,,,,,,,,,,,,,,12.58
2015-11-11,,,,,,,,,,,,,,,,,,,,15.0
2015-11-13,,,,,,,,,,,,,,,,,,,,13.5
2015-11-17,,,,,,,,,,,,,,,,,,,,12.5
2015-11-23,,,,,,,,,,,,,,,,,,,,12.6
2015-11-26,,,,,,,,,,,,,,,,,,,,13.25
2015-12-01,,,,,,,,,,,,,,,,,,,,11.93
2015-12-03,,,,,,,,,,,,,,,,,,,,10.75
2015-12-04,,,,,,,,,,,,,,,,,,,,11.0
2015-12-07,,,,,,,,,,,,,,,,,,,,11.47
2015-12-09,,,,,,,,,,,,,,,,,,,,12.0
