,SMC FP Equity_DX_SI_QTY,SMC FP Equity_DX_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMC FP Equity_DX_SI_MV,SMC FP Equity_DX_DSS,SMC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMC FP Equity_DX_SUPPLY_SI_QTY,SMC FP Equity_DX_BROKER_SI_QTY,SMC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMC FP Equity_DX_BROKER_SI_MV_INC_x,SMC FP Equity_DX_SUPPLY_SI_MV_NEW,SMC FP Equity_DX_BROKER_SI_QTY_ADD,SMC FP Equity_DX_SUPPLY_SI_MV_DEC,SMC FP Equity_DX_BROKER_SI_QTY_INC,SMC FP Equity_DX_SUPPLY_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMC FP Equity_DX_BROKER_SI_MV_INC_y,SMC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMC FP Equity_DX_BROKER_SI_MV_ADD,SMC FP Equity_DX_SUPPLY_SI_QTY_ADD,SMC FP Equity_DX_BROKER_SI_QTY_DEC,SMC FP Equity_DX_SUPPLY_SI_MV,SMC FP Equity_DX_BROKER_SI_MV_DEC,SMC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMC FP Equity_DX_UTILIZATION_QUANTITY,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMC FP Equity_DX_ACTIVE_UTILIZATION_MV,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMC FP Equity_DX_BROKER_SI_CON_RATIO,SMC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMC FP Equity_DX_DEMAND_SUPPLY_RATIO,SMC FP Equity_PX_LAST
2006-10-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,107.4
2006-10-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,107.3
2006-10-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,109.8
2006-10-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-10-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,108.9
2006-10-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,108.5
2006-11-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,109.8
2006-11-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,109.0
2006-11-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,111.0
2006-11-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,111.33
2006-11-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,112.25
2006-11-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,113.07
2006-11-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,113.3
2006-11-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,111.9
2006-11-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,113.37
2006-11-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,112.6
2006-11-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,110.0
2006-11-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-11-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,113.5
2006-12-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,112.9
2006-12-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,114.1
2006-12-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,114.1
2006-12-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,115.4
2006-12-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.5
2006-12-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.01
2006-12-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.4
2006-12-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.9
2006-12-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,118.3
2006-12-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2006-12-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,118.6
2007-01-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-01-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-01-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,119.9
2007-01-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,118.8
2007-01-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.7
2007-01-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,119.0
2007-01-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,119.3
2007-01-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-01-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,119.1
2007-01-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,119.2
2007-01-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-01-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-01-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,119.9
2007-01-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,121.3
2007-01-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-01-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-01-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-01-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,121.45
2007-01-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,122.4
2007-01-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-01-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,121.7
2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1
2007-02-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,124.1
2007-02-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,124.4
2007-02-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,126.5
2007-02-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.5
2007-02-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.9
2007-02-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,126.9
2007-02-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.9
2007-02-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,126.82
2007-02-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,126.61
2007-02-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.99
2007-02-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-02-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,127.18
2007-02-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,121.12
2007-02-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-03-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,120.5
2007-03-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,118.83
2007-03-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,116.0
2007-03-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,117.7
2007-03-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-03-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-03-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-03-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,122.22
2007-03-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,121.19
2007-03-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,118.49
2007-03-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,120.12
2007-03-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,119.23
2007-03-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,
2007-03-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,,122.73
2007-03-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,124.47
2007-03-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-03-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-03-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.75
2007-03-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,125.0
2007-03-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,124.94
2007-03-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,123.81
2007-03-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,126.61
2007-04-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,127.04
2007-04-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.48
2007-04-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.39
2007-04-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.89
2007-04-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.24
2007-04-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,127.96
2007-04-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,129.8
2007-04-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,130.16
2007-04-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,129.12
2007-04-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.22
2007-04-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.65
2007-04-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,
2007-04-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,128.69
2007-04-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,,129.32
