,PABW FP Equity_DX_SI_QTY,PABW FP Equity_DX_SHORT_INTEREST_VALUE,PABW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PABW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PABW FP Equity_DX_SI_MV,PABW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PABW FP Equity_DX_SUPPLY_SI_QTY,PABW FP Equity_DX_BROKER_SI_QTY,PABW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PABW FP Equity_DX_BROKER_SI_QTY_ADD,PABW FP Equity_DX_SUPPLY_SI_MV_DEC,PABW FP Equity_DX_SUPPLY_SI_QTY_DEC,PABW FP Equity_DX_BROKER_SI_MV_ADD,PABW FP Equity_DX_SUPPLY_SI_QTY_ADD,PABW FP Equity_DX_BROKER_SI_QTY_DEC,PABW FP Equity_DX_SUPPLY_SI_MV,PABW FP Equity_DX_BROKER_SI_MV_DEC,PABW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PABW FP Equity_DX_UTILIZATION_QUANTITY,PABW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PABW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PABW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PABW FP Equity_DX_ACTIVE_UTILIZATION_MV,PABW FP Equity_DX_BROKER_SI_CON_RATIO,PABW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PABW FP Equity_DX_DEMAND_SUPPLY_RATIO,PABW FP Equity_PX_LAST
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,115.0,8504.94,0.01,0.0,0.0,,0.0,73.956
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,117.0,8553.64,0.01,0.0,0.0,,0.0,73.108
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,117.0,8257.86,0.01,0.0,0.0,,0.0,70.58
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,117.0,8053.11,0.01,0.0,0.0,,0.0,68.83
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,117.0,8106.23,0.01,0.0,0.0,,0.0,69.284
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,317.0,22294.29,0.02,0.0,0.0,,0.0,70.329
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8301.06,0.01,0.0,0.0,,0.0,70.348
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8335.17,0.01,0.0,0.0,,0.0,70.637
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8349.09,0.01,0.0,0.0,,0.0,70.755
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8444.55,0.01,0.0,0.0,,0.0,71.564
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8480.9,0.01,0.0,0.0,,0.0,71.872
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8611.4,0.01,0.0,0.0,,0.0,72.978
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8623.68,0.01,0.0,0.0,,0.0,73.082
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8652.7,0.01,0.0,0.0,,0.0,73.328
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8644.09,0.01,0.0,0.0,,0.0,73.255
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8654.95,0.01,0.0,0.0,,0.0,73.347
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,118.0,8667.34,0.01,0.0,0.0,,0.0,73.452
2024-08-23,200.0,14717.8,0.11,0.0,0.01,0.0,200.0,0.0,14717.8,,,,,200.0,,0.01,,100.0,62.89,0.0,0.0,0.0,100.0,1.0,100.0,0.6289,73.589
2024-08-26,200.0,14672.2,0.12,0.0,0.01,0.0,200.0,0.0,14672.2,,,,,,,0.01,,100.0,62.89,0.0,0.0,0.0,100.0,1.0,100.0,0.6289,73.361
2024-08-27,200.0,14697.2,0.12,0.0,0.01,0.0,200.0,0.0,14697.2,,,,,,,0.01,,100.0,62.89,0.0,0.0,0.0,100.0,1.0,100.0,0.6289,73.486
2024-08-28,136.0,9981.31,0.08,0.0,0.01,0.0,136.0,0.0,9981.31,,0.0,64.0,,,,0.01,,100.0,53.54,0.0,0.0,0.0,100.0,1.0,100.0,0.5354,73.392
2024-08-29,72.0,5349.96,0.04,0.0,0.01,0.0,72.0,0.0,5349.96,,0.0,64.0,,,,0.01,,100.0,37.89,0.0,0.0,0.0,100.0,1.0,100.0,0.3789,74.305
2024-08-30,72.0,5341.97,0.04,0.0,0.01,0.0,72.0,0.0,5341.97,,,,,,,0.01,,100.0,37.89,0.0,0.0,0.0,100.0,1.0,100.0,0.3789,74.194
2024-09-02,72.0,5365.58,0.03,0.0,0.01,0.0,72.0,0.0,5365.58,,,,,,,0.01,,100.0,37.31,0.0,0.0,0.0,100.0,1.0,100.0,0.3731,74.522
2024-09-03,72.0,5322.53,0.03,0.0,0.01,0.0,72.0,0.0,5322.53,,,,,,,0.01,,100.0,37.31,0.0,0.0,0.0,100.0,1.0,100.0,0.3731,73.924
2024-09-04,72.0,5240.81,0.03,0.0,0.01,0.0,72.0,0.0,5240.81,,,,,,,0.01,,100.0,37.31,0.0,0.0,0.0,100.0,1.0,100.0,0.3731,72.789
2024-09-05,64.0,4650.3,0.03,0.0,0.0,0.0,64.0,0.0,4650.3,,0.0,8.0,,,,0.0,,100.0,34.59,0.0,0.0,0.0,100.0,1.0,100.0,0.3459,72.661
2024-09-06,64.0,4599.42,0.03,0.0,0.0,0.0,64.0,0.0,4599.42,,,,,,,0.0,,100.0,34.59,0.0,0.0,0.0,100.0,1.0,100.0,0.3459,71.866
2024-09-09,64.0,4638.66,0.02,0.0,0.0,0.0,64.0,0.0,4638.66,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,72.479
2024-09-10,64.0,4659.07,0.02,0.0,0.0,0.0,64.0,0.0,4659.07,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,72.798
2024-09-11,64.0,4632.19,0.02,0.0,0.0,0.0,64.0,0.0,4632.19,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,72.378
2024-09-12,64.0,4726.27,0.02,0.0,0.0,0.0,64.0,0.0,4726.27,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,73.848
2024-09-13,64.0,4754.82,0.02,0.0,0.0,0.0,64.0,0.0,4754.82,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,74.294
2024-09-16,64.0,4745.22,0.02,0.0,0.0,0.0,64.0,0.0,4745.22,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,74.144
2024-09-17,64.0,4772.1,0.02,0.0,0.0,0.0,64.0,0.0,4772.1,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,74.564
2024-09-18,64.0,4744.58,0.02,0.0,0.0,0.0,64.0,0.0,4744.58,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,74.134
2024-09-19,64.0,4809.34,0.02,0.0,0.0,0.0,64.0,0.0,4809.34,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.146
2024-09-20,64.0,4776.19,0.02,0.0,0.0,0.0,64.0,0.0,4776.19,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,74.628
2024-09-23,64.0,4807.1,0.02,0.0,0.0,0.0,64.0,0.0,4807.1,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.111
2024-09-24,64.0,4816.45,0.02,0.0,0.0,0.0,64.0,0.0,4816.45,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.257
2024-09-25,64.0,4822.46,0.02,0.0,0.0,0.0,64.0,0.0,4822.46,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.351
2024-09-26,64.0,4834.5,0.02,0.0,0.0,0.0,64.0,0.0,4834.5,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.539
2024-09-27,64.0,4844.1,0.02,0.0,0.0,0.0,64.0,0.0,4844.1,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.689
2024-09-30,64.0,4822.85,0.02,0.0,0.0,0.0,64.0,0.0,4822.85,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.357
2024-10-01,64.0,4819.84,0.01,0.0,0.0,0.0,64.0,0.0,4819.84,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.31
2024-10-02,64.0,4846.91,0.01,0.0,0.0,0.0,64.0,0.0,4846.91,,,,,,,0.0,,100.0,34.41,0.0,0.0,0.0,100.0,1.0,100.0,0.3441,75.733
2024-10-03,64.0,4832.96,0.01,0.0,0.0,0.0,64.0,0.0,4832.96,,,,,,,0.0,,100.0,33.68,0.0,0.0,0.0,100.0,1.0,100.0,0.3368,75.515
2024-10-04,64.0,4857.86,0.01,0.0,0.0,0.0,64.0,0.0,4857.86,,,,,,,0.0,,100.0,33.68,0.0,0.0,0.0,100.0,1.0,100.0,0.3368,75.904
2024-10-07,64.0,4855.42,0.01,0.0,0.0,0.0,64.0,0.0,4855.42,,,,,,,0.0,,100.0,33.68,0.0,0.0,0.0,100.0,1.0,100.0,0.3368,75.866
2024-10-08,64.0,4859.07,0.01,0.0,0.0,0.0,64.0,0.0,4859.07,,,,,,,0.0,,100.0,33.68,0.0,0.0,0.0,100.0,1.0,100.0,0.3368,75.923
2024-10-09,64.0,4895.36,0.01,0.0,0.0,0.0,64.0,0.0,4895.36,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,76.49
2024-10-10,64.0,4904.26,0.01,0.0,0.0,0.0,64.0,0.0,4904.26,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,76.629
2024-10-11,64.0,4922.75,0.01,0.0,0.0,0.0,64.0,0.0,4922.75,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,76.918
2024-10-14,64.0,4971.52,0.01,0.0,0.0,0.0,64.0,0.0,4971.52,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,77.68
2024-10-15,64.0,4957.12,0.01,0.0,0.0,0.0,64.0,0.0,4957.12,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,77.455
2024-10-16,64.0,4950.21,0.01,0.0,0.0,0.0,64.0,0.0,4950.21,,,,,,,0.0,,100.0,33.51,0.0,0.0,0.0,100.0,1.0,100.0,0.3351,77.347
2024-10-17,64.0,5002.11,0.01,0.0,0.0,0.0,64.0,0.0,5002.11,,,,,,,0.0,,100.0,35.16,0.0,0.0,0.0,100.0,1.0,100.0,0.3516,78.158
2024-10-18,64.0,4966.4,0.01,0.0,0.0,0.0,64.0,0.0,4966.4,,,,,,,0.0,,100.0,35.16,0.0,0.0,0.0,100.0,1.0,100.0,0.3516,77.6
2024-10-21,64.0,4979.84,0.02,0.0,0.0,0.0,64.0,0.0,4979.84,,,,,,,0.0,,100.0,35.16,0.0,0.0,0.0,100.0,1.0,100.0,0.3516,77.81
2024-10-22,64.0,4976.45,0.02,0.0,0.01,0.0,64.0,0.0,4976.45,,,,,,,0.01,,100.0,35.16,0.0,0.0,0.0,100.0,1.0,100.0,0.3516,77.757
2024-10-23,64.0,4964.29,0.02,0.0,0.0,0.0,64.0,0.0,4964.29,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.567
2024-10-24,64.0,4947.46,0.02,0.0,0.01,0.0,64.0,0.0,4947.46,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.304
2024-10-25,64.0,4973.06,0.02,0.0,0.0,0.0,64.0,0.0,4973.06,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.704
2024-10-28,64.0,4966.34,0.02,0.0,0.0,0.0,64.0,0.0,4966.34,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.599
2024-10-29,64.0,4982.34,0.01,0.0,0.0,0.0,64.0,0.0,4982.34,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.849
2024-10-30,64.0,4958.53,0.01,0.0,0.0,0.0,64.0,0.0,4958.53,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,77.477
2024-10-31,64.0,4866.11,0.01,0.0,0.0,0.0,64.0,0.0,4866.11,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.033
2024-11-01,64.0,4891.58,0.01,0.0,0.0,0.0,64.0,0.0,4891.58,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.431
2024-11-04,64.0,4865.54,0.01,0.0,0.0,0.0,64.0,0.0,4865.54,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.024
2024-11-05,64.0,4869.63,0.01,0.0,0.0,0.0,64.0,0.0,4869.63,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,76.088
2024-11-06,64.0,5021.82,0.02,0.0,0.0,0.0,64.0,0.0,5021.82,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,78.466
2024-11-07,64.0,5049.66,0.02,0.0,0.01,0.0,64.0,0.0,5049.66,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,78.901
2024-11-08,64.0,5092.54,0.02,0.0,0.01,0.0,64.0,0.0,5092.54,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.571
2024-11-11,64.0,5135.3,0.02,0.0,0.01,0.0,64.0,0.0,5135.3,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.239
2024-11-12,64.0,5119.04,0.02,0.0,0.01,0.0,64.0,0.0,5119.04,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.985
2024-11-13,64.0,5127.74,0.02,0.0,0.01,0.0,64.0,0.0,5127.74,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.121
2024-11-14,64.0,5124.86,0.02,0.0,0.01,0.0,64.0,0.0,5124.86,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.076
2024-11-15,64.0,5064.9,0.02,0.0,0.01,0.0,64.0,0.0,5064.9,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.139
2024-11-18,64.0,5065.54,0.02,0.0,0.01,0.0,64.0,0.0,5065.54,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.149
2024-11-19,64.0,5072.32,0.02,0.0,0.01,0.0,64.0,0.0,5072.32,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.255
2024-11-20,64.0,5069.63,0.02,0.0,0.01,0.0,64.0,0.0,5069.63,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,79.213
2024-11-21,64.0,5139.46,0.02,0.0,0.01,0.0,64.0,0.0,5139.46,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.304
2024-11-22,64.0,5193.15,0.02,0.0,0.01,0.0,64.0,0.0,5193.15,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.143
2024-11-25,64.0,5194.11,0.02,0.0,0.01,0.0,64.0,0.0,5194.11,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.158
2024-11-26,64.0,5199.3,0.02,0.0,0.01,0.0,64.0,0.0,5199.3,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.239
2024-11-27,64.0,5150.02,0.02,0.0,0.01,0.0,64.0,0.0,5150.02,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.469
2024-11-28,64.0,5178.56,0.02,0.0,0.01,0.0,64.0,0.0,5178.56,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,80.915
2024-11-29,64.0,5197.44,0.02,0.0,0.01,0.0,64.0,0.0,5197.44,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.21
2024-12-02,64.0,5245.06,0.02,0.0,0.01,0.0,64.0,0.0,5245.06,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.954
2024-12-03,64.0,5228.22,0.02,0.0,0.01,0.0,64.0,0.0,5228.22,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.691
2024-12-04,64.0,5257.22,0.02,0.0,0.01,0.0,64.0,0.0,5257.22,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.144
2024-12-05,64.0,5252.86,0.03,0.0,0.01,0.0,64.0,0.0,5252.86,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.076
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,64.0,,,,0.0,,0.0,0.0,64.0,5262.59,0.01,0.0,0.0,,0.0,82.228
2024-12-09,29.0,2374.29,0.01,0.0,0.0,0.0,29.0,0.0,2374.29,,,,,29.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.872
2024-12-10,29.0,2374.81,0.01,0.0,0.0,0.0,29.0,0.0,2374.81,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,81.89
2024-12-11,29.0,2390.12,0.01,0.0,0.0,0.0,29.0,0.0,2390.12,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.418
2024-12-12,29.0,2386.99,0.01,0.0,0.0,0.0,29.0,0.0,2386.99,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.31
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,,,,0.0,,0.0,0.0,29.0,2373.8,0.0,0.0,0.0,,0.0,81.855
2024-12-16,29.0,2381.68,0.01,0.0,0.0,0.0,29.0,0.0,2381.68,,,,,29.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.127
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,82.057
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,82.156
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,80.818
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,80.859
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,81.623
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,81.182
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,80.756
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,80.792
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,81.586
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,81.583
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82.184
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,81.626
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,732150.0,0.74,0.0,0.0,,0.0,81.35
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,732024.0,0.74,0.0,0.0,,0.0,81.336
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,724176.0,0.73,0.0,0.0,,0.0,80.464
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,719298.0,0.72,0.0,0.0,,0.0,79.922
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,719127.0,0.72,0.0,0.0,,0.0,79.903
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,731322.0,0.72,0.0,0.0,,0.0,81.258
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,734589.0,0.73,0.0,0.0,,0.0,81.621
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,740853.0,0.72,0.0,0.0,,0.0,82.317
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,738135.0,0.74,0.0,0.0,,0.0,82.015
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,735723.0,0.74,0.0,0.0,,0.0,81.747
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,743877.0,0.73,0.0,0.0,,0.0,82.653
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,744642.0,0.74,0.0,0.0,,0.0,82.738
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,740772.0,0.75,0.0,0.0,,0.0,82.308
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,9000.0,725436.0,0.75,0.0,0.0,,0.0,80.604
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4000.0,326268.0,0.32,0.0,0.0,,0.0,81.567
2025-01-29,7680.0,629629.44,3.18,0.04,0.63,314814.72,3840.0,3840.0,314814.72,3840.0,,,0.31,3840.0,,0.31,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,81.983
2025-01-30,7680.0,630942.72,3.2,0.04,0.64,315471.36,3840.0,3840.0,315471.36,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.154
2025-01-31,7680.0,637063.68,3.16,0.04,0.63,318531.84,3840.0,3840.0,318531.84,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.951
2025-02-03,7680.0,630881.28,2.83,0.04,0.63,315440.64,3840.0,3840.0,315440.64,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.146
2025-02-04,7680.0,631042.56,2.89,0.04,0.63,315521.28,3840.0,3840.0,315521.28,,,,,,,0.32,,100.0,96.0,0.0,0.0,0.0,100.0,1.0,100.0,1.92,82.167
2025-02-05,3840.0,314684.16,1.34,0.02,0.32,314684.16,0.0,3840.0,0.0,,0.32,3840.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,81.949
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,82.956
2025-02-07,34.0,2808.91,0.01,0.0,0.0,0.0,34.0,0.0,2808.91,,,,,34.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.615
2025-02-10,34.0,2821.9,0.01,0.0,0.0,0.0,34.0,0.0,2821.9,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.997
2025-02-11,34.0,2814.66,0.01,0.0,0.0,0.0,34.0,0.0,2814.66,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.784
2025-02-12,34.0,2790.11,0.01,0.0,0.0,0.0,34.0,0.0,2790.11,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.062
2025-02-13,34.0,2806.22,0.01,0.0,0.0,0.0,34.0,0.0,2806.22,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.536
2025-02-14,34.0,2795.62,0.01,0.0,0.0,0.0,34.0,0.0,2795.62,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,82.224
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,82.694
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,82.778
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,83.098
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,82.424
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,82.479
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,81.346
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,80.176
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,81.186
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,81.245
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,80.271
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,80.534
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,77.926
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,76.77
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,75.477
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,74.965
