,MLCFM FP Equity_DX_SI_QTY,MLCFM FP Equity_DX_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCFM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCFM FP Equity_DX_SI_MV,MLCFM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SUPPLY_SI_QTY,MLCFM FP Equity_DX_BROKER_SI_QTY,MLCFM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCFM FP Equity_DX_SUPPLY_SI_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCFM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCFM FP Equity_DX_BROKER_SI_CON_RATIO,MLCFM FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCFM FP Equity_PX_LAST
1999-07-07,,,,,,,,,,,,,,,,,,,,264.0
1999-07-08,,,,,,,,,,,,,,,,,,,,251.0
1999-07-09,,,,,,,,,,,,,,,,,,,,264.5
1999-07-13,,,,,,,,,,,,,,,,,,,,264.0
1999-07-15,,,,,,,,,,,,,,,,,,,,264.0
1999-07-16,,,,,,,,,,,,,,,,,,,,266.0
1999-08-02,,,,,,,,,,,,,,,,,,,,292.6
1999-08-03,,,,,,,,,,,,,,,,,,,,292.6
1999-08-04,,,,,,,,,,,,,,,,,,,,292.6
1999-08-05,,,,,,,,,,,,,,,,,,,,292.6
1999-08-06,,,,,,,,,,,,,,,,,,,,292.6
1999-08-09,,,,,,,,,,,,,,,,,,,,299.0
1999-08-18,,,,,,,,,,,,,,,,,,,,293.0
1999-08-19,,,,,,,,,,,,,,,,,,,,293.0
1999-08-20,,,,,,,,,,,,,,,,,,,,293.0
1999-08-25,,,,,,,,,,,,,,,,,,,,322.3
1999-08-26,,,,,,,,,,,,,,,,,,,,322.3
1999-08-27,,,,,,,,,,,,,,,,,,,,354.5
1999-08-30,,,,,,,,,,,,,,,,,,,,379.5
1999-09-02,,,,,,,,,,,,,,,,,,,,378.1
1999-09-06,,,,,,,,,,,,,,,,,,,,340.3
1999-09-07,,,,,,,,,,,,,,,,,,,,306.3
1999-09-08,,,,,,,,,,,,,,,,,,,,275.8
1999-09-09,,,,,,,,,,,,,,,,,,,,270.0
1999-09-20,,,,,,,,,,,,,,,,,,,,270.0
1999-09-27,,,,,,,,,,,,,,,,,,,,297.0
1999-09-28,,,,,,,,,,,,,,,,,,,,326.7
1999-09-29,,,,,,,,,,,,,,,,,,,,359.3
1999-10-04,,,,,,,,,,,,,,,,,,,,340.0
1999-10-06,,,,,,,,,,,,,,,,,,,,306.0
1999-10-07,,,,,,,,,,,,,,,,,,,,336.0
1999-10-11,,,,,,,,,,,,,,,,,,,,336.0
1999-10-15,,,,,,,,,,,,,,,,,,,,320.0
1999-10-22,,,,,,,,,,,,,,,,,,,,288.0
1999-11-08,,,,,,,,,,,,,,,,,,,,288.0
1999-11-10,,,,,,,,,,,,,,,,,,,,286.0
1999-11-17,,,,,,,,,,,,,,,,,,,,257.4
1999-11-18,,,,,,,,,,,,,,,,,,,,255.0
1999-12-01,,,,,,,,,,,,,,,,,,,,280.5
1999-12-02,,,,,,,,,,,,,,,,,,,,308.5
1999-12-03,,,,,,,,,,,,,,,,,,,,339.3
1999-12-06,,,,,,,,,,,,,,,,,,,,339.3
1999-12-14,,,,,,,,,,,,,,,,,,,,339.1
1999-12-17,,,,,,,,,,,,,,,,,,,,305.2
1999-12-20,,,,,,,,,,,,,,,,,,,,300.0
1999-12-21,,,,,,,,,,,,,,,,,,,,329.0
1999-12-23,,,,,,,,,,,,,,,,,,,,300.0
1999-12-30,,,,,,,,,,,,,,,,,,,,330.0
2000-01-20,,,,,,,,,,,,,,,,,,,,330.0
2000-01-24,,,,,,,,,,,,,,,,,,,,330.0
2000-01-31,,,,,,,,,,,,,,,,,,,,330.0
2000-02-03,,,,,,,,,,,,,,,,,,,,350.0
2000-02-18,,,,,,,,,,,,,,,,,,,,320.0
2000-02-21,,,,,,,,,,,,,,,,,,,,288.0
2000-02-22,,,,,,,,,,,,,,,,,,,,260.0
2000-02-28,,,,,,,,,,,,,,,,,,,,286.0
2000-02-29,,,,,,,,,,,,,,,,,,,,272.0
2000-03-01,,,,,,,,,,,,,,,,,,,,299.2
2000-03-02,,,,,,,,,,,,,,,,,,,,272.0
2000-03-03,,,,,,,,,,,,,,,,,,,,299.2
2000-03-06,,,,,,,,,,,,,,,,,,,,329.1
2000-03-07,,,,,,,,,,,,,,,,,,,,320.0
2000-03-08,,,,,,,,,,,,,,,,,,,,352.0
2000-03-09,,,,,,,,,,,,,,,,,,,,320.0
2000-03-16,,,,,,,,,,,,,,,,,,,,320.0
2000-03-29,,,,,,,,,,,,,,,,,,,,352.0
2000-03-30,,,,,,,,,,,,,,,,,,,,369.5
2000-04-13,,,,,,,,,,,,,,,,,,,,332.6
2000-04-14,,,,,,,,,,,,,,,,,,,,299.4
2000-04-17,,,,,,,,,,,,,,,,,,,,299.4
2000-04-19,,,,,,,,,,,,,,,,,,,,300.0
2000-04-20,,,,,,,,,,,,,,,,,,,,273.0
2000-04-25,,,,,,,,,,,,,,,,,,,,290.0
2000-05-02,,,,,,,,,,,,,,,,,,,,319.0
2000-05-04,,,,,,,,,,,,,,,,,,,,330.0
2000-05-05,,,,,,,,,,,,,,,,,,,,360.0
2000-05-09,,,,,,,,,,,,,,,,,,,,393.0
2000-05-10,,,,,,,,,,,,,,,,,,,,432.3
2000-05-11,,,,,,,,,,,,,,,,,,,,393.0
2000-05-16,,,,,,,,,,,,,,,,,,,,353.7
2000-05-17,,,,,,,,,,,,,,,,,,,,393.0
2000-05-25,,,,,,,,,,,,,,,,,,,,389.0
2000-05-30,,,,,,,,,,,,,,,,,,,,380.0
2000-06-02,,,,,,,,,,,,,,,,,,,,342.0
2000-06-05,,,,,,,,,,,,,,,,,,,,313.0
2000-06-08,,,,,,,,,,,,,,,,,,,,344.3
2000-06-09,,,,,,,,,,,,,,,,,,,,378.7
2000-06-13,,,,,,,,,,,,,,,,,,,,380.0
2000-06-14,,,,,,,,,,,,,,,,,,,,380.0
2000-06-28,,,,,,,,,,,,,,,,,,,,360.0
2000-06-29,,,,,,,,,,,,,,,,,,,,325.6
2000-06-30,,,,,,,,,,,,,,,,,,,,301.7
2000-07-10,,,,,,,,,,,,,,,,,,,,330.0
2000-07-20,,,,,,,,,,,,,,,,,,,,363.0
2000-07-21,,,,,,,,,,,,,,,,,,,,388.0
2000-09-05,,,,,,,,,,,,,,,,,,,,381.0
2000-10-18,,,,,,,,,,,,,,,,,,,,370.0
2000-12-21,,,,,,,,,,,,,,,,,,,,359.9
2000-12-29,,,,,,,,,,,,,,,,,,,,324.0
2001-01-10,,,,,,,,,,,,,,,,,,,,324.0
2001-01-11,,,,,,,,,,,,,,,,,,,,356.4
2001-01-12,,,,,,,,,,,,,,,,,,,,387.0
2001-01-19,,,,,,,,,,,,,,,,,,,,387.0
2001-01-22,,,,,,,,,,,,,,,,,,,,385.0
2001-01-29,,,,,,,,,,,,,,,,,,,,346.5
2001-01-30,,,,,,,,,,,,,,,,,,,,311.9
2001-02-13,,,,,,,,,,,,,,,,,,,,326.0
2001-02-14,,,,,,,,,,,,,,,,,,,,326.0
2001-03-06,,,,,,,,,,,,,,,,,,,,345.0
2001-03-07,,,,,,,,,,,,,,,,,,,,330.0
2001-03-12,,,,,,,,,,,,,,,,,,,,330.0
2001-03-13,,,,,,,,,,,,,,,,,,,,331.0
2001-03-15,,,,,,,,,,,,,,,,,,,,330.0
2001-03-16,,,,,,,,,,,,,,,,,,,,349.0
2001-03-29,,,,,,,,,,,,,,,,,,,,331.0
2001-04-06,,,,,,,,,,,,,,,,,,,,330.0
2001-04-09,,,,,,,,,,,,,,,,,,,,330.0
2001-04-23,,,,,,,,,,,,,,,,,,,,331.0
2001-04-24,,,,,,,,,,,,,,,,,,,,331.0
2001-05-02,,,,,,,,,,,,,,,,,,,,331.0
2001-05-03,,,,,,,,,,,,,,,,,,,,350.0
2001-05-11,,,,,,,,,,,,,,,,,,,,379.0
2001-05-22,,,,,,,,,,,,,,,,,,,,389.0
2001-05-31,,,,,,,,,,,,,,,,,,,,350.1
2001-06-01,,,,,,,,,,,,,,,,,,,,389.0
2001-06-12,,,,,,,,,,,,,,,,,,,,350.1
2001-06-13,,,,,,,,,,,,,,,,,,,,340.0
2001-06-25,,,,,,,,,,,,,,,,,,,,343.2
2001-06-26,,,,,,,,,,,,,,,,,,,,343.2
2001-06-27,,,,,,,,,,,,,,,,,,,,364.0
2001-07-09,,,,,,,,,,,,,,,,,,,,364.0
2001-07-16,,,,,,,,,,,,,,,,,,,,364.0
2001-07-18,,,,,,,,,,,,,,,,,,,,364.0
2001-07-31,,,,,,,,,,,,,,,,,,,,388.0
2001-08-13,,,,,,,,,,,,,,,,,,,,360.0
2001-08-28,,,,,,,,,,,,,,,,,,,,387.0
2001-09-10,,,,,,,,,,,,,,,,,,,,369.9
2001-09-14,,,,,,,,,,,,,,,,,,,,360.0
2001-09-18,,,,,,,,,,,,,,,,,,,,359.9
2001-09-21,,,,,,,,,,,,,,,,,,,,350.0
2001-10-01,,,,,,,,,,,,,,,,,,,,349.9
2001-10-03,,,,,,,,,,,,,,,,,,,,329.9
2001-10-08,,,,,,,,,,,,,,,,,,,,349.9
2001-10-12,,,,,,,,,,,,,,,,,,,,349.9
2001-10-23,,,,,,,,,,,,,,,,,,,,350.0
2001-10-25,,,,,,,,,,,,,,,,,,,,336.0
2001-10-26,,,,,,,,,,,,,,,,,,,,350.1
2001-11-12,,,,,,,,,,,,,,,,,,,,350.0
2001-11-19,,,,,,,,,,,,,,,,,,,,351.0
2001-12-19,,,,,,,,,,,,,,,,,,,,379.0
2001-12-27,,,,,,,,,,,,,,,,,,,,380.0
2002-01-14,,,,,,,,,,,,,,,,,,,,342.0
2002-01-15,,,,,,,,,,,,,,,,,,,,345.0
2002-02-05,,,,,,,,,,,,,,,,,,,,340.0
2002-02-07,,,,,,,,,,,,,,,,,,,,340.1
2002-02-12,,,,,,,,,,,,,,,,,,,,373.0
2002-02-22,,,,,,,,,,,,,,,,,,,,373.0
2002-03-05,,,,,,,,,,,,,,,,,,,,375.0
2002-03-20,,,,,,,,,,,,,,,,,,,,375.0
2002-04-18,,,,,,,,,,,,,,,,,,,,375.0
2002-04-19,,,,,,,,,,,,,,,,,,,,351.0
2002-04-23,,,,,,,,,,,,,,,,,,,,352.0
2002-04-26,,,,,,,,,,,,,,,,,,,,365.0
2002-04-29,,,,,,,,,,,,,,,,,,,,365.0
2002-05-07,,,,,,,,,,,,,,,,,,,,379.0
2002-05-17,,,,,,,,,,,,,,,,,,,,379.0
2002-05-20,,,,,,,,,,,,,,,,,,,,379.0
2002-05-21,,,,,,,,,,,,,,,,,,,,379.0
2002-05-31,,,,,,,,,,,,,,,,,,,,379.0
2002-06-03,,,,,,,,,,,,,,,,,,,,379.0
2002-06-04,,,,,,,,,,,,,,,,,,,,379.0
2002-06-20,,,,,,,,,,,,,,,,,,,,357.0
2002-06-28,,,,,,,,,,,,,,,,,,,,356.9
2002-07-12,,,,,,,,,,,,,,,,,,,,356.9
2002-07-26,,,,,,,,,,,,,,,,,,,,360.0
2002-08-02,,,,,,,,,,,,,,,,,,,,359.8
2002-08-07,,,,,,,,,,,,,,,,,,,,345.0
2002-08-08,,,,,,,,,,,,,,,,,,,,355.0
2002-08-21,,,,,,,,,,,,,,,,,,,,346.0
2002-08-27,,,,,,,,,,,,,,,,,,,,355.0
2002-08-30,,,,,,,,,,,,,,,,,,,,350.0
2002-09-10,,,,,,,,,,,,,,,,,,,,350.0
2002-09-12,,,,,,,,,,,,,,,,,,,,350.0
2002-09-17,,,,,,,,,,,,,,,,,,,,350.0
2002-09-20,,,,,,,,,,,,,,,,,,,,345.0
2002-09-26,,,,,,,,,,,,,,,,,,,,347.0
2002-09-30,,,,,,,,,,,,,,,,,,,,350.0
2002-10-01,,,,,,,,,,,,,,,,,,,,345.0
2002-10-10,,,,,,,,,,,,,,,,,,,,359.0
2002-10-16,,,,,,,,,,,,,,,,,,,,350.0
2002-10-18,,,,,,,,,,,,,,,,,,,,350.0
2002-10-28,,,,,,,,,,,,,,,,,,,,350.0
2002-11-07,,,,,,,,,,,,,,,,,,,,349.0
2002-11-08,,,,,,,,,,,,,,,,,,,,350.0
2002-11-14,,,,,,,,,,,,,,,,,,,,350.0
2002-11-21,,,,,,,,,,,,,,,,,,,,359.0
2002-11-22,,,,,,,,,,,,,,,,,,,,359.0
2002-12-04,,,,,,,,,,,,,,,,,,,,345.0
2002-12-09,,,,,,,,,,,,,,,,,,,,345.0
2002-12-16,,,,,,,,,,,,,,,,,,,,350.0
2002-12-19,,,,,,,,,,,,,,,,,,,,341.0
2002-12-20,,,,,,,,,,,,,,,,,,,,341.0
2002-12-24,,,,,,,,,,,,,,,,,,,,342.0
2002-12-31,,,,,,,,,,,,,,,,,,,,342.0
2003-01-02,,,,,,,,,,,,,,,,,,,,342.0
2003-01-07,,,,,,,,,,,,,,,,,,,,376.0
2003-01-17,,,,,,,,,,,,,,,,,,,,380.0
2003-01-20,,,,,,,,,,,,,,,,,,,,380.0
2003-01-21,,,,,,,,,,,,,,,,,,,,380.0
2003-01-28,,,,,,,,,,,,,,,,,,,,380.0
2003-02-04,,,,,,,,,,,,,,,,,,,,379.9
2003-02-10,,,,,,,,,,,,,,,,,,,,379.9
2003-02-18,,,,,,,,,,,,,,,,,,,,379.9
2003-02-19,,,,,,,,,,,,,,,,,,,,380.0
2003-02-20,,,,,,,,,,,,,,,,,,,,342.0
2003-03-05,,,,,,,,,,,,,,,,,,,,350.0
2003-03-14,,,,,,,,,,,,,,,,,,,,379.0
2003-04-07,,,,,,,,,,,,,,,,,,,,378.0
2003-04-22,,,,,,,,,,,,,,,,,,,,365.0
2003-04-23,,,,,,,,,,,,,,,,,,,,365.0
2003-04-24,,,,,,,,,,,,,,,,,,,,376.0
2003-05-07,,,,,,,,,,,,,,,,,,,,339.0
2003-05-08,,,,,,,,,,,,,,,,,,,,339.0
2003-05-23,,,,,,,,,,,,,,,,,,,,362.0
2003-05-27,,,,,,,,,,,,,,,,,,,,362.0
2003-05-28,,,,,,,,,,,,,,,,,,,,377.0
2003-06-06,,,,,,,,,,,,,,,,,,,,360.0
2003-06-12,,,,,,,,,,,,,,,,,,,,375.0
2003-06-18,,,,,,,,,,,,,,,,,,,,350.0
2003-06-23,,,,,,,,,,,,,,,,,,,,350.0
2003-07-03,,,,,,,,,,,,,,,,,,,,378.0
2003-07-09,,,,,,,,,,,,,,,,,,,,360.0
2003-07-11,,,,,,,,,,,,,,,,,,,,360.0
2003-07-14,,,,,,,,,,,,,,,,,,,,360.0
2003-07-23,,,,,,,,,,,,,,,,,,,,370.0
2003-07-28,,,,,,,,,,,,,,,,,,,,375.0
2003-07-29,,,,,,,,,,,,,,,,,,,,375.0
2003-07-30,,,,,,,,,,,,,,,,,,,,375.0
2003-08-11,,,,,,,,,,,,,,,,,,,,377.0
2003-08-12,,,,,,,,,,,,,,,,,,,,376.0
2003-08-14,,,,,,,,,,,,,,,,,,,,380.0
2003-08-18,,,,,,,,,,,,,,,,,,,,380.0
2003-08-19,,,,,,,,,,,,,,,,,,,,376.0
2003-08-20,,,,,,,,,,,,,,,,,,,,370.0
2003-08-25,,,,,,,,,,,,,,,,,,,,372.0
2003-08-26,,,,,,,,,,,,,,,,,,,,378.0
2003-08-28,,,,,,,,,,,,,,,,,,,,375.0
2003-08-29,,,,,,,,,,,,,,,,,,,,375.0
2003-09-01,,,,,,,,,,,,,,,,,,,,380.0
2003-09-02,,,,,,,,,,,,,,,,,,,,375.0
2003-09-04,,,,,,,,,,,,,,,,,,,,373.0
2003-09-09,,,,,,,,,,,,,,,,,,,,370.0
2003-09-10,,,,,,,,,,,,,,,,,,,,373.0
2003-09-16,,,,,,,,,,,,,,,,,,,,377.0
2003-09-17,,,,,,,,,,,,,,,,,,,,378.0
2003-09-19,,,,,,,,,,,,,,,,,,,,379.0
2003-09-22,,,,,,,,,,,,,,,,,,,,378.0
2003-09-24,,,,,,,,,,,,,,,,,,,,370.0
2003-09-26,,,,,,,,,,,,,,,,,,,,376.0
2003-09-29,,,,,,,,,,,,,,,,,,,,378.0
2003-09-30,,,,,,,,,,,,,,,,,,,,376.0
2003-10-03,,,,,,,,,,,,,,,,,,,,378.0
2003-10-06,,,,,,,,,,,,,,,,,,,,379.0
2003-10-08,,,,,,,,,,,,,,,,,,,,379.0
2003-10-10,,,,,,,,,,,,,,,,,,,,379.0
2003-10-14,,,,,,,,,,,,,,,,,,,,373.0
2003-10-20,,,,,,,,,,,,,,,,,,,,379.0
2003-10-27,,,,,,,,,,,,,,,,,,,,375.0
2003-10-31,,,,,,,,,,,,,,,,,,,,375.0
2003-11-12,,,,,,,,,,,,,,,,,,,,375.0
2003-11-13,,,,,,,,,,,,,,,,,,,,378.0
2003-11-17,,,,,,,,,,,,,,,,,,,,375.0
2003-11-20,,,,,,,,,,,,,,,,,,,,375.0
2003-11-24,,,,,,,,,,,,,,,,,,,,375.0
2003-11-25,,,,,,,,,,,,,,,,,,,,375.0
2003-12-02,,,,,,,,,,,,,,,,,,,,377.0
2003-12-03,,,,,,,,,,,,,,,,,,,,374.9
2003-12-10,,,,,,,,,,,,,,,,,,,,375.0
2003-12-19,,,,,,,,,,,,,,,,,,,,375.0
2003-12-23,,,,,,,,,,,,,,,,,,,,372.0
2003-12-24,,,,,,,,,,,,,,,,,,,,371.9
2003-12-29,,,,,,,,,,,,,,,,,,,,372.0
2003-12-30,,,,,,,,,,,,,,,,,,,,378.0
2004-01-08,,,,,,,,,,,,,,,,,,,,375.0
2004-01-12,,,,,,,,,,,,,,,,,,,,380.0
2004-01-19,,,,,,,,,,,,,,,,,,,,373.0
2004-01-21,,,,,,,,,,,,,,,,,,,,375.0
2004-01-22,,,,,,,,,,,,,,,,,,,,380.0
2004-01-28,,,,,,,,,,,,,,,,,,,,380.0
2004-01-30,,,,,,,,,,,,,,,,,,,,375.0
2004-02-03,,,,,,,,,,,,,,,,,,,,380.0
2004-02-05,,,,,,,,,,,,,,,,,,,,382.0
2004-02-09,,,,,,,,,,,,,,,,,,,,380.0
2004-02-10,,,,,,,,,,,,,,,,,,,,378.0
2004-02-12,,,,,,,,,,,,,,,,,,,,377.8
2004-02-13,,,,,,,,,,,,,,,,,,,,375.0
2004-02-16,,,,,,,,,,,,,,,,,,,,373.0
2004-02-17,,,,,,,,,,,,,,,,,,,,379.0
2004-02-24,,,,,,,,,,,,,,,,,,,,380.0
2004-02-26,,,,,,,,,,,,,,,,,,,,378.0
2004-02-27,,,,,,,,,,,,,,,,,,,,375.0
2004-03-01,,,,,,,,,,,,,,,,,,,,375.0
2004-03-03,,,,,,,,,,,,,,,,,,,,374.0
2004-03-08,,,,,,,,,,,,,,,,,,,,374.0
2004-03-09,,,,,,,,,,,,,,,,,,,,374.0
2004-03-11,,,,,,,,,,,,,,,,,,,,373.0
2004-03-16,,,,,,,,,,,,,,,,,,,,379.0
2004-03-23,,,,,,,,,,,,,,,,,,,,376.0
2004-03-24,,,,,,,,,,,,,,,,,,,,377.0
2004-03-26,,,,,,,,,,,,,,,,,,,,376.0
2004-03-29,,,,,,,,,,,,,,,,,,,,377.0
2004-03-30,,,,,,,,,,,,,,,,,,,,377.0
2004-03-31,,,,,,,,,,,,,,,,,,,,375.0
2004-04-06,,,,,,,,,,,,,,,,,,,,390.0
2004-04-07,,,,,,,,,,,,,,,,,,,,373.0
2004-04-13,,,,,,,,,,,,,,,,,,,,373.0
2004-04-20,,,,,,,,,,,,,,,,,,,,390.0
2004-04-21,,,,,,,,,,,,,,,,,,,,373.6
2004-04-26,,,,,,,,,,,,,,,,,,,,389.0
2004-04-27,,,,,,,,,,,,,,,,,,,,390.1
2004-04-28,,,,,,,,,,,,,,,,,,,,399.9
2004-04-30,,,,,,,,,,,,,,,,,,,,399.9
2004-05-03,,,,,,,,,,,,,,,,,,,,401.0
2004-05-05,,,,,,,,,,,,,,,,,,,,445.0
2004-05-06,,,,,,,,,,,,,,,,,,,,445.1
2004-05-07,,,,,,,,,,,,,,,,,,,,445.0
2004-05-10,,,,,,,,,,,,,,,,,,,,444.9
2004-05-11,,,,,,,,,,,,,,,,,,,,444.9
2004-05-12,,,,,,,,,,,,,,,,,,,,445.0
2004-05-13,,,,,,,,,,,,,,,,,,,,444.9
2004-05-14,,,,,,,,,,,,,,,,,,,,400.6
2004-05-17,,,,,,,,,,,,,,,,,,,,440.0
2004-05-25,,,,,,,,,,,,,,,,,,,,440.0
2004-05-26,,,,,,,,,,,,,,,,,,,,448.0
2004-05-28,,,,,,,,,,,,,,,,,,,,448.0
2004-05-31,,,,,,,,,,,,,,,,,,,,450.0
2004-06-01,,,,,,,,,,,,,,,,,,,,450.0
2004-06-02,,,,,,,,,,,,,,,,,,,,450.0
2004-06-07,,,,,,,,,,,,,,,,,,,,489.9
2004-06-08,,,,,,,,,,,,,,,,,,,,450.0
2004-06-09,,,,,,,,,,,,,,,,,,,,450.0
2004-06-15,,,,,,,,,,,,,,,,,,,,415.0
2004-06-16,,,,,,,,,,,,,,,,,,,,450.0
2004-06-18,,,,,,,,,,,,,,,,,,,,417.1
2004-06-22,,,,,,,,,,,,,,,,,,,,421.0
2004-06-23,,,,,,,,,,,,,,,,,,,,459.0
2004-06-29,,,,,,,,,,,,,,,,,,,,460.0
2004-06-30,,,,,,,,,,,,,,,,,,,,460.0
2004-07-01,,,,,,,,,,,,,,,,,,,,499.9
2004-07-02,,,,,,,,,,,,,,,,,,,,499.9
2004-07-05,,,,,,,,,,,,,,,,,,,,499.6
2004-07-06,,,,,,,,,,,,,,,,,,,,499.5
2004-07-07,,,,,,,,,,,,,,,,,,,,498.9
2004-07-08,,,,,,,,,,,,,,,,,,,,499.5
2004-07-09,,,,,,,,,,,,,,,,,,,,499.4
2004-07-12,,,,,,,,,,,,,,,,,,,,499.5
2004-07-13,,,,,,,,,,,,,,,,,,,,499.5
2004-07-14,,,,,,,,,,,,,,,,,,,,499.1
2004-07-15,,,,,,,,,,,,,,,,,,,,499.7
2004-07-16,,,,,,,,,,,,,,,,,,,,499.7
2004-07-19,,,,,,,,,,,,,,,,,,,,499.7
2004-07-20,,,,,,,,,,,,,,,,,,,,499.7
2004-07-21,,,,,,,,,,,,,,,,,,,,505.0
2004-07-26,,,,,,,,,,,,,,,,,,,,555.5
2004-07-28,,,,,,,,,,,,,,,,,,,,549.0
2004-07-29,,,,,,,,,,,,,,,,,,,,539.5
2004-07-30,,,,,,,,,,,,,,,,,,,,540.0
2004-08-02,,,,,,,,,,,,,,,,,,,,540.0
2004-08-04,,,,,,,,,,,,,,,,,,,,590.0
2004-08-05,,,,,,,,,,,,,,,,,,,,541.0
2004-08-11,,,,,,,,,,,,,,,,,,,,540.0
2004-08-12,,,,,,,,,,,,,,,,,,,,549.0
2004-08-20,,,,,,,,,,,,,,,,,,,,570.0
2004-08-25,,,,,,,,,,,,,,,,,,,,541.0
2004-08-27,,,,,,,,,,,,,,,,,,,,570.0
2004-08-31,,,,,,,,,,,,,,,,,,,,570.0
2004-09-03,,,,,,,,,,,,,,,,,,,,560.0
2004-09-06,,,,,,,,,,,,,,,,,,,,568.0
2004-09-08,,,,,,,,,,,,,,,,,,,,570.0
2004-09-10,,,,,,,,,,,,,,,,,,,,570.0
2004-09-14,,,,,,,,,,,,,,,,,,,,570.0
2004-09-17,,,,,,,,,,,,,,,,,,,,589.0
2004-09-22,,,,,,,,,,,,,,,,,,,,558.0
2004-09-23,,,,,,,,,,,,,,,,,,,,557.0
2004-09-27,,,,,,,,,,,,,,,,,,,,557.0
2004-09-29,,,,,,,,,,,,,,,,,,,,502.0
2004-09-30,,,,,,,,,,,,,,,,,,,,501.0
2004-10-04,,,,,,,,,,,,,,,,,,,,506.0
2004-10-05,,,,,,,,,,,,,,,,,,,,506.0
2004-10-07,,,,,,,,,,,,,,,,,,,,545.0
2004-10-19,,,,,,,,,,,,,,,,,,,,545.0
2004-10-20,,,,,,,,,,,,,,,,,,,,540.0
2004-10-21,,,,,,,,,,,,,,,,,,,,541.5
2004-10-22,,,,,,,,,,,,,,,,,,,,545.0
2004-10-25,,,,,,,,,,,,,,,,,,,,507.0
2004-10-29,,,,,,,,,,,,,,,,,,,,508.0
2004-11-02,,,,,,,,,,,,,,,,,,,,520.0
2004-11-03,,,,,,,,,,,,,,,,,,,,521.0
2004-11-15,,,,,,,,,,,,,,,,,,,,568.0
2004-11-16,,,,,,,,,,,,,,,,,,,,537.0
2004-11-18,,,,,,,,,,,,,,,,,,,,576.0
2004-11-25,,,,,,,,,,,,,,,,,,,,571.0
2004-12-02,,,,,,,,,,,,,,,,,,,,567.0
2004-12-03,,,,,,,,,,,,,,,,,,,,556.5
2004-12-08,,,,,,,,,,,,,,,,,,,,557.0
2004-12-10,,,,,,,,,,,,,,,,,,,,560.0
2004-12-15,,,,,,,,,,,,,,,,,,,,567.0
2004-12-17,,,,,,,,,,,,,,,,,,,,559.5
2004-12-20,,,,,,,,,,,,,,,,,,,,567.0
2004-12-21,,,,,,,,,,,,,,,,,,,,570.0
2004-12-27,,,,,,,,,,,,,,,,,,,,577.0
2004-12-28,,,,,,,,,,,,,,,,,,,,588.0
2004-12-30,,,,,,,,,,,,,,,,,,,,589.0
2004-12-31,,,,,,,,,,,,,,,,,,,,589.0
2005-01-05,,,,,,,,,,,,,,,,,,,,541.0
2005-01-10,,,,,,,,,,,,,,,,,,,,540.0
2005-01-11,,,,,,,,,,,,,,,,,,,,540.0
2005-01-12,,,,,,,,,,,,,,,,,,,,540.0
2005-01-13,,,,,,,,,,,,,,,,,,,,541.0
2005-01-14,,,,,,,,,,,,,,,,,,,,560.0
2005-01-17,,,,,,,,,,,,,,,,,,,,560.0
2005-01-19,,,,,,,,,,,,,,,,,,,,560.0
2005-01-20,,,,,,,,,,,,,,,,,,,,595.0
2005-01-21,,,,,,,,,,,,,,,,,,,,595.0
2005-01-25,,,,,,,,,,,,,,,,,,,,650.0
2005-01-26,,,,,,,,,,,,,,,,,,,,676.5
2005-01-27,,,,,,,,,,,,,,,,,,,,680.0
2005-01-28,,,,,,,,,,,,,,,,,,,,685.0
2005-01-31,,,,,,,,,,,,,,,,,,,,710.0
2005-02-01,,,,,,,,,,,,,,,,,,,,721.0
2005-02-02,,,,,,,,,,,,,,,,,,,,758.5
2005-02-04,,,,,,,,,,,,,,,,,,,,759.0
2005-02-07,,,,,,,,,,,,,,,,,,,,749.0
2005-02-08,,,,,,,,,,,,,,,,,,,,737.5
2005-02-09,,,,,,,,,,,,,,,,,,,,710.0
2005-02-11,,,,,,,,,,,,,,,,,,,,712.0
2005-02-14,,,,,,,,,,,,,,,,,,,,712.0
2005-02-15,,,,,,,,,,,,,,,,,,,,735.0
2005-02-16,,,,,,,,,,,,,,,,,,,,720.0
2005-02-17,,,,,,,,,,,,,,,,,,,,734.0
2005-02-18,,,,,,,,,,,,,,,,,,,,735.0
2005-02-21,,,,,,,,,,,,,,,,,,,,731.0
2005-02-23,,,,,,,,,,,,,,,,,,,,729.5
2005-02-24,,,,,,,,,,,,,,,,,,,,718.0
2005-02-25,,,,,,,,,,,,,,,,,,,,714.0
