,IQJP FP Equity_PX_LAST
2022-06-17,30.23
2022-06-20,30.09
2022-06-21,30.195
2022-06-22,30.18
2022-06-23,30.42
2022-06-24,30.645
2022-06-27,30.35
2022-06-28,30.76
2022-06-29,30.49
2022-06-30,30.47
2022-07-01,30.77
2022-07-04,30.8
2022-07-05,30.835
2022-07-06,31.255
2022-07-07,31.805
2022-07-08,31.475
2022-07-11,31.655
2022-07-12,31.89
2022-07-13,31.41
2022-07-14,31.235
2022-07-15,31.42
2022-07-18,31.445
2022-07-19,31.39
2022-07-20,31.605
2022-07-21,31.795
2022-07-22,32.06
2022-07-25,32.075
2022-07-26,32.09
2022-07-27,32.22
2022-07-28,32.53
2022-07-29,32.555
2022-08-01,33.0
2022-08-02,32.875
2022-08-03,32.53
2022-08-04,32.24
2022-08-05,32.135
2022-08-08,32.255
2022-08-09,31.865
2022-08-10,32.425
2022-08-11,32.545
2022-08-12,32.77
2022-08-15,33.115
2022-08-16,32.94
2022-08-17,32.83
2022-08-18,33.12
2022-08-19,32.755
2022-08-22,32.9
2022-08-23,32.975
2022-08-24,32.99
2022-08-25,33.06
2022-08-26,32.605
2022-08-29,32.245
2022-08-30,32.185
2022-08-31,31.945
2022-09-01,31.74
2022-09-02,31.68
2022-09-05,31.585
2022-09-06,31.04
2022-09-07,30.65
2022-09-08,31.14
2022-09-09,31.34
2022-09-12,31.23
2022-09-13,30.715
2022-09-14,31.075
2022-09-15,30.82
2022-09-16,30.71
2022-09-19,30.74
2022-09-20,30.625
2022-09-21,30.875
2022-09-22,31.055
2022-09-23,30.735
2022-09-26,30.69
2022-09-27,30.52
2022-09-28,31.5
2022-09-29,30.165
2022-09-30,30.275
2022-10-03,30.38
2022-10-04,30.715
2022-10-05,30.67
2022-10-06,30.775
2022-10-07,30.555
2022-10-10,30.5
2022-10-11,30.54
2022-10-12,30.26
2022-10-13,30.035
2022-10-14,29.92
2022-10-17,29.955
2022-10-18,29.605
2022-10-19,29.65
2022-10-20,29.795
2022-10-21,29.835
2022-10-24,29.54
2022-10-25,30.02
2022-10-26,30.04
2022-10-27,29.905
2022-10-28,30.055
2022-10-31,30.065
2022-11-01,30.155
2022-11-02,30.43
2022-11-03,30.425
2022-11-04,30.315
2022-11-07,30.325
2022-11-08,30.645
2022-11-09,30.38
2022-11-10,31.225
2022-11-11,31.13
2022-11-14,30.95
2022-11-15,31.09
2022-11-16,30.66
2022-11-17,30.8
2022-11-18,31.095
2022-11-21,31.115
2022-11-22,31.58
2022-11-23,31.815
2022-11-24,32.03
2022-11-25,31.93
2022-11-28,31.89
2022-11-29,31.755
2022-11-30,31.84
2022-12-01,32.005
2022-12-02,31.345
2022-12-05,31.345
2022-12-06,30.995
2022-12-07,30.955
2022-12-08,30.87
2022-12-09,31.04
2022-12-12,30.97
2022-12-13,30.94
2022-12-14,31.245
2022-12-15,31.07
2022-12-16,30.48
2022-12-19,30.73
2022-12-20,30.955
2022-12-21,30.885
2022-12-22,31.07
2022-12-23,30.82
2022-12-27,30.81
2022-12-28,30.655
2022-12-29,30.435
2022-12-30,30.59
2023-01-02,30.59
2023-01-03,31.055
2023-01-04,30.92
2023-01-05,30.21
2023-01-06,30.2
2023-01-09,30.495
2023-01-10,29.71
2023-01-11,30.055
2023-01-12,30.365
2023-01-13,30.63
2023-01-16,30.645
2023-01-17,30.79
2023-01-18,30.815
2023-01-19,31.125
2023-01-20,31.105
2023-01-23,30.87
2023-01-24,31.205
2023-01-25,31.405
2023-01-26,31.525
2023-01-27,31.57
2023-01-30,31.57
2023-01-31,31.57
2023-02-01,31.57
2023-02-02,31.115
2023-02-03,31.39
2023-02-06,31.275
2023-02-07,31.325
2023-02-08,31.615
2023-02-09,31.615
2023-02-10,31.615
2023-02-13,31.835
2023-02-14,31.945
2023-02-15,31.595
2023-02-16,31.685
2023-02-17,31.685
2023-02-20,31.825
2023-02-21,31.77
2023-02-22,31.31
2023-02-23,31.415
2023-02-24,31.595
2023-02-27,31.595
2023-02-28,31.595
2023-03-01,31.36
2023-03-02,31.14
2023-03-03,31.635
2023-03-06,31.635
2023-03-07,31.995
2023-03-08,32.08
2023-03-09,32.465
2023-03-10,32.015
2023-03-13,31.515
2023-03-14,30.885
2023-03-15,30.895
2023-03-16,31.64
2023-03-17,31.38
2023-03-20,31.37
2023-03-21,31.54
2023-03-22,31.45
2023-03-23,31.3
2023-03-24,31.23
2023-03-27,31.495
2023-03-28,31.555
2023-03-29,31.695
2023-03-30,31.695
2023-03-31,31.695
2023-04-03,31.985
2023-04-04,31.95
2023-04-05,31.58
2023-04-06,31.595
2023-04-11,31.51
2023-04-12,31.575
2023-04-13,31.555
2023-04-14,31.53
2023-04-17,31.615
2023-04-18,31.865
2023-04-19,31.735
2023-04-20,31.67
2023-04-21,31.845
2023-04-24,31.78
2023-04-25,31.85
2023-04-26,31.685
2023-04-27,31.78
2023-04-28,31.69
2023-05-02,31.645
2023-05-03,31.69
2023-05-04,31.73
2023-05-05,32.42
2023-05-08,32.205
2023-05-09,32.735
2023-05-10,32.585
2023-05-11,32.625
2023-05-12,33.0
2023-05-15,33.245
2023-05-16,33.275
2023-05-17,33.395
2023-05-18,33.495
2023-05-19,33.39
2023-05-22,33.635
2023-05-23,33.36
2023-05-24,33.08
2023-05-25,33.245
2023-05-26,33.36
2023-05-29,33.18
2023-05-30,32.99
2023-05-31,32.795
2023-06-01,33.27
2023-06-02,34.085
2023-06-05,33.695
2023-06-06,34.375
2023-06-07,34.02
2023-06-08,33.785
2023-06-09,34.405
2023-06-12,34.445
2023-06-13,34.955
2023-06-14,34.985
2023-06-15,34.425
2023-06-16,34.44
2023-06-19,34.045
2023-06-20,33.755
2023-06-21,34.11
2023-06-22,34.055
2023-06-23,33.48
2023-06-26,33.49
2023-06-27,33.455
2023-06-28,33.97
2023-06-29,33.82
2023-06-30,33.92
2023-07-03,34.005
2023-07-04,33.735
2023-07-05,33.805
2023-07-06,33.355
2023-07-07,33.705
2023-07-10,33.605
2023-07-11,33.625
2023-07-12,33.82
2023-07-13,33.685
2023-07-14,33.295
2023-07-17,33.18
2023-07-18,33.79
2023-07-19,33.905
2023-07-20,33.855
2023-07-21,33.755
2023-07-24,33.955
2023-07-25,34.1
2023-07-26,34.09
2023-07-27,34.64
2023-07-28,34.76
2023-07-31,34.63
2023-08-01,34.325
2023-08-02,33.98
2023-08-03,33.64
2023-08-04,33.825
2023-08-07,34.11
2023-08-08,33.97
2023-08-09,33.825
2023-08-10,34.005
2023-08-11,34.005
2023-08-14,33.825
2023-08-15,33.39
2023-08-16,33.25
2023-08-17,33.19
2023-08-18,33.045
2023-08-21,33.03
2023-08-22,33.47
2023-08-23,33.87
2023-08-24,33.605
2023-08-25,33.69
2023-08-28,34.05
2023-08-29,33.99
2023-08-30,33.8
2023-08-31,34.425
2023-09-01,34.795
2023-09-04,35.165
2023-09-05,35.21
2023-09-06,35.335
2023-09-07,35.435
2023-09-08,34.98
2023-09-11,35.185
2023-09-12,35.565
2023-09-13,35.435
2023-09-14,36.28
2023-09-15,36.3
2023-09-18,36.06
2023-09-19,36.45
2023-09-20,36.25
2023-09-21,35.655
2023-09-22,35.78
2023-09-25,35.69
2023-09-26,35.465
2023-09-27,35.83
2023-09-28,35.485
2023-09-29,35.08
2023-10-02,34.665
2023-10-03,34.485
2023-10-04,33.88
2023-10-05,34.53
2023-10-06,34.5
2023-10-09,34.57
2023-10-10,34.965
2023-10-11,34.895
2023-10-12,35.02
2023-10-13,34.58
2023-10-16,34.49
2023-10-17,34.455
2023-10-18,34.31
2023-10-19,34.185
2023-10-20,33.825
2023-10-23,33.435
2023-10-24,33.66
2023-10-25,33.79
2023-10-26,33.59
2023-10-27,33.72
2023-10-30,33.525
2023-10-31,34.215
2023-11-01,34.595
2023-11-02,34.885
2023-11-03,35.395
2023-11-06,34.92
2023-11-07,34.505
2023-11-08,34.0
2023-11-09,34.325
2023-11-10,34.205
2023-11-13,34.175
2023-11-14,34.35
2023-11-15,34.21
2023-11-16,34.085
2023-11-17,34.6
2023-11-20,34.315
2023-11-21,34.435
2023-11-22,34.54
2023-11-23,34.62
2023-11-24,34.31
2023-11-27,34.545
2023-11-28,34.35
2023-11-29,34.395
2023-11-30,34.845
2023-12-01,35.055
2023-12-04,34.975
2023-12-05,34.85
2023-12-06,35.335
2023-12-07,35.085
2023-12-08,35.45
2023-12-11,35.515
2023-12-12,35.33
2023-12-13,35.175
2023-12-14,35.015
2023-12-15,34.86
2023-12-18,34.8
2023-12-19,34.87
2023-12-20,34.99
2023-12-21,35.015
2023-12-22,35.24
2023-12-27,34.99
2023-12-28,35.28
2023-12-29,35.455
2024-01-02,35.49
2024-01-03,35.395
2024-01-04,35.565
2024-01-05,35.935
2024-01-08,36.25
2024-01-09,36.05
2024-01-10,36.58
2024-01-11,36.65
2024-01-12,36.875
2024-01-15,37.43
2024-01-16,37.035
2024-01-17,36.365
2024-01-18,36.8
2024-01-19,36.555
2024-01-22,37.225
2024-01-23,36.89
2024-01-24,36.79
2024-01-25,36.695
2024-01-26,36.55
2024-01-29,36.73
2024-01-30,36.715
2024-01-31,37.03
2024-02-01,37.135
2024-02-02,37.2
2024-02-05,37.395
2024-02-06,37.465
2024-02-07,37.625
2024-02-08,37.045
2024-02-09,37.185
2024-02-12,37.345
2024-02-13,37.625
2024-02-14,37.315
2024-02-15,37.435
2024-02-16,37.585
2024-02-19,37.81
2024-02-20,37.46
2024-02-21,37.56
2024-02-22,37.805
2024-02-23,37.935
2024-02-26,37.81
2024-02-27,37.81
2024-02-28,37.715
2024-02-29,37.985
2024-03-01,38.335
2024-03-04,38.065
2024-03-05,38.335
2024-03-06,38.745
2024-03-07,38.63
2024-03-08,38.68
2024-03-11,37.885
2024-03-12,37.9
2024-03-13,37.73
2024-03-14,37.815
2024-03-15,37.89
2024-03-18,38.5
2024-03-19,38.935
2024-03-20,38.915
2024-03-21,39.1
2024-03-22,39.24
2024-03-25,38.775
2024-03-26,38.675
2024-03-27,38.91
2024-03-28,38.065
2024-04-02,38.27
2024-04-03,38.285
2024-04-04,38.175
2024-04-05,38.12
2024-04-08,38.505
2024-04-09,38.18
2024-04-10,38.135
2024-04-11,38.155
2024-04-12,38.525
2024-04-15,38.505
2024-04-16,37.905
2024-04-17,37.53
2024-04-18,37.555
2024-04-19,37.265
2024-04-22,37.545
2024-04-23,37.535
2024-04-24,37.415
2024-04-25,36.745
2024-04-26,37.12
2024-04-29,37.34
2024-04-30,37.32
2024-05-02,37.595
2024-05-03,37.665
2024-05-06,37.965
2024-05-07,37.625
2024-05-08,37.58
2024-05-09,37.625
2024-05-10,37.395
2024-05-13,36.915
2024-05-14,36.96
2024-05-15,37.035
2024-05-16,36.77
2024-05-17,36.79
2024-05-20,36.96
2024-05-21,36.83
2024-05-22,36.47
2024-05-23,36.34
2024-05-24,36.485
2024-05-27,36.715
2024-05-28,36.625
2024-05-29,36.025
2024-05-30,36.35
2024-05-31,36.8
2024-06-03,37.02
2024-06-04,37.115
2024-06-05,36.81
2024-06-06,36.81
2024-06-07,36.945
2024-06-10,37.235
2024-06-11,36.88
2024-06-12,36.835
2024-06-13,36.23
2024-06-14,36.565
2024-06-17,36.01
2024-06-18,36.01
2024-06-19,35.86
2024-06-20,35.955
2024-06-21,35.795
2024-06-24,36.21
2024-06-25,36.64
2024-06-26,36.58
2024-06-27,36.705
2024-06-28,37.17
2024-07-01,36.815
2024-07-02,37.06
2024-07-03,36.86
2024-07-04,37.435
2024-07-05,36.945
2024-07-08,36.89
2024-07-09,36.94
2024-07-10,37.245
2024-07-11,37.7
2024-07-12,37.765
2024-07-15,37.66
2024-07-16,37.365
2024-07-17,37.63
2024-07-18,37.73
2024-07-19,37.235
2024-07-22,37.27
2024-07-23,37.695
2024-07-24,37.185
2024-07-25,36.755
2024-07-26,37.165
2024-07-29,37.64
2024-07-30,37.445
2024-07-31,38.36
2024-08-01,37.095
2024-08-02,34.53
2024-08-05,34.47
2024-08-06,34.455
2024-08-07,35.485
2024-08-08,35.62
2024-08-09,35.47
2024-08-12,35.775
2024-08-13,36.68
2024-08-14,36.16
2024-08-15,36.605
2024-08-16,37.07
2024-08-19,37.325
2024-08-20,37.34
2024-08-21,37.635
2024-08-22,37.74
2024-08-23,37.935
2024-08-26,38.21
2024-08-27,38.28
2024-08-28,37.895
2024-08-29,38.805
2024-08-30,38.845
2024-09-02,38.5
2024-09-03,38.74
2024-09-04,38.395
2024-09-05,38.61
2024-09-06,37.58
2024-09-09,38.435
2024-09-10,38.1
2024-09-11,37.92
2024-09-12,38.01
2024-09-13,38.315
2024-09-16,38.365
2024-09-17,38.455
2024-09-18,38.05
2024-09-19,38.73
2024-09-20,38.37
2024-09-23,38.85
2024-09-24,38.2
2024-09-25,38.375
2024-09-26,39.35
2024-09-27,38.775
2024-09-30,38.86
2024-10-01,38.995
2024-10-02,38.83
2024-10-03,38.79
2024-10-04,39.19
2024-10-07,38.845
2024-10-08,38.965
2024-10-09,38.725
2024-10-10,38.73
2024-10-11,38.67
2024-10-14,38.785
2024-10-15,38.575
2024-10-16,38.395
2024-10-17,38.61
2024-10-18,38.5
2024-10-21,37.995
2024-10-22,37.77
2024-10-23,37.015
2024-10-24,37.135
2024-10-25,37.27
2024-10-28,37.535
2024-10-29,37.78
2024-10-30,37.585
2024-10-31,37.19
2024-11-01,37.71
2024-11-04,37.72
2024-11-05,37.985
2024-11-06,38.245
2024-11-07,38.455
2024-11-08,38.415
2024-11-11,38.84
2024-11-12,38.415
2024-11-13,38.0
2024-11-14,38.27
2024-11-15,38.115
2024-11-18,38.38
2024-11-19,38.24
2024-11-20,38.11
2024-11-21,38.505
2024-11-22,38.95
2024-11-25,38.86
2024-11-26,38.605
2024-11-27,38.43
2024-11-28,38.895
2024-11-29,39.14
2024-12-02,39.945
2024-12-03,40.21
2024-12-04,39.67
2024-12-05,39.98
2024-12-06,39.83
2024-12-09,39.345
2024-12-10,39.335
2024-12-11,39.685
2024-12-12,39.635
2024-12-13,39.345
2024-12-16,39.34
2024-12-17,39.23
2024-12-18,38.91
2024-12-19,38.355
2024-12-20,38.69
2024-12-23,38.615
2024-12-24,38.875
2024-12-27,39.67
2024-12-30,39.46
2024-12-31,39.425
2025-01-02,39.355
2025-01-03,39.39
2025-01-06,38.935
2025-01-07,39.095
2025-01-08,39.08
2025-01-09,38.84
2025-01-10,38.525
2025-01-13,38.32
2025-01-14,38.34
2025-01-15,38.595
2025-01-16,38.455
2025-01-17,38.8
2025-01-20,38.91
2025-01-21,38.985
2025-01-22,38.75
2025-01-23,38.85
2025-01-24,38.91
2025-01-27,38.92
2025-01-28,39.555
2025-01-29,39.695
2025-01-30,40.095
2025-01-31,40.18
2025-02-03,39.775
2025-02-04,39.535
2025-02-05,39.87
2025-02-06,40.44
2025-02-07,40.61
2025-02-10,40.37
2025-02-11,40.24
2025-02-12,39.805
2025-02-13,40.035
2025-02-14,40.065
2025-02-17,40.315
2025-02-18,40.22
2025-02-19,40.45
2025-02-20,40.205
2025-02-21,40.24
2025-02-24,39.93
2025-02-25,40.34
2025-02-26,40.76
2025-02-27,41.125
2025-02-28,40.495
2025-03-03,40.915
2025-03-04,40.26
2025-03-05,40.005
2025-03-06,39.915
2025-03-07,39.72
2025-03-10,39.495
2025-03-11,38.745
2025-03-12,39.135
2025-03-13,39.365
2025-03-14,39.875
2025-03-17,40.115
2025-03-18,40.035
2025-03-19,40.335
2025-03-20,40.57
2025-03-21,40.515
2025-03-24,40.25
2025-03-25,40.29
2025-03-26,40.33
2025-03-27,40.15
2025-03-28,38.93
2025-03-31,39.01
2025-04-01,38.735
2025-04-02,38.465
2025-04-03,36.66
2025-04-04,35.725
2025-04-07,35.185
2025-04-08,36.365
2025-04-09,35.235
2025-04-10,36.205
2025-04-11,35.67
2025-04-14,36.88
2025-04-15,37.345
2025-04-16,37.25
2025-04-17,37.68
2025-04-22,37.755
2025-04-23,38.27
2025-04-24,38.105
2025-04-25,38.18
2025-04-28,38.65
2025-04-29,38.975
2025-04-30,38.445
2025-05-02,39.04
2025-05-05,39.385
2025-05-06,39.445
2025-05-07,38.965
2025-05-08,39.13
2025-05-09,39.32
2025-05-12,40.015
2025-05-13,39.565
2025-05-14,39.085
2025-05-15,39.2
2025-05-16,39.385
2025-05-19,38.97
2025-05-20,39.215
2025-05-21,38.96
2025-05-22,38.955
2025-05-23,38.935
2025-05-26,39.335
2025-05-27,39.85
2025-05-28,39.44
2025-05-29,39.395
2025-05-30,39.49
2025-06-02,39.535
2025-06-03,39.8
2025-06-04,39.425
2025-06-05,38.985
2025-06-06,39.42
2025-06-09,39.3
2025-06-10,39.375
2025-06-11,39.025
2025-06-12,38.595
2025-06-13,38.41
2025-06-16,38.685
2025-06-17,38.305
2025-06-18,38.785
2025-06-19,38.2
2025-06-20,37.855
2025-06-23,38.185
2025-06-24,38.415
2025-06-25,37.805
2025-06-26,38.18
2025-06-27,38.82
2025-06-30,38.77
2025-07-01,38.47
2025-07-02,38.43
2025-07-03,38.69
2025-07-04,38.33
2025-07-07,38.03
2025-07-08,37.935
2025-07-09,38.015
2025-07-10,38.01
2025-07-11,37.68
2025-07-14,37.71
2025-07-15,37.53
2025-07-16,37.26
2025-07-17,37.88
2025-07-18,37.51
2025-07-21,37.8
2025-07-22,37.595
2025-07-23,39.74
2025-07-24,39.505
2025-07-25,38.795
2025-07-28,38.73
2025-07-29,38.8
2025-07-30,39.21
2025-07-31,39.115
2025-08-01,38.89
2025-08-04,39.465
2025-08-05,39.455
2025-08-06,39.27
2025-08-07,39.63
2025-08-08,40.37
2025-08-11,40.52
2025-08-12,40.77
2025-08-13,40.565
2025-08-14,40.455
2025-08-15,40.955
2025-08-18,41.07
2025-08-19,41.085
2025-08-20,41.185
2025-08-21,40.9
2025-08-22,41.15
2025-08-25,40.8
2025-08-26,40.515
2025-08-27,40.555
2025-08-28,40.81
2025-08-29,40.165
