,ALOSM FP Equity_DX_SI_QTY,ALOSM FP Equity_DX_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOSM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOSM FP Equity_DX_SI_MV,ALOSM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SUPPLY_SI_QTY,ALOSM FP Equity_DX_BROKER_SI_QTY,ALOSM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOSM FP Equity_DX_SUPPLY_SI_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOSM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOSM FP Equity_DX_BROKER_SI_CON_RATIO,ALOSM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOSM FP Equity_PX_LAST
2018-10-05,,,,,,,,,,,,,,,,,,,,5.2
2018-10-08,,,,,,,,,,,,,,,,,,,,5.02
2018-10-09,,,,,,,,,,,,,,,,,,,,5.04
2018-10-10,,,,,,,,,,,,,,,,,,,,4.99
2018-10-11,,,,,,,,,,,,,,,,,,,,4.71
2018-10-12,,,,,,,,,,,,,,,,,,,,4.72
2018-10-15,,,,,,,,,,,,,,,,,,,,4.76
2018-10-16,,,,,,,,,,,,,,,,,,,,4.68
2018-10-17,,,,,,,,,,,,,,,,,,,,4.58
2018-10-18,,,,,,,,,,,,,,,,,,,,4.58
2018-10-19,,,,,,,,,,,,,,,,,,,,4.57
2018-10-22,,,,,,,,,,,,,,,,,,,,4.57
2018-10-23,,,,,,,,,,,,,,,,,,,,4.45
2018-10-24,,,,,,,,,,,,,,,,,,,,4.44
2018-10-25,,,,,,,,,,,,,,,,,,,,4.43
2018-10-26,,,,,,,,,,,,,,,,,,,,4.3
2018-10-29,,,,,,,,,,,,,,,,,,,,4.42
2018-10-30,,,,,,,,,,,,,,,,,,,,4.41
2018-10-31,,,,,,,,,,,,,,,,,,,,4.39
2018-11-01,,,,,,,,,,,,,,,,,,,,4.39
2018-11-02,,,,,,,,,,,,,,,,,,,,4.39
2018-11-05,,,,,,,,,,,,,,,,,,,,4.37
2018-11-06,,,,,,,,,,,,,,,,,,,,4.39
2018-11-07,,,,,,,,,,,,,,,,,,,,4.16
2018-11-08,,,,,,,,,,,,,,,,,,,,4.28
2018-11-09,,,,,,,,,,,,,,,,,,,,4.27
2018-11-12,,,,,,,,,,,,,,,,,,,,4.19
2018-11-13,,,,,,,,,,,,,,,,,,,,3.96
2018-11-14,,,,,,,,,,,,,,,,,,,,4.2
2018-11-15,,,,,,,,,,,,,,,,,,,,4.69
2018-11-16,,,,,,,,,,,,,,,,,,,,5.0
2018-11-19,,,,,,,,,,,,,,,,,,,,5.22
2018-11-22,,,,,,,,,,,,,,,,,,,,5.2
2018-11-23,,,,,,,,,,,,,,,,,,,,5.2
2018-11-26,,,,,,,,,,,,,,,,,,,,4.22
2018-11-27,,,,,,,,,,,,,,,,,,,,4.89
2018-11-28,,,,,,,,,,,,,,,,,,,,4.87
2018-11-30,,,,,,,,,,,,,,,,,,,,4.89
2018-12-03,,,,,,,,,,,,,,,,,,,,4.79
2018-12-05,,,,,,,,,,,,,,,,,,,,4.2
2018-12-06,,,,,,,,,,,,,,,,,,,,4.05
2018-12-07,,,,,,,,,,,,,,,,,,,,4.09
2018-12-10,,,,,,,,,,,,,,,,,,,,4.19
2018-12-11,,,,,,,,,,,,,,,,,,,,4.55
2018-12-13,,,,,,,,,,,,,,,,,,,,4.51
2018-12-14,,,,,,,,,,,,,,,,,,,,3.92
2018-12-17,,,,,,,,,,,,,,,,,,,,3.91
2018-12-18,,,,,,,,,,,,,,,,,,,,4.68
2018-12-19,,,,,,,,,,,,,,,,,,,,4.7
2018-12-20,,,,,,,,,,,,,,,,,,,,5.0
2018-12-21,,,,,,,,,,,,,,,,,,,,5.02
2018-12-24,,,,,,,,,,,,,,,,,,,,5.5
2018-12-27,,,,,,,,,,,,,,,,,,,,5.5
2018-12-28,,,,,,,,,,,,,,,,,,,,5.46
2018-12-31,,,,,,,,,,,,,,,,,,,,4.52
2019-01-02,,,,,,,,,,,,,,,,,,,,5.4
2019-01-03,,,,,,,,,,,,,,,,,,,,6.08
2019-01-04,,,,,,,,,,,,,,,,,,,,7.3
2019-01-07,,,,,,,,,,,,,,,,,,,,6.86
2019-01-08,,,,,,,,,,,,,,,,,,,,7.18
2019-01-09,,,,,,,,,,,,,,,,,,,,7.18
2019-01-10,,,,,,,,,,,,,,,,,,,,7.44
2019-01-11,,,,,,,,,,,,,,,,,,,,8.0
2019-01-14,,,,,,,,,,,,,,,,,,,,7.98
2019-01-15,,,,,,,,,,,,,,,,,,,,8.0
2019-01-16,,,,,,,,,,,,,,,,,,,,8.08
2019-01-17,,,,,,,,,,,,,,,,,,,,8.28
2019-01-18,,,,,,,,,,,,,,,,,,,,8.26
2019-01-21,,,,,,,,,,,,,,,,,,,,8.28
2019-01-22,,,,,,,,,,,,,,,,,,,,8.26
2019-01-23,,,,,,,,,,,,,,,,,,,,8.18
2019-01-24,,,,,,,,,,,,,,,,,,,,8.2
2019-01-25,,,,,,,,,,,,,,,,,,,,8.2
2019-01-28,,,,,,,,,,,,,,,,,,,,8.0
2019-01-29,,,,,,,,,,,,,,,,,,,,8.0
2019-01-30,,,,,,,,,,,,,,,,,,,,8.2
2019-01-31,,,,,,,,,,,,,,,,,,,,8.2
2019-02-01,,,,,,,,,,,,,,,,,,,,8.0
2019-02-04,,,,,,,,,,,,,,,,,,,,7.56
2019-02-05,,,,,,,,,,,,,,,,,,,,8.2
2019-02-06,,,,,,,,,,,,,,,,,,,,8.22
2019-02-07,,,,,,,,,,,,,,,,,,,,8.24
2019-02-08,,,,,,,,,,,,,,,,,,,,8.22
2019-02-11,,,,,,,,,,,,,,,,,,,,7.7
2019-02-12,,,,,,,,,,,,,,,,,,,,8.22
2019-02-13,,,,,,,,,,,,,,,,,,,,8.22
2019-02-14,,,,,,,,,,,,,,,,,,,,8.02
2019-02-15,,,,,,,,,,,,,,,,,,,,7.92
2019-02-18,,,,,,,,,,,,,,,,,,,,7.8
2019-02-19,,,,,,,,,,,,,,,,,,,,8.14
2019-02-20,,,,,,,,,,,,,,,,,,,,7.62
2019-02-21,,,,,,,,,,,,,,,,,,,,8.12
2019-02-25,,,,,,,,,,,,,,,,,,,,8.08
2019-02-26,,,,,,,,,,,,,,,,,,,,8.1
2019-03-01,,,,,,,,,,,,,,,,,,,,8.1
2019-03-04,,,,,,,,,,,,,,,,,,,,8.1
2019-03-05,,,,,,,,,,,,,,,,,,,,8.56
2019-03-06,,,,,,,,,,,,,,,,,,,,7.74
2019-03-07,,,,,,,,,,,,,,,,,,,,8.7
2019-03-08,,,,,,,,,,,,,,,,,,,,9.0
2019-03-11,,,,,,,,,,,,,,,,,,,,9.3
2019-03-12,,,,,,,,,,,,,,,,,,,,9.84
2019-03-13,,,,,,,,,,,,,,,,,,,,9.88
2019-03-14,,,,,,,,,,,,,,,,,,,,9.76
2019-03-15,,,,,,,,,,,,,,,,,,,,10.0
2019-03-18,,,,,,,,,,,,,,,,,,,,10.2
2019-03-19,,,,,,,,,,,,,,,,,,,,10.3
2019-03-20,,,,,,,,,,,,,,,,,,,,10.35
2019-03-21,,,,,,,,,,,,,,,,,,,,10.25
2019-03-22,,,,,,,,,,,,,,,,,,,,9.7
2019-03-25,,,,,,,,,,,,,,,,,,,,9.88
2019-03-26,,,,,,,,,,,,,,,,,,,,9.88
2019-03-27,,,,,,,,,,,,,,,,,,,,9.6
2019-03-28,,,,,,,,,,,,,,,,,,,,9.88
2019-03-29,,,,,,,,,,,,,,,,,,,,9.8
2019-04-01,,,,,,,,,,,,,,,,,,,,9.7
2019-04-02,,,,,,,,,,,,,,,,,,,,9.65
2019-04-03,,,,,,,,,,,,,,,,,,,,9.65
2019-04-04,,,,,,,,,,,,,,,,,,,,10.0
2019-04-05,,,,,,,,,,,,,,,,,,,,10.0
2019-04-08,,,,,,,,,,,,,,,,,,,,9.95
2019-04-09,,,,,,,,,,,,,,,,,,,,9.95
2019-04-10,,,,,,,,,,,,,,,,,,,,9.95
2019-04-11,,,,,,,,,,,,,,,,,,,,10.0
2019-04-12,,,,,,,,,,,,,,,,,,,,9.95
2019-04-15,,,,,,,,,,,,,,,,,,,,9.9
2019-04-17,,,,,,,,,,,,,,,,,,,,9.9
2019-04-18,,,,,,,,,,,,,,,,,,,,10.0
2019-04-23,,,,,,,,,,,,,,,,,,,,9.9
2019-04-24,,,,,,,,,,,,,,,,,,,,9.75
2019-04-25,,,,,,,,,,,,,,,,,,,,9.9
2019-04-26,,,,,,,,,,,,,,,,,,,,10.0
2019-04-29,,,,,,,,,,,,,,,,,,,,9.9
2019-04-30,,,,,,,,,,,,,,,,,,,,10.2
2019-05-02,,,,,,,,,,,,,,,,,,,,10.3
2019-05-03,,,,,,,,,,,,,,,,,,,,10.4
2019-05-06,,,,,,,,,,,,,,,,,,,,10.3
2019-05-07,,,,,,,,,,,,,,,,,,,,10.4
2019-05-09,,,,,,,,,,,,,,,,,,,,10.3
2019-05-13,,,,,,,,,,,,,,,,,,,,9.5
2019-05-14,,,,,,,,,,,,,,,,,,,,10.0
2019-05-15,,,,,,,,,,,,,,,,,,,,9.9
2019-05-16,,,,,,,,,,,,,,,,,,,,9.9
2019-05-17,,,,,,,,,,,,,,,,,,,,9.45
2019-05-20,,,,,,,,,,,,,,,,,,,,9.8
2019-05-21,,,,,,,,,,,,,,,,,,,,9.75
2019-05-22,,,,,,,,,,,,,,,,,,,,9.9
2019-05-23,,,,,,,,,,,,,,,,,,,,10.2
2019-05-24,,,,,,,,,,,,,,,,,,,,10.0
2019-05-27,,,,,,,,,,,,,,,,,,,,10.3
2019-05-28,,,,,,,,,,,,,,,,,,,,10.0
2019-05-29,,,,,,,,,,,,,,,,,,,,10.2
2019-05-30,,,,,,,,,,,,,,,,,,,,10.0
2019-05-31,,,,,,,,,,,,,,,,,,,,10.2
2019-06-03,,,,,,,,,,,,,,,,,,,,10.3
2019-06-04,,,,,,,,,,,,,,,,,,,,10.4
2019-06-05,,,,,,,,,,,,,,,,,,,,10.4
2019-06-06,,,,,,,,,,,,,,,,,,,,10.4
2019-06-07,,,,,,,,,,,,,,,,,,,,9.5
2019-06-10,,,,,,,,,,,,,,,,,,,,10.0
2019-06-11,,,,,,,,,,,,,,,,,,,,10.3
2019-06-12,,,,,,,,,,,,,,,,,,,,10.3
2019-06-13,,,,,,,,,,,,,,,,,,,,9.8
2019-06-14,,,,,,,,,,,,,,,,,,,,10.4
2019-06-17,,,,,,,,,,,,,,,,,,,,10.4
2019-06-18,,,,,,,,,,,,,,,,,,,,10.4
2019-06-19,,,,,,,,,,,,,,,,,,,,10.4
2019-06-20,,,,,,,,,,,,,,,,,,,,10.4
2019-06-21,,,,,,,,,,,,,,,,,,,,10.2
2019-06-24,,,,,,,,,,,,,,,,,,,,10.2
2019-06-25,,,,,,,,,,,,,,,,,,,,10.2
2019-06-26,,,,,,,,,,,,,,,,,,,,10.2
2019-06-27,,,,,,,,,,,,,,,,,,,,10.2
2019-06-28,,,,,,,,,,,,,,,,,,,,10.2
2019-07-01,,,,,,,,,,,,,,,,,,,,9.25
2019-07-02,,,,,,,,,,,,,,,,,,,,10.2
2019-07-03,,,,,,,,,,,,,,,,,,,,10.2
2019-07-04,,,,,,,,,,,,,,,,,,,,9.7
2019-07-05,,,,,,,,,,,,,,,,,,,,10.0
2019-07-08,,,,,,,,,,,,,,,,,,,,9.4
2019-07-09,,,,,,,,,,,,,,,,,,,,9.0
2019-07-10,,,,,,,,,,,,,,,,,,,,9.75
2019-07-11,,,,,,,,,,,,,,,,,,,,9.8
2019-07-17,,,,,,,,,,,,,,,,,,,,9.65
2019-07-18,,,,,,,,,,,,,,,,,,,,9.4
2019-07-19,,,,,,,,,,,,,,,,,,,,10.4
2019-07-22,,,,,,,,,,,,,,,,,,,,10.4
2019-07-23,,,,,,,,,,,,,,,,,,,,10.4
2019-07-24,,,,,,,,,,,,,,,,,,,,10.3
2019-07-25,,,,,,,,,,,,,,,,,,,,10.2
2019-07-26,,,,,,,,,,,,,,,,,,,,9.9
2019-07-29,,,,,,,,,,,,,,,,,,,,10.1
2019-07-30,,,,,,,,,,,,,,,,,,,,9.85
2019-07-31,,,,,,,,,,,,,,,,,,,,9.85
2019-08-02,,,,,,,,,,,,,,,,,,,,9.95
2019-08-05,,,,,,,,,,,,,,,,,,,,9.2
2019-08-06,,,,,,,,,,,,,,,,,,,,10.0
2019-08-07,,,,,,,,,,,,,,,,,,,,10.0
2019-08-08,,,,,,,,,,,,,,,,,,,,9.3
2019-08-09,,,,,,,,,,,,,,,,,,,,9.85
2019-08-13,,,,,,,,,,,,,,,,,,,,9.7
2019-08-14,,,,,,,,,,,,,,,,,,,,9.75
2019-08-15,,,,,,,,,,,,,,,,,,,,9.95
2019-08-16,,,,,,,,,,,,,,,,,,,,9.95
2019-08-19,,,,,,,,,,,,,,,,,,,,9.95
2019-08-20,,,,,,,,,,,,,,,,,,,,9.9
2019-08-22,,,,,,,,,,,,,,,,,,,,9.9
2019-08-23,,,,,,,,,,,,,,,,,,,,9.9
2019-08-26,,,,,,,,,,,,,,,,,,,,9.85
2019-08-30,,,,,,,,,,,,,,,,,,,,10.2
2019-09-02,,,,,,,,,,,,,,,,,,,,9.45
2019-09-03,,,,,,,,,,,,,,,,,,,,10.3
2019-09-04,,,,,,,,,,,,,,,,,,,,10.2
2019-09-05,,,,,,,,,,,,,,,,,,,,10.3
2019-09-06,,,,,,,,,,,,,,,,,,,,10.3
2019-09-09,,,,,,,,,,,,,,,,,,,,10.1
2019-09-11,,,,,,,,,,,,,,,,,,,,9.3
2019-09-13,,,,,,,,,,,,,,,,,,,,9.5
2019-09-16,,,,,,,,,,,,,,,,,,,,9.8
2019-09-17,,,,,,,,,,,,,,,,,,,,9.85
2019-09-18,,,,,,,,,,,,,,,,,,,,9.3
2019-09-19,,,,,,,,,,,,,,,,,,,,9.7
2019-09-25,,,,,,,,,,,,,,,,,,,,9.7
2019-10-02,,,,,,,,,,,,,,,,,,,,9.95
2019-10-03,,,,,,,,,,,,,,,,,,,,9.8
2019-10-08,,,,,,,,,,,,,,,,,,,,9.8
2019-10-11,,,,,,,,,,,,,,,,,,,,9.45
2019-10-14,,,,,,,,,,,,,,,,,,,,9.45
2019-10-15,,,,,,,,,,,,,,,,,,,,9.0
2019-10-16,,,,,,,,,,,,,,,,,,,,9.7
2019-10-21,,,,,,,,,,,,,,,,,,,,9.7
2019-10-22,,,,,,,,,,,,,,,,,,,,9.6
2019-10-23,,,,,,,,,,,,,,,,,,,,9.55
2019-10-24,,,,,,,,,,,,,,,,,,,,9.6
2019-10-28,,,,,,,,,,,,,,,,,,,,9.45
2019-10-30,,,,,,,,,,,,,,,,,,,,9.5
2019-10-31,,,,,,,,,,,,,,,,,,,,9.0
2019-11-01,,,,,,,,,,,,,,,,,,,,9.35
2019-11-04,,,,,,,,,,,,,,,,,,,,8.9
2019-11-05,,,,,,,,,,,,,,,,,,,,9.0
2019-11-06,,,,,,,,,,,,,,,,,,,,8.8
2019-11-07,,,,,,,,,,,,,,,,,,,,8.9
2019-11-08,,,,,,,,,,,,,,,,,,,,8.8
2019-11-11,,,,,,,,,,,,,,,,,,,,8.5
2019-11-12,,,,,,,,,,,,,,,,,,,,8.15
2019-11-13,,,,,,,,,,,,,,,,,,,,8.1
2019-11-15,,,,,,,,,,,,,,,,,,,,8.05
2019-11-19,,,,,,,,,,,,,,,,,,,,7.85
2019-11-20,,,,,,,,,,,,,,,,,,,,7.65
2019-11-21,,,,,,,,,,,,,,,,,,,,7.35
2019-11-22,,,,,,,,,,,,,,,,,,,,7.55
2019-11-25,,,,,,,,,,,,,,,,,,,,7.7
2019-11-26,,,,,,,,,,,,,,,,,,,,7.75
2019-11-27,,,,,,,,,,,,,,,,,,,,7.75
2019-11-28,,,,,,,,,,,,,,,,,,,,7.75
2019-12-02,,,,,,,,,,,,,,,,,,,,8.0
2019-12-03,,,,,,,,,,,,,,,,,,,,8.0
2019-12-04,,,,,,,,,,,,,,,,,,,,8.45
2019-12-06,,,,,,,,,,,,,,,,,,,,7.6
2019-12-09,,,,,,,,,,,,,,,,,,,,7.6
2019-12-10,,,,,,,,,,,,,,,,,,,,6.85
2019-12-11,,,,,,,,,,,,,,,,,,,,6.4
2019-12-12,,,,,,,,,,,,,,,,,,,,6.7
2019-12-13,,,,,,,,,,,,,,,,,,,,6.9
2019-12-16,,,,,,,,,,,,,,,,,,,,6.9
2019-12-17,,,,,,,,,,,,,,,,,,,,6.9
2019-12-18,,,,,,,,,,,,,,,,,,,,7.35
2019-12-19,,,,,,,,,,,,,,,,,,,,7.6
2019-12-20,,,,,,,,,,,,,,,,,,,,7.9
2019-12-23,,,,,,,,,,,,,,,,,,,,10.3
2019-12-24,,,,,,,,,,,,,,,,,,,,8.65
2019-12-27,,,,,,,,,,,,,,,,,,,,8.9
2019-12-30,,,,,,,,,,,,,,,,,,,,9.45
2019-12-31,,,,,,,,,,,,,,,,,,,,9.7
2020-01-03,,,,,,,,,,,,,,,,,,,,9.25
2020-01-06,,,,,,,,,,,,,,,,,,,,8.9
2020-01-07,,,,,,,,,,,,,,,,,,,,9.2
2020-01-09,,,,,,,,,,,,,,,,,,,,9.05
2020-01-10,,,,,,,,,,,,,,,,,,,,9.05
2020-01-13,,,,,,,,,,,,,,,,,,,,9.0
2020-01-14,,,,,,,,,,,,,,,,,,,,8.45
2020-01-15,,,,,,,,,,,,,,,,,,,,8.95
2020-01-16,,,,,,,,,,,,,,,,,,,,8.8
2020-01-17,,,,,,,,,,,,,,,,,,,,8.3
2020-01-20,,,,,,,,,,,,,,,,,,,,8.45
2020-01-22,,,,,,,,,,,,,,,,,,,,8.0
2020-01-23,,,,,,,,,,,,,,,,,,,,8.3
2020-01-24,,,,,,,,,,,,,,,,,,,,8.2
2020-01-28,,,,,,,,,,,,,,,,,,,,7.75
2020-01-29,,,,,,,,,,,,,,,,,,,,7.8
2020-01-30,,,,,,,,,,,,,,,,,,,,7.8
2020-01-31,,,,,,,,,,,,,,,,,,,,7.65
2020-02-03,,,,,,,,,,,,,,,,,,,,7.7
2020-02-04,,,,,,,,,,,,,,,,,,,,7.85
2020-02-05,,,,,,,,,,,,,,,,,,,,7.3
2020-02-06,,,,,,,,,,,,,,,,,,,,7.7
2020-02-07,,,,,,,,,,,,,,,,,,,,7.35
2020-02-11,,,,,,,,,,,,,,,,,,,,7.65
2020-02-12,,,,,,,,,,,,,,,,,,,,7.85
2020-02-13,,,,,,,,,,,,,,,,,,,,7.65
2020-02-14,,,,,,,,,,,,,,,,,,,,7.4
2020-02-18,,,,,,,,,,,,,,,,,,,,7.05
2020-02-19,,,,,,,,,,,,,,,,,,,,7.4
2020-02-20,,,,,,,,,,,,,,,,,,,,7.4
2020-02-21,,,,,,,,,,,,,,,,,,,,7.35
2020-02-25,,,,,,,,,,,,,,,,,,,,6.8
2020-02-26,,,,,,,,,,,,,,,,,,,,6.7
2020-02-27,,,,,,,,,,,,,,,,,,,,6.4
2020-02-28,,,,,,,,,,,,,,,,,,,,6.35
2020-03-02,,,,,,,,,,,,,,,,,,,,6.35
2020-03-03,,,,,,,,,,,,,,,,,,,,6.35
2020-03-04,,,,,,,,,,,,,,,,,,,,6.45
2020-03-06,,,,,,,,,,,,,,,,,,,,6.0
2020-03-09,,,,,,,,,,,,,,,,,,,,5.95
2020-03-10,,,,,,,,,,,,,,,,,,,,5.2
2020-03-11,,,,,,,,,,,,,,,,,,,,5.2
2020-03-12,,,,,,,,,,,,,,,,,,,,4.66
2020-03-13,,,,,,,,,,,,,,,,,,,,4.46
2020-03-16,,,,,,,,,,,,,,,,,,,,3.16
2020-03-17,,,,,,,,,,,,,,,,,,,,3.7
2020-03-18,,,,,,,,,,,,,,,,,,,,4.6
2020-03-19,,,,,,,,,,,,,,,,,,,,4.8
2020-03-20,,,,,,,,,,,,,,,,,,,,4.76
2020-03-24,,,,,,,,,,,,,,,,,,,,4.74
2020-03-26,,,,,,,,,,,,,,,,,,,,4.7
2020-03-27,,,,,,,,,,,,,,,,,,,,4.68
2020-03-30,,,,,,,,,,,,,,,,,,,,4.7
2020-03-31,,,,,,,,,,,,,,,,,,,,6.1
2020-04-01,,,,,,,,,,,,,,,,,,,,6.85
2020-04-02,,,,,,,,,,,,,,,,,,,,6.7
2020-04-03,,,,,,,,,,,,,,,,,,,,7.0
2020-04-06,,,,,,,,,,,,,,,,,,,,7.7
2020-04-08,,,,,,,,,,,,,,,,,,,,7.7
2020-04-09,,,,,,,,,,,,,,,,,,,,7.7
2020-04-14,,,,,,,,,,,,,,,,,,,,7.7
2020-04-15,,,,,,,,,,,,,,,,,,,,7.65
2020-04-17,,,,,,,,,,,,,,,,,,,,7.65
2020-04-20,,,,,,,,,,,,,,,,,,,,7.65
2020-04-21,,,,,,,,,,,,,,,,,,,,7.65
2020-04-22,,,,,,,,,,,,,,,,,,,,7.7
2020-04-23,,,,,,,,,,,,,,,,,,,,7.6
2020-04-24,,,,,,,,,,,,,,,,,,,,7.6
2020-04-27,,,,,,,,,,,,,,,,,,,,7.7
2020-04-28,,,,,,,,,,,,,,,,,,,,7.7
2020-04-29,,,,,,,,,,,,,,,,,,,,7.7
2020-04-30,,,,,,,,,,,,,,,,,,,,7.7
2020-05-06,,,,,,,,,,,,,,,,,,,,7.7
2020-05-07,,,,,,,,,,,,,,,,,,,,7.6
2020-05-12,,,,,,,,,,,,,,,,,,,,7.6
2020-05-15,,,,,,,,,,,,,,,,,,,,7.7
2020-05-18,,,,,,,,,,,,,,,,,,,,7.7
2020-05-20,,,,,,,,,,,,,,,,,,,,7.7
2020-05-25,,,,,,,,,,,,,,,,,,,,7.6
2020-05-26,,,,,,,,,,,,,,,,,,,,6.5
2020-05-27,,,,,,,,,,,,,,,,,,,,7.1
2020-05-28,,,,,,,,,,,,,,,,,,,,7.2
2020-05-29,,,,,,,,,,,,,,,,,,,,7.1
2020-06-01,,,,,,,,,,,,,,,,,,,,7.5
2020-06-02,,,,,,,,,,,,,,,,,,,,7.1
2020-06-03,,,,,,,,,,,,,,,,,,,,7.55
2020-06-04,,,,,,,,,,,,,,,,,,,,7.4
2020-06-05,,,,,,,,,,,,,,,,,,,,7.0
2020-06-08,,,,,,,,,,,,,,,,,,,,7.0
2020-06-09,,,,,,,,,,,,,,,,,,,,7.3
2020-06-10,,,,,,,,,,,,,,,,,,,,6.7
2020-06-11,,,,,,,,,,,,,,,,,,,,6.5
2020-06-12,,,,,,,,,,,,,,,,,,,,6.4
2020-06-15,,,,,,,,,,,,,,,,,,,,7.35
2020-06-17,,,,,,,,,,,,,,,,,,,,7.35
2020-06-19,,,,,,,,,,,,,,,,,,,,7.35
2020-06-23,,,,,,,,,,,,,,,,,,,,7.35
2020-06-24,,,,,,,,,,,,,,,,,,,,7.35
2020-06-25,,,,,,,,,,,,,,,,,,,,7.35
2020-06-26,,,,,,,,,,,,,,,,,,,,7.4
2020-06-29,,,,,,,,,,,,,,,,,,,,6.9
2020-06-30,,,,,,,,,,,,,,,,,,,,7.4
2020-07-01,,,,,,,,,,,,,,,,,,,,7.3
2020-07-02,,,,,,,,,,,,,,,,,,,,7.3
2020-07-03,,,,,,,,,,,,,,,,,,,,6.5
2020-07-06,,,,,,,,,,,,,,,,,,,,7.05
2020-07-07,,,,,,,,,,,,,,,,,,,,7.3
2020-07-08,,,,,,,,,,,,,,,,,,,,7.3
2020-07-10,,,,,,,,,,,,,,,,,,,,6.45
2020-07-13,,,,,,,,,,,,,,,,,,,,6.75
2020-07-14,,,,,,,,,,,,,,,,,,,,6.95
2020-07-15,,,,,,,,,,,,,,,,,,,,7.25
2020-07-16,,,,,,,,,,,,,,,,,,,,7.2
2020-07-20,,,,,,,,,,,,,,,,,,,,6.6
2020-07-21,,,,,,,,,,,,,,,,,,,,6.95
2020-07-22,,,,,,,,,,,,,,,,,,,,7.2
2020-07-23,,,,,,,,,,,,,,,,,,,,7.2
2020-07-24,,,,,,,,,,,,,,,,,,,,7.2
2020-07-27,,,,,,,,,,,,,,,,,,,,7.3
2020-07-28,,,,,,,,,,,,,,,,,,,,7.2
2020-07-29,,,,,,,,,,,,,,,,,,,,7.1
2020-07-30,,,,,,,,,,,,,,,,,,,,6.6
2020-07-31,,,,,,,,,,,,,,,,,,,,6.9
2020-08-04,,,,,,,,,,,,,,,,,,,,6.85
2020-08-05,,,,,,,,,,,,,,,,,,,,6.4
2020-08-06,,,,,,,,,,,,,,,,,,,,7.05
2020-08-07,,,,,,,,,,,,,,,,,,,,6.9
2020-08-11,,,,,,,,,,,,,,,,,,,,6.45
2020-08-12,,,,,,,,,,,,,,,,,,,,6.9
2020-08-13,,,,,,,,,,,,,,,,,,,,6.95
2020-08-14,,,,,,,,,,,,,,,,,,,,6.9
2020-08-18,,,,,,,,,,,,,,,,,,,,6.65
2020-08-19,,,,,,,,,,,,,,,,,,,,6.4
2020-08-20,,,,,,,,,,,,,,,,,,,,5.9
2020-08-21,,,,,,,,,,,,,,,,,,,,5.9
2020-08-24,,,,,,,,,,,,,,,,,,,,5.5
2020-08-25,,,,,,,,,,,,,,,,,,,,6.55
2020-08-26,,,,,,,,,,,,,,,,,,,,6.9
2020-08-27,,,,,,,,,,,,,,,,,,,,6.1
2020-08-28,,,,,,,,,,,,,,,,,,,,6.4
2020-08-31,,,,,,,,,,,,,,,,,,,,6.6
2020-09-04,,,,,,,,,,,,,,,,,,,,6.55
2020-09-07,,,,,,,,,,,,,,,,,,,,6.6
2020-09-08,,,,,,,,,,,,,,,,,,,,5.95
2020-09-09,,,,,,,,,,,,,,,,,,,,5.7
2020-09-10,,,,,,,,,,,,,,,,,,,,5.7
2020-09-11,,,,,,,,,,,,,,,,,,,,5.95
2020-09-14,,,,,,,,,,,,,,,,,,,,5.95
2020-09-16,,,,,,,,,,,,,,,,,,,,5.9
2020-09-18,,,,,,,,,,,,,,,,,,,,5.9
2020-09-21,,,,,,,,,,,,,,,,,,,,5.7
2020-09-22,,,,,,,,,,,,,,,,,,,,5.3
2020-09-24,,,,,,,,,,,,,,,,,,,,5.8
2020-09-28,,,,,,,,,,,,,,,,,,,,5.4
2020-09-29,,,,,,,,,,,,,,,,,,,,5.2
2020-10-02,,,,,,,,,,,,,,,,,,,,5.45
2020-10-09,,,,,,,,,,,,,,,,,,,,5.55
2020-10-12,,,,,,,,,,,,,,,,,,,,6.0
2020-10-13,,,,,,,,,,,,,,,,,,,,5.35
2020-10-14,,,,,,,,,,,,,,,,,,,,5.35
2020-10-15,,,,,,,,,,,,,,,,,,,,5.35
2020-10-16,,,,,,,,,,,,,,,,,,,,5.35
2020-10-19,,,,,,,,,,,,,,,,,,,,5.05
2020-10-20,,,,,,,,,,,,,,,,,,,,5.0
2020-10-21,,,,,,,,,,,,,,,,,,,,5.0
2020-10-22,,,,,,,,,,,,,,,,,,,,4.74
2020-10-23,,,,,,,,,,,,,,,,,,,,5.3
2020-10-26,,,,,,,,,,,,,,,,,,,,4.78
2020-10-28,,,,,,,,,,,,,,,,,,,,5.3
2020-11-03,,,,,,,,,,,,,,,,,,,,4.8
2020-11-04,,,,,,,,,,,,,,,,,,,,4.82
