,BNKE FP Equity_DX_SI_QTY,BNKE FP Equity_DX_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNKE FP Equity_DX_SI_MV,BNKE FP Equity_DX_DSS,BNKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY,BNKE FP Equity_DX_BROKER_SI_QTY,BNKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNKE FP Equity_DX_BROKER_SI_MV_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNKE FP Equity_DX_BROKER_SI_MV_INC_x,BNKE FP Equity_DX_SUPPLY_SI_MV_NEW,BNKE FP Equity_DX_BROKER_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_NEW,BNKE FP Equity_DX_SUPPLY_SI_MV_DEC,BNKE FP Equity_DX_BROKER_SI_QTY_INC,BNKE FP Equity_DX_SUPPLY_SI_QTY_DEC,BNKE FP Equity_DX_BROKER_SI_MV_NEW_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNKE FP Equity_DX_BROKER_SI_MV_INC_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNKE FP Equity_DX_BROKER_SI_MV_ADD,BNKE FP Equity_DX_SUPPLY_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV,BNKE FP Equity_DX_BROKER_SI_MV_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV_RMV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNKE FP Equity_DX_UTILIZATION_QUANTITY,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_MV,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNKE FP Equity_DX_BROKER_SI_CON_RATIO,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNKE FP Equity_DX_DEMAND_SUPPLY_RATIO,BNKE FP Equity_PX_LAST
2020-02-27,5413.0,442025.58,0.26,0.1,0.46,,442025.58,5413.0,5413.0,442025.58,,,,,,,,,,,,,,,,,,0.46,,,100.0,25.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2579,81.66
2020-02-28,7913.0,621170.5,0.37,0.14,0.64,,424920.5,7913.0,5413.0,621170.5,,2500.0,,,0.2,,,,,,,2500.0,,,,,,0.64,,,100.0,37.62,0.0,0.0,,0.0,100.0,30.75,0.5741,69.25,0.3762,78.5
2020-03-02,7913.0,606531.45,0.35,0.14,0.61,,414906.45,7913.0,5413.0,606531.45,,,,,,,,,,,,,,,,,,0.61,,,100.0,44.65,0.0,0.0,,0.0,100.0,31.08,0.5716,68.92,0.4465,76.65
2020-03-03,2500.0,189825.0,0.1,0.04,0.19,,0.0,2500.0,0.0,189825.0,,,,,,,,0.42,,5413.0,,,,,,,5413.0,0.19,0.42,,100.0,24.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2449,75.93
2020-03-04,2500.0,189025.0,0.1,0.04,0.19,,0.0,2500.0,0.0,189025.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,24.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2449,75.61
2020-03-05,2500.0,182025.0,0.1,0.04,0.18,,0.0,2500.0,0.0,182025.0,,,,,,,,,,,,,,,,,,0.18,,,100.0,24.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2449,72.81
2020-03-06,2500.0,175275.0,0.1,0.04,0.17,,0.0,2500.0,0.0,175275.0,,,,,,,,,,,,,,,,,,0.17,,,100.0,24.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2449,70.11
2020-03-09,8000.0,490640.0,0.29,0.14,0.54,,337315.0,8000.0,5500.0,490640.0,,,,,,5500.0,,,,,,,,,0.39,5500.0,,0.54,,,100.0,51.58,0.0,0.0,,0.0,100.0,28.45,0.5929,71.55,0.5158,61.33
2020-03-10,8000.0,487680.0,0.27,0.14,0.49,,335280.0,8000.0,5500.0,487680.0,,,,,,,,,,,,,,,,,,0.49,,,100.0,51.95,0.0,0.0,,0.0,100.0,31.12,0.5713,68.88,0.5195,60.96
2020-03-11,5500.0,342430.0,0.18,0.09,0.33,,342430.0,5500.0,5500.0,342430.0,,,,,,,,0.15,,2500.0,,,,,,,,0.33,,,100.0,35.6,0.0,0.0,,0.0,100.0,31.12,1.0,100.0,0.356,62.26
2020-03-12,5500.0,288530.0,0.17,0.09,0.34,,288530.0,5500.0,5500.0,288530.0,,,,,,,,,,,,,,,,,,0.34,,,100.0,35.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.356,52.46
2020-03-13,5700.0,303981.0,0.16,0.09,0.3,,303981.0,5700.0,5700.0,303981.0,,,,,,200.0,,,,,,,,,0.01,200.0,,0.3,,,100.0,36.9,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.369,53.33
2020-03-16,5700.0,272688.0,0.15,0.09,0.3,,272688.0,5700.0,5700.0,272688.0,,,,,,,,,,,,,,,,,,0.3,,,100.0,36.78,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.3678,47.84
2020-03-17,5700.0,285798.0,0.15,0.09,0.27,,285798.0,5700.0,5700.0,285798.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,36.54,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.3654,50.14
2020-03-18,5700.0,272346.0,0.15,0.09,0.29,,272346.0,5700.0,5700.0,272346.0,,,,,,,,,,,,,,,,,,0.29,,,100.0,36.78,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.3678,47.78
2020-03-19,5700.0,279129.0,0.15,0.09,0.27,,279129.0,5700.0,5700.0,279129.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,36.78,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.3678,48.97
2020-03-20,5700.0,284487.0,0.15,0.09,0.28,,284487.0,5700.0,5700.0,284487.0,,,,,,,,,,,,,,,,,,0.28,,,100.0,36.78,0.0,0.0,,0.0,100.0,3.51,0.9323,96.49,0.3678,49.91
2020-03-23,5500.0,269830.0,0.15,0.08,0.27,,269830.0,0.0,5500.0,0.0,,,,,,,,0.28,,5700.0,,,,,,,200.0,0.0,0.01,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3549,49.06
2020-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5500.0,0.0,0.27,,0.0,0.0,4499.0,240516.54,,0.24,0.0,,0.0,,0.0,53.46
2020-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4499.0,256577.97,,0.25,0.0,,0.0,,0.0,57.03
2020-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,108309.1,,0.11,0.0,,0.0,,0.0,57.55
2020-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,101910.3,,0.09,0.0,,0.0,,0.0,54.15
2020-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,96565.42,,0.08,0.0,,0.0,,0.0,51.31
2020-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,95756.16,,0.08,0.0,,0.0,,0.0,50.88
2020-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,92161.54,,0.08,0.0,,0.0,,0.0,48.97
2020-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,92312.1,,0.08,0.0,,0.0,,0.0,49.05
2020-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,89376.18,,0.08,0.0,,0.0,,0.0,47.49
2020-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,95342.12,,0.08,0.0,,0.0,,0.0,50.66
2020-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,98673.26,,0.08,0.0,,0.0,,0.0,52.43
2020-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,97976.92,,0.08,0.0,,0.0,,0.0,52.06
2020-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,99463.7,,0.08,0.0,,0.0,,0.0,52.85
2020-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,99463.7,,0.08,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,99463.7,,0.08,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,97318.22,,0.08,0.0,,0.0,,0.0,51.71
2020-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,90561.84,,0.08,0.0,,0.0,,0.0,48.12
2020-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,89225.62,,0.08,0.0,,0.0,,0.0,47.41
2020-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,91145.26,,0.08,0.0,,0.0,,0.0,48.43
2020-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,90712.4,,0.08,0.0,,0.0,,0.0,48.2
2020-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,87061.32,,0.08,0.0,,0.0,,0.0,46.26
2020-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,89696.12,,0.08,0.0,,0.0,,0.0,47.66
2020-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,93384.84,,0.08,0.0,,0.0,,0.0,49.62
2020-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,89846.68,,0.08,0.0,,0.0,,0.0,47.74
2020-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1882.0,93648.32,,0.08,0.0,,0.0,,0.0,49.76
2020-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,113832.51,,0.1,0.0,,0.0,,0.0,52.53
2020-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,119380.03,,0.1,0.0,,0.0,,0.0,55.09
2020-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,113095.73,,0.1,0.0,,0.0,,0.0,52.19
2020-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,113095.73,,0.1,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,107808.25,,0.1,0.0,,0.0,,0.0,49.75
2020-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,109606.86,,0.1,0.0,,0.0,,0.0,50.58
2020-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,107656.56,,0.1,0.0,,0.0,,0.0,49.68
2020-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,108805.07,,0.1,0.0,,0.0,,0.0,50.21
2020-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,110300.3,,0.1,0.0,,0.0,,0.0,50.9
2020-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,108176.64,,0.1,0.0,,0.0,,0.0,49.92
2020-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,108631.71,,0.1,0.0,,0.0,,0.0,50.13
2020-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,104211.03,,0.1,0.0,,0.0,,0.0,48.09
2020-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,103387.57,,0.09,0.0,,0.0,,0.0,47.71
2020-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,102910.83,,0.09,0.0,,0.0,,0.0,47.49
2020-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,109130.12,,0.09,0.0,,0.0,,0.0,50.36
2020-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,106573.06,,0.1,0.0,,0.0,,0.0,49.18
2020-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,108761.73,,0.1,0.0,,0.0,,0.0,50.19
2020-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,106248.01,,0.1,0.0,,0.0,,0.0,49.03
2020-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,107656.56,,0.1,0.0,,0.0,,0.0,49.68
2020-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,109455.17,,0.1,0.0,,0.0,,0.0,50.51
2020-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,116346.23,,0.1,0.0,,0.0,,0.0,53.69
2020-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,122413.83,,0.1,0.0,,0.0,,0.0,56.49
2020-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2167.0,122262.14,,0.1,0.0,,0.0,,0.0,56.42
2020-05-29,3000.0,163380.0,0.03,0.04,0.17,,163380.0,3000.0,3000.0,163380.0,,,,,,3000.0,,,,,,,,,0.17,3000.0,,0.17,,,100.0,36.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3673,54.46
2020-06-01,3000.0,167790.0,0.03,0.04,0.16,,167790.0,3000.0,3000.0,167790.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,36.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3673,55.93
2020-06-02,3000.0,173280.0,0.03,0.04,0.17,,173280.0,3000.0,3000.0,173280.0,,,,,,,,,,,,,,,,,,0.16,,,100.0,36.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3673,57.76
2020-06-03,3000.0,180390.0,0.03,0.04,0.17,,180390.0,3000.0,3000.0,180390.0,,,,,,,,,,,,,,,,,,0.17,,,100.0,36.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3673,60.13
2020-06-04,6000.0,365520.0,0.06,0.09,0.36,,274140.0,4500.0,4500.0,274140.0,,,1500.0,,,1500.0,,,,,,,,1500.0,0.09,,,0.27,,,100.0,40.3,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.5373,60.92
2020-06-05,6000.0,391620.0,0.06,0.09,0.37,,97905.0,4500.0,1500.0,293715.0,,,,,,,,,,,,,,,,,3000.0,0.27,0.18,,100.0,55.1,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.7347,65.27
2020-06-08,3000.0,199590.0,0.03,0.04,0.2,,99795.0,1500.0,1500.0,99795.0,,,,,,,,0.18,,3000.0,,,,,,,,0.1,,,100.0,29.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5806,66.53
2020-06-09,6800.0,436560.0,0.07,0.1,0.45,,340260.0,5300.0,5300.0,340260.0,,,3800.0,,,3800.0,,,,,,,,3800.0,0.25,,,0.35,,,100.0,40.72,0.0,0.0,,0.0,100.0,44.12,0.5069,55.88,0.5224,64.2
2020-06-10,6800.0,428128.0,0.07,0.1,0.44,,333688.0,5300.0,5300.0,333688.0,,,,,,,,,,,,,,,,,,0.34,,,100.0,37.28,0.0,0.0,,0.0,100.0,44.12,0.5069,55.88,0.4783,62.96
2020-06-11,6800.0,398344.0,0.07,0.1,0.43,,310474.0,5300.0,5300.0,310474.0,,,,,,,,,,,,,,,,,,0.33,,,100.0,37.02,0.0,0.0,,0.0,100.0,44.12,0.5069,55.88,0.475,58.58
2020-06-12,3800.0,224466.0,0.04,0.06,0.22,,224466.0,3800.0,3800.0,224466.0,,,,,,,,0.11,,1500.0,,,,,,,1500.0,0.22,0.09,,100.0,33.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3373,59.07
2020-06-15,3800.0,221958.0,0.04,0.06,0.23,,221958.0,3800.0,3800.0,221958.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,34.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3434,58.41
2020-06-16,3800.0,230660.0,0.04,0.06,0.22,,230660.0,3800.0,3800.0,230660.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,46.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4653,60.7
2020-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.22,,3800.0,,,,,,,3800.0,0.0,0.22,,0.0,0.0,3567.0,216481.23,,0.13,0.0,,0.0,,0.0,60.69
2020-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,213413.61,,0.13,0.0,,0.0,,0.0,59.83
2020-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,211237.74,,0.12,0.0,,0.0,,0.0,59.22
2020-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,210560.01,,0.12,0.0,,0.0,,0.0,59.03
2020-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,216873.6,,0.12,0.0,,0.0,,0.0,60.8
2020-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,207706.41,,0.13,0.0,,0.0,,0.0,58.23
2020-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,211772.79,,0.12,0.0,,0.0,,0.0,59.37
2020-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,206814.66,,0.12,0.0,,0.0,,0.0,57.98
2020-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,212949.9,,0.12,0.0,,0.0,,0.0,59.7
2020-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,212200.83,,0.12,0.0,,0.0,,0.0,59.49
2020-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,210203.31,,0.12,0.0,,0.0,,0.0,58.93
2020-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,220226.58,,0.12,0.0,,0.0,,0.0,61.74
2020-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3567.0,217801.02,,0.13,0.0,,0.0,,0.0,61.06
2020-07-06,7600.0,483512.0,0.13,0.11,0.46,,445340.0,7600.0,7000.0,483512.0,,,,,,7000.0,,,,,,,,,0.43,7600.0,,0.46,,,100.0,40.28,0.0,0.0,,0.0,100.0,7.92,0.8541,92.08,0.4028,63.62
2020-07-07,8200.0,513484.0,0.14,0.12,0.52,,475912.0,7600.0,7600.0,475912.0,,,,,,600.0,,,,,,,,,0.04,,,0.48,,,100.0,40.28,0.0,0.0,,0.0,100.0,14.61,0.7505,85.39,0.4346,62.62
2020-07-08,7600.0,466260.0,0.12,0.11,0.48,,466260.0,7600.0,7600.0,466260.0,,,,,,,,,,,,,,,,,,0.48,,,100.0,40.07,0.0,0.0,,0.0,100.0,7.96,0.8534,92.04,0.4007,61.35
2020-07-09,7600.0,454966.4,0.13,0.11,0.47,,454966.4,7600.0,7600.0,454966.4,,,,,,,,,,,,,,,,,,0.47,,,100.0,40.07,0.0,0.0,,0.0,100.0,8.04,0.8521,91.96,0.4007,59.864
2020-07-10,7600.0,466959.2,0.12,0.11,0.46,,466959.2,7600.0,7600.0,466959.2,,,,,,,,,,,,,,,,,,0.46,,,100.0,40.07,0.0,0.0,,0.0,100.0,8.04,0.8522,91.96,0.4007,61.442
2020-07-13,7600.0,474650.4,0.13,0.11,0.47,,474650.4,7600.0,7600.0,474650.4,,,,,,,,,,,,,,,,,,0.47,,,100.0,39.86,0.0,0.0,,0.0,100.0,7.89,0.8547,92.11,0.3986,62.454
2020-07-14,7600.0,472697.2,0.13,0.11,0.47,,472697.2,7600.0,7600.0,472697.2,,,,,,,,,,,,,,,,,,0.47,,,100.0,39.86,0.0,0.0,,0.0,100.0,7.88,0.8548,92.12,0.3986,62.197
2020-07-15,7600.0,483139.6,0.13,0.11,0.47,,483139.6,7000.0,7600.0,444997.0,,,,,,,,0.04,,600.0,,,,,,,,0.44,,,100.0,38.96,0.0,0.0,,0.0,100.0,7.9,0.8545,92.1,0.423,63.571
2020-07-16,7000.0,444927.0,0.13,0.1,0.44,,444927.0,7000.0,7000.0,444927.0,,,,,,,,,,,,,,,,,600.0,0.44,0.04,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,63.561
2020-07-17,7000.0,440594.0,0.14,0.1,0.45,,440594.0,7000.0,7000.0,440594.0,,,,,,,,,,,,,,,,,,0.44,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,62.942
2020-07-20,7000.0,443303.0,0.15,0.1,0.44,,443303.0,7000.0,7000.0,443303.0,,,,,,,,,,,,,,,,,,0.44,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,63.329
2020-07-21,7000.0,445900.0,0.16,0.1,0.44,,445900.0,7000.0,7000.0,445900.0,,,,,,,,,,,,,,,,,,0.44,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,63.7
2020-07-22,7000.0,439320.0,0.17,0.1,0.45,,439320.0,7000.0,7000.0,439320.0,,,,,,,,,,,,,,,,,,0.45,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3962,62.76
2020-07-23,7000.0,433923.0,0.18,0.1,0.44,,433923.0,7000.0,7000.0,433923.0,,,,,,,,,,,,,,,,,,0.44,,,100.0,39.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.394,61.989
2020-07-24,7000.0,430570.0,0.18,0.1,0.44,,430570.0,7000.0,7000.0,430570.0,,,,,,,,,,,,,,,,,,0.43,,,100.0,39.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3929,61.51
2020-07-27,7000.0,421330.0,0.2,0.1,0.43,,421330.0,7000.0,7000.0,421330.0,,,,,,,,,,,,,,,,,,0.43,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,60.19
2020-07-28,7000.0,421953.0,0.2,0.1,0.42,,421953.0,7000.0,7000.0,421953.0,,,,,,,,,,,,,,,,,,0.42,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,60.279
2020-07-29,7000.0,413007.0,0.21,0.1,0.42,,413007.0,7000.0,7000.0,413007.0,,,,,,,,,,,,,,,,,,0.42,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,59.001
2020-07-30,7000.0,393400.0,0.22,0.1,0.41,,393400.0,7000.0,7000.0,393400.0,,,,,,,,,,,,,,,,,,0.41,,,100.0,40.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4008,56.2
