,BNKE FP Equity_DX_SI_QTY,BNKE FP Equity_DX_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNKE FP Equity_DX_SI_MV,BNKE FP Equity_DX_DSS,BNKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY,BNKE FP Equity_DX_BROKER_SI_QTY,BNKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNKE FP Equity_DX_BROKER_SI_MV_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNKE FP Equity_DX_BROKER_SI_MV_INC_x,BNKE FP Equity_DX_SUPPLY_SI_MV_NEW,BNKE FP Equity_DX_BROKER_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_NEW,BNKE FP Equity_DX_SUPPLY_SI_MV_DEC,BNKE FP Equity_DX_BROKER_SI_QTY_INC,BNKE FP Equity_DX_SUPPLY_SI_QTY_DEC,BNKE FP Equity_DX_BROKER_SI_MV_NEW_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNKE FP Equity_DX_BROKER_SI_MV_INC_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNKE FP Equity_DX_BROKER_SI_MV_ADD,BNKE FP Equity_DX_SUPPLY_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV,BNKE FP Equity_DX_BROKER_SI_MV_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV_RMV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNKE FP Equity_DX_UTILIZATION_QUANTITY,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_MV,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNKE FP Equity_DX_BROKER_SI_CON_RATIO,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNKE FP Equity_DX_DEMAND_SUPPLY_RATIO,BNKE FP Equity_PX_LAST
2014-06-30,48549.0,5504971.11,3.22,4.43,5.63,,5504971.11,0.0,48549.0,0.0,,,,,,,,,,,,,,,,,551.0,0.0,0.07,,0.0,0.0,0.0,0.0,,0.0,0.0,34.73,0.4354,55.19,0.0,113.39
2014-07-01,48549.0,5627314.59,3.45,4.43,5.62,,5627314.59,0.0,48549.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.49,0.4343,55.21,0.0,115.91
2014-07-02,19449.0,2258417.88,1.43,1.77,2.23,,2258417.88,0.0,19449.0,0.0,,,,,,,,,,,,,,,,,29100.0,0.0,3.4,,0.0,0.0,0.0,0.0,,0.0,0.0,26.02,0.615,73.98,0.0,116.12
2014-07-03,19449.0,2284479.54,1.44,1.77,2.24,,2284479.54,0.0,19449.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.25,0.6128,73.75,0.0,117.46
2014-07-04,5000.0,575450.0,0.37,0.45,0.59,,575450.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,14449.0,0.0,1.65,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,115.09
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.63
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.09
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.67
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.66
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.35
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.15
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.05
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.82
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.41
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.25
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.57
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.14
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.31
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.48
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.08
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.83
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.66
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.76
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.37
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.75
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.14
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.41
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.77
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.04
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.82
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.32
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.97
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.15
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.42
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.45
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.12
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.02
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.74
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.3
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.92
2014-09-08,6000.0,717720.0,0.52,0.64,0.72,,717720.0,0.0,6000.0,0.0,,,,,,6000.0,,,,,,,,,0.72,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,119.62
2014-09-09,6000.0,708240.0,0.5,0.63,0.72,,708240.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,118.04
2014-09-10,6000.0,708120.0,0.49,0.61,0.71,,708120.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,118.02
2014-09-11,6000.0,708240.0,0.49,0.61,0.71,,708240.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,118.04
2014-09-12,6000.0,709380.0,0.51,0.61,0.71,,709380.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,118.23
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.07
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.42
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.97
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.96
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.07
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.21
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.45
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.19
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54
2014-09-29,5000.0,571200.0,0.29,0.44,0.58,,571200.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.58,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,114.24
2014-09-30,5000.0,579750.0,0.29,0.44,0.57,,579750.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,115.95
2014-10-01,5000.0,580100.0,0.29,0.44,0.58,,580100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,116.02
2014-10-02,5000.0,556700.0,0.31,0.44,0.58,,556700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,111.34
2014-10-03,5000.0,568500.0,0.31,0.44,0.56,,568500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,113.7
2014-10-06,5000.0,568950.0,0.3,0.44,0.57,,568950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,113.79
2014-10-07,5000.0,556400.0,0.3,0.44,0.57,,556400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,111.28
2014-10-08,5000.0,552050.0,0.29,0.44,0.56,,552050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,110.41
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.09
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.36
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.55
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.58
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.11
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.28
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.05
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.45
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.05
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.51
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.8
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.61
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.74
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.88
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.31
2014-10-30,16000.0,1709920.0,0.85,1.32,1.72,,1709920.0,0.0,16000.0,0.0,,,,,,16000.0,,,,,,,,,1.72,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,106.87
2014-10-31,16000.0,1760160.0,0.92,1.32,1.71,,1760160.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,110.01
2014-11-03,16000.0,1740480.0,0.93,1.32,1.76,,1740480.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,108.78
2014-11-04,16000.0,1699200.0,0.95,1.32,1.74,,1699200.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,106.2
2014-11-05,16000.0,1728480.0,1.27,1.32,1.7,,1728480.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,108.03
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.18
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.19
2014-11-11,4000.0,420840.0,0.31,0.34,0.42,,420840.0,0.0,4000.0,0.0,,,,,,4000.0,,,,,,,,,0.42,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,105.21
2014-11-12,4000.0,408080.0,0.31,0.33,0.42,,408080.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,102.02
2014-11-13,4000.0,411520.0,0.28,0.33,0.41,,411520.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,102.88
2014-11-14,4000.0,414720.0,0.28,0.33,0.41,,414720.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,103.68
2014-11-17,4000.0,421920.0,0.29,0.33,0.41,,421920.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,105.48
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.44
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.65
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.49
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.38
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.79
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97
2014-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1100.0,121880.0,,0.12,0.0,,0.0,,0.0,110.8
2014-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,149466.6,,0.15,0.0,,0.0,,0.0,111.96
2014-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,149933.85,,0.15,0.0,,0.0,,0.0,112.31
2014-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,147237.15,,0.15,0.0,,0.0,,0.0,110.29
2014-12-02,1200.0,133764.0,0.08,0.09,0.13,,133764.0,0.0,1200.0,0.0,,,,,,1200.0,,,,,,,,,0.13,,,0.0,,,0.0,0.0,1335.0,148812.45,,0.15,0.0,,1.0,100.0,0.8989,111.47
2014-12-03,2800.0,314664.0,0.2,0.21,0.31,,314664.0,0.0,2800.0,0.0,,,,0.18,,,,,1600.0,,,,0.18,,,,,0.0,,,0.0,0.0,1335.0,150027.3,,0.15,0.0,,1.0,100.0,2.0974,112.38
2014-12-04,3800.0,414732.0,0.26,0.29,0.43,,414732.0,0.0,3800.0,0.0,,,,,,1000.0,,,,,,,,,0.12,,,0.0,,,0.0,0.0,1335.0,145701.9,,0.15,0.0,26.9,0.6067,73.1,2.8464,109.14
2014-12-05,3800.0,430464.0,0.27,0.29,0.41,,430464.0,0.0,3800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,151228.8,,0.15,0.0,26.32,0.6122,73.68,2.8464,113.28
2014-12-08,3800.0,428526.0,0.27,0.29,0.43,,428526.0,0.0,3800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,150547.95,,0.15,0.0,26.32,0.6122,73.68,2.8464,112.77
2014-12-09,3800.0,412224.0,0.3,0.28,0.43,,412224.0,0.0,3800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,144820.8,,0.14,0.0,26.32,0.6122,73.68,2.8464,108.48
2014-12-10,3800.0,408842.0,0.3,0.28,0.42,,408842.0,0.0,3800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1335.0,143632.65,,0.14,0.0,27.07,0.6051,72.93,2.8464,107.59
2014-12-11,2000.0,214960.0,0.15,0.15,0.22,,214960.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,1800.0,0.0,0.2,,0.0,0.0,0.0,0.0,,0.0,0.0,48.82,0.5003,51.18,1.4981,107.48
2014-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.22,,0.0,0.0,235.0,24468.2,,0.02,0.0,,0.0,,0.0,104.12
2014-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23758.5,,0.02,0.0,,0.0,,0.0,101.1
2014-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24320.15,,0.02,0.0,,0.0,,0.0,103.49
2014-12-17,500.0,51470.0,0.04,0.04,0.05,,51470.0,0.0,500.0,0.0,,,,,,500.0,,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,102.94
2014-12-18,500.0,53240.0,0.04,0.04,0.05,,53240.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,106.48
2014-12-19,500.0,52580.0,0.04,0.04,0.06,,52580.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,105.16
2014-12-22,500.0,52780.0,0.04,0.04,0.06,,52780.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,105.56
2014-12-23,500.0,53520.0,0.04,0.04,0.06,,53520.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,107.04
2014-12-24,500.0,53520.0,0.04,0.04,0.06,,53520.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,
2014-12-25,500.0,53520.0,0.04,0.04,0.06,,53520.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,
2014-12-26,500.0,53520.0,0.04,0.04,0.06,,53520.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,
2014-12-29,500.0,52965.0,0.04,0.04,0.06,,52965.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.1277,105.93
2014-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.06,,0.0,0.0,235.0,24635.05,,0.02,0.0,,0.0,,0.0,104.83
2014-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24635.05,,0.02,0.0,,0.0,,0.0,
2015-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24635.05,,0.02,0.0,,0.0,,0.0,
2015-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24961.7,,0.02,0.0,,0.0,,0.0,106.22
2015-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23840.75,,0.02,0.0,,0.0,,0.0,101.45
2015-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23403.65,,0.02,0.0,,0.0,,0.0,99.59
2015-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23288.5,,0.02,0.0,,0.0,,0.0,99.1
2015-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23878.35,,0.02,0.0,,0.0,,0.0,101.61
2015-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,22783.25,,0.02,0.0,,0.0,,0.0,96.95
2015-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,22947.75,,0.02,0.0,,0.0,,0.0,97.65
2015-01-13,3000.0,299730.0,0.34,0.22,0.29,,299730.0,0.0,3000.0,0.0,,,,,,3000.0,,,,,,,,,0.29,,,0.0,,,0.0,0.0,235.0,23478.85,,0.02,0.0,,1.0,100.0,12.766,99.91
2015-01-14,3000.0,295680.0,0.37,0.22,0.3,,295680.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23161.6,,0.02,0.0,,1.0,100.0,12.766,98.56
2015-01-15,3000.0,299430.0,0.37,0.22,0.3,,299430.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23455.35,,0.02,0.0,,1.0,100.0,12.766,99.81
2015-01-16,3000.0,301770.0,0.37,0.22,0.3,,301770.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,23638.65,,0.02,0.0,,1.0,100.0,12.766,100.59
2015-01-19,7200.0,735480.0,0.92,0.51,0.72,,735480.0,0.0,7200.0,0.0,,,,0.43,,,,,4200.0,,,,0.43,,,,,0.0,,,0.0,0.0,235.0,24005.25,,0.02,0.0,,1.0,100.0,30.6383,102.15
2015-01-20,7200.0,748512.0,0.98,0.51,0.74,,748512.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24430.6,,0.02,0.0,,1.0,100.0,30.6383,103.96
2015-01-21,7200.0,753840.0,0.98,0.51,0.75,,753840.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24604.5,,0.02,0.0,,1.0,100.0,30.6383,104.7
2015-01-22,7200.0,771408.0,0.99,0.5,0.75,,771408.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,25177.9,,0.03,0.0,,1.0,100.0,30.6383,107.14
2015-01-23,4200.0,445536.0,0.56,0.29,0.45,,445536.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.31,,0.0,0.0,235.0,24928.8,,0.02,0.0,,1.0,100.0,17.8723,106.08
2015-01-26,4200.0,446292.0,0.55,0.29,0.44,,446292.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24971.1,,0.02,0.0,,1.0,100.0,17.8723,106.26
2015-01-27,4200.0,439278.0,0.62,0.29,0.45,,439278.0,0.0,4200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,235.0,24578.65,,0.02,0.0,,1.0,100.0,17.8723,104.59
2015-01-28,11700.0,1183455.0,1.6,0.77,1.22,,1183455.0,0.0,11700.0,0.0,,,,0.77,,,,,7500.0,,,,0.77,,,,,0.0,,,0.0,0.0,235.0,23770.25,,0.02,0.0,,1.0,100.0,49.7872,101.15
2015-01-29,7500.0,768450.0,1.05,0.5,0.76,,768450.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,,,4200.0,0.0,0.46,,0.0,0.0,235.0,24078.1,,0.02,0.0,,1.0,100.0,31.9149,102.46
