,C5E FP Equity_DX_SI_QTY,C5E FP Equity_DX_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C5E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C5E FP Equity_DX_SI_MV,C5E FP Equity_DX_DSS,C5E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY,C5E FP Equity_DX_BROKER_SI_QTY,C5E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C5E FP Equity_DX_BROKER_SI_MV_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C5E FP Equity_DX_BROKER_SI_MV_INC_x,C5E FP Equity_DX_SUPPLY_SI_MV_NEW,C5E FP Equity_DX_BROKER_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_NEW,C5E FP Equity_DX_SUPPLY_SI_MV_DEC,C5E FP Equity_DX_BROKER_SI_QTY_INC,C5E FP Equity_DX_SUPPLY_SI_QTY_DEC,C5E FP Equity_DX_BROKER_SI_MV_NEW_y,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C5E FP Equity_DX_BROKER_SI_MV_INC_y,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C5E FP Equity_DX_BROKER_SI_MV_ADD,C5E FP Equity_DX_SUPPLY_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_DEC,C5E FP Equity_DX_SUPPLY_SI_MV,C5E FP Equity_DX_BROKER_SI_MV_DEC,C5E FP Equity_DX_SUPPLY_SI_MV_RMV,C5E FP Equity_DX_BROKER_SI_MV_RMV,C5E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C5E FP Equity_DX_UTILIZATION_QUANTITY,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C5E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C5E FP Equity_DX_ACTIVE_UTILIZATION_MV,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C5E FP Equity_DX_BROKER_SI_CON_RATIO,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C5E FP Equity_DX_DEMAND_SUPPLY_RATIO,C5E FP Equity_PX_LAST
2010-07-02,7700.0,298914.0,9.54,2.57,0.3,,298914.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,38.82
2010-07-05,7700.0,297836.0,9.54,2.57,0.3,,297836.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,38.68
2010-07-06,7700.0,305690.0,9.54,2.57,0.3,,305690.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,39.7
2010-07-07,7700.0,311311.0,9.95,2.57,0.31,,311311.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.43
2010-07-08,7700.0,314699.0,8.98,2.57,0.31,,314699.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.87
2010-07-09,7700.0,316393.0,8.89,2.57,0.31,,316393.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.09
2010-07-12,7700.0,318010.0,8.89,2.57,0.32,,318010.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.3
2010-07-13,7700.0,323400.0,11.87,2.57,0.32,,323400.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.0
2010-07-14,7700.0,323169.0,11.87,2.57,0.32,,323169.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.97
2010-07-15,7700.0,319704.0,11.87,2.57,0.32,,319704.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.52
2010-07-16,7700.0,312928.0,11.87,2.57,0.32,,312928.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.64
2010-07-19,7700.0,310849.0,15.34,2.57,0.31,,310849.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.37
2010-07-20,7700.0,311927.0,27.3,2.57,0.31,,311927.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.51
2010-07-21,7700.0,314160.0,21.07,2.57,0.31,,314160.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.8
2010-07-22,7700.0,320859.0,21.07,2.57,0.31,,320859.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.67
2010-07-23,7700.0,321783.0,23.62,2.57,0.32,,321783.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.79
2010-07-26,7700.0,323169.0,23.62,2.57,0.32,,323169.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.97
2010-07-27,7700.0,325556.0,23.62,2.57,0.32,,325556.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.28
2010-07-28,7700.0,325325.0,23.62,2.57,0.33,,325325.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.25
2010-07-29,7700.0,324170.0,23.38,2.57,0.33,,324170.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.1
2010-07-30,7700.0,322784.0,23.32,2.57,0.32,,322784.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.92
2010-08-02,7700.0,331639.0,16.93,2.57,0.32,,331639.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.07
2010-08-03,7700.0,331100.0,8.6,2.57,0.33,,331100.0,0.0,7700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.0
2010-08-04,24700.0,1064570.0,27.6,8.23,1.06,,1064570.0,0.0,24700.0,0.0,,,,0.73,,,,,17000.0,,,,0.73,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.1
2010-08-05,24700.0,1061853.0,27.6,8.23,1.06,,1061853.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.99
2010-08-06,24700.0,1050491.0,27.6,8.23,1.06,,1050491.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.53
2010-08-09,24700.0,1067781.0,29.24,8.23,1.05,,1067781.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.23
2010-08-10,24700.0,1059877.0,29.24,8.23,1.06,,1059877.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.91
2010-08-11,24700.0,1040858.0,33.16,8.23,1.06,,1040858.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.14
2010-08-12,24700.0,1043575.0,33.16,8.23,1.06,,1043575.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.25
2010-08-13,24700.0,1047527.0,33.16,8.23,1.04,,1047527.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.41
2010-08-16,24700.0,1047033.0,22.91,8.23,1.05,,1047033.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.39
2010-08-17,24700.0,1053702.0,22.91,8.23,1.05,,1053702.0,0.0,24700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.66
2010-08-18,34700.0,1474056.0,32.03,11.57,1.48,,1474056.0,0.0,34700.0,0.0,,,,0.43,,,,,10000.0,,,,0.43,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.48
2010-08-19,34700.0,1452542.0,34.74,11.57,1.47,,1452542.0,0.0,34700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.86
2010-08-20,34700.0,1446643.0,12.62,11.57,1.45,,1446643.0,0.0,34700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.69
2010-08-23,34700.0,1457400.0,12.62,11.57,1.45,,1457400.0,0.0,34700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.0
2010-08-24,70400.0,2907520.0,25.6,23.47,2.96,,2907520.0,0.0,70400.0,0.0,,,,1.51,,,,,35700.0,,,,1.51,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.3
2010-08-25,70400.0,2884992.0,25.6,23.47,2.91,,2884992.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,40.98
2010-08-26,70400.0,2908224.0,25.3,23.47,2.89,,2908224.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.31
2010-08-27,70400.0,2923008.0,23.36,23.47,2.91,,2923008.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.52
2010-08-30,70400.0,2919488.0,20.42,23.47,2.92,,2919488.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.47
2010-08-31,70400.0,2923712.0,17.11,23.47,2.92,,2923712.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.53
2010-09-01,70400.0,3003968.0,16.48,23.47,2.92,,3003968.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.67
2010-09-02,70400.0,2999744.0,16.1,23.47,3.0,,2999744.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.61
2010-09-03,70400.0,3030720.0,15.84,23.47,3.0,,3030720.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.05
2010-09-06,70400.0,3035648.0,15.07,23.47,3.0,,3035648.0,0.0,70400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.12
2010-09-07,36700.0,1578100.0,7.85,12.23,1.58,,1578100.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,33700.0,0.0,1.42,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.0
2010-09-08,36700.0,1593514.0,7.19,12.23,1.58,,1593514.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.42
2010-09-09,36700.0,1608194.0,7.19,12.23,1.59,,1608194.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.82
2010-09-10,36700.0,1602689.0,7.19,12.23,1.61,,1602689.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.67
2010-09-13,36700.0,1612965.0,7.37,12.23,1.6,,1612965.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.95
2010-09-14,36700.0,1611864.0,8.09,12.23,1.61,,1611864.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.92
2010-09-15,36700.0,1603790.0,8.09,12.23,1.61,,1603790.0,0.0,36700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.7
2010-09-16,23400.0,1014624.0,5.16,7.8,1.02,,1014624.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,13300.0,0.0,0.59,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.36
2010-09-17,23400.0,1009008.0,4.8,7.8,1.01,,1009008.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.12
2010-09-20,23400.0,1021878.0,4.68,7.8,1.01,,1021878.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.67
2010-09-21,23400.0,1015326.0,4.66,7.8,1.02,,1015326.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.39
2010-09-22,23400.0,998712.0,4.37,7.8,1.02,,998712.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.68
2010-09-23,23400.0,999648.0,3.89,7.8,1.0,,999648.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.72
2010-09-24,23400.0,1009008.0,3.89,7.8,1.0,,1009008.0,0.0,23400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.12
2010-09-27,39500.0,1695735.0,6.95,13.17,1.7,,1695735.0,0.0,39500.0,0.0,,,,0.7,,,,,16100.0,,,,0.7,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.93
2010-09-28,39500.0,1687440.0,6.95,13.17,1.68,,1687440.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.72
2010-09-29,39500.0,1673220.0,6.95,13.17,1.69,,1673220.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.36
2010-09-30,39500.0,1666110.0,6.95,13.17,1.67,,1666110.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.18
2010-10-01,39500.0,1664135.0,9.28,13.17,1.67,,1664135.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.13
2010-10-04,39500.0,1653865.0,9.28,13.17,1.66,,1653865.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,41.87
2010-10-05,39500.0,1679935.0,9.28,13.17,1.65,,1679935.0,0.0,39500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.53
2010-10-06,49500.0,2114640.0,11.63,16.5,2.11,,2114640.0,0.0,49500.0,0.0,,,,0.45,,,,,10000.0,,,,0.45,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.72
2010-10-07,49500.0,2114145.0,11.73,16.5,2.11,,2114145.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.71
2010-10-08,49500.0,2114640.0,12.4,16.5,2.11,,2114640.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.72
2010-10-11,49500.0,2118600.0,13.91,16.5,2.11,,2118600.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.8
2010-10-12,49500.0,2112660.0,17.12,16.5,2.12,,2112660.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.68
2010-10-13,49500.0,2146815.0,18.68,16.5,2.11,,2146815.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.37
2010-10-14,49500.0,2138400.0,19.41,16.5,2.15,,2138400.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.2
2010-10-15,49500.0,2144340.0,19.99,16.5,2.14,,2144340.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.32
2010-10-18,49500.0,2154735.0,19.17,16.5,2.14,,2154735.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.53
2010-10-19,49500.0,2146320.0,19.17,16.5,2.15,,2146320.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.36
2010-10-20,49500.0,2151765.0,19.94,16.5,2.15,,2151765.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.47
2010-10-21,49500.0,2156220.0,19.94,16.5,2.15,,2156220.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.56
2010-10-22,49500.0,2144835.0,19.94,16.5,2.16,,2144835.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.33
2010-10-25,49500.0,2148300.0,19.94,16.5,2.14,,2148300.0,0.0,49500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.4
2010-10-26,29500.0,1277350.0,11.89,9.83,1.28,,1277350.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,20000.0,0.0,0.86,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.3
2010-10-27,29500.0,1268795.0,11.89,9.83,1.28,,1268795.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.01
2010-10-28,29500.0,1274990.0,11.89,9.83,1.27,,1274990.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.22
2010-10-29,29500.0,1274990.0,13.73,9.83,1.27,,1274990.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.22
2010-11-01,29500.0,1274105.0,14.6,9.83,1.27,,1274105.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.19
2010-11-02,29500.0,1282955.0,14.75,9.83,1.27,,1282955.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.49
2010-11-03,29500.0,1277940.0,17.7,9.83,1.28,,1277940.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.32
2010-11-04,29500.0,1299770.0,27.83,9.83,1.28,,1299770.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.06
2010-11-05,29500.0,1305965.0,27.83,9.83,1.3,,1305965.0,0.0,29500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.27
2010-11-08,10000.0,443100.0,8.82,3.33,0.44,,443100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,19500.0,0.0,0.86,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.31
2010-11-09,10000.0,445000.0,8.82,3.33,0.44,,445000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.5
2010-11-10,10000.0,441800.0,8.82,3.33,0.45,,441800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.18
2010-11-11,10000.0,441600.0,8.82,3.33,0.44,,441600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.16
2010-11-12,10000.0,440000.0,12.5,3.33,0.44,,440000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.0
2010-11-15,10000.0,443100.0,12.5,3.33,0.44,,443100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.31
2010-11-16,3000.0,129780.0,3.75,1.0,0.13,,129780.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,7000.0,0.0,0.31,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.26
2010-11-17,3000.0,130650.0,3.75,1.0,0.13,,130650.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.55
2010-11-18,3000.0,132390.0,3.75,1.0,0.13,,132390.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,44.13
2010-11-19,3000.0,131310.0,3.75,1.0,0.13,,131310.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.77
2010-11-22,3000.0,130230.0,3.75,1.0,0.13,,130230.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.41
2010-11-23,3000.0,128220.0,3.75,1.0,0.13,,128220.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.74
2010-11-24,3000.0,129420.0,3.73,1.0,0.13,,129420.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.14
2010-11-25,3000.0,129930.0,3.73,1.0,0.13,,129930.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.31
2010-11-26,3000.0,129150.0,3.73,1.0,0.13,,129150.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.05
2010-11-29,3000.0,127110.0,6.38,1.0,0.13,,127110.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.37
2010-11-30,3000.0,126780.0,5.23,0.91,0.13,,126780.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,42.26
2010-12-01,3000.0,129150.0,12.46,0.91,0.13,,129150.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,43.05
