,C5E FP Equity_DX_SI_QTY,C5E FP Equity_DX_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C5E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C5E FP Equity_DX_SI_MV,C5E FP Equity_DX_DSS,C5E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY,C5E FP Equity_DX_BROKER_SI_QTY,C5E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C5E FP Equity_DX_BROKER_SI_MV_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C5E FP Equity_DX_BROKER_SI_MV_INC_x,C5E FP Equity_DX_SUPPLY_SI_MV_NEW,C5E FP Equity_DX_BROKER_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_NEW,C5E FP Equity_DX_SUPPLY_SI_MV_DEC,C5E FP Equity_DX_BROKER_SI_QTY_INC,C5E FP Equity_DX_SUPPLY_SI_QTY_DEC,C5E FP Equity_DX_BROKER_SI_MV_NEW_y,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C5E FP Equity_DX_BROKER_SI_MV_INC_y,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C5E FP Equity_DX_BROKER_SI_MV_ADD,C5E FP Equity_DX_SUPPLY_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_DEC,C5E FP Equity_DX_SUPPLY_SI_MV,C5E FP Equity_DX_BROKER_SI_MV_DEC,C5E FP Equity_DX_SUPPLY_SI_MV_RMV,C5E FP Equity_DX_BROKER_SI_MV_RMV,C5E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C5E FP Equity_DX_UTILIZATION_QUANTITY,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C5E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C5E FP Equity_DX_ACTIVE_UTILIZATION_MV,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C5E FP Equity_DX_BROKER_SI_CON_RATIO,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C5E FP Equity_DX_DEMAND_SUPPLY_RATIO,C5E FP Equity_PX_LAST
2013-01-24,8300.0,405621.0,6.05,0.49,0.4,,97740.0,6300.0,2000.0,307881.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.41,0.6522,77.59,0.0273,48.87
2013-01-25,8300.0,406368.0,5.94,0.49,0.4,,97920.0,6300.0,2000.0,308448.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.36,0.6528,77.64,0.0273,48.96
2013-01-28,8300.0,406202.0,6.76,0.49,0.4,,97880.0,6300.0,2000.0,308322.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.33,0.6531,77.67,0.0273,48.94
2013-01-29,8300.0,408692.0,6.66,0.49,0.4,,98480.0,6300.0,2000.0,310212.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.3,0.6534,77.7,0.0273,49.24
2013-01-30,8300.0,405787.0,6.29,0.49,0.4,,97780.0,6300.0,2000.0,308007.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.34,0.653,77.66,0.0273,48.89
2013-01-31,8300.0,404293.0,6.24,0.49,0.4,,97420.0,6300.0,2000.0,306873.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.36,0.6528,77.64,0.0273,48.71
2013-02-01,8300.0,403380.0,6.35,0.49,0.39,,97200.0,6300.0,2000.0,306180.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.42,0.6521,77.58,0.0273,48.6
2013-02-04,8300.0,397819.0,6.28,0.49,0.39,,95860.0,6300.0,2000.0,301959.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.46,0.6517,77.54,0.0273,47.93
2013-02-05,8300.0,399064.0,6.2,0.49,0.39,,96160.0,6300.0,2000.0,302904.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.7,0.649,77.3,0.0273,48.08
2013-02-06,8300.0,398483.0,5.99,0.49,0.39,,96020.0,6300.0,2000.0,302463.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.65,0.6496,77.35,0.0273,48.01
2013-02-07,8300.0,396408.0,5.83,0.49,0.39,,95520.0,6300.0,2000.0,300888.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.67,0.6494,77.33,0.0273,47.76
2013-02-08,8300.0,401139.0,5.65,0.49,0.39,,96660.0,6300.0,2000.0,304479.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.76,0.6484,77.24,0.0273,48.33
2013-02-11,8300.0,399396.0,5.49,0.49,0.39,,96240.0,6300.0,2000.0,303156.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.56,0.6506,77.44,0.0273,48.12
2013-02-12,8300.0,401969.0,5.47,0.49,0.39,,96860.0,6300.0,2000.0,305109.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.63,0.6498,77.37,0.0273,48.43
2013-02-13,8300.0,402882.0,5.38,0.49,0.39,,97080.0,6300.0,2000.0,305802.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.52,0.651,77.48,0.0273,48.54
2013-02-14,8300.0,402384.0,5.63,0.49,0.4,,96960.0,6300.0,2000.0,305424.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.48,0.6515,77.52,0.0273,48.48
2013-02-15,8300.0,401139.0,5.37,0.49,0.39,,96660.0,6300.0,2000.0,304479.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,22.5,0.6512,77.5,0.0273,48.33
2013-02-18,6300.0,304038.0,4.09,0.36,0.3,,0.0,6300.0,0.0,304038.0,,,,,,,,,,,,,,,,,2000.0,0.3,0.09,,,100.0,2.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0207,48.26
2013-02-19,6300.0,306936.0,4.35,0.36,0.3,,0.0,6300.0,0.0,306936.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,2.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0207,48.72
2013-02-20,6300.0,306306.0,4.33,0.36,0.31,,0.0,6300.0,0.0,306306.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,2.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0207,48.62
2013-02-21,6300.0,301959.0,4.3,0.36,0.31,,0.0,6300.0,0.0,301959.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0183,47.93
2013-02-22,6300.0,306117.0,4.38,0.36,0.3,,0.0,6300.0,0.0,306117.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,1.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0183,48.59
2013-02-25,6300.0,306432.0,3.59,0.36,0.3,,0.0,6300.0,0.0,306432.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,1.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0183,48.64
2013-02-26,6300.0,302526.0,3.92,0.36,0.31,,0.0,6300.0,0.0,302526.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0183,48.02
2013-02-27,6300.0,305109.0,3.97,0.36,0.3,,0.0,6300.0,0.0,305109.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,48.43
2013-02-28,6300.0,308133.0,4.08,0.36,0.3,,0.0,6300.0,0.0,308133.0,,,,,,,,,,,,,,,,,,0.3,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,48.91
2013-03-01,6300.0,307314.0,4.16,0.36,0.31,,0.0,6300.0,0.0,307314.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,48.78
2013-03-04,6300.0,307062.0,4.34,0.36,0.31,,0.0,6300.0,0.0,307062.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,48.74
2013-03-05,6300.0,312417.0,4.41,0.36,0.31,,0.0,6300.0,0.0,312417.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.59
2013-03-06,6300.0,311724.0,4.41,0.36,0.31,,0.0,6300.0,0.0,311724.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.48
2013-03-07,6300.0,312102.0,4.49,0.36,0.31,,0.0,6300.0,0.0,312102.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.54
2013-03-08,6300.0,314748.0,4.58,0.36,0.31,,0.0,6300.0,0.0,314748.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.96
2013-03-11,6300.0,314874.0,4.69,0.36,0.32,,0.0,6300.0,0.0,314874.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.98
2013-03-12,6300.0,314622.0,4.7,0.36,0.32,,0.0,6300.0,0.0,314622.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.94
2013-03-13,6300.0,314559.0,4.88,0.36,0.31,,0.0,6300.0,0.0,314559.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,49.93
2013-03-14,6300.0,318339.0,4.93,0.36,0.31,,0.0,6300.0,0.0,318339.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0188,50.53
2013-03-15,6300.0,317205.0,4.96,0.36,0.32,,0.0,6300.0,0.0,317205.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189,50.35
2013-03-18,6300.0,316575.0,4.98,0.36,0.32,,0.0,6300.0,0.0,316575.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189,50.25
2013-03-19,6300.0,315693.0,4.93,0.36,0.32,,0.0,6300.0,0.0,315693.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189,50.11
2013-03-20,6300.0,317142.0,4.71,0.36,0.32,,0.0,6300.0,0.0,317142.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189,50.34
2013-03-21,6300.0,315378.0,4.63,0.36,0.32,,0.0,6300.0,0.0,315378.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0189,50.06
2013-03-22,6300.0,315189.0,3.32,0.36,0.32,,0.0,6300.0,0.0,315189.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,1.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0191,50.03
2013-03-25,6300.0,314937.0,3.41,0.36,0.31,,0.0,6300.0,0.0,314937.0,,,,,,,,,,,,,,,,,,0.31,,,,100.0,1.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0191,49.99
2013-03-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.32,,6300.0,,,,,,,,0.0,,,,0.0,0.0,316824.0,15850704.72,,15.85,0.0,,0.0,,0.0,50.03
2013-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15146715.88,,15.21,0.0,,0.0,,0.0,49.87
2013-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15207460.68,,15.14,0.0,,0.0,,0.0,50.07
2013-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15207460.68,,15.15,0.0,,0.0,,0.0,
2013-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15207460.68,,15.14,0.0,,0.0,,0.0,
2013-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15417030.24,,15.2,0.0,,0.0,,0.0,50.76
2013-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15283391.68,,15.43,0.0,,0.0,,0.0,50.32
2013-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15143678.64,,15.35,0.0,,0.0,,0.0,49.86
2013-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14894624.96,,15.12,0.0,,0.0,,0.0,49.04
2013-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14934109.08,,14.9,0.0,,0.0,,0.0,49.17
2013-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14946258.04,,14.93,0.0,,0.0,,0.0,49.21
2013-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15204423.44,,14.96,0.0,,0.0,,0.0,50.06
2013-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15274279.96,,15.18,0.0,,0.0,,0.0,50.29
2013-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15149753.12,,15.29,0.0,,0.0,,0.0,49.88
2013-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15116343.48,,15.11,0.0,,0.0,,0.0,49.77
2013-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15007002.84,,15.12,0.0,,0.0,,0.0,49.41
2013-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14764023.64,,15.02,0.0,,0.0,,0.0,48.61
2013-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14788321.56,,14.74,0.0,,0.0,,0.0,48.69
2013-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14861215.32,,14.77,0.0,,0.0,,0.0,48.93
2013-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,14879438.76,,14.89,0.0,,0.0,,0.0,48.99
2013-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15207460.68,,14.87,0.0,,0.0,,0.0,50.07
2013-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15344136.48,,15.22,0.0,,0.0,,0.0,50.52
2013-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15420067.48,,15.35,0.0,,0.0,,0.0,50.77
2013-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15380583.36,,15.38,0.0,,0.0,,0.0,50.64
2013-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15480812.28,,15.4,0.0,,0.0,,0.0,50.97
2013-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15459551.6,,15.49,0.0,,0.0,,0.0,50.9
2013-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15459551.6,,15.48,0.0,,0.0,,0.0,
2013-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15559780.52,,15.46,0.0,,0.0,,0.0,51.23
2013-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15708605.28,,15.57,0.0,,0.0,,0.0,51.72
2013-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15699493.56,,15.58,0.0,,0.0,,0.0,51.69
2013-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15751126.64,,15.69,0.0,,0.0,,0.0,51.86
2013-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15860467.28,,15.73,0.0,,0.0,,0.0,52.22
2013-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15857430.04,,15.78,0.0,,0.0,,0.0,52.21
2013-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15915137.6,,15.88,0.0,,0.0,,0.0,52.4
2013-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15866541.76,,15.92,0.0,,0.0,,0.0,52.24
2013-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15927286.56,,15.83,0.0,,0.0,,0.0,52.44
2013-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16076111.32,,15.96,0.0,,0.0,,0.0,52.93
2013-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16051813.4,,16.06,0.0,,0.0,,0.0,52.85
2013-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16097372.0,,16.07,0.0,,0.0,,0.0,53.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16155079.56,,16.11,0.0,,0.0,,0.0,53.19
2013-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16161154.04,,16.15,0.0,,0.0,,0.0,53.21
2013-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16221898.84,,16.15,0.0,,0.0,,0.0,53.41
2013-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15909063.12,,16.23,0.0,,0.0,,0.0,52.38
2013-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15881727.96,,15.93,0.0,,0.0,,0.0,52.29
2013-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15942472.76,,15.89,0.0,,0.0,,0.0,52.49
2013-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16124707.16,,15.94,0.0,,0.0,,0.0,53.09
2013-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15799722.48,,16.13,0.0,,0.0,,0.0,52.02
2013-05-30,32000.0,1667200.0,9.85,1.63,1.67,,1667200.0,0.0,32000.0,0.0,,,,,,32000.0,,,,,,,,,1.67,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1054,52.1
2013-05-31,32000.0,1651520.0,9.98,1.63,1.67,,1651520.0,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1054,51.61
2013-06-03,20000.0,1023800.0,6.2,1.02,1.03,,1023800.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,12000.0,0.0,0.63,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0658,51.19
2013-06-04,20000.0,1028600.0,6.09,1.02,1.02,,1028600.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0658,51.43
2013-06-05,20000.0,1012600.0,6.2,1.02,1.03,,1012600.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0658,50.63
2013-06-06,19000.0,949240.0,5.88,0.97,0.96,,949240.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,49.96
2013-06-07,19000.0,963870.0,5.86,0.97,0.95,,963870.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,50.73
2013-06-10,19000.0,962160.0,5.95,0.97,0.97,,962160.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,50.64
2013-06-11,19000.0,952660.0,6.06,0.97,0.96,,952660.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,50.14
2013-06-12,19000.0,949430.0,6.08,0.97,0.95,,949430.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,49.97
2013-06-13,19000.0,947530.0,5.94,0.97,0.95,,947530.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,49.87
2013-06-14,19000.0,946960.0,5.94,0.97,0.95,,946960.0,0.0,19000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0626,49.84
2013-06-17,16500.0,830445.0,5.28,0.84,0.82,,830445.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.12,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,50.33
2013-06-18,16500.0,828465.0,5.82,0.84,0.83,,828465.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,50.21
2013-06-19,16500.0,826650.0,6.1,0.84,0.82,,826650.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,50.1
2013-06-20,16500.0,801405.0,6.18,0.84,0.83,,801405.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,48.57
2013-06-21,16500.0,792000.0,6.17,0.84,0.8,,792000.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,48.0
2013-06-24,16500.0,783420.0,6.05,0.84,0.79,,783420.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,47.48
2013-06-25,16500.0,792990.0,5.31,0.84,0.78,,792990.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,48.06
2013-06-26,16500.0,808335.0,5.32,0.84,0.79,,808335.0,0.0,16500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0543,48.99
2013-06-27,14800.0,729936.0,4.87,0.76,0.73,,138096.0,12000.0,2800.0,591840.0,,,,,,,,,,,,,,,,12000.0,13700.0,0.59,0.65,,,3.95,3.95,291724.0,14387827.68,,14.3,3.95,18.92,0.6932,81.08,0.0487,49.32
