,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-12,49098.0,6014505.0,1.6,42.79,0.28,5.66,0.0,6002132.5,2159.0,48997.0,264477.5,,,,,,,,,,,,,,,,,,0.27,,,,8.08,8.08,24563.0,3008967.5,,3.02,8.11,3.89,0.8305,90.99,1.8374
2023-10-13,49098.0,5891760.0,1.6,41.41,0.28,5.66,0.0,5879640.0,2159.0,48997.0,259080.0,,,,,,,,,,,,,,,,,,0.27,,,,8.08,8.08,24563.0,2947560.0,,2.99,8.15,3.89,0.8307,91.0,1.8374
2023-10-16,49098.0,5793564.0,1.6,40.28,0.28,5.65,0.0,5781646.0,2159.0,48997.0,254762.0,,,,,,,,,,,,,,,,,,0.26,,,,8.06,8.06,24631.0,2906458.0,,2.93,8.09,3.81,0.834,91.18,1.8327
2023-10-17,48198.0,5663265.0,1.57,41.81,0.27,5.54,0.0,5651397.5,1301.0,48097.0,152867.5,,,,,,,,0.1,,858.0,,,,,,,900.0,0.15,0.11,,,4.86,4.86,25489.0,2994957.5,,3.0,4.86,3.83,0.8683,93.06,1.7991
2023-10-18,48198.0,5494572.0,1.57,42.18,0.27,5.54,0.0,5483058.0,1301.0,48097.0,148314.0,,,,,,,,,,,,,,,,,,0.15,,,,4.86,4.86,25489.0,2905746.0,,2.96,4.93,3.81,0.8685,93.08,1.7991
2023-10-19,48198.0,5639166.0,1.57,40.6,0.27,5.52,0.0,5627349.0,1301.0,48097.0,152217.0,,,,,,,,,,,,,,,,,,0.15,,,,4.86,4.86,25489.0,2982213.0,,2.94,4.78,3.71,0.8723,93.29,1.7991
2023-10-20,47996.0,5735522.0,1.57,40.69,0.27,5.51,0.0,5735522.0,1200.0,47996.0,143400.0,,,,,,,,0.01,,101.0,,,,,,,101.0,0.14,0.01,,,4.45,4.45,25742.0,3076169.0,,3.04,4.41,3.81,0.8767,93.52,1.7815
2023-10-23,49125.0,5895000.0,1.6,40.63,0.28,5.65,0.0,5895000.0,1200.0,49125.0,144000.0,,,,,,1129.0,,,,,,,,,0.13,,,0.14,,,,4.46,4.46,25733.0,3087960.0,,3.08,4.42,3.8,0.8339,91.17,1.824
2023-10-24,49125.0,5944125.0,1.6,40.79,0.28,5.66,0.0,5944125.0,2329.0,49125.0,281809.0,,,,,,,,,,,,,,,,1129.0,,0.28,,,,8.65,8.65,24604.0,2977084.0,,2.97,8.68,3.81,0.8327,91.1,1.824
2023-10-25,49125.0,5919562.5,1.6,42.34,0.28,5.66,0.0,5919562.5,2329.0,49125.0,280644.5,,,,,,,,,,,,,,,,,,0.28,,,,8.59,8.59,24770.0,2984785.0,,2.99,8.6,3.84,0.8317,91.05,1.8128
2023-10-26,49125.0,5919562.5,1.6,42.39,0.28,5.9,0.0,5919562.5,2329.0,49125.0,280644.5,,,,,,,,,,,,,,,,,,0.28,,,,8.6,8.6,24766.0,2984303.0,,2.99,8.59,3.67,0.839,91.46,1.8131
2023-10-27,47996.0,5783518.0,1.57,35.75,0.27,5.77,0.0,5783518.0,1200.0,47996.0,144600.0,,,,,,,,0.14,,1129.0,,,,,,,1129.0,0.14,0.14,,,4.43,4.43,25895.0,3120347.5,,3.12,4.43,3.75,0.8786,93.62,1.7714
2023-10-30,47996.0,5879510.0,1.57,37.81,0.27,5.77,0.0,5879510.0,1200.0,47996.0,147000.0,,,,,,,,,,,,,,,,,,0.14,,,,4.43,4.43,25895.0,3172137.5,,3.14,4.38,3.75,0.8787,93.63,1.7714
2023-10-31,47796.0,5926704.0,1.56,37.89,0.27,5.75,0.0,5926704.0,1200.0,47796.0,148800.0,,,,,,,,,,,,,,,,,200.0,0.15,0.02,,,4.43,4.43,25895.0,3210980.0,,3.19,4.42,3.83,0.8842,93.93,1.764
2023-11-01,47596.0,6092288.0,1.55,35.98,0.27,5.73,0.0,6092288.0,1000.0,47596.0,128000.0,,,,,,,,0.02,,200.0,,,,,,,200.0,0.12,0.02,,,3.68,3.68,26188.0,3352064.0,,3.3,3.63,3.45,0.8904,94.27,1.7506
2023-11-02,48685.0,6231680.0,1.59,35.37,0.28,5.88,0.0,6231680.0,2089.0,48685.0,267392.0,,,,,,1089.0,,,,,,,,,0.14,1089.0,,0.27,,,,7.68,7.68,25099.0,3212672.0,,3.21,7.67,3.48,0.8465,91.88,1.7907
2023-11-03,48685.0,6426420.0,1.59,33.26,0.28,5.88,0.0,6426420.0,2089.0,48685.0,275748.0,,,,,,,,,,,,,,,,,,0.27,,,,7.68,7.68,25099.0,3313068.0,,3.25,7.68,3.48,0.8466,91.89,1.7907
2023-11-06,47596.0,6258874.0,1.55,33.1,0.27,5.75,0.0,6258874.0,1000.0,47596.0,131500.0,,,,,,,,0.14,,1089.0,,,,,,,1089.0,0.13,0.14,,,3.67,3.67,26275.0,3455162.5,,3.46,3.68,3.66,0.884,93.92,1.745
2023-11-07,47596.0,6306470.0,1.55,37.4,0.27,5.75,0.0,6306470.0,1000.0,47596.0,132500.0,,,,,,,,,,,,,,,,,,0.13,,,,3.66,3.66,26328.0,3488460.0,,3.48,3.65,3.65,0.8844,93.94,1.7417
2023-11-08,67391.0,8929307.5,2.2,52.66,0.38,8.38,0.0,7971200.0,13564.0,60160.0,1797230.0,,,,,,12564.0,,,,,,,,,1.68,12564.0,,1.79,,,,49.63,49.63,13764.0,1823730.0,,1.82,49.59,31.4,0.5145,64.41,2.466
2023-11-09,66981.0,8774511.0,2.19,52.09,0.38,8.33,0.0,7827250.0,13154.0,59750.0,1723174.0,,,,,,,,0.05,,410.0,,,,,,,410.0,1.75,0.06,,,48.2,48.2,14138.0,1852078.0,,1.87,48.36,30.95,0.5171,64.84,2.4542
2023-11-10,49619.0,6524898.5,1.62,38.89,0.28,6.01,0.0,6524898.5,2000.0,49619.0,263000.0,,,,,,2023.0,,1.48,,11154.0,,,,,0.27,,12154.0,0.26,1.62,,,7.32,7.32,25328.0,3330632.0,,3.33,7.3,4.41,0.8105,89.83,1.8157
2023-11-13,48596.0,6511864.0,1.59,37.93,0.28,5.88,0.0,6511864.0,2000.0,48596.0,268000.0,,,,,,,,,,,,,,,,,1023.0,0.26,0.13,,,7.32,7.32,25328.0,3393952.0,,3.36,7.25,3.57,0.8459,91.85,1.7782
2023-11-14,48596.0,6511864.0,1.59,37.05,0.28,5.89,0.0,6511864.0,2000.0,48596.0,268000.0,,,,,,,,,,,,,,,,,,0.26,,,,7.32,7.32,25328.0,3393952.0,,3.38,7.23,3.63,0.844,91.74,1.7782
2023-11-15,48596.0,6609056.0,1.59,37.06,0.28,5.89,0.0,6609056.0,2000.0,48596.0,272000.0,,,,,,,,,,,,,,,,,,0.27,,,,7.32,7.32,25328.0,3444608.0,,3.42,7.28,3.63,0.8433,91.7,1.7782
2023-11-16,48596.0,6730546.0,1.59,36.58,0.28,5.9,0.0,6730546.0,2000.0,48596.0,277000.0,,,,,,,,,,,,,,,,,,0.27,,,,7.32,7.32,25328.0,3507928.0,,3.48,7.26,3.68,0.8414,91.59,1.7782
2023-11-17,48596.0,6779142.0,1.59,35.46,0.28,6.47,0.0,6779142.0,2000.0,48596.0,279000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.32,7.32,25326.0,3532977.0,,3.52,7.27,3.42,0.8523,92.2,1.7784
2023-11-20,48596.0,6803440.0,1.59,38.46,0.28,6.47,0.0,6803440.0,2000.0,48596.0,280000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.29,7.29,25426.0,3559640.0,,3.55,7.26,3.44,0.8513,92.15,1.7719
2023-11-21,48596.0,6754844.0,1.59,38.0,0.28,6.47,0.0,6754844.0,2000.0,48596.0,278000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.32,7.32,25326.0,3520314.0,,3.54,7.36,3.45,0.8506,92.11,1.7784
2023-11-22,48596.0,6803440.0,1.59,38.27,0.28,6.47,0.0,6803440.0,2000.0,48596.0,280000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.32,7.32,25326.0,3545640.0,,3.54,7.31,3.43,0.8516,92.16,1.7784
2023-11-23,48596.0,7070718.0,1.59,37.83,0.28,6.47,0.0,7070718.0,2000.0,48596.0,291000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.32,7.32,25326.0,3684933.0,,3.61,7.19,3.45,0.8508,92.12,1.7784
2023-11-24,48596.0,6900632.0,1.59,35.81,0.28,6.49,0.0,6900632.0,2000.0,48596.0,284000.0,,,,,,,,,,,,,,,,,,0.29,,,,7.32,7.32,25326.0,3596292.0,,3.64,7.38,3.58,0.8457,91.84,1.7784
2023-11-27,39996.0,5699430.0,1.3,29.12,0.23,5.34,0.0,5699430.0,2000.0,39996.0,285000.0,,,,,,,,,,,,,,,,,8600.0,0.28,1.14,,,7.32,7.32,25326.0,3608955.0,,3.6,7.3,4.24,0.8188,90.31,1.4637
2023-11-28,39996.0,5579442.0,1.3,11.35,0.23,5.34,0.0,5579442.0,2000.0,39996.0,279000.0,,,,,,,,,,,,,,,,,,0.28,,,,7.29,7.29,25425.0,3546787.5,,3.58,7.34,4.26,0.8185,90.29,1.4584
2023-11-29,38996.0,5439942.0,1.27,10.65,0.22,5.19,0.0,5439942.0,1000.0,38996.0,139500.0,,,,,,,,0.14,,1000.0,,,,,,,1000.0,0.14,0.14,,,3.63,3.63,26543.0,3702748.5,,3.7,3.64,4.29,0.8655,92.89,1.4158
2023-11-30,38996.0,5459440.0,1.27,10.73,0.22,5.19,0.0,5459440.0,1000.0,38996.0,140000.0,,,,,,,,,,,,,,,,,,0.14,,,,3.63,3.63,26543.0,3716020.0,,3.72,3.65,4.29,0.8651,92.87,1.4158
2023-12-01,36996.0,5179440.0,1.21,10.14,0.21,4.93,0.0,5179440.0,1000.0,36996.0,140000.0,,,,,,,,,,,,,,,,,2000.0,0.14,0.27,,,3.63,3.63,26543.0,3716020.0,,3.72,3.63,4.53,0.8583,92.48,1.3432
2023-12-04,36996.0,5160942.0,1.21,10.15,0.21,4.93,0.0,5160942.0,1000.0,36996.0,139500.0,,,,,,,,,,,,,,,,,,0.14,,,,3.63,3.63,26555.0,3704422.5,,3.71,3.65,4.53,0.858,92.47,1.3426
2023-12-05,30396.0,4240242.0,0.99,8.35,0.17,4.06,0.0,4240242.0,1700.0,30396.0,237150.0,,,,,,700.0,,,,,,,,,0.1,700.0,7300.0,0.24,0.97,,,6.25,6.25,25481.0,3554599.5,,3.56,6.26,5.49,0.788,88.49,1.1183
2023-12-06,30396.0,4225044.0,0.99,8.29,0.17,4.06,0.0,4225044.0,1700.0,30396.0,236300.0,,,,,,,,,,,,,,,,,,0.24,,,,6.25,6.25,25481.0,3541859.0,,3.55,6.27,5.49,0.788,88.49,1.1183
2023-12-07,29696.0,4083200.0,0.97,8.09,0.17,4.16,0.0,4083200.0,1000.0,29696.0,137500.0,,,,,,,,0.1,,700.0,,,,,,,700.0,0.14,0.1,,,3.68,3.68,26181.0,3599887.5,,3.62,3.69,5.33,0.8352,91.17,1.0925
2023-12-08,29696.0,3949568.0,0.97,8.48,0.17,4.16,0.0,3949568.0,1000.0,29696.0,133000.0,,,,,,,,,,,,,,,,,,0.14,,,,3.68,3.68,26181.0,3482073.0,,3.55,3.74,5.28,0.8365,91.24,1.0925
2023-12-11,29714.0,3892534.0,0.97,8.2,0.17,4.15,0.0,3891355.0,1009.0,29705.0,132179.0,,,,,,9.0,,,,,,,,,0.0,9.0,,0.13,,,,3.7,3.7,26279.0,3442549.0,,3.47,3.72,5.12,0.8403,91.46,1.0889
2023-12-12,30307.0,4091445.0,0.99,8.13,0.17,4.22,0.0,4090230.0,1602.0,30298.0,216270.0,,,,,,593.0,,,,,,,,,0.08,593.0,,0.21,,,,5.97,5.97,25223.0,3405105.0,,3.35,5.88,4.95,0.812,89.9,1.1298
2023-12-13,31783.0,4417837.0,1.04,8.63,0.18,4.45,0.0,4416586.0,3036.0,31774.0,422004.0,,,595.0,,,1476.0,,,,,,,,595.0,0.21,839.0,,0.41,,,,11.32,11.32,23789.0,3306671.0,,3.25,11.1,4.85,0.7341,85.33,1.1848
2023-12-14,30362.0,4235499.0,0.99,8.36,0.17,4.26,0.0,4152496.5,2029.0,29767.0,283045.5,,,16.0,0.0,,,,0.21,16.0,1593.0,,,0.0,16.0,,570.0,2023.0,0.28,0.27,,,7.54,7.54,24867.0,3468946.5,,3.45,7.5,5.67,0.7996,89.1,1.1289
2023-12-15,30362.0,4189956.0,0.99,8.47,0.17,4.26,0.0,4107846.0,2029.0,29767.0,280002.0,,,,,,,,,,,,,,,,,,0.28,,,,7.56,7.56,24812.0,3424056.0,,3.45,7.6,5.67,0.8002,89.13,1.1312
2023-12-18,30362.0,4189956.0,0.99,8.52,0.17,4.25,0.0,4107846.0,2029.0,29767.0,280002.0,,,,,,,,,,,,,,,,,,0.28,,,,7.54,7.54,24881.0,3433578.0,,3.43,7.53,5.63,0.801,89.18,1.1283
2023-12-19,30711.0,4268829.0,1.0,8.67,0.17,4.3,0.0,4163606.0,2216.0,29954.0,308024.0,,,,0.03,,,,,187.0,,,,0.03,,,187.0,,0.31,,,,8.21,8.21,24763.0,3442057.0,,3.43,8.18,5.58,0.7827,88.15,1.1383
2023-12-20,31602.0,4440081.0,1.03,8.94,0.18,4.43,0.0,4333722.5,3107.0,30845.0,436533.5,,,900.0,,,900.0,,0.0,,9.0,,,,900.0,0.13,,9.0,0.43,0.0,,,11.52,11.52,23872.0,3354016.0,,3.34,11.5,5.46,0.7386,85.57,1.1714
2023-12-21,31244.0,4264806.0,1.02,8.8,0.18,4.38,0.0,4184817.0,2920.0,30658.0,398580.0,,,,,,,,0.03,,187.0,,,,,,,187.0,0.41,0.03,,,10.82,10.82,24059.0,3284053.5,,3.33,10.87,5.52,0.7573,86.67,1.1581
2023-12-22,28712.0,4019680.0,0.94,8.0,0.16,4.02,0.0,3939880.0,2904.0,28142.0,406560.0,,,,,,,,0.0,,16.0,,,,,,,2516.0,0.4,0.35,,,10.73,10.73,24156.0,3381840.0,,3.34,10.61,5.89,0.7409,85.65,1.0611
2023-12-25,28712.0,4019680.0,0.94,7.79,0.16,4.03,0.0,3939880.0,2904.0,28142.0,406560.0,,,,,,,,,,,,,,,,,,0.4,,,,10.73,10.73,24156.0,3381840.0,,3.37,10.73,5.98,0.7384,85.49,1.0611
2023-12-26,28712.0,4019680.0,0.94,7.79,0.16,4.03,0.0,3939880.0,2904.0,28142.0,406560.0,,,,,,,,,,,,,,,,,,0.4,,,,10.74,10.74,24131.0,3378340.0,,3.38,10.68,5.98,0.7387,85.52,1.062
2023-12-27,28712.0,4019680.0,0.94,7.79,0.16,4.03,0.0,3939880.0,2904.0,28142.0,406560.0,,,,,,,,,,,,,,,,,,0.4,,,,10.74,10.74,24131.0,3378340.0,,3.37,10.7,6.03,0.7378,85.46,1.062
2023-12-28,29148.0,4051572.0,0.95,7.96,0.17,4.09,0.0,3942040.0,3122.0,28360.0,433958.0,,,,,,218.0,,,,,,,,,0.03,218.0,,0.44,,,,11.55,11.55,23913.0,3323907.0,,3.34,11.59,5.93,0.7166,84.21,1.0782
2023-12-29,21224.0,2971360.0,0.69,5.81,0.12,2.98,0.0,2861040.0,3198.0,20436.0,447720.0,,,,0.01,,,,,76.0,,,,0.01,,,76.0,8000.0,0.45,1.12,,,11.8,11.8,23913.0,3347820.0,,3.34,11.78,8.1,0.6227,78.0,0.7829
2024-01-01,21082.0,2951480.0,0.69,5.74,0.12,2.96,0.0,2830520.0,3198.0,20218.0,447720.0,,,,,,,,,,,,,,,,,218.0,0.45,0.03,,,11.8,11.8,23913.0,3347820.0,,3.35,11.78,8.19,0.6299,78.47,0.7776
2024-01-02,20864.0,2910528.0,0.68,5.68,0.12,2.93,0.0,2820411.0,2980.0,20218.0,415710.0,,,,,,,,0.03,,218.0,,,,,,,,0.42,,,,10.98,10.98,24155.0,3369622.5,,3.38,11.05,8.28,0.6431,79.3,0.7689
2024-01-03,18564.0,2598960.0,0.61,5.11,0.11,2.61,0.0,2508520.0,2980.0,17918.0,417200.0,,,,,,,,,,,,,,,,,2300.0,0.42,0.32,,,10.99,10.99,24131.0,3378340.0,,3.37,11.0,9.3,0.6072,76.76,0.6847
2024-01-04,18584.0,2601760.0,0.61,5.07,0.11,2.61,0.0,2509920.0,2990.0,17928.0,418600.0,,,10.0,0.0,,,,,10.0,,,,0.0,10.0,,,,0.42,,,,11.03,11.03,24128.0,3377920.0,,3.38,11.01,9.3,0.6052,76.63,0.6853
2024-01-05,12484.0,1710308.0,0.41,3.43,0.07,1.75,0.0,1620436.0,2990.0,11828.0,409630.0,,,,,,,,,,,,,,,,,6100.0,0.42,0.85,,,10.97,10.97,24274.0,3325538.0,,3.37,11.03,13.77,0.4683,65.51,0.4579
2024-01-08,12484.0,1735276.0,0.41,3.38,0.07,1.75,0.0,1644092.0,2990.0,11828.0,415610.0,,,,,,,,,,,,,,,,,,0.41,,,,10.94,10.94,24344.0,3383816.0,,3.36,10.9,13.66,0.4695,65.61,0.4567
2024-01-09,11888.0,1658376.0,0.39,3.19,0.07,1.67,0.0,1566864.0,2990.0,11232.0,417105.0,,,,,,,,,,,,,,,,,596.0,0.42,0.08,,,10.94,10.94,24344.0,3395988.0,,3.39,10.95,12.94,0.5029,68.66,0.4349
2024-01-10,11736.0,1637172.0,0.38,3.24,0.07,1.65,0.0,1556262.0,2914.0,11156.0,406503.0,,,,,,,,0.01,,76.0,,,,,,,76.0,0.41,0.01,,,10.63,10.63,24499.0,3417610.5,,3.41,10.6,13.07,0.5156,69.53,0.4281
2024-01-11,11736.0,1607832.0,0.38,3.27,0.07,1.65,0.0,1528372.0,2914.0,11156.0,399218.0,,,,,,,,,,,,,,,,,,0.4,,,,10.6,10.6,24569.0,3365953.0,,3.4,10.65,12.87,0.5181,69.76,0.427
2024-01-12,11716.0,1599234.0,0.38,8.2,0.07,1.64,0.0,1521429.0,2904.0,11146.0,396396.0,,,,,,,,0.0,,10.0,,,,,,,10.0,0.4,0.0,,,10.57,10.57,24579.0,3355033.5,,3.36,10.58,12.94,0.5221,70.05,0.4263
2024-01-15,11716.0,1581660.0,0.38,9.05,0.07,1.63,0.0,1504710.0,2904.0,11146.0,392040.0,,,,,,,,,,,,,,,,,,0.4,,,,10.54,10.54,24638.0,3326130.0,,3.35,10.58,12.79,0.5242,70.23,0.4254
2024-01-16,10860.0,1455240.0,0.35,8.57,0.06,1.49,0.0,1375912.0,2026.0,10268.0,271484.0,,,,,,22.0,,0.12,,900.0,,,,,0.0,22.0,900.0,0.27,0.12,,,7.35,7.35,25538.0,3422092.0,,3.44,7.38,13.98,0.5973,75.3,0.394
2024-01-17,10982.0,1471588.0,0.36,7.94,0.06,1.5,0.0,1384086.0,2087.0,10329.0,279658.0,,,61.0,0.01,,,,,61.0,,,,0.01,61.0,,,,0.28,,,,7.55,7.55,25538.0,3422092.0,,3.42,7.55,13.8,0.5853,74.55,0.3975
2024-01-18,10982.0,1455115.0,0.36,8.05,0.06,1.5,0.0,1368592.5,2087.0,10329.0,276527.5,,,,,,,,,,,,,,,,,,0.28,,,,7.54,7.54,25600.0,3392000.0,,3.41,7.55,13.68,0.5872,74.69,0.3966
2024-01-19,11882.0,1580306.0,0.39,8.66,0.07,1.62,0.0,1493457.0,2987.0,11229.0,397271.0,,,900.0,,,900.0,,,,,,,,900.0,0.12,,,0.4,,,,10.79,10.79,24700.0,3285100.0,,3.28,10.76,12.72,0.5093,69.19,0.4292
2024-01-22,11882.0,1580306.0,0.39,8.84,0.07,1.62,0.0,1493457.0,2987.0,11229.0,397271.0,,,,,,,,,,,,,,,,,,0.4,,,,10.76,10.76,24771.0,3294543.0,,3.3,10.76,12.74,0.5086,69.13,0.4281
2024-01-23,11882.0,1580306.0,0.39,8.13,0.07,1.62,0.0,1493457.0,2987.0,11229.0,397271.0,,,,,,,,,,,,,,,,,,0.4,,,,10.75,10.75,24805.0,3299065.0,,3.3,10.76,12.71,0.5089,69.16,0.4275
2024-01-24,11882.0,1580306.0,0.39,8.12,0.07,1.62,0.0,1493457.0,2987.0,11229.0,397271.0,,,,,,,,,,,,,,,,,,0.4,,,,10.75,10.75,24805.0,3299065.0,,3.3,10.74,12.75,0.5085,69.13,0.4275
2024-01-25,11882.0,1574365.0,0.39,8.78,0.07,1.62,0.0,1487842.5,2987.0,11229.0,395777.5,,,,,,,,,,,,,,,,,,0.4,,,,10.75,10.75,24805.0,3286662.5,,3.3,10.78,12.69,0.5095,69.21,0.4275
2024-01-26,11882.0,1610011.0,0.39,9.3,0.07,1.62,0.0,1521529.5,2987.0,11229.0,404738.5,,,,,,,,,,,,,,,,,,0.4,,,,10.72,10.72,24875.0,3370562.5,,3.33,10.65,12.94,0.5066,68.95,0.4265
2024-01-29,11882.0,1633775.0,0.39,9.28,0.07,1.63,0.0,1543987.5,2987.0,11229.0,410712.5,,,,,,,,,,,,,,,,,,0.41,,,,10.72,10.72,24888.0,3422100.0,,3.4,10.69,13.02,0.5023,68.59,0.4263
2024-01-30,11882.0,1627834.0,0.39,9.16,0.07,1.63,0.0,1538373.0,2987.0,11229.0,409219.0,,,,,,,,,,,,,,,,,,0.41,,,,10.72,10.72,24888.0,3409656.0,,3.41,10.71,12.98,0.5009,68.48,0.4263
2024-01-31,11716.0,1552370.0,0.38,9.3,0.07,1.6,0.0,1476845.0,2904.0,11146.0,384780.0,,,,,,,,0.01,,83.0,,,,,,,83.0,0.4,0.01,,,10.45,10.45,24888.0,3297660.0,,3.36,10.54,12.87,0.5196,69.85,0.4216
2024-02-01,11716.0,1569944.0,0.38,9.29,0.07,1.6,0.0,1493564.0,2904.0,11146.0,389136.0,,,,,,,,,,,,,,,,,,0.39,,,,10.41,10.41,24995.0,3349330.0,,3.33,10.37,12.95,0.5224,70.07,0.4199
2024-02-02,10616.0,1433160.0,0.35,8.82,0.06,1.45,0.0,1356210.0,2904.0,10046.0,392040.0,,,,,,,,,,,,,,,,,1100.0,0.39,0.15,,,10.41,10.41,24995.0,3374325.0,,3.36,10.42,14.39,0.4851,66.81,0.3805
2024-02-05,10516.0,1424918.0,0.34,8.01,0.06,1.42,0.0,1347683.0,2904.0,9946.0,393492.0,,,,,,,,,,,,,,,,,100.0,0.39,0.04,,,10.38,10.38,25068.0,3396714.0,,3.39,10.4,14.82,0.4731,65.72,0.3759
2024-02-06,10416.0,1374912.0,0.34,8.13,0.06,1.4,0.0,1299672.0,2904.0,9846.0,383328.0,,,,,,,,,,,,,,,,,100.0,0.39,0.01,,,10.38,10.38,25068.0,3308976.0,,3.35,10.44,14.63,0.4728,65.72,0.3724
2024-02-07,10416.0,1317624.0,0.34,8.26,0.06,1.38,0.0,1245519.0,2904.0,9846.0,367356.0,,,,,,,,,,,,,,,,,,0.38,,,,10.35,10.35,25141.0,3180336.5,,3.25,10.45,14.21,0.4813,66.5,0.3714
2024-02-08,10416.0,1374912.0,0.34,7.6,0.06,1.38,0.0,1299672.0,2904.0,9846.0,383328.0,,,,,,,,,,,,,,,,,,0.37,,,,10.32,10.32,25237.0,3331284.0,,3.26,10.2,14.76,0.4802,66.35,0.3701
2024-02-09,11116.0,1445080.0,0.36,7.89,0.06,1.48,0.0,1370980.0,3304.0,10546.0,429520.0,,,,0.06,,400.0,,,400.0,,,,0.06,,0.05,400.0,100.0,0.43,0.01,,,11.56,11.56,25289.0,3287570.0,,3.31,11.59,13.66,0.4183,61.11,0.3888
2024-02-12,10216.0,1358728.0,0.33,6.79,0.06,1.37,0.0,1282918.0,2404.0,9646.0,319732.0,,,,,,,,0.12,,900.0,,,,,,,900.0,0.31,0.12,,,8.36,8.36,26335.0,3502555.0,,3.46,8.33,15.06,0.4839,66.17,0.3555
2024-02-13,10216.0,1333188.0,0.33,6.95,0.06,1.37,0.0,1258803.0,2404.0,9646.0,313722.0,,,,,,,,,,,,,,,,,,0.32,,,,8.34,8.34,26424.0,3448332.0,,3.49,8.38,14.89,0.4841,66.2,0.3544
2024-02-14,10216.0,1343404.0,0.33,6.84,0.06,1.36,0.0,1268449.0,2404.0,9646.0,316126.0,,,,,,,,,,,,,,,,,,0.31,,,,8.34,8.34,26424.0,3474756.0,,3.46,8.31,14.92,0.4852,66.29,0.3544
2024-02-15,10216.0,1328080.0,0.33,7.04,0.06,1.36,0.0,1253980.0,2404.0,9646.0,312520.0,,,,,,,,,,,,,,,,,,0.31,,,,8.32,8.32,26506.0,3445780.0,,3.47,8.32,14.8,0.4858,66.36,0.3534
2024-02-16,9816.0,1280988.0,0.32,6.73,0.06,1.31,0.0,1154403.0,2404.0,8846.0,313722.0,,,,,,,,,,,,,,,,,800.0,0.31,0.11,,,8.31,8.31,26516.0,3460338.0,,3.46,8.3,15.46,0.5172,69.2,0.3394
2024-02-19,11145.0,1454422.5,0.36,7.86,0.06,1.48,0.0,1380037.5,3733.0,10575.0,487156.5,,,1729.0,,,1729.0,,0.05,,400.0,,,,1729.0,0.23,,,0.49,,,,12.91,12.91,25187.0,3286903.5,,3.29,12.89,15.24,0.425,61.08,0.3854
2024-02-20,10245.0,1326727.5,0.33,7.46,0.06,1.36,0.0,1252912.5,2833.0,9675.0,366873.5,,,,,,,,0.12,,900.0,,,,,,,900.0,0.37,0.12,,,9.88,9.88,25847.0,3347186.5,,3.36,9.88,14.76,0.481,66.41,0.3572
