,BYBE FP Equity_DX_SI_QTY,BYBE FP Equity_DX_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BYBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BYBE FP Equity_DX_SI_MV,BYBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SUPPLY_SI_QTY,BYBE FP Equity_DX_BROKER_SI_QTY,BYBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BYBE FP Equity_DX_BROKER_SI_QTY_ADD,BYBE FP Equity_DX_BROKER_SI_MV_ADD,BYBE FP Equity_DX_BROKER_SI_QTY_DEC,BYBE FP Equity_DX_SUPPLY_SI_MV,BYBE FP Equity_DX_BROKER_SI_MV_DEC,BYBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BYBE FP Equity_DX_UTILIZATION_QUANTITY,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BYBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BYBE FP Equity_DX_ACTIVE_UTILIZATION_MV,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BYBE FP Equity_DX_BROKER_SI_CON_RATIO,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BYBE FP Equity_DX_DEMAND_SUPPLY_RATIO,BYBE FP Equity_PX_LAST
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1027800.0,1.07,0.0,,0.0,,0.0,102.78
2015-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1004400.0,1.03,0.0,,0.0,,0.0,100.44
2015-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1033400.0,1.01,0.0,,0.0,,0.0,103.34
2015-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1034300.0,1.0,0.0,,0.0,,0.0,103.43
2015-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1042500.0,1.04,0.0,,0.0,,0.0,104.25
2015-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1026200.0,1.03,0.0,,0.0,,0.0,102.62
2015-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,10000.0,1012200.0,1.03,0.0,,0.0,,0.0,101.22
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,101.88
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,104.65
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,102.82
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,104.85
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,104.85
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,102.15
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,103.49
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,101.96
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,99.29
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,97.12
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,96.25
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,97.18
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,97.46
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,94.89
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,93.1
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,93.77
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,94.14
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,90.9
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,94.08
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,95.34
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,94.45
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,94.86
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,95.37
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,92.85
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,95.57
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,96.03
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,94.79
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,92.08
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,92.83
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,92.4
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,89.54
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,88.42
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,89.57
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,86.16
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,89.73
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,91.77
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,91.8
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,94.63
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,94.76
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,94.34
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,96.75
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,96.09
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,94.73
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,96.83
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,99.32
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,100.22
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,100.84
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,101.62
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,101.33
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,101.99
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,102.36
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,101.07
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,101.61
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,99.04
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,101.83
2016-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,510750.0,0.51,0.0,,0.0,,0.0,102.15
2016-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,506400.0,0.51,0.0,,0.0,,0.0,101.28
2016-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,511050.0,0.52,0.0,,0.0,,0.0,102.21
2016-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,507900.0,0.51,0.0,,0.0,,0.0,101.58
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,512900.0,0.51,0.0,,0.0,,0.0,102.58
2016-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,513400.0,0.51,0.0,,0.0,,0.0,102.68
2016-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,517350.0,0.51,0.0,,0.0,,0.0,103.47
2016-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,514700.0,0.51,0.0,,0.0,,0.0,102.94
2016-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,507000.0,0.52,0.0,,0.0,,0.0,101.4
2016-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,507000.0,0.52,0.0,,0.0,,0.0,
2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,507000.0,0.52,0.0,,0.0,,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,509450.0,0.51,0.0,,0.0,,0.0,101.89
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,509250.0,0.51,0.0,,0.0,,0.0,101.85
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,101.47
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,505200.0,0.51,0.0,,0.0,,0.0,101.04
2016-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,5000.0,505150.0,0.51,0.0,,0.0,,0.0,101.03
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,99.92
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,99.41
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,99.45
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,99.25
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,99.69
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,102.35
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,102.51
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,101.97
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,101.77
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,101.93
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,102.43
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,102.9
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,103.16
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,102.46
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,102.65
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,103.25
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,103.29
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,99.37
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,99.49
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,98.29
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,97.85
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,98.84
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,98.3
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,99.04
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,99.97
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,99.18
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,98.32
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,99.76
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,99.08
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,99.24
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,98.98
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,98.53
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,100.27
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,100.32
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,101.58
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,102.62
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,102.44
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,103.39
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,103.76
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,103.65
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,103.2
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,103.79
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,101.74
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,102.21
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,102.89
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,102.55
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,102.62
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,102.52
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,101.4
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,100.5
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,101.2
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,100.85
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,100.61
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,101.95
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,101.54
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,101.95
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,101.99
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,100.8
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,97.95
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,98.32
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,100.3
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,101.37
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,102.49
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,102.66
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,101.27
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,101.34
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,102.82
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,104.96
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,105.97
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,106.89
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,106.17
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,107.41
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,107.73
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,107.93
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,108.77
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,109.03
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,108.99
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,109.37
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,109.64
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,109.45
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,108.05
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,107.31
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,107.65
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,105.29
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,105.73
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,106.52
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,108.72
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,108.84
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,108.37
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,107.25
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,108.31
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,108.46
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,109.02
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,107.93
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,107.3
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,107.69
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,107.63
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,108.92
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,109.32
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,108.91
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,109.51
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,110.24
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,110.46
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,109.67
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,108.97
2016-09-02,18200.0,2010918.0,6.86,4.48,1.98,2010918.0,0.0,18200.0,0.0,18200.0,1.98,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,110.49
2016-09-05,18200.0,2011100.0,6.89,4.48,2.01,2011100.0,0.0,18200.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,110.5
2016-09-06,18200.0,1989078.0,6.89,4.48,2.01,1989078.0,0.0,18200.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,109.29
2016-09-07,18200.0,1995448.0,6.84,4.48,1.99,1995448.0,0.0,18200.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,109.64
2016-09-08,18200.0,1990352.0,7.84,4.48,2.0,1990352.0,0.0,18200.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,109.36
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,108.37
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,107.2
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,106.4
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,106.4
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,107.45
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,107.43
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,108.5
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,107.98
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,108.22
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,108.85
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,109.01
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,107.32
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,108.41
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,108.48
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,108.65
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,108.91
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,108.82
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,109.61
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,109.49
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,109.29
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,109.32
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,109.95
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,109.47
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,109.98
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,108.65
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,109.68
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,109.25
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,109.63
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,110.14
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,111.18
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,111.79
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,111.0
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,110.65
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,109.78
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,110.38
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,109.91
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,108.16
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,107.09
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,107.1
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,107.07
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,109.2
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,109.55
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,112.08
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,115.04
2016-11-11,27000.0,3111210.0,5.77,7.28,3.1,3111210.0,0.0,27000.0,0.0,27000.0,3.1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,115.23
2016-11-14,27000.0,3210840.0,7.27,6.65,3.11,3210840.0,0.0,27000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,118.92
2016-11-15,27000.0,3208410.0,6.02,6.65,3.21,3208410.0,0.0,27000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,118.83
2016-11-16,27000.0,3221910.0,4.78,6.65,3.21,3221910.0,0.0,27000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,119.33
2016-11-17,27000.0,3246210.0,4.78,6.65,3.22,3246210.0,0.0,27000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,120.23
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,121.27
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,121.25
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,121.97
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,123.2
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,123.61
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,123.26
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,122.39
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,122.55
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,122.77
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,121.74
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,121.08
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,121.32
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,121.05
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,122.22
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,125.78
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,126.57
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,125.21
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,124.68
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,124.58
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,128.29
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,126.97
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,126.53
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,128.27
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,127.65
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,126.17
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,126.24
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,126.59
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,126.72
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,124.53
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,123.64
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,125.22
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,125.53
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,126.46
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,123.54
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,124.74
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,124.46
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,124.84
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,125.11
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,122.36
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,124.33
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,124.21
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,122.92
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,123.07
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,123.59
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,123.21
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,121.75
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,122.7
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,123.96
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,125.4
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,124.21
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,122.88
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,121.41
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,122.35
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,122.44
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,123.75
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,124.17
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,124.53
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,124.02
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,125.96
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,125.9
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,127.42
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,128.01
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,128.72
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,127.59
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,127.98
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,128.82
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,130.06
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,130.08
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,129.16
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,128.76
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,128.93
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,128.55
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,130.66
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,130.49
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,129.77
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,128.48
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,128.3
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,129.13
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,128.71
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,127.83
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,127.8
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,127.49
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,128.28
