,BYBE FP Equity_DX_SI_QTY,BYBE FP Equity_DX_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BYBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BYBE FP Equity_DX_SI_MV,BYBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BYBE FP Equity_DX_SUPPLY_SI_QTY,BYBE FP Equity_DX_BROKER_SI_QTY,BYBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BYBE FP Equity_DX_BROKER_SI_QTY_ADD,BYBE FP Equity_DX_BROKER_SI_MV_ADD,BYBE FP Equity_DX_BROKER_SI_QTY_DEC,BYBE FP Equity_DX_SUPPLY_SI_MV,BYBE FP Equity_DX_BROKER_SI_MV_DEC,BYBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BYBE FP Equity_DX_UTILIZATION_QUANTITY,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BYBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BYBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BYBE FP Equity_DX_ACTIVE_UTILIZATION_MV,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BYBE FP Equity_DX_BROKER_SI_CON_RATIO,BYBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BYBE FP Equity_DX_DEMAND_SUPPLY_RATIO,BYBE FP Equity_PX_LAST
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,170.08
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,171.24
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,170.92
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,171.88
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,173.08
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,173.02
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,171.88
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,171.88
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,171.74
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,171.64
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,167.54
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,169.54
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,169.66
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,167.02
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,164.44
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,165.9
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,169.06
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,172.02
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,173.48
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,172.42
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,172.58
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,174.46
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,175.92
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,176.18
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,176.22
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,176.54
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,174.84
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,176.6
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,175.74
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,173.92
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,168.36
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,165.26
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,163.16
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,155.34
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,148.82
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,149.68
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,150.52
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,150.96
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,149.12
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,141.86
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,130.0
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,129.5
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,130.26
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,117.94
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,119.18
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,115.04
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,115.86
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,107.86
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,110.66
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,110.14
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,101.54
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,113.62
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,118.48
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,122.62
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,118.24
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,119.68
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,121.54
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,113.78
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,114.96
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,113.48
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,119.42
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,125.84
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,127.14
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,131.42
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,128.52
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,125.08
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,125.32
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,128.86
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,130.2
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,124.26
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,126.5
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,129.06
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,127.4
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,132.44
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,135.84
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,141.4
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,136.62
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,128.22
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,133.48
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,129.92
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,133.38
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,134.16
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,132.8
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,131.28
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,124.86
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,124.52
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,126.54
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,133.76
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,134.22
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,134.68
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,133.3
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,132.9
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,135.92
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,139.28
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,142.04
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,141.7
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,137.18
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,139.56
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,140.8
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,145.7
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,146.32
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,155.8
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,156.42
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,152.46
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,148.04
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,138.7
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,139.18
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,138.98
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,145.84
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,144.72
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,144.0
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,144.36
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,141.08
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,141.66
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,136.68
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,136.1
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,134.76
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,136.62
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,138.48
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,137.66
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,139.78
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,137.9
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,139.4
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,138.48
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,136.02
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,133.9
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,135.78
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,138.36
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,137.12
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,140.34
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,141.88
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,140.44
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,139.18
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,141.26
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,140.2
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,140.72
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,138.04
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,136.54
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,137.18
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,136.76
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,136.66
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,135.3
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,138.62
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,138.14
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,137.84
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,138.1
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,139.78
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,143.18
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,145.48
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,144.12
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,142.4
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,143.14
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,142.24
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,141.0
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,141.52
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,139.96
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,140.64
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,143.1
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,142.62
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,142.42
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,143.72
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,142.86
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,141.78
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,141.84
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,144.76
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,143.32
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,141.82
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,144.06
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,140.6
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,141.04
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,140.52
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,139.8
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,141.76
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,142.58
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,144.08
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,143.0
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,141.58
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,136.84
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,137.16
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,138.82
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,135.56
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,137.02
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,141.3
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,138.96
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,140.18
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,139.54
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,140.16
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,142.58
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,143.86
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,144.02
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,145.12
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,145.84
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,147.2
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,146.62
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,147.08
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,146.06
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,,,147.78
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,,,146.1
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,,,145.18
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,143.84
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,144.66
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,,,146.04
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,142.38
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,141.34
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,138.46
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,138.98
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,139.26
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,142.86
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,145.16
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,146.28
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,147.22
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,145.2
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,154.62
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,154.38
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,154.7
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,152.66
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,153.94
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,158.12
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,157.04
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,158.7
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,155.62
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,155.84
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,157.66
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,162.16
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,160.7
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,160.52
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,160.06
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,158.34
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,159.6
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,159.32
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,160.2
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,162.18
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,162.3
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,162.06
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,162.8
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,162.26
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,161.04
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,160.6
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,160.76
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,161.7
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,160.92
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,160.7
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,159.48
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,160.88
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,162.7
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,162.7
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,163.1
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,161.46
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,162.06
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,162.14
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,160.92
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,162.14
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,168.92
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,171.68
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,171.62
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,172.86
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,175.32
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,174.58
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,176.42
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,174.36
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,175.18
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,174.46
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,175.34
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,174.18
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,172.68
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,172.0
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,172.56
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,170.94
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,171.44
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,168.92
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,169.96
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,174.62
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,173.66
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,176.38
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,176.98
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,177.52
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,177.82
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,177.84
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,178.18
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,179.08
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,180.08
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,179.56
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,179.34
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,177.94
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,179.98
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,180.76
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,179.88
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,183.34
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,181.34
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,180.62
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,184.86
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,183.6
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,184.82
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,182.46
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,181.66
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,191.6
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,190.94
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,191.02
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,192.42
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,192.6
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,193.98
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,194.52
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,193.9
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,196.28
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,194.2
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,191.9
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,192.18
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,192.74
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,192.3
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,194.64
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,194.94
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,197.1
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,196.76
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,197.36
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,198.98
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,197.32
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,197.26
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,198.8
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,199.22
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,197.78
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,198.76
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,199.62
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,198.24
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,196.82
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,198.38
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,199.62
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,198.92
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,199.64
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,198.9
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,198.72
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,198.12
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,199.02
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,199.84
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,200.1
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,201.4
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,200.9
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,202.1
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,203.85
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,198.86
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,198.48
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,199.06
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,200.3
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,200.0
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,198.56
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,194.74
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,197.64
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,198.64
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,198.56
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,197.22
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,198.0
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,199.04
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,199.4
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,198.18
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,198.76
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,199.3
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,200.6
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,200.7
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,199.82
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,200.5
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,201.15
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,201.2
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,202.4
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,201.3
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,201.3
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,202.05
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,203.0
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,200.95
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,202.3
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,202.95
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,201.95
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,203.25
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,204.35
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,204.15
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,205.55
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,205.85
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,207.0
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,207.95
