,EFG FP Equity_DX_SI_QTY,EFG FP Equity_DX_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EFG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EFG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EFG FP Equity_DX_SI_MV,EFG FP Equity_DX_DSS,EFG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY,EFG FP Equity_DX_BROKER_SI_QTY,EFG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EFG FP Equity_DX_BROKER_SI_MV_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_x,EFG FP Equity_DX_BROKER_SI_MV_INC_x,EFG FP Equity_DX_SUPPLY_SI_MV_NEW,EFG FP Equity_DX_BROKER_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_NEW,EFG FP Equity_DX_SUPPLY_SI_MV_DEC,EFG FP Equity_DX_BROKER_SI_QTY_INC,EFG FP Equity_DX_SUPPLY_SI_QTY_DEC,EFG FP Equity_DX_BROKER_SI_MV_NEW_y,EFG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EFG FP Equity_DX_BROKER_SI_MV_INC_y,EFG FP Equity_DX_SUPPLY_SI_QTY_INC_y,EFG FP Equity_DX_BROKER_SI_MV_ADD,EFG FP Equity_DX_SUPPLY_SI_QTY_ADD,EFG FP Equity_DX_BROKER_SI_QTY_DEC,EFG FP Equity_DX_SUPPLY_SI_MV,EFG FP Equity_DX_BROKER_SI_MV_DEC,EFG FP Equity_DX_SUPPLY_SI_MV_RMV,EFG FP Equity_DX_BROKER_SI_MV_RMV,EFG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EFG FP Equity_DX_UTILIZATION_QUANTITY,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EFG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EFG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EFG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EFG FP Equity_DX_ACTIVE_UTILIZATION_MV,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EFG FP Equity_DX_BROKER_SI_CON_RATIO,EFG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EFG FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,813821.0,1603227.37,,1.59,0.0,,0.0,,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,813821.0,1619503.79,,1.6,0.0,,0.0,,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,813821.0,1668333.05,,1.62,0.0,,0.0,,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,813821.0,1660194.84,,1.62,0.0,,0.0,,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,813821.0,1668333.05,,1.66,0.0,,0.0,,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1793291.24,,1.66,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1744604.6,,1.79,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1768947.92,,1.74,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1744604.6,,1.74,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1728375.72,,1.77,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1760833.48,,1.74,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1720261.28,,1.76,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1687803.52,,1.72,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1679689.08,,1.69,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1663460.2,,1.68,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1639116.88,,1.66,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1639116.88,,1.64,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1622888.0,,1.64,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1606659.12,,1.64,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1614773.56,,1.62,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1614773.56,,1.61,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1614773.56,,1.61,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1631002.44,,1.61,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,811444.0,1663460.2,,1.63,0.0,,0.0,,0.0
2015-08-12,8630.0,18468.2,0.02,0.09,0.02,0.02,0.0,18468.2,8630.0,8630.0,18468.2,,,,,,8630.0,,,,,,,,,0.02,8630.0,,0.02,,,,1.06,1.06,802814.0,1718021.96,,1.65,1.06,,1.0,100.0,0.0106
2015-08-13,11758.0,25985.18,0.03,0.13,0.03,0.03,0.0,25985.18,11758.0,11758.0,25985.18,,,3128.0,0.01,,,,,3128.0,,,,0.01,3128.0,,,,0.03,,,,1.45,1.45,799686.0,1767306.06,,1.71,1.45,,1.0,100.0,0.0145
2015-08-14,11758.0,26102.76,0.03,0.13,0.03,0.03,0.0,26102.76,11758.0,11758.0,26102.76,,,,,,,,,,,,,,,,,,0.03,,,,1.45,1.45,799686.0,1775302.92,,1.77,1.45,,1.0,100.0,0.0145
2015-08-17,65758.0,143352.44,0.18,0.7,0.14,0.15,0.0,25632.44,65758.0,11758.0,143352.44,,,54000.0,,,,,,,,,,,54000.0,,,,0.15,,,,8.11,8.1,745511.0,1625213.98,,1.66,8.11,17.88,0.7063,82.12,0.081
2015-08-18,65758.0,138749.38,0.18,0.71,0.14,0.14,0.0,24809.38,65758.0,11758.0,138749.38,,,,,,,,,,,,,,,,,,0.14,,,,8.11,8.1,745511.0,1573028.21,,1.63,8.11,17.88,0.7063,82.12,0.081
2015-08-19,65758.0,139406.96,0.18,0.71,0.14,0.14,0.0,24926.96,65758.0,11758.0,139406.96,,,,,,,,,,,,,,,,,,0.14,,,,8.11,8.1,745511.0,1580483.32,,1.57,8.11,17.88,0.7063,82.12,0.081
2015-08-20,65758.0,135461.48,0.18,0.71,0.14,0.14,0.0,24221.48,65758.0,11758.0,135461.48,,,,,,,,,,,,,,,,,,0.14,,,,8.11,8.1,745511.0,1535752.66,,1.58,8.11,17.88,0.7063,82.12,0.081
2015-08-21,65758.0,134803.9,0.18,0.71,0.14,0.14,0.0,24103.9,65758.0,11758.0,134803.9,,,,,,,,,,,,,,,,,,0.14,,,,8.11,8.1,745511.0,1528297.55,,1.54,8.11,17.88,0.7063,82.12,0.081
2015-08-24,11758.0,22810.52,0.03,0.13,0.03,0.02,0.0,22810.52,11758.0,11758.0,22810.52,,,,,,,,0.11,,54000.0,,,,,,,,0.02,,,,1.45,1.45,799686.0,1551390.84,,1.64,1.45,,1.0,100.0,0.0145
2015-08-25,11758.0,23986.32,0.03,0.13,0.03,0.02,0.0,23986.32,11758.0,11758.0,23986.32,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1631359.44,,1.55,1.45,,1.0,100.0,0.0145
2015-08-26,11758.0,24691.8,0.03,0.13,0.03,0.02,0.0,24691.8,11758.0,11758.0,24691.8,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1679340.6,,1.63,1.45,,1.0,100.0,0.0145
2015-08-27,11758.0,24456.64,0.03,0.13,0.03,0.02,0.0,24456.64,11758.0,11758.0,24456.64,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1663346.88,,1.68,1.45,,1.0,100.0,0.0145
2015-08-28,11758.0,24574.22,0.03,0.15,0.03,0.02,0.0,24574.22,11758.0,11758.0,24574.22,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1671343.74,,1.69,1.45,,1.0,100.0,0.0145
2015-08-31,11758.0,25397.28,0.03,0.17,0.03,0.02,0.0,25397.28,11758.0,11758.0,25397.28,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1727321.76,,1.67,1.45,,1.0,100.0,0.0145
2015-09-01,11758.0,24926.96,0.03,0.17,0.03,0.03,0.0,24926.96,11758.0,11758.0,24926.96,,,,,,,,,,,,,,,,,,0.03,,,,1.45,1.45,799686.0,1695334.32,,1.73,1.45,,1.0,100.0,0.0145
2015-09-02,23758.0,50366.96,0.06,0.36,0.05,0.05,0.0,24926.96,23758.0,11758.0,50366.96,,,12000.0,,,,,,,,,,,12000.0,,,,0.05,,,,2.93,2.93,787511.0,1669523.32,,1.67,2.93,49.49,0.5001,50.51,0.0293
2015-09-03,23758.0,49416.64,0.06,0.37,0.05,0.05,0.0,24456.64,23758.0,11758.0,49416.64,,,,,,,,,,,,,,,,,,0.05,,,,2.93,2.93,787511.0,1638022.88,,1.67,2.93,49.49,0.5001,50.51,0.0293
2015-09-04,23758.0,49654.22,0.06,0.37,0.05,0.05,0.0,24574.22,23758.0,11758.0,49654.22,,,,,,,,,,,,,,,,,,0.05,,,,2.93,2.93,787511.0,1645897.99,,1.64,2.93,49.49,0.5001,50.51,0.0293
2015-09-07,23758.0,47040.84,0.06,0.37,0.05,0.05,0.0,23280.84,23758.0,11758.0,47040.84,,,,,,,,,,,,,,,,,,0.05,,,,2.93,2.93,787511.0,1559271.78,,1.65,2.93,49.49,0.5001,50.51,0.0293
2015-09-08,23758.0,47753.58,0.06,0.37,0.05,0.05,0.0,23633.58,23758.0,11758.0,47753.58,,,,,,,,,,,,,,,,,,0.05,,,,2.93,2.93,787511.0,1582897.11,,1.56,2.93,49.49,0.5001,50.51,0.0293
2015-09-09,11758.0,24103.9,0.03,0.18,0.03,0.02,0.0,24103.9,11758.0,11758.0,24103.9,,,,,,,,0.02,,12000.0,,,,,,,,0.02,,,,1.45,1.45,799686.0,1639356.3,,1.61,1.45,,1.0,100.0,0.0145
2015-09-10,11758.0,23516.0,0.03,0.19,0.03,0.02,0.0,23516.0,11758.0,11758.0,23516.0,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1599372.0,,1.64,1.45,,1.0,100.0,0.0145
2015-09-11,11758.0,23751.16,0.03,0.2,0.03,0.02,0.0,23751.16,11758.0,11758.0,23751.16,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1615365.72,,1.6,1.45,,1.0,100.0,0.0145
2015-09-14,11758.0,23751.16,0.03,0.18,0.03,0.02,0.0,23751.16,11758.0,11758.0,23751.16,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1615365.72,,1.62,1.45,,1.0,100.0,0.0145
2015-09-15,11758.0,23516.0,0.03,0.18,0.03,0.02,0.0,23516.0,11758.0,11758.0,23516.0,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1599372.0,,1.62,1.45,,1.0,100.0,0.0145
2015-09-16,11758.0,24339.06,0.03,0.18,0.03,0.02,0.0,24339.06,11758.0,11758.0,24339.06,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1655350.02,,1.6,1.45,,1.0,100.0,0.0145
2015-09-17,11758.0,24103.9,0.03,0.18,0.03,0.02,0.0,24103.9,11758.0,11758.0,24103.9,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1639356.3,,1.66,1.45,,1.0,100.0,0.0145
2015-09-18,11758.0,24221.48,0.03,0.18,0.03,0.02,0.0,24221.48,11758.0,11758.0,24221.48,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1647353.16,,1.64,1.45,,1.0,100.0,0.0145
2015-09-21,11758.0,24221.48,0.03,0.18,0.03,0.02,0.0,24221.48,11758.0,11758.0,24221.48,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1647353.16,,1.65,1.45,,1.0,100.0,0.0145
2015-09-22,11758.0,23868.74,0.03,0.18,0.03,0.02,0.0,23868.74,11758.0,11758.0,23868.74,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1623362.58,,1.65,1.45,,1.0,100.0,0.0145
2015-09-23,11758.0,23868.74,0.03,0.19,0.03,0.02,0.0,23868.74,11758.0,11758.0,23868.74,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1623362.58,,1.62,1.45,,1.0,100.0,0.0145
2015-09-24,11758.0,23633.58,0.03,0.19,0.03,0.02,0.0,23633.58,11758.0,11758.0,23633.58,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1607368.86,,1.62,1.45,,1.0,100.0,0.0145
2015-09-25,11758.0,23751.16,0.03,0.21,0.03,0.02,0.0,23751.16,11758.0,11758.0,23751.16,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1615365.72,,1.62,1.45,,1.0,100.0,0.0145
2015-09-28,11758.0,23163.26,0.03,0.22,0.03,0.02,0.0,23163.26,11758.0,11758.0,23163.26,,,,,,,,,,,,,,,,,,0.02,,,,1.45,1.45,799686.0,1575381.42,,1.62,1.45,,1.0,100.0,0.0145
2015-09-29,11534.0,22837.32,0.03,0.22,0.02,0.02,0.0,22837.32,0.0,11534.0,0.0,,,,,,,,0.02,,11758.0,,,,,,,224.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0142
2015-09-30,11534.0,21683.92,0.03,0.22,0.02,0.02,0.0,21683.92,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-01,11534.0,22029.94,0.03,0.21,0.02,0.02,0.0,22029.94,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-02,11534.0,22029.94,0.03,0.21,0.02,0.02,0.0,22029.94,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-05,11534.0,22606.64,0.03,0.21,0.02,0.02,0.0,22606.64,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-06,11534.0,22837.32,0.03,0.24,0.02,0.02,0.0,22837.32,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-07,11534.0,22837.32,0.03,0.24,0.02,0.02,0.0,22837.32,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-08,11534.0,22952.66,0.03,0.25,0.02,0.02,0.0,22952.66,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-09,11534.0,22952.66,0.03,0.25,0.02,0.02,0.0,22952.66,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-12,11534.0,22491.3,0.03,0.24,0.02,0.02,0.0,22491.3,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,65.9086
2015-10-13,11534.0,22837.32,0.03,0.25,0.02,0.02,0.0,22837.32,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-14,11534.0,22952.66,0.03,0.25,0.02,0.02,0.0,22952.66,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-15,11534.0,22952.66,0.03,0.24,0.02,0.02,0.0,22952.66,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-16,11534.0,23068.0,0.03,0.24,0.02,0.02,0.0,23068.0,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-19,11534.0,23644.7,0.03,0.24,0.02,0.02,0.0,23644.7,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-20,11534.0,23875.38,0.03,0.23,0.02,0.02,0.0,23875.38,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0143
2015-10-21,11534.0,23298.68,0.03,0.22,0.02,0.02,0.0,23298.68,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-22,11534.0,23183.34,0.03,0.23,0.02,0.02,0.0,23183.34,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-23,11534.0,23414.02,0.03,0.23,0.02,0.02,0.0,23414.02,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-26,11534.0,23760.04,0.03,0.27,0.02,0.02,0.0,23760.04,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-27,11534.0,24221.4,0.03,0.27,0.02,0.02,0.0,24221.4,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-28,11534.0,24221.4,0.03,0.26,0.02,0.02,0.0,24221.4,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-29,11534.0,23644.7,0.03,0.27,0.02,0.02,0.0,23644.7,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-10-30,11534.0,23760.04,0.03,0.27,0.02,0.02,0.0,23760.04,0.0,11534.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0145
2015-11-02,21534.0,44360.04,0.06,0.48,0.05,0.04,0.0,23760.04,10000.0,11534.0,20600.0,,,,,,,,,,,,,,,,10000.0,,0.02,,,,1.26,1.26,784336.0,1615732.16,,1.62,1.26,46.44,0.5025,53.56,0.0271
2015-11-03,21534.0,43929.36,0.06,0.48,0.05,0.04,0.0,23529.36,10000.0,11534.0,20400.0,,,,,,,,,,,,,,,,,,0.02,,,,1.26,1.26,784336.0,1600045.44,,1.62,1.26,46.44,0.5025,53.56,0.0271
2015-11-04,21534.0,43929.36,0.06,0.48,0.05,0.04,0.0,23529.36,10000.0,11534.0,20400.0,,,,,,,,,,,,,,,,,,0.02,,,,1.26,1.26,784336.0,1600045.44,,1.62,1.26,46.68,0.5022,53.32,0.0271
2015-11-05,23534.0,47538.68,0.06,0.52,0.05,0.05,0.0,23298.68,12000.0,11534.0,24240.0,,,2000.0,,,,,,,,,,,2000.0,,,,0.02,,,,1.51,1.51,782336.0,1580318.72,,1.6,1.51,42.49,0.428,49.01,0.0296
2015-11-06,24534.0,49068.0,0.07,0.54,0.05,0.05,0.0,23068.0,13000.0,11534.0,26000.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.03,,,,1.64,1.64,781336.0,1562672.0,,1.59,1.64,45.04,0.4283,46.77,0.0309
2015-11-09,24534.0,52012.08,0.07,0.54,0.05,0.05,0.0,24452.08,13000.0,11534.0,27560.0,,,,,,,,,,,,,,,,,,0.03,,,,1.64,1.64,781336.0,1656432.32,,1.56,1.64,44.84,0.4287,47.01,0.0309
2015-11-10,34534.0,72176.06,0.09,0.68,0.07,0.07,0.0,24106.06,23000.0,11534.0,48070.0,,,10000.0,,,,,,,,,,,10000.0,,,,0.05,,,,2.91,2.91,766336.0,1601642.24,,1.62,2.91,33.4,0.4847,60.81,0.0437
2015-11-11,34534.0,71485.38,0.09,0.68,0.07,0.07,0.0,23875.38,23000.0,11534.0,47610.0,,,,,,,,,,,,,,,,,,0.05,,,,2.9,2.89,771336.0,1596665.52,,1.61,2.9,33.4,0.4847,60.81,0.0435
2015-11-12,36534.0,77086.74,0.1,0.78,0.08,0.08,0.0,24336.74,25000.0,11534.0,52750.0,,,2000.0,,,,,,,,,,,2000.0,,,,0.05,,,,3.15,3.15,769336.0,1623298.96,,1.61,3.16,31.28,0.441,57.5,0.046
2015-11-13,32534.0,67670.72,0.09,0.7,0.07,0.07,0.0,23990.72,21000.0,11534.0,43680.0,,,,,,,,0.01,,4000.0,,,,,,,,0.04,,,,2.66,2.66,768336.0,1598138.88,,1.59,2.66,35.89,0.5398,64.11,0.0412
2015-11-16,32534.0,66694.7,0.09,0.67,0.07,0.07,0.0,23644.7,21000.0,11534.0,43050.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1575088.8,,1.6,2.66,35.47,0.5422,64.53,0.0412
2015-11-17,32534.0,66369.36,0.09,0.67,0.07,0.07,0.0,23529.36,21000.0,11534.0,42840.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1567405.44,,1.6,2.66,35.03,0.5448,64.97,0.0412
2015-11-18,32534.0,67670.72,0.09,0.68,0.07,0.07,0.0,23990.72,21000.0,11534.0,43680.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1598138.88,,1.6,2.66,34.92,0.5455,65.08,0.0412
2015-11-19,38034.0,79110.72,0.1,0.8,0.08,0.08,0.0,35430.72,21000.0,17034.0,43680.0,,,,,,5500.0,,,,,,,,,0.01,,,0.04,,,,2.66,2.66,768336.0,1598138.88,,1.57,2.66,30.42,0.4108,54.31,0.0482
2015-11-20,38034.0,79110.72,0.1,0.81,0.08,0.08,0.0,35430.72,21000.0,17034.0,43680.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1598138.88,,1.6,2.66,30.1,0.4137,54.79,0.0482
2015-11-23,37034.0,76290.04,0.1,0.82,0.08,0.08,0.0,35090.04,20000.0,17034.0,41200.0,,,,,,,,0.0,,1000.0,,,,,,,,0.04,,,,2.53,2.53,769336.0,1584832.16,,1.6,2.6,30.49,0.4102,54.2,0.0469
2015-11-24,38034.0,78730.38,0.1,0.89,0.08,0.08,0.0,35260.38,21000.0,17034.0,43470.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.04,,,,2.66,2.66,768336.0,1590455.52,,1.58,2.74,29.63,0.4178,55.49,0.0482
2015-11-25,38034.0,76828.68,0.1,0.91,0.08,0.08,0.0,34408.68,21000.0,17034.0,42420.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1552038.72,,1.59,2.73,29.67,0.4175,55.43,0.0482
2015-11-26,38034.0,76828.68,0.1,0.89,0.08,0.08,0.0,34408.68,21000.0,17034.0,42420.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1552038.72,,1.55,2.76,29.36,0.4174,55.53,0.0482
2015-11-27,39034.0,80019.7,0.11,0.95,0.08,0.09,0.0,36969.7,21000.0,18034.0,43050.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.05,,,,2.66,2.66,768336.0,1575088.8,,1.54,3.35,25.72,0.4376,59.0,0.0494
2015-11-30,39034.0,80019.7,0.11,0.96,0.08,0.08,0.0,36969.7,21000.0,18034.0,43050.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1575088.8,,1.57,2.74,28.81,0.4048,54.09,0.0494
2015-12-01,39034.0,80019.7,0.11,1.07,0.08,0.08,0.0,36969.7,21000.0,18034.0,43050.0,,,,,,,,,,,,,,,,,,0.04,,,,2.66,2.66,768336.0,1575088.8,,1.57,2.74,28.81,0.4048,54.09,0.0494
