,AEEM FP Equity_DX_SI_QTY,AEEM FP Equity_DX_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEEM FP Equity_DX_SI_MV,AEEM FP Equity_DX_DSS,AEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY,AEEM FP Equity_DX_BROKER_SI_QTY,AEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEEM FP Equity_DX_BROKER_SI_MV_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEEM FP Equity_DX_BROKER_SI_MV_INC_x,AEEM FP Equity_DX_SUPPLY_SI_MV_NEW,AEEM FP Equity_DX_BROKER_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_NEW,AEEM FP Equity_DX_SUPPLY_SI_MV_DEC,AEEM FP Equity_DX_BROKER_SI_QTY_INC,AEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,AEEM FP Equity_DX_BROKER_SI_MV_NEW_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEEM FP Equity_DX_BROKER_SI_MV_INC_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEEM FP Equity_DX_BROKER_SI_MV_ADD,AEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV,AEEM FP Equity_DX_BROKER_SI_MV_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV_RMV,AEEM FP Equity_DX_BROKER_SI_MV_RMV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEEM FP Equity_DX_UTILIZATION_QUANTITY,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEEM FP Equity_DX_BROKER_SI_CON_RATIO,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEEM FP Equity_DX_DEMAND_SUPPLY_RATIO,AEEM FP Equity_PX_LAST
2011-08-05,1000.0,2759.0,0.01,0.0,0.0,,2759.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.759
2011-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.649
2011-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.614
2011-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.587
2011-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.658
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695
2011-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.717
2011-08-18,89600.0,234124.8,0.65,0.28,0.23,,234124.8,0.0,89600.0,0.0,,,,,,89600.0,,,,,,,,,0.23,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.613
2011-08-19,89600.0,232870.4,0.72,0.28,0.23,,232870.4,0.0,89600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.599
2011-08-22,89600.0,230899.2,0.61,0.28,0.23,,230899.2,0.0,89600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.577
2011-08-23,134600.0,349825.4,0.86,0.41,0.35,,349825.4,0.0,134600.0,0.0,,,,,,45000.0,,,,,,,,,0.12,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.24,0.5562,66.76,0.0,2.599
2011-08-24,134600.0,351844.4,0.84,0.41,0.35,,351844.4,0.0,134600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.3,0.5557,66.7,0.0,2.614
2011-08-25,254600.0,659923.2,1.65,0.78,0.66,,659923.2,0.0,254600.0,0.0,,,,0.31,,,,,120000.0,,,,0.31,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.38,0.5043,54.62,0.0,2.592
2011-08-26,294600.0,765076.2,1.86,0.91,0.77,,765076.2,0.0,294600.0,0.0,,,,0.11,,,,,40000.0,,,,0.11,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.11,0.5237,60.89,0.0,2.597
2011-08-29,294600.0,784519.8,1.79,0.91,0.78,,784519.8,0.0,294600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.44,0.5267,61.56,0.0,2.663
2011-08-30,294600.0,797482.2,1.89,0.91,0.79,,797482.2,0.0,294600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.04,0.524,60.96,0.0,2.707
2011-08-31,279600.0,771416.4,1.74,0.86,0.76,,771416.4,0.0,279600.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.33,0.543,64.67,0.0,2.759
2011-09-01,257600.0,722825.6,1.53,0.78,0.72,,722825.6,0.0,257600.0,0.0,,,,,,,,,,,,,,,,,22000.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.92,0.5806,70.08,0.0,2.806
2011-09-02,257600.0,710976.0,1.51,0.78,0.71,,710976.0,0.0,257600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.63,0.575,69.37,0.0,2.76
2011-09-05,249600.0,667929.6,1.1,0.76,0.67,,667929.6,0.0,249600.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.67,0.591,71.33,0.0,2.676
2011-09-06,249600.0,674918.4,1.1,0.76,0.68,,674918.4,0.0,249600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.46,0.5928,71.54,0.0,2.704
2011-09-07,249600.0,694636.8,1.08,0.76,0.69,,694636.8,0.0,249600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.88,0.5979,72.12,0.0,2.783
2011-09-08,238600.0,667125.6,1.04,0.73,0.66,,667125.6,0.0,238600.0,0.0,,,,,,,,,,,,,,,,,11000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.64,0.6286,75.36,0.0,2.796
2011-09-09,287600.0,790324.8,1.25,0.87,0.79,,790324.8,0.0,287600.0,0.0,,,,0.12,,,,,49000.0,,,,0.12,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.8,0.6705,79.2,0.0,2.748
2011-09-12,287600.0,775369.6,1.25,0.87,0.78,,775369.6,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.83,0.6702,79.17,0.0,2.696
2011-09-13,287600.0,773356.4,1.19,0.87,0.77,,773356.4,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.56,0.6734,79.44,0.0,2.689
2011-09-14,287600.0,768179.6,1.2,0.87,0.77,,768179.6,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.62,0.6726,79.38,0.0,2.671
2011-09-15,287600.0,774219.2,1.19,0.87,0.77,,774219.2,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.39,0.6754,79.61,0.0,2.692
2011-09-16,287600.0,782559.6,1.24,0.87,0.78,,782559.6,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.34,0.6759,79.66,0.0,2.721
2011-09-19,287600.0,765016.0,1.26,0.87,0.77,,765016.0,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.89,0.6695,79.11,0.0,2.66
2011-09-20,287600.0,775082.0,1.29,0.87,0.77,,775082.0,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.3,0.6764,79.7,0.0,2.695
2011-09-21,287600.0,755525.2,1.34,0.87,0.75,,755525.2,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.93,0.669,79.07,0.0,2.627
2011-09-22,287600.0,710084.4,1.3,0.84,0.72,,710084.4,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.54,0.6619,78.46,0.0,2.469
2011-09-23,287600.0,710084.4,1.38,0.82,0.71,,710084.4,0.0,287600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.0,2.469
2011-09-26,228600.0,558927.0,1.23,0.65,0.56,,558927.0,0.0,228600.0,0.0,,,,,,,,,,,,,,,,,59000.0,0.0,0.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.445
2011-09-27,228600.0,591845.4,1.23,0.65,0.59,,591845.4,0.0,228600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.589
2011-09-28,228600.0,577900.8,1.18,0.65,0.58,,577900.8,0.0,228600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.528
2011-09-29,320600.0,811118.0,1.61,0.91,0.81,,811118.0,0.0,320600.0,0.0,,,,,,92000.0,,,,,,,,,0.23,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.68,0.5909,71.32,0.0,2.53
2011-09-30,320600.0,802461.8,1.61,0.91,0.8,,802461.8,0.0,320600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.92,0.5889,71.08,0.0,2.503
2011-10-03,320600.0,790599.6,1.83,0.91,0.79,,790599.6,0.0,320600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.0,0.5882,71.0,0.0,2.466
2011-10-04,320600.0,765272.2,1.33,0.91,0.78,,765272.2,0.0,320600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.37,0.5851,70.63,0.0,2.387
2011-10-05,388600.0,946629.6,1.1,1.1,0.95,,946629.6,0.0,388600.0,0.0,,,,0.4,,,,,160000.0,,,,0.4,,,,92000.0,0.0,0.23,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.436
2011-10-06,388600.0,973054.4,1.09,1.1,0.98,,973054.4,0.0,388600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.504
2011-10-07,388600.0,980049.2,1.04,1.1,0.98,,980049.2,0.0,388600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.522
2011-10-10,160000.0,408320.0,0.42,0.45,0.41,,408320.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,228600.0,0.0,0.55,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.552
2011-10-11,160000.0,411680.0,0.42,0.45,0.41,,411680.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.573
2011-10-12,160000.0,419040.0,0.42,0.45,0.42,,419040.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.619
2011-10-13,160000.0,412640.0,0.43,0.45,0.41,,412640.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.579
2011-10-14,160000.0,417440.0,0.43,0.45,0.42,,417440.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.609
2011-10-17,160000.0,416480.0,0.5,0.45,0.42,,416480.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.603
2011-10-18,160000.0,412640.0,0.5,0.45,0.41,,412640.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.579
2011-10-19,160000.0,418400.0,0.5,0.45,0.42,,418400.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.615
2011-10-20,160000.0,404160.0,0.49,0.45,0.41,,404160.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.526
2011-10-21,160000.0,412000.0,0.5,0.45,0.41,,412000.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.575
2011-10-24,160000.0,425920.0,0.49,0.45,0.43,,425920.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.662
2011-10-25,160000.0,424000.0,0.5,0.45,0.42,,424000.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.65
2011-10-26,160000.0,424640.0,0.5,0.45,0.43,,424640.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.654
2011-10-27,160000.0,437920.0,0.5,0.45,0.44,,437920.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.737
2011-10-28,160000.0,443680.0,0.5,0.45,0.44,,443680.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.773
2011-10-31,160000.0,437120.0,0.5,0.45,0.43,,437120.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.732
2011-11-01,160000.0,430720.0,0.46,0.45,0.43,,430720.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.692
2011-11-02,160000.0,439040.0,0.45,0.45,0.44,,439040.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.744
2011-11-03,160000.0,442880.0,0.45,0.45,0.44,,442880.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.768
2011-11-04,160000.0,439840.0,0.45,0.45,0.44,,439840.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.749
2011-11-07,160000.0,443840.0,0.46,0.45,0.44,,443840.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.774
2011-11-08,160000.0,443200.0,0.46,0.45,0.45,,443200.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.77
2011-11-09,160000.0,438880.0,0.47,0.45,0.44,,438880.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.743
2011-11-10,160000.0,433600.0,0.42,0.45,0.43,,433600.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.71
2011-11-11,160000.0,438720.0,0.41,0.45,0.44,,438720.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.742
2011-11-14,160000.0,439360.0,0.41,0.45,0.44,,439360.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.746
2011-11-15,160000.0,437920.0,0.48,0.45,0.44,,437920.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.737
2011-11-16,160000.0,438720.0,0.72,0.45,0.44,,438720.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.742
2011-11-17,160000.0,433440.0,0.74,0.45,0.43,,433440.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.709
2011-11-18,160000.0,425120.0,0.82,0.45,0.42,,425120.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.657
2011-11-21,160000.0,407840.0,0.88,0.45,0.41,,407840.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.549
2011-11-22,160000.0,409120.0,0.9,0.45,0.41,,409120.0,0.0,160000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.557
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.534
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.554
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.564
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.635
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.646
2011-11-30,130000.0,353210.0,0.7,0.37,0.35,,353210.0,0.0,130000.0,0.0,,,,,,130000.0,,,,,,,,,0.35,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.717
2011-12-01,130000.0,357500.0,0.71,0.37,0.36,,357500.0,0.0,130000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.75
2011-12-02,190000.0,528200.0,0.97,0.54,0.53,,528200.0,0.0,190000.0,0.0,,,,0.17,,,,,60000.0,,,,0.17,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.78
2011-12-05,190000.0,525920.0,0.98,0.54,0.52,,525920.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.768
2011-12-06,190000.0,521550.0,1.0,0.54,0.52,,521550.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.745
2011-12-07,190000.0,524780.0,1.01,0.54,0.52,,524780.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.762
2011-12-08,190000.0,514520.0,1.04,0.54,0.52,,514520.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.708
2011-12-09,190000.0,516040.0,1.05,0.54,0.52,,516040.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.716
2011-12-12,190000.0,503880.0,1.06,0.54,0.5,,503880.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.652
2011-12-13,190000.0,512620.0,1.26,0.54,0.51,,512620.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.698
2011-12-14,190000.0,503500.0,1.3,0.54,0.5,,503500.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.65
2011-12-15,190000.0,507680.0,1.41,0.54,0.51,,507680.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.672
2011-12-16,190000.0,506160.0,1.47,0.54,0.51,,506160.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.664
2011-12-19,190000.0,499320.0,1.4,0.54,0.5,,499320.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.628
2011-12-20,190000.0,509960.0,1.39,0.54,0.51,,509960.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.684
2011-12-21,190000.0,511670.0,1.45,0.54,0.51,,511670.0,0.0,190000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.693
2011-12-22,480000.0,1310400.0,5.56,1.36,1.31,,1310400.0,0.0,480000.0,0.0,,,,0.8,,,,,290000.0,,,,0.8,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.73
2011-12-23,499000.0,1371252.0,6.29,1.41,1.37,,1371252.0,0.0,499000.0,0.0,,,,0.06,,,,,19000.0,,,,0.06,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.748
2011-12-26,499000.0,1371252.0,6.27,1.41,1.37,,1371252.0,0.0,499000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2011-12-27,499000.0,1359775.0,6.27,1.41,1.36,,1359775.0,0.0,499000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.725
2011-12-28,499000.0,1348797.0,7.41,1.41,1.35,,1348797.0,0.0,499000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.703
2011-12-29,1199000.0,3273270.0,17.73,3.39,3.28,,3273270.0,0.0,1199000.0,0.0,,,,1.93,,,,,700000.0,,,,1.93,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.73
2011-12-30,1199000.0,3275668.0,16.25,3.39,3.27,,3275668.0,0.0,1199000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.732
2012-01-02,1199000.0,3311638.0,14.94,3.39,3.31,,3311638.0,0.0,1199000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.762
2012-01-03,1475000.0,4128525.0,18.22,4.18,4.13,,4128525.0,0.0,1475000.0,0.0,,,,0.85,,,,,276000.0,,,,0.85,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.799
2012-01-04,1475000.0,4127050.0,18.04,4.18,4.12,,4127050.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.798
2012-01-05,1475000.0,4150650.0,18.06,4.18,4.2,,4150650.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.814
2012-01-06,1475000.0,4155075.0,20.5,4.18,4.16,,4155075.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.817
2012-01-09,1475000.0,4158025.0,20.96,4.18,4.17,,4158025.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.819
2012-01-10,1475000.0,4273075.0,22.45,4.18,4.27,,4273075.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.897
2012-01-11,1475000.0,4268650.0,23.58,4.18,4.27,,4268650.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.894
2012-01-12,1475000.0,4245050.0,22.13,4.18,4.24,,4245050.0,0.0,1475000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.878
