,AEEM FP Equity_DX_SI_QTY,AEEM FP Equity_DX_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEEM FP Equity_DX_SI_MV,AEEM FP Equity_DX_DSS,AEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY,AEEM FP Equity_DX_BROKER_SI_QTY,AEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEEM FP Equity_DX_BROKER_SI_MV_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEEM FP Equity_DX_BROKER_SI_MV_INC_x,AEEM FP Equity_DX_SUPPLY_SI_MV_NEW,AEEM FP Equity_DX_BROKER_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_NEW,AEEM FP Equity_DX_SUPPLY_SI_MV_DEC,AEEM FP Equity_DX_BROKER_SI_QTY_INC,AEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,AEEM FP Equity_DX_BROKER_SI_MV_NEW_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEEM FP Equity_DX_BROKER_SI_MV_INC_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEEM FP Equity_DX_BROKER_SI_MV_ADD,AEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV,AEEM FP Equity_DX_BROKER_SI_MV_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV_RMV,AEEM FP Equity_DX_BROKER_SI_MV_RMV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEEM FP Equity_DX_UTILIZATION_QUANTITY,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEEM FP Equity_DX_BROKER_SI_CON_RATIO,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEEM FP Equity_DX_DEMAND_SUPPLY_RATIO,AEEM FP Equity_PX_LAST
2014-08-28,440000.0,1468280.0,0.97,0.29,1.48,,1468280.0,0.0,440000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,14.0881,3.337
2014-08-29,445100.0,1493310.5,0.98,0.29,1.48,,1493310.5,0.0,445100.0,0.0,,,,,,5100.0,,,,,,,,,0.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.2,0.9762,98.8,14.2514,3.355
2014-09-01,45100.0,152302.7,0.1,0.03,0.15,,152302.7,0.0,45100.0,0.0,,,,,,,,,,,,,,,,,400000.0,0.0,1.33,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.83,0.7914,88.17,1.444,3.377
2014-09-02,5100.0,17105.4,0.01,0.0,0.02,,17105.4,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,40000.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1633,3.354
2014-09-03,5100.0,17314.5,0.01,0.0,0.02,,17314.5,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1633,3.395
2014-09-04,5100.0,17589.9,0.01,0.0,0.02,,17589.9,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1633,3.449
2014-09-05,5100.0,17528.7,0.01,0.0,0.02,,17528.7,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1633,3.437
2014-09-08,5100.0,17579.7,0.01,0.0,0.02,,17579.7,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1633,3.447
2014-09-09,30100.0,102791.5,0.09,0.02,0.1,,102791.5,0.0,30100.0,0.0,,,,,,25000.0,,,,,,,,,0.09,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.64,0.7094,82.36,0.9638,3.415
2014-09-10,30100.0,101346.7,0.09,0.02,0.1,,101346.7,0.0,30100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.66,0.7092,82.34,0.9638,3.367
2014-09-11,35600.0,119651.6,0.11,0.02,0.12,,101166.1,5500.0,30100.0,18485.5,,,,,,,,,,,,,,,,5500.0,,0.02,,,,100.0,17.61,0.0,0.0,,0.0,100.0,15.34,0.5318,69.71,1.1399,3.361
2014-09-12,41500.0,138029.0,0.13,0.03,0.14,,119736.0,5500.0,36000.0,18293.0,,,,0.0,,5500.0,,,400.0,,,,0.0,,0.02,,,0.02,,,,17.61,17.61,25732.0,85584.63,,0.09,17.61,13.74,0.4083,59.45,1.3288,3.326
2014-09-15,41500.0,136825.5,0.14,0.03,0.14,,118692.0,5500.0,36000.0,18133.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.61,0.0,0.0,,0.0,100.0,13.76,0.4081,59.44,1.3288,3.297
2014-09-16,36500.0,121435.5,0.11,0.02,0.12,,121435.5,0.0,36500.0,0.0,,,,0.0,,,,0.02,500.0,5500.0,,,0.0,,,,,0.0,,,,0.0,0.0,31232.0,103908.86,,0.1,0.0,17.11,0.5066,67.31,1.1687,3.327
2014-09-17,67500.0,224775.0,0.21,0.04,0.23,,224775.0,0.0,67500.0,0.0,,,,0.1,,,,,31000.0,,,,0.1,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.24,0.6924,82.26,2.1612,3.33
2014-09-18,67500.0,224505.0,0.21,0.04,0.23,,224505.0,0.0,67500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.26,0.6923,82.25,2.1612,3.326
2014-09-19,62000.0,206150.0,0.2,0.04,0.21,,206150.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,,,5500.0,0.0,0.02,,,0.0,0.0,31232.0,103846.4,,0.1,0.0,10.11,0.8183,89.89,1.9851,3.325
2014-09-22,62000.0,202926.0,0.19,0.04,0.21,,202926.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.11,0.8183,89.89,1.9851,3.273
2014-09-23,62000.0,201252.0,0.2,0.04,0.2,,201252.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.12,0.8181,89.88,0.0,3.246
2014-09-24,62000.0,204104.0,0.19,0.04,0.2,,204104.0,0.0,62000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,10.12,0.8181,89.88,0.0,3.292
2014-09-25,6000.0,19494.0,0.02,0.0,0.02,,19494.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,56000.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.249
2014-09-26,6000.0,19572.0,0.02,0.0,0.02,,19572.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.262
2014-09-29,6000.0,19326.0,0.02,0.0,0.02,,19326.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.221
2014-09-30,6000.0,19308.0,0.01,0.0,0.02,,19308.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.218
2014-10-01,6000.0,19140.0,0.01,0.0,0.02,,19140.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.19
2014-10-02,6000.0,18840.0,0.01,0.0,0.02,,18840.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.14
2014-10-03,6000.0,19266.0,0.01,0.0,0.02,,19266.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.211
2014-10-06,6000.0,19584.0,0.02,0.0,0.02,,19584.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.264
2014-10-07,96000.0,310080.0,0.25,0.06,0.31,,310080.0,0.0,96000.0,0.0,,,,,,90000.0,,,,,,,,,0.29,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.44,0.8795,93.56,0.0,3.23
2014-10-08,96000.0,304896.0,0.18,0.06,0.31,,304896.0,0.0,96000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.5,0.8784,93.5,0.0,3.176
2014-10-09,96000.0,307680.0,0.18,0.06,0.31,,307680.0,0.0,96000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.53,0.8779,93.47,0.0,3.205
2014-10-10,96000.0,302208.0,0.17,0.06,0.31,,302208.0,0.0,96000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.48,0.8788,93.52,0.0,3.148
2014-10-13,96000.0,305856.0,0.17,0.06,0.31,,305856.0,0.0,96000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.55,0.8776,93.45,0.6505,3.186
2014-10-14,6000.0,19074.0,0.01,0.0,0.02,,19074.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,90000.0,0.0,0.29,,,0.0,0.0,147583.0,469166.36,,0.47,0.0,,1.0,100.0,0.0407,3.179
2014-10-15,6000.0,18576.0,0.01,0.0,0.02,,18576.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,147583.0,456916.97,,0.47,0.0,,1.0,100.0,0.0407,3.096
2014-10-16,49200.0,151585.2,0.07,0.03,0.16,,151585.2,0.0,49200.0,0.0,,,,,,43200.0,,,,,,,,,0.14,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.5,0.7813,87.5,0.3334,3.081
2014-10-17,188200.0,591324.4,0.25,0.13,0.58,,135734.4,145000.0,43200.0,455590.0,,,,,,,,,,,,,,,,145000.0,6000.0,0.45,0.02,,,100.0,98.25,0.0,0.0,,0.0,100.0,22.95,0.6463,77.05,1.2752,3.142
2014-10-20,188200.0,588689.6,0.24,0.13,0.59,,135129.6,145000.0,43200.0,453560.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,98.25,0.0,0.0,,0.0,100.0,22.95,0.6463,77.05,1.2752,3.128
2014-10-21,188200.0,596029.4,0.24,0.13,0.59,,136814.4,145000.0,43200.0,459215.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,98.25,0.0,0.0,,0.0,100.0,22.95,0.6463,77.05,1.2752,3.167
2014-10-22,428200.0,1356965.8,0.54,0.29,1.35,,897460.8,145000.0,283200.0,459505.0,,,,0.38,,120000.0,,,120000.0,,,,0.38,,0.38,,,0.46,,,,100.0,98.25,0.0,0.0,,0.0,100.0,33.97,0.3389,38.24,2.9014,3.169
2014-10-23,4228200.0,13403394.0,5.07,2.82,13.55,,12943744.0,145000.0,4083200.0,459650.0,,,,3.17,,2800000.0,,,1000000.0,,,,3.17,,9.02,,,0.46,,,,100.0,98.25,0.0,0.0,,0.0,100.0,23.41,0.2242,27.23,28.6496,3.17
2014-10-24,5408200.0,17171035.0,6.48,3.61,17.45,,16710660.0,145000.0,5263200.0,460375.0,,,,3.92,,,,,1180000.0,,,,3.92,,,,,0.46,,,,100.0,98.25,0.0,0.0,,0.0,100.0,25.91,0.2323,26.72,36.6451,3.175
2014-10-27,5643200.0,17612427.2,6.72,3.76,18.21,,17159882.2,145000.0,5498200.0,452545.0,,,,0.75,,,,,235000.0,,,,0.75,,,,,0.46,,,,100.0,98.25,0.0,0.0,,0.0,100.0,24.84,0.217,25.63,38.2375,3.121
2014-10-28,5621134.0,17880827.25,6.69,3.75,17.84,,17419582.25,145000.0,5476134.0,461245.0,,,,,,,,,,,,,,,,,22066.0,0.45,0.07,,,100.0,98.25,0.0,0.0,,0.0,100.0,24.92,0.218,25.7,38.088,3.181
2014-10-29,5759660.0,18540345.54,6.57,3.84,18.48,,18073590.54,145000.0,5614660.0,466755.0,,,,0.39,,60000.0,,,110000.0,,,,0.39,,0.19,,31474.0,0.46,0.11,,,100.0,98.25,0.0,0.0,,0.0,100.0,24.82,0.2165,25.11,39.0266,3.219
2014-10-30,5999660.0,19474896.36,6.92,4.0,19.61,,19004226.36,145000.0,5854660.0,470670.0,,,,0.82,,,,,240000.0,,,,0.82,,,,,0.47,,,,100.0,98.25,0.0,0.0,,0.0,100.0,24.14,0.2202,27.8,40.6528,3.246
2014-10-31,5999660.0,19732881.74,6.5,3.9,19.75,,19255976.74,145000.0,5854660.0,476905.0,,,,,,,,,,,,,,,,,,0.47,,,,100.0,98.25,0.0,0.0,,0.0,100.0,24.15,0.2204,27.81,40.6528,3.289
2014-11-03,5983250.0,19571210.75,5.89,3.89,19.98,,18622620.75,290000.0,5693250.0,948590.0,,,145000.0,,,,,,,,,,,145000.0,,,161410.0,0.97,0.52,,,100.0,100.0,0.0,0.0,,0.0,100.0,24.2,0.2212,27.87,20.6319,3.271
2014-11-04,6943250.0,22565562.5,6.78,4.51,23.24,,21623062.5,290000.0,6653250.0,942500.0,,,,4.12,,,,,1200000.0,,,,4.12,,,,240000.0,0.97,0.77,,,100.0,100.0,0.0,0.0,,0.0,100.0,28.93,0.2417,29.56,23.9422,3.25
2014-11-05,4993250.0,16188116.5,4.96,3.24,16.77,,16188116.5,0.0,4993250.0,0.0,,,,,,,,0.97,,290000.0,,,,,,,1660000.0,0.0,5.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.81,0.3501,40.95,33.8335,3.242
2014-11-06,2193250.0,7108323.25,2.19,1.4,7.29,,7108323.25,0.0,2193250.0,0.0,,,,,,,,,,,,,,,,,2800000.0,0.0,9.57,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.97,0.2821,34.31,9.2315,3.241
2014-11-07,2133250.0,6922396.25,1.96,1.36,7.12,,6922396.25,0.0,2133250.0,0.0,,,,,,,,,,,,,,,,,60000.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.73,0.2792,32.52,8.979,3.245
2014-11-10,933250.0,3047994.5,0.91,0.6,3.03,,3047994.5,0.0,933250.0,0.0,,,,,,,,,,,,,,,,,1200000.0,0.0,4.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.41,0.6306,76.44,3.9281,3.266
2014-11-11,946967.0,3066279.15,0.96,0.61,3.09,,3066279.15,0.0,946967.0,0.0,,,,0.07,,,,,13717.0,,,,0.07,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.11,0.6241,76.08,3.9858,3.238
2014-11-12,934399.0,3036796.75,0.96,0.6,3.03,,3036796.75,0.0,934399.0,0.0,,,,,,,,,,,,,,,,,12568.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.4,0.6401,77.08,3.9329,3.25
2014-11-13,934399.0,3018108.77,0.98,0.6,3.04,,3018108.77,0.0,934399.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.42,0.6399,77.06,3.9329,3.23
2014-11-14,934399.0,3008764.78,0.99,0.6,3.02,,3008764.78,0.0,934399.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.39,0.6401,77.08,3.9329,3.22
2014-11-17,1111399.0,3573147.79,1.13,0.73,3.58,,3573147.79,0.0,1111399.0,0.0,,,,0.55,,,,,177000.0,,,,0.55,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.98,0.5718,72.88,4.6779,3.215
2014-11-18,1104637.0,3540361.59,1.12,0.75,3.55,,3540361.59,0.0,1104637.0,0.0,,,,,,,,,,,,,,,,,6762.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.07,0.5778,73.33,4.6495,3.205
2014-11-19,704637.0,2252019.85,0.78,0.48,2.26,,2252019.85,0.0,704637.0,0.0,,,,,,,,,,,,,,,,,400000.0,0.0,1.29,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.5,0.7664,86.5,2.9659,3.196
2014-11-20,497000.0,1598352.0,0.56,0.34,1.59,,1598352.0,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,207637.0,0.0,0.67,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.66,0.7092,82.34,2.0919,3.216
2014-11-21,497000.0,1646561.0,0.56,0.34,1.6,,1646561.0,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.57,0.7104,82.43,2.0919,3.313
2014-11-24,497000.0,1642088.0,0.56,0.34,1.64,,1642088.0,0.0,497000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.14,0.7159,82.86,2.0919,3.304
2014-11-25,387000.0,1271295.0,0.44,0.26,1.25,,1271295.0,0.0,387000.0,0.0,,,,,,,,,,,,,,,,,110000.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.84,0.67,79.16,1.6289,3.285
2014-11-26,271773.0,899296.86,0.35,0.18,0.89,,899296.86,0.0,271773.0,0.0,,,,,,,,,,,,,,,,,115227.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.45,0.7973,88.55,1.1439,3.309
2014-11-27,210000.0,694260.0,0.27,0.14,0.69,,694260.0,0.0,210000.0,0.0,,,,,,,,,,,,,,,,,61773.0,0.0,0.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8839,3.306
2014-11-28,210000.0,687750.0,0.28,0.14,0.7,,687750.0,0.0,210000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8839,3.275
2014-12-01,80000.0,256080.0,0.11,0.05,0.26,,256080.0,0.0,80000.0,0.0,,,,,,,,,,,,,,,,,130000.0,0.0,0.43,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3367,3.201
2014-12-02,80000.0,257680.0,0.12,0.05,0.26,,257680.0,0.0,80000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3367,3.221
2014-12-03,80000.0,260400.0,0.12,0.05,0.26,,260400.0,0.0,80000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3367,3.255
2014-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,80000.0,0.0,0.26,,,0.0,0.0,237583.0,764066.93,,0.77,0.0,,0.0,,0.0,3.216
2014-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,237583.0,770719.25,,0.76,0.0,,0.0,,0.0,3.244
2014-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,237583.0,765730.01,,0.77,0.0,,0.0,,0.0,3.223
2014-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,237583.0,745773.04,,0.76,0.0,,0.0,,0.0,3.139
2014-12-10,62000.0,193192.0,0.11,0.04,0.19,,193192.0,62000.0,62000.0,193192.0,,,,,,62000.0,,,,,,,,,0.19,62000.0,,0.19,,,,100.0,26.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.261,3.116
2014-12-11,62000.0,191766.0,0.11,0.04,0.19,,191766.0,62000.0,62000.0,191766.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,26.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.261,3.093
2014-12-12,62000.0,187612.0,0.12,0.04,0.19,,187612.0,62000.0,62000.0,187612.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,26.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.261,3.026
2014-12-15,62000.0,183830.0,0.13,0.04,0.19,,183830.0,62000.0,62000.0,183830.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,26.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.261,2.965
2014-12-16,62000.0,185256.0,0.14,0.05,0.18,,185256.0,62000.0,62000.0,185256.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0,2.988
2014-12-17,124000.0,373612.0,0.26,0.09,0.37,,186806.0,62000.0,62000.0,186806.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,3.013
2014-12-18,186000.0,574368.0,0.36,0.14,0.57,,191456.0,124000.0,62000.0,382912.0,,,62000.0,,,,,,,,,,,62000.0,,,,0.38,,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.5,3.088
2014-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.38,,124000.0,,,,,,,62000.0,0.0,0.18,,,0.0,0.0,62000.0,194308.0,,0.19,0.0,,0.0,,0.0,3.134
2014-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,237583.0,752187.78,,0.74,0.0,,0.0,,0.0,3.166
2014-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,569880.0,,0.57,0.0,,0.0,,0.0,3.166
2014-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,569880.0,,0.57,0.0,,0.0,,0.0,
2014-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,569880.0,,0.57,0.0,,0.0,,0.0,
2014-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,569880.0,,0.57,0.0,,0.0,,0.0,
2014-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,576000.0,,0.57,0.0,,0.0,,0.0,3.2
2014-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,573840.0,,0.58,0.0,,0.0,,0.0,3.188
2014-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,573840.0,,0.57,0.0,,0.0,,0.0,
2015-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,573840.0,,0.57,0.0,,0.0,,0.0,
2015-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,574740.0,,0.57,0.0,,0.0,,0.0,3.193
2015-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,570420.0,,0.58,0.0,,0.0,,0.0,3.169
2015-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,569340.0,,0.57,0.0,,0.0,,0.0,3.163
2015-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,582120.0,,0.57,0.0,,0.0,,0.0,3.234
2015-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,596160.0,,0.58,0.0,,0.0,,0.0,3.312
2015-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,589500.0,,0.6,0.0,,0.0,,0.0,3.275
2015-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,588780.0,,0.59,0.0,,0.0,,0.0,3.271
2015-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,596880.0,,0.59,0.0,,0.0,,0.0,3.316
2015-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,589140.0,,0.6,0.0,,0.0,,0.0,3.273
2015-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,605160.0,,0.59,0.0,,0.0,,0.0,3.362
2015-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,608040.0,,0.61,0.0,,0.0,,0.0,3.378
2015-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,601380.0,,0.61,0.0,,0.0,,0.0,3.341
2015-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,180000.0,606240.0,,0.6,0.0,,0.0,,0.0,3.368
2015-01-21,23800.0,81586.4,0.08,0.02,0.08,,81586.4,23800.0,23800.0,81586.4,,,,,,23800.0,,,,,,,,,0.08,23800.0,,0.08,,,,100.0,13.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1322,3.428
