,MFED FP Equity_PX_LAST
2018-04-30,174.82
2018-05-02,175.82
2018-05-03,175.0
2018-05-04,175.86
2018-05-07,177.2
2018-05-08,176.88
2018-05-09,177.3
2018-05-10,177.6
2018-05-11,177.9
2018-05-14,177.76
2018-05-15,177.76
2018-05-16,177.46
2018-05-17,179.08
2018-05-18,178.24
2018-05-21,178.76
2018-05-22,179.26
2018-05-23,177.28
2018-05-24,176.34
2018-05-25,176.24
2018-05-28,175.2
2018-05-29,172.48
2018-05-30,173.72
2018-05-31,172.02
2018-06-01,174.38
2018-06-04,174.9
2018-06-05,174.62
2018-06-06,174.96
2018-06-07,174.58
2018-06-08,174.08
2018-06-11,175.64
2018-06-12,175.52
2018-06-13,175.84
2018-06-14,178.02
2018-06-15,176.42
2018-06-18,175.08
2018-06-19,173.44
2018-06-20,173.48
2018-06-21,171.9
2018-06-22,173.62
2018-06-25,169.82
2018-06-26,170.1
2018-06-27,171.3
2018-06-28,169.66
2018-06-29,170.84
2018-07-02,169.64
2018-07-03,171.16
2018-07-04,171.14
2018-07-05,172.66
2018-07-06,173.18
2018-07-09,173.98
2018-07-10,174.74
2018-07-11,172.48
2018-07-12,173.72
2018-07-13,174.14
2018-07-16,174.02
2018-07-17,174.64
2018-07-18,175.76
2018-07-19,174.98
2018-07-20,174.4
2018-07-23,173.94
2018-07-24,175.5
2018-07-25,174.76
2018-07-26,176.3
2018-07-27,177.34
2018-07-30,176.8
2018-07-31,177.1
2018-08-01,176.54
2018-08-02,174.74
2018-08-03,175.4
2018-08-06,175.54
2018-08-07,176.44
2018-08-08,176.1
2018-08-09,176.22
2018-08-10,173.32
2018-08-13,172.76
2018-08-14,172.56
2018-08-15,169.74
2018-08-16,171.02
2018-08-17,170.74
2018-08-20,172.0
2018-08-21,172.9
2018-08-22,173.08
2018-08-23,173.0
2018-08-24,173.44
2018-08-27,174.92
2018-08-28,174.86
2018-08-29,175.18
2018-08-30,174.16
2018-08-31,172.44
2018-09-03,172.5
2018-09-04,171.06
2018-09-05,168.98
2018-09-06,167.86
2018-09-07,167.84
2018-09-10,168.78
2018-09-11,168.84
2018-09-12,169.58
2018-09-13,169.52
2018-09-14,170.22
2018-09-17,170.32
2018-09-18,170.98
2018-09-19,171.58
2018-09-20,172.86
2018-09-21,173.7
2018-09-24,172.92
2018-09-25,173.44
2018-09-26,173.78
2018-09-27,174.28
2018-09-28,172.04
2018-10-01,172.52
2018-10-02,171.48
2018-10-03,172.44
2018-10-04,170.5
2018-10-05,168.88
2018-10-08,166.82
2018-10-09,167.32
2018-10-10,164.08
2018-10-11,161.22
2018-10-12,160.84
2018-10-15,161.22
2018-10-16,164.02
2018-10-17,163.3
2018-10-18,161.92
2018-10-19,161.34
2018-10-22,160.4
2018-10-23,157.54
2018-10-24,156.7
2018-10-25,158.48
2018-10-26,157.02
2018-10-29,158.42
2018-10-30,158.28
2018-10-31,160.6
2018-11-01,161.08
2018-11-02,161.8
2018-11-05,161.52
2018-11-06,161.16
2018-11-07,163.12
2018-11-08,162.76
2018-11-09,162.22
2018-11-12,160.42
2018-11-13,161.8
2018-11-14,161.02
2018-11-15,159.94
2018-11-16,159.68
2018-11-19,158.46
2018-11-20,155.92
2018-11-21,157.82
2018-11-22,156.52
2018-11-23,157.0
2018-11-26,159.02
2018-11-27,158.66
2018-11-28,158.6
2018-11-29,159.08
2018-11-30,158.78
2018-12-03,160.86
2018-12-04,159.3
2018-12-05,157.52
2018-12-06,152.34
2018-12-07,153.08
2018-12-10,150.6
2018-12-11,152.74
2018-12-12,155.32
2018-12-13,155.26
2018-12-14,154.22
2018-12-17,152.64
2018-12-18,151.7
2018-12-19,152.44
2018-12-20,149.64
2018-12-21,149.48
2018-12-24,147.24
2018-12-27,146.4
2018-12-28,148.86
2018-12-31,150.48
2019-01-02,149.1
2019-01-03,147.68
2019-01-04,151.98
2019-01-07,152.0
2019-01-08,153.26
2019-01-09,154.36
2019-01-10,154.62
2019-01-11,154.36
2019-01-14,153.44
2019-01-15,154.04
2019-01-16,155.02
2019-01-17,154.86
2019-01-18,157.68
2019-01-21,157.46
2019-01-22,156.86
2019-01-23,156.98
2019-01-24,157.6
2019-01-25,159.34
2019-01-28,158.02
2019-01-29,158.76
2019-01-30,159.16
2019-01-31,158.96
2019-02-01,159.3
2019-02-04,159.16
2019-02-05,161.7
2019-02-06,161.9
2019-02-07,158.64
2019-02-08,157.38
2019-02-11,158.88
2019-02-12,160.08
2019-02-13,160.8
2019-02-14,160.28
2019-02-15,162.9
2019-02-18,163.44
2019-02-19,163.02
2019-02-20,164.04
2019-02-21,163.88
2019-02-22,164.3
2019-02-25,164.84
2019-02-26,165.2
2019-02-27,164.66
2019-02-28,165.5
2019-03-01,166.48
2019-03-04,166.74
2019-03-05,167.02
2019-03-06,166.86
2019-03-07,165.88
2019-03-08,164.64
2019-03-11,165.88
2019-03-12,165.9
2019-03-13,166.46
2019-03-14,167.58
2019-03-15,169.34
2019-03-18,169.62
2019-03-19,170.8
2019-03-20,169.04
2019-03-21,168.84
2019-03-22,165.92
2019-03-25,165.54
2019-03-26,166.52
2019-03-27,166.72
2019-03-28,166.36
2019-03-29,167.9
2019-04-01,169.9
2019-04-02,170.54
2019-04-03,172.64
2019-04-04,172.6
2019-04-05,173.08
2019-04-08,172.5
2019-04-09,171.46
2019-04-10,171.76
2019-04-11,172.44
2019-04-12,173.24
2019-04-15,173.56
2019-04-16,174.24
2019-04-17,174.8
2019-04-18,175.46
2019-04-23,175.6
2019-04-24,175.44
2019-04-25,175.02
2019-04-26,175.52
2019-04-29,175.92
2019-04-30,176.28
2019-05-02,175.32
2019-05-03,175.7
2019-05-06,173.72
2019-05-07,171.54
2019-05-08,172.1
2019-05-09,169.22
2019-05-10,169.98
2019-05-13,167.84
2019-05-14,169.94
2019-05-15,171.18
2019-05-16,173.54
2019-05-17,172.92
2019-05-20,170.72
2019-05-21,171.9
2019-05-22,171.84
2019-05-23,168.92
2019-05-24,170.06
2019-05-27,170.74
2019-05-28,170.1
2019-05-29,167.68
2019-05-30,168.7
2019-05-31,166.98
2019-06-03,167.62
2019-06-04,169.06
2019-06-05,169.48
2019-06-06,169.16
2019-06-07,171.02
2019-06-10,171.9
2019-06-11,172.78
2019-06-12,172.04
2019-06-13,172.34
2019-06-14,171.56
2019-06-17,171.66
2019-06-18,174.92
2019-06-19,175.12
2019-06-20,175.58
2019-06-21,175.28
2019-06-24,174.84
2019-06-25,174.4
2019-06-26,174.18
2019-06-27,174.22
2019-06-28,175.74
2019-07-01,177.06
2019-07-02,177.42
2019-07-03,179.3
2019-07-04,179.6
2019-07-05,178.58
2019-07-08,178.28
2019-07-09,177.32
2019-07-10,177.04
2019-07-11,176.82
2019-07-12,177.14
2019-07-15,177.68
2019-07-16,178.48
2019-07-17,177.46
2019-07-18,176.56
2019-07-19,176.68
2019-07-22,177.08
2019-07-23,179.2
2019-07-24,179.64
2019-07-25,178.62
2019-07-26,179.14
2019-07-29,178.9
2019-07-30,175.82
2019-07-31,176.08
2019-08-01,177.28
2019-08-02,172.32
2019-08-05,168.72
2019-08-06,167.84
2019-08-07,168.5
2019-08-08,171.72
2019-08-09,169.68
2019-08-12,169.1
2019-08-13,170.34
2019-08-14,166.82
2019-08-15,166.1
2019-08-16,168.5
2019-08-19,170.62
2019-08-20,169.4
2019-08-21,171.84
2019-08-22,170.92
2019-08-23,169.06
2019-08-26,169.7
2019-08-27,170.92
2019-08-28,170.4
2019-08-29,172.58
2019-08-30,173.74
2019-09-02,174.1
2019-09-03,173.42
2019-09-04,175.24
2019-09-05,176.94
2019-09-06,177.4
2019-09-09,177.3
2019-09-10,177.52
2019-09-11,178.32
2019-09-12,179.34
2019-09-13,179.86
2019-09-16,178.5
2019-09-17,178.4
2019-09-18,178.7
2019-09-19,179.84
2019-09-20,180.26
2019-09-23,178.54
2019-09-24,178.42
2019-09-25,177.1
2019-09-26,178.32
2019-09-27,179.26
2019-09-30,180.08
2019-10-01,177.88
2019-10-02,173.12
2019-10-03,173.12
2019-10-04,174.82
2019-10-07,175.96
2019-10-08,173.92
2019-10-09,175.24
2019-10-10,176.72
2019-10-11,180.24
2019-10-14,179.72
2019-10-15,181.7
2019-10-16,181.74
2019-10-17,181.42
2019-10-18,180.74
2019-10-21,181.78
2019-10-22,181.84
2019-10-23,181.8
2019-10-24,182.6
2019-10-25,182.96
2019-10-28,183.34
2019-10-29,183.06
2019-10-30,183.02
2019-10-31,182.38
2019-11-01,183.58
2019-11-04,185.68
2019-11-05,186.24
2019-11-06,186.64
2019-11-07,187.56
2019-11-08,187.06
2019-11-11,187.0
2019-11-12,187.74
2019-11-13,186.88
2019-11-14,186.42
2019-11-15,187.5
2019-11-18,187.3
2019-11-19,186.94
2019-11-20,186.38
2019-11-21,185.82
2019-11-22,186.28
2019-11-25,187.38
2019-11-26,187.74
2019-11-27,188.0
2019-11-28,187.52
2019-11-29,187.28
2019-12-02,183.98
2019-12-03,183.04
2019-12-04,185.3
2019-12-05,184.9
2019-12-06,187.0
2019-12-09,186.2
2019-12-10,186.04
2019-12-11,186.54
2019-12-12,187.48
2019-12-13,188.44
2019-12-16,190.5
2019-12-17,189.66
2019-12-18,189.42
2019-12-19,189.6
2019-12-20,191.86
2019-12-23,191.18
2019-12-24,191.22
2019-12-27,191.5
2019-12-30,189.36
2019-12-31,189.36
2020-01-02,191.92
2020-01-03,190.96
2020-01-06,189.9
2020-01-07,190.58
2020-01-08,191.22
2020-01-09,192.24
2020-01-10,192.34
2020-01-13,192.1
2020-01-14,192.2
2020-01-15,191.82
2020-01-16,192.22
2020-01-17,193.72
2020-01-20,193.62
2020-01-21,192.98
2020-01-22,192.32
2020-01-23,190.96
2020-01-24,192.82
2020-01-27,188.12
2020-01-28,190.24
2020-01-29,191.04
2020-01-30,188.8
2020-01-31,186.56
2020-02-03,187.62
2020-02-04,190.84
2020-02-05,193.26
2020-02-06,194.6
2020-02-07,194.12
2020-02-10,193.9
2020-02-11,195.7
2020-02-12,197.04
2020-02-13,197.02
2020-02-14,196.98
2020-02-17,197.5
2020-02-18,196.64
2020-02-19,198.16
2020-02-20,196.38
2020-02-21,195.18
2020-02-24,187.58
2020-02-25,183.62
2020-02-26,184.52
2020-02-27,178.44
2020-02-28,171.84
2020-03-02,171.96
2020-03-03,173.88
2020-03-04,175.96
2020-03-05,172.72
2020-03-06,166.62
2020-03-09,153.08
2020-03-10,151.0
2020-03-11,150.42
2020-03-12,133.26
2020-03-13,133.74
2020-03-16,125.28
2020-03-17,129.14
2020-03-18,122.82
2020-03-19,126.54
2020-03-20,132.0
2020-03-23,128.8
2020-03-24,135.44
2020-03-25,143.36
2020-03-26,145.42
2020-03-27,140.24
2020-03-30,141.04
2020-03-31,143.38
2020-04-01,137.62
2020-04-02,138.48
2020-04-03,136.98
2020-04-06,143.24
2020-04-07,146.54
2020-04-08,146.72
2020-04-09,148.78
2020-04-14,150.12
2020-04-15,144.42
2020-04-16,144.72
2020-04-17,148.54
2020-04-20,149.26
2020-04-21,144.12
2020-04-22,146.62
2020-04-23,147.82
2020-04-24,145.98
2020-04-27,149.42
2020-04-28,151.68
2020-04-29,155.18
2020-04-30,152.1
2020-05-04,146.86
2020-05-05,150.1
2020-05-06,148.92
2020-05-07,151.08
2020-05-08,152.74
2020-05-11,151.54
2020-05-12,151.68
2020-05-13,148.46
2020-05-14,145.58
2020-05-15,146.32
2020-05-18,153.1
2020-05-19,152.06
2020-05-20,153.96
2020-05-21,152.36
2020-05-22,152.94
2020-05-25,156.2
2020-05-26,158.22
2020-05-27,159.8
2020-05-28,162.28
2020-05-29,160.16
2020-06-01,162.86
2020-06-02,165.48
2020-06-03,170.5
2020-06-04,170.38
2020-06-05,175.3
2020-06-08,174.58
2020-06-09,172.1
2020-06-10,170.9
2020-06-11,163.58
2020-06-12,164.0
2020-06-15,163.72
2020-06-16,168.78
2020-06-17,169.8
2020-06-18,168.86
2020-06-19,169.52
2020-06-22,168.44
2020-06-23,171.14
2020-06-24,166.0
2020-06-25,167.32
2020-06-26,166.62
2020-06-29,168.02
2020-06-30,168.18
2020-07-01,168.2
2020-07-02,172.42
2020-07-03,171.38
2020-07-06,174.28
2020-07-07,173.14
2020-07-08,171.62
2020-07-09,170.34
2020-07-10,171.9
2020-07-13,174.4
2020-07-14,172.94
2020-07-15,175.54
2020-07-16,175.08
2020-07-17,175.02
2020-07-20,176.56
2020-07-21,177.34
2020-07-22,175.88
2020-07-23,176.12
2020-07-24,172.86
2020-07-27,172.54
2020-07-28,172.74
2020-07-29,172.62
2020-07-30,168.18
2020-07-31,166.72
2020-08-03,170.3
2020-08-04,170.5
2020-08-05,171.48
2020-08-06,170.22
2020-08-07,170.86
2020-08-10,171.2
2020-08-11,174.68
2020-08-12,176.3
2020-08-13,175.28
2020-08-14,173.3
2020-08-17,173.6
2020-08-18,172.72
2020-08-19,173.82
2020-08-20,171.74
2020-08-21,171.32
2020-08-24,174.8
2020-08-25,174.74
2020-08-26,176.34
2020-08-27,174.94
2020-08-28,174.34
2020-08-31,172.56
2020-09-01,172.68
2020-09-02,175.5
2020-09-03,173.34
2020-09-04,171.28
2020-09-07,174.16
2020-09-08,171.8
2020-09-09,174.78
2020-09-10,174.36
2020-09-11,174.38
2020-09-14,174.62
2020-09-15,175.36
2020-09-16,175.92
2020-09-17,174.96
2020-09-18,173.56
2020-09-21,167.32
2020-09-22,167.82
2020-09-23,168.48
2020-09-24,167.38
2020-09-25,166.4
2020-09-28,170.6
2020-09-29,169.96
2020-09-30,169.44
2020-10-01,169.94
2020-10-02,169.94
2020-10-05,171.76
2020-10-06,172.44
2020-10-07,172.52
2020-10-08,173.86
2020-10-09,174.58
2020-10-12,175.9
2020-10-13,174.7
2020-10-14,174.78
2020-10-15,171.1
2020-10-16,173.42
2020-10-19,173.72
2020-10-20,172.7
2020-10-21,170.04
2020-10-22,169.56
2020-10-23,171.08
2020-10-26,166.96
2020-10-27,164.98
2020-10-28,159.62
2020-10-29,159.62
2020-10-30,159.66
2020-11-02,162.66
2020-11-03,166.58
2020-11-04,169.78
2020-11-05,172.48
2020-11-06,171.6
2020-11-09,180.54
2020-11-10,182.54
2020-11-11,183.92
2020-11-12,182.32
2020-11-13,182.72
2020-11-16,184.9
2020-11-17,184.82
2020-11-18,185.62
2020-11-19,184.32
2020-11-20,185.4
2020-11-23,185.06
2020-11-24,187.22
2020-11-25,187.56
2020-11-26,187.5
2020-11-27,188.6
2020-11-30,186.76
2020-12-01,188.38
2020-12-02,187.94
2020-12-03,187.92
2020-12-04,189.08
2020-12-07,188.66
2020-12-08,188.68
2020-12-09,188.7
2020-12-10,188.5
2020-12-11,186.78
2020-12-14,187.84
2020-12-15,188.76
2020-12-16,189.9
2020-12-17,190.58
2020-12-18,189.96
2020-12-21,185.28
2020-12-22,187.66
2020-12-23,189.82
2020-12-24,190.18
2020-12-28,191.84
2020-12-29,192.2
2020-12-30,191.54
2020-12-31,190.38
2021-01-04,191.88
2021-01-05,191.24
2021-01-06,194.08
2021-01-07,194.96
2021-01-08,196.24
2021-01-11,194.74
2021-01-12,194.72
2021-01-13,195.14
2021-01-14,196.3
2021-01-15,193.8
2021-01-18,194.36
2021-01-19,193.92
2021-01-20,195.44
2021-01-21,195.24
2021-01-22,194.08
2021-01-25,191.5
2021-01-26,193.12
2021-01-27,190.32
2021-01-28,191.4
2021-01-29,188.04
2021-02-01,190.58
2021-02-02,193.5
2021-02-03,194.58
2021-02-04,196.24
2021-02-05,197.04
2021-02-08,197.8
2021-02-09,197.22
2021-02-10,196.56
2021-02-11,197.68
2021-02-12,198.72
2021-02-15,200.6
2021-02-16,200.25
2021-02-17,198.62
2021-02-18,197.28
2021-02-19,198.94
2021-02-22,197.94
2021-02-23,197.16
2021-02-24,198.04
2021-02-25,197.48
2021-02-26,194.96
2021-03-01,198.48
2021-03-02,198.46
2021-03-03,198.6
2021-03-04,198.12
2021-03-05,196.12
2021-03-08,201.05
2021-03-09,202.2
2021-03-10,203.6
2021-03-11,204.95
2021-03-12,204.5
2021-03-15,204.4
2021-03-16,205.4
2021-03-17,205.1
2021-03-18,206.05
2021-03-19,204.4
2021-03-22,204.45
2021-03-23,204.15
2021-03-24,204.25
2021-03-25,204.25
2021-03-26,206.25
2021-03-29,206.6
2021-03-30,208.3
2021-03-31,207.95
2021-04-01,209.5
2021-04-06,210.75
2021-04-07,210.35
2021-04-08,211.15
2021-04-09,211.25
2021-04-12,210.6
2021-04-13,211.0
2021-04-14,211.35
2021-04-15,211.9
2021-04-16,213.95
2021-04-19,213.65
2021-04-20,209.8
2021-04-21,211.2
2021-04-22,213.25
2021-04-23,213.15
2021-04-26,213.85
2021-04-27,213.65
2021-04-28,214.1
2021-04-29,213.25
2021-04-30,212.45
2021-05-03,213.95
2021-05-04,210.3
2021-05-05,214.5
2021-05-06,214.6
2021-05-07,216.6
2021-05-10,216.45
2021-05-11,212.5
2021-05-12,212.4
2021-05-13,212.7
2021-05-14,215.85
2021-05-17,215.55
2021-05-18,215.7
2021-05-19,212.65
2021-05-20,215.45
2021-05-21,216.75
2021-05-24,217.8
2021-05-25,217.8
2021-05-26,217.5
2021-05-27,217.95
2021-05-28,219.5
2021-05-31,218.3
2021-06-01,220.1
2021-06-02,220.7
2021-06-03,220.5
2021-06-04,221.05
2021-06-07,221.9
2021-06-08,222.0
2021-06-09,222.0
2021-06-10,221.7
2021-06-11,223.25
2021-06-14,223.6
2021-06-15,223.85
2021-06-16,224.1
2021-06-17,224.15
2021-06-18,220.5
2021-06-21,221.9
2021-06-22,222.45
2021-06-23,220.25
2021-06-24,222.8
2021-06-25,223.35
2021-06-28,221.65
2021-06-29,222.65
2021-06-30,220.5
2021-07-01,221.8
2021-07-02,222.15
2021-07-05,222.55
2021-07-06,221.1
2021-07-07,222.55
2021-07-08,218.3
2021-07-09,222.0
2021-07-12,223.5
2021-07-13,223.3
2021-07-14,223.35
2021-07-15,220.9
2021-07-16,220.25
2021-07-19,214.95
2021-07-20,216.3
2021-07-21,219.95
2021-07-22,221.65
2021-07-23,224.35
2021-07-26,224.05
2021-07-27,222.35
2021-07-28,224.15
2021-07-29,225.1
2021-07-30,223.8
2021-08-02,225.15
2021-08-03,225.5
2021-08-04,227.0
2021-08-05,228.0
2021-08-06,228.55
2021-08-09,228.8
2021-08-10,229.4
2021-08-11,230.25
2021-08-12,231.05
2021-08-13,231.35
2021-08-16,230.1
2021-08-17,229.75
2021-08-18,229.95
2021-08-19,226.6
2021-08-20,227.45
2021-08-23,229.0
2021-08-24,229.2
2021-08-25,229.4
2021-08-26,228.6
2021-08-27,229.55
2021-08-30,230.05
2021-08-31,229.4
2021-09-01,231.1
2021-09-02,231.45
2021-09-03,229.9
2021-09-06,231.85
2021-09-07,230.95
2021-09-08,228.6
2021-09-09,228.7
2021-09-10,228.0
2021-09-13,228.7
2021-09-14,228.95
2021-09-15,226.7
2021-09-16,227.8
2021-09-17,225.95
2021-09-20,221.95
2021-09-21,224.4
2021-09-22,226.7
2021-09-23,229.1
2021-09-24,227.25
2021-09-27,227.35
2021-09-28,222.1
2021-09-29,223.2
2021-09-30,221.9
2021-10-01,221.05
2021-10-04,219.45
2021-10-05,222.65
2021-10-06,219.7
2021-10-07,223.6
2021-10-08,222.6
2021-10-11,222.4
2021-10-12,222.05
2021-10-13,223.4
2021-10-14,226.45
2021-10-15,228.25
2021-10-18,226.8
2021-10-19,227.8
2021-10-20,228.2
2021-10-21,227.75
2021-10-22,229.15
2021-10-25,229.15
2021-10-26,230.7
2021-10-27,230.25
2021-10-28,231.05
2021-10-29,231.3
2021-11-01,232.95
2021-11-02,233.9
2021-11-03,234.7
2021-11-04,236.0
2021-11-05,236.95
2021-11-08,236.7
2021-11-09,236.25
2021-11-10,236.3
2021-11-11,236.75
2021-11-12,237.35
2021-11-15,238.3
2021-11-16,239.05
2021-11-17,239.1
2021-11-18,238.65
2021-11-19,237.0
2021-11-22,236.5
2021-11-23,233.4
2021-11-24,233.25
2021-11-25,234.4
2021-11-26,224.8
2021-11-29,226.0
2021-11-30,223.85
2021-12-01,229.0
2021-12-02,225.35
2021-12-03,224.2
2021-12-06,227.15
2021-12-07,233.75
2021-12-08,231.7
2021-12-09,231.0
2021-12-10,230.0
2021-12-13,229.1
2021-12-14,227.25
2021-12-15,228.05
2021-12-16,229.95
2021-12-17,227.8
2021-12-20,225.0
2021-12-21,228.55
2021-12-22,230.8
2021-12-23,233.15
2021-12-24,232.8
2021-12-27,234.5
2021-12-28,235.85
2021-12-29,234.75
2021-12-30,235.6
2021-12-31,235.2
2022-01-03,236.85
2022-01-04,238.65
2022-01-05,239.5
2022-01-06,235.8
2022-01-07,235.3
2022-01-10,231.9
2022-01-11,234.1
2022-01-12,235.65
2022-01-13,235.75
2022-01-14,233.5
2022-01-17,235.05
2022-01-18,232.65
2022-01-19,232.7
2022-01-20,234.15
2022-01-21,230.0
2022-01-24,220.85
2022-01-25,222.15
2022-01-26,226.35
2022-01-27,227.0
2022-01-28,224.65
2022-01-31,227.1
2022-02-01,229.8
2022-02-02,230.0
2022-02-03,226.1
2022-02-04,223.45
2022-02-07,225.0
2022-02-08,225.45
2022-02-09,229.45
2022-02-10,228.8
2022-02-11,226.55
2022-02-14,221.7
2022-02-15,225.95
2022-02-16,225.8
2022-02-17,224.45
2022-02-18,222.3
2022-02-21,217.75
2022-02-22,217.6
2022-02-23,216.65
2022-02-24,208.7
2022-02-25,215.9
2022-02-28,213.55
2022-03-01,205.85
2022-03-02,207.45
2022-03-03,203.15
2022-03-04,193.52
2022-03-07,190.96
2022-03-08,190.08
2022-03-09,203.45
2022-03-10,198.68
2022-03-11,200.65
2022-03-14,203.9
2022-03-15,203.7
2022-03-16,211.4
2022-03-17,211.6
2022-03-18,212.75
2022-03-21,212.1
2022-03-22,214.35
2022-03-23,211.05
2022-03-24,210.3
2022-03-25,210.3
2022-03-28,211.25
2022-03-29,217.5
2022-03-30,215.4
2022-03-31,212.3
2022-04-01,213.15
2022-04-04,214.5
2022-04-05,212.8
2022-04-06,208.05
2022-04-07,207.0
2022-04-08,209.85
2022-04-11,208.65
2022-04-12,208.3
2022-04-13,208.15
2022-04-14,209.4
2022-04-19,208.75
2022-04-20,211.95
2022-04-21,213.75
2022-04-22,209.55
2022-04-25,205.85
2022-04-26,204.0
2022-04-27,205.0
2022-04-28,207.0
2022-04-29,208.2
2022-05-02,204.75
2022-05-03,206.95
2022-05-04,205.0
2022-05-05,203.25
2022-05-06,199.78
2022-05-09,194.1
2022-05-10,195.62
2022-05-11,200.1
2022-05-12,198.16
2022-05-13,202.7
2022-05-16,202.3
2022-05-17,205.25
2022-05-18,202.8
2022-05-19,200.5
2022-05-20,201.5
2022-05-23,204.7
2022-05-24,201.9
2022-05-25,203.5
2022-05-26,206.55
2022-05-27,209.55
2022-05-30,211.5
2022-05-31,208.6
2022-06-01,206.85
2022-06-02,208.55
2022-06-03,207.85
2022-06-06,210.5
2022-06-07,209.05
2022-06-08,207.95
2022-06-09,204.7
2022-06-10,198.54
2022-06-13,193.26
2022-06-14,191.18
2022-06-15,194.44
2022-06-16,190.0
2022-06-17,190.12
2022-06-20,191.88
2022-06-21,192.74
2022-06-22,190.78
2022-06-23,188.6
2022-06-24,193.7
2022-06-27,194.44
2022-06-28,195.0
2022-06-29,192.64
2022-06-30,189.5
2022-07-01,189.48
2022-07-04,189.36
2022-07-05,185.14
2022-07-06,188.34
2022-07-07,191.9
2022-07-08,193.58
2022-07-11,191.76
2022-07-12,192.04
2022-07-13,190.44
2022-07-14,187.6
2022-07-15,191.58
2022-07-18,193.4
2022-07-19,197.22
2022-07-20,197.04
2022-07-21,198.22
2022-07-22,198.7
2022-07-25,199.0
2022-07-26,197.42
2022-07-27,198.96
2022-07-28,201.35
2022-07-29,204.65
2022-08-01,204.75
2022-08-02,203.3
2022-08-03,205.75
2022-08-04,206.8
2022-08-05,205.15
2022-08-08,206.85
2022-08-09,204.7
2022-08-10,206.95
2022-08-11,207.55
2022-08-12,208.25
2022-08-15,209.0
2022-08-16,209.55
2022-08-17,206.7
2022-08-18,207.35
2022-08-19,205.0
2022-08-22,201.1
2022-08-23,200.5
2022-08-24,201.2
2022-08-25,201.5
2022-08-26,197.52
2022-08-29,195.64
2022-08-30,195.38
2022-08-31,193.24
2022-09-01,190.1
2022-09-02,194.7
2022-09-05,191.8
2022-09-06,192.3
2022-09-07,192.62
2022-09-08,193.48
2022-09-09,196.66
2022-09-12,200.7
2022-09-13,197.06
2022-09-14,195.56
2022-09-15,194.32
2022-09-16,191.92
2022-09-19,191.96
2022-09-20,189.38
2022-09-21,190.82
2022-09-22,187.1
2022-09-23,182.82
2022-09-26,182.32
2022-09-27,181.34
2022-09-28,181.7
2022-09-29,178.3
2022-09-30,180.86
2022-10-03,182.14
2022-10-04,189.34
2022-10-05,186.86
2022-10-06,185.94
2022-10-07,182.4
2022-10-10,181.74
2022-10-11,180.64
2022-10-12,179.34
2022-10-13,180.92
2022-10-14,182.18
2022-10-17,185.58
2022-10-18,187.14
2022-10-19,186.42
2022-10-20,187.58
2022-10-21,186.38
2022-10-24,189.38
2022-10-25,193.08
2022-10-26,194.06
2022-10-27,193.56
2022-10-28,193.32
2022-10-31,193.46
2022-11-01,194.58
2022-11-02,193.36
2022-11-03,191.64
2022-11-04,196.4
2022-11-07,197.56
2022-11-08,199.98
2022-11-09,199.68
2022-11-10,206.3
2022-11-11,207.7
2022-11-14,208.8
2022-11-15,209.75
2022-11-16,207.65
2022-11-17,207.35
2022-11-18,209.55
2022-11-21,209.25
2022-11-22,209.95
2022-11-23,210.8
2022-11-24,212.0
2022-11-25,211.9
2022-11-28,210.6
2022-11-29,209.95
2022-11-30,210.9
2022-12-01,212.0
2022-12-02,212.55
2022-12-05,212.25
2022-12-06,210.2
2022-12-07,210.55
2022-12-08,209.65
2022-12-09,210.6
2022-12-12,209.6
2022-12-13,215.45
2022-12-14,213.05
2022-12-15,206.6
2022-12-16,203.6
2022-12-19,205.05
2022-12-20,203.65
2022-12-21,204.8
2022-12-22,204.7
2022-12-23,205.75
2022-12-27,205.5
2022-12-28,205.5
2022-12-29,204.5
2022-12-30,203.65
2023-01-02,206.45
2023-01-03,208.95
2023-01-04,212.9
2023-01-05,213.0
2023-01-06,215.8
2023-01-09,218.3
2023-01-10,217.25
2023-01-11,219.9
2023-01-12,221.45
2023-01-13,221.95
2023-01-16,222.85
2023-01-17,222.7
2023-01-18,224.2
2023-01-19,219.45
2023-01-20,220.7
2023-01-23,222.4
2023-01-24,222.15
2023-01-25,221.7
2023-01-26,224.45
2023-01-27,224.7
2023-01-30,223.8
2023-01-31,223.9
2023-02-01,224.25
2023-02-02,229.0
2023-02-03,229.0
2023-02-06,226.55
2023-02-07,226.6
2023-02-08,228.15
2023-02-09,229.4
2023-02-10,225.4
2023-02-13,226.65
2023-02-14,227.95
2023-02-15,228.65
2023-02-16,230.2
2023-02-17,229.45
2023-02-20,229.4
2023-02-21,227.95
2023-02-22,225.4
2023-02-23,227.9
2023-02-24,224.6
2023-02-27,227.85
2023-02-28,227.95
2023-03-01,226.9
2023-03-02,226.55
2023-03-03,229.45
2023-03-06,230.1
2023-03-07,228.95
2023-03-08,228.7
2023-03-09,228.1
2023-03-10,224.5
2023-03-13,219.2
2023-03-14,222.65
2023-03-15,215.6
2023-03-16,219.05
2023-03-17,216.55
2023-03-20,219.35
2023-03-21,222.35
2023-03-22,222.7
2023-03-23,223.3
2023-03-24,218.85
2023-03-27,220.95
2023-03-28,220.45
2023-03-29,223.2
2023-03-30,227.25
2023-03-31,228.95
2023-04-03,227.5
2023-04-04,228.7
2023-04-05,226.8
2023-04-06,227.4
2023-04-11,228.3
2023-04-12,228.85
