,UBI FP Equity_DX_SI_QTY,UBI FP Equity_DX_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,UBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBI FP Equity_DX_SI_MV,UBI FP Equity_DX_DSS,UBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY,UBI FP Equity_DX_BROKER_SI_QTY,UBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBI FP Equity_DX_BROKER_SI_MV_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBI FP Equity_DX_BROKER_SI_MV_INC_x,UBI FP Equity_DX_SUPPLY_SI_MV_NEW,UBI FP Equity_DX_BROKER_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_NEW,UBI FP Equity_DX_SUPPLY_SI_MV_DEC,UBI FP Equity_DX_BROKER_SI_QTY_INC,UBI FP Equity_DX_SUPPLY_SI_QTY_DEC,UBI FP Equity_DX_BROKER_SI_MV_NEW_y,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UBI FP Equity_DX_BROKER_SI_MV_INC_y,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBI FP Equity_DX_BROKER_SI_MV_ADD,UBI FP Equity_DX_SUPPLY_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_DEC,UBI FP Equity_DX_SUPPLY_SI_MV,UBI FP Equity_DX_BROKER_SI_MV_DEC,UBI FP Equity_DX_SUPPLY_SI_MV_RMV,UBI FP Equity_DX_BROKER_SI_MV_RMV,UBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBI FP Equity_DX_UTILIZATION_QUANTITY,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBI FP Equity_DX_ACTIVE_UTILIZATION_MV,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBI FP Equity_DX_BROKER_SI_CON_RATIO,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-01,1446369.0,60313587.3,10.73,13.35,7.59,60.08,2.0,33340442.7,821608.0,799531.0,34261053.6,,,,,,,,2.83,,68042.0,,,,,,,6828.0,34.14,0.27,,,48.16,48.16,884468.0,36882315.6,,36.83,48.1,12.3,0.2249,41.54,0.8478
2006-09-04,1490704.0,62639382.08,11.06,13.75,7.82,62.15,2.0,33681551.2,887483.0,801560.0,37292035.66,,,1536.0,0.09,,,,0.05,2175.0,1960.0,,,0.09,1536.0,,66298.0,147.0,36.95,0.0,,,52.15,52.15,814224.0,34213692.48,,34.15,51.97,13.26,0.2187,40.21,0.876
2006-09-05,1502240.0,63394528.0,11.14,14.25,7.88,63.12,2.0,33772575.6,900280.0,800298.0,37991816.0,,,15000.0,0.19,,,,0.02,4175.0,2202.0,,,0.19,15000.0,,,5436.0,37.89,0.18,,,53.03,53.03,797410.0,33650702.0,,33.54,53.04,14.1,0.2157,39.61,0.8849
2006-09-06,1454529.0,60377498.79,10.79,14.0,7.63,60.67,2.0,33047273.28,870107.0,796128.0,36118141.57,,22300.0,9166.0,0.04,0.92,,,2.63,1431.0,61639.0,,22300.0,0.04,9166.0,,,5601.0,36.53,0.48,,,50.09,50.09,867069.0,35992034.19,,35.97,50.39,14.87,0.2293,40.98,0.8373
2006-09-07,1443146.0,58966945.56,10.7,13.49,7.57,59.5,2.0,32250511.98,851298.0,789293.0,34784036.28,,,3493.0,,,,,0.0,,2.0,,,,3493.0,,,6835.0,35.16,0.3,0.92,,49.18,49.18,879812.0,35949118.32,22300.0,35.92,49.46,15.01,0.2309,41.34,0.8337
2006-09-08,1447099.0,58824574.35,10.73,13.11,7.59,59.45,2.0,32229962.25,852644.0,792865.0,34659978.6,,,1354.0,0.5,,,,0.0,11200.0,8.0,,,0.5,1354.0,,,7628.0,35.12,0.33,,,49.4,49.4,873444.0,35505498.6,,35.55,49.69,14.96,0.2307,41.23,0.8384
2006-09-11,1514091.0,62441112.84,11.23,14.57,7.94,62.11,2.0,34284997.72,883710.0,831353.0,36444200.4,,,64508.0,1.66,,,,1.48,39825.0,34242.0,,,1.66,64508.0,,800.0,1337.0,36.01,0.06,,,50.82,50.82,855221.0,35269314.04,,35.34,50.47,16.76,0.2226,39.64,0.8707
2006-09-12,1454182.0,61235604.02,11.49,15.21,7.63,60.97,2.0,33579019.32,857632.0,797412.0,36114883.52,,,1947.0,0.05,,,,0.86,1500.0,28025.0,,,0.05,1947.0,,,35441.0,35.89,1.32,,,49.01,49.01,892219.0,37571342.09,,37.33,49.01,15.75,0.2309,40.92,0.831
2006-09-13,1459620.0,62033850.0,11.53,15.76,7.66,61.61,2.0,33919845.0,876812.0,798114.0,37264510.0,,22300.0,79.0,0.05,0.95,,,0.06,702.0,3199.0,,22300.0,0.05,79.0,,,,37.02,,,,48.26,48.26,940059.0,39952507.5,,39.87,48.15,15.6,0.2295,40.67,0.8034
2006-09-14,1456874.0,61509220.28,11.51,16.44,7.64,61.53,2.0,33894469.32,854063.0,802806.0,36058539.86,,,513.0,0.28,,,,0.05,5040.0,962.0,,,0.28,513.0,,,348.0,36.17,0.01,0.95,,47.46,47.46,945343.0,39912381.46,22300.0,39.91,47.55,15.74,0.2276,40.51,0.8096
2006-09-15,1458614.0,63887293.2,10.29,16.76,7.09,62.72,2.0,35203155.0,868382.0,803725.0,38035131.6,,,17622.0,0.18,,,,0.0,4596.0,3303.0,,,0.18,17622.0,,,3677.0,37.09,0.1,,,48.59,48.59,918698.0,40238972.4,,40.03,48.09,15.4,0.2306,41.13,0.8162
2006-09-18,1473045.0,65977685.55,10.39,17.37,7.16,64.66,2.0,36884878.53,865397.0,823507.0,38761131.63,,,2536.0,2.06,,,,0.03,45782.0,5522.0,,,2.06,2536.0,,,26000.0,37.9,1.1,,,48.97,48.97,901832.0,40393055.28,,40.05,48.62,15.28,0.2235,40.44,0.8335
2006-09-19,1476328.0,64456480.48,10.42,16.97,7.17,64.81,2.0,36081890.14,865455.0,826429.0,37785765.3,,,373.0,0.2,,,,0.0,2922.0,314.0,,,0.2,373.0,,,,38.4,,,,48.93,48.93,903418.0,39443229.88,,39.4,49.36,15.67,0.2172,39.37,0.8346
2006-09-20,1491864.0,66731076.72,10.53,16.51,7.25,65.7,2.0,37104966.36,889677.0,829532.0,39795252.21,,22300.0,6783.0,0.33,1.0,,,0.21,5885.0,4861.0,,22300.0,0.33,6783.0,,,2782.0,39.07,0.11,,,47.94,47.94,966204.0,43218304.92,,43.01,47.6,15.09,0.2199,39.95,0.8039
2006-09-21,1525676.0,68777474.08,10.76,16.4,7.41,67.73,2.0,39360520.08,862912.0,873126.0,38900072.96,,,,2.24,,,,0.15,46482.0,5652.0,,,2.24,,,1187.0,2888.0,38.45,0.21,1.0,,47.25,47.25,963441.0,43431920.28,22300.0,43.17,47.11,14.82,0.2236,40.67,0.8354
2006-09-22,1590395.0,71917661.9,11.22,15.62,7.73,71.29,2.0,42640922.52,854994.0,942966.0,38662828.68,,,,3.18,,,,0.25,69902.0,7919.0,,,3.18,,,,62.0,38.41,0.0,,,46.87,46.87,969183.0,43826455.26,,43.55,46.86,14.16,0.2069,38.64,0.8718
2006-09-25,1630661.0,72955773.14,11.5,15.84,7.92,72.98,2.0,44402347.22,845798.0,992453.0,37841002.52,,,804.0,2.27,,,,0.47,51187.0,10000.0,,,2.27,804.0,,,1700.0,38.13,0.06,,,46.19,46.19,985391.0,44086393.34,,44.02,46.42,13.88,0.2196,40.74,0.8905
2006-09-26,1622515.0,76079728.35,11.45,15.32,7.88,74.0,2.0,46789983.63,826145.0,997867.0,38737939.05,,,4022.0,0.34,,,,0.85,8281.0,23675.0,,,0.34,4022.0,,,2867.0,37.48,0.05,,,44.59,44.59,1026670.0,48140556.3,,47.65,44.02,13.55,0.2271,41.99,0.8757
2006-09-27,1669904.0,78184905.28,11.78,14.2,8.11,77.2,2.0,48006980.64,888580.0,1025352.0,41603315.6,,22300.0,35813.0,1.49,1.04,,,,28485.0,,,22300.0,1.49,35813.0,,4322.0,1000.0,41.45,0.04,,,45.13,45.13,1080313.0,50580254.66,,50.21,45.22,13.59,0.2158,40.29,0.8481
2006-09-28,1817760.0,83253408.0,12.82,15.53,8.83,83.36,2.0,54082701.0,866585.0,1180845.0,39689593.0,,,504.0,7.2,,,,0.01,155493.0,200.0,,,7.2,504.0,,,,40.22,,1.04,,44.2,44.2,1094015.0,50105887.0,22300.0,50.13,44.52,16.06,0.1959,36.12,0.9271
2006-09-29,1808327.0,82568210.82,12.76,15.0,8.79,82.48,2.0,53366677.44,872702.0,1168784.0,39847573.32,,,6118.0,1.26,,,,0.48,29894.0,9920.0,,,1.26,6118.0,,9920.0,41954.0,39.93,1.81,,,43.83,43.83,1118299.0,51061532.34,,51.01,43.91,15.97,0.208,38.19,0.9083
2006-10-02,1802277.0,81462920.4,12.72,14.9,8.76,81.44,2.0,52439412.8,875322.0,1160164.0,39564554.4,,,2620.0,0.0,,,,,1379.0,,,,0.0,2620.0,,,10000.0,39.75,0.44,,,43.69,43.68,1128342.0,51001058.4,,51.04,43.78,16.15,0.2091,38.3,0.8994
2006-10-03,1822585.0,81433097.8,13.34,15.18,8.86,82.16,2.0,52696932.4,876384.0,1179430.0,39156837.12,,,1062.0,4.5,,,,,99970.0,,,,4.5,1062.0,,,80704.0,39.5,3.45,,,43.55,43.55,1135917.0,50752771.56,,51.05,43.62,15.83,0.2066,37.6,0.9057
2006-10-04,1890197.0,86438708.81,13.83,15.68,9.19,85.64,2.0,51443917.77,1003053.0,1124949.0,45869613.69,,22300.0,10064.0,0.01,1.02,,,0.87,1562.0,24015.0,,22300.0,0.01,10064.0,,118320.0,14987.0,45.27,0.67,,1.83,49.54,49.54,1021737.0,46724033.01,,46.69,49.23,15.97,0.2006,36.51,0.9335
2006-10-05,2052768.0,96870121.92,15.02,16.83,9.98,95.0,2.0,61556146.08,961102.0,1304432.0,45354403.38,1.94,,1100.0,6.66,,,41056.0,0.48,140628.0,20751.0,1.94,,6.66,1100.0,,,2201.0,44.29,0.08,1.02,,48.05,48.05,1038982.0,49029560.58,22300.0,48.71,47.63,14.42,0.1919,35.8,1.0263
2006-10-06,2022529.0,96899364.39,14.8,15.99,9.83,95.78,2.0,61375345.05,954008.0,1281055.0,45706523.28,,,,0.37,,,,0.0,1911.0,7095.0,,,0.37,,,,25288.0,45.3,1.0,,,47.87,47.87,1039010.0,49778969.1,,49.43,47.82,14.74,0.1942,36.08,1.0148
2006-10-09,2022908.0,95906068.28,14.8,14.61,9.83,95.92,2.0,60792562.93,956711.0,1282273.0,45357668.51,,,3570.0,0.18,,,,0.02,3523.0,866.0,,,0.18,3570.0,,,2305.0,45.58,0.0,,,48.06,48.06,1033858.0,49015207.78,,48.87,48.26,14.94,0.1914,35.52,1.0162
2006-10-10,1976658.0,95215615.86,14.47,14.19,9.61,94.29,2.0,59294957.84,962450.0,1230952.0,46361216.5,,,8351.0,0.09,,,,0.04,2700.0,2613.0,,,0.09,8351.0,,,4021.0,45.89,0.13,,2.27,48.43,48.43,1024735.0,49361484.95,,49.09,48.31,15.08,0.2029,36.79,0.9947
2006-10-11,2076053.0,100688570.5,15.19,14.03,10.09,99.86,3.0,62977444.0,1002319.0,1298504.0,48612471.5,3.02,11743.0,184697.0,1.19,0.57,,65700.0,7.46,21852.0,156571.0,3.02,11743.0,1.19,184697.0,,,20000.0,48.29,0.83,,,49.8,49.8,1010245.0,48996882.5,,48.74,49.77,14.7,0.1894,35.6,1.0315
2006-10-12,2007465.0,98044590.6,14.69,13.53,9.75,97.1,2.0,60172247.52,988458.0,1232028.0,48276288.72,,,,0.17,,,,0.01,1924.0,2154.0,,,0.17,,,36.0,68400.0,47.82,3.19,0.57,,49.55,49.55,1006263.0,49145884.92,11743.0,48.85,49.47,15.31,0.1981,36.96,1.0064
2006-10-13,2008313.0,98969664.64,14.7,13.44,9.76,98.19,2.0,60915451.52,985162.0,1236109.0,48548783.36,,,,0.38,,,,0.0,6417.0,3296.0,,,0.38,,,,2336.0,48.2,0.0,,,49.59,49.59,1001438.0,49350864.64,,49.03,49.57,15.21,0.1981,36.95,1.0109
2006-10-16,2064161.0,102237894.33,15.11,13.31,10.03,101.46,3.0,64053434.25,983869.0,1293225.0,48731031.57,,,,0.11,,59000.0,,0.0,965.0,1293.0,,,0.11,,3.03,,2848.0,48.35,0.07,,,49.62,49.62,999068.0,49483838.04,,49.16,49.58,14.76,0.188,35.58,1.041
2006-10-17,1936655.0,92998173.1,14.17,12.22,9.41,94.59,2.0,58274094.76,991299.0,1213538.0,47602177.98,,,21354.0,0.06,,,,2.65,2646.0,52388.0,,,0.06,21354.0,,38464.0,82333.0,48.62,3.62,,,49.75,49.75,1001416.0,48087996.32,,48.59,50.01,16.17,0.2021,37.6,0.9719
2006-10-18,1969494.0,94161508.14,14.41,12.17,9.57,95.23,2.0,59556869.19,1022190.0,1245699.0,48870903.9,,,678.0,1.78,,,,0.01,37000.0,65.0,,,1.78,678.0,,30278.0,4839.0,49.17,0.38,,,50.6,50.6,997866.0,47707973.46,,48.01,50.6,15.51,0.1972,37.11,0.975
2006-10-19,1995170.0,95049898.8,14.6,12.52,9.7,95.06,2.0,59074600.44,1053994.0,1240021.0,50212274.16,,,12255.0,0.77,,,,,19786.0,,,,0.77,12255.0,,19550.0,25464.0,50.13,1.61,,,51.85,51.85,978937.0,46636558.68,,46.68,51.78,15.49,0.1941,36.94,0.9814
2006-10-20,2029340.0,96819811.4,14.85,12.96,9.86,97.14,2.0,60763599.13,1052863.0,1273603.0,50232093.73,,,1090.0,1.88,,3000.0,,0.01,35589.0,2221.0,,,1.88,1090.0,0.14,,5007.0,50.3,0.17,,,51.79,51.79,980040.0,46757708.4,,46.87,51.77,15.05,0.1909,36.51,0.9982
2006-10-23,2015082.0,95917903.2,14.75,12.85,9.79,96.53,2.0,59951057.6,1042460.0,1259476.0,49621096.0,,,12399.0,0.02,,,,1.1,251.0,22802.0,,,0.02,12399.0,,,14379.0,49.87,0.68,,,51.57,51.57,978994.0,46600114.4,,46.74,51.62,15.19,0.1926,36.72,0.9968
2006-10-24,1995576.0,93113576.16,14.6,12.6,9.7,94.4,2.0,57673533.08,1046798.0,1236038.0,48843594.68,,,4338.0,0.05,,,,,4014.0,,,,0.05,4338.0,,,27452.0,49.57,1.32,,,51.52,51.52,984991.0,45959680.06,,46.46,51.62,15.58,0.1953,36.93,0.9822
2006-10-25,1963318.0,95731385.68,14.37,12.3,9.54,93.96,2.0,59256662.72,1023653.0,1215272.0,49913320.28,,16100.0,2834.0,0.5,0.78,,,2.0,11000.0,42079.0,,16100.0,0.5,2834.0,,,31767.0,48.52,1.58,,,50.29,50.29,1011932.0,49341804.32,,49.07,49.72,15.16,0.2037,38.3,0.9645
2006-10-26,1947263.0,95026434.4,14.25,11.58,9.46,94.34,2.0,59402288.0,1002635.0,1217260.0,48928588.0,,,,0.53,,,,0.0,7734.0,4918.0,,,0.53,,,,5746.0,48.64,0.23,0.78,,49.99,49.99,1002853.0,48939226.4,16100.0,48.8,49.92,15.76,0.2031,38.1,0.971
2006-10-27,1936173.0,94872477.0,14.17,11.49,9.41,94.46,2.0,59202682.0,1000385.0,1208218.0,49018865.0,,,,,,,,0.0,,2250.0,,,,,,,9042.0,48.71,0.35,,,50.04,50.04,998683.0,48935467.0,,48.84,49.93,15.75,0.2039,38.16,0.9685
2006-10-30,1949126.0,94279224.62,14.26,11.72,9.47,94.92,2.0,58993116.14,1002086.0,1219622.0,48470899.82,,,1701.0,0.6,,,,,11405.0,,,,0.6,1701.0,,,,48.86,,,,50.0,50.0,1002262.0,48479412.94,,48.63,50.11,15.7,0.2002,37.5,0.9724
2006-10-31,1913288.0,92526607.68,14.0,11.73,9.3,92.68,2.0,57151702.92,1004270.0,1181797.0,48566497.2,,,2184.0,,,,,,,,,,,2184.0,,,37826.0,48.53,1.91,,,49.95,49.95,1006291.0,48664232.76,,48.8,49.86,14.94,0.2052,38.47,0.9516
2006-11-01,1734612.0,84822526.8,12.69,10.8,8.43,84.52,2.0,47655739.5,950861.0,974555.0,46497102.9,,6169.0,5850.0,0.73,0.3,,,4.27,15739.0,90252.0,,6169.0,0.73,5850.0,,24825.0,222980.0,46.19,10.47,,,46.72,46.72,1084175.0,53016157.5,,52.93,46.6,18.21,0.1754,31.2,0.8524
2006-11-02,1774312.0,86231563.2,12.98,11.15,8.62,86.71,2.0,49558975.2,942648.0,1019732.0,45812692.8,,,,2.78,,,,0.04,53457.0,2044.0,,,2.78,,,,8281.0,46.02,0.37,0.3,,46.93,46.93,1065927.0,51804052.2,6169.0,51.96,46.97,17.82,0.1685,29.98,0.8834
2006-11-03,1715115.0,85378424.7,12.55,11.42,8.33,84.82,2.0,47500275.12,948574.0,954204.0,47220013.72,,,30000.0,1.58,,,,0.97,27980.0,24074.0,,,1.58,30000.0,,,93508.0,46.64,4.09,,,47.48,47.48,1049197.0,52229026.66,,51.99,47.28,14.2,0.1681,31.36,0.8585
2006-11-06,1687099.0,84776724.75,12.35,10.38,8.2,84.24,2.0,46760690.25,943716.0,930561.0,47421729.0,,,,0.23,,,,0.04,2714.0,4858.0,,,0.23,,,,26357.0,47.03,1.26,,,47.54,47.54,1041203.0,52320450.75,,51.99,47.5,14.66,0.17,31.77,0.85
2006-11-07,1562508.0,78359776.2,11.43,9.58,7.59,78.42,2.0,40486245.45,898177.0,807303.0,45043576.55,,,,0.09,,,,2.15,741.0,46080.0,,,0.09,,,540.0,124000.0,45.03,6.05,,,45.34,45.34,1082739.0,54299360.85,,54.17,45.39,16.22,0.1713,31.13,0.7888
2006-11-08,1537645.0,78650541.75,11.25,10.05,7.47,78.1,2.0,43738671.9,864088.0,855106.0,44198101.2,,3636.0,52295.0,2.66,0.19,,,4.89,50456.0,100094.0,,3636.0,2.66,52295.0,,10074.0,2653.0,43.72,0.02,,,40.99,40.99,1243873.0,63624103.95,,63.37,40.82,15.07,0.1823,33.57,0.7294
2006-11-09,1529884.0,78100578.2,11.2,9.82,7.43,77.92,2.0,43557340.45,857754.0,853229.0,43788341.7,,,5.0,0.2,,,,0.09,3227.0,2703.0,,,0.2,5.0,,,5103.0,43.68,0.25,0.19,,41.19,41.19,1224580.0,62514809.0,3636.0,62.44,41.16,15.39,0.1824,33.42,0.7347
2006-11-10,1499617.0,78280007.4,10.97,9.77,7.29,77.38,2.0,43756232.4,841979.0,838242.0,43951303.8,,,,,,,,0.58,,15775.0,,,,,,,14987.0,43.15,0.64,,,40.88,40.88,1217872.0,63572918.4,,62.99,40.66,15.5,0.1904,34.63,0.728
2006-11-13,1503447.0,78104071.65,10.88,9.65,7.31,77.77,2.0,43811461.05,840458.0,843339.0,43661793.1,,,12.0,0.28,,600.0,,0.04,4497.0,1534.0,,,0.28,12.0,0.03,,,43.27,,,,40.9,40.9,1214476.0,63092028.2,,63.08,40.68,15.75,0.1887,34.24,0.7316
2006-11-14,1403448.0,72838951.2,10.16,9.04,6.82,72.99,2.0,37129727.1,867977.0,715409.0,45048006.3,,2732.0,30000.0,2.93,0.14,,,0.05,54000.0,2480.0,,2732.0,2.93,30000.0,,,181930.0,44.97,9.4,0.14,,88.93,42.34,108026.0,5606549.4,2732.0,5.52,89.06,14.88,0.2086,36.82,0.6846
2006-11-15,1600320.0,83216640.0,11.58,10.28,7.78,87.54,2.0,42517696.0,934489.0,817648.0,48593428.0,,16100.0,113505.0,1.54,0.84,75000.0,,2.58,30000.0,63094.0,,16100.0,1.54,113505.0,7.32,,2761.0,49.52,0.07,,,84.1,47.14,176700.0,9188400.0,,9.28,84.22,14.02,0.1843,34.12,0.8073
2006-11-16,1575217.0,81517479.75,11.4,10.21,7.65,86.46,2.0,41034075.75,934050.0,792929.0,48337087.5,,,1.0,,,200.0,,0.0,,440.0,,,,1.0,0.01,,24918.0,49.66,1.24,,,47.32,47.32,1039827.0,53811047.25,,55.7,47.13,14.31,0.1869,34.69,0.798
2006-11-17,1586689.0,82507828.0,11.49,10.41,7.71,86.89,2.0,41060188.0,946651.0,789619.0,49225852.0,,,17888.0,0.05,,,,4.28,1047.0,80287.0,,,0.05,17888.0,,75000.0,4358.0,50.1,0.23,,,48.66,48.66,998692.0,51931984.0,,53.61,48.31,14.52,0.1873,34.57,0.8156
2006-11-20,1542621.0,80139160.95,11.17,10.62,7.5,84.92,2.0,39205885.75,937401.0,754685.0,48697981.95,,,2360.0,,,,,0.48,,11609.0,,,,2360.0,,,34933.0,49.86,1.75,,,48.62,48.62,990759.0,51469930.05,,53.31,48.33,15.01,0.1817,32.98,0.8
2006-11-21,1619492.0,83322863.4,11.72,10.9,7.87,88.33,2.0,42282484.65,989554.0,821817.0,50912553.3,,,66265.0,3.51,,,,0.79,67132.0,14113.0,,,3.51,66265.0,,,,52.21,,,,51.26,51.26,940936.0,48411157.2,,50.24,50.96,15.75,0.1696,30.93,0.8389
2006-11-22,1776115.0,90759476.5,12.86,12.37,8.63,95.88,2.0,44149786.8,1108964.0,863988.0,56668060.4,,,145129.0,2.1,,,,1.44,42171.0,25719.0,,,2.1,145129.0,,,,57.96,,,,57.69,57.69,813455.0,41567550.5,,43.01,57.41,15.1,0.1628,29.89,0.9239
2006-11-23,1800394.0,91369995.5,13.03,12.27,8.75,96.93,2.0,44864776.25,1123311.0,884035.0,57008033.25,,,14348.0,1.01,,,,,20047.0,,,,1.01,14348.0,,,,58.57,,,,58.61,58.61,793171.0,40253428.25,,41.77,58.37,15.39,0.1624,29.39,0.9394
2006-11-24,1797934.0,88116745.34,13.01,12.41,8.74,94.54,2.0,43069497.9,1114054.0,878790.0,54599786.54,,,37526.0,0.0,,,,0.96,377.0,15174.0,,,0.0,37526.0,,,5622.0,56.59,0.77,1.69,,54.86,54.86,916509.0,44918106.09,31609.0,46.96,54.65,15.67,0.1615,29.08,0.8854
2006-11-27,1880435.0,90054032.15,13.03,13.21,8.87,91.46,2.0,40645057.13,1216628.0,848717.0,58264314.92,,,117135.0,0.0,,,,0.84,3927.0,14560.0,,,0.0,117135.0,,,34000.0,55.29,2.03,,,52.44,52.44,1103604.0,52851595.56,,48.43,53.31,15.11,0.1632,29.71,0.8105
2006-11-28,1706367.0,80881795.8,11.83,12.02,8.05,86.9,2.0,40071106.8,1045894.0,845382.0,49575375.6,,,4087.0,,,,,3.9,,174821.0,,,,4087.0,,,3334.0,51.05,0.0,,,50.04,50.04,1044169.0,49493610.6,,51.17,49.94,15.86,0.173,31.48,0.8164
2006-11-29,1305835.0,61060844.6,9.05,9.13,6.16,66.83,2.0,26700567.88,840377.0,571013.0,39296028.52,,,5890.0,,,,,10.41,,211407.0,,,,5890.0,,,274369.0,40.86,13.19,,,42.81,42.81,1122474.0,52486884.24,,54.72,42.75,20.29,0.1501,21.86,0.6653
2006-11-30,1304397.0,61958857.5,9.04,9.23,6.16,61.72,2.0,23773607.5,858167.0,500497.0,40762932.5,,,100312.0,,,,,3.92,,82523.0,,,,100312.0,,,53982.0,36.87,2.89,,0.83,39.32,39.32,1324461.0,62911897.5,,56.02,39.69,19.13,0.1558,24.78,0.5976
2006-12-01,1435918.0,66497362.58,9.95,9.86,6.78,65.38,2.0,28996636.02,854665.0,626142.0,39579536.15,8.55,,13309.0,,,,219615.0,2.6,,58571.0,8.55,,,13309.0,,41761.0,93970.0,36.43,4.58,,2.09,38.16,38.16,1384755.0,64128004.05,,58.08,38.55,19.24,0.1536,22.22,0.6412
2006-12-04,1422596.0,65311382.36,9.86,9.54,6.71,64.32,2.0,28186490.41,844735.0,613951.0,38781783.85,1.72,,9539.0,,,,35110.0,1.5,,30927.0,1.72,,,9539.0,,11458.0,12191.0,35.58,0.58,,,38.36,38.36,1357143.0,62306435.13,,56.3,38.73,19.26,0.1556,22.61,0.6461
2006-12-05,1410585.0,62291433.6,9.78,9.42,6.66,62.7,2.0,26894323.2,835327.0,609020.0,36888040.32,,,10340.0,0.0,,1300.0,,0.97,892.0,19749.0,,,0.0,10340.0,0.06,,7123.0,34.59,0.59,,,37.71,37.71,1380091.0,60944818.56,,56.31,38.05,18.56,0.1533,21.91,0.6367
2006-12-06,1271977.0,55966988.0,8.82,8.09,6.0,54.45,2.0,26247628.0,706992.0,596537.0,31107648.0,,,1425.0,0.67,,,,5.79,15000.0,129759.0,,,0.67,1425.0,,,27483.0,28.54,2.92,,,33.06,33.06,1431820.0,63000080.0,,57.07,33.34,20.07,0.1644,24.49,0.5947
2006-12-07,1245366.0,62828714.7,8.63,8.07,5.88,55.72,2.0,29715150.9,686631.0,589002.0,34640533.95,,,3153.0,,,,,0.54,,24554.0,,,,3153.0,,1040.0,7535.0,28.5,0.08,,,33.31,33.31,1374921.0,69364764.45,,56.98,33.34,19.36,0.1701,27.23,0.6041
2006-12-08,1256452.0,66591956.0,8.67,7.4,5.91,59.72,2.0,29154558.0,736633.0,550086.0,39041549.0,,,65000.0,,,,,0.04,,14998.0,,,,65000.0,,,38916.0,33.34,1.47,,,37.12,37.12,1247735.0,66129955.0,,54.24,38.07,26.19,0.1895,26.26,0.6332
2006-12-11,1855004.0,47488102.4,6.4,10.27,4.36,73.31,1.0,22382233.6,1008231.0,874306.0,25810713.6,,,280362.0,1.32,,,,0.55,324221.0,9564.0,,,1.32,280362.0,,800.0,,45.22,,,,40.79,40.79,1463563.0,37467212.8,,55.67,44.82,19.25,0.2113,36.09,0.7505
2006-12-12,1425469.0,36149893.84,4.92,7.54,3.35,44.55,1.0,22198723.84,575387.0,875344.0,14591814.32,,,57812.0,0.0,,,,25.47,35897.0,491446.0,,,0.0,57812.0,,790.0,34860.0,18.38,1.78,,,25.65,25.65,1667864.0,42297031.04,,57.27,24.3,32.26,0.276,37.64,0.6354
2006-12-13,2188600.0,55240264.0,7.55,11.32,5.15,63.86,2.0,25723068.36,1196994.0,1019139.0,30212128.56,,,163161.0,0.67,,68270.0,,0.06,75525.0,2095.0,,,0.67,163161.0,2.32,460541.0,,34.8,,,,38.98,38.98,1874171.0,47304076.04,,67.77,33.93,23.43,0.1797,23.88,0.7126
2006-12-14,2061249.0,51510612.51,7.11,10.48,4.85,57.58,1.0,21417804.45,1243769.0,857055.0,31081787.31,,,50090.0,,,,,0.08,,3316.0,,,,50090.0,,,162084.0,33.9,4.98,,,34.1,34.1,2403587.0,60065639.13,,70.25,32.55,25.49,0.1834,27.32,0.5651
2006-12-15,1980106.0,52552013.24,6.83,9.92,4.66,56.36,1.0,22272447.62,1180478.0,839203.0,31329886.12,,,,,,,,1.27,,63290.0,,,,,,,17852.0,32.78,0.76,,,34.82,34.82,2209665.0,58644509.1,,61.56,34.74,24.5,0.1922,29.88,0.5841
2006-12-18,1965922.0,50838742.92,6.78,10.0,4.62,56.09,1.0,21707297.76,1191081.0,839416.0,30801354.66,,,26047.0,0.0,,,,0.36,213.0,15444.0,,,0.0,26047.0,,,,33.06,,,,35.26,35.26,2187320.0,56564095.2,,61.45,34.98,25.06,0.1911,29.2,0.5819
2006-12-19,2232417.0,57730303.62,7.7,11.17,5.25,61.92,2.0,26184568.86,1272400.0,1012551.0,32904264.0,,,84289.0,4.56,,,,0.1,173135.0,2970.0,,,4.56,84289.0,,,,33.99,,,,36.57,36.57,2206492.0,57059883.12,,59.76,36.25,24.01,0.1892,25.4,0.6417
